sa3_code16,m_pode_pode_nfd_mng,m_pode_pode_nfd_pro,m_pode_pode_nfd_ttw,m_pode_pode_nfd_cps,m_pode_pode_nfd_ca,m_pode_pode_nfd_sal,m_pode_pode_nfd_mod,m_pode_pode_nfd_lab,m_pode_pode_nfd_idns,m_pode_pode_nfd_tot,m_pode_doctde_mng,m_pode_doctde_pro,m_pode_doctde_ttw,m_pode_doctde_cps,m_pode_doctde_ca,m_pode_doctde_sal,m_pode_doctde_mod,m_pode_doctde_lab,m_pode_doctde_idns,m_pode_doctde_tot,m_pode_masde_mng,m_pode_masde_pro,m_pode_masde_ttw,m_pode_masde_cps,m_pode_masde_ca,m_pode_masde_sal,m_pode_masde_mod,m_pode_masde_lab,m_pode_masde_idns,m_pode_masde_tot,m_grdigrcer_grdigrcernfd_mng,m_grdigrcer_grdigrcernfd_pro,m_grdigrcer_grdigrcernfd_ttw,m_grdigrcer_grdigrcernfd_cps,m_grdigrcer_grdigrcernfd_ca,m_grdigrcer_grdigrcernfd_sal,m_grdigrcer_grdigrcernfd_mod,m_grdigrcer_grdigrcernfd_lab,m_grdigrcer_grdigrcernfd_idns,m_grdigrcer_grdigrcernfd_tot,m_grdi_grcer_grdi_mng,m_grdi_grcer_grdi_pro,m_grdi_grcer_grdi_ttw,m_grdi_grcer_grdi_cps,m_grdi_grcer_grdi_ca,m_grdi_grcer_grdi_sal,m_grdi_grcer_grdi_mod,m_grdi_grcer_grdi_lab,m_grdi_grcer_grdi_idns,m_grdi_grcer_grdi_tot,m_grdi_grcer_gradcer_mng,m_grdi_grcer_gradcer_pro,m_grdi_grcer_gradcer_ttw,m_grdi_grcer_gradcer_cps,m_grdi_grcer_gradcer_ca,m_grdi_grcer_gradcer_sal,m_grdi_grcer_gradcer_mod,m_grdi_grcer_gradcer_lab,m_grdi_grcer_gradcer_idns,m_grdi_grcer_gradcer_tot,m_bade_bade_mng,m_bade_bade_pro,m_bade_bade_ttw,m_bade_bade_cps,m_bade_bade_ca,m_bade_bade_sal,m_bade_bade_mod,m_bade_bade_lab,m_bade_bade_idns,m_bade_bade_tot,m_advdi_di_advdi_di_nfd_mng,m_advdi_di_advdi_di_nfd_pro,m_advdi_di_advdi_di_nfd_ttw,m_advdi_di_advdi_di_nfd_cps,m_advdi_di_advdi_di_nfd_ca,m_advdi_di_advdi_di_nfd_sal,m_advdi_di_advdi_di_nfd_mod,m_advdi_di_advdi_di_nfd_lab,m_advdi_di_advdi_di_nfd_idns,m_advdi_di_advdi_di_nfd_tot,m_advdi_di_advdi_asde_mng,m_advdi_di_advdi_asde_pro,m_advdi_di_advdi_asde_ttw,m_advdi_di_advdi_asde_cps,m_advdi_di_advdi_asde_ca,m_advdi_di_advdi_asde_sal,m_advdi_di_advdi_asde_mod,m_advdi_di_advdi_asde_lab,m_advdi_di_advdi_asde_idns,m_advdi_di_advdi_asde_tot,m_advdi_di_dip_mng,m_advdi_di_dip_pro,m_advdi_di_dip_ttw,m_advdi_di_dip_cps,m_advdi_di_dip_ca,m_advdi_di_dip_sal,m_advdi_di_dip_mod,m_advdi_di_dip_lab,m_advdi_di_dip_idns,m_advdi_di_dip_tot,m_cert_certiii_iv_mng,m_cert_certiii_iv_pro,m_cert_certiii_iv_ttw,m_cert_certiii_iv_cps,m_cert_certiii_iv_ca,m_cert_certiii_iv_sal,m_cert_certiii_iv_mod,m_cert_certiii_iv_lab,m_cert_certiii_iv_idns,m_cert_certiii_iv_tot,m_cert_certi_ii_mng,m_cert_certi_ii_pro,m_cert_certi_ii_ttw,m_cert_certi_ii_cps,m_cert_certi_ii_ca,m_cert_certi_ii_sal,m_cert_certi_ii_mod,m_cert_certi_ii_lab,m_cert_certi_ii_idns,m_cert_certi_ii_tot,m_cert_cert_nfd_mng,m_cert_cert_nfd_pro,m_cert_cert_nfd_ttw,m_cert_cert_nfd_cps,m_cert_cert_nfd_ca,m_cert_cert_nfd_sal,m_cert_cert_nfd_mod,m_cert_cert_nfd_lab,m_cert_cert_nfd_idns,m_cert_cert_nfd_tot,m_le_id_mng,m_le_id_pro,m_le_id_ttw,m_le_id_cps,m_le_id_ca,m_le_id_sal,m_le_id_mod,m_le_id_lab,m_le_id_idns,m_le_id_tot,m_le_ns_mng,m_le_ns_pro,m_le_ns_ttw,m_le_ns_cps,m_le_ns_ca,m_le_ns_sal,m_le_ns_mod,m_le_ns_lab,m_le_ns_idns,m_le_ns_tot,m_tot_mng,m_tot_pro,m_tot_ttw,m_tot_cps,m_tot_ca,m_tot_sal,m_tot_mod,m_tot_lab,m_tot_idns,m_tot_tot,f_pode_pode_nfd_mng,f_pode_pode_nfd_pro,f_pode_pode_nfd_ttw,f_pode_pode_nfd_cps,f_pode_pode_nfd_ca,f_pode_pode_nfd_sal,f_pode_pode_nfd_mod,f_pode_pode_nfd_lab,f_pode_pode_nfd_idns,f_pode_pode_nfd_tot,f_pode_doctde_mng,f_pode_doctde_pro,f_pode_doctde_ttw,f_pode_doctde_cps,f_pode_doctde_ca,f_pode_doctde_sal,f_pode_doctde_mod,f_pode_doctde_lab,f_pode_doctde_idns,f_pode_doctde_tot,f_pode_masde_mng,f_pode_masde_pro,f_pode_masde_ttw,f_pode_masde_cps,f_pode_masde_ca,f_pode_masde_sal,f_pode_masde_mod,f_pode_masde_lab,f_pode_masde_idns,f_pode_masde_tot,f_grdigrcer_grdigrcernfd_mng,f_grdigrcer_grdigrcernfd_pro,f_grdigrcer_grdigrcernfd_ttw,f_grdigrcer_grdigrcernfd_cps,f_grdigrcer_grdigrcernfd_ca,f_grdigrcer_grdigrcernfd_sal,f_grdigrcer_grdigrcernfd_mod,f_grdigrcer_grdigrcernfd_lab,f_grdigrcer_grdigrcernfd_idns,f_grdigrcer_grdigrcernfd_tot,sa3_name16
20303,4,8,3,0,0,0,0,0,0,23,19,164,0,3,0,0,0,3,0,192,172,327,17,13,28,4,3,3,9,580,8,13,0,3,3,0,0,0,0,22,53,197,23,17,17,5,5,9,5,338,19,29,0,5,0,0,0,0,0,59,642,1503,199,175,168,109,35,98,41,2968,0,0,4,0,0,0,0,0,0,11,165,213,140,85,33,50,30,38,14,766,214,200,201,126,53,78,39,45,17,975,669,181,2668,281,135,211,308,461,77,4998,7,8,20,13,12,16,13,16,3,109,44,26,35,31,8,29,16,32,8,226,15,24,25,7,10,8,12,7,0,102,48,40,61,27,17,21,33,32,33,310,2081,2932,3401,786,488,531,501,749,209,11678,7,30,0,0,6,0,0,0,0,50,13,127,4,3,3,0,0,0,0,163,124,463,3,36,53,9,0,6,4,702,9,45,0,7,5,0,0,0,0,71,Surf Coast - Bellarine Peninsula
20401,0,0,0,0,0,0,0,0,0,3,13,33,0,4,3,0,0,0,3,58,68,76,3,17,10,4,3,6,3,189,4,6,0,0,0,0,0,0,0,16,22,78,5,21,11,0,0,4,0,146,4,11,3,3,0,0,0,0,0,22,290,419,76,73,45,30,22,57,8,1003,0,0,0,0,0,0,0,4,0,11,177,74,48,44,25,25,20,35,8,462,184,78,87,113,32,23,23,46,7,597,694,118,1967,228,133,161,532,541,81,4459,19,4,21,20,3,9,16,33,0,129,49,17,29,24,12,16,31,39,5,225,16,3,18,5,7,4,15,13,0,73,75,15,83,22,3,22,51,68,46,386,1610,947,2347,574,288,296,715,838,159,7775,0,7,0,0,3,0,0,0,0,11,9,35,0,0,0,0,0,0,0,43,55,138,7,13,23,0,0,13,3,252,3,14,0,3,0,0,0,0,0,22,Upper Goulburn Valley
20402,0,0,0,0,0,0,0,0,0,0,8,36,0,0,0,0,0,0,0,48,47,93,5,6,12,4,0,0,3,165,0,8,0,0,0,0,0,0,0,5,34,74,3,12,9,3,3,6,0,140,3,20,3,3,3,0,0,0,0,37,233,512,42,52,40,27,13,34,7,965,3,0,0,3,0,0,0,0,0,10,117,69,65,56,10,16,7,27,8,376,139,89,86,93,43,40,23,31,3,544,616,87,1633,173,115,145,371,432,50,3621,17,0,19,4,8,13,15,29,0,103,36,7,23,16,9,11,35,34,3,184,17,12,9,3,0,3,5,11,3,66,44,11,53,11,11,18,62,61,32,288,1330,1012,1951,419,259,278,539,665,107,6560,5,4,0,0,3,0,0,0,0,12,3,30,0,0,0,0,0,0,0,28,46,191,5,16,16,3,0,0,4,270,0,7,0,0,0,0,0,0,0,10,Wangaratta - Benalla
20403,0,9,0,0,0,0,0,0,0,11,12,61,0,0,0,0,0,0,0,79,109,174,12,12,14,4,0,9,3,339,5,6,3,0,0,0,0,0,0,17,67,151,7,15,3,4,3,5,3,261,25,11,4,0,3,0,0,0,0,46,331,790,101,104,87,56,47,56,21,1599,0,0,0,0,4,0,0,0,0,8,183,138,93,81,44,17,24,36,11,626,245,169,169,188,68,60,49,56,17,1008,835,234,2718,298,191,241,701,663,105,5979,21,5,35,21,10,16,42,42,0,192,41,12,39,29,18,23,57,42,3,267,11,9,22,5,3,6,17,8,4,95,64,24,72,19,6,32,69,53,44,395,1957,1800,3272,778,458,462,1011,970,213,10924,3,17,0,3,0,0,0,0,0,18,15,58,0,0,6,0,0,0,0,73,95,304,0,23,22,4,0,12,0,467,5,20,0,0,3,0,0,0,0,37,Wodonga - Alpine
20501,0,5,0,0,0,0,0,0,0,10,9,54,3,0,0,0,0,0,0,59,52,124,9,8,7,4,3,5,4,205,0,7,0,0,0,0,0,0,0,14,33,95,0,16,7,0,3,0,0,162,4,14,4,3,3,0,0,0,0,31,226,556,65,54,62,24,9,41,8,1055,3,0,0,3,0,0,0,0,0,4,100,87,59,38,25,12,13,25,3,377,150,93,82,75,27,25,24,42,7,517,666,98,1993,135,120,136,491,519,57,4229,14,5,17,8,7,11,14,20,0,92,25,10,30,11,0,11,36,18,3,144,10,6,5,3,0,0,11,8,3,46,62,15,56,14,6,23,31,53,32,283,1354,1171,2330,367,273,256,633,735,120,7235,0,10,0,0,3,0,0,0,0,19,9,42,0,3,0,0,0,0,0,56,40,188,3,18,23,3,0,4,0,283,0,21,0,0,3,0,0,0,0,26,Baw Baw
20502,0,4,0,0,0,0,0,0,0,4,14,21,0,0,0,0,0,0,0,38,36,59,0,3,5,4,0,6,0,120,4,10,0,0,0,0,0,0,0,17,21,47,3,11,4,0,3,0,0,96,6,10,0,4,0,0,0,0,0,20,129,361,34,60,32,19,18,24,6,676,0,0,0,0,0,0,0,3,0,7,70,71,22,37,8,10,4,13,4,244,95,70,69,66,32,26,18,31,4,412,530,98,1386,143,92,158,331,406,54,3195,13,13,18,6,4,13,12,25,0,103,33,15,20,13,12,16,27,37,5,181,3,9,11,3,0,0,9,13,0,46,54,17,40,15,8,22,36,67,29,288,1007,798,1606,359,213,270,454,619,108,5433,0,5,0,0,0,0,0,0,0,8,6,16,0,3,0,0,0,0,0,27,24,105,0,9,11,0,0,8,0,166,0,8,0,0,0,0,0,0,0,16,Gippsland - East
20503,0,7,0,0,0,0,0,0,0,7,8,33,4,0,0,0,0,3,0,49,59,96,4,4,9,3,3,8,3,186,4,10,0,0,0,0,0,0,0,16,20,96,11,13,10,3,6,5,0,163,11,11,3,3,0,0,0,3,0,28,286,575,78,75,43,43,10,46,8,1166,0,4,0,0,0,0,0,0,0,11,123,90,62,44,24,26,23,35,13,430,138,89,107,86,32,31,20,47,3,556,900,97,2217,154,106,175,534,582,74,4837,20,6,22,10,4,16,14,22,3,123,44,20,26,29,14,25,35,29,5,228,14,6,12,11,4,6,8,4,3,71,78,17,69,22,12,26,58,83,39,406,1719,1148,2613,456,256,349,709,869,147,8261,6,11,0,0,0,0,0,0,0,17,8,33,0,4,0,0,0,0,3,49,53,201,3,12,15,8,0,3,3,294,4,14,0,3,0,0,0,0,0,15,Gippsland - South West
20504,0,4,0,0,0,0,0,0,0,5,5,57,0,0,3,0,0,0,0,71,61,127,10,15,13,3,4,3,0,246,3,9,3,0,0,0,0,0,0,17,27,88,6,16,7,3,3,6,3,154,11,26,4,3,0,0,0,0,0,40,241,705,111,68,80,32,22,34,14,1306,3,0,0,3,0,4,0,0,0,12,80,102,123,49,31,16,23,26,6,454,136,144,161,102,68,50,37,42,22,760,562,154,3140,236,210,181,793,699,111,6075,20,4,18,17,8,14,20,44,10,164,28,11,42,28,13,15,45,41,5,231,8,13,17,4,3,3,10,21,0,90,50,24,86,27,16,21,70,83,43,419,1223,1464,3733,577,456,348,1026,999,213,10035,3,12,0,0,0,0,0,0,0,12,4,53,0,0,0,0,0,0,0,60,32,197,3,26,18,10,0,0,0,285,5,12,0,0,0,0,0,0,0,23,Latrobe Valley
20505,0,5,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,19,53,70,3,7,5,3,0,3,0,147,3,8,0,0,0,0,0,0,0,13,24,62,7,5,3,0,0,0,0,107,7,5,0,0,0,0,0,0,0,24,197,417,56,43,29,4,15,27,9,804,0,3,0,0,0,0,0,0,0,8,105,77,57,28,8,12,17,14,0,318,108,85,94,64,21,17,24,33,10,457,555,97,1715,170,91,114,401,376,65,3594,12,4,14,9,7,12,12,25,0,90,26,8,23,11,4,10,18,32,0,133,13,7,10,4,3,4,5,11,3,69,52,18,46,15,4,14,44,44,26,268,1159,885,2027,366,178,201,547,564,112,6037,0,12,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,25,31,130,4,8,10,0,0,0,0,188,0,17,0,3,0,0,0,0,0,21,Wellington
20601,4,33,0,0,0,0,0,0,0,37,74,628,3,4,16,5,3,5,0,743,423,1272,97,86,163,77,32,72,29,2253,5,47,3,0,4,3,3,6,5,86,129,501,23,30,56,17,9,3,4,771,23,72,8,17,15,4,0,0,0,140,1211,3763,471,434,677,407,163,260,93,7475,4,0,4,3,3,3,0,0,0,18,167,264,206,100,73,77,44,59,10,1004,202,288,293,123,132,92,46,86,16,1276,399,229,1585,244,174,139,194,273,61,3297,10,17,26,28,12,11,11,17,3,128,36,41,46,32,29,33,18,31,0,258,19,65,25,7,7,6,13,12,4,171,34,55,50,21,25,26,19,28,49,311,2738,7264,2839,1138,1384,904,548,861,279,17957,8,34,3,3,6,0,0,3,0,59,68,615,12,4,17,7,0,0,5,733,427,1803,43,163,285,63,3,31,40,2860,17,81,8,9,14,4,0,0,0,127,Brunswick - Coburg
20602,3,17,0,0,0,0,0,0,0,22,54,354,0,3,10,0,0,0,0,425,307,755,33,46,87,47,12,36,14,1332,15,23,3,0,3,0,0,0,0,46,93,355,17,27,36,13,5,4,6,551,23,49,3,0,8,0,0,0,0,88,881,2371,247,247,367,207,86,116,61,4582,0,3,0,3,0,3,0,0,0,17,101,179,114,49,39,45,19,26,14,588,148,170,156,71,52,51,24,44,13,724,217,110,821,121,89,104,89,142,23,1710,4,9,16,11,5,3,4,10,7,74,26,21,18,21,13,24,5,12,4,151,15,26,17,5,7,0,0,13,3,85,20,32,31,12,8,14,10,19,34,176,1904,4472,1472,620,741,501,251,424,172,10572,3,44,0,4,0,4,0,0,0,62,53,391,3,9,13,4,0,0,0,470,367,1234,31,97,151,30,3,7,24,1950,20,59,0,4,11,0,0,0,3,92,Darebin - South
20603,6,22,0,0,0,4,0,0,0,37,49,293,0,0,4,0,0,0,3,360,402,796,51,48,132,52,21,44,20,1569,18,45,3,6,4,3,0,4,4,91,110,268,18,15,30,7,4,8,11,464,30,38,4,9,4,0,0,0,0,89,1090,2598,239,245,458,258,106,167,71,5234,0,0,0,3,0,8,3,0,0,18,161,241,122,87,64,49,18,41,9,799,230,186,170,111,100,66,45,66,9,991,410,156,1235,178,165,149,157,197,47,2689,14,13,11,17,8,22,10,16,3,112,35,27,25,29,22,37,17,20,3,219,20,40,13,21,10,7,4,7,7,125,29,34,37,10,17,5,22,21,27,209,2596,4762,1935,783,1022,665,413,599,211,12991,7,40,0,3,8,0,0,0,0,51,28,233,3,0,11,0,0,0,4,285,295,1035,21,68,207,51,3,30,16,1716,13,62,0,4,0,3,0,0,7,88,Essendon
20604,12,39,3,0,5,3,0,0,0,64,109,940,9,6,17,9,0,0,16,1103,854,2717,182,152,360,185,39,119,67,4681,28,92,3,3,8,7,5,0,3,149,151,441,15,23,71,14,7,15,5,756,29,94,0,0,12,3,0,0,4,146,2066,6974,702,746,1051,665,172,588,191,13161,3,4,3,7,0,0,0,8,0,37,269,315,195,137,92,92,26,70,25,1219,305,337,417,257,131,132,38,154,23,1792,334,211,890,247,195,169,101,183,43,2370,18,7,15,24,19,21,9,23,0,134,60,55,45,45,29,36,16,40,7,327,53,115,33,25,29,16,11,14,10,302,68,102,55,33,26,26,15,61,54,435,4372,12447,2573,1703,2042,1370,446,1278,438,26668,8,65,0,0,7,0,0,0,0,80,99,796,8,6,33,3,0,3,4,951,701,2760,108,233,640,256,5,83,66,4845,34,111,0,8,24,10,0,3,0,189,Melbourne City
20605,12,41,0,0,4,0,0,0,0,64,91,490,3,12,17,3,0,0,10,631,884,1731,95,89,221,112,25,35,54,3247,41,60,3,6,16,3,0,3,0,127,159,439,28,21,51,22,10,15,4,750,33,75,3,5,12,10,0,5,0,148,2228,5236,462,486,742,549,86,212,160,10162,8,3,7,8,0,0,0,0,0,28,334,394,194,110,98,89,30,45,20,1319,405,385,277,196,148,115,41,69,17,1655,535,300,1603,254,210,233,147,268,45,3595,32,19,14,20,10,17,13,19,5,150,76,74,43,38,24,58,14,28,5,363,50,116,25,20,9,14,7,10,13,268,70,101,56,30,20,37,15,21,59,408,4965,9461,2817,1303,1589,1263,393,729,391,22914,14,51,0,0,5,3,0,0,0,80,66,492,0,8,24,3,0,0,7,600,800,2024,41,126,346,116,5,34,37,3537,41,117,0,12,20,8,0,4,3,203,Port Phillip
20607,12,27,0,4,3,4,0,0,0,46,89,712,4,8,14,0,3,0,11,844,684,1797,59,80,194,70,11,31,52,2979,16,60,0,0,8,0,0,0,3,93,163,532,12,23,52,23,3,8,5,823,43,73,4,6,17,7,0,0,0,150,1939,5473,422,492,738,485,105,179,126,9959,3,0,5,7,0,0,0,0,0,13,209,304,129,103,63,75,18,42,15,945,231,294,198,132,104,101,43,65,12,1176,341,198,1142,227,149,146,93,173,38,2524,14,12,14,26,10,13,12,13,0,109,43,50,40,40,15,27,22,15,6,252,34,67,20,12,11,8,3,14,5,172,41,61,36,27,13,22,14,21,35,279,3853,9655,2093,1175,1389,984,331,568,314,20361,5,56,0,4,12,4,0,0,0,76,88,694,7,6,21,3,0,0,7,826,637,2235,45,134,316,79,5,15,52,3518,28,91,0,3,14,0,0,0,3,139,Yarra
20701,26,74,3,3,3,5,0,0,0,112,193,1343,11,5,27,11,7,5,12,1612,1607,2843,162,96,387,206,35,87,85,5510,75,134,3,6,16,12,4,0,4,263,354,766,35,36,95,34,6,13,19,1351,54,84,4,11,10,5,0,0,5,175,3802,8223,619,539,1043,808,149,320,224,15719,9,5,4,0,3,0,0,0,0,26,464,527,205,108,135,166,34,72,12,1732,421,384,252,180,151,186,47,94,17,1727,745,284,1475,230,197,290,114,217,74,3628,37,16,18,19,16,27,3,12,0,143,85,64,42,52,31,52,22,21,9,374,94,143,34,16,26,24,9,19,15,372,82,115,51,32,25,36,11,31,63,448,8049,15008,2909,1335,2168,1859,439,891,543,33202,16,97,0,4,17,3,0,0,0,144,126,927,3,5,43,3,0,0,12,1122,913,2888,69,159,529,164,9,32,60,4813,57,190,0,11,31,4,0,0,0,288,Boroondara
20702,15,18,0,0,3,0,0,0,0,40,52,385,6,0,11,4,3,0,6,462,533,1028,84,44,192,91,29,34,36,2076,22,42,7,0,5,3,0,3,0,78,100,222,20,12,21,21,6,8,5,417,25,24,3,3,3,3,0,0,0,70,1381,2701,406,241,499,423,132,180,100,6059,3,0,0,0,0,0,0,0,0,8,270,261,180,80,71,90,34,53,13,1057,248,215,217,93,94,94,52,66,15,1081,447,155,1393,158,128,215,166,278,39,2970,17,14,18,14,10,9,9,10,0,101,67,27,37,25,20,31,16,30,3,263,41,57,28,16,16,21,10,7,0,205,60,51,56,15,21,31,30,32,36,327,3274,5203,2439,712,1101,1039,485,702,257,15214,4,23,0,0,5,0,0,0,0,33,24,219,9,4,10,4,0,4,3,271,261,936,31,79,250,87,0,11,29,1691,13,68,0,0,19,3,0,3,0,102,Manningham - West
20606,13,38,0,0,4,0,0,0,0,56,60,407,3,0,4,0,0,0,3,485,527,1215,46,43,151,92,11,29,44,2155,13,54,0,0,7,4,0,0,0,82,90,302,9,14,25,16,0,3,4,461,21,34,0,3,5,7,0,7,0,68,1612,3788,266,289,544,491,47,153,118,7305,3,3,4,3,3,3,0,0,0,14,185,259,89,53,48,82,9,12,14,748,165,201,132,113,80,105,12,27,6,843,298,140,704,146,91,159,48,104,20,1707,14,5,6,10,8,13,3,5,0,64,35,28,20,23,11,26,9,17,3,174,43,73,16,7,7,8,0,7,0,165,45,69,23,22,15,30,3,18,30,249,3120,6621,1319,732,1005,1026,142,375,247,14576,7,28,0,0,4,0,0,0,0,49,30,309,4,0,8,0,0,0,9,364,387,1260,34,66,238,97,0,10,29,2119,16,54,0,0,5,6,0,0,0,89,Stonnington - West
20703,9,24,3,0,6,0,0,0,0,44,73,435,6,7,17,0,0,3,4,548,653,1334,134,69,236,147,37,88,44,2739,26,60,0,0,8,0,0,3,3,106,145,346,20,22,42,28,7,17,4,633,41,54,7,8,9,0,0,3,0,126,1468,3422,469,318,587,413,139,250,84,7145,6,0,3,3,0,0,0,0,0,14,235,276,177,89,84,81,59,69,21,1090,255,258,297,159,123,138,55,122,21,1425,416,180,1464,185,145,189,171,269,61,3080,16,9,26,11,16,16,13,15,0,121,54,52,42,25,16,35,18,28,3,278,26,52,32,10,10,11,7,14,9,174,38,44,49,31,19,29,14,37,37,310,3464,6551,2745,935,1321,1092,528,903,284,17816,6,36,0,3,0,0,0,3,0,44,48,321,3,4,12,3,0,0,3,398,350,1385,57,121,381,107,4,39,29,2474,24,65,0,8,24,6,0,0,0,125,Whitehorse - West
20801,20,33,3,0,0,0,0,0,0,58,104,394,4,5,11,3,0,0,7,534,977,1061,41,33,129,63,5,14,32,2362,56,62,0,3,7,3,0,0,4,137,203,320,13,19,41,15,6,8,4,629,28,24,4,20,3,4,0,0,0,91,2490,3749,275,255,469,436,52,94,111,7934,5,3,0,0,0,0,0,0,0,10,395,417,131,60,70,119,24,35,18,1266,403,292,141,108,90,124,29,38,19,1247,620,184,1346,162,143,198,111,212,45,3027,22,6,11,13,6,20,7,13,0,95,79,61,26,25,22,51,17,22,3,308,66,68,16,12,10,11,3,10,4,195,72,63,44,15,20,28,10,10,39,306,5539,6745,2060,738,1034,1079,264,452,295,18203,14,41,3,5,9,3,0,0,0,72,69,344,0,6,13,3,0,0,9,441,470,1258,19,60,165,56,0,8,13,2061,30,103,4,3,18,3,0,0,4,161,Bayside
20902,3,12,3,0,0,0,0,0,0,24,30,281,4,3,9,0,0,6,0,336,263,785,96,71,170,125,81,127,29,1749,16,28,5,3,9,3,0,6,0,65,54,260,20,24,34,11,13,11,3,429,20,34,0,4,10,0,0,0,0,71,745,2133,428,309,464,289,243,358,61,5027,7,0,7,5,3,3,0,3,0,28,165,214,219,91,90,87,74,80,24,1044,226,209,338,173,117,101,97,153,10,1418,375,154,1973,245,177,209,331,425,60,3946,16,9,14,10,21,17,12,39,3,153,29,33,46,33,30,31,35,35,4,278,26,49,36,12,13,12,18,17,8,192,43,30,87,20,17,39,60,68,52,433,2014,4247,3271,1005,1166,927,965,1345,249,15190,7,28,0,3,0,0,0,0,0,40,22,235,4,4,20,0,0,0,4,294,184,973,38,165,210,80,3,57,10,1718,14,59,0,10,12,6,0,0,3,105,Darebin - North
20903,8,17,0,0,0,0,0,0,0,27,46,206,0,0,0,0,0,0,5,263,281,410,13,14,42,23,3,5,13,811,14,28,3,3,0,0,0,3,0,56,117,232,22,26,23,6,0,8,5,434,30,26,3,9,3,0,0,0,0,74,876,1645,162,162,228,128,46,74,49,3370,3,0,3,0,0,0,0,0,0,10,275,243,144,74,62,61,26,28,10,925,272,235,180,126,88,49,38,45,13,1031,800,234,2772,182,200,212,317,386,48,5160,16,10,17,11,13,12,16,17,0,101,59,43,38,22,21,23,18,31,8,266,27,28,23,7,6,7,3,6,3,110,45,36,64,18,15,18,22,31,29,279,2871,3395,3440,665,702,539,494,633,186,12920,3,29,0,0,3,0,0,0,0,46,19,202,3,3,13,0,0,0,0,244,157,586,9,29,71,19,0,5,5,886,9,48,0,4,7,0,0,0,0,72,Nillumbik - Kinglake
20904,7,22,0,0,9,3,0,0,0,38,34,251,3,3,5,9,4,6,0,316,454,979,144,122,251,155,176,117,32,2423,7,53,0,9,20,10,4,3,3,105,78,228,23,31,36,15,19,11,3,455,24,49,4,10,4,4,3,3,3,108,1136,2793,602,458,710,452,519,410,101,7187,4,0,6,6,6,3,11,9,3,45,392,373,466,237,182,162,252,169,30,2268,519,370,674,344,282,223,350,251,42,3065,1269,396,7221,654,599,577,1580,1367,223,13886,43,26,50,50,36,36,83,78,10,400,94,61,138,88,68,80,162,120,14,821,50,62,88,30,20,27,75,49,16,423,102,90,255,70,67,79,229,206,108,1218,4224,5755,9679,2117,2306,1821,3453,2801,594,32758,3,36,0,7,7,0,0,0,0,48,15,137,5,4,10,3,0,4,3,181,176,955,60,230,290,124,16,101,25,1963,12,104,0,7,11,3,0,3,4,141,Whittlesea - Wallan
21001,6,19,0,0,0,0,0,0,0,27,22,104,0,0,3,0,3,0,3,130,158,350,16,9,55,27,11,17,20,655,17,19,0,0,3,0,0,0,0,43,50,120,12,19,17,9,6,4,0,227,12,15,0,3,6,3,0,0,0,46,692,1349,167,119,238,149,66,76,31,2897,0,0,0,3,0,0,0,0,0,13,132,159,101,68,68,38,34,31,20,653,214,164,152,67,86,59,52,47,10,860,454,139,1768,149,186,146,274,305,40,3469,17,8,18,11,7,14,13,12,3,93,31,20,25,25,20,28,20,26,5,209,16,28,22,9,11,3,12,17,0,106,34,36,51,14,23,20,38,28,40,278,1849,2525,2339,501,720,514,523,559,167,9700,5,26,0,0,5,0,0,0,0,40,14,86,3,0,8,0,0,0,3,107,85,393,6,27,74,13,0,0,5,607,7,38,0,0,6,0,0,0,3,58,Keilor
21002,0,3,0,0,0,0,0,0,0,8,9,41,4,0,0,0,0,0,0,55,88,139,5,4,11,3,0,3,3,261,7,10,0,0,0,0,0,0,0,13,36,76,7,9,14,3,3,0,3,147,5,15,0,6,0,0,0,0,0,32,270,522,50,68,49,43,20,24,9,1059,0,6,0,0,0,0,0,0,0,6,104,104,51,31,22,14,16,13,3,360,96,79,64,65,40,26,16,24,4,421,339,110,1391,86,108,87,229,222,34,2612,4,0,6,4,6,0,9,8,0,37,20,19,20,12,19,6,14,12,3,125,9,16,10,3,0,3,4,6,0,60,15,18,42,10,4,10,24,23,13,161,1021,1155,1651,301,277,203,336,332,70,5347,3,7,0,3,0,0,0,0,0,13,9,44,0,6,4,3,0,0,0,58,50,172,3,9,14,0,0,0,3,258,6,22,0,0,0,0,0,0,0,32,Macedon Ranges
20802,18,39,3,3,3,0,0,0,0,69,108,672,12,8,12,6,3,5,3,826,1030,2087,166,100,345,198,62,107,63,4156,46,87,6,5,22,10,0,3,0,181,214,576,31,45,74,27,14,6,17,992,53,62,8,15,12,7,3,0,0,150,2925,6052,657,478,902,755,204,331,182,12489,4,8,3,3,4,0,0,3,0,25,413,458,313,113,149,160,64,99,17,1788,445,386,394,194,172,159,67,115,31,1966,709,312,2341,292,243,295,261,395,78,4922,27,22,31,23,17,11,7,23,4,163,79,70,66,63,42,68,33,34,3,460,75,136,50,12,25,31,13,21,12,379,83,128,80,28,26,46,35,43,54,524,6225,11093,4152,1380,2053,1767,769,1186,473,29094,18,63,3,0,6,3,0,0,0,95,79,551,9,6,20,3,0,0,5,674,599,2275,55,201,524,161,9,48,59,3926,42,138,4,11,33,7,0,0,0,233,Glen Eira
