sa3_code16,m_pode_pode_nfd_mng,m_pode_pode_nfd_pro,m_pode_pode_nfd_ttw,m_pode_pode_nfd_cps,m_pode_pode_nfd_ca,m_pode_pode_nfd_sal,m_pode_pode_nfd_mod,m_pode_pode_nfd_lab,m_pode_pode_nfd_idns,m_pode_pode_nfd_tot,m_pode_doctde_mng,m_pode_doctde_pro,m_pode_doctde_ttw,m_pode_doctde_cps,m_pode_doctde_ca,m_pode_doctde_sal,m_pode_doctde_mod,m_pode_doctde_lab,m_pode_doctde_idns,m_pode_doctde_tot,m_pode_masde_mng,m_pode_masde_pro,m_pode_masde_ttw,m_pode_masde_cps,m_pode_masde_ca,m_pode_masde_sal,m_pode_masde_mod,m_pode_masde_lab,m_pode_masde_idns,m_pode_masde_tot,m_grdigrcer_grdigrcernfd_mng,m_grdigrcer_grdigrcernfd_pro,m_grdigrcer_grdigrcernfd_ttw,m_grdigrcer_grdigrcernfd_cps,m_grdigrcer_grdigrcernfd_ca,m_grdigrcer_grdigrcernfd_sal,m_grdigrcer_grdigrcernfd_mod,m_grdigrcer_grdigrcernfd_lab,m_grdigrcer_grdigrcernfd_idns,m_grdigrcer_grdigrcernfd_tot,m_grdi_grcer_grdi_mng,m_grdi_grcer_grdi_pro,m_grdi_grcer_grdi_ttw,m_grdi_grcer_grdi_cps,m_grdi_grcer_grdi_ca,m_grdi_grcer_grdi_sal,m_grdi_grcer_grdi_mod,m_grdi_grcer_grdi_lab,m_grdi_grcer_grdi_idns,m_grdi_grcer_grdi_tot,m_grdi_grcer_gradcer_mng,m_grdi_grcer_gradcer_pro,m_grdi_grcer_gradcer_ttw,m_grdi_grcer_gradcer_cps,m_grdi_grcer_gradcer_ca,m_grdi_grcer_gradcer_sal,m_grdi_grcer_gradcer_mod,m_grdi_grcer_gradcer_lab,m_grdi_grcer_gradcer_idns,m_grdi_grcer_gradcer_tot,m_bade_bade_mng,m_bade_bade_pro,m_bade_bade_ttw,m_bade_bade_cps,m_bade_bade_ca,m_bade_bade_sal,m_bade_bade_mod,m_bade_bade_lab,m_bade_bade_idns,m_bade_bade_tot,m_advdi_di_advdi_di_nfd_mng,m_advdi_di_advdi_di_nfd_pro,m_advdi_di_advdi_di_nfd_ttw,m_advdi_di_advdi_di_nfd_cps,m_advdi_di_advdi_di_nfd_ca,m_advdi_di_advdi_di_nfd_sal,m_advdi_di_advdi_di_nfd_mod,m_advdi_di_advdi_di_nfd_lab,m_advdi_di_advdi_di_nfd_idns,m_advdi_di_advdi_di_nfd_tot,m_advdi_di_advdi_asde_mng,m_advdi_di_advdi_asde_pro,m_advdi_di_advdi_asde_ttw,m_advdi_di_advdi_asde_cps,m_advdi_di_advdi_asde_ca,m_advdi_di_advdi_asde_sal,m_advdi_di_advdi_asde_mod,m_advdi_di_advdi_asde_lab,m_advdi_di_advdi_asde_idns,m_advdi_di_advdi_asde_tot,m_advdi_di_dip_mng,m_advdi_di_dip_pro,m_advdi_di_dip_ttw,m_advdi_di_dip_cps,m_advdi_di_dip_ca,m_advdi_di_dip_sal,m_advdi_di_dip_mod,m_advdi_di_dip_lab,m_advdi_di_dip_idns,m_advdi_di_dip_tot,m_cert_certiii_iv_mng,m_cert_certiii_iv_pro,m_cert_certiii_iv_ttw,m_cert_certiii_iv_cps,m_cert_certiii_iv_ca,m_cert_certiii_iv_sal,m_cert_certiii_iv_mod,m_cert_certiii_iv_lab,m_cert_certiii_iv_idns,m_cert_certiii_iv_tot,m_cert_certi_ii_mng,m_cert_certi_ii_pro,m_cert_certi_ii_ttw,m_cert_certi_ii_cps,m_cert_certi_ii_ca,m_cert_certi_ii_sal,m_cert_certi_ii_mod,m_cert_certi_ii_lab,m_cert_certi_ii_idns,m_cert_certi_ii_tot,m_cert_cert_nfd_mng,m_cert_cert_nfd_pro,m_cert_cert_nfd_ttw,m_cert_cert_nfd_cps,m_cert_cert_nfd_ca,m_cert_cert_nfd_sal,m_cert_cert_nfd_mod,m_cert_cert_nfd_lab,m_cert_cert_nfd_idns,m_cert_cert_nfd_tot,m_le_id_mng,m_le_id_pro,m_le_id_ttw,m_le_id_cps,m_le_id_ca,m_le_id_sal,m_le_id_mod,m_le_id_lab,m_le_id_idns,m_le_id_tot,m_le_ns_mng,m_le_ns_pro,m_le_ns_ttw,m_le_ns_cps,m_le_ns_ca,m_le_ns_sal,m_le_ns_mod,m_le_ns_lab,m_le_ns_idns,m_le_ns_tot,m_tot_mng,m_tot_pro,m_tot_ttw,m_tot_cps,m_tot_ca,m_tot_sal,m_tot_mod,m_tot_lab,m_tot_idns,m_tot_tot,f_pode_pode_nfd_mng,f_pode_pode_nfd_pro,f_pode_pode_nfd_ttw,f_pode_pode_nfd_cps,f_pode_pode_nfd_ca,f_pode_pode_nfd_sal,f_pode_pode_nfd_mod,f_pode_pode_nfd_lab,f_pode_pode_nfd_idns,f_pode_pode_nfd_tot,f_pode_doctde_mng,f_pode_doctde_pro,f_pode_doctde_ttw,f_pode_doctde_cps,f_pode_doctde_ca,f_pode_doctde_sal,f_pode_doctde_mod,f_pode_doctde_lab,f_pode_doctde_idns,f_pode_doctde_tot,f_pode_masde_mng,f_pode_masde_pro,f_pode_masde_ttw,f_pode_masde_cps,f_pode_masde_ca,f_pode_masde_sal,f_pode_masde_mod,f_pode_masde_lab,f_pode_masde_idns,f_pode_masde_tot,f_grdigrcer_grdigrcernfd_mng,f_grdigrcer_grdigrcernfd_pro,f_grdigrcer_grdigrcernfd_ttw,f_grdigrcer_grdigrcernfd_cps,f_grdigrcer_grdigrcernfd_ca,f_grdigrcer_grdigrcernfd_sal,f_grdigrcer_grdigrcernfd_mod,f_grdigrcer_grdigrcernfd_lab,f_grdigrcer_grdigrcernfd_idns,f_grdigrcer_grdigrcernfd_tot,sa3_name16
12302,3,10,0,0,0,0,0,0,0,20,20,133,8,10,9,3,4,0,4,196,294,771,125,94,220,108,124,72,15,1822,13,27,7,3,6,3,5,0,0,61,36,138,14,16,17,8,13,10,4,264,17,16,8,3,11,3,0,0,0,60,555,1873,419,336,436,230,373,271,58,4556,6,10,8,7,0,3,3,5,0,42,226,255,279,141,132,70,163,89,23,1392,278,306,390,237,207,146,227,152,32,1983,863,395,4650,439,607,464,1535,1005,179,10134,42,9,53,39,35,25,82,75,6,374,88,58,87,76,63,71,176,116,14,740,44,61,53,20,31,30,72,41,6,355,55,45,130,46,53,42,208,147,92,814,2554,4104,6225,1469,1843,1200,2987,1984,444,22803,0,15,0,0,0,0,0,0,0,21,5,80,5,5,4,0,0,3,3,102,118,824,42,146,234,104,11,41,5,1523,9,29,0,3,8,0,0,0,0,46,Campbelltown (NSW)
12303,0,3,0,0,0,0,0,0,0,4,6,36,3,0,0,0,0,0,3,43,60,98,7,5,11,7,3,0,6,201,0,7,0,0,0,0,0,0,0,7,18,41,5,7,4,3,0,0,0,71,8,3,0,0,0,0,0,0,0,19,187,403,49,78,46,24,20,16,17,832,6,0,4,0,0,0,0,0,0,4,91,84,57,47,23,17,14,16,6,351,110,81,97,75,37,20,28,28,0,485,582,150,2252,115,158,151,639,385,72,4503,13,5,7,10,4,10,16,17,0,85,26,18,30,10,10,11,50,35,3,200,10,17,15,0,0,4,9,9,0,68,30,13,58,4,8,18,44,43,13,233,1145,945,2589,356,304,270,828,553,126,7112,3,9,0,0,0,0,0,0,0,9,5,20,3,0,0,0,0,0,0,28,53,259,0,7,17,3,0,3,7,347,0,13,0,0,0,0,0,0,0,18,Wollondilly
12401,4,18,0,0,0,0,0,0,0,21,39,213,4,3,5,3,3,0,3,274,250,617,27,31,67,25,11,18,14,1060,6,15,0,0,0,0,0,0,0,25,75,218,19,28,17,4,4,3,8,365,25,32,10,7,9,0,0,0,3,92,571,1725,199,241,210,110,60,99,51,3256,3,0,3,0,0,0,0,0,0,9,195,273,127,138,66,54,23,33,0,913,245,252,203,188,106,85,51,70,13,1201,681,326,2364,316,260,209,449,497,81,5185,13,19,26,17,16,20,23,38,0,169,68,58,34,42,34,28,36,49,4,367,24,39,20,7,16,13,14,11,0,144,30,42,38,27,19,18,46,35,21,281,2220,3845,3092,1050,818,562,714,846,207,13361,9,26,0,0,3,0,0,0,0,32,18,236,0,3,14,0,0,0,0,278,206,984,15,67,97,13,0,7,25,1407,7,33,0,4,4,0,0,0,0,45,Blue Mountains
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue Mountains - South
12403,3,10,0,0,4,0,0,0,0,20,12,129,8,3,7,3,3,0,0,164,240,592,51,49,113,46,49,19,12,1166,8,21,0,3,4,0,4,0,0,40,48,113,8,13,14,10,0,3,0,218,24,39,5,9,8,3,0,0,0,95,646,1670,257,308,285,156,177,139,44,3680,3,4,0,0,3,0,0,3,0,17,266,292,186,192,120,70,102,51,20,1298,406,345,346,285,209,106,131,85,35,1938,1316,497,5655,513,645,500,1564,1034,204,11928,34,16,43,30,25,36,47,64,3,300,97,52,95,67,72,62,141,87,15,687,41,39,34,23,26,26,42,51,13,293,43,23,94,33,29,28,140,72,80,549,3187,3856,6785,1534,1554,1037,2394,1613,429,22393,4,19,0,0,3,0,0,0,0,27,9,104,0,0,7,0,0,0,0,119,164,886,18,65,171,38,10,18,18,1378,10,40,0,0,4,7,0,0,0,61,Penrith
12404,3,0,0,0,0,0,0,0,0,3,3,23,0,0,0,0,0,0,0,29,46,104,11,8,12,3,3,5,0,193,0,0,0,0,0,0,0,0,0,4,11,21,0,3,3,0,0,0,0,39,4,9,0,0,0,0,0,0,0,15,102,276,44,45,56,23,26,23,6,601,0,3,0,0,0,0,0,0,0,3,63,69,60,43,23,14,12,10,4,290,94,64,99,66,41,29,24,26,3,443,367,107,1760,131,111,135,449,277,71,3421,7,0,11,13,3,10,18,14,0,79,33,8,27,18,9,11,28,35,0,174,8,5,11,4,4,0,10,5,0,55,20,12,34,8,9,3,50,25,9,159,761,718,2066,346,265,233,618,409,108,5516,0,5,0,0,0,0,0,0,0,10,5,19,0,0,0,0,0,0,0,23,20,184,3,3,16,0,0,0,7,239,3,3,0,3,0,0,0,0,0,8,Richmond - Windsor
12405,0,0,0,0,0,0,0,0,0,4,3,14,0,0,0,0,0,0,0,25,36,150,16,23,51,15,20,13,0,327,3,4,0,0,0,0,0,0,0,14,9,15,3,5,5,3,0,4,0,46,5,6,0,0,3,0,3,0,0,25,145,449,113,86,133,56,109,70,19,1174,3,3,0,4,0,0,3,0,0,12,60,68,65,42,36,21,35,17,5,348,91,87,135,77,75,49,78,57,16,654,338,121,1872,149,269,156,647,438,72,4070,18,6,14,17,7,26,41,27,0,156,36,18,39,25,29,18,75,38,3,286,11,18,19,11,8,7,36,28,0,129,25,20,52,13,22,25,80,60,37,341,785,980,2335,445,639,365,1126,764,163,7606,0,4,0,0,3,0,0,0,0,12,0,15,0,0,0,0,0,0,0,23,20,205,5,22,41,13,3,3,4,323,0,10,0,0,3,0,0,0,0,13,St Marys
12501,3,9,0,4,0,0,0,0,0,17,24,114,4,3,3,0,0,3,0,150,357,860,149,106,203,172,88,130,40,2106,10,29,3,3,6,3,3,3,0,66,31,73,16,14,16,0,17,10,0,179,11,24,6,0,4,0,3,0,0,47,755,1934,548,298,498,393,329,452,99,5306,3,0,8,0,3,4,0,6,0,19,135,110,229,82,75,68,114,105,21,935,163,163,292,112,119,111,117,146,29,1254,231,79,1196,123,120,108,238,251,61,2404,12,6,28,18,13,10,19,26,3,148,29,19,56,32,21,35,60,49,8,318,40,46,81,18,16,28,46,36,13,329,35,34,105,24,29,29,46,92,77,464,1843,3515,2719,839,1134,942,1082,1311,364,13742,5,12,0,0,6,0,0,0,0,21,8,84,0,8,3,4,0,0,4,112,198,756,26,108,250,123,5,40,22,1532,7,34,0,4,9,0,0,0,0,57,Auburn
12502,3,22,0,0,0,0,0,0,0,22,39,193,6,0,3,0,3,0,0,248,390,935,124,35,137,74,42,42,29,1801,15,31,3,0,0,3,0,0,0,51,39,108,13,7,17,4,5,6,0,197,13,14,3,0,5,0,3,3,0,53,779,1985,375,172,324,256,169,173,78,4314,0,0,3,0,0,3,0,0,0,7,167,146,140,48,66,76,61,43,12,758,193,157,196,74,89,77,58,44,18,895,380,144,1297,125,163,137,182,205,51,2677,8,5,10,8,14,10,14,14,3,89,43,36,52,23,26,28,34,16,3,261,30,56,29,14,13,13,13,8,3,175,25,39,29,13,16,17,32,19,29,211,2116,3862,2284,514,867,699,613,573,229,11760,3,9,0,0,3,0,0,0,0,12,21,119,3,3,3,3,0,0,0,153,202,874,36,71,269,73,0,14,15,1557,15,23,0,3,5,3,0,0,0,53,Carlingford
12503,3,9,0,3,0,0,0,0,0,24,19,87,7,0,12,0,3,3,0,125,314,827,114,79,202,124,95,84,40,1878,11,35,5,3,11,3,3,0,0,66,22,75,12,17,26,10,6,10,3,181,8,18,3,0,6,0,0,0,4,40,739,2078,497,316,604,332,359,325,99,5349,0,4,5,7,4,3,0,9,0,33,217,165,258,128,124,111,136,107,24,1280,327,265,435,171,195,155,199,159,36,1948,570,214,3321,256,339,261,764,620,155,6501,21,15,44,35,24,20,44,51,4,256,53,35,111,57,57,51,114,105,18,605,46,64,92,17,31,29,48,29,8,366,75,55,175,39,45,30,144,128,105,800,2430,3952,5089,1121,1664,1140,1919,1642,508,19464,3,20,0,0,3,0,0,0,0,22,3,65,0,4,4,0,0,0,0,75,144,830,23,90,208,90,12,41,19,1462,5,25,0,3,7,0,0,0,0,49,Merrylands - Guildford
12504,13,37,6,0,10,0,0,0,0,66,39,321,6,9,9,3,3,0,3,387,944,3114,286,154,695,354,232,181,79,6046,35,114,3,3,17,11,11,7,4,204,71,268,27,16,60,8,24,12,4,487,21,56,7,5,7,3,0,3,0,107,1495,5293,858,408,916,550,584,516,155,10780,3,3,9,0,3,0,4,3,0,34,298,298,340,142,141,94,197,126,32,1660,370,348,394,183,241,148,216,178,40,2123,555,265,2208,260,345,236,498,466,91,4925,25,15,33,33,18,18,22,27,3,182,76,73,67,53,61,44,67,69,12,517,60,177,61,24,34,34,54,46,18,522,68,83,86,21,46,30,67,78,76,557,4061,10472,4401,1306,2602,1534,1982,1718,521,28605,8,44,0,7,10,0,0,0,0,68,21,238,12,5,15,4,0,0,0,285,410,2114,108,315,850,243,54,109,62,4269,18,64,0,6,20,4,0,4,3,118,Parramatta
12601,10,19,0,0,4,0,0,0,0,31,42,325,7,3,13,0,0,0,0,391,539,1169,69,29,161,63,17,23,30,2096,16,38,3,0,5,0,0,0,0,71,62,150,10,5,19,10,6,4,3,266,17,25,0,3,3,3,0,0,0,51,861,2185,251,142,319,173,87,110,49,4168,0,0,0,0,0,0,0,0,0,3,127,146,79,27,49,31,18,26,11,511,116,119,90,52,44,52,20,27,12,529,205,90,477,61,64,71,68,89,23,1140,8,4,6,3,3,4,3,9,0,52,40,23,14,13,14,22,13,8,3,154,35,48,19,11,9,10,3,11,0,143,20,44,11,6,7,3,6,8,17,128,2093,4378,1043,362,710,445,238,311,149,9734,3,21,0,0,6,0,0,0,0,31,30,198,3,5,8,3,0,0,3,253,230,1076,27,65,264,53,0,3,18,1747,13,48,0,0,14,0,0,0,0,69,Pennant Hills - Epping
12602,16,30,4,0,3,4,0,0,0,58,99,595,14,6,17,7,3,11,5,750,1018,2525,211,92,404,224,71,75,56,4686,35,66,7,4,12,8,0,0,3,136,104,257,17,20,30,18,11,11,7,471,34,51,6,8,8,3,0,0,0,117,2125,5198,734,371,860,588,233,300,157,10563,0,3,3,0,3,0,0,0,0,17,352,391,282,98,121,120,60,74,23,1529,388,394,356,157,147,143,77,114,23,1797,677,304,2116,243,266,254,298,322,73,4555,28,22,22,13,26,23,4,22,3,160,93,68,52,58,56,67,41,53,4,490,82,134,56,23,33,19,19,29,13,412,72,82,63,31,29,24,37,49,71,456,5115,10128,3946,1126,2016,1513,862,1055,440,26201,15,48,0,0,9,3,0,0,0,69,46,394,5,11,17,4,0,4,0,488,649,2492,63,181,715,195,3,41,48,4397,18,91,0,7,22,3,0,3,0,148,Ryde - Hunters Hill
12701,3,5,0,0,0,0,0,0,0,9,9,48,3,3,0,0,0,0,0,63,130,329,29,23,46,25,27,3,6,632,3,14,0,0,0,0,3,0,0,22,18,56,6,11,16,6,5,3,0,122,6,19,0,3,0,0,0,0,0,30,515,1199,273,156,298,135,156,120,49,2905,3,6,0,0,0,0,0,3,4,14,195,135,186,83,98,63,90,68,18,941,189,210,267,127,143,108,142,74,32,1284,730,184,3188,204,347,299,834,587,137,6503,39,13,27,19,25,22,39,33,7,217,58,34,81,38,44,39,85,71,7,462,23,35,41,11,17,14,40,18,4,206,54,35,98,22,27,28,104,90,71,537,1985,2332,4219,701,1060,738,1530,1065,345,13957,0,21,0,0,0,0,0,0,0,25,0,28,0,3,3,0,0,0,0,33,78,587,5,33,61,29,0,5,9,808,5,27,0,0,3,0,0,0,0,34,Bringelly - Green Valley
12702,3,3,0,0,3,0,0,0,0,11,12,54,3,3,0,0,0,0,0,79,135,446,47,27,54,32,34,31,12,803,9,15,0,0,0,0,0,0,0,17,19,68,7,7,8,7,9,3,3,129,3,22,3,0,3,0,0,0,0,33,593,2160,509,263,589,238,290,267,86,5005,3,3,3,7,0,3,8,3,0,31,197,194,327,102,121,84,150,117,18,1300,236,257,486,204,208,140,214,168,56,1963,679,242,3817,276,393,297,990,825,168,7687,28,26,52,24,40,29,67,63,9,334,76,39,118,56,66,71,155,113,16,705,40,61,71,25,28,23,71,65,5,396,44,46,167,48,38,45,168,149,102,828,2085,3635,5607,1044,1553,973,2153,1804,479,19335,5,19,0,0,3,0,0,0,0,24,0,27,0,0,0,0,0,0,0,41,88,634,14,47,118,35,4,16,19,972,6,5,0,0,0,0,0,0,0,13,Fairfield
12703,6,9,0,0,0,0,0,0,0,19,17,109,3,0,4,3,4,0,0,140,247,670,83,65,127,46,67,30,19,1346,8,31,0,0,4,0,6,0,3,62,25,87,8,14,14,3,3,4,3,167,16,13,3,0,7,0,3,0,0,52,629,1716,342,243,449,230,271,176,77,4133,3,4,4,0,0,5,3,3,7,23,223,184,285,99,118,70,151,94,25,1250,325,252,330,199,171,104,169,100,28,1679,652,244,3043,378,361,240,782,598,125,6429,21,9,35,31,21,14,44,33,9,215,65,29,79,56,55,36,100,83,19,524,42,54,55,17,26,16,50,25,10,305,49,41,101,25,32,35,80,80,69,517,2347,3462,4369,1122,1402,807,1736,1233,386,16861,3,23,0,0,0,0,0,0,0,26,12,61,0,0,5,0,0,0,0,81,128,770,24,79,167,52,5,19,13,1272,4,46,0,3,5,0,0,0,0,62,Liverpool
12801,10,9,0,0,0,0,0,0,0,26,24,177,3,3,10,0,0,0,0,221,469,720,47,45,110,44,20,17,23,1494,10,30,0,0,3,3,0,0,0,47,81,198,14,15,28,7,8,0,3,351,29,26,5,5,13,3,3,0,3,95,1367,2499,235,298,379,259,91,102,78,5299,5,0,3,0,3,6,0,0,0,20,409,383,216,192,117,132,41,51,18,1552,479,371,320,223,150,162,66,82,25,1872,1416,434,4137,427,421,387,552,581,148,8509,38,27,20,29,18,14,20,27,3,192,114,92,85,55,73,70,62,59,13,615,55,75,33,17,17,11,16,12,0,240,78,72,58,28,27,46,34,40,55,438,4582,5113,5185,1340,1372,1136,906,972,373,20976,10,30,0,0,4,0,0,0,0,45,16,126,0,6,8,0,0,0,0,155,272,976,19,61,145,43,0,10,19,1558,8,40,0,6,3,0,0,0,0,55,Cronulla - Miranda - Caringbah
12802,9,14,0,0,3,0,0,0,0,28,37,208,0,0,4,0,0,0,6,259,482,763,43,34,93,41,13,11,19,1503,18,30,0,5,4,0,0,0,3,59,76,178,9,22,29,13,3,0,0,339,40,34,4,3,13,3,4,0,0,104,1181,2564,287,333,401,222,86,103,57,5229,4,4,3,3,0,6,0,0,0,25,383,398,208,179,123,100,46,41,16,1501,451,393,311,231,201,137,58,59,29,1878,1306,485,4369,359,513,431,646,662,124,8895,31,31,29,19,22,27,21,21,0,194,98,74,78,50,74,55,69,59,6,561,34,64,34,8,30,11,15,19,8,217,58,56,42,25,19,36,35,37,60,379,4205,5291,5438,1271,1533,1073,1004,1023,332,21172,3,33,0,0,4,0,0,0,0,38,29,163,3,0,10,4,0,0,5,219,243,1036,15,51,140,29,3,8,14,1536,5,43,0,7,6,0,0,0,0,63,Sutherland - Menai - Heathcote
20101,10,24,0,0,0,0,0,0,0,30,23,193,3,3,0,0,0,3,0,224,204,435,38,21,38,23,17,15,8,795,11,31,0,3,0,0,0,3,0,46,90,274,13,38,23,10,7,13,0,482,21,46,3,12,4,3,0,0,3,90,619,1858,187,234,179,103,63,116,56,3412,0,3,3,0,0,0,0,0,0,10,178,229,133,107,64,55,50,46,10,875,228,221,232,167,102,88,51,78,17,1197,813,236,3578,381,257,361,641,713,102,7070,17,5,30,34,12,32,26,58,3,224,41,28,48,39,22,31,46,45,6,306,21,24,20,8,7,7,12,3,7,113,50,34,96,25,20,50,75,69,40,466,2328,3640,4387,1074,725,768,993,1162,253,15335,5,33,0,0,0,3,0,0,0,40,15,154,3,3,3,0,0,0,0,177,139,622,13,38,65,12,3,8,11,908,5,56,0,4,3,3,0,0,0,75,Ballarat
20102,0,0,0,0,0,0,0,0,0,3,10,44,3,0,0,0,0,0,3,63,50,86,6,8,14,3,3,7,3,175,3,3,0,0,0,0,0,0,0,6,25,60,3,10,8,4,0,4,3,118,6,8,0,0,0,0,0,0,0,12,158,339,56,48,51,27,25,32,11,739,0,0,3,0,0,0,0,0,0,3,75,75,45,21,15,8,12,14,3,276,77,57,57,48,27,8,10,22,11,324,391,60,974,80,65,60,249,260,47,2179,9,4,15,9,3,4,7,6,0,54,21,10,16,28,3,10,18,25,0,129,3,4,8,3,0,0,4,0,0,30,35,8,48,9,4,9,23,31,10,192,869,750,1229,267,193,133,354,415,95,4311,0,6,0,0,0,0,0,0,0,10,16,43,0,0,7,0,0,0,0,63,44,168,4,12,26,3,0,0,3,270,3,9,0,0,0,0,0,0,0,21,Creswick - Daylesford - Ballan
20103,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,9,19,35,3,0,3,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,7,35,0,0,3,0,3,0,0,49,3,9,0,0,0,0,0,0,3,13,72,150,24,24,13,0,3,14,8,303,0,0,0,0,0,0,0,0,0,0,30,36,15,20,8,5,10,7,5,137,50,26,35,37,12,9,5,18,3,194,339,48,759,76,43,60,212,223,30,1790,16,3,6,3,0,6,16,17,0,63,14,4,16,15,3,3,13,14,0,84,10,0,5,0,0,8,5,0,0,31,46,8,26,10,3,11,25,35,12,185,613,359,887,187,99,96,287,329,62,2913,4,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,9,10,55,0,8,6,0,0,0,0,89,0,8,0,0,0,0,0,0,0,10,Maryborough - Pyrenees
20201,0,17,0,0,0,0,0,0,0,14,12,116,0,6,4,0,0,0,6,143,133,317,7,15,25,4,3,11,7,525,0,18,0,4,3,0,0,0,0,28,68,238,11,36,20,8,5,4,3,389,16,32,0,7,9,0,0,3,0,72,435,1615,130,149,168,102,48,106,20,2767,0,0,3,3,6,0,0,0,0,16,127,190,114,91,48,26,28,36,11,667,199,210,209,171,82,69,42,71,17,1079,797,248,3328,443,286,333,648,767,70,6920,21,12,36,14,12,16,33,67,3,222,36,24,45,36,19,40,50,64,3,312,19,31,21,10,7,8,11,16,7,129,51,32,78,40,17,46,67,79,34,439,1914,3097,3990,1021,700,653,926,1226,177,13715,3,31,0,0,0,0,0,0,0,34,9,95,0,0,5,0,0,0,0,109,81,493,9,38,45,14,0,5,3,695,4,43,0,0,4,0,0,0,0,57,Bendigo
20202,0,9,0,0,3,0,0,0,0,8,16,111,10,0,0,0,0,3,0,136,89,199,12,9,14,3,0,7,4,349,3,11,0,0,0,3,0,0,0,19,62,155,15,30,11,4,3,8,3,286,13,10,4,5,3,0,5,4,0,43,351,765,106,103,80,43,18,63,12,1528,0,0,0,0,0,0,0,0,0,7,92,144,69,47,32,29,13,22,7,459,118,101,83,81,36,23,25,42,10,507,479,105,1520,176,87,119,343,357,56,3236,17,8,7,7,5,4,14,21,0,75,33,17,23,23,9,4,24,29,3,167,14,16,10,6,0,4,8,10,3,66,51,24,41,23,10,17,35,57,19,280,1333,1662,1907,513,290,243,486,612,114,7166,0,17,0,0,0,0,0,0,0,22,22,104,0,5,6,0,0,0,0,137,96,325,8,18,40,7,0,6,3,503,7,27,0,0,5,0,0,0,0,35,Heathcote - Castlemaine - Kyneton
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,3,4,14,0,4,4,0,0,0,0,29,0,3,0,0,0,0,0,0,0,3,57,62,15,5,4,5,11,6,0,170,0,0,0,0,0,0,0,0,0,3,50,12,3,9,0,4,3,9,0,88,39,10,10,11,5,6,3,7,0,90,289,24,294,26,18,19,109,126,15,917,4,0,5,4,3,0,3,8,0,25,22,0,4,0,0,0,3,3,0,40,3,3,4,0,0,0,0,0,0,16,20,5,9,4,3,6,9,16,6,74,501,136,343,59,39,48,145,177,28,1476,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,13,9,27,0,0,5,0,0,0,0,47,0,0,0,0,0,0,0,0,0,5,Loddon - Elmore
20301,0,3,0,0,0,0,0,0,0,7,7,28,0,0,0,0,0,0,0,36,27,48,0,4,3,0,0,0,0,88,3,4,0,0,0,0,0,0,0,6,15,41,6,4,0,3,0,0,0,69,4,8,0,7,0,0,0,0,0,19,149,229,30,17,24,22,12,8,3,506,0,0,3,0,0,0,0,0,0,3,60,55,38,10,10,11,16,16,6,229,67,43,53,35,13,8,9,21,4,252,305,43,902,75,48,58,208,206,31,1875,3,0,4,0,0,5,11,6,0,44,17,3,12,4,4,3,17,11,3,86,6,0,3,0,0,0,3,7,0,24,32,12,29,6,0,5,14,18,18,134,706,504,1085,157,114,123,297,305,70,3367,0,7,0,0,0,0,0,0,0,10,3,20,0,0,4,0,0,0,0,29,20,81,3,4,10,0,0,0,0,117,3,7,0,0,4,0,0,0,0,14,Barwon - West
20302,0,22,0,3,5,0,0,3,0,28,39,462,5,7,8,0,0,3,0,530,337,691,71,56,60,56,49,51,17,1382,20,44,0,6,8,0,0,0,0,78,133,377,22,54,38,10,12,12,3,660,29,77,11,14,14,0,0,3,3,147,1176,3268,396,391,456,323,187,291,79,6574,4,7,10,5,4,3,3,0,0,33,334,426,358,201,112,109,93,119,17,1770,430,447,513,335,196,145,150,185,35,2421,1301,459,6236,818,456,542,1278,1455,204,12752,35,25,68,37,18,53,56,111,6,406,91,64,92,80,39,60,115,98,6,646,29,57,38,22,9,16,26,28,3,237,68,82,179,73,31,62,146,176,94,917,4030,6502,7994,2090,1462,1378,2112,2538,477,28575,12,72,0,4,6,0,0,0,0,86,28,273,6,6,17,4,0,0,3,328,199,928,33,114,112,37,3,16,14,1452,18,79,3,3,15,3,0,0,3,121,Geelong
