gml_id,sa3_name16,sa3_code16,neg_nil_inc_fam_households,neg_nil_inc_non_fam_househlds,negative_nil_income_tot,hi_1_149_family_households,hi_1_149_non_family_hseholds,hi_1_149_tot,hi_150_299_family_households,hi_150_299_non_fam_househlds,hi_150_299_tot,hi_300_399_family_households,hi_300_399_non_fam_househlds,hi_300_399_tot,hi_400_499_family_households,hi_400_499_non_fam_househlds,hi_400_499_tot,hi_500_649_family_households,hi_500_649_non_fam_househlds,hi_500_649_tot,hi_650_799_family_households,hi_650_799_non_fam_househlds,hi_650_799_tot,hi_800_999_fam_households,hi_800_999_non_fam_hsehlds,hi_800_999_tot,hi_1000_1249_fam_households,hi_1000_1249_non_fam_hsehlds,hi_1000_1249_tot,hi_1250_1499_fam_households,hi_1250_1499_non_fam_hsehlds,hi_1250_1499_tot,hi_1500_1749_fam_households,hi_1500_1749_non_fam_hsehlds,hi_1500_1749_tot,hi_1750_1999_fam_households,hi_1750_1999_non_fam_hsehlds,hi_1750_1999_tot,hi_2000_2499_fam_households,hi_2000_2499_non_fam_hsehlds,hi_2000_2499_tot,hi_2500_2999_fam_households,hi_2500_2999_non_fam_hsehlds,hi_2500_2999_tot,hi_3000_3499_fam_households,hi_3000_3499_non_fam_hsehlds,hi_3000_3499_tot,hi_3500_3999_fam_households,hi_3500_3999_non_fam_hsehlds,hi_3500_3999_tot,hi_4000_more_fam_households,hi_4000_more_non_fam_hsehlds,hi_4000_more_tot,part_inc_stated_fam_household,part_inc_std_non_fam_hhds,partial_income_stated_tot,all_incomes_ns_famly_househld,all_inc_ns_non_famly_househld,all_incomes_not_stated_tot,tot_family_households,tot_non_family_households,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6da0,Manjimup,"50103","64","84","147","45","59","101","66","192","254","77","270","343","250","518","767","200","249","446","631","243","869","421","243","666","546","213","758","511","135","648","371","116","487","357","80","434","625","116","741","418","23","442","218","15","231","143","49","190","239","24","259","775","39","815","89","199","286","6036","2859","8896"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d9f,Mandurah,"50201","285","324","613","171","141","309","245","592","836","267","920","1181","926","2197","3129","883","1062","1946","2710","741","3454","1726","762","2487","2150","798","2942","1874","472","2345","1355","412","1773","1371","342","1714","2715","497","3211","1827","66","1892","1102","31","1134","913","212","1121","1722","34","1756","3500","225","3728","404","691","1095","26146","10517","36660"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d9e,Burnside,"40103","144","162","311","63","67","125","80","219","307","60","325","382","201","679","881","192","498","693","458","432","892","500","474","975","736","518","1250","666","347","1010","576","364","940","593","238","832","1193","328","1520","961","34","1001","759","20","781","670","239","910","2414","27","2438","1292","104","1394","92","225","315","11644","5300","16943"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d9d,Cottesloe - Claremont,"50301","191","288","483","64","129","191","83","286","367","63","397","463","150","739","884","202","579","779","407","491","901","432","499","929","625","529","1160","716","414","1124","531","401","938","616","320","938","1268","586","1857","1067","58","1126","867","38","907","1385","596","1982","5760","117","5877","2165","236","2399","170","345","510","16766","7050","23811"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d9c,Perth City,"50302","260","660","920","109","240","352","134","842","976","97","1034","1128","368","1583","1947","357","1003","1364","802","886","1688","809","1149","1957","1155","1507","2663","1152","1245","2398","1053","1226","2275","1145","1046","2185","2769","2066","4836","2070","330","2394","1642","200","1840","1837","1352","3190","5276","356","5633","2512","779","3291","169","802","969","23715","18307","42020"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d9b,Bayswater - Bassendean,"50401","218","322","539","96","135","233","163","495","659","141","788","929","520","1435","1955","475","781","1249","1339","685","2031","1088","855","1940","1469","901","2368","1457","697","2150","1227","643","1865","1234","489","1719","2650","767","3414","2030","128","2157","1433","87","1525","1061","232","1296","2006","109","2111","2099","390","2484","230","460","688","20915","10403","31323"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d9a,Mundaring,"50402","89","105","188","48","64","107","78","183","260","64","273","340","247","593","839","236","294","538","690","249","931","563","261","821","785","295","1083","708","213","923","609","191","801","687","115","804","1414","201","1609","1034","13","1051","629","15","643","530","71","595","1062","11","1068","1454","67","1517","150","180","337","11058","3401","14462"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d99,Swan,"50403","287","284","568","143","138","278","221","470","699","237","619","855","724","1257","1978","833","647","1481","1753","637","2390","1630","846","2475","2318","1002","3320","2470","816","3282","2287","595","2885","2384","457","2837","4919","649","5569","3200","112","3314","1970","67","2038","1429","208","1641","2188","59","2247","3920","225","4146","396","430","828","33313","9523","42842"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d98,Joondalup,"50501","313","341","653","164","151","321","229","484","708","179","651","832","663","1627","2287","709","955","1660","1968","762","2727","1837","888","2729","2593","1014","3609","2445","757","3209","2218","660","2879","2355","559","2912","5530","802","6328","4494","118","4615","3173","74","3250","2742","289","3036","6083","68","6146","5202","275","5480","479","439","913","43378","10907","54283"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d97,Stirling,"50502","477","661","1138","252","317","572","350","1129","1478","311","1871","2187","1134","3481","4611","1184","1930","3114","2854","1646","4498","2472","1930","4397","3382","2294","5678","3244","1799","5045","2658","1556","4218","2744","1258","4003","5867","1970","7839","4307","323","4630","3229","222","3451","2687","803","3484","6623","275","6904","5194","859","6050","589","1103","1692","49548","25426","74977"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d96,Wanneroo,"50503","411","347","753","199","159","360","396","568","968","339","771","1109","1030","1757","2781","1245","934","2177","2656","829","3491","2400","1001","3395","3208","1293","4501","3500","1003","4497","3233","816","4046","3334","588","3924","7268","852","8125","4952","125","5075","3119","94","3214","2111","233","2351","3486","68","3551","5927","355","6279","591","552","1144","49402","12336","61738"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d95,Armadale,"50601","178","190","372","109","76","179","163","368","530","156","446","598","470","983","1446","608","540","1142","1290","461","1750","1128","613","1743","1661","713","2372","1684","510","2193","1486","366","1847","1394","276","1667","2926","354","3273","1919","60","1982","1143","35","1175","818","103","928","1336","30","1359","2303","178","2479","299","301","599","21051","6598","27644"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d94,Belmont - Victoria Park,"50602","192","345","538","81","163","251","158","491","647","132","729","861","425","1231","1654","383","601","986","953","605","1561","859","761","1627","1176","969","2146","1130","708","1837","974","652","1624","1066","532","1596","2171","876","3051","1559","186","1745","1129","123","1254","882","389","1271","1590","152","1747","1764","519","2290","171","442","608","16803","10486","27284"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d93,Canning,"50603","354","395","748","126","168","291","193","486","680","176","648","823","504","1412","1919","563","748","1311","1293","599","1884","1209","703","1917","1740","726","2463","1597","608","2205","1453","502","1951","1387","396","1783","2918","582","3494","2070","155","2219","1447","79","1526","1121","169","1289","2216","72","2283","2364","388","2753","219","433","654","22941","9261","32201"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d92,Gosnells,"50604","379","325","704","118","137","261","262","481","741","202","647","854","753","1485","2238","768","690","1459","1974","642","2618","1686","825","2509","2374","895","3274","2425","681","3107","2032","547","2581","1994","387","2378","4219","506","4725","2701","95","2796","1634","74","1702","1121","144","1268","1736","84","1819","3150","279","3433","375","429","806","29898","9357","39253"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d91,Kalamunda,"50605","130","136","262","63","71","130","84","212","299","85","289","377","287","742","1037","292","425","721","908","309","1214","783","366","1147","1103","459","1565","1053","338","1389","936","301","1238","992","208","1197","2059","298","2356","1537","47","1585","985","30","1017","775","86","860","1409","31","1441","1854","132","1987","183","238","427","15528","4729","20258"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d90,Serpentine - Jarrahdale,"50606","69","42","119","25","20","41","47","32","80","48","66","114","110","126","231","110","89","201","307","83","388","296","115","413","446","155","602","491","147","638","499","101","605","557","69","620","1108","108","1215","716","21","739","427","15","443","320","33","358","572","6","581","897","31","932","102","68","163","7142","1334","8483"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d8f,South Perth,"50607","143","252","391","55","84","138","95","283","380","65","321","390","149","679","831","188","470","655","393","377","776","446","430","878","566","569","1141","550","440","994","441","392","833","501","335","832","1093","583","1675","858","72","935","705","54","759","706","342","1044","2223","74","2296","1097","222","1323","93","241","332","10377","6228","16602"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d8e,Cockburn,"50701","224","250","479","121","93","215","198","464","663","149","666","814","563","1262","1828","571","645","1210","1464","518","1981","1185","715","1901","1677","819","2504","1632","658","2288","1524","578","2101","1677","440","2120","3671","679","4350","2905","106","3007","1925","67","1990","1502","227","1732","2536","82","2618","3190","274","3469","315","475","793","27039","9026","36063"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d8d,Fremantle,"50702","76","162","243","31","76","110","68","395","460","67","448","518","206","737","947","175","382","556","441","302","746","352","381","735","483","386","864","510","318","833","417","293","714","458","266","717","947","409","1356","795","77","874","635","53","687","570","251","819","1667","70","1735","1142","212","1354","78","268","345","9131","5480","14610"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d8c,Kwinana,"50703","83","94","172","38","31","65","73","192","266","97","238","332","274","452","724","310","199","507","614","194","811","568","296","859","752","363","1117","751","282","1027","710","213","922","700","139","838","1421","154","1575","929","35","959","498","17","518","288","61","344","452","10","465","1111","91","1202","111","146","258","9774","3196","12971"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d8b,Melville,"50704","292","313","598","140","161","304","192","477","672","136","701","839","488","1496","1985","486","862","1346","1210","718","1934","1124","724","1848","1664","779","2446","1461","601","2060","1225","559","1784","1325","441","1768","2934","733","3666","2413","105","2519","1799","71","1867","1818","384","2199","5004","84","5086","3083","264","3351","269","473","741","27065","9946","37016"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d8a,Rockingham,"50705","317","305","626","142","105","240","259","501","759","221","787","1006","788","1624","2409","881","895","1770","2102","666","2767","1664","771","2440","2185","923","3103","2145","687","2834","2014","580","2596","2049","449","2497","4367","694","5066","2905","91","2992","1838","47","1880","1382","202","1588","2326","61","2383","4684","264","4941","398","537","940","32652","10192","42844"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d89,Albany,"50901","109","161","269","80","105","187","133","365","495","124","639","757","472","1378","1850","499","669","1170","1408","592","1999","1042","568","1608","1455","590","2044","1321","345","1670","970","255","1228","1056","237","1289","1643","275","1924","1102","55","1156","653","16","671","352","97","448","759","37","798","1659","123","1787","255","448","708","15092","6955","22053"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d88,Wheat Belt - North,"50902","161","208","366","121","133","257","121","380","498","93","580","682","518","1255","1774","449","507","953","1300","498","1801","888","571","1459","1109","618","1722","1066","401","1470","798","299","1095","891","251","1145","1616","350","1967","1020","56","1080","587","24","614","423","134","561","831","49","879","1949","105","2049","280","485","763","14230","6906","21137"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d87,Wheat Belt - South,"50903","54","61","112","31","46","76","36","148","182","53","227","284","183","412","594","124","209","330","419","221","640","352","228","577","431","215","640","372","152","528","311","109","424","329","103","432","615","142","760","362","19","378","217","8","222","156","60","217","307","12","324","625","34","663","124","155","279","5104","2554","7659"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d86,Kimberley,"51001","42","167","209","30","94","126","109","265","377","88","301","391","272","386","651","219","310","527","340","553","894","406","584","987","406","740","1147","379","618","992","318","434","750","382","425","805","860","613","1473","659","239","902","493","162","654","297","211","506","552","303","858","991","177","1168","185","903","1087","7036","7474","14510"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d85,East Pilbara,"51002","20","43","62","13","25","36","18","103","119","22","76","102","64","86","148","38","52","91","91","112","198","80","124","200","110","193","296","120","169","294","154","171","325","185","196","377","551","416","964","410","46","459","398","26","425","450","289","745","1008","107","1109","490","47","530","91","293","387","4304","2567","6868"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d84,West Pilbara,"51003","32","62","91","16","30","44","29","58","86","25","79","104","60","141","197","53","73","129","86","180","272","101","173","279","125","274","397","143","235","375","183","229","407","231","255","486","873","653","1525","645","58","698","529","44","577","664","354","1016","1522","126","1649","686","88","776","103","377","484","6110","3483","9599"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d83,Esperance,"51101","28","44","68","21","25","50","24","85","113","29","146","183","115","329","435","118","140","264","264","149","415","201","161","358","270","179","446","311","120","433","234","95","326","248","58","301","464","98","553","350","21","375","185","7","193","120","39","162","260","19","276","511","25","534","75","180","255","3826","1910","5735"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d82,Gascoyne,"51102","23","100","126","14","65","83","12","112","131","13","163","179","69","312","381","51","195","244","154","453","602","93","347","444","158","411","568","148","295","439","124","143","264","149","170","315","246","290","534","167","92","265","109","56","167","72","92","166","146","139","283","279","82","362","83","457","543","2110","3968","6080"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d81,Goldfields,"51103","57","100","153","34","57","92","64","192","261","72","224","297","148","400","552","161","196","357","347","231","572","286","255","540","374","382","755","405","352","759","422","332","755","496","342","836","1256","539","1798","927","65","994","752","33","784","606","198","798","1027","77","1109","1061","128","1191","221","442","663","8717","4548","13265"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d80,Mid West,"51104","153","221","376","89","99","190","130","404","537","135","565","702","406","1016","1423","444","534","979","1095","594","1687","716","564","1284","992","625","1622","989","442","1434","739","359","1098","815","272","1081","1563","387","1955","1017","77","1091","681","42","727","420","140","559","823","72","891","1952","123","2079","270","598","870","13441","7144","20579"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d7f,Brighton,"60101","22","27","55","23","15","36","48","98","144","78","193","268","170","309","478","212","132","341","455","132","585","379","158","531","456","129","582","431","84","521","337","45","376","321","28","353","562","24","583","272","0","272","144","3","146","88","7","97","83","4","90","396","21","418","87","106","193","4562","1508","6069"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d7e,Hobart - North East,"60102","74","93","164","33","64","101","85","310","395","87","546","636","343","1153","1496","429","665","1095","1056","545","1604","1008","579","1591","1258","616","1874","1238","365","1602","988","335","1322","955","206","1164","1840","226","2067","1284","33","1313","782","24","803","456","77","538","750","14","766","1304","101","1403","178","341","516","14136","6299","20437"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d7d,Hobart - North West,"60103","73","121","200","39","95","136","129","440","571","159","861","1024","499","1751","2249","632","801","1436","1430","691","2123","1162","742","1907","1374","699","2071","1351","420","1768","1016","282","1299","920","164","1084","1576","162","1735","871","36","906","415","11","428","223","41","263","235","4","243","1132","113","1246","214","454","674","13456","7904","21361"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d7c,Hobart - South and West,"60104","49","54","101","23","43","64","52","148","204","52","260","310","184","624","807","259","373","633","590","285","877","577","312","893","807","286","1092","761","195","957","617","163","777","651","96","747","1266","113","1386","802","20","822","524","6","532","337","47","388","528","7","536","838","63","902","81","126","211","9005","3229","12228"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d7b,Hobart Inner,"60105","93","242","333","46","131","175","78","462","546","66","539","607","217","999","1216","268","772","1039","577","609","1190","589","711","1295","898","819","1722","879","585","1468","682","523","1201","730","412","1134","1467","525","1998","1098","96","1193","847","54","901","621","213","831","1512","57","1562","1178","360","1538","78","323","402","11908","8435","20338"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d7a,Sorell - Dodges Ferry,"60106","23","25","46","17","17","30","37","116","154","32","186","216","131","411","548","179","167","349","397","166","565","334","209","545","412","155","568","443","99","548","349","68","415","297","51","349","542","45","587","292","4","294","162","3","161","90","20","108","116","3","119","424","26","449","60","117","175","4339","1896","6238"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d79,Launceston,"60201","121","252","372","73","149","228","205","837","1046","228","1072","1300","678","2298","2983","807","1210","2019","2015","1018","3034","1523","1041","2565","1980","941","2927","1868","574","2441","1424","455","1881","1328","297","1626","2354","328","2677","1440","57","1501","763","28","789","455","127","582","888","28","918","1765","237","2002","298","577","875","20221","11536","31762"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d78,Meander Valley - West Tamar,"60202","38","62","99","29","38","69","53","205","261","44","301","347","262","626","886","249","306","552","799","212","1011","540","257","801","670","169","832","549","89","638","400","65","467","393","40","439","586","53","640","359","8","369","181","3","180","110","23","137","137","7","142","611","20","630","112","155","268","6136","2625","8758"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d77,North East,"60203","88","130","216","61","75","138","74","401","474","103","571","672","463","1257","1723","461","472","934","1302","424","1723","860","409","1269","1020","346","1367","906","179","1090","612","152","769","591","80","668","907","94","1003","558","13","567","255","4","261","129","53","187","227","7","240","1045","60","1105","179","291","474","9859","5028","14889"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d76,Central Highlands (Tas.),"60301","19","20","39","25","18","45","30","98","133","25","161","184","136","334","470","123","108","229","334","119","455","244","119","366","309","89","394","299","54","346","218","45","264","208","37","244","293","32","325","151","3","152","78","4","82","41","10","58","69","6","70","334","12","347","49","74","125","2979","1357","4330"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d75,Huon - Bruny Island,"60302","36","41","80","43","41","85","44","174","216","64","252","314","239","578","817","210","225","434","611","202","812","448","191","637","545","176","720","505","94","602","400","62","460","319","43","357","540","61","605","264","17","284","140","4","144","68","28","98","137","15","155","512","26","536","91","139","226","5206","2377","7589"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d74,South East Coast,"60303","10","19","34","15","13","24","23","88","104","16","111","126","103","239","341","77","130","209","274","95","368","201","93","293","186","61","250","161","35","195","97","34","130","86","32","123","136","33","169","51","10","57","23","3","29","11","15","28","39","6","47","205","20","223","45","89","135","1756","1136","2895"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d73,Marion,"40302","193","298","493","129","212","345","173","762","937","150","1217","1370","598","2160","2760","689","1179","1868","1754","964","2713","1696","1106","2802","2075","1045","3119","2058","711","2767","1715","596","2311","1652","417","2065","3315","534","3844","2238","98","2336","1376","58","1437","660","144","800","1013","48","1063","2064","316","2378","223","571","795","23770","12430","36205"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d72,Burnie - Ulverstone,"60401","76","112","188","61","79","142","107","461","569","142","742","883","564","1627","2190","526","679","1201","1601","521","2123","1121","500","1622","1270","443","1712","1185","248","1436","831","187","1019","810","149","954","1282","130","1415","752","26","778","399","3","402","192","61","254","357","10","372","1196","79","1274","245","417","663","12714","6485","19198"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d71,Devonport,"60402","69","113","179","59","69","128","96","387","483","93","634","731","513","1373","1888","504","612","1118","1443","417","1862","1011","478","1492","1307","439","1752","1133","251","1381","806","178","985","720","133","856","1187","101","1289","668","15","689","332","9","340","215","57","273","317","16","328","1135","73","1203","213","346","558","11831","5704","17533"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d70,West Coast,"60403","28","57","80","24","35","63","41","180","223","45","233","276","186","504","688","198","191","387","474","172","653","327","231","555","387","184","569","440","115","557","286","94","381","318","83","403","522","92","614","286","16","303","134","6","144","76","40","119","114","16","123","466","32","500","90","154","241","4455","2429","6886"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d6f,Darwin City,"70101","25","65","95","6","29","33","17","94","108","16","153","167","51","222","271","48","106","152","115","140","255","83","221","307","187","332","519","228","323","545","235","318","553","295","311","609","784","599","1377","567","124","689","499","87","585","575","460","1031","1291","211","1508","632","243","869","59","309","365","5703","4338","10038"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d6e,Darwin Suburbs,"70102","71","102","173","37","43","78","60","160","215","64","315","371","181","389","573","193","274","464","338","309","649","406","350","761","612","465","1082","694","422","1111","663","334","994","726","324","1047","1705","495","2204","1405","110","1511","1075","101","1180","791","182","973","1892","122","2012","1509","220","1731","169","328","498","12589","5038","17630"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d6d,Litchfield,"70103","30","68","97","16","24","37","20","60","82","21","92","113","69","147","216","42","91","133","113","165","272","145","192","339","188","242","428","251","186","434","203","117","322","236","112","350","648","183","824","506","58","561","462","34","496","333","70","405","826","48","878","591","53","645","89","240","325","4787","2185","6974"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d6c,Daly - Tiwi - West Arnhem,"70203","31","47","78","49","42","90","105","78","182","45","88","132","150","133","287","132","66","197","207","125","332","205","112","318","227","169","400","204","137","334","139","106","247","134","101","238","223","162","385","135","42","182","85","40","129","55","42","97","97","56","151","334","28","358","104","303","408","2661","1879","4542"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d6b,East Arnhem,"70204","0","11","8","7","3","13","17","16","36","12","3","17","54","13","64","37","5","46","64","18","79","91","38","127","117","59","171","116","51","170","94","62","154","107","69","170","216","94","309","174","10","188","140","7","146","80","31","114","189","9","201","231","12","240","329","66","400","2071","588","2658"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d6a,Katherine,"70205","27","64","88","31","32","62","62","78","140","38","118","156","133","158","290","77","105","185","163","231","389","191","197","390","191","243","431","211","221","434","177","146","319","162","149","315","360","211","574","312","67","379","167","33","201","99","67","168","177","76","252","512","55","566","92","363","454","3165","2615","5777"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d69,Holdfast Bay,"40301","47","119","168","38","69","107","54","255","310","34","368","407","177","857","1028","159","635","794","498","499","999","483","570","1050","706","533","1233","607","372","976","460","312","772","528","222","753","1034","314","1346","823","39","857","606","36","642","389","143","538","1047","27","1072","872","108","977","64","285","357","8632","5752","14385"
