sa3_code16,negnil_inc_be_wft,negnil_inc_be_wpt,negnil_inc_be_baw,negnil_inc_1eft_othpt,negnil_inc_1eft_othaw,negnil_inc_1eft_othnw,negnil_inc_1ept_othaw,negnil_inc_1ept_othnw,negnil_inc_1aw_othnw,negnil_inc_bnw,negnil_inc_lfsta_ns,negnil_inc_tot,i_1_149_be_wft,i_1_149_be_wpt,i_1_149_be_baw,i_1_149_1eft_othpt,i_1_149_1eft_othaw,i_1_149_1eft_othnw,i_1_149_1ept_othaw,i_1_149_1ept_othnw,i_1_149_1aw_othnw,i_1_149_bnw,i_1_149_lfsta_ns,i_1_149_tot,i_150_299_be_wft,i_150_299_be_wpt,i_150_299_be_baw,i_150_299_1eft_othpt,i_150_299_1eft_othaw,i_150_299_1eft_othnw,i_150_299_1ept_othaw,i_150_299_1ept_othnw,i_150_299_1aw_othnw,i_150_299_bnw,i_150_299_lfsta_ns,i_150_299_tot,i_300_399_be_wft,i_300_399_be_wpt,i_300_399_be_baw,i_300_399_1eft_othpt,i_300_399_1eft_othaw,i_300_399_1eft_othnw,i_300_399_1ept_othaw,i_300_399_1ept_othnw,i_300_399_1aw_othnw,i_300_399_bnw,i_300_399_lfsta_ns,i_300_399_tot,i_400_499_be_wft,i_400_499_be_wpt,i_400_499_be_baw,i_400_499_1eft_othpt,i_400_499_1eft_othaw,i_400_499_1eft_othnw,i_400_499_1ept_othaw,i_400_499_1ept_othnw,i_400_499_1aw_othnw,i_400_499_bnw,i_400_499_lfsta_ns,i_400_499_tot,i_500_649_be_wft,i_500_649_be_wpt,i_500_649_be_baw,i_500_649_1eft_othpt,i_500_649_1eft_othaw,i_500_649_1eft_othnw,i_500_649_1ept_othaw,i_500_649_1ept_othnw,i_500_649_1aw_othnw,i_500_649_bnw,i_500_649_lfsta_ns,i_500_649_tot,i_650_799_be_wft,i_650_799_be_wpt,i_650_799_be_baw,i_650_799_1eft_othpt,i_650_799_1eft_othaw,i_650_799_1eft_othnw,i_650_799_1ept_othaw,i_650_799_1ept_othnw,i_650_799_1aw_othnw,i_650_799_bnw,i_650_799_lfsta_ns,i_650_799_tot,i_800_999_be_wft,i_800_999_be_wpt,i_800_999_be_baw,i_800_999_1eft_othpt,i_800_999_1eft_othaw,i_800_999_1eft_othnw,i_800_999_1ept_othaw,i_800_999_1ept_othnw,i_800_999_1aw_othnw,i_800_999_bnw,i_800_999_lfsta_ns,i_800_999_tot,i_1000_1249_be_wft,i_1000_1249_be_wpt,i_1000_1249_be_baw,i_1000_1249_1eft_othpt,i_1000_1249_1eft_othaw,i_1000_1249_1eft_othnw,i_1000_1249_1ept_othaw,i_1000_1249_1ept_othnw,i_1000_1249_1aw_othnw,i_1000_1249_bnw,i_1000_1249_lfsta_ns,i_1000_1249_tot,i_1250_1499_be_wft,i_1250_1499_be_wpt,i_1250_1499_be_baw,i_1250_1499_1eft_othpt,i_1250_1499_1eft_othaw,i_1250_1499_1eft_othnw,i_1250_1499_1ept_othaw,i_1250_1499_1ept_othnw,i_1250_1499_1aw_othnw,i_1250_1499_bnw,i_1250_1499_lfsta_ns,i_1250_1499_tot,i_1500_1749_be_wft,i_1500_1749_be_wpt,i_1500_1749_be_baw,i_1500_1749_1eft_othpt,i_1500_1749_1eft_othaw,i_1500_1749_1eft_othnw,i_1500_1749_1ept_othaw,i_1500_1749_1ept_othnw,i_1500_1749_1aw_othnw,i_1500_1749_bnw,i_1500_1749_lfsta_ns,i_1500_1749_tot,i_1750_1999_be_wft,i_1750_1999_be_wpt,i_1750_1999_be_baw,i_1750_1999_1eft_othpt,i_1750_1999_1eft_othaw,i_1750_1999_1eft_othnw,i_1750_1999_1ept_othaw,i_1750_1999_1ept_othnw,i_1750_1999_1aw_othnw,i_1750_1999_bnw,i_1750_1999_lfsta_ns,i_1750_1999_tot,i_2000_2499_be_wft,i_2000_2499_be_wpt,i_2000_2499_be_baw,i_2000_2499_1eft_othpt,i_2000_2499_1eft_othaw,i_2000_2499_1eft_othnw,i_2000_2499_1ept_othaw,i_2000_2499_1ept_othnw,i_2000_2499_1aw_othnw,i_2000_2499_bnw,i_2000_2499_lfsta_ns,i_2000_2499_tot,i_2500_2999_be_wft,i_2500_2999_be_wpt,i_2500_2999_be_baw,i_2500_2999_1eft_othpt,i_2500_2999_1eft_othaw,i_2500_2999_1eft_othnw,i_2500_2999_1ept_othaw,i_2500_2999_1ept_othnw,i_2500_2999_1aw_othnw,i_2500_2999_bnw,i_2500_2999_lfsta_ns,i_2500_2999_tot,i_3000_3499_be_wft,i_3000_3499_be_wpt,i_3000_3499_be_baw,i_3000_3499_1eft_othpt,i_3000_3499_1eft_othaw,i_3000_3499_1eft_othnw,i_3000_3499_1ept_othaw,i_3000_3499_1ept_othnw,i_3000_3499_1aw_othnw,i_3000_3499_bnw,i_3000_3499_lfsta_ns,i_3000_3499_tot,i_3500_3999_be_wft,i_3500_3999_be_wpt,i_3500_3999_be_baw,i_3500_3999_1eft_othpt,i_3500_3999_1eft_othaw,i_3500_3999_1eft_othnw,i_3500_3999_1ept_othaw,i_3500_3999_1ept_othnw,i_3500_3999_1aw_othnw,i_3500_3999_bnw,i_3500_3999_lfsta_ns,i_3500_3999_tot,i_4000more_be_wft,i_4000more_be_wpt,i_4000more_be_baw,i_4000more_1eft_othpt,i_4000more_1eft_othaw,i_4000more_1eft_othnw,i_4000more_1ept_othaw,i_4000more_1ept_othnw,sa3_name16
10304,0,0,0,3,0,0,0,0,0,7,0,16,3,0,0,0,0,0,0,0,0,3,0,11,0,0,0,4,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,3,0,3,0,11,5,0,0,0,0,3,0,5,0,10,0,30,3,3,0,7,0,10,0,12,3,25,0,58,4,3,4,13,3,24,0,17,3,45,0,112,9,4,6,29,10,41,3,41,4,34,0,182,11,30,3,82,4,119,5,39,15,57,0,368,61,28,6,156,14,143,3,28,3,33,0,468,54,26,5,181,11,116,4,22,7,27,3,467,87,21,4,217,13,121,12,8,8,23,5,519,288,33,6,418,45,183,11,18,9,20,3,1028,273,20,4,337,44,65,11,15,0,17,3,779,233,12,5,205,34,29,6,8,0,3,0,530,159,0,3,80,23,34,3,0,3,3,0,319,292,11,5,247,30,29,4,9,Orange
10401,3,0,0,0,0,0,0,0,0,12,0,13,3,0,0,0,0,0,0,4,0,11,0,16,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,3,0,4,0,12,3,4,0,3,0,0,0,19,0,26,0,49,0,9,0,6,3,12,0,15,0,34,0,77,8,14,0,8,0,33,0,28,3,60,0,156,8,21,0,40,3,52,5,38,3,87,3,265,25,49,4,91,10,121,11,49,13,87,0,454,40,29,3,136,13,111,4,43,3,61,0,452,46,23,3,153,10,84,9,29,7,46,3,413,73,24,0,144,14,68,3,17,6,24,0,370,142,31,3,201,23,90,8,16,9,27,3,554,132,13,4,116,12,30,7,5,4,12,0,342,86,6,0,66,11,16,3,3,0,6,3,196,38,4,0,21,4,27,0,0,0,3,0,100,64,3,0,57,3,14,0,0,Clarence Valley
10402,4,0,0,0,0,5,0,4,0,25,3,43,0,0,0,4,0,6,0,5,0,10,0,22,0,0,0,0,0,0,0,3,0,14,0,28,0,0,0,0,0,0,0,3,0,3,0,10,0,4,0,4,0,3,0,17,3,41,0,80,4,6,0,6,0,13,0,26,0,36,3,101,6,24,0,18,0,44,4,53,3,87,0,248,21,39,0,41,3,102,7,75,3,103,6,390,28,79,3,159,11,196,13,78,12,117,7,705,82,92,6,245,24,201,3,65,11,93,3,816,93,50,6,289,23,146,5,65,4,56,0,745,132,47,6,275,23,122,10,30,8,38,0,694,349,73,12,501,48,186,11,28,13,45,0,1267,283,35,8,323,31,74,7,20,3,15,6,811,188,26,6,193,13,29,4,9,0,14,0,492,126,5,3,81,19,63,5,4,4,3,0,320,175,18,3,160,9,35,6,11,Coffs Harbour
10501,5,0,0,3,0,3,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,3,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,7,0,3,5,0,0,3,0,3,0,0,3,16,3,35,3,0,0,7,0,5,0,12,0,5,0,33,5,0,0,4,0,12,0,7,3,37,0,69,3,9,0,14,0,21,3,14,3,29,0,92,9,4,4,27,7,34,0,8,3,16,0,118,29,12,3,38,5,33,3,9,0,23,0,156,13,4,0,55,6,37,3,8,3,12,3,149,29,3,0,43,3,27,0,3,0,3,0,122,75,9,7,75,12,67,4,4,7,3,0,260,77,0,5,75,13,20,4,7,3,0,0,202,55,3,0,35,9,11,0,0,0,0,0,107,33,0,3,15,3,22,0,0,0,0,0,73,53,0,4,38,5,3,6,4,Bourke - Cobar - Coonamble
10502,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,18,0,27,0,3,0,0,0,3,0,6,4,12,0,26,0,0,0,3,0,11,0,11,0,17,0,45,8,3,0,6,0,11,0,16,3,35,0,83,11,4,0,25,3,32,0,20,3,40,0,142,17,3,0,28,5,33,3,10,0,21,0,115,14,0,3,43,5,25,0,3,0,8,0,104,24,7,0,46,10,40,0,4,7,15,3,148,64,6,3,70,11,32,3,3,3,6,0,196,60,0,0,66,11,14,3,3,0,0,0,165,56,5,0,35,7,4,0,3,0,0,0,115,36,0,0,20,3,5,0,0,0,0,0,65,66,3,4,35,6,11,4,0,Broken Hill and Far West
10503,0,0,0,3,0,3,0,0,0,12,0,23,3,0,0,3,0,3,0,0,0,4,0,15,4,3,0,3,0,3,0,0,0,6,0,25,3,0,0,0,0,0,0,3,0,5,0,10,3,0,0,3,0,3,0,4,0,33,0,54,6,3,0,11,0,19,0,8,0,27,0,85,8,14,3,13,0,33,3,25,3,70,0,173,35,8,0,44,7,76,5,41,8,60,0,285,46,34,8,132,9,154,4,36,8,80,4,495,88,48,4,195,21,114,6,39,8,53,0,564,74,24,3,210,25,126,8,14,14,30,3,533,129,14,0,201,24,106,9,12,3,22,0,536,331,34,6,375,47,118,11,9,6,20,0,960,304,22,3,286,47,58,14,4,3,9,0,748,227,3,3,154,36,15,6,3,0,10,0,464,139,3,4,62,15,25,0,6,0,0,0,263,225,8,4,121,21,14,3,7,Dubbo
10601,0,0,0,3,3,0,0,0,0,13,0,23,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,5,0,3,0,5,5,20,0,36,0,0,0,0,0,3,0,0,0,11,0,12,4,4,0,0,0,3,0,12,0,33,0,59,0,11,0,6,0,12,0,20,4,49,0,97,4,15,0,11,0,27,6,35,7,110,0,214,9,29,0,27,3,86,0,64,9,111,0,335,32,28,4,109,12,197,8,76,15,161,3,648,52,32,5,225,19,225,7,51,13,116,3,749,58,32,6,264,24,226,8,47,13,83,0,757,97,32,3,291,37,213,7,41,14,53,0,791,301,64,17,544,46,398,26,46,23,55,3,1524,267,42,8,568,60,126,15,12,9,34,0,1152,238,16,8,280,42,66,9,3,8,14,0,673,181,11,10,116,25,118,4,6,5,8,0,470,337,17,15,358,42,111,15,16,Lower Hunter
10602,3,0,0,0,0,3,0,3,0,13,0,21,0,0,0,4,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,9,0,12,0,0,0,3,0,0,0,5,0,4,0,18,3,3,0,0,0,3,0,11,0,24,0,47,0,7,0,5,0,6,3,25,0,25,0,77,3,3,0,13,0,12,3,36,5,58,0,136,3,9,0,27,3,78,4,41,9,67,0,249,14,28,3,83,8,174,9,58,14,83,3,475,47,42,4,212,22,229,3,48,6,74,0,694,82,34,8,276,20,215,6,26,15,43,3,722,84,34,0,287,25,205,3,28,4,24,3,697,323,43,10,585,74,340,21,40,21,55,6,1499,351,23,11,604,61,113,15,18,3,26,0,1220,276,16,6,293,48,53,6,9,4,17,0,730,228,8,0,119,17,90,3,3,8,11,0,483,397,16,12,343,49,100,3,10,Maitland
10603,3,0,0,0,0,0,0,3,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,10,0,16,0,0,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,4,0,9,0,23,0,38,0,8,0,7,0,4,0,11,3,23,0,62,3,4,0,12,3,22,0,28,5,68,0,153,7,21,0,25,4,73,3,46,12,85,3,279,16,46,4,91,9,138,3,54,9,117,3,485,39,42,10,172,22,173,3,43,5,73,3,591,50,27,3,250,20,163,8,41,6,36,0,604,76,33,5,226,16,150,6,28,9,36,0,585,272,38,8,484,44,196,15,34,14,48,11,1169,262,31,10,334,44,90,10,18,3,33,0,832,199,17,10,180,20,32,6,11,0,14,0,491,113,4,3,70,6,45,3,4,9,8,3,266,220,7,6,186,18,61,4,9,Port Stephens
10604,0,0,0,0,0,0,0,3,0,7,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,0,22,3,3,0,0,0,3,0,7,0,14,0,33,5,3,0,3,0,13,0,11,0,33,0,63,8,3,0,14,5,34,0,20,0,32,0,116,15,6,0,34,5,76,4,11,3,38,3,191,21,11,0,60,5,77,3,7,10,15,3,212,40,12,0,61,7,75,4,13,0,16,0,227,32,8,0,89,9,53,4,19,9,6,0,240,119,22,4,181,14,164,6,15,9,11,0,546,87,25,7,196,13,41,8,6,6,4,0,396,112,7,0,98,13,5,4,6,0,7,0,258,55,4,3,41,5,37,3,0,0,3,0,156,136,4,12,106,16,26,8,3,Upper Hunter
