sa3_code16,p_15_yrs_over_m,p_15_yrs_over_f,p_15_yrs_over_p,lfs_emplyed_wrked_full_time_m,lfs_emplyed_wrked_full_time_f,lfs_emplyed_wrked_full_time_p,lfs_emplyed_wrked_part_time_m,lfs_emplyed_wrked_part_time_f,lfs_emplyed_wrked_part_time_p,lfs_employed_away_from_work_m,lfs_employed_away_from_work_f,lfs_employed_away_from_work_p,lfs_unmplyed_lookng_for_wrk_m,lfs_unmplyed_lookng_for_wrk_f,lfs_unmplyed_lookng_for_wrk_p,lfs_tot_lf_m,lfs_tot_lf_f,lfs_tot_lf_p,lfs_n_the_labour_force_m,lfs_n_the_labour_force_f,lfs_n_the_labour_force_p,percent_unem_loyment_m,percent_unem_loyment_f,percent_unem_loyment_p,percnt_labforc_prticipation_m,percnt_labforc_prticipation_f,percnt_labforc_prticipation_p,percnt_employment_to_populn_m,percnt_employment_to_populn_f,percnt_employment_to_populn_p,non_sch_quals_postgrad_dgre_m,non_sch_quals_postgrad_dgre_f,non_sch_quals_postgrad_dgre_p,non_sch_quals_gr_dip_gr_crt_m,non_sch_quals_gr_dip_gr_crt_f,non_sch_quals_gr_dip_gr_crt_p,non_sch_quals_bchelr_degree_m,non_sch_quals_bchelr_degree_f,non_sch_quals_bchelr_degree_p,non_sch_quls_advncd_dip_dip_m,non_sch_quls_advncd_dip_dip_f,non_sch_quls_advncd_dip_dip_p,non_sch_quls_cert3a4_level_m,non_sch_quls_cert3a4_level_f,non_sch_quls_cert3a4_level_p,non_sch_quls_cert1a2_level_m,non_sch_quls_cert1a2_level_f,non_sch_quls_cert1a2_level_p,non_sch_quls_certnfd_level_m,non_sch_quls_certnfd_level_f,non_sch_quls_certnfd_level_p,non_sch_quls_certtot_level_m,non_sch_quls_certtot_level_f,non_sch_quls_certtot_level_p,migtn_lvd_same_add_1_yr_ago_m,migtn_lvd_same_add_1_yr_ago_f,migtn_lvd_same_add_1_yr_ago_p,migtn_lvd_diff_add_1_yr_ago_m,migtn_lvd_diff_add_1_yr_ago_f,migtn_lvd_diff_add_1_yr_ago_p,migtn_lvd_sme_add_5_yrs_ago_m,migtn_lvd_sme_add_5_yrs_ago_f,migtn_lvd_sme_add_5_yrs_ago_p,mign_lvd_diff_add_5_yrs_ago_m,mign_lvd_diff_add_5_yrs_ago_f,mign_lvd_diff_add_5_yrs_ago_p,sa3_name16
10102,22990,23112,46101,12235,8293,20524,2551,5209,7758,793,953,1746,679,571,1248,16254,15020,31271,4998,6457,11453,4.2,3.8,4.0,70.7,65.0,67.8,67.8,62.5,65.1,1535,1234,2772,483,823,1302,2685,3794,6482,2002,2576,4575,5362,2403,7774,174,382,552,297,599,902,5835,3387,9219,21823,21546,43371,4065,4123,8191,14393,14193,28584,10310,10510,20818,Queanbeyan
10103,8291,7803,16097,3676,2255,5931,1037,1927,2963,280,265,546,181,146,330,5173,4586,9761,2385,2530,4919,3.5,3.2,3.4,62.4,58.8,60.6,60.2,57.0,58.6,192,199,393,86,155,235,671,1041,1716,526,830,1348,2417,981,3401,78,162,247,133,246,383,2634,1392,4027,7447,7113,14555,1333,1293,2625,5294,5049,10340,3135,3024,6157,Snowy Mountains
10104,29146,30894,60033,8489,4983,13468,3894,7095,10989,831,903,1737,989,749,1735,14202,13727,27931,12567,14690,27255,7.0,5.5,6.2,48.7,44.4,46.5,45.3,42.0,43.6,659,708,1368,418,803,1222,2350,3562,5911,1929,3073,5000,8391,3622,12011,295,581,884,560,1071,1636,9247,5278,14527,26752,27806,54562,4382,4700,9081,18650,19031,37685,11486,12503,23986,South Coast
10105,14643,14524,29165,6137,3362,9504,1615,3380,4995,425,485,909,521,438,960,8701,7669,16372,4843,5678,10527,6.0,5.7,5.9,59.4,52.8,56.1,55.8,49.8,52.8,282,319,602,146,266,410,902,1431,2329,953,1534,2482,3924,1931,5848,146,262,406,234,479,714,4304,2668,6972,13415,13479,26897,2286,2361,4647,9119,9079,18203,5788,6039,11824,Goulburn - Mulwaree
10106,13953,14734,28685,6373,3694,10067,1625,3537,5159,496,554,1048,385,329,718,8869,8118,16987,4057,5480,9534,4.3,4.1,4.2,63.6,55.1,59.2,60.9,52.8,56.7,434,463,900,183,372,551,1189,2025,3220,916,1424,2337,3559,1621,5176,125,252,380,203,435,636,3889,2302,6196,13996,14374,28366,2143,2342,4480,9974,10088,20056,5289,5862,11152,Young - Yass
10201,66344,72473,138818,28343,15788,44131,8215,18159,26374,1799,2152,3949,2580,2312,4889,40938,38410,79348,21652,29874,51523,6.3,6.0,6.2,61.7,53.0,57.2,57.8,49.8,53.6,2284,2257,4539,827,1528,2357,7531,10237,17766,5607,8512,14121,17857,8620,26479,603,1198,1800,1288,2349,3638,19748,12166,31919,64054,68224,132274,10584,11483,22068,42898,45715,88616,29090,31542,60635,Gosford
10202,61260,67238,128494,25119,13534,38657,6963,15880,22849,1649,1992,3636,2667,2543,5208,36400,33955,70354,20981,28887,49870,7.3,7.5,7.4,59.4,50.5,54.8,55.1,46.7,50.7,868,981,1855,425,828,1244,3556,6083,9636,3972,6579,10551,18409,9673,28084,602,1280,1883,1155,2101,3249,20163,13050,33213,59618,63050,122666,10240,11225,21467,39172,41057,80228,27671,30441,58117,Wyong
10301,18747,18805,37548,7948,4633,12577,1975,4641,6615,545,673,1211,722,576,1300,11193,10511,21705,6126,6828,12957,6.5,5.5,6.0,59.7,55.9,57.8,55.8,52.9,54.3,484,530,1015,245,452,697,1475,2585,4064,1127,1825,2953,5065,2253,7316,193,409,607,303,625,930,5564,3292,8857,16871,17278,34153,3286,3456,6750,10999,11114,22117,8216,8752,16967,Bathurst
10302,21969,22553,44522,9193,4567,13759,2063,4898,6962,701,765,1468,790,663,1445,12747,10887,23634,7121,9519,16643,6.2,6.1,6.1,58.0,48.3,53.1,54.4,45.4,49.8,188,258,447,130,308,437,1048,2160,3213,940,1837,2779,5440,2710,8145,241,513,759,363,637,1003,6039,3860,9899,21349,21435,42778,2902,3187,6092,15444,15218,30666,7556,8164,15723,Lachlan Valley
10303,19005,18849,37851,7315,3445,10758,1786,4330,6115,522,565,1087,788,589,1386,10410,8935,19346,6640,8002,14642,7.6,6.6,7.2,54.8,47.4,51.1,50.6,44.2,47.4,211,285,498,136,275,414,1014,1773,2790,945,1578,2521,5534,2349,7886,217,420,631,324,546,866,6078,3311,9383,17380,17302,34678,2734,2868,5605,12023,11666,23690,7059,7454,14510,Lithgow - Mudgee
10304,21884,23439,45320,10261,6058,16322,2303,5637,7944,683,778,1458,866,713,1582,14107,13196,27308,6212,8722,14933,6.1,5.4,5.8,64.5,56.3,60.3,60.5,53.2,56.8,662,656,1321,261,514,775,2054,3367,5413,1428,2378,3812,5722,3052,8777,240,444,686,371,781,1154,6335,4279,10610,21407,22296,43701,4096,4341,8435,14111,14442,28553,9958,10901,20859,Orange
10401,20584,21456,42036,6013,3345,9353,2392,4545,6936,552,570,1125,975,757,1726,9927,9212,19143,9082,10692,19774,9.8,8.2,9.0,48.2,42.9,45.5,43.5,39.4,41.4,290,284,575,193,302,492,1172,1929,3099,1131,1856,2980,5698,2914,8615,226,429,657,399,758,1157,6320,4107,10431,19077,19633,38705,3175,3353,6526,13543,13796,27344,7765,8388,16153,Clarence Valley
10402,33767,36619,70390,11683,7094,18784,4861,9125,13986,881,1016,1892,1535,1203,2735,18966,18436,37402,12197,15436,27636,8.1,6.5,7.3,56.2,50.3,53.1,51.6,47.1,49.2,728,836,1565,412,754,1175,3166,4900,8062,2347,4089,6435,9248,4485,13735,395,786,1182,612,1180,1791,10260,6451,16708,31374,33221,64592,6166,6790,12954,20779,21608,42384,15349,17064,32414,Coffs Harbour
10501,9742,9297,19041,3894,2306,6195,744,1623,2368,321,319,639,480,339,822,5435,4587,10026,2991,3515,6507,8.8,7.4,8.2,55.8,49.3,52.7,50.9,45.7,48.3,77,125,205,40,99,135,432,913,1345,379,701,1079,1981,888,2867,96,193,292,134,187,322,2205,1267,3480,9049,8649,17690,1291,1373,2668,6649,6138,12791,3092,3253,6344,Bourke - Cobar - Coonamble
10502,8236,8556,16795,3009,1937,4945,760,1571,2328,282,280,560,447,297,747,4489,4088,8584,3033,3766,6795,10.0,7.3,8.7,54.5,47.8,51.1,49.2,44.3,46.6,72,132,205,63,125,188,324,664,989,346,569,911,2145,1004,3151,84,169,257,94,233,323,2324,1404,3729,7787,8013,15805,1029,1146,2171,5978,6117,12094,2425,2692,5114,Broken Hill and Far West
10503,26949,28368,55318,11936,7354,19288,2546,6153,8701,789,885,1676,1070,882,1961,16349,15278,31625,8297,10717,19013,6.5,5.8,6.2,60.7,53.9,57.2,56.7,50.7,53.6,427,536,962,223,483,703,1730,3483,5209,1335,2449,3784,6893,3691,10584,278,604,887,436,741,1180,7613,5038,12646,25347,26288,51636,4441,4905,9338,17288,17731,35024,10878,11907,22784,Dubbo
10601,34761,34986,69748,14909,6991,21897,3680,8647,12323,1086,1102,2187,1611,1375,2992,21283,18117,39400,11034,14307,25339,7.6,7.6,7.6,61.2,51.8,56.5,56.6,47.8,52.2,408,465,876,192,442,637,1662,2928,4588,1779,2983,4770,11038,5305,16341,351,830,1182,534,1059,1597,11921,7195,19120,33378,33799,67178,5481,5613,11102,22959,22702,45657,13890,14753,28640,Lower Hunter
10602,27831,30089,57916,13539,7239,20783,3184,7893,11078,759,959,1711,1303,1248,2547,18786,17337,36121,7569,11271,18840,6.9,7.2,7.1,67.5,57.6,62.4,62.8,53.5,58.0,586,665,1253,247,529,769,2052,3493,5550,2056,3056,5114,8868,4531,13402,267,660,924,423,864,1284,9550,6053,15609,28037,29162,57196,5174,5669,10844,17704,18202,35900,13705,15119,28821,Maitland
10603,28808,30006,58816,10659,5333,15985,3230,7047,10281,831,857,1687,1182,1023,2212,15903,14259,30162,10701,13607,24314,7.4,7.2,7.3,55.2,47.5,51.3,51.1,44.1,47.5,551,515,1067,251,413,664,1875,2864,4736,2154,3141,5289,9207,4144,13351,302,606,906,583,1039,1626,10087,5787,15880,26934,27504,54442,4846,5115,9963,17795,18153,35950,12849,13309,26154,Port Stephens
10604,11878,11789,23662,5549,2767,8315,1203,2725,3928,406,381,790,486,429,921,7644,6306,13947,3290,4553,7840,6.4,6.8,6.6,64.4,53.5,58.9,60.3,49.8,55.1,137,145,284,64,134,202,573,1093,1667,592,949,1542,3504,1671,5175,113,255,366,165,321,484,3777,2250,6028,11376,11315,22693,1990,2127,4118,7509,7348,14853,5101,5406,10507,Upper Hunter
10701,29596,31350,60943,12144,6312,18453,3185,7255,10435,829,909,1732,1394,1152,2542,17545,15620,33162,10489,14117,24603,7.9,7.4,7.7,59.3,49.8,54.4,54.6,46.2,50.2,619,692,1314,217,476,692,1998,2885,4887,1965,2961,4930,8593,4093,12684,280,606,885,488,1033,1526,9366,5735,15095,30124,31360,61478,3888,4071,7960,22043,22545,44586,10412,11254,21672,Dapto - Port Kembla
10702,4,3,8,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0.0,0.0,0.0,100.0,0.0,87.5,0.0,0.0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,Illawarra Catchment Reserve
10703,35073,37556,72628,15347,7678,23020,4016,9853,13870,1017,1148,2166,1376,1255,2634,21762,19930,41692,11315,15423,26741,6.3,6.3,6.3,62.0,53.1,57.4,58.1,49.7,53.8,836,931,1766,362,777,1145,2895,4235,7128,2795,3978,6776,10733,5064,15800,302,690,995,654,1316,1973,11692,7068,18764,35037,36538,71574,5165,5546,10716,24493,25466,49957,13982,15054,29036,Kiama - Shellharbour
10704,52223,53923,106148,21642,12355,33999,6757,13871,20632,1393,1627,3013,2320,1896,4213,32111,29742,61857,17240,21335,38576,7.2,6.4,6.8,61.5,55.2,58.3,57.0,51.7,54.3,3460,3337,6792,885,1557,2437,7718,9443,17162,4346,5715,10067,12440,5338,17780,405,805,1210,893,1625,2519,13739,7769,21512,48877,50169,99051,9332,9303,18635,32978,34199,67170,23260,23391,46654,Wollongong
10801,13007,13831,26840,3240,1880,5118,1500,2777,4278,341,360,700,521,395,912,5599,5407,11007,6398,7386,13783,9.3,7.3,8.3,43.0,39.1,41.0,39.1,36.3,37.6,197,183,379,97,186,288,749,1128,1881,826,1249,2075,3894,1628,5526,130,267,399,240,510,750,4271,2406,6679,11644,12183,23826,2131,2282,4407,7925,8206,16127,5366,5809,11173,Great Lakes
10802,19763,20220,39985,5036,2972,8006,2328,4155,6487,622,586,1206,886,642,1534,8868,8363,17229,9146,10103,19244,10.0,7.7,8.9,44.9,41.4,43.1,40.4,38.1,39.3,191,260,451,139,284,420,1060,1704,2765,922,1769,2686,5450,2672,8126,252,427,685,356,707,1069,6068,3814,9879,18047,18472,36518,2832,3086,5914,12997,13140,26137,6916,7479,14392,Kempsey - Nambucca
10803,165,163,327,68,44,118,40,44,81,10,16,26,0,3,3,117,111,228,25,40,70,0.0,2.7,1.3,70.9,68.1,69.7,71.5,63.8,68.8,3,4,7,0,0,0,16,28,41,10,15,29,59,19,77,0,3,4,12,7,16,67,30,101,140,148,292,27,27,50,102,106,201,64,57,117,Lord Howe Island
10804,30999,34460,65458,10327,6327,16659,3717,7607,11320,791,889,1678,1159,986,2153,16004,15805,31806,12871,16431,29305,7.2,6.2,6.8,51.6,45.9,48.6,47.9,43.0,45.3,674,686,1362,348,651,1003,2636,3794,6429,2240,3731,5971,9026,4418,13438,325,692,1018,585,1243,1827,9931,6351,16287,28718,31218,59935,5415,5954,11365,18390,19849,38236,14607,16135,30739,Port Macquarie
10805,21623,23254,44882,6190,3531,9722,2528,4896,7421,693,646,1345,1099,833,1930,10503,9906,20406,9558,11683,21244,10.5,8.4,9.5,48.6,42.6,45.5,43.5,39.0,41.2,308,297,606,186,378,558,1260,2007,3274,1166,2324,3488,6109,2944,9051,257,505,769,491,857,1344,6858,4307,11167,20391,21418,41814,3472,3653,7124,13873,14420,28297,8898,9698,18592,Taree - Gloucester
10901,23741,25715,49454,10574,5697,16268,2776,6857,9628,672,857,1524,1012,890,1900,15035,14298,29328,6953,9564,16520,6.7,6.2,6.5,63.3,55.6,59.3,59.1,52.2,55.4,513,650,1167,329,616,941,2021,3371,5397,1650,2577,4228,6550,3443,9990,253,511,757,368,712,1078,7168,4666,11833,22326,23473,45803,4385,4809,9195,14941,15440,30384,10537,11810,22344,Albury
10902,5211,4982,10189,2187,1086,3269,502,1145,1641,199,183,382,177,125,302,3063,2537,5605,1505,1883,3395,5.8,4.9,5.4,58.8,50.9,55.0,55.4,48.5,51.9,28,64,93,24,77,98,222,440,656,233,400,633,1180,574,1756,51,85,140,57,89,155,1296,754,2049,4924,4641,9570,680,735,1415,3607,3320,6926,1686,1791,3481,Lower Murray
10903,17187,17526,34709,6951,3460,10415,1640,4082,5724,617,620,1239,454,384,832,9665,8538,18206,5911,7356,13268,4.7,4.5,4.6,56.2,48.7,52.5,53.6,46.6,50.1,145,211,354,83,279,362,862,1675,2537,909,1487,2395,4547,2020,6566,117,308,423,265,410,673,4933,2734,7670,16048,16093,32135,2494,2687,5178,11520,11439,22961,6148,6516,12664,Upper Murray exc. Albury
11001,14568,15763,30334,5768,3549,9312,1958,3695,5650,423,501,921,616,547,1166,8767,8281,17055,4624,6208,10834,7.0,6.6,6.8,60.2,52.5,56.2,55.9,49.1,52.4,1017,933,1952,237,455,691,1520,2481,4002,845,1445,2292,3075,1564,4635,170,274,443,229,453,683,3471,2288,5763,13300,13962,27258,2764,3246,6011,8916,9274,18185,6517,7283,13808,Armidale
11002,15389,15923,31309,5392,3039,8434,1681,3268,4950,434,522,958,636,517,1154,8144,7354,15500,5778,7077,12854,7.8,7.0,7.4,52.9,46.2,49.5,48.8,42.9,45.8,116,165,285,98,208,301,717,1444,2167,712,1341,2054,3641,2022,5661,185,305,493,276,463,740,4103,2791,6893,14337,14701,29042,2276,2513,4788,10415,10512,20930,5340,5874,11213,Inverell - Tenterfield
11003,10067,9989,20053,4792,2526,7316,834,2139,2970,354,369,720,394,314,708,6376,5345,11717,2503,3451,5952,6.2,5.9,6.0,63.3,53.5,58.4,59.4,50.4,54.9,119,123,237,55,155,208,575,1046,1620,437,819,1256,2201,1117,3317,93,172,265,124,258,378,2412,1551,3963,9647,9444,19086,1388,1501,2883,6980,6636,13613,3365,3558,6924,Moree - Narrabri
11004,31130,33101,64232,14081,8007,22087,3196,7446,10647,932,1076,2008,1115,1081,2197,19333,17612,36941,9262,12824,22086,5.8,6.1,5.9,62.1,53.2,57.5,58.5,49.9,54.1,456,562,1018,237,560,794,2001,3606,5609,1731,3063,4792,8250,4279,12528,314,737,1045,495,1021,1518,9056,6038,15099,29614,30835,60447,5639,5887,11526,19704,20296,39996,13560,14623,28184,Tamworth - Gunnedah
11101,47159,50890,98050,20142,10877,31015,5696,13499,19194,1249,1506,2753,2137,1636,3768,29222,27511,56731,15820,21078,36896,7.3,5.9,6.6,62.0,54.1,57.9,57.4,50.9,54.0,1399,1452,2849,578,1063,1639,4990,7214,12203,3706,5156,8864,14492,6129,20619,394,891,1287,873,1708,2578,15763,8727,24487,47417,49942,97353,6753,7180,13935,33994,35633,69623,18163,19574,37739,Lake Macquarie - East
11102,29752,31778,61527,12173,6435,18610,3198,7772,10968,818,946,1756,1454,1039,2489,17640,16186,33824,10605,13930,24538,8.2,6.4,7.4,59.3,50.9,55.0,54.4,47.7,50.9,781,750,1532,280,515,793,2174,3541,5719,2147,3279,5428,9547,4401,13947,248,570,822,601,1111,1712,10394,6083,16485,28985,30357,59341,4882,5262,10146,19707,20348,40054,12803,13846,26644,Lake Macquarie - West
11103,66391,69722,136118,28148,17196,45338,8854,17960,26820,1697,2288,3988,3504,2629,6133,42209,40074,82278,20263,25461,45725,8.3,6.6,7.5,63.6,57.5,60.4,58.3,53.7,55.9,3352,3380,6738,921,1647,2563,9367,12529,21898,4966,6832,11800,16058,7636,23691,633,1020,1655,1067,1767,2834,17761,10422,28184,60857,62607,123464,13398,14063,27465,39764,41202,80966,31716,33121,64840,Newcastle
11201,31161,34113,65274,10241,6236,16480,5277,9197,14473,913,976,1894,1211,965,2177,17644,17373,35020,10422,13460,23884,6.9,5.6,6.2,56.6,50.9,53.7,52.7,48.1,50.3,1014,1219,2234,512,867,1380,3896,5653,9551,2300,4085,6383,7835,3536,11378,238,486,722,576,1073,1651,8655,5097,13751,28026,29594,57624,5402,6273,11675,18559,19440,37996,13591,15180,28771,Richmond Valley - Coastal
11202,27778,29417,57199,9445,5776,15221,4019,7060,11086,722,828,1547,1371,1015,2391,15553,14690,30243,9836,12373,22208,8.8,6.9,7.9,56.0,49.9,52.9,51.1,46.4,48.7,564,634,1190,301,627,924,2247,3661,5907,1500,2748,4252,7011,3886,10899,362,635,991,500,896,1400,7871,5419,13291,26347,27445,53792,4260,4502,8758,18834,19421,38250,10469,11300,21766,Richmond Valley - Hinterland
11203,36237,39810,76052,12134,6855,18991,4949,9746,14694,953,1094,2045,1439,1280,2720,19476,18978,38450,13934,17719,31653,7.4,6.7,7.1,53.7,47.7,50.6,49.8,44.4,47.0,727,816,1544,394,749,1140,2931,4595,7529,2496,4224,6727,10204,4662,14867,297,583,881,666,1261,1920,11166,6507,17670,33203,35556,68757,6426,7027,13446,21710,23045,44758,16336,18189,34530,Tweed Valley
11301,19071,19131,38201,9178,4687,13866,1757,4445,6198,666,647,1316,619,472,1097,12220,10258,22479,4923,6931,11854,5.1,4.6,4.9,64.1,53.6,58.8,60.8,51.1,56.0,227,233,463,113,252,365,1085,1865,2952,804,1431,2231,4582,2119,6696,159,358,520,244,541,786,4982,3013,8003,18160,18073,36233,2975,3016,5993,12980,12733,25712,7027,7256,14284,Griffith - Murrumbidgee (West)
11302,5976,5848,11823,2532,1170,3701,525,1369,1893,237,179,412,190,153,343,3483,2866,6351,1936,2414,4350,5.5,5.3,5.4,58.3,49.0,53.7,55.1,46.5,50.8,54,72,129,35,85,122,343,548,892,282,551,835,1543,697,2235,46,126,172,95,151,248,1685,973,2650,5501,5493,10998,830,854,1681,4091,3948,8039,1953,2077,4027,Tumut - Tumbarumba
11303,36761,38059,74820,16975,9667,26648,3840,9241,13081,1068,1261,2332,1233,1153,2390,23121,21323,44441,11079,14254,25339,5.3,5.4,5.4,62.9,56.0,59.4,59.5,53.0,56.2,821,884,1703,348,695,1047,2859,5026,7888,2059,3380,5444,9767,5004,14769,437,764,1197,596,1116,1714,10798,6891,17682,34236,35368,69602,6817,7321,14139,22918,23478,46399,16103,17434,33533,Wagga Wagga
11401,40827,42374,83202,12866,6875,19741,4846,9417,14262,1053,1209,2266,1452,1133,2581,20221,18630,38851,17480,20549,38033,7.2,6.1,6.6,49.5,44.0,46.7,46.0,41.3,43.6,865,928,1789,424,882,1303,2780,4170,6953,2796,4251,7045,12541,5395,17935,405,847,1251,786,1466,2253,13725,7712,21441,37193,38517,75708,6576,7080,13663,24933,25451,50384,17142,18503,35649,Shoalhaven
11402,18610,20867,39475,7738,4285,12021,2482,5145,7621,465,518,987,390,420,810,11073,10366,21441,6251,9117,15367,3.5,4.1,3.8,59.5,49.7,54.3,57.4,47.7,52.3,916,849,1770,309,541,857,2289,3101,5394,1521,2537,4061,4888,2176,7066,133,351,485,399,825,1222,5414,3355,8769,17536,19211,36745,3172,3514,6680,11401,12374,23767,8631,9730,18362,Southern Highlands
11501,55394,59352,114744,29396,17590,46990,7249,15158,22405,1173,1642,2814,1974,1746,3723,39796,36138,75935,13935,21198,35134,5.0,4.8,4.9,71.8,60.9,66.2,68.3,57.9,62.9,6248,4973,11224,1109,1606,2721,12975,14621,27598,5466,7211,12677,8357,3616,11978,277,624,897,1045,1810,2850,9673,6053,15727,58418,61249,119673,8097,8443,16539,40282,42136,82417,23883,25053,48934,Baulkham Hills
11502,10478,10787,21273,5179,2854,8032,1485,3002,4483,291,322,611,235,214,443,7184,6386,13566,2781,3869,6650,3.3,3.4,3.3,68.6,59.2,63.8,66.4,57.3,61.7,543,536,1076,122,270,392,1598,2013,3614,877,1427,2296,2697,889,3588,45,156,200,216,374,592,2958,1424,4383,10953,10964,21920,1170,1235,2409,7815,7865,15675,3957,4042,7998,Dural - Wisemans Ferry
11503,9893,9823,19711,5288,2869,8152,1118,2721,3836,331,310,643,238,246,481,6970,6143,13113,2220,2988,5200,3.4,4.0,3.7,70.5,62.5,66.5,68.1,60.1,64.1,247,315,561,108,233,333,755,1317,2068,785,1239,2018,3380,1321,4700,71,193,267,194,293,493,3641,1810,5454,10039,9863,19907,1182,1194,2378,7367,7141,14509,3423,3519,6941,Hawkesbury
11504,12395,12658,25058,7493,4060,11551,1445,3678,5119,295,383,680,323,356,676,9554,8479,18033,2366,3711,6077,3.4,4.2,3.7,77.1,67.0,72.0,74.5,64.2,69.2,698,628,1324,162,254,413,1790,2500,4292,1148,1550,2699,3214,1261,4472,65,186,253,217,357,579,3499,1804,5297,13095,13043,26140,2419,2460,4880,8280,8225,16506,6497,6614,13108,Rouse Hill - McGraths Hill
11601,53287,53991,107280,25819,15471,41285,6514,10477,16996,1578,1627,3205,2452,2362,4816,36366,29942,66306,14261,21370,35633,6.7,7.9,7.3,68.2,55.5,61.8,63.6,51.1,57.3,3113,2986,6098,546,725,1267,7322,9303,16623,4593,5120,9718,9907,4886,14791,408,768,1176,878,1248,2123,11193,6901,18094,53338,53740,107078,8680,8229,16912,35863,36645,72504,23016,22253,45273,Blacktown
11602,34840,35157,70004,20110,12277,32382,3798,8596,12387,922,1154,2078,1281,1399,2682,26111,23424,49540,7414,10455,17867,4.9,6.0,5.4,74.9,66.6,70.8,71.3,62.7,66.9,2943,2646,5589,505,667,1170,6260,8097,14355,3222,3830,7056,6164,3129,9288,234,465,700,571,816,1387,6960,4413,11372,35708,36453,72160,6713,6733,13448,21713,21913,43632,18119,18736,36849,Blacktown - North
11603,41045,43988,85030,18567,11009,29575,4576,7655,12231,1273,1265,2535,2217,2284,4499,26626,22213,48838,11845,19007,30855,8.3,10.3,9.2,64.9,50.5,57.4,59.5,45.3,52.1,1337,1264,2600,231,351,579,4195,5582,9775,2811,3563,6368,7308,4369,11680,388,792,1177,721,1048,1766,8410,6204,14620,43166,44949,88117,6518,6876,13394,29354,30501,59854,17334,18318,35653,Mount Druitt
11701,19174,19597,38768,9191,6140,15328,2442,4038,6483,552,613,1167,714,643,1351,12891,11437,24333,4872,6803,11675,5.5,5.6,5.6,67.2,58.4,62.8,63.5,55.1,59.3,1448,1393,2836,185,328,513,3207,3913,7116,1571,1953,3525,3138,1375,4510,121,192,313,284,431,712,3542,1995,5536,17173,17653,34827,3837,3644,7480,10612,11271,21880,9567,9209,18776,Botany
11703,103486,96080,199572,48757,35482,84238,13900,17771,31672,2470,2833,5304,3968,3694,7663,69094,59778,128873,20539,25202,45740,5.7,6.2,5.9,66.8,62.2,64.6,62.9,58.4,60.7,12449,12268,24716,2105,2535,4636,28856,29863,58722,8416,8437,16847,7636,3627,11269,455,524,980,1117,1281,2400,9216,5434,14650,64748,59389,124135,28534,29452,57985,30234,27123,57352,62010,60598,122612,Sydney Inner City
11702,22971,23988,46956,11398,9287,20682,3186,5087,8265,557,765,1323,839,728,1571,15974,15866,31840,5043,6285,11327,5.3,4.6,4.9,69.5,66.1,67.8,65.9,63.1,64.5,2120,2651,4765,500,868,1367,5337,6597,11943,1874,2206,4075,2756,1315,4071,125,189,317,315,410,732,3204,1919,5122,19411,19942,39353,4536,4818,9354,12184,12404,24588,11047,11670,22713,Marrickville - Sydenham - Petersham
11801,50253,56344,106594,26588,19894,46481,6447,11861,18308,1129,1693,2820,1277,1281,2554,35434,34723,70160,9618,15782,25394,3.6,3.7,3.6,70.5,61.6,65.8,68.0,59.4,63.4,6387,6403,12799,1120,1668,2784,15797,18329,34125,3688,5748,9432,4213,1989,6205,169,288,460,714,1158,1873,5103,3427,8537,41459,45167,86625,11035,12327,23368,23811,26323,50131,26904,29655,56558,Eastern Suburbs - North
11802,58494,61195,119690,25847,19256,45103,7110,12853,19960,1326,1888,3215,2042,2001,4046,36324,35997,72319,17646,20646,38290,5.6,5.6,5.6,62.1,58.8,60.4,58.6,55.6,57.0,6238,6411,12650,950,1658,2610,13265,16333,29601,4048,5852,9906,7447,2966,10409,251,464,714,780,1243,2026,8478,4676,13154,47663,50833,98491,12776,13569,26341,28358,31114,59474,30223,31356,61582,Eastern Suburbs - South
11901,65520,69222,134748,26629,15532,42160,8551,12739,21295,1975,1883,3856,3159,2686,5846,40316,32847,73165,21318,32323,53638,7.8,8.2,8.0,61.5,47.5,54.3,56.7,43.6,50.0,2579,2479,5060,513,782,1295,7912,9357,17270,4895,6681,11578,11889,5219,17110,429,901,1331,1073,1745,2821,13389,7863,21259,67576,70160,137738,9569,9764,19335,46869,48600,95461,26208,27183,53395,Bankstown
11902,54269,53763,108033,21218,11867,33086,8491,9993,18487,1687,1427,3107,2799,2319,5124,34188,25609,59797,16745,24893,41638,8.2,9.1,8.6,63.0,47.6,55.4,57.9,43.3,50.6,3329,2786,6111,478,680,1161,7944,8418,16364,4338,4987,9321,7052,3451,10506,318,577,900,829,1229,2056,8202,5263,13466,53067,52725,105789,9185,8370,17554,35040,35792,70835,23959,22213,46177,Canterbury
11903,51003,55028,106028,22242,14053,36299,7439,11990,19428,1354,1563,2916,2179,2133,4318,33222,29738,62962,15504,22801,38303,6.6,7.2,6.9,65.1,54.0,59.4,60.8,50.2,55.3,4330,4091,8416,641,978,1618,9892,11111,21005,4342,5694,10035,7338,3267,10606,283,539,819,853,1481,2336,8471,5283,13756,48611,51475,100082,8847,9365,18209,32745,34912,67657,22563,23828,46387,Hurstville
