SA3_MAIN11,Singapore_Before_1941,Singapore_1941_1950,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2005,Singapore_2006,Singapore_2007,Singapore_2008,Singapore_2009,Singapore_2010,Singapore_2011,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1941,South_Africa_1941_1950,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2005,South_Africa_2006,South_Africa_2007,South_Africa_2008,South_Africa_2009,South_Africa_2010,South_Africa_2011,South_Africa_Yr_arrival_ns,South_Africa_Tot,SE_Europe_nfd_Before_1941,SE_Europe_nfd_1941_1950,SE_Europe_nfd_1951_1960,SE_Europe_nfd_1961_1970,SE_Europe_nfd_1971_1980,SE_Europe_nfd_1981_1990,SE_Europe_nfd_1991_2000,SE_Europe_nfd_2001_2005,South_Eastern_Europe_nfd_2006,South_Eastern_Europe_nfd_2007,South_Eastern_Europe_nfd_2008,South_Eastern_Europe_nfd_2009,South_Eastern_Europe_nfd_2010,South_Eastern_Europe_nfd_2011,SE_Europe_nfd_arrival_ns,SE_Europe_nfd_Total,Sri_Lanka_Before_1941,Sri_Lanka_1941_1950,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2005,Sri_Lanka_2006,Sri_Lanka_2007,Sri_Lanka_2008,Sri_Lanka_2009,Sri_Lanka_2010,Sri_Lanka_2011,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1941,Thailand_1941_1950,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2005,Thailand_2006,Thailand_2007,Thailand_2008,Thailand_2009,Thailand_2010,Thailand_2011,Thailand_Yr_arrival_ns,Thailand_Tot,Turkey_Before_1941,Turkey_1941_1950,Turkey_1951_1960,Turkey_1961_1970,Turkey_1971_1980,Turkey_1981_1990,Turkey_1991_2000,Turkey_2001_2005,Turkey_2006,Turkey_2007,Turkey_2008,Turkey_2009,Turkey_2010,Turkey_2011,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1941,United_Kingdom_1941_1950,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2005,United_Kingdom_2006,United_Kingdom_2007,United_Kingdom_2008,United_Kingdom_2009,United_Kingdom_2010,United_Kingdom_2011,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1941,USA_1941_1950,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2005,United_States_America_2006,United_States_America_2007,United_States_America_2008,United_States_America_2009,United_States_America_2010,United_States_America_2011,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1941,Vietnam_1941_1950,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2005,Vietnam_2006,Vietnam_2007,Vietnam_2008,Vietnam_2009,Vietnam_2010,Vietnam_2011,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1941,Born_elsewhere_1941_1950,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2005,Born_elsewhere_2006,Born_elsewhere_2007,Born_elsewhere_2008,Born_elsewhere_2009,Born_elsewhere_2010,Born_elsewhere_2011,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1941,Tot_1941_1950,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2005,Tot_2006,Tot_2007,Tot_2008,Tot_2009,Tot_2010,Tot_2011,Tot_Yr_arrival_NS,Tot_Tot,SA3_NAME11
12703,0,0,0,4,14,24,14,8,11,9,0,0,3,0,3,90,0,0,0,7,50,121,83,68,10,8,5,3,3,0,10,368,0,4,11,90,64,29,343,82,3,3,0,0,3,0,14,646,0,0,6,26,37,107,106,50,14,19,22,15,8,6,5,421,0,0,0,0,15,75,67,20,3,7,17,8,3,3,12,230,0,0,0,48,97,65,86,49,4,4,21,0,19,5,18,416,20,63,224,652,272,195,128,63,29,35,27,22,32,3,98,1863,0,0,0,3,14,15,34,25,6,7,8,7,12,0,6,137,0,0,3,3,279,958,545,121,19,42,41,40,26,16,131,2224,3,88,135,511,1249,1847,2271,1319,271,279,295,210,220,124,312,9134,35,399,1440,3108,3838,7753,11033,5750,1346,1334,1782,1396,922,706,1560,42402,Liverpool
12801,3,0,5,22,19,41,17,15,5,0,4,0,8,3,6,148,0,0,7,23,107,103,87,80,11,25,48,34,25,4,11,565,0,3,5,38,11,6,20,3,3,0,0,0,0,0,0,89,0,0,4,6,11,8,7,3,0,4,3,0,4,0,3,53,0,0,0,3,0,24,52,38,10,4,14,14,5,6,5,175,0,0,0,13,16,19,16,4,0,0,0,0,7,3,0,78,69,230,511,1095,654,572,439,352,115,127,116,93,91,48,226,4738,4,6,4,36,46,57,87,48,13,10,6,20,21,7,26,391,0,0,0,4,64,76,25,12,0,0,3,4,6,0,6,200,5,87,175,365,542,419,446,319,89,102,86,82,74,37,94,2922,124,616,1824,2930,2506,2951,2747,1720,450,495,553,457,442,215,784,18814,Cronulla - Miranda - Caringbah
12802,0,0,4,17,17,30,24,17,0,6,3,3,0,3,3,127,0,0,6,22,91,151,174,135,7,14,28,29,18,5,25,705,3,3,8,37,17,12,8,3,0,0,0,0,0,0,0,91,0,3,0,7,15,23,23,4,0,0,0,3,4,0,3,85,0,0,4,4,8,19,32,20,8,10,5,18,7,0,10,145,0,3,0,3,18,13,6,0,3,0,0,0,0,0,4,50,49,160,474,1172,760,658,538,441,63,91,90,83,74,22,199,4874,0,0,9,22,58,43,71,47,14,11,11,9,15,9,14,333,0,0,3,0,72,69,15,6,0,6,0,3,3,0,13,190,6,63,149,376,513,420,428,298,69,87,97,62,53,23,78,2722,75,434,1510,3015,2734,3026,2767,1636,293,359,395,338,289,115,659,17645,Sutherland - Menai - Heathcote
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,3,6,15,3,12,0,0,0,0,0,3,0,0,3,45,Migratory - Offshore - Shipping (NSW)
19999,0,0,0,0,3,0,4,3,0,0,3,0,3,6,3,25,0,0,0,0,6,18,3,8,0,0,3,0,0,14,13,65,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,4,4,3,3,7,0,0,3,0,24,0,0,0,4,5,5,5,4,0,0,0,0,0,0,5,28,4,14,56,131,83,54,29,21,8,8,21,12,44,127,77,689,0,0,0,0,5,6,14,6,7,3,9,3,10,29,11,103,0,0,0,0,7,23,10,5,5,3,6,0,7,3,15,84,0,7,6,18,51,61,64,55,13,16,26,36,50,84,118,605,7,42,122,247,257,334,279,240,63,92,136,139,218,462,482,3120,Special Purpose Codes SA3 (NSW)
20101,0,0,0,0,10,4,7,12,0,0,3,8,3,0,0,47,0,3,3,5,23,16,33,49,11,5,21,3,3,7,10,192,0,4,11,15,3,3,0,0,0,0,0,0,0,0,0,36,0,3,4,3,3,9,12,5,9,10,8,4,8,3,5,86,0,0,0,3,3,0,8,17,6,3,0,0,0,3,7,50,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,9,16,137,456,754,404,244,149,115,29,35,44,43,33,16,143,2618,3,0,12,7,32,31,37,43,3,3,3,8,3,11,3,199,0,0,0,0,7,21,7,6,4,8,0,0,4,0,0,57,0,74,89,64,102,99,108,190,60,82,91,72,64,28,67,1190,22,371,1367,1209,884,780,725,825,260,303,324,332,293,170,399,8264,Ballarat
20102,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,9,0,0,3,5,8,7,5,10,3,0,0,3,3,0,0,47,0,0,6,38,15,5,0,0,0,0,0,0,0,0,0,64,0,0,3,0,0,3,3,0,0,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,4,4,3,4,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,13,52,238,422,239,142,80,55,16,10,10,5,8,4,43,1337,0,0,4,3,16,15,15,7,6,0,3,14,0,0,6,89,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,9,0,27,51,81,88,58,29,11,6,3,0,0,3,3,29,389,22,129,626,815,544,379,241,135,60,29,26,56,29,22,145,3258,Creswick - Daylesford - Ballan
20103,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,5,0,0,0,0,5,0,0,17,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,63,230,436,192,84,27,22,10,9,0,3,11,3,48,1147,0,0,0,7,15,5,4,3,0,0,0,0,4,0,0,38,0,0,0,4,4,3,0,0,0,0,0,0,0,0,4,15,0,21,30,37,29,22,10,9,0,5,0,0,3,0,13,179,15,121,461,620,345,227,84,71,26,26,18,22,28,12,101,2177,Maryborough - Pyrenees
20201,0,0,0,6,6,3,5,4,4,0,0,3,0,0,3,34,0,0,0,0,19,18,40,14,4,6,23,6,6,0,10,146,0,3,0,4,3,0,0,0,0,0,0,0,0,0,3,13,0,0,3,17,6,17,24,19,9,16,8,9,9,0,5,142,0,0,0,0,0,3,12,16,6,28,22,53,16,10,8,174,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,16,104,293,520,289,174,126,80,32,13,25,24,25,9,108,1838,0,0,3,5,25,4,17,16,5,8,3,7,4,6,6,109,0,0,0,0,0,7,5,6,0,7,5,0,0,0,11,41,4,29,48,57,75,50,75,102,31,54,76,95,53,17,44,810,35,234,663,832,656,592,581,530,177,227,327,339,230,97,301,5821,Bendigo
20202,0,0,0,4,5,0,0,0,4,0,0,0,0,0,0,13,0,0,3,6,7,21,31,7,0,3,3,0,0,3,0,84,0,4,0,14,3,0,0,0,0,0,0,0,0,0,4,25,0,0,0,3,5,3,3,0,0,0,0,0,0,0,3,17,0,0,0,0,0,7,3,0,0,0,0,0,3,3,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,90,360,628,342,213,166,140,27,5,39,13,12,0,124,2172,0,0,0,11,34,14,15,24,5,4,3,4,3,3,4,124,0,0,3,0,0,3,0,0,0,0,0,0,0,0,37,43,3,23,77,95,69,59,42,47,18,7,8,6,6,3,58,521,37,226,829,1035,709,538,456,310,98,37,82,48,42,21,355,4823,Heathcote - Castlemaine - Kyneton
20203,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,12,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,78,103,52,24,9,8,3,6,0,0,0,3,20,327,0,0,0,0,0,9,6,0,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,17,18,11,10,4,6,0,4,0,0,0,0,5,84,6,39,163,201,120,77,44,34,13,14,13,20,4,3,36,787,Loddon - Elmore
20301,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,4,0,0,0,0,0,0,0,0,15,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,123,237,131,110,41,48,21,18,11,15,0,5,41,826,0,0,5,7,3,10,3,0,0,0,0,0,4,3,0,35,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,22,30,26,21,17,5,0,0,3,3,5,0,10,146,0,53,319,384,248,232,142,95,33,25,33,33,23,14,93,1727,Barwon - West
20302,0,0,3,8,23,30,28,68,12,13,7,3,9,6,9,219,0,3,3,31,76,66,64,75,21,14,31,19,19,12,10,444,0,11,91,237,113,24,51,0,0,0,0,0,0,0,25,552,0,0,4,12,15,39,35,24,25,24,31,24,11,9,8,261,0,0,0,0,10,26,36,46,7,28,53,44,40,23,32,345,0,0,3,34,34,19,13,12,3,0,4,5,3,0,12,142,62,346,1236,2571,1076,725,386,357,127,102,124,116,105,54,357,7744,0,5,6,19,56,37,59,61,17,24,20,23,13,17,14,371,0,0,0,0,44,129,56,24,3,10,13,20,13,14,37,363,8,269,545,587,398,361,345,395,121,131,200,230,295,98,221,4204,100,1249,4784,5998,2947,2750,2466,2073,727,751,1034,990,918,463,1443,28693,Geelong
20303,4,0,0,4,9,7,5,0,0,0,0,3,0,0,3,35,3,3,8,7,35,37,26,32,0,17,8,12,14,0,4,206,0,3,4,11,4,3,0,0,3,0,0,0,0,0,4,32,0,0,3,4,3,3,4,3,3,0,0,0,0,0,0,23,0,0,0,0,0,4,8,0,0,0,4,7,4,5,5,37,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,12,35,184,556,992,482,323,203,231,63,86,74,61,47,40,169,3546,0,3,0,18,39,37,37,23,13,4,12,9,10,10,3,218,0,0,0,3,8,3,0,0,0,0,0,0,4,0,0,18,9,54,110,100,76,55,53,43,22,11,15,15,18,5,28,614,62,432,1434,1606,956,750,554,463,173,182,175,174,150,97,347,7555,Surf Coast - Bellarine Peninsula
20401,0,0,0,5,10,0,4,0,0,0,0,0,3,0,4,26,0,0,8,9,19,16,13,16,0,0,3,0,3,0,3,90,0,0,5,14,3,3,3,0,0,0,0,0,0,0,0,28,0,0,5,11,0,0,4,5,0,0,0,0,0,0,0,25,0,0,0,3,0,4,9,8,0,3,7,0,3,4,4,45,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,22,107,374,695,307,146,102,60,17,32,19,29,24,23,114,2071,0,0,0,8,20,17,22,19,0,0,4,5,4,4,5,108,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,3,48,95,98,94,55,51,28,13,14,10,11,29,10,27,586,34,289,1017,1177,711,496,385,260,60,100,126,115,169,110,302,5351,Upper Goulburn Valley
20402,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,9,0,0,0,3,6,10,3,15,11,4,6,9,0,3,0,70,0,0,7,12,7,0,0,0,0,0,0,0,0,0,0,26,0,0,0,3,3,3,3,0,7,8,4,0,0,0,4,35,0,0,0,0,0,0,0,4,0,0,0,3,4,0,4,15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,13,73,232,365,143,74,57,51,0,0,10,10,4,3,73,1108,0,0,0,5,17,9,14,9,0,0,5,0,3,0,0,62,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,10,3,45,61,57,46,34,39,30,4,10,9,10,4,7,6,365,41,253,824,721,367,290,233,201,50,60,97,58,49,46,174,3464,Wangaratta - Benalla
20403,0,0,0,0,8,3,3,4,0,0,0,3,0,0,5,26,0,0,3,9,22,8,16,29,9,11,7,11,7,0,0,132,0,4,40,33,10,3,0,0,0,0,0,0,0,0,3,93,0,0,5,3,3,0,3,17,4,12,14,10,7,3,0,81,0,0,3,3,0,4,12,9,3,3,3,3,5,3,3,54,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,9,9,133,354,578,326,220,126,95,42,32,30,30,23,8,103,2109,0,3,0,14,29,15,16,15,3,3,4,3,0,7,10,122,0,0,0,0,3,3,4,3,0,0,0,0,0,3,7,23,4,99,190,171,132,72,75,64,15,14,57,60,52,42,64,1111,35,423,1409,1293,814,654,512,370,137,148,166,184,146,90,365,6746,Wodonga - Alpine
20501,0,0,3,0,5,0,0,3,3,3,0,0,0,0,0,17,0,0,0,3,23,21,19,17,3,0,10,13,3,0,7,119,0,3,0,18,3,0,0,0,0,0,0,0,0,0,0,24,0,0,0,7,6,5,9,4,0,4,0,3,0,0,4,42,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,16,99,344,583,330,151,78,87,13,8,23,14,21,5,67,1839,0,0,3,5,26,6,22,20,0,3,3,3,3,0,3,97,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,12,5,30,43,78,75,53,25,42,11,5,9,12,30,10,26,454,27,245,898,922,639,477,348,289,70,56,76,102,97,41,189,4476,Baw Baw
20502,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,4,5,19,6,23,18,3,0,0,6,0,0,0,84,0,3,6,9,0,0,0,0,0,0,0,0,0,0,3,21,0,0,6,3,4,3,0,3,0,0,0,4,0,0,0,23,0,0,0,0,0,3,0,5,3,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,156,410,693,279,143,68,84,15,15,12,17,16,12,104,2054,0,3,3,7,21,12,11,18,3,0,3,8,4,0,3,96,0,0,0,0,4,7,7,0,3,0,0,0,0,0,0,21,0,39,68,85,67,45,16,38,5,4,8,4,5,4,13,401,45,315,1028,1070,586,394,275,263,66,57,53,81,50,35,234,4552,Gippsland - East
20503,0,0,0,4,0,4,0,7,0,3,0,0,0,0,3,21,0,0,0,9,28,18,6,22,5,6,7,4,9,7,0,121,0,3,9,8,6,0,4,0,0,0,0,0,0,0,4,34,0,3,6,14,14,9,3,3,3,0,3,0,0,4,3,65,0,0,0,0,4,3,8,8,0,0,3,6,4,0,8,44,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,39,191,626,1133,514,258,110,100,18,15,15,25,23,19,183,3269,0,0,0,8,24,22,18,18,3,0,7,4,4,0,0,108,0,0,0,0,9,3,8,4,3,0,5,0,0,0,0,32,0,49,91,127,77,66,41,46,24,20,31,32,21,20,20,665,69,407,1636,1785,975,747,395,392,91,113,132,123,151,99,365,7480,Gippsland - South West
20504,0,0,0,3,0,0,3,12,5,3,0,4,5,10,0,45,3,3,0,0,12,9,30,18,8,12,18,3,0,11,7,134,0,6,19,27,9,4,0,0,0,0,0,0,0,0,0,65,0,3,3,11,0,6,8,5,18,3,6,6,4,0,3,76,0,0,0,0,0,6,5,4,3,3,9,0,0,0,3,33,0,0,3,0,5,4,0,0,0,0,0,0,0,0,0,12,28,285,815,903,343,286,70,75,26,12,17,16,23,17,191,3107,0,0,0,9,26,7,16,17,5,4,8,5,3,4,0,104,0,0,0,0,3,13,14,7,0,3,3,0,3,0,3,49,3,87,129,160,141,86,90,177,70,75,87,69,43,31,79,1327,46,685,2437,1859,934,938,577,572,211,231,267,267,243,144,502,9913,Latrobe Valley
20505,0,0,0,0,0,4,10,0,0,0,0,0,0,0,4,18,0,0,7,6,9,4,5,7,11,3,14,6,12,0,0,84,0,6,0,15,7,3,0,0,0,0,0,0,0,0,3,34,0,0,3,9,0,7,0,4,3,0,3,0,8,0,12,49,0,0,0,0,3,3,3,4,3,3,5,6,0,3,0,33,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,15,18,79,289,501,211,112,67,51,33,20,23,12,9,6,97,1528,0,0,0,15,18,8,12,8,5,0,0,0,10,0,4,80,0,0,0,0,3,13,10,3,3,0,0,4,0,0,87,123,0,46,38,53,58,28,43,40,5,8,7,8,14,7,55,410,27,251,770,817,502,368,314,246,112,71,107,109,107,64,438,4303,Wellington
20601,0,0,0,8,11,36,36,41,3,15,14,10,14,10,0,198,0,0,3,4,31,42,30,23,7,6,14,12,21,7,6,206,0,6,10,25,10,3,3,3,3,0,0,0,0,0,0,63,0,0,4,13,34,40,37,34,11,18,17,25,16,8,16,273,0,0,0,0,9,22,33,36,15,7,11,8,9,4,6,160,0,0,0,107,216,130,54,24,6,10,11,23,3,5,18,607,18,34,153,333,260,325,282,252,68,72,70,73,99,42,113,2194,0,3,10,21,47,51,59,49,20,21,21,19,26,23,28,398,0,0,3,0,92,181,91,26,6,14,17,14,15,15,21,495,3,55,121,234,409,414,421,415,188,353,558,559,307,211,169,4417,55,316,2917,4548,2689,2564,2250,2139,768,1116,1406,1499,1153,747,1114,25281,Brunswick - Coburg
20602,0,0,0,3,9,13,10,10,6,4,0,0,0,0,4,59,0,0,0,6,18,47,17,14,4,10,0,12,3,4,0,135,0,3,14,26,12,0,3,3,0,0,0,0,0,3,0,64,0,0,3,14,13,18,26,11,9,10,6,9,3,3,4,129,0,0,0,0,0,21,14,20,4,11,14,9,4,4,5,106,0,0,3,12,13,7,4,4,3,0,0,0,5,0,0,51,9,32,113,264,240,258,213,191,42,46,59,60,48,32,80,1687,0,0,0,15,37,37,53,39,7,11,17,14,13,10,11,264,0,0,0,0,95,170,93,32,8,14,10,20,9,3,21,475,0,45,73,130,214,238,202,195,60,90,142,120,77,51,66,1703,33,224,1677,2777,1460,1499,1303,1148,377,547,625,542,416,240,668,13536,Darebin - South
20603,0,0,0,3,16,17,18,44,16,6,8,0,9,3,7,147,0,3,0,4,9,16,23,13,4,3,5,5,10,4,8,107,0,6,11,21,9,3,3,0,0,3,7,0,0,0,0,63,0,0,0,14,24,44,28,18,10,8,23,9,22,7,10,217,0,0,0,0,10,11,15,20,4,7,15,12,16,3,3,116,0,0,0,14,48,30,19,9,3,3,3,6,0,5,6,146,15,52,167,349,227,186,141,115,42,32,52,59,42,38,73,1590,0,0,6,8,28,25,31,29,6,7,7,12,22,14,7,202,0,0,3,0,148,371,251,62,8,21,27,28,13,10,57,999,0,91,97,191,257,310,712,537,123,162,188,190,168,82,126,3234,42,351,1714,2205,1435,1797,2035,1742,540,744,882,783,701,413,658,16042,Essendon
20604,0,0,3,12,27,81,151,309,95,150,190,249,229,244,95,1835,0,3,0,11,41,60,83,58,15,21,18,26,21,17,18,392,0,0,5,20,6,3,15,3,0,0,3,0,0,0,3,58,0,0,8,5,22,93,60,49,24,29,26,31,46,33,20,446,0,0,0,0,5,40,76,148,51,88,76,129,113,63,65,854,0,0,0,31,44,29,26,17,0,9,11,8,3,3,11,192,15,70,213,381,351,393,319,323,106,122,135,196,303,240,179,3346,0,0,9,25,45,96,91,100,34,35,58,90,108,96,45,832,0,0,0,4,240,352,211,77,40,47,57,74,66,29,80,1277,18,57,97,147,255,596,1183,894,298,379,498,700,759,592,340,6813,71,275,885,1215,1692,3491,5020,6354,2380,3115,3819,4787,5348,3826,2248,44526,Melbourne City
20605,0,0,5,11,17,47,40,52,8,10,18,20,15,16,10,269,0,0,6,24,77,186,115,83,27,26,52,23,18,15,12,664,0,0,15,51,13,17,18,0,0,0,0,0,0,0,3,117,0,0,8,17,33,56,28,20,10,8,10,14,8,3,3,218,0,0,0,3,6,19,40,48,8,18,24,29,14,9,12,230,0,0,0,22,34,28,21,11,4,3,5,4,7,8,6,153,15,82,279,652,568,589,470,634,221,250,320,377,459,299,240,5455,0,3,4,37,102,104,131,119,59,39,74,98,125,101,35,1031,0,0,0,0,68,73,25,23,6,4,20,20,7,13,13,272,9,155,220,313,683,761,1203,572,188,252,289,302,371,183,212,5713,65,427,1412,2556,2564,3428,3621,3233,1198,1452,1795,2044,2150,1380,1151,28476,Port Phillip
20701,3,3,17,29,115,152,157,144,28,38,28,38,49,31,33,865,4,0,11,47,137,211,202,170,24,27,44,35,27,12,28,979,0,10,19,38,17,7,23,9,7,0,0,0,0,0,7,137,0,5,18,85,167,274,144,97,52,71,54,57,43,21,37,1125,0,0,0,8,18,30,62,96,35,37,34,63,29,17,23,452,0,0,0,20,43,23,17,3,4,3,4,3,3,0,11,134,113,236,649,1172,802,691,681,525,146,156,185,159,224,139,266,6144,3,3,13,68,120,115,222,149,62,46,52,44,74,57,45,1073,0,0,0,8,464,409,118,62,26,38,69,96,67,25,45,1427,51,346,433,400,537,925,938,522,157,220,282,320,331,257,196,5915,311,1181,3604,4374,4451,6839,6357,4657,1572,1892,2242,2409,2153,1247,1738,45027,Boroondara
20702,0,0,4,17,42,138,141,174,38,42,28,15,26,8,19,692,0,0,4,11,68,172,250,223,43,62,90,66,63,30,47,1129,0,4,29,47,16,5,8,0,0,0,3,0,0,0,3,115,0,3,18,43,36,189,129,69,14,26,31,12,16,6,14,606,0,3,4,3,4,11,19,15,6,6,5,3,3,4,8,94,0,3,6,24,87,31,15,16,3,0,0,3,0,0,3,191,47,117,332,463,279,262,170,177,34,44,55,36,50,15,86,2167,3,3,4,10,32,36,52,45,14,4,8,16,10,10,8,255,0,0,0,0,344,332,91,16,9,3,15,5,10,8,48,881,7,192,420,313,467,906,971,503,141,112,132,143,154,72,127,4660,123,810,4272,4192,3283,6332,5945,3619,808,964,1090,1011,904,433,1193,34979,Manningham - West
20703,0,0,5,16,50,76,70,83,19,16,38,20,24,24,10,451,0,4,6,18,75,77,92,93,10,14,30,16,11,10,14,470,0,0,27,26,10,5,16,7,0,0,0,0,0,0,0,91,0,8,23,83,69,231,175,106,57,89,105,101,60,29,30,1166,0,0,0,4,8,34,51,53,12,24,15,38,21,9,14,283,0,0,3,5,16,11,10,3,0,3,3,3,3,0,0,60,54,164,479,739,438,361,261,215,43,56,34,56,57,39,145,3141,0,3,7,23,43,39,57,57,5,12,12,24,14,15,16,327,0,0,0,0,433,439,128,43,28,21,31,76,46,21,69,1335,18,153,282,254,387,496,528,403,146,156,168,186,216,178,123,3694,104,570,2286,2883,2650,4585,4436,4028,1196,1593,1999,2260,1924,1036,1333,32883,Whitehorse - West
20801,0,5,5,3,34,20,50,31,5,18,4,12,9,10,12,218,0,0,6,20,90,179,225,195,39,62,102,29,38,15,29,1029,0,4,19,18,17,12,17,0,0,0,0,0,0,0,0,87,0,9,17,57,61,58,32,11,5,0,6,0,0,3,5,264,0,0,0,0,12,18,24,13,13,13,3,7,3,5,8,119,0,3,3,16,44,29,23,6,0,0,0,0,4,0,6,134,79,232,619,1005,685,686,781,825,242,209,273,249,344,177,289,6695,3,3,14,43,51,77,145,105,52,40,47,57,117,59,31,844,0,0,0,6,42,36,6,8,4,0,5,6,4,5,0,122,18,214,293,298,526,628,808,336,93,125,120,153,110,96,137,3955,185,786,2058,2690,2464,3033,3365,2348,634,688,930,848,984,569,896,22478,Bayside
