gml_id,sa3_name16,sa3_code16,num_pns_pres_cen_ngt_1_fam_hh,nu_pn_pre_cen_ngt_1_no_fam_hh,num_pns_pres_cen_ngt_1_tot,num_pns_pres_cen_ngt_2_fam_hh,nu_pn_pre_cen_ngt_2_no_fam_hh,num_pns_pres_cen_ngt_2_tot,num_pns_pres_cen_ngt_3_fam_hh,nu_pn_pre_cen_ngt_3_no_fam_hh,num_pns_pres_cen_ngt_3_tot,num_pns_pres_cen_ngt_4_fam_hh,nu_pn_pre_cen_ngt_4_no_fam_hh,num_pns_pres_cen_ngt_4_tot,num_pns_pres_cen_ngt_5_fam_hh,nu_pn_pre_cen_nt_5_non_fam_hh,nu_pn_pre_cen_ngt_5_tot,num_pn_pres_cen_ngt_6_fam_hh,nu_pn_pre_ce_ngt_6_no_fam_hh,num_pns_pres_cen_ngt_6_tot,tot_family_households,tot_non_family_households,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d00,Fairfield,"12702","515","8127","8647","11230","1577","12808","9737","680","10419","10256","488","10747","6393","308","6701","6037","168","6201","44170","11350","55518"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cff,Liverpool,"12703","499","6649","7147","7715","1483","9197","6437","653","7096","7129","508","7642","3787","240","4022","2689","112","2801","28251","9644","37895"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cfe,Cronulla - Miranda - Caringbah,"12801","798","10081","10879","11704","1852","13552","6095","461","6555","6463","267","6728","2885","89","2973","1155","51","1207","29096","12807","41902"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cfd,Sutherland - Menai - Heathcote,"12802","635","6250","6880","10002","949","10953","6412","277","6696","7596","173","7763","3364","85","3448","1304","20","1324","29319","7750","37067"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cfc,Ballarat,"20101","658","11771","12431","11399","2343","13743","5319","653","5974","5215","438","5649","2289","143","2429","956","60","1017","25847","15402","41252"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cfb,Creswick - Daylesford - Ballan,"20102","228","3183","3409","3583","711","4297","1356","145","1499","1257","108","1361","604","41","638","304","25","323","7328","4208","11537"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cfa,Maryborough - Pyrenees,"20103","154","3450","3609","3431","573","4006","1170","123","1294","1008","58","1064","466","36","501","273","12","285","6512","4258","10768"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cf9,Bendigo,"20201","594","10727","11320","10695","2056","12757","4933","649","5585","4511","354","4866","2076","135","2205","949","78","1024","23759","14001","37757"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cf8,Heathcote - Castlemaine - Kyneton,"20202","355","5079","5436","5905","1090","6992","2326","272","2601","2282","164","2448","1011","65","1076","384","35","423","12265","6708","18977"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cf7,Loddon - Elmore,"20203","88","1443","1537","1473","315","1789","540","55","599","433","41","479","255","20","271","120","13","141","2919","1897","4816"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cf6,Barwon - West,"20301","117","1106","1224","2033","250","2279","953","62","1019","1163","54","1217","603","35","639","248","9","252","5110","1514","6627"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cf5,Geelong,"20302","1245","20754","21999","20700","3551","24245","10266","1117","11384","9574","633","10207","4061","292","4357","1703","178","1881","47555","26526","74074"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cf4,Surf Coast - Bellarine Peninsula,"20303","590","6715","7307","8838","1399","10237","3424","319","3743","3888","216","4104","1709","100","1803","563","32","600","19006","8783","27790"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cf3,Upper Goulburn Valley,"20401","445","6407","6852","6796","1337","8131","2493","311","2803","2303","198","2501","1074","117","1191","491","70","564","13606","8438","22042"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cf2,Wangaratta - Benalla,"20402","368","5824","6197","6088","1017","7104","2237","187","2427","2057","136","2192","956","64","1022","362","28","388","12066","7255","19326"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cf1,Wodonga - Alpine,"20403","569","7395","7967","8525","1667","10197","3549","449","3999","3324","407","3727","1517","170","1690","660","163","823","18149","10252","28397"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cf0,Baw Baw,"20501","316","4596","4913","5943","960","6901","2415","203","2617","2321","147","2468","1217","74","1291","567","32","595","12781","6014","18791"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cef,Marrickville - Sydenham - Petersham,"11702","438","6084","6520","5408","2100","7515","2924","863","3784","2410","437","2845","785","132","920","513","70","589","12482","9686","22165"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cee,Gippsland - East,"20502","390","5738","6127","6433","1223","7650","2028","245","2265","1778","162","1939","765","71","837","351","31","381","11745","7463","19212"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ced,Gippsland - South West,"20503","478","8030","8509","8362","1554","9920","2803","310","3113","2497","199","2698","1263","80","1342","534","30","564","15942","10201","26143"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cec,Latrobe Valley,"20504","542","9226","9772","8701","1567","10265","3890","462","4349","3363","255","3615","1427","95","1519","661","37","702","18585","11635","30226"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ceb,Wellington,"20505","347","5040","5385","5308","924","6233","2059","211","2273","1834","132","1965","935","84","1022","377","24","401","10857","6420","17283"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cea,Brunswick - Coburg,"20601","644","10065","10701","9098","3185","12289","4467","1423","5893","4099","701","4797","1361","230","1589","615","90","702","20285","15691","35971"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ce9,Darebin - South,"20602","401","6382","6779","5159","1696","6854","2766","675","3441","2831","350","3177","900","120","1022","302","37","341","12360","9249","21607"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ce8,Essendon,"20603","452","8012","8464","6628","1925","8555","3600","681","4277","3688","319","4009","1409","89","1493","492","42","534","16273","11068","27337"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ce7,Melbourne City,"20604","1009","23342","24352","14448","10974","25426","5061","4320","9384","2648","1732","4382","828","622","1455","449","348","797","24441","41350","65791"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ce6,Port Phillip,"20605","1132","20015","21143","13051","5408","18457","4613","1315","5922","3166","463","3625","942","151","1088","317","45","358","23214","27391","50603"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ce5,Stonnington - West,"20606","607","11934","12542","8303","3670","11979","2680","974","3660","1797","310","2104","633","89","727","196","22","221","14222","17004","31227"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ce4,Yarra,"20607","823","13101","13920","10454","4603","15061","4050","1757","5808","2959","839","3796","902","238","1138","387","81","467","19572","20611","40182"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ce3,Boroondara,"20701","1146","15004","16148","15860","3352","19208","8887","1128","10015","10444","687","11127","4382","268","4651","1530","111","1639","42244","20549","62794"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ce2,Manningham - West,"20702","583","6207","6790","9580","1101","10683","5635","381","6020","5648","250","5893","2343","118","2466","1107","52","1161","24893","8114","33014"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ce1,Whitehorse - West,"20703","614","9066","9680","9247","1870","11109","5848","896","6747","6064","530","6595","2437","299","2737","1060","189","1247","25273","12842","38118"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ce0,Bayside,"20801","794","8818","9612","10002","1451","11451","5434","384","5810","6392","277","6665","2442","84","2524","674","37","708","25736","11043","36776"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cdf,Darebin - North,"20902","553","9855","10415","9078","2335","11412","5218","1045","6258","4771","579","5352","1929","208","2132","1083","152","1232","22630","14175","36802"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cde,Nillumbik - Kinglake,"20903","424","3179","3601","5984","541","6519","3809","175","3983","4762","160","4925","2001","71","2070","706","34","739","17686","4155","21842"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cdd,Whittlesea - Wallan,"20904","959","11374","12334","17800","2549","20345","12884","1016","13904","14003","791","14791","6481","334","6819","3619","169","3787","55740","16233","71978"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cdc,Keilor,"21001","341","4550","4895","6312","774","7088","3503","232","3740","3689","152","3837","1528","69","1601","592","24","618","15968","5805","21772"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cdb,Macedon Ranges,"21002","210","1767","1979","3101","364","3464","1566","103","1675","1893","89","1989","853","31","879","348","18","367","7966","2380","10348"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cda,Banyule,"20901","785","10781","11567","12945","1845","14790","7186","580","7767","7570","348","7920","2847","157","3007","1082","74","1155","32420","13783","46205"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cd9,Moreland - North,"21003","411","7150","7560","7107","1355","8458","4269","512","4782","4064","372","4438","1744","168","1914","1135","119","1257","18729","9675","28407"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cd8,Sunbury,"21004","237","2890","3129","3897","535","4427","2374","174","2550","2435","117","2548","1093","45","1137","471","13","488","10510","3772","14278"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cd7,Tullamarine - Broadmeadows,"21005","610","7536","8144","10475","1602","12079","8520","680","9194","9529","583","10106","5401","326","5729","4384","231","4610","38918","10956","49868"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cd6,Knox,"21101","867","11020","11889","14991","1794","16778","9616","550","10173","10131","362","10496","4033","140","4169","1903","50","1948","41538","13914","55451"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cd5,Manningham - East,"21102","153","1263","1422","2306","228","2539","1400","68","1465","1803","59","1864","902","30","934","313","5","322","6886","1656","8542"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cd4,Maroondah,"21103","687","9690","10376","11343","1648","12984","6401","421","6820","6694","264","6951","2800","96","2898","1151","31","1186","29064","12147","41216"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cd3,Whitehorse - East,"21104","352","5056","5410","6160","742","6905","3533","260","3796","3992","163","4159","1564","64","1623","642","44","681","16240","6334","22575"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cd2,Yarra Ranges,"21105","982","10996","11981","15654","1890","17547","8432","504","8936","8891","380","9268","4012","167","4185","1833","71","1900","39807","14014","53818"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cd1,Cardinia,"21201","497","5899","6402","8667","1310","9975","5378","398","5774","5845","326","6176","2708","153","2860","1467","61","1521","24566","8144","32705"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cd0,Casey - North,"21202","610","7073","7684","10863","1349","12214","7357","485","7846","8525","376","8898","3923","184","4112","2536","123","2656","33811","9594","43408"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ccf,Casey - South,"21203","655","7201","7851","11687","1726","13414","9426","695","10117","11039","582","11622","5334","297","5631","4042","149","4188","42166","10652","52818"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cce,Dandenong,"21204","819","12829","13653","14597","2594","17197","10656","1159","11823","9919","837","10750","5081","464","5541","4183","340","4521","45260","18231","63489"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ccd,Monash,"21205","913","11744","12659","15918","2737","18656","10226","1529","11758","10755","1180","11935","4176","506","4686","2062","301","2363","44047","17995","62042"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ccc,Brimbank,"21301","709","10906","11613","14322","2408","16729","10558","1093","11649","10615","811","11428","5406","450","5857","4193","281","4472","45807","15946","61753"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ccb,Hobsons Bay,"21302","563","7923","8485","8754","1502","10252","5084","459","5543","5052","278","5330","1854","82","1938","860","48","906","22165","10288","32453"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cca,Maribyrnong,"21303","503","8632","9135","7831","2580","10412","4568","1038","5612","4214","559","4770","1560","248","1806","872","128","1006","19553","13187","32735"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cc9,Melton - Bacchus Marsh,"21304","687","8305","8993","11710","1900","13606","8603","664","9267","10180","528","10709","4695","246","4947","2895","115","3004","38766","11762","50530"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cc8,Wyndham,"21305","1064","10740","11799","15824","2579","18397","13631","1080","14713","14344","830","15170","6731","378","7105","4649","204","4860","56237","15809","72045"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cc7,Frankston,"21401","894","13995","14887","14040","2547","16592","7976","694","8669","7428","465","7892","3056","184","3242","1362","53","1420","34757","17948","52700"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cc6,Mornington Peninsula,"21402","1230","16069","17293","19215","2723","21934","7908","625","8530","7981","416","8399","3401","155","3555","1324","69","1393","41053","20053","61110"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cc5,Grampians,"21501","396","7936","8335","7833","1200","9032","2728","290","3019","2390","157","2550","1168","71","1242","487","44","532","15003","9706","24708"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cc4,Mildura,"21502","388","6072","6460","6099","1310","7410","2703","340","3042","2457","229","2689","1231","103","1339","647","73","718","13527","8126","21649"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cc3,Murray River - Swan Hill,"21503","205","4648","4855","4579","1044","5619","1689","287","1973","1437","147","1585","844","90","936","423","43","465","9175","6261","15443"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cc2,Campaspe,"21601","222","4094","4317","4715","788","5500","1812","138","1943","1669","124","1799","849","56","901","374","23","398","9639","5219","14861"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cc1,Moira,"21602","187","3303","3498","3776","686","4456","1374","130","1503","1156","82","1238","649","39","695","325","26","350","7471","4266","11733"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cc0,Shepparton,"21603","377","6557","6932","6747","1249","7998","3171","397","3570","3061","259","3315","1485","113","1594","855","64","924","15698","8641","24337"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cbf,Glenelg - Southern Grampians,"21701","227","4651","4876","4837","757","5593","1703","166","1870","1475","92","1569","689","35","725","287","33","315","9214","5724","14944"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cbe,Colac - Corangamite,"21703","254","4637","4886","4587","794","5382","1687","215","1899","1542","120","1659","836","37","876","410","38","444","9311","5842","15148"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cbd,Warrnambool,"21704","290","5544","5833","5926","1065","6996","2414","270","2686","2328","205","2528","1172","101","1273","529","59","589","12658","7245","19904"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cbc,Capalaba,"30101","440","4691","5126","7505","918","8418","4325","246","4577","4388","158","4545","1855","51","1906","1005","15","1024","19516","6081","25595"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cbb,Cleveland - Stradbroke,"30102","633","6619","7249","9767","1369","11135","4548","303","4852","4699","209","4904","1947","85","2027","1034","49","1082","22624","8622","31250"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cba,Wynnum - Manly,"30103","548","5379","5926","6965","1145","8109","4248","326","4569","4216","193","4414","1659","53","1716","735","15","754","18369","7115","25487"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cb9,Bald Hills - Everton Park,"30201","271","2781","3051","4387","576","4964","2436","190","2632","2559","100","2660","1021","44","1073","477","11","484","11157","3702","14861"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cb8,Chermside,"30202","475","7647","8120","7691","1602","9291","4028","506","4534","3656","195","3849","1524","63","1587","630","33","658","18002","10049","28049"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cb7,Nundah,"30203","273","4378","4649","4216","1059","5278","2238","332","2572","1816","120","1938","787","45","829","408","19","428","9738","5951","15686"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cb6,Sandgate,"30204","437","5686","6123","6145","1082","7218","3548","338","3889","3156","154","3307","1279","40","1325","696","24","718","15254","7325","22585"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cb5,Carindale,"30301","314","3993","4304","5051","900","5948","2930","368","3292","3040","178","3221","1256","73","1329","559","29","591","13143","5542","18684"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cb4,Holland Park - Yeronga,"30302","523","8497","9019","7229","2438","9672","3585","992","4577","3371","501","3876","1366","169","1534","566","83","648","16635","12687","29323"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cb3,Mt Gravatt,"30303","391","4690","5082","6230","1262","7488","3973","666","4638","4069","330","4394","1851","161","2015","1229","128","1357","17746","7236","24975"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cb2,Nathan,"30304","219","3173","3394","3534","790","4321","2016","327","2347","2182","252","2432","943","122","1062","500","82","581","9397","4739","14129"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cb1,Rocklea - Acacia Ridge,"30305","295","2551","2853","4596","800","5394","3531","352","3880","3769","245","4016","1819","103","1922","1225","57","1277","15232","4109","19341"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cb0,Mudgeeraba - Tallebudgera,"30905","224","1320","1544","2830","486","3313","1980","161","2141","2257","129","2383","962","39","1000","564","20","585","8812","2158","10968"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6caf,Glen Eira,"20802","934","14730","15660","14515","3083","17591","8479","1170","9652","9023","638","9662","3377","251","3628","1279","122","1398","37603","19989","57597"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cae,Kingston,"20803","899","12608","13506","12503","2008","14508","6919","503","7424","7169","294","7466","2514","107","2619","872","46","922","30881","15568","46451"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cad,Stonnington - East,"20804","301","4293","4587","4097","940","5035","2085","389","2474","2424","187","2617","1082","89","1173","283","27","312","10274","5924","16195"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cac,Nerang,"30906","414","4407","4816","6431","1241","7677","3974","366","4341","3974","257","4233","1766","76","1840","1071","41","1111","17640","6382","24023"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6cab,Ormeau - Oxenford,"30907","729","5064","5794","10680","2099","12779","7104","776","7875","7636","554","8192","3436","228","3662","2037","87","2127","31623","8808","40427"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6caa,Outback - South,"31503","188","2552","2743","2093","1547","3639","821","150","969","684","88","768","345","35","376","203","25","224","4331","4388","8720"
