yr,est_res_pop_ur_erp_30_jun_p_0_14_yrs_pr100,est_res_pop_ur_erp_30_jun_p_15_24_yrs_pr100,est_res_pop_ur_erp_30_jun_p_25_34_yrs_pr100,est_res_pop_ur_erp_30_jun_p_35_44_yrs_pr100,est_res_pop_ur_erp_30_jun_p_45_54_yrs_pr100,est_res_pop_ur_erp_30_jun_p_55_64_yrs_pr100,est_res_pop_ur_erp_30_jun_p_65_74_yrs_pr100,est_res_pop_ur_erp_30_jun_p_75_84_yrs_pr100,est_res_pop_ur_erp_30_jun_p_85_yrs_ov_pr100,est_res_pop_ur_erp_30_jun_m_0_4_yrs_num,est_res_pop_ur_erp_30_jun_m_5_9_yrs_num,est_res_pop_ur_erp_30_jun_m_10_14_yrs_num,est_res_pop_ur_erp_30_jun_m_15_19_yrs_num,est_res_pop_ur_erp_30_jun_m_20_24_yrs_num,est_res_pop_ur_erp_30_jun_m_25_29_yrs_num,est_res_pop_ur_erp_30_jun_m_30_34_yrs_num,est_res_pop_ur_erp_30_jun_m_35_39_yrs_num,est_res_pop_ur_erp_30_jun_m_40_44_yrs_num,est_res_pop_ur_erp_30_jun_m_45_49_yrs_num,est_res_pop_ur_erp_30_jun_m_50_54_yrs_num,est_res_pop_ur_erp_30_jun_m_55_59_yrs_num,est_res_pop_ur_erp_30_jun_m_60_64_yrs_num,est_res_pop_ur_erp_30_jun_m_65_69_yrs_num,est_res_pop_ur_erp_30_jun_m_70_74_yrs_num,est_res_pop_ur_erp_30_jun_m_75_79_yrs_num,est_res_pop_ur_erp_30_jun_m_80_84_yrs_num,est_res_pop_ur_erp_30_jun_m_85_yrs_ov_num,est_res_pop_ur_erp_30_jun_m_tot_num,est_res_pop_ur_erp_30_jun_f_0_4_yrs_num,est_res_pop_ur_erp_30_jun_f_5_9_yrs_num,est_res_pop_ur_erp_30_jun_f_10_14_yrs_num,est_res_pop_ur_erp_30_jun_f_15_19_yrs_num,est_res_pop_ur_erp_30_jun_f_20_24_yrs_num,est_res_pop_ur_erp_30_jun_f_25_29_yrs_num,est_res_pop_ur_erp_30_jun_f_30_34_yrs_num,est_res_pop_ur_erp_30_jun_f_35_39_yrs_num,est_res_pop_ur_erp_30_jun_f_40_44_yrs_num,est_res_pop_ur_erp_30_jun_f_45_49_yrs_num,est_res_pop_ur_erp_30_jun_f_50_54_yrs_num,est_res_pop_ur_erp_30_jun_f_55_59_yrs_num,est_res_pop_ur_erp_30_jun_f_60_64_yrs_num,est_res_pop_ur_erp_30_jun_f_65_69_yrs_num,est_res_pop_ur_erp_30_jun_f_70_74_yrs_num,est_res_pop_ur_erp_30_jun_f_75_79_yrs_num,est_res_pop_ur_erp_30_jun_f_80_84_yrs_num,est_res_pop_ur_erp_30_jun_f_85_yrs_ov_num,est_res_pop_ur_erp_30_jun_f_tot_num,est_res_pop_ur_erp_30_jun_p_0_4_yrs_num,est_res_pop_ur_erp_30_jun_p_5_9_yrs_num,est_res_pop_ur_erp_30_jun_p_10_14_yrs_num,est_res_pop_ur_erp_30_jun_p_15_19_yrs_num,est_res_pop_ur_erp_30_jun_p_20_24_yrs_num,est_res_pop_ur_erp_30_jun_p_25_29_yrs_num,est_res_pop_ur_erp_30_jun_p_30_34_yrs_num,est_res_pop_ur_erp_30_jun_p_35_39_yrs_num,est_res_pop_ur_erp_30_jun_p_40_44_yrs_num,est_res_pop_ur_erp_30_jun_p_45_49_yrs_num,est_res_pop_ur_erp_30_jun_p_50_54_yrs_num,est_res_pop_ur_erp_30_jun_p_55_59_yrs_num,est_res_pop_ur_erp_30_jun_p_60_64_yrs_num,est_res_pop_ur_erp_30_jun_p_65_69_yrs_num,est_res_pop_ur_erp_30_jun_p_70_74_yrs_num,est_res_pop_ur_erp_30_jun_p_75_79_yrs_num,est_res_pop_ur_erp_30_jun_p_80_84_yrs_num,est_res_pop_ur_erp_30_jun_p_85_yrs_ov_num,est_res_pop_ur_erp_30_jun_p_tot_num,est_res_pop_ur_erp_30_jun_p_wrking_age_pop_15_64_yrs_pr100,est_res_pop_ur_erp_30_jun_med_age_ur_erp_30_jun_m_yrs,est_res_pop_ur_erp_30_jun_med_age_ur_erp_30_jun_f_yrs,est_res_pop_ur_erp_30_jun_med_age_ur_erp_30_jun_p_yrs,births_dth_births_p_num,births_dth_tot_fert_rt_per_f_p_rt,births_dth_dth_p_num,births_dth_stnd_death_rt_per_1000_pop_p_rt,pop_density_pop_density_p_p_km2,regional_mig_internal_mig_arrivals_num,regional_mig_internal_mig_departures_num,regional_mig_internal_mig_net_mig_num,regional_mig_ovs_mig_arrivals_num,regional_mig_ovs_mig_departures_num,regional_mig_ovs_mig_net_mig_num,ab_torres_strait_islander_ppls_prop_tot_pop_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_oce_ar_excl_aus_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_n_west_eu_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_s_eastern_eu_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_n_africa_middle_east_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_sea_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_ne_asia_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_s_c_asia_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_americas_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_sub_sar_afr_net_mig_pr100,ovs_brn_pop_prop_tot_pop_tot_brn_ovs_net_mig_pr100,rel_aff_buddhism_net_mig_pr100,rel_aff_christianity_net_mig_pr100,rel_aff_hinduism_net_mig_pr100,rel_aff_islam_net_mig_pr100,rel_aff_judaism_net_mig_pr100,rel_aff_oth_religions_net_mig_pr100,rel_aff_sec_bels_oth_sprt_blfs_no_rel_aff_net_mig_pr100,rel_aff_inadequately_described_ns_net_mig_pr100,aus_citizenship_aus_citizen_net_mig_pr100,aus_citizenship_no_aus_citizen_net_mig_pr100,aus_citizenship_aus_citizenship_ns_net_mig_pr100,spks_lang_oth_eng_home_prop_tot_pop_net_mig_pr100,sa3_code16,sa3_name16,ogc_fid
2014,18.8,11.7,10.5,10.8,13.4,13.9,10.9,6.9,3.2,1260.0,1212.0,1252.0,1235.0,1102.0,1022.0,990.0,943.0,1090.0,1220.0,1344.0,1388.0,1373.0,1150.0,917.0,719.0,521.0,459.0,19197.0,1120.0,1133.0,1134.0,1157.0,936.0,997.0,954.0,920.0,1149.0,1174.0,1319.0,1316.0,1160.0,1087.0,962.0,765.0,594.0,735.0,18612.0,2380.0,2345.0,2386.0,2392.0,2038.0,2019.0,1944.0,1863.0,2239.0,2394.0,2663.0,2704.0,2533.0,2237.0,1879.0,1484.0,1115.0,1194.0,37809.0,60.3,42.8,44.2,43.5,419.0,2.4,361.0,5.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21503,Murray River - Swan Hill,2413
2015,18.5,11.6,10.5,10.7,13.3,13.9,11.1,7.0,3.3,1230.0,1222.0,1207.0,1193.0,1109.0,1026.0,994.0,940.0,1067.0,1184.0,1349.0,1361.0,1403.0,1191.0,921.0,767.0,486.0,491.0,19141.0,1107.0,1131.0,1082.0,1136.0,938.0,986.0,969.0,958.0,1083.0,1190.0,1302.0,1314.0,1170.0,1125.0,968.0,761.0,616.0,758.0,18594.0,2337.0,2353.0,2289.0,2329.0,2047.0,2012.0,1963.0,1898.0,2150.0,2374.0,2651.0,2675.0,2573.0,2316.0,1889.0,1528.0,1102.0,1249.0,37735.0,60.1,43.2,44.6,44.0,459.0,2.3,385.0,5.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21503,Murray River - Swan Hill,2414
2016,18.3,11.3,10.7,10.4,13.2,14.1,11.4,7.3,3.3,1191.0,1233.0,1199.0,1176.0,1071.0,1070.0,1003.0,932.0,1023.0,1179.0,1337.0,1366.0,1390.0,1276.0,931.0,796.0,496.0,484.0,19153.0,1066.0,1153.0,1050.0,1108.0,912.0,991.0,987.0,973.0,1014.0,1201.0,1272.0,1364.0,1212.0,1165.0,936.0,823.0,624.0,743.0,18594.0,2257.0,2386.0,2249.0,2284.0,1983.0,2061.0,1990.0,1905.0,2037.0,2380.0,2609.0,2730.0,2602.0,2441.0,1867.0,1619.0,1120.0,1227.0,37747.0,59.8,43.5,45.2,44.4,488.0,2.3,419.0,6.0,2.1,,,,,,,2.9,1.2,1.9,1.0,0.2,1.9,0.5,1.5,0.2,0.4,8.8,1.3,58.2,0.4,0.9,,0.6,26.7,11.9,85.5,4.4,10.1,7.3,21503,Murray River - Swan Hill,2415
2017,18.2,11.2,10.9,10.2,12.9,14.3,11.7,7.4,3.2,1162.0,1236.0,1162.0,1224.0,1004.0,1098.0,989.0,942.0,992.0,1140.0,1300.0,1349.0,1389.0,1325.0,984.0,818.0,530.0,477.0,19121.0,1096.0,1119.0,1084.0,1109.0,859.0,980.0,1027.0,918.0,996.0,1194.0,1222.0,1344.0,1284.0,1144.0,958.0,831.0,613.0,727.0,18505.0,2258.0,2355.0,2246.0,2333.0,1863.0,2078.0,2016.0,1860.0,1988.0,2334.0,2522.0,2693.0,2673.0,2469.0,1942.0,1649.0,1143.0,1204.0,37621.0,59.4,43.9,45.3,44.6,477.0,2.4,418.0,6.3,2.1,1692.0,2049.0,-357.0,267.0,93.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,21503,Murray River - Swan Hill,2416
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37490.0,,,,,,,,,2.1,2018.0,2395.0,-377.0,273.0,103.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,21503,Murray River - Swan Hill,2417
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,4.3,8.4,3.3,1.4,4.0,6.7,2.7,4.1,1.4,36.4,,,,,,,,,65.8,22.0,12.3,24.0,30501,Brisbane Inner,2418
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4673.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30501,Brisbane Inner,2419
2013,8.2,18.3,30.2,14.4,10.9,9.1,5.3,2.5,1.3,1118.0,803.0,814.0,1525.0,4410.0,6053.0,4463.0,2853.0,2378.0,1997.0,1884.0,1650.0,1425.0,1149.0,697.0,484.0,287.0,267.0,34257.0,1039.0,767.0,828.0,1569.0,4452.0,5499.0,3733.0,2291.0,1872.0,1602.0,1624.0,1564.0,1309.0,963.0,629.0,446.0,390.0,613.0,31190.0,2157.0,1570.0,1642.0,3094.0,8862.0,11552.0,8196.0,5144.0,4250.0,3599.0,3508.0,3214.0,2734.0,2112.0,1326.0,930.0,677.0,880.0,65447.0,82.7,32.5,31.6,32.1,566.0,0.9,308.0,6.5,4826.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30501,Brisbane Inner,2420
2014,8.4,18.2,30.0,14.3,10.9,9.1,5.4,2.4,1.3,1136.0,856.0,888.0,1564.0,4492.0,6070.0,4621.0,2897.0,2435.0,2087.0,1893.0,1731.0,1453.0,1214.0,737.0,510.0,285.0,276.0,35145.0,1075.0,785.0,901.0,1673.0,4567.0,5619.0,3912.0,2368.0,1954.0,1702.0,1660.0,1574.0,1371.0,1038.0,676.0,469.0,373.0,629.0,32346.0,2211.0,1641.0,1789.0,3237.0,9059.0,11689.0,8533.0,5265.0,4389.0,3789.0,3553.0,3305.0,2824.0,2252.0,1413.0,979.0,658.0,905.0,67491.0,82.4,32.6,31.7,32.1,532.0,0.9,359.0,6.6,4977.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30501,Brisbane Inner,2421
2015,8.3,18.2,29.8,14.3,10.9,9.0,5.6,2.5,1.3,1129.0,864.0,981.0,1603.0,4594.0,6148.0,4768.0,2982.0,2479.0,2183.0,1916.0,1812.0,1486.0,1268.0,801.0,537.0,309.0,285.0,36145.0,1097.0,810.0,942.0,1780.0,4690.0,5783.0,4116.0,2462.0,2064.0,1799.0,1716.0,1585.0,1429.0,1116.0,716.0,516.0,373.0,637.0,33631.0,2226.0,1674.0,1923.0,3383.0,9284.0,11931.0,8884.0,5444.0,4543.0,3982.0,3632.0,3397.0,2915.0,2384.0,1517.0,1053.0,682.0,922.0,69776.0,82.3,32.7,31.8,32.3,609.0,0.9,352.0,6.2,5146.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30501,Brisbane Inner,2422
2016,8.2,18.1,29.6,14.4,11.0,9.1,5.7,2.5,1.4,1116.0,858.0,1021.0,1681.0,4707.0,6227.0,4980.0,3115.0,2496.0,2271.0,1991.0,1875.0,1547.0,1314.0,859.0,571.0,324.0,298.0,37251.0,1119.0,839.0,987.0,1865.0,4873.0,5914.0,4316.0,2647.0,2131.0,1917.0,1753.0,1647.0,1504.0,1195.0,788.0,539.0,365.0,679.0,35078.0,2235.0,1697.0,2008.0,3546.0,9580.0,12141.0,9296.0,5762.0,4627.0,4188.0,3744.0,3522.0,3051.0,2509.0,1647.0,1110.0,689.0,977.0,72329.0,82.2,32.8,32.0,32.4,549.0,0.8,372.0,6.4,5334.4,,,,,,,1.0,3.7,7.2,3.3,1.6,4.2,9.2,3.8,5.7,1.3,40.0,3.6,35.9,2.6,1.7,0.2,0.7,40.9,14.5,62.8,25.3,11.9,29.4,30501,Brisbane Inner,2423
2017,8.1,18.0,29.9,14.6,10.9,8.9,5.8,2.6,1.3,1143.0,884.0,1061.0,1666.0,4948.0,6522.0,5170.0,3355.0,2589.0,2307.0,2083.0,1854.0,1607.0,1291.0,980.0,605.0,367.0,292.0,38724.0,1148.0,940.0,955.0,1819.0,5193.0,6354.0,4582.0,2882.0,2194.0,2052.0,1771.0,1737.0,1526.0,1266.0,856.0,561.0,399.0,667.0,36902.0,2291.0,1824.0,2016.0,3485.0,10141.0,12876.0,9752.0,6237.0,4783.0,4359.0,3854.0,3591.0,3133.0,2557.0,1836.0,1166.0,766.0,959.0,75513.0,82.3,32.9,32.0,32.5,602.0,0.8,389.0,6.3,5569.3,9714.0,9050.0,664.0,7954.0,5631.0,2323.0,,,,,,,,,,,,,,,,,,,,,,,,30501,Brisbane Inner,2424
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79197.0,,,,,,,,,5841.0,11017.0,9663.0,1354.0,7738.0,5721.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,30501,Brisbane Inner,2425
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,4.3,6.4,1.7,1.0,2.3,2.6,2.7,1.7,1.1,23.9,,,,,,,,,82.1,12.4,5.5,12.9,30503,Brisbane Inner - North,2426
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30503,Brisbane Inner - North,2427
2013,15.1,16.2,21.6,15.7,12.6,9.0,5.4,2.9,1.5,2426.0,2132.0,1839.0,2128.0,4181.0,5197.0,4161.0,3381.0,3303.0,2808.0,2562.0,2077.0,1798.0,1393.0,879.0,564.0,483.0,356.0,41668.0,2261.0,2068.0,1941.0,2584.0,4666.0,4833.0,3862.0,3193.0,3283.0,2698.0,2471.0,1989.0,1666.0,1327.0,888.0,731.0,643.0,862.0,41966.0,4687.0,4200.0,3780.0,4712.0,8847.0,10030.0,8023.0,6574.0,6586.0,5506.0,5033.0,4066.0,3464.0,2720.0,1767.0,1295.0,1126.0,1218.0,83634.0,75.1,33.4,33.2,33.3,1021.0,1.4,365.0,5.2,2702.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30503,Brisbane Inner - North,2428
2014,15.1,16.3,21.8,15.4,12.6,9.0,5.5,2.8,1.5,2492.0,2143.0,1940.0,2216.0,4361.0,5232.0,4436.0,3411.0,3306.0,2861.0,2667.0,2151.0,1790.0,1469.0,944.0,584.0,454.0,370.0,42827.0,2306.0,2094.0,2007.0,2639.0,4843.0,5000.0,4053.0,3206.0,3327.0,2801.0,2522.0,2082.0,1727.0,1400.0,918.0,748.0,646.0,887.0,43206.0,4798.0,4237.0,3947.0,4855.0,9204.0,10232.0,8489.0,6617.0,6633.0,5662.0,5189.0,4233.0,3517.0,2869.0,1862.0,1332.0,1100.0,1257.0,86033.0,75.1,33.2,33.2,33.2,1030.0,1.3,379.0,5.1,2780.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30503,Brisbane Inner - North,2429
2015,14.9,16.4,22.0,15.1,12.7,9.0,5.6,2.7,1.5,2480.0,2187.0,2025.0,2219.0,4549.0,5352.0,4623.0,3440.0,3328.0,2980.0,2712.0,2241.0,1787.0,1539.0,995.0,610.0,434.0,395.0,43896.0,2305.0,2131.0,2043.0,2660.0,5051.0,5153.0,4261.0,3272.0,3321.0,2929.0,2572.0,2173.0,1771.0,1465.0,989.0,753.0,626.0,931.0,44406.0,4785.0,4318.0,4068.0,4879.0,9600.0,10505.0,8884.0,6712.0,6649.0,5909.0,5284.0,4414.0,3558.0,3004.0,1984.0,1363.0,1060.0,1326.0,88302.0,75.2,33.3,33.2,33.2,968.0,1.3,358.0,4.9,2853.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30503,Brisbane Inner - North,2430
2016,14.6,16.5,22.3,14.7,12.8,9.1,5.7,2.7,1.4,2434.0,2251.0,2070.0,2304.0,4735.0,5494.0,4877.0,3508.0,3275.0,3131.0,2791.0,2319.0,1837.0,1550.0,1065.0,642.0,406.0,375.0,45064.0,2332.0,2155.0,2070.0,2775.0,5225.0,5407.0,4531.0,3352.0,3256.0,3132.0,2607.0,2277.0,1829.0,1539.0,1065.0,781.0,599.0,909.0,45841.0,4766.0,4406.0,4140.0,5079.0,9960.0,10901.0,9408.0,6860.0,6531.0,6263.0,5398.0,4596.0,3666.0,3089.0,2130.0,1423.0,1005.0,1284.0,90905.0,75.5,33.2,33.1,33.2,1043.0,1.3,379.0,4.9,2937.5,,,,,,,1.1,4.0,5.8,1.6,1.4,2.6,4.1,3.3,2.1,1.2,26.2,1.8,47.9,2.1,1.5,0.2,0.9,34.8,10.9,77.5,14.2,8.4,16.7,30503,Brisbane Inner - North,2431
2017,14.5,16.1,22.7,14.8,12.7,9.2,5.9,2.8,1.4,2446.0,2342.0,2099.0,2275.0,4827.0,5772.0,5105.0,3800.0,3333.0,3202.0,2821.0,2458.0,1938.0,1542.0,1209.0,700.0,463.0,413.0,46745.0,2432.0,2207.0,2105.0,2663.0,5423.0,5719.0,4839.0,3590.0,3195.0,3244.0,2700.0,2409.0,1886.0,1578.0,1217.0,813.0,622.0,914.0,47556.0,4878.0,4549.0,4204.0,4938.0,10250.0,11491.0,9944.0,7390.0,6528.0,6446.0,5521.0,4867.0,3824.0,3120.0,2426.0,1513.0,1085.0,1327.0,94240.0,75.5,33.5,33.3,33.4,1010.0,1.2,372.0,4.7,3045.3,10667.0,9203.0,1464.0,3818.0,2597.0,1221.0,,,,,,,,,,,,,,,,,,,,,,,,30503,Brisbane Inner - North,2432
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97468.0,,,,,,,,,3149.6,12502.0,10847.0,1655.0,3729.0,2841.0,888.0,,,,,,,,,,,,,,,,,,,,,,,,30503,Brisbane Inner - North,2433
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.9,5.1,0.4,0.2,1.1,0.5,0.5,0.5,0.6,12.8,,,,,,,,,88.8,5.4,5.7,4.6,31003,Ipswich Inner,2434
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8643.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31003,Ipswich Inner,2435
2013,22.1,14.5,14.1,13.5,13.1,10.2,7.0,3.9,1.5,3983.0,3973.0,3612.0,3782.0,3765.0,3708.0,3478.0,3324.0,3533.0,3407.0,3238.0,2818.0,2426.0,1946.0,1484.0,1093.0,700.0,549.0,50819.0,3887.0,3720.0,3377.0,3570.0,3754.0,3767.0,3487.0,3356.0,3629.0,3406.0,3334.0,2782.0,2428.0,2112.0,1656.0,1223.0,987.0,981.0,51456.0,7870.0,7693.0,6989.0,7352.0,7519.0,7475.0,6965.0,6680.0,7162.0,6813.0,6572.0,5600.0,4854.0,4058.0,3140.0,2316.0,1687.0,1530.0,102275.0,65.5,33.6,35.3,34.4,1577.0,2.3,715.0,7.0,8817.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31003,Ipswich Inner,2436
2014,22.1,14.4,14.2,13.3,13.0,10.4,7.2,4.0,1.5,4044.0,4066.0,3651.0,3801.0,3738.0,3730.0,3608.0,3268.0,3594.0,3350.0,3292.0,2954.0,2457.0,2035.0,1529.0,1134.0,724.0,568.0,51543.0,3873.0,3831.0,3449.0,3486.0,3893.0,3735.0,3688.0,3329.0,3644.0,3432.0,3402.0,2892.0,2460.0,2189.0,1680.0,1275.0,988.0,1007.0,52253.0,7917.0,7897.0,7100.0,7287.0,7631.0,7465.0,7296.0,6597.0,7238.0,6782.0,6694.0,5846.0,4917.0,4224.0,3209.0,2409.0,1712.0,1575.0,103796.0,65.3,33.7,35.3,34.5,1575.0,2.2,680.0,6.7,8948.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31003,Ipswich Inner,2437
2015,22.1,14.1,14.4,13.1,12.9,10.5,7.2,4.1,1.5,4113.0,4153.0,3693.0,3792.0,3751.0,3823.0,3677.0,3260.0,3616.0,3388.0,3319.0,3058.0,2514.0,2097.0,1593.0,1144.0,760.0,591.0,52342.0,3893.0,3936.0,3532.0,3445.0,3888.0,3837.0,3843.0,3326.0,3654.0,3514.0,3441.0,3003.0,2539.0,2259.0,1687.0,1382.0,997.0,1040.0,53216.0,8006.0,8089.0,7225.0,7237.0,7639.0,7660.0,7520.0,6586.0,7270.0,6902.0,6760.0,6061.0,5053.0,4356.0,3280.0,2526.0,1757.0,1631.0,105558.0,65.1,33.8,35.4,34.6,1578.0,2.1,724.0,6.7,9100.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31003,Ipswich Inner,2438
2016,22.2,14.0,14.4,12.9,12.9,10.6,7.3,4.1,1.5,4293.0,4223.0,3784.0,3779.0,3874.0,3774.0,3764.0,3301.0,3578.0,3415.0,3365.0,3101.0,2560.0,2180.0,1632.0,1184.0,762.0,600.0,53169.0,3959.0,4013.0,3600.0,3549.0,3816.0,4033.0,3939.0,3354.0,3607.0,3627.0,3462.0,3132.0,2632.0,2268.0,1763.0,1430.0,1027.0,1037.0,54248.0,8252.0,8236.0,7384.0,7328.0,7690.0,7807.0,7703.0,6655.0,7185.0,7042.0,6827.0,6233.0,5192.0,4448.0,3395.0,2614.0,1789.0,1637.0,107417.0,64.9,33.8,35.3,34.5,1539.0,2.1,705.0,6.5,9261.1,,,,,,,4.8,4.1,4.5,0.5,0.3,1.2,0.4,0.6,0.6,0.8,13.0,0.8,57.8,0.4,0.2,0.1,0.5,30.7,9.5,87.5,5.6,7.0,5.3,31003,Ipswich Inner,2439
2017,22.1,13.7,14.7,12.8,12.8,10.8,7.4,4.1,1.6,4256.0,4239.0,3929.0,3815.0,3909.0,3861.0,3911.0,3476.0,3530.0,3489.0,3433.0,3153.0,2642.0,2286.0,1686.0,1214.0,800.0,640.0,54269.0,4028.0,4072.0,3732.0,3522.0,3853.0,4215.0,4130.0,3514.0,3574.0,3668.0,3490.0,3340.0,2706.0,2247.0,1901.0,1442.0,1062.0,1069.0,55565.0,8284.0,8311.0,7661.0,7337.0,7762.0,8076.0,8041.0,6990.0,7104.0,7157.0,6923.0,6493.0,5348.0,4533.0,3587.0,2656.0,1862.0,1709.0,109819.0,64.9,34.1,35.3,34.7,1619.0,2.1,687.0,6.4,290.5,9126.0,7836.0,1290.0,643.0,373.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,31003,Ipswich Inner,2440
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112062.0,,,,,,,,,296.4,10140.0,9050.0,1090.0,622.0,394.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,31003,Ipswich Inner,2441
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.5,12.7,1.1,0.2,0.9,0.4,0.4,1.3,1.4,24.1,,,,,,,,,84.6,9.5,5.9,4.9,31605,Noosa,2442
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31605,Noosa,2443
2013,17.8,9.7,9.0,13.4,14.4,14.2,12.7,6.3,2.6,1078.0,1293.0,1300.0,1089.0,876.0,828.0,915.0,1135.0,1339.0,1301.0,1329.0,1270.0,1330.0,1473.0,1042.0,726.0,461.0,360.0,19145.0,946.0,1252.0,1175.0,1097.0,781.0,829.0,986.0,1263.0,1549.0,1438.0,1606.0,1481.0,1537.0,1398.0,1090.0,722.0,585.0,658.0,20393.0,2024.0,2545.0,2475.0,2186.0,1657.0,1657.0,1901.0,2398.0,2888.0,2739.0,2935.0,2751.0,2867.0,2871.0,2132.0,1448.0,1046.0,1018.0,39538.0,60.6,43.9,46.1,45.1,357.0,1.8,288.0,4.8,429.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31605,Noosa,2444
2014,17.8,9.5,9.0,13.2,14.2,14.1,13.1,6.4,2.7,1076.0,1334.0,1360.0,1074.0,881.0,860.0,943.0,1115.0,1374.0,1299.0,1374.0,1282.0,1365.0,1514.0,1137.0,759.0,502.0,382.0,19631.0,941.0,1278.0,1245.0,1078.0,818.0,838.0,1006.0,1238.0,1619.0,1465.0,1626.0,1509.0,1565.0,1494.0,1159.0,762.0,583.0,701.0,20925.0,2017.0,2612.0,2605.0,2152.0,1699.0,1698.0,1949.0,2353.0,2993.0,2764.0,3000.0,2791.0,2930.0,3008.0,2296.0,1521.0,1085.0,1083.0,40556.0,60.0,44.2,46.4,45.4,371.0,1.8,346.0,5.0,440.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31605,Noosa,2445
2015,17.7,9.3,9.0,13.0,13.9,14.2,13.6,6.5,2.8,1047.0,1396.0,1394.0,1074.0,855.0,886.0,957.0,1103.0,1446.0,1287.0,1386.0,1334.0,1395.0,1585.0,1235.0,804.0,502.0,441.0,20127.0,961.0,1305.0,1266.0,1103.0,849.0,827.0,1081.0,1188.0,1661.0,1524.0,1590.0,1590.0,1577.0,1594.0,1226.0,806.0,593.0,726.0,21467.0,2008.0,2701.0,2660.0,2177.0,1704.0,1713.0,2038.0,2291.0,3107.0,2811.0,2976.0,2924.0,2972.0,3179.0,2461.0,1610.0,1095.0,1167.0,41594.0,59.4,44.7,46.6,45.7,357.0,1.8,343.0,4.9,451.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31605,Noosa,2446
