sa3_code16,negnil_inc_be_wft,negnil_inc_be_wpt,negnil_inc_be_baw,negnil_inc_1eft_othpt,negnil_inc_1eft_othaw,negnil_inc_1eft_othnw,negnil_inc_1ept_othaw,negnil_inc_1ept_othnw,negnil_inc_1aw_othnw,negnil_inc_bnw,negnil_inc_lfsta_ns,negnil_inc_tot,i_1_149_be_wft,i_1_149_be_wpt,i_1_149_be_baw,i_1_149_1eft_othpt,i_1_149_1eft_othaw,i_1_149_1eft_othnw,i_1_149_1ept_othaw,i_1_149_1ept_othnw,i_1_149_1aw_othnw,i_1_149_bnw,i_1_149_lfsta_ns,i_1_149_tot,i_150_299_be_wft,i_150_299_be_wpt,i_150_299_be_baw,i_150_299_1eft_othpt,i_150_299_1eft_othaw,i_150_299_1eft_othnw,i_150_299_1ept_othaw,i_150_299_1ept_othnw,i_150_299_1aw_othnw,i_150_299_bnw,i_150_299_lfsta_ns,i_150_299_tot,i_300_399_be_wft,i_300_399_be_wpt,i_300_399_be_baw,i_300_399_1eft_othpt,i_300_399_1eft_othaw,i_300_399_1eft_othnw,i_300_399_1ept_othaw,i_300_399_1ept_othnw,i_300_399_1aw_othnw,i_300_399_bnw,i_300_399_lfsta_ns,i_300_399_tot,i_400_499_be_wft,i_400_499_be_wpt,i_400_499_be_baw,i_400_499_1eft_othpt,i_400_499_1eft_othaw,i_400_499_1eft_othnw,i_400_499_1ept_othaw,i_400_499_1ept_othnw,i_400_499_1aw_othnw,i_400_499_bnw,i_400_499_lfsta_ns,i_400_499_tot,i_500_649_be_wft,i_500_649_be_wpt,i_500_649_be_baw,i_500_649_1eft_othpt,i_500_649_1eft_othaw,i_500_649_1eft_othnw,i_500_649_1ept_othaw,i_500_649_1ept_othnw,i_500_649_1aw_othnw,i_500_649_bnw,i_500_649_lfsta_ns,i_500_649_tot,i_650_799_be_wft,i_650_799_be_wpt,i_650_799_be_baw,i_650_799_1eft_othpt,i_650_799_1eft_othaw,i_650_799_1eft_othnw,i_650_799_1ept_othaw,i_650_799_1ept_othnw,i_650_799_1aw_othnw,i_650_799_bnw,i_650_799_lfsta_ns,i_650_799_tot,i_800_999_be_wft,i_800_999_be_wpt,i_800_999_be_baw,i_800_999_1eft_othpt,i_800_999_1eft_othaw,i_800_999_1eft_othnw,i_800_999_1ept_othaw,i_800_999_1ept_othnw,i_800_999_1aw_othnw,i_800_999_bnw,i_800_999_lfsta_ns,i_800_999_tot,i_1000_1249_be_wft,i_1000_1249_be_wpt,i_1000_1249_be_baw,i_1000_1249_1eft_othpt,i_1000_1249_1eft_othaw,i_1000_1249_1eft_othnw,i_1000_1249_1ept_othaw,i_1000_1249_1ept_othnw,i_1000_1249_1aw_othnw,i_1000_1249_bnw,i_1000_1249_lfsta_ns,i_1000_1249_tot,i_1250_1499_be_wft,i_1250_1499_be_wpt,i_1250_1499_be_baw,i_1250_1499_1eft_othpt,i_1250_1499_1eft_othaw,i_1250_1499_1eft_othnw,i_1250_1499_1ept_othaw,i_1250_1499_1ept_othnw,i_1250_1499_1aw_othnw,i_1250_1499_bnw,i_1250_1499_lfsta_ns,i_1250_1499_tot,i_1500_1749_be_wft,i_1500_1749_be_wpt,i_1500_1749_be_baw,i_1500_1749_1eft_othpt,i_1500_1749_1eft_othaw,i_1500_1749_1eft_othnw,i_1500_1749_1ept_othaw,i_1500_1749_1ept_othnw,i_1500_1749_1aw_othnw,i_1500_1749_bnw,i_1500_1749_lfsta_ns,i_1500_1749_tot,i_1750_1999_be_wft,i_1750_1999_be_wpt,i_1750_1999_be_baw,i_1750_1999_1eft_othpt,i_1750_1999_1eft_othaw,i_1750_1999_1eft_othnw,i_1750_1999_1ept_othaw,i_1750_1999_1ept_othnw,i_1750_1999_1aw_othnw,i_1750_1999_bnw,i_1750_1999_lfsta_ns,i_1750_1999_tot,i_2000_2499_be_wft,i_2000_2499_be_wpt,i_2000_2499_be_baw,i_2000_2499_1eft_othpt,i_2000_2499_1eft_othaw,i_2000_2499_1eft_othnw,i_2000_2499_1ept_othaw,i_2000_2499_1ept_othnw,i_2000_2499_1aw_othnw,i_2000_2499_bnw,i_2000_2499_lfsta_ns,i_2000_2499_tot,i_2500_2999_be_wft,i_2500_2999_be_wpt,i_2500_2999_be_baw,i_2500_2999_1eft_othpt,i_2500_2999_1eft_othaw,i_2500_2999_1eft_othnw,i_2500_2999_1ept_othaw,i_2500_2999_1ept_othnw,i_2500_2999_1aw_othnw,i_2500_2999_bnw,i_2500_2999_lfsta_ns,i_2500_2999_tot,i_3000_3499_be_wft,i_3000_3499_be_wpt,i_3000_3499_be_baw,i_3000_3499_1eft_othpt,i_3000_3499_1eft_othaw,i_3000_3499_1eft_othnw,i_3000_3499_1ept_othaw,i_3000_3499_1ept_othnw,i_3000_3499_1aw_othnw,i_3000_3499_bnw,i_3000_3499_lfsta_ns,i_3000_3499_tot,i_3500_3999_be_wft,i_3500_3999_be_wpt,i_3500_3999_be_baw,i_3500_3999_1eft_othpt,i_3500_3999_1eft_othaw,i_3500_3999_1eft_othnw,i_3500_3999_1ept_othaw,i_3500_3999_1ept_othnw,i_3500_3999_1aw_othnw,i_3500_3999_bnw,i_3500_3999_lfsta_ns,i_3500_3999_tot,i_4000more_be_wft,i_4000more_be_wpt,i_4000more_be_baw,i_4000more_1eft_othpt,i_4000more_1eft_othaw,i_4000more_1eft_othnw,i_4000more_1ept_othaw,i_4000more_1ept_othnw,sa3_name16
12403,3,0,0,3,0,3,0,4,0,178,3,197,0,0,0,0,0,0,0,5,0,51,0,62,0,0,0,0,0,3,0,12,0,50,0,66,0,0,0,0,0,3,0,6,0,32,0,47,3,12,0,0,0,4,0,41,3,315,9,396,0,10,0,3,0,21,3,46,3,125,0,223,3,20,0,15,0,66,4,107,8,1052,20,1296,7,31,0,34,7,156,6,108,7,409,8,771,45,48,0,115,7,214,3,107,11,418,9,977,141,53,4,206,19,183,12,57,18,248,4,955,156,30,9,205,11,161,5,36,17,79,4,717,328,22,4,185,18,159,3,20,12,69,0,817,1030,48,8,304,45,206,15,43,17,86,4,1817,705,27,3,227,37,79,9,4,3,29,3,1124,447,13,4,103,18,15,5,3,6,11,0,624,238,0,0,33,10,43,0,9,0,3,0,337,265,9,3,72,19,39,0,8,Penrith
12404,3,0,0,0,0,0,0,0,0,26,0,32,0,0,0,0,0,0,0,0,0,18,0,25,0,0,0,0,0,0,0,5,0,4,0,11,0,0,0,0,0,0,0,5,0,3,0,12,0,6,0,3,0,5,0,10,0,88,0,112,0,0,0,0,0,4,0,14,3,30,0,54,5,8,0,14,0,16,0,30,3,261,4,340,3,10,0,18,0,32,4,34,3,97,3,202,13,24,0,27,0,50,0,25,3,110,3,256,51,21,0,57,3,51,9,18,7,77,3,287,45,15,0,51,3,48,3,9,3,20,0,198,87,7,0,44,7,31,0,8,0,17,0,208,190,3,7,70,4,48,0,8,3,27,0,369,161,11,6,34,4,13,3,4,3,9,0,254,81,5,3,26,0,9,0,7,0,0,0,140,47,0,3,12,0,15,0,0,0,3,0,80,48,3,0,17,0,7,0,3,Richmond - Windsor
12405,0,0,0,0,0,3,0,0,0,71,0,76,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,8,0,26,0,44,0,0,0,0,0,0,0,3,0,17,0,14,3,0,0,0,0,3,0,17,0,148,0,174,0,4,0,0,0,9,0,23,0,44,0,78,5,11,0,3,0,42,0,25,3,439,0,524,3,7,0,22,0,76,0,38,18,122,0,283,17,12,5,45,0,105,5,40,11,108,3,349,69,20,3,79,3,73,0,22,3,65,3,344,79,9,0,82,7,73,0,17,3,20,0,286,109,10,0,87,8,53,0,6,3,18,0,295,379,13,10,101,17,75,3,16,3,17,0,621,199,4,6,48,14,26,0,0,0,6,0,306,100,3,0,21,3,5,0,0,0,3,0,131,52,0,0,9,3,8,0,0,0,0,0,76,42,0,3,11,0,10,0,5,St Marys
12501,3,0,0,0,0,3,0,5,0,331,3,346,0,0,0,0,0,0,0,12,3,59,0,80,0,0,0,0,0,3,0,25,3,51,0,88,0,0,0,0,0,7,0,38,3,37,4,82,4,7,0,0,0,15,0,38,5,238,9,309,0,12,0,7,0,41,0,70,5,90,0,221,7,73,3,12,0,103,6,80,10,466,9,776,9,61,0,28,5,159,8,60,8,107,3,453,33,97,4,97,4,145,9,58,6,113,0,573,85,68,4,158,5,120,3,33,9,76,6,564,97,30,0,103,13,91,4,27,0,28,0,393,144,15,0,89,7,63,3,10,5,18,5,358,396,17,0,134,17,112,3,12,7,27,3,737,320,14,4,77,13,31,9,7,0,23,0,491,227,7,4,43,8,9,0,0,0,9,0,303,141,0,0,10,3,32,0,3,4,4,0,198,205,7,3,30,5,30,3,0,Auburn
12502,0,0,0,3,0,3,0,0,0,275,7,285,0,0,0,0,0,0,0,6,0,79,0,95,0,0,0,0,0,0,0,11,0,40,0,50,0,0,0,0,0,3,0,9,0,23,0,34,0,6,0,0,0,3,0,25,0,222,0,268,0,5,0,0,0,12,0,41,5,90,0,146,4,13,0,10,0,26,0,41,3,428,7,530,3,20,0,12,0,54,0,38,4,171,3,302,14,33,3,41,0,73,3,36,7,222,0,425,37,24,0,69,11,78,3,28,4,155,3,412,47,16,0,53,3,52,0,27,5,68,4,283,75,15,0,41,4,44,0,20,0,56,0,267,237,22,4,104,5,84,5,36,4,66,0,578,210,15,3,76,12,38,3,13,5,29,0,397,155,7,3,37,13,14,0,3,0,21,0,256,113,3,0,12,3,35,0,3,3,7,0,185,184,3,0,52,5,34,3,9,Carlingford
12503,0,0,0,0,0,3,0,0,5,317,0,329,0,0,0,0,0,0,0,10,0,117,3,130,0,0,0,0,0,0,0,23,0,90,0,122,0,0,0,0,0,3,0,31,3,54,0,84,3,11,0,3,0,12,0,56,3,602,3,697,0,13,0,3,0,32,3,64,10,167,0,297,5,39,3,13,0,114,5,94,10,1150,17,1444,16,31,4,42,0,173,0,95,25,350,12,740,42,60,7,119,6,244,4,85,17,365,4,951,102,47,10,144,10,149,6,60,5,175,8,707,118,25,4,122,7,150,3,20,11,55,0,516,165,9,5,102,12,97,3,22,5,49,3,483,515,26,11,177,32,119,4,21,5,67,3,982,322,3,8,91,17,38,0,9,3,8,0,500,229,10,3,51,5,15,0,0,0,8,0,315,113,0,3,7,7,20,0,0,0,11,0,161,151,3,3,22,7,20,0,4,Merrylands - Guildford
12504,0,0,0,0,0,7,0,3,3,449,6,467,0,4,0,0,0,0,0,3,3,86,3,99,0,0,0,3,0,3,0,15,0,57,3,86,0,0,0,0,0,3,0,24,0,36,0,64,3,9,0,0,0,14,0,50,7,366,3,446,0,10,0,3,0,31,0,72,6,110,3,234,14,46,4,9,0,88,4,91,10,764,9,1040,9,59,0,39,3,191,3,73,11,329,5,725,31,100,3,138,6,266,4,84,12,364,10,1020,132,68,7,199,11,249,8,55,3,210,3,950,155,38,4,168,5,238,7,44,5,69,0,734,276,38,3,165,16,184,9,31,5,73,3,804,853,32,21,263,25,278,6,36,7,96,0,1618,684,21,7,156,20,64,6,18,3,27,0,1026,514,17,9,69,11,32,3,8,0,14,0,676,309,0,0,38,10,56,3,4,0,13,0,427,396,9,5,69,22,47,4,12,Parramatta
12601,0,0,0,0,0,0,0,0,0,171,0,177,0,0,0,0,0,0,0,0,0,54,0,59,0,0,0,0,0,0,0,12,0,24,0,34,0,0,0,0,0,0,0,8,0,6,0,20,0,0,0,0,0,0,0,6,0,100,0,115,0,4,0,3,0,9,0,19,0,47,3,76,0,7,0,8,0,5,0,22,0,226,0,278,4,14,0,10,0,31,0,36,0,132,0,226,6,23,0,13,0,43,0,38,3,188,0,318,22,9,0,37,0,34,3,33,0,187,3,327,19,3,0,21,0,48,0,26,3,70,0,199,29,9,0,29,0,37,0,15,0,73,0,205,116,16,0,71,7,79,0,27,4,118,3,429,134,12,3,78,9,40,0,29,0,41,0,343,112,5,0,42,11,12,0,16,0,22,0,223,80,8,0,14,3,32,0,4,0,26,0,168,231,31,3,99,18,65,3,23,Pennant Hills - Epping
12602,8,0,0,0,0,3,0,3,0,478,0,492,0,3,0,0,0,0,0,12,0,147,0,169,0,4,0,0,0,4,0,40,0,77,0,133,0,0,0,0,0,3,0,22,0,34,0,58,0,6,5,3,0,5,0,58,0,386,6,478,3,21,0,4,0,37,3,73,7,125,0,268,7,41,0,6,0,67,0,77,7,782,5,999,13,50,0,40,3,120,5,102,6,347,0,679,33,85,0,102,3,177,9,86,8,373,8,892,100,66,0,173,16,172,3,68,16,263,3,870,114,46,6,155,10,156,7,45,11,105,0,650,223,31,0,156,12,134,7,40,10,114,3,737,683,50,11,262,26,227,9,55,9,178,3,1512,663,25,9,211,31,111,9,27,5,71,0,1160,487,22,5,90,15,44,3,23,5,57,0,745,351,13,3,40,11,99,0,10,5,27,0,557,689,48,14,164,31,112,0,35,Ryde - Hunters Hill
12701,3,0,0,0,0,0,0,0,3,178,4,194,0,5,0,0,0,0,0,4,0,57,0,69,0,3,0,0,0,0,0,11,0,34,0,50,0,0,0,0,0,3,0,10,0,33,0,46,3,4,0,0,0,10,0,15,3,288,5,328,3,0,0,0,0,22,0,26,3,88,5,152,3,20,0,16,0,53,0,55,12,653,3,810,11,11,0,15,0,109,0,48,4,152,4,353,26,28,3,55,7,122,3,47,9,167,3,473,85,22,6,99,11,98,3,27,3,91,3,449,73,8,7,79,9,95,0,13,8,28,0,326,120,9,0,76,7,43,0,12,0,33,5,299,493,14,18,147,21,82,5,16,4,34,0,837,368,15,11,85,19,31,0,8,0,12,0,544,228,6,9,26,6,10,0,0,0,8,0,295,138,3,0,20,0,18,0,0,0,4,0,184,125,6,0,31,5,17,0,3,Bringelly - Green Valley
12702,3,0,3,4,0,4,3,9,8,455,4,491,0,3,0,3,0,0,0,9,3,134,0,153,0,3,0,0,0,7,0,35,6,103,0,159,0,0,0,0,0,5,0,33,0,68,3,113,0,5,0,4,0,16,0,54,3,895,6,994,3,11,8,3,0,59,0,90,12,279,8,469,12,48,0,16,0,150,3,125,13,2008,29,2401,17,44,3,46,3,244,4,109,17,392,3,875,48,66,9,124,5,270,7,94,18,374,5,1017,138,49,8,163,8,187,9,64,14,207,13,859,131,18,3,116,11,139,7,37,8,56,0,527,191,20,10,96,10,79,3,19,3,54,0,484,443,30,3,134,19,103,11,20,10,54,6,826,286,13,4,81,10,30,3,10,0,28,0,466,155,10,3,41,7,14,3,3,3,10,0,249,91,3,0,18,7,12,0,0,4,7,0,136,109,4,5,31,9,23,4,4,Fairfield
12703,0,0,0,0,0,3,0,5,5,222,0,234,0,0,0,0,0,3,0,7,0,71,0,82,0,0,0,0,0,0,0,13,0,50,0,67,0,0,0,0,0,3,0,13,0,52,0,71,0,5,0,3,0,7,0,26,6,361,4,415,0,4,0,0,0,30,0,45,8,109,3,205,7,13,4,0,0,72,0,71,7,833,17,1023,10,28,0,27,0,149,0,56,11,212,6,497,27,28,3,71,6,154,5,60,12,220,10,592,71,28,4,97,3,145,5,41,14,138,4,555,95,14,4,90,7,104,0,24,8,34,0,376,153,19,4,77,14,100,3,12,6,33,5,428,488,24,7,145,29,121,3,18,12,37,3,878,408,9,6,77,16,33,3,3,6,9,3,574,207,0,3,57,16,17,3,3,0,7,0,316,134,3,0,10,3,26,0,0,0,4,0,180,149,3,5,27,0,19,0,3,Liverpool
12801,0,0,0,0,0,7,0,4,0,147,3,163,0,4,0,4,0,0,0,3,0,71,0,82,0,0,0,0,0,0,0,10,0,31,4,56,0,0,0,0,0,0,0,8,0,24,0,33,0,8,0,3,0,9,0,25,3,272,3,314,0,3,0,3,0,13,3,51,3,119,0,195,3,30,0,3,5,38,0,71,7,752,8,906,4,34,0,16,0,67,3,81,11,472,3,701,27,56,3,64,7,89,3,117,10,566,3,933,73,69,8,103,3,92,4,85,14,419,0,871,77,33,3,115,11,96,8,61,10,170,0,574,121,41,6,119,6,79,7,50,6,162,0,594,481,68,15,254,31,160,12,79,16,218,4,1329,531,27,14,182,31,52,6,42,7,103,0,996,454,26,9,114,12,30,8,8,3,69,3,727,277,13,7,38,15,75,3,19,5,35,0,477,507,46,14,187,28,82,3,45,Cronulla - Miranda - Caringbah
12802,0,0,0,3,0,0,0,5,3,120,0,133,0,0,0,0,0,0,0,8,0,53,0,70,0,0,0,0,0,3,0,13,0,35,0,50,0,0,0,0,0,0,0,4,0,18,0,27,0,6,0,0,0,3,0,15,0,299,3,331,0,10,0,6,0,15,3,51,0,115,3,195,3,20,0,13,0,36,0,67,7,755,7,908,3,29,0,18,0,66,0,91,5,433,3,652,11,53,3,61,0,86,10,115,13,574,11,929,55,48,4,107,5,82,4,85,8,441,0,838,51,26,3,99,7,113,0,56,5,122,0,490,118,34,0,119,6,95,3,41,4,115,0,544,504,39,15,238,17,182,15,68,9,150,0,1238,426,22,6,185,22,51,4,25,12,53,0,822,371,16,6,108,10,43,4,12,3,29,0,588,255,4,3,43,13,74,0,5,0,19,0,420,363,18,6,141,22,70,4,18,Sutherland - Menai - Heathcote
20101,3,0,0,4,0,3,0,4,0,81,7,103,0,0,0,0,0,0,0,7,0,52,0,70,0,4,0,0,0,0,0,18,0,39,0,61,0,0,0,0,0,0,0,10,3,26,0,45,4,13,3,7,0,9,0,49,3,326,3,410,4,12,0,11,0,19,4,61,8,153,4,266,7,42,4,23,4,57,0,123,15,1212,19,1498,12,58,0,54,4,116,4,127,14,467,3,857,47,90,6,120,13,148,5,126,22,445,4,1018,121,68,3,233,11,121,7,93,12,273,10,950,146,32,4,206,8,108,9,41,4,76,0,638,206,23,3,180,19,92,8,28,9,64,0,627,544,56,21,265,28,120,12,31,12,96,3,1191,335,19,8,159,21,27,7,10,3,34,3,633,196,3,6,79,12,4,0,0,0,18,0,315,103,0,5,18,5,23,0,5,0,9,0,175,135,18,9,88,11,28,3,12,Ballarat
20102,0,3,0,4,0,4,0,0,0,39,0,46,0,3,0,0,0,4,0,3,0,27,0,44,3,4,0,3,0,3,0,5,0,16,0,36,0,0,0,0,0,0,0,5,0,4,0,12,9,7,0,3,0,3,0,17,4,118,0,173,0,7,0,3,0,8,0,31,3,50,0,111,15,21,3,19,0,16,0,52,12,353,0,497,9,29,0,23,0,50,4,61,3,139,0,312,25,32,5,45,7,48,6,52,10,141,9,366,51,37,8,75,4,30,0,24,8,91,3,324,24,13,4,40,8,34,5,13,7,19,0,164,42,19,4,39,11,32,3,3,4,21,0,169,133,21,3,84,9,69,3,16,5,25,0,369,94,12,3,60,6,18,3,7,0,9,0,207,50,6,3,27,4,6,0,0,3,10,0,111,26,3,0,3,3,14,0,0,0,7,0,61,49,10,0,28,3,19,0,7,Creswick - Daylesford - Ballan
20103,3,0,0,4,0,0,0,0,0,46,3,57,0,3,0,3,0,0,0,0,0,25,3,32,0,0,0,0,0,3,0,3,0,15,3,25,0,0,0,0,0,0,3,0,0,6,0,14,7,13,3,13,0,7,0,18,0,179,4,230,0,5,0,5,4,19,0,29,0,67,3,137,9,13,3,14,0,32,4,52,12,563,11,710,18,27,5,28,0,46,4,52,5,148,3,331,20,27,4,62,3,54,3,34,3,121,9,341,40,20,6,60,3,33,9,21,4,79,0,274,33,3,0,53,3,21,0,7,0,12,0,142,48,8,0,54,8,16,3,3,3,18,0,160,84,14,3,41,4,22,8,9,3,17,5,210,37,9,0,28,4,4,0,0,3,5,0,97,22,3,0,6,3,0,0,0,0,0,0,35,4,3,0,4,0,0,0,0,0,0,0,20,15,0,0,9,0,3,0,0,Maryborough - Pyrenees
20201,0,0,0,0,0,3,0,4,0,65,0,79,3,3,0,0,0,0,0,7,3,52,0,69,0,0,0,3,0,4,0,12,0,30,0,46,0,0,0,0,0,0,0,3,0,11,0,20,4,7,0,3,0,8,0,36,7,303,6,368,0,13,0,6,0,12,0,63,10,118,4,229,7,36,0,23,0,56,6,101,12,1104,11,1363,11,55,8,54,3,101,6,137,17,432,4,835,31,61,6,146,5,144,16,116,14,476,11,1032,154,78,6,236,12,103,6,72,16,315,0,997,130,24,5,183,13,91,4,30,9,71,0,563,199,37,11,139,12,55,8,24,5,77,0,567,464,36,6,284,35,93,16,45,7,91,0,1076,288,20,10,144,27,26,3,14,4,36,3,581,187,6,5,72,5,8,7,8,3,20,0,320,72,6,3,22,3,19,0,4,0,10,0,135,96,14,5,75,5,33,3,9,Bendigo
20202,3,0,0,0,0,3,0,0,0,39,0,55,9,0,0,0,0,0,0,4,0,49,0,60,4,3,0,0,0,0,0,12,3,25,0,49,0,0,0,0,0,3,0,4,0,12,0,26,18,17,0,9,0,6,4,32,9,188,0,273,6,10,0,4,0,7,3,38,0,76,0,142,13,16,5,20,3,28,5,78,12,618,8,806,13,34,3,29,3,53,3,64,13,264,3,483,38,71,9,57,3,63,0,71,4,328,3,652,63,62,4,93,9,74,4,57,10,154,4,529,62,28,3,79,3,50,5,33,11,50,0,319,67,27,3,77,6,49,0,16,4,33,0,297,158,41,6,150,20,69,10,23,6,61,3,547,122,13,3,93,13,24,0,12,3,14,0,307,79,11,0,41,6,11,3,3,0,16,0,177,53,0,0,15,4,19,0,6,0,3,0,100,90,11,12,46,10,19,0,10,Heathcote - Castlemaine - Kyneton
20203,6,0,0,3,0,0,0,0,0,10,3,23,5,0,0,0,0,0,0,0,0,14,0,26,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,3,0,9,3,4,0,6,0,0,0,11,0,65,3,91,3,0,0,0,0,4,0,10,0,21,0,44,9,7,0,7,0,8,0,13,6,197,6,260,14,9,3,17,3,18,0,19,4,53,0,139,18,15,3,30,0,23,0,9,0,51,3,153,24,7,3,29,0,15,3,3,0,39,0,134,13,0,3,30,0,19,0,5,0,7,0,74,22,3,4,26,3,6,0,4,0,12,0,81,56,10,0,32,4,7,0,4,0,5,3,121,23,4,3,13,3,3,0,0,0,4,0,55,15,0,0,3,0,0,0,0,0,0,0,30,7,0,0,6,0,0,0,0,0,0,0,14,15,0,3,5,3,0,0,0,Loddon - Elmore
20301,0,3,0,0,0,0,0,0,0,13,0,18,0,0,0,0,0,0,0,0,0,10,0,14,0,3,0,0,0,0,0,3,0,7,0,19,0,0,0,0,0,0,0,4,0,3,0,3,10,4,0,0,0,6,0,9,0,58,0,82,3,4,0,3,0,3,0,20,0,24,0,58,3,8,0,8,0,12,4,42,0,183,3,273,9,13,0,3,0,22,3,33,3,55,0,148,9,26,5,30,3,31,5,25,4,73,3,216,34,16,4,57,6,29,0,21,5,47,3,219,20,9,0,35,3,18,3,6,0,3,0,104,24,10,0,42,3,23,3,9,0,17,0,119,103,11,3,56,4,32,0,7,0,16,0,240,76,6,0,43,4,8,0,3,0,6,0,147,33,0,3,19,4,0,0,3,0,0,0,63,21,0,0,0,0,8,0,0,0,0,0,25,26,3,0,21,0,9,0,9,Barwon - West
20302,4,3,0,0,0,3,0,0,0,203,0,220,0,3,0,0,0,3,0,7,0,101,0,124,0,7,0,0,0,3,0,37,4,68,3,123,0,0,0,0,0,6,0,15,0,49,0,68,5,24,4,5,0,10,4,75,9,745,3,890,3,31,0,11,0,35,3,101,8,254,0,452,13,69,3,39,3,102,4,204,19,2037,38,2534,17,91,4,79,3,213,7,240,18,860,5,1553,47,119,7,205,14,278,18,195,32,859,10,1787,194,141,11,365,17,205,15,153,17,529,9,1658,204,59,7,312,21,176,13,59,7,137,0,988,301,51,17,330,18,160,10,55,12,151,0,1103,1032,76,18,521,52,199,25,64,7,173,8,2182,718,34,16,349,40,60,23,29,10,49,3,1323,393,14,11,127,22,34,4,13,0,34,0,658,205,6,4,39,12,41,0,11,4,21,0,361,282,28,15,159,11,75,8,34,Geelong
20303,5,0,0,0,0,0,0,3,3,96,0,112,3,0,0,0,0,3,0,9,0,66,0,75,0,0,0,0,0,0,0,18,0,26,0,51,0,0,0,0,0,0,0,14,3,19,0,38,7,12,0,0,0,4,3,37,0,274,0,335,0,11,0,3,0,12,0,46,3,126,3,199,6,29,0,15,0,24,3,92,9,862,16,1055,8,62,0,26,0,45,6,98,8,461,6,710,25,75,3,84,6,73,13,120,9,535,5,940,51,67,8,120,0,59,10,98,15,360,3,780,41,32,4,102,0,65,3,54,9,116,3,447,103,27,8,126,9,49,5,30,4,128,3,492,346,56,12,192,13,89,10,58,16,147,3,932,245,26,6,154,15,26,4,19,3,56,0,557,154,21,3,70,7,9,3,9,0,33,0,312,77,10,3,31,0,35,3,16,7,12,0,183,153,33,7,74,4,36,7,28,Surf Coast - Bellarine Peninsula
20401,11,0,4,9,0,4,0,4,0,73,0,106,3,9,0,7,0,3,0,11,0,33,0,63,0,0,0,7,3,3,0,20,4,20,0,57,0,0,0,0,0,0,0,7,3,24,0,34,9,20,0,10,3,10,0,31,4,241,3,329,10,11,0,12,0,18,3,45,11,86,3,202,26,27,0,22,5,28,3,91,15,785,9,1014,25,37,0,42,3,59,7,93,15,241,4,519,49,66,9,91,5,90,16,74,14,279,0,697,88,51,6,136,9,73,17,48,8,180,8,621,69,22,3,101,10,51,3,29,6,49,0,338,112,27,0,77,4,45,9,19,7,57,0,357,228,28,10,166,19,63,10,20,5,44,3,588,163,14,5,92,18,29,4,9,0,20,0,353,82,8,8,35,9,7,0,3,0,9,0,161,37,3,6,14,4,14,0,5,0,4,0,92,76,19,4,28,4,14,5,8,Upper Goulburn Valley
20402,3,3,4,0,0,3,0,0,0,49,0,67,5,0,0,0,0,3,0,5,0,25,0,43,0,0,0,0,0,0,0,5,0,16,0,30,0,0,0,0,0,3,0,5,0,11,0,20,6,5,0,3,0,7,0,25,8,219,3,278,8,3,3,3,0,13,0,24,3,75,0,127,19,25,3,30,3,43,0,64,7,720,14,919,26,44,3,51,6,57,6,89,14,298,0,603,43,64,7,84,6,70,8,70,9,251,7,625,89,46,12,145,10,56,0,40,4,134,3,533,76,23,3,122,4,46,3,22,6,40,0,347,113,13,5,98,7,31,3,15,4,44,0,338,222,29,14,146,12,52,5,18,4,51,0,561,146,18,3,76,10,13,3,5,0,20,0,287,93,12,0,27,5,4,5,3,0,3,0,152,29,0,0,9,0,8,0,0,0,4,0,56,51,8,3,39,0,9,0,7,Wangaratta - Benalla
20403,4,0,0,0,0,0,0,0,0,50,0,63,7,3,0,0,0,0,0,10,0,47,0,68,3,0,0,0,0,3,0,13,0,22,0,40,0,0,0,3,0,3,0,9,0,14,0,24,14,9,3,0,0,8,0,48,3,252,0,345,6,12,0,8,0,21,3,45,9,102,0,197,12,37,3,17,0,44,4,78,9,853,23,1087,23,49,5,41,3,97,4,112,14,335,3,694,67,84,11,130,3,109,4,98,15,331,7,861,113,59,4,188,19,107,12,66,15,211,3,796,109,29,0,155,4,74,11,37,7,77,3,513,167,39,11,161,14,69,6,20,4,65,0,559,454,48,4,244,27,72,8,34,14,54,4,971,243,25,6,121,13,33,6,16,6,26,3,501,135,3,11,49,13,14,3,5,0,22,0,251,54,5,3,17,0,12,0,3,0,3,0,92,79,12,10,44,3,21,3,7,Wodonga - Alpine
20501,11,0,0,0,0,3,0,0,3,67,0,85,4,5,3,0,0,0,0,0,0,39,3,54,0,0,0,3,0,3,0,5,0,31,0,43,0,0,0,0,0,0,0,7,0,16,0,21,6,12,0,8,0,10,3,21,0,231,7,292,0,8,0,11,0,22,0,40,3,71,3,151,15,25,0,23,0,39,6,66,11,679,10,863,20,38,4,27,0,54,0,83,11,277,3,515,38,53,0,62,5,79,4,62,6,274,6,604,77,34,3,101,11,59,10,39,5,135,0,475,69,21,0,75,7,52,3,33,6,38,0,304,112,17,7,79,12,37,3,18,3,40,3,337,214,23,10,146,25,73,6,15,8,53,0,575,147,15,3,87,11,22,8,17,3,29,0,329,82,3,0,39,3,10,3,0,0,3,0,157,42,0,3,19,3,23,0,3,0,7,0,108,76,11,7,51,8,19,3,7,Baw Baw
