sa3_code16,sme_usl_ad_1_yr_ago_as_2016_m,sme_usl_ad_1_yr_ago_as_2016_f,sme_usl_ad_1_yr_ago_as_2016_p,dif_usl_ad_1_yr_ago_sme_sa2_m,dif_usl_ad_1_yr_ago_sme_sa2_f,dif_usl_ad_1_yr_ago_sme_sa2_p,dif_us_ad_1_ago_dif_sa2_nsw_m,dif_us_ad_1_ago_dif_sa2_nsw_f,dif_us_ad_1_ago_dif_sa2_nsw_p,dif_us_ad_1_ago_dif_sa2_vic_m,dif_us_ad_1_ago_dif_sa2_vic_f,dif_us_ad_1_ago_dif_sa2_vic_p,dif_us_ad_1_ago_dif_sa2_qld_m,dif_us_ad_1_ago_dif_sa2_qld_f,dif_us_ad_1_ago_dif_sa2_qld_p,dif_us_ad_1_ago_dif_sa2_sa_m,dif_us_ad_1_ago_dif_sa2_sa_f,dif_us_ad_1_ago_dif_sa2_sa_p,dif_us_ad_1_ago_dif_sa2_wa_m,dif_us_ad_1_ago_dif_sa2_wa_f,dif_us_ad_1_ago_dif_sa2_wa_p,dif_us_ad_1_ago_dif_sa2_tas_m,dif_us_ad_1_ago_dif_sa2_tas_f,dif_us_ad_1_ago_dif_sa2_tas_p,dif_us_ad_1_ago_dif_sa2_nt_m,dif_us_ad_1_ago_dif_sa2_nt_f,dif_us_ad_1_ago_dif_sa2_nt_p,dif_us_ad_1_ago_dif_sa2_act_m,dif_us_ad_1_ago_dif_sa2_act_f,dif_us_ad_1_ago_dif_sa2_act_p,dif_us_ad_1_ago_dif_sa2_ot_m,dif_us_ad_1_ago_dif_sa2_ot_f,dif_us_ad_1_ago_dif_sa2_ot_p,dif_us_ad_1_ago_dif_sa2_tot_m,dif_us_ad_1_ago_dif_sa2_tot_f,dif_us_ad_1_ago_dif_sa2_tot_p,difnt_usl_add_1_yr_ago_os_m,difnt_usl_add_1_yr_ago_os_f,difnt_usl_add_1_yr_ago_os_p,difnt_usl_add_1_yr_ago_ns_m,difnt_usl_add_1_yr_ago_ns_f,difnt_usl_add_1_yr_ago_ns_p,difnt_usl_add_1_yr_ago_tot_m,difnt_usl_add_1_yr_ago_tot_f,difnt_usl_add_1_yr_ago_tot_p,n_stated_m,n_stated_f,n_stated_p,tot_m,tot_f,tot_p,sa3_name16
31901,32426,33707,66131,1196,1356,2555,201,237,439,108,142,247,4162,4423,8585,34,30,57,51,52,98,20,24,44,43,29,71,16,12,34,0,0,3,4638,4944,9583,353,368,723,139,120,261,6335,6790,13119,3873,3871,7748,42631,44362,86994,Bundaberg
31902,18724,18444,37174,1240,1360,2603,100,86,192,22,22,38,1651,1742,3394,13,15,32,19,15,35,6,7,14,18,17,31,4,4,10,0,0,0,1833,1910,3752,124,97,224,77,85,157,3276,3455,6738,2533,2168,4694,24536,24064,48604,Burnett
31903,18415,18605,37018,795,957,1746,139,139,278,55,59,111,2235,2327,4562,9,17,26,43,37,82,17,21,35,20,27,45,9,9,15,0,0,0,2536,2626,5159,69,86,150,87,67,152,3480,3730,7214,2408,2397,4808,24304,24737,49040,Gympie - Cooloola
31904,19732,21398,41124,750,921,1669,289,303,595,168,181,341,2941,3360,6301,39,38,77,72,50,120,28,35,62,43,44,86,14,23,30,3,0,3,3590,4026,7618,140,154,293,82,76,158,4562,5168,9732,2641,2717,5363,26938,29285,56219,Hervey Bay
30306,18003,18441,36443,633,578,1213,146,136,281,76,71,148,2783,2573,5347,29,26,51,42,35,72,7,3,10,17,17,36,13,18,33,0,0,0,3114,2867,5977,1137,1207,2340,76,61,137,4960,4713,9674,1588,1531,3121,24549,24684,49232,Sunnybank
30401,12960,13657,26623,209,242,451,60,51,111,38,28,72,1384,1500,2885,14,10,26,18,10,22,0,4,6,8,12,18,4,9,19,0,0,0,1536,1626,3164,180,177,358,33,33,63,1955,2079,4035,788,725,1514,15710,16465,32175,Centenary
30402,17933,18809,36746,419,496,917,136,138,275,66,72,138,1821,1809,3633,32,29,62,44,33,78,8,6,18,14,11,19,13,15,30,0,0,0,2138,2120,4251,328,355,688,43,38,86,2930,3015,5944,1209,1101,2310,22071,22924,45001,Kenmore - Brookfield - Moggill
30403,16293,17293,33583,988,1006,1999,229,218,451,115,97,214,3600,3751,7344,41,45,83,58,51,110,7,10,20,13,19,33,19,24,46,0,0,0,4084,4222,8308,1380,1667,3039,54,51,105,6508,6947,13458,1784,1823,3609,24583,26063,50646,Sherwood - Indooroopilly
30404,18950,20030,38981,518,511,1031,251,225,475,170,116,285,2258,2342,4605,34,22,52,61,45,102,10,11,16,38,29,67,75,54,133,0,0,0,2896,2838,5730,238,258,493,47,40,91,3701,3646,7353,1456,1565,3023,24106,25250,49357,The Gap - Enoggera
30501,18702,17724,36429,1284,1272,2554,410,398,805,237,205,434,5807,5506,11315,69,68,142,112,106,218,24,26,48,43,36,76,49,48,92,0,0,4,6754,6388,13143,2843,3101,5941,154,114,276,11033,10880,21912,4664,4106,8769,34406,32716,67115,Brisbane Inner
30502,13641,14039,27680,437,450,893,223,226,451,101,111,219,2953,3146,6102,37,29,62,56,56,106,11,17,33,20,16,32,16,24,36,0,0,0,3414,3623,7038,478,508,984,42,46,90,4372,4630,9001,1700,1679,3377,19716,20346,40057,Brisbane Inner - East
30503,27527,28331,55857,1103,1166,2267,442,454,895,209,232,446,6841,7113,13953,57,42,100,111,94,205,19,31,47,43,38,78,53,47,101,0,0,0,7776,8045,15830,1364,1509,2872,120,119,239,10366,10842,21204,4110,4067,8173,41999,43241,85239,Brisbane Inner - North
30504,18690,19292,37977,726,781,1501,236,255,496,145,157,301,4091,4302,8397,43,39,80,61,52,117,22,19,38,34,30,60,40,41,79,0,0,0,4676,4887,9564,756,893,1648,76,60,133,6228,6621,12851,2278,2159,4433,27193,28071,55263,Brisbane Inner - West
30601,18320,18723,37040,973,1069,2043,221,256,479,215,220,438,2539,2862,5402,73,105,173,127,118,248,21,28,52,88,105,191,17,21,39,0,0,0,3311,3706,7019,318,360,676,87,68,152,4684,5203,9883,2599,2560,5156,25603,26480,52079,Cairns - North
30602,34478,35420,69901,1363,1473,2839,278,290,568,226,207,428,5425,5784,11208,75,87,166,122,138,259,41,44,78,155,135,290,20,23,40,0,0,0,6336,6703,13040,728,847,1571,176,165,338,8597,9188,17785,5961,5905,11864,49038,50511,99553,Cairns - South
30603,13548,12814,26361,873,875,1747,79,70,152,40,53,97,981,956,1938,20,22,42,37,42,80,12,7,17,27,29,62,3,0,5,0,0,0,1201,1190,2398,139,172,309,65,56,118,2283,2300,4578,1822,1597,3418,17649,16704,34354,Innisfail - Cassowary Coast
30604,4007,3759,7764,398,388,788,52,55,108,63,69,131,294,312,606,35,30,61,31,40,73,7,12,13,16,17,36,6,3,9,0,0,0,496,549,1041,95,108,206,16,12,33,1009,1060,2072,816,840,1649,5825,5659,11484,Port Douglas - Daintree
30605,15048,15391,30436,924,1071,1999,52,63,109,28,29,63,1291,1383,2675,17,14,23,49,45,94,12,11,20,49,46,98,7,9,9,0,0,0,1500,1592,3094,168,161,325,71,76,153,2665,2904,5563,2030,1990,4016,19742,20279,40025,Tablelands (East) - Kuranda
30701,16125,15204,31335,1403,1481,2878,199,195,398,36,43,74,1482,1493,2970,24,11,39,26,29,58,4,5,6,22,24,43,7,6,10,0,0,0,1795,1806,3604,70,100,168,51,46,97,3318,3427,6749,2893,2522,5415,22333,21162,43492,Darling Downs (West) - Maranoa
30702,16184,15899,32081,1213,1237,2447,135,111,246,18,32,48,1392,1414,2802,9,15,30,13,18,26,4,3,7,15,13,28,0,0,0,0,0,0,1587,1600,3191,72,89,160,47,42,91,2911,2978,5887,1913,1741,3654,21013,20616,41627,Darling Downs - East
30703,15453,15687,31144,979,1136,2122,134,148,278,15,25,36,1329,1367,2693,7,11,21,19,19,36,3,3,9,17,18,27,3,6,11,0,0,0,1529,1588,3118,72,93,161,48,51,93,2630,2866,5493,1523,1497,3022,19604,20052,39658,Granite Belt
30801,10535,9563,20098,1011,1012,2023,71,97,174,27,25,51,1057,1030,2086,6,11,21,30,20,44,4,15,16,10,15,28,0,3,3,0,0,0,1215,1216,2434,59,81,142,42,47,87,2324,2353,4679,2109,1577,3683,14975,13489,28464,Central Highlands (Qld)
30803,42723,43209,85929,1983,2205,4188,211,192,405,108,120,229,5428,5939,11363,33,34,66,60,66,127,21,29,47,44,49,94,9,12,19,0,0,0,5921,6436,12362,279,321,603,198,200,394,8383,9168,17549,6258,4904,11158,57362,57278,114637,Rockhampton
30804,5710,5338,11050,397,413,811,23,22,38,12,3,14,411,388,800,13,3,14,4,4,8,3,3,4,7,0,9,0,0,3,0,0,0,463,428,890,41,45,89,16,13,33,920,902,1821,658,589,1251,7290,6831,14122,Biloela
30805,22924,21347,44274,1462,1524,2984,162,152,314,83,78,158,3250,3355,6606,38,31,75,65,87,150,28,16,43,46,43,84,3,7,9,0,0,0,3677,3764,7440,204,278,482,97,93,192,5431,5658,11093,2852,2584,5435,31211,29592,60805,Gladstone
30901,21069,22499,43574,755,811,1564,510,538,1051,170,186,358,3135,3474,6606,31,34,67,62,71,140,16,27,40,29,16,44,27,35,61,4,0,5,3989,4383,8374,573,622,1193,99,73,171,5408,5894,11302,3000,3129,6127,29473,31522,60998,Broadbeach - Burleigh
30902,18954,19805,38759,823,847,1667,629,731,1362,112,110,224,2173,2391,4567,12,18,35,36,60,96,18,18,39,24,24,50,18,16,36,0,3,3,3032,3374,6403,287,374,658,98,73,172,4232,4668,8903,2407,2566,4978,25595,27043,52637,Coolangatta
30903,21937,24168,46102,813,963,1776,483,510,995,183,194,371,3650,4135,7786,37,37,72,48,52,98,29,36,66,11,24,35,19,11,34,0,0,3,4448,5001,9456,513,560,1071,96,95,188,5877,6618,12496,3232,3528,6756,31037,34315,65356,Gold Coast - North
30904,6920,7113,14032,323,360,687,91,79,166,24,25,47,658,692,1348,11,5,17,18,14,28,3,3,8,11,9,22,0,3,9,0,0,0,810,836,1648,59,69,126,18,25,38,1220,1282,2504,875,938,1815,9013,9333,18350,Gold Coast Hinterland
31201,11832,10435,22271,1201,1299,2506,81,94,174,44,51,92,1317,1260,2582,18,6,28,26,32,61,7,8,13,17,14,30,7,0,9,0,0,0,1512,1474,2989,152,158,312,36,27,60,2900,2961,5862,2907,1926,4835,17644,15326,32976,Bowen Basin - North
31202,43144,42289,85434,1850,2008,3854,233,275,510,114,144,256,5351,5856,11211,45,46,94,111,104,214,42,43,85,38,38,70,11,11,26,0,0,0,5949,6511,12458,223,315,541,158,139,294,8183,8970,17149,6186,4725,10911,57510,55984,113496,Mackay
31203,7217,6654,13870,762,779,1537,160,155,316,89,122,207,678,679,1353,27,28,58,46,53,98,12,12,28,12,13,26,6,4,17,0,0,0,1035,1074,2109,168,181,354,15,20,43,1984,2055,4037,1683,1406,3087,10886,10111,21000,Whitsunday
31301,12041,12798,24846,659,750,1411,140,146,290,42,49,90,1424,1502,2927,6,7,16,19,20,38,17,9,24,24,20,43,10,11,18,0,0,0,1682,1765,3446,78,90,169,38,33,75,2457,2639,5102,1407,1490,2899,15917,16930,32845,Bribie - Beachmere
31302,23656,24535,48191,998,1183,2178,192,202,394,94,84,183,3862,4159,8025,43,27,71,36,28,58,16,13,27,25,26,50,12,20,35,4,0,3,4277,4569,8842,407,459,864,127,102,237,5804,6312,12118,2988,3280,6269,32446,34130,66576,Caboolture
31303,4619,4606,9228,264,257,514,25,33,56,0,7,7,475,519,996,6,4,13,3,0,7,3,0,3,8,8,19,3,0,6,0,0,0,526,572,1100,48,28,71,15,3,22,856,856,1713,1595,563,2153,7063,6028,13092,Caboolture Hinterland
31304,23782,24354,48131,845,950,1795,178,215,391,60,65,124,3103,3309,6413,25,22,51,25,23,43,11,9,16,25,18,43,9,11,21,0,0,0,3436,3675,7106,130,146,276,105,53,157,4514,4818,9333,2256,2431,4690,30545,31606,62153,Narangba - Burpengary
31305,21265,23209,44467,669,841,1511,213,251,466,69,108,177,3016,3336,6353,17,20,38,44,50,96,12,19,24,19,15,35,11,20,33,0,0,4,3413,3820,7235,204,230,440,108,77,187,4401,4966,9367,2394,2711,5104,28060,30882,58943,Redcliffe
31401,34666,35301,69972,875,909,1790,200,194,391,101,103,208,3575,3737,7314,23,20,43,61,55,118,22,14,37,37,48,85,26,28,48,0,0,0,4040,4201,8244,227,264,496,71,65,129,5219,5445,10663,2310,2231,4538,42190,42976,85172,The Hills District
31402,24275,25664,49946,1652,1813,3465,321,327,643,151,152,299,4403,4865,9261,52,64,122,71,78,152,23,29,47,63,51,110,24,23,44,0,0,0,5108,5585,10688,431,518,947,145,167,308,7331,8078,15407,2508,2511,5015,34117,36253,70373,North Lakes
31403,14152,14581,28728,303,306,607,61,73,135,25,33,57,1931,2051,3983,18,17,29,21,22,44,13,6,13,13,4,9,14,10,23,0,0,0,2092,2213,4300,169,205,368,51,38,88,2608,2765,5369,1345,1302,2646,18102,18644,36743,Strathpine
31501,12397,11710,24111,543,549,1088,53,48,102,19,33,53,953,942,1893,15,14,28,57,50,113,7,7,12,36,37,70,8,4,18,0,3,3,1152,1140,2291,76,82,157,160,155,312,1926,1925,3849,2558,1387,3941,16879,15016,31903,Far North
30908,16549,18378,34929,697,757,1452,342,417,757,147,129,272,2626,2985,5616,52,59,103,62,62,126,17,17,33,21,22,42,20,36,60,0,0,0,3282,3720,7001,510,589,1100,75,70,148,4570,5134,9697,2000,2323,4315,23110,25830,48943,Robina
30909,19546,20818,40359,716,761,1481,391,416,806,137,145,279,3430,3688,7121,49,45,94,60,54,119,23,38,60,40,33,70,21,27,53,0,4,4,4161,4451,8610,801,929,1729,108,90,200,5788,6233,12020,3086,2897,5980,28418,29947,58363,Southport
30910,12647,12570,25218,896,910,1808,346,369,714,158,156,318,2001,2094,4098,38,33,69,45,43,92,16,27,37,20,14,31,21,15,36,0,0,0,2644,2750,5399,934,1038,1974,69,53,124,4544,4751,9297,3095,2921,6013,20289,20238,40526,Surfers Paradise
31001,25089,26591,51678,1061,1052,2111,144,161,303,76,80,163,3050,3059,6100,26,28,54,34,32,64,4,4,12,31,28,56,16,15,33,0,0,0,3376,3401,6784,598,646,1239,84,59,149,5123,5155,10276,5697,3598,9290,35901,35344,71244,Forest Lake - Oxley
31002,23926,23708,47634,1224,1347,2565,181,150,334,58,55,110,2263,2474,4739,29,30,60,30,31,64,12,16,26,23,20,44,7,3,16,0,0,0,2608,2775,5376,101,113,206,97,73,173,4024,4304,8326,3357,2763,6118,31309,30774,62078,Ipswich Hinterland
31003,37871,39130,76997,1194,1236,2433,334,363,693,124,112,231,6038,6439,12475,56,57,118,54,66,122,35,30,63,105,93,194,31,23,49,3,0,3,6769,7183,13953,215,275,485,188,150,336,8366,8840,17206,4323,4289,8607,50562,52256,102814,Ipswich Inner
31004,29579,29994,59579,1497,1509,3008,376,367,740,133,126,259,5040,5397,10434,62,65,124,85,77,166,18,21,42,59,41,97,41,42,82,0,0,0,5814,6142,11953,534,556,1089,141,132,271,7979,8331,16316,3231,3272,6505,40794,41596,82393,Springfield - Redbank
31101,4907,5224,10134,397,471,868,56,60,111,27,21,45,557,612,1173,5,8,10,8,10,16,0,3,6,6,8,11,0,0,0,0,0,0,657,719,1379,18,19,36,26,18,37,1090,1225,2312,760,577,1338,6765,7025,13783,Beaudesert
31102,14546,15237,29788,589,615,1205,140,143,275,55,44,97,2326,2585,4911,15,18,32,19,28,43,25,11,36,9,15,24,4,5,11,0,0,0,2588,2842,5434,177,175,347,78,53,134,3426,3688,7115,1668,1800,3473,19647,20730,40372,Beenleigh
31103,29595,30246,59844,782,803,1586,182,170,346,79,84,161,4243,4490,8736,32,30,59,47,40,88,12,12,26,20,12,34,9,5,15,0,0,0,4620,4840,9462,357,426,790,153,135,285,5908,6212,12117,3342,3391,6731,38849,39845,78696,Browns Plains
31104,17368,17249,34619,542,552,1092,144,145,292,74,62,137,2520,2568,5092,24,20,38,18,10,35,10,13,20,11,7,14,14,12,26,0,0,0,2816,2839,5661,90,94,185,64,54,126,3523,3542,7058,1734,1614,3350,22626,22407,45034,Jimboomba
31105,21808,22659,44476,592,623,1219,151,151,298,46,48,97,3405,3596,6999,20,16,37,34,34,64,10,14,25,13,6,18,13,3,19,0,0,0,3690,3874,7561,346,347,690,104,69,172,4732,4912,9643,2355,2500,4860,28901,30079,58976,Loganlea - Carbrook
31106,28843,29245,58085,828,838,1659,192,175,362,109,77,187,3828,3901,7736,22,26,45,44,40,85,18,15,30,10,19,26,15,8,22,0,0,0,4239,4258,8499,648,772,1423,119,85,208,5835,5951,11789,3123,3156,6280,37805,38347,76156,Springwood - Kingston
31502,10739,9788,20528,1255,1324,2574,84,70,150,25,34,57,851,827,1684,28,20,50,38,29,67,11,4,12,43,54,97,0,0,0,0,0,0,1078,1035,2114,74,109,180,58,64,122,2468,2527,4993,1974,1678,3647,15183,13993,29172,Outback - North
31701,52953,56835,109791,2181,2338,4517,431,479,907,144,136,285,8292,9086,17378,49,53,106,84,82,163,19,29,53,80,72,150,37,39,79,0,0,0,9143,9973,19114,773,802,1573,193,181,377,12295,13291,25584,6055,6333,12390,71300,76463,147763,Toowoomba
31905,16809,16919,33727,784,897,1681,130,125,253,69,59,127,1702,1834,3536,27,31,59,23,24,49,9,24,32,24,20,49,9,7,16,0,0,0,1995,2124,4117,60,75,130,60,54,114,2895,3148,6041,2756,1994,4758,22462,22059,44523,Maryborough
40101,6302,6142,12438,627,727,1361,91,99,191,90,95,186,56,63,120,1358,1367,2733,47,27,75,9,10,19,23,24,52,18,12,25,0,0,0,1701,1696,3389,963,979,1942,26,21,44,3312,3422,6733,1638,1123,2757,11253,10682,21933,Adelaide City
40102,28794,29625,58413,980,1014,1995,89,101,189,69,71,139,89,106,199,2402,2620,5024,55,52,107,10,13,14,47,44,90,9,4,15,0,0,0,2771,3003,5778,156,199,349,58,46,106,3963,4266,8229,2254,2237,4489,35006,36124,71132,Adelaide Hills
40105,12687,13964,26654,321,366,685,75,89,160,64,53,112,41,40,82,1807,1877,3688,11,18,30,12,17,27,27,25,51,12,18,32,0,0,0,2053,2133,4182,484,530,1011,19,33,51,2871,3058,5933,1203,1248,2457,16768,18272,35036,Norwood - Payneham - St Peters
40107,13599,15306,28906,380,469,850,82,94,179,70,80,149,49,49,93,1687,1867,3551,26,27,56,4,9,9,15,21,34,9,15,18,0,0,0,1935,2154,4089,407,479,887,26,25,49,2756,3127,5878,1254,1384,2635,17607,19813,37414,Unley
40201,13382,13838,27218,476,597,1076,52,58,105,46,42,88,45,44,88,1389,1437,2827,17,16,42,7,3,9,20,26,41,3,9,15,0,0,0,1571,1648,3221,51,52,104,39,28,67,2142,2328,4469,1304,1301,2607,16826,17464,34290,Gawler - Two Wells
40202,33879,34169,68051,1033,1153,2184,110,109,218,134,130,265,98,128,221,4225,4645,8873,61,38,97,7,15,23,38,48,88,26,15,39,0,0,0,4699,5133,9826,299,334,631,145,111,258,6173,6731,12903,3864,3879,7743,43922,44779,88700,Playford
40203,25222,25672,50896,927,855,1782,93,90,181,94,84,179,60,63,126,3336,3205,6537,37,30,62,5,7,16,27,37,64,17,14,35,0,0,0,3670,3532,7199,783,866,1642,58,55,111,5433,5301,10735,2987,2498,5482,33642,33471,67116,Port Adelaide - East
40204,53693,54321,108017,1297,1275,2575,191,174,371,218,159,374,146,159,309,5678,5779,11451,83,48,131,17,23,45,47,42,89,35,19,49,0,0,0,6415,6403,12817,930,1014,1942,162,126,293,8806,8819,17623,4664,4544,9206,67162,67684,134849,Salisbury
40205,37900,39656,77562,569,577,1141,85,117,208,60,65,128,76,86,160,3355,3626,6983,28,32,57,10,13,20,45,29,72,18,9,25,0,0,0,3673,3976,7650,335,379,716,65,41,106,4636,4974,9611,2725,2786,5510,45261,47416,92678,Tea Tree Gully
40303,24781,26725,51507,510,512,1018,70,106,172,85,103,182,44,50,92,2330,2571,4910,30,26,59,3,11,11,24,36,60,12,10,24,0,0,0,2597,2915,5513,454,538,996,54,43,98,3620,4005,7625,1898,1888,3783,30295,32615,62913,Mitcham
40304,66062,68687,134749,1657,1876,3531,131,143,273,120,143,261,165,150,314,6636,7041,13677,90,82,170,17,17,34,74,77,152,10,11,21,0,0,0,7243,7667,14909,369,449,816,153,152,313,9426,10142,19567,5817,6002,11817,81302,84823,166133,Onkaparinga
40401,41476,43868,85349,1018,1048,2070,156,113,274,167,146,317,107,92,205,4842,4966,9809,51,59,112,22,21,42,43,44,86,14,19,33,0,0,0,5404,5466,10872,761,855,1617,97,82,177,7286,7451,14743,3794,3627,7426,52557,54956,107512,Charles Sturt
40402,22393,23285,45670,684,744,1420,66,53,117,74,67,148,62,52,113,2200,2267,4461,35,32,68,4,3,7,31,26,56,10,12,22,0,0,0,2484,2510,4993,347,428,770,72,57,127,3582,3735,7315,2144,2260,4407,28121,29276,57393,Port Adelaide - West
40104,19880,21162,41046,479,494,970,42,46,89,51,50,94,42,36,79,1905,1979,3890,8,12,19,3,3,5,9,11,16,9,3,12,0,0,0,2064,2141,4209,490,500,988,58,33,88,3088,3173,6262,1330,1373,2705,24302,25707,50007,Campbelltown (SA)
40106,10799,10972,21777,230,214,449,34,36,74,33,41,76,20,22,42,1359,1328,2692,31,21,49,3,4,7,13,21,32,5,3,9,0,0,0,1500,1486,2984,305,315,616,23,20,42,2058,2039,4094,954,963,1923,13813,13978,27792,Prospect - Walkerville
40403,22671,23906,46574,670,682,1355,103,127,231,86,89,173,71,65,142,2881,2951,5831,30,22,59,14,5,20,20,21,47,9,9,24,0,0,0,3218,3292,6515,786,939,1727,58,52,109,4731,4970,9700,2063,2124,4182,29462,30997,60458,West Torrens
40501,14596,14584,29179,497,534,1027,32,38,65,30,32,58,33,30,62,1103,1191,2296,26,26,47,3,0,4,21,18,42,3,0,3,0,0,0,1237,1334,2568,50,62,121,32,22,54,1819,1949,3763,1141,1061,2200,17556,17595,35152,Barossa
40502,9179,9010,18194,414,449,857,29,16,41,19,15,37,31,22,51,578,602,1184,25,25,56,0,7,8,27,20,42,3,3,3,0,0,0,714,717,1432,31,32,60,26,25,55,1181,1218,2396,871,848,1721,11229,11080,22309,Lower North
40503,10971,10966,21941,653,751,1397,30,42,70,11,20,27,17,23,41,524,557,1081,14,23,37,3,3,8,16,14,31,0,4,6,0,0,0,620,674,1300,15,24,37,28,32,62,1321,1477,2799,1098,1149,2249,13390,13590,26986,Mid North
40504,10296,10047,20349,524,552,1078,20,16,36,24,18,38,34,23,57,651,665,1320,18,12,33,3,3,6,19,9,30,0,0,0,0,0,0,757,747,1509,10,21,26,22,20,39,1319,1337,2659,1013,983,1995,12630,12370,24997,Yorke Peninsula
40601,22230,21669,43901,1869,2008,3877,53,40,94,30,35,62,71,87,162,909,951,1862,80,71,153,6,6,13,37,36,71,0,0,0,0,0,0,1196,1225,2417,70,99,165,82,77,163,3218,3412,6624,2841,2569,5418,28291,27650,55941,Eyre Peninsula and South West
40602,9658,9014,18676,904,973,1877,55,41,101,49,38,80,75,47,124,639,522,1163,53,31,83,15,12,24,41,40,77,0,4,5,0,0,0,922,736,1659,37,63,106,24,19,45,1891,1794,3689,2138,1361,3497,13689,12174,25859,Outback - North and East
40701,19211,20323,39528,1121,1269,2393,64,68,130,69,69,140,83,95,178,1465,1615,3080,41,42,81,20,22,34,36,43,72,5,3,16,0,0,0,1782,1961,3741,69,105,169,67,42,106,3042,3370,6410,2020,2037,4059,24270,25732,50005,Fleurieu - Kangaroo Island
40702,25681,25211,50892,1588,1545,3136,88,65,155,262,240,506,74,76,150,1658,1742,3398,62,53,113,14,5,21,28,27,59,3,3,9,0,0,0,2184,2213,4401,150,167,312,55,63,116,3971,3991,7962,2854,2411,5271,32510,31617,64128,Limestone Coast
40703,27356,26913,54266,1572,1806,3373,85,93,176,114,113,226,90,93,181,1785,1769,3552,62,64,122,11,17,22,38,63,104,8,3,12,0,0,0,2189,2209,4399,331,308,638,99,70,165,4192,4388,8575,3346,2674,6023,34890,33973,68861,Murray and Mallee
50101,18359,19037,37398,1864,2050,3905,52,54,103,48,57,103,53,43,101,12,16,35,1708,1783,3496,3,9,14,14,16,33,0,0,0,0,4,6,1899,1983,3886,201,241,442,58,56,112,4019,4327,8347,2295,2248,4546,24677,25614,50290,Augusta - Margaret River - Busselton
50102,38383,39256,77639,2014,2224,4239,43,47,97,64,67,131,100,98,197,17,26,47,4085,4447,8537,12,20,32,31,41,74,0,4,7,5,3,8,4363,4763,9124,379,407,788,104,112,210,6857,7506,14363,4959,4464,9426,50196,51230,101428,Bunbury
50103,8899,8847,17750,515,591,1109,9,9,18,11,11,23,13,7,23,3,3,10,613,680,1294,3,0,7,0,4,3,3,0,4,0,0,0,657,717,1379,63,61,123,18,21,42,1254,1397,2653,1095,1094,2184,11247,11341,22590,Manjimup
50201,34518,36489,71005,1729,1981,3715,99,110,200,85,82,167,137,133,274,33,36,72,5027,5457,10484,29,45,72,35,42,76,3,6,7,0,0,3,5442,5912,11359,384,421,805,119,117,234,7676,8434,16108,4411,4147,8558,46598,49065,95667,Mandurah
50301,24505,26094,50602,1080,1111,2198,134,131,262,112,126,236,91,82,180,34,23,58,3067,3153,6220,9,6,20,21,20,39,19,21,39,0,0,0,3486,3570,7054,1005,1066,2072,36,53,94,5607,5800,11411,2554,2591,5144,32669,34490,67152,Cottesloe - Claremont
50302,32858,33314,66171,2186,2130,4320,236,235,470,219,226,447,186,184,368,83,69,153,6023,6153,12182,26,22,45,43,38,82,19,13,33,3,8,10,6833,6951,13783,2210,2372,4585,133,132,266,11360,11584,22944,5896,5494,11391,50116,50393,100508,Perth City
50401,29845,30584,60436,1050,1032,2084,75,83,158,91,99,187,68,66,133,30,24,50,4083,3981,8063,4,9,15,15,13,36,12,15,25,0,0,0,4385,4292,8674,718,824,1544,117,89,207,6277,6233,12510,3279,3206,6482,39400,40029,79423,Bayswater - Bassendean
50402,16154,16393,32551,340,370,713,16,11,33,29,33,66,13,25,40,15,6,19,1503,1557,3060,3,3,3,9,11,27,3,3,6,0,0,0,1594,1655,3249,105,113,219,41,40,75,2078,2179,4256,3418,1440,4862,21652,20017,41666,Mundaring
40103,16425,18535,34961,335,399,738,73,99,170,66,79,142,32,36,67,1817,1991,3810,28,21,49,4,0,8,12,13,20,12,9,26,0,0,0,2059,2243,4295,452,480,930,29,15,48,2871,3141,6010,1264,1347,2613,20562,23020,43582,Burnside
50403,47827,48316,96146,1752,1822,3573,103,110,217,98,93,187,109,109,216,53,43,91,6783,6964,13747,12,11,28,35,38,73,9,16,29,0,0,4,7203,7389,14589,706,831,1536,145,133,276,9800,10172,19975,5172,5305,10476,62802,63794,126602,Swan
50501,61799,63338,125140,1517,1523,3036,125,139,267,113,102,208,103,90,198,38,23,56,6088,6220,12306,20,27,43,32,42,79,16,18,36,3,3,3,6542,6654,13192,1000,1109,2112,128,113,239,9185,9393,18574,4881,4528,9409,75863,77262,153125,Joondalup
50502,69561,73512,143071,2453,2495,4947,205,199,401,196,204,401,164,163,330,68,56,124,9936,10162,20095,14,21,30,38,38,75,17,12,38,4,0,3,10637,10865,21496,2061,2104,4164,195,165,357,15341,15628,30963,7841,8066,15906,92736,97209,189948,Stirling
50503,70190,71777,141964,2796,2981,5778,158,182,338,126,140,272,167,162,323,52,56,113,9463,9939,19405,12,22,33,29,37,66,7,17,28,3,0,7,10019,10564,20583,1216,1368,2583,175,155,328,14204,15057,29265,7010,6856,13862,91410,93686,185093,Wanneroo
50601,29545,29755,59309,1019,1085,2104,64,77,139,46,45,92,61,61,123,27,19,46,4314,4589,8902,8,3,18,26,16,37,8,3,7,0,0,0,4557,4806,9362,417,540,953,99,93,190,6097,6520,12616,3224,3057,6280,38864,39333,78204,Armadale
