SA3_MAIN11,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P,SA3_NAME11
12202,22061,23665,45726,11158,5809,16967,3127,6976,10103,776,840,1616,518,516,1034,15579,14141,29720,5476,8496,13972,3.3,3.6,3.5,70.6,59.8,65.0,68.3,57.6,62.7,1245,977,2222,312,654,966,3932,4395,8327,2345,3488,5833,5523,2774,8297,22791,24070,46861,3627,3840,7467,15388,16136,31524,9394,10032,19426,Pittwater
12203,54444,57986,112430,29363,16907,46270,6831,15376,22207,1744,2061,3805,1405,1202,2607,39343,35546,74889,12777,20160,32937,3.6,3.4,3.5,72.3,61.3,66.6,69.7,59.2,64.3,2961,2581,5542,844,1408,2252,10034,11434,21468,5499,7810,13309,12785,6594,19379,55799,58164,113963,9677,10008,19685,36673,38699,75372,24279,25243,49522,Warringah
12301,18891,20333,39224,11764,6424,18188,1771,5440,7211,681,874,1555,547,571,1118,14763,13309,28072,3534,6441,9975,3.7,4.3,4.0,78.1,65.5,71.6,75.2,62.7,68.7,423,440,863,180,331,511,1595,2536,4131,1503,2152,3655,6229,3139,9368,20702,21769,42471,3642,3890,7532,12982,13669,26651,9445,10175,19620,Camden
12302,55557,59449,115006,27999,16260,44259,5473,11642,17115,2121,2000,4121,2670,2527,5197,38263,32429,70692,14208,23657,37865,7.0,7.8,7.4,68.9,54.6,61.5,64.1,50.3,56.9,1377,1206,2583,345,542,887,4185,5623,9808,3401,4687,8088,14448,8467,22915,59546,62092,121638,7880,8325,16205,41869,43401,85270,20678,22330,43008,Campbelltown (NSW)
12303,13911,14221,28132,7685,3770,11455,1319,3842,5161,552,535,1087,393,419,812,9949,8566,18515,3330,5050,8380,4.0,4.9,4.4,71.5,60.2,65.8,68.7,57.3,62.9,235,285,520,111,218,329,807,1433,2240,787,1330,2117,5023,2289,7312,15316,15228,30544,1952,2113,4065,10992,10914,21906,5054,5301,10355,Wollondilly
12401,29007,31920,60927,13472,7560,21032,3919,8531,12450,937,1115,2052,1021,831,1852,19349,18037,37386,8205,12375,20580,5.3,4.6,5.0,66.7,56.5,61.4,63.2,53.9,58.3,1524,1584,3108,645,1062,1707,4082,5801,9883,2695,3795,6490,7840,4455,12295,30407,32638,63045,4000,4396,8396,21332,22777,44109,11041,12238,23279,Blue Mountains
12402,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,6,9,0,0,0,0,3,3,0,3,3,Blue Mountains - South
12403,47068,50204,97272,26572,15184,41756,4528,11932,16460,1880,1968,3848,1717,1603,3320,34697,30687,65384,10165,17382,27547,4.9,5.2,5.1,73.7,61.1,67.2,70.1,57.9,63.8,939,931,1870,375,611,986,3317,4987,8304,3040,4252,7292,14270,7989,22259,50863,52838,103701,6907,7351,14258,34925,36223,71148,18574,19823,38397,Penrith
12404,13880,14273,28153,7308,3853,11161,1281,3396,4677,554,495,1049,453,513,966,9596,8257,17853,3608,5426,9034,4.7,6.2,5.4,69.1,57.8,63.4,65.9,54.3,60.0,230,219,449,76,164,240,708,1277,1985,815,1236,2051,4217,2408,6625,13892,14517,28409,2290,2301,4591,9215,9679,18894,5781,6059,11840,Richmond - Windsor
12405,20196,20678,40874,10838,6146,16984,1833,4317,6150,870,744,1614,862,850,1712,14403,12057,26460,4691,7589,12280,6.0,7.0,6.5,71.3,58.3,64.7,67.1,54.2,60.5,282,264,546,78,150,228,1191,1674,2865,1061,1497,2558,5429,3092,8521,21519,21832,43351,2741,2932,5673,15573,15834,31407,6949,7218,14167,St Marys
12501,31013,28775,59788,11808,7019,18827,4162,4153,8315,1158,862,2020,1502,1241,2743,18630,13275,31905,9879,13608,23487,8.1,9.3,8.6,60.1,46.1,53.4,55.2,41.8,48.8,1790,1290,3080,255,276,531,4438,4637,9075,2418,2444,4862,3485,2159,5644,28342,27754,56096,5713,5277,10990,16954,16937,33891,14528,13628,28156,Auburn
12502,23494,24811,48305,10985,6703,17688,2777,5244,8021,743,816,1559,841,750,1591,15346,13513,28859,7075,10181,17256,5.5,5.6,5.5,65.3,54.5,59.7,61.7,51.4,56.5,1835,1446,3281,297,480,777,4357,4770,9127,2023,2646,4669,4291,2372,6663,24507,25329,49836,3332,3360,6692,16945,17736,34681,9246,9418,18664,Carlingford
12503,52522,53951,106473,21472,12329,33801,5856,8347,14203,2071,1663,3734,2646,2057,4703,32045,24396,56441,16918,26138,43056,8.3,8.4,8.3,61.0,45.2,53.0,56.0,41.4,48.6,1590,1282,2872,306,406,712,4899,5813,10712,3598,4443,8041,10136,5767,15903,54750,56050,110800,7597,7596,15193,36991,37952,74943,20400,20907,41307,Merrylands - Guildford
12504,50937,50874,101811,25478,15151,40629,6036,9163,15199,1488,1565,3053,2000,2136,4136,35002,28015,63017,12436,19723,32159,5.7,7.6,6.6,68.7,55.1,61.9,64.8,50.9,57.8,5251,4115,9366,753,892,1645,9330,10451,19781,4610,4931,9541,8384,4719,13103,47327,47978,95305,10150,9753,19903,27476,28617,56093,25861,25222,51083,Parramatta
12601,16933,18380,35313,8498,5009,13507,2269,4553,6822,421,542,963,641,550,1191,11829,10654,22483,4649,7306,11955,5.4,5.2,5.3,69.9,58.0,63.7,66.1,55.0,60.3,2378,1720,4098,431,616,1047,4619,4764,9383,1486,2217,3703,2141,1313,3454,17456,18766,36222,2692,2749,5441,12067,13121,25188,7092,7380,14472,Pennant Hills - Epping
12602,47798,51866,99664,23324,15194,38518,5693,10736,16429,1368,1609,2977,1711,1684,3395,32096,29223,61319,13441,20307,33748,5.3,5.8,5.5,67.1,56.3,61.5,63.6,53.1,58.1,4843,4248,9091,782,1270,2052,10661,11993,22654,4247,5581,9828,7349,4316,11665,46709,49535,96244,8499,8890,17389,30234,32584,62818,21626,22574,44200,Ryde - Hunters Hill
12701,29938,31132,61070,14274,7960,22234,2908,5759,8667,1346,1072,2418,1404,1131,2535,19932,15922,35854,8031,13227,21258,7.0,7.1,7.1,66.6,51.1,58.7,61.9,47.5,54.6,369,371,740,107,190,297,2100,2810,4910,1815,2531,4346,6759,3798,10557,33404,33767,67171,3858,4073,7931,24525,24661,49186,10138,10689,20827,Bringelly - Green Valley
12702,68294,71933,140227,27186,15259,42445,7128,10867,17995,2601,2143,4744,3754,3071,6825,40669,31340,72009,23975,37019,60994,9.2,9.8,9.5,59.5,43.6,51.4,54.1,39.3,46.5,788,721,1509,199,299,498,5075,5925,11000,3908,4908,8816,11694,7086,18780,73740,76187,149927,8056,8564,16620,54162,55855,110017,22234,23744,45978,Fairfield
12703,39507,40717,80224,19195,10731,29926,3548,7051,10599,1431,1361,2792,1631,1557,3188,25805,20700,46505,10927,17338,28265,6.3,7.5,6.9,65.3,50.8,58.0,61.2,47.0,54.0,1113,1040,2153,254,379,633,3908,4946,8854,2954,3604,6558,8975,5030,14005,41307,42177,83484,6418,6500,12918,27090,27667,54757,16910,17307,34217,Liverpool
12801,41136,44544,85680,21774,12587,34361,4812,11504,16316,1389,1649,3038,1046,980,2026,29021,26720,55741,10152,16002,26154,3.6,3.7,3.6,70.5,60.0,65.1,68.0,57.8,62.7,1604,1281,2885,530,879,1409,5536,6944,12480,4008,5525,9533,12301,5786,18087,41434,44237,85671,6531,6902,13433,27778,30048,57826,17295,18413,35708,Cronulla - Miranda - Caringbah
12802,41005,43334,84339,23378,12398,35776,4586,12839,17425,1461,1740,3201,1082,934,2016,30507,27911,58418,9113,14076,23189,3.5,3.3,3.5,74.4,64.4,69.3,71.8,62.3,66.9,1645,1396,3041,523,966,1489,5419,6790,12209,3938,5253,9191,12842,6166,19008,44949,46452,91401,4950,5176,10126,33269,34135,67404,13396,14385,27781,Sutherland - Menai - Heathcote
19797,53,56,109,16,3,19,3,3,6,4,4,8,0,0,0,23,10,33,27,38,65,0.0,0.0,0.0,42.6,18.2,30.3,42.6,18.2,30.3,0,0,0,0,3,3,3,3,6,3,5,8,22,7,29,44,48,92,10,4,14,32,36,68,23,16,39,Migratory - Offshore - Shipping (NSW)
19999,6957,4781,11738,1523,761,2284,472,530,1002,215,154,369,642,422,1064,2852,1867,4719,2238,2149,4387,22.5,22.6,22.5,41.0,39.1,40.2,31.8,30.2,31.1,162,181,343,46,67,113,600,683,1283,298,349,647,1222,579,1801,1331,813,2144,4161,3580,7741,877,478,1355,4325,3695,8020,Special Purpose Codes SA3 (NSW)
20101,36408,40430,76838,16962,8757,25719,4204,10652,14856,1229,1515,2744,1416,1254,2670,23811,22178,45989,10681,16256,26937,5.9,5.7,5.8,65.4,54.9,59.9,61.5,51.8,56.4,939,919,1858,709,1155,1864,3581,5127,8708,2348,3356,5704,9300,5478,14778,35871,38609,74480,7397,8326,15723,22638,24531,47169,17668,19478,37146,Ballarat
20102,10738,11088,21826,4736,2234,6970,1383,2987,4370,412,397,809,352,292,644,6883,5910,12793,3280,4632,7912,5.1,4.9,5.0,64.1,53.3,58.6,60.8,50.7,55.7,267,307,574,177,368,545,886,1389,2275,709,1063,1772,3011,1409,4420,11192,11291,22483,1385,1521,2906,8129,8077,16206,3735,4056,7791,Creswick - Daylesford - Ballan
20103,9949,9832,19781,3643,1593,5236,982,2188,3170,331,346,677,376,277,653,5332,4404,9736,4122,5005,9127,7.1,6.3,6.7,53.6,44.8,49.2,49.8,42.0,45.9,72,86,158,80,180,260,419,748,1167,441,690,1131,2785,1360,4145,10069,9905,19974,1254,1359,2613,7404,7192,14596,3295,3497,6792,Maryborough - Pyrenees
20201,32698,36456,69154,15213,7980,23193,3967,9527,13494,1146,1371,2517,1111,1060,2171,21437,19938,41375,9571,14785,24356,5.2,5.3,5.2,65.6,54.7,59.8,62.2,51.8,56.7,654,584,1238,551,1002,1553,2841,4394,7235,2102,2660,4762,8942,5521,14463,32827,35421,68248,6253,7038,13291,21175,22933,44108,15098,16852,31950,Bendigo
20202,17453,18104,35557,7160,3604,10764,2359,4902,7261,637,683,1320,470,448,918,10626,9637,20263,5944,7543,13487,4.4,4.6,4.5,60.9,53.2,57.0,58.2,50.8,54.4,509,531,1040,359,729,1088,1643,2492,4135,1308,1696,3004,4628,2304,6932,17451,18089,35540,2476,2639,5115,12282,12582,24864,6574,7084,13658,Heathcote - Castlemaine - Kyneton
20203,4675,4483,9158,1977,860,2837,449,1063,1512,176,152,328,148,120,268,2750,2195,4945,1663,2075,3738,5.4,5.5,5.4,58.8,49.0,54.0,55.7,46.3,51.1,21,54,75,31,77,108,199,392,591,207,311,518,1275,584,1859,4833,4630,9463,522,579,1101,3689,3510,7199,1357,1412,2769,Loddon - Elmore
20301,6370,6451,12821,3477,1409,4886,692,1971,2663,274,270,544,149,167,316,4592,3817,8409,1561,2412,3973,3.2,4.4,3.8,72.1,59.2,65.6,69.7,56.6,63.1,103,113,216,94,165,259,500,826,1326,459,635,1094,2072,1035,3107,7124,6975,14099,901,941,1842,4953,4830,9783,2552,2626,5178,Barwon - West
20302,67888,73520,141408,31436,15715,47151,7703,19217,26920,2459,2566,5025,2596,2215,4811,44194,39713,83907,20410,30657,51067,5.9,5.6,5.7,65.1,54.0,59.3,61.3,51.0,55.9,1702,1394,3096,829,1578,2407,6697,9302,15999,4718,6435,11153,17641,10297,27938,67770,72239,140009,11560,12684,24244,45528,48485,94013,28718,31594,60312,Geelong
20303,23395,25492,48887,10364,4887,15251,3039,7059,10098,879,963,1842,622,638,1260,14904,13547,28451,7421,10840,18261,4.2,4.7,4.4,63.7,53.1,58.2,61.0,50.6,55.6,794,723,1517,453,992,1445,3045,4212,7257,2095,2931,5026,6608,3218,9826,23473,24943,48416,4364,4805,9169,15054,15957,31011,11075,12133,23208,Surf Coast - Bellarine Peninsula
20401,20323,20482,40805,9040,4301,13341,2354,5115,7469,799,785,1584,578,512,1090,12771,10713,23484,6415,8697,15112,4.5,4.8,4.6,62.8,52.3,57.6,60.0,49.8,54.9,279,267,546,201,424,625,1239,2052,3291,1231,1793,3024,5903,2921,8824,20101,20024,40125,3416,3504,6920,13793,13624,27417,8388,8628,17016,Upper Goulburn Valley
20402,17316,18748,36064,8010,3958,11968,2017,4915,6932,747,754,1501,509,484,993,11283,10111,21394,5297,7844,13141,4.5,4.8,4.6,65.2,53.9,59.3,62.2,51.3,56.6,222,249,471,236,437,673,1157,1907,3064,1144,1631,2775,4877,2847,7724,17972,18956,36928,2609,2826,5435,12919,13376,26295,6401,7221,13622,Wangaratta - Benalla
20403,25704,26438,52142,12545,6236,18781,2982,7103,10085,990,1020,2010,850,761,1611,17367,15120,32487,7211,10351,17562,4.9,5.0,5.0,67.6,57.2,62.3,64.3,54.3,59.2,400,437,837,343,662,1005,1757,2949,4706,1824,2376,4200,7652,4507,12159,25676,26516,52192,4806,4941,9747,17494,17739,35233,11090,11826,22916,Wodonga - Alpine
20501,16637,17748,34385,8143,3685,11828,1863,4820,6683,694,660,1354,527,503,1030,11227,9668,20895,4634,7328,11962,4.7,5.2,4.9,67.5,54.5,60.8,64.3,51.6,57.8,279,270,549,201,431,632,1168,1922,3090,994,1702,2696,5130,2720,7850,17092,17751,34843,2861,3174,6035,11086,11454,22540,7523,8248,15771,Baw Baw
20502,17115,17913,35028,6242,3139,9381,2050,4390,6440,637,629,1266,582,419,1001,9511,8577,18088,6716,8517,15233,6.1,4.9,5.5,55.6,47.9,51.6,52.2,45.5,48.8,175,211,386,192,385,577,948,1647,2595,1081,1533,2614,4955,2544,7499,16985,17435,34420,2770,2998,5768,11521,11663,23184,7083,7687,14770,Gippsland - East
20503,22836,23965,46801,9742,4368,14110,2743,6067,8810,930,883,1813,573,509,1082,13988,11827,25815,7616,10824,18440,4.1,4.3,4.2,61.3,49.3,55.2,58.7,47.2,52.8,329,334,663,263,559,822,1517,2445,3962,1402,2072,3474,7080,3385,10465,22347,23199,45546,4048,4213,8261,14967,15359,30326,9871,10580,20451,Gippsland - South West
20504,28078,30082,58160,12332,5586,17918,2667,7384,10051,1118,1082,2200,1468,1126,2594,17585,15178,32763,8840,13332,22172,8.3,7.4,7.9,62.6,50.5,56.3,57.4,46.7,51.9,384,323,707,246,534,780,1602,2584,4186,1522,2022,3544,9113,4547,13660,28474,29666,58140,4566,5140,9706,19446,20064,39510,11339,12611,23950,Latrobe Valley
20505,16751,16729,33480,7306,3383,10689,1647,4196,5843,694,618,1312,518,455,973,10165,8652,18817,5733,7256,12989,5.1,5.3,5.2,60.7,51.7,56.2,57.6,49.0,53.3,158,187,345,154,323,477,859,1622,2481,943,1273,2216,5001,2435,7436,16247,16806,33053,2526,2732,5258,11087,11305,22392,6543,7063,13606,Wellington
20601,32583,34823,67406,15163,10970,26133,4696,8128,12824,1190,1369,2559,1351,1153,2504,22400,21620,44020,7918,11335,19253,6.0,5.3,5.7,68.7,62.1,65.3,64.6,58.8,61.6,2502,2853,5355,918,1776,2694,7038,8738,15776,2616,2913,5529,4385,2420,6805,29224,31048,60272,6489,6993,13482,18678,20380,39058,14891,15677,30568,Brunswick - Coburg
20602,19257,21306,40563,9428,6839,16267,2816,5456,8272,625,855,1480,632,592,1224,13501,13742,27243,4591,6644,11235,4.7,4.3,4.5,70.1,64.5,67.2,66.8,61.7,64.1,1656,1896,3552,685,1467,2152,4494,5760,10254,1470,1720,3190,2548,1452,4000,18293,19744,38037,3414,4142,7556,12163,13267,25430,8149,9284,17433,Darebin - South
20603,24157,26340,50497,12197,8052,20249,3075,6348,9423,746,971,1717,926,726,1652,16944,16097,33041,5572,8695,14267,5.5,4.5,5.0,70.1,61.1,65.4,66.3,58.4,62.2,1678,1563,3241,644,1194,1838,5107,6131,11238,1983,2403,4386,3737,2029,5766,23002,24750,47752,4287,4759,9046,15283,16844,32127,10359,11067,21426,Essendon
20604,43366,43608,86974,19026,14749,33775,5232,7372,12604,1115,1271,2386,2106,2220,4326,27479,25612,53091,10681,13688,24369,7.7,8.7,8.1,63.4,58.7,61.0,58.5,53.6,56.1,4641,4586,9227,1013,1522,2535,12422,13114,25536,3041,3317,6358,3043,2100,5143,26869,27222,54091,13616,14546,28162,10976,10982,21958,28065,29458,57523,Melbourne City
20605,40193,41144,81337,21994,17670,39664,4717,7852,12569,1206,1504,2710,1305,1183,2488,29222,28209,57431,7185,9886,17071,4.5,4.2,4.3,72.7,68.6,70.6,69.5,65.7,67.5,3623,3704,7327,1070,1957,3027,11268,12714,23982,3439,4265,7704,4968,3050,8018,30760,31596,62356,9933,10634,20567,16082,16927,33009,22636,23411,46047,Port Phillip
20801,34627,39190,73817,17249,8976,26225,4574,10553,15127,1046,1333,2379,929,807,1736,23798,21669,45467,9183,15697,24880,3.9,3.7,3.8,68.7,55.3,61.6,66.0,53.2,59.2,2872,2272,5144,967,1709,2676,8745,9222,17967,3478,4578,8056,4640,2787,7427,35968,39443,75411,5503,5995,11498,24473,27316,51789,14519,15659,30178,Bayside
20803,42644,46512,89156,22264,12678,34942,4801,11752,16553,1448,1663,3111,1261,1130,2391,29774,27223,56997,10687,17184,27871,4.2,4.2,4.2,69.8,58.5,63.9,66.9,56.1,61.2,1645,1576,3221,751,1428,2179,6071,7902,13973,3969,5030,8999,10085,5194,15279,43515,46569,90084,6240,6720,12960,29261,31631,60892,17241,18576,35817,Kingston
20804,15355,17124,32479,7757,4756,12513,2165,4427,6592,468,569,1037,469,497,966,10859,10249,21108,3743,6075,9818,4.3,4.8,4.6,70.7,59.8,65.0,67.7,56.9,62.0,1684,1394,3078,464,826,1290,4483,4934,9417,1389,1872,3261,1501,1001,2502,14977,16486,31463,2873,3103,5976,9864,10977,20841,6936,7561,14497,Stonnington - East
20901,46576,50658,97234,23030,12986,36016,5873,13258,19131,1612,1911,3523,1479,1238,2717,31994,29393,61387,12640,19320,31960,4.6,4.2,4.4,68.7,58.0,63.1,65.5,55.6,60.3,2892,2369,5261,1128,2113,3241,8042,9949,17991,4014,4787,8801,9983,4891,14874,48045,51277,99322,6520,6909,13429,34550,37066,71616,16706,17835,34541,Banyule
20902,35772,37891,73663,14750,8639,23389,4337,7580,11917,1236,1248,2484,1546,1417,2963,21869,18884,40753,11160,16430,27590,7.1,7.5,7.3,61.1,49.8,55.3,56.8,46.1,51.3,1766,1663,3429,522,982,1504,4849,5793,10642,2665,3007,5672,5889,3271,9160,33854,35536,69390,5945,6138,12083,22885,24606,47491,14317,14692,29009,Darebin - North
20903,24798,25762,50560,14117,6486,20603,3271,9018,12289,912,1000,1912,683,603,1286,18983,17107,36090,5057,7891,12948,3.6,3.5,3.6,76.6,66.4,71.4,73.8,64.1,68.8,1170,960,2130,625,1078,1703,3662,4737,8399,2297,3023,5320,6837,2841,9678,27804,28289,56093,2712,2747,5459,21040,21224,42264,7777,8211,15988,Nillumbik - Kinglake
20904,64726,66965,131691,33141,17122,50263,6623,15471,22094,2523,2479,5002,2307,2221,4528,44594,37293,81887,16801,26471,43272,5.2,6.0,5.5,68.9,55.7,62.2,65.3,52.4,58.7,1576,1341,2917,524,962,1486,5585,7440,13025,4254,5798,10052,15171,8297,23468,66647,67965,134612,11459,11800,23259,43456,44172,87628,29042,30304,59346,Whittlesea - Wallan
21001,22001,23640,45641,10441,5913,16354,2470,5418,7888,777,825,1602,641,506,1147,14329,12662,26991,6694,9919,16613,4.5,4.0,4.2,65.1,53.6,59.1,62.2,51.4,56.6,625,558,1183,331,551,882,2848,3485,6333,1653,1968,3621,5173,2175,7348,22994,24178,47172,2499,2609,5108,17456,18605,36061,6624,6881,13505,Keilor
21002,10140,10579,20719,5576,2581,8157,1186,3272,4458,438,418,856,227,246,473,7427,6517,13944,2345,3666,6011,3.1,3.8,3.4,73.2,61.6,67.3,71.0,59.3,65.0,315,270,585,203,394,597,1109,1574,2683,923,1198,2121,3058,1350,4408,11180,11294,22474,1455,1534,2989,7919,7840,15759,3971,4249,8220,Macedon Ranges
21003,27016,28354,55370,11329,6382,17711,3204,5133,8337,984,909,1893,1022,772,1794,16539,13196,29735,8523,13316,21839,6.2,5.9,6.0,61.2,46.5,53.7,57.4,43.8,50.5,1041,856,1897,325,623,948,3070,3721,6791,2054,2090,4144,5223,2517,7740,26525,27880,54405,4275,4109,8384,18156,19650,37806,10540,10312,20852,Moreland - North
21004,14024,15096,29120,7906,4110,12016,1509,4203,5712,572,571,1143,395,471,866,10382,9355,19737,3059,5059,8118,3.8,5.0,4.4,74.0,62.0,67.8,71.2,58.9,64.8,228,204,432,167,319,486,1001,1632,2633,1039,1385,2424,4488,2324,6812,15238,15734,30972,1978,2161,4139,10372,10835,21207,5672,6035,11707,Sunbury
