SA3_MAIN11,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P,SA3_NAME11
40101,9608,8887,18495,3321,2316,5637,1263,1659,2922,256,275,531,488,426,914,5328,4676,10004,3304,3500,6804,9.2,9.1,9.1,55.5,52.6,54.1,50.4,47.8,49.1,893,773,1666,186,285,471,2288,2201,4489,677,729,1406,909,560,1469,5933,5780,11713,2846,2877,5723,2664,2575,5239,5852,5809,11661,Adelaide City
40102,26465,27544,54009,13723,6750,20473,3851,8820,12671,981,1138,2119,770,681,1451,19325,17389,36714,6321,9436,15757,4.0,3.9,4.0,73.0,63.1,68.0,70.1,60.7,65.3,1191,1013,2204,500,853,1353,3491,4731,8222,2346,2993,5339,6878,3814,10692,28376,29084,57460,3849,4038,7887,19665,19895,39560,10662,11387,22049,Adelaide Hills
40105,14226,15803,30029,6272,4181,10453,2037,3812,5849,425,534,959,505,434,939,9239,8961,18200,4247,6220,10467,5.5,4.8,5.2,64.9,56.7,60.6,61.4,54.0,57.5,1127,941,2068,305,545,850,3094,3750,6844,1123,1497,2620,2187,1285,3472,12961,14336,27297,2774,3020,5794,8234,9405,17639,6750,7177,13927,Norwood - Payneham - St Peters
40106,11032,11514,22546,5236,3136,8372,1611,3047,4658,325,443,768,372,276,648,7544,6902,14446,2947,4179,7126,4.9,4.0,4.5,68.4,59.9,64.1,65.0,57.5,61.2,832,662,1494,247,416,663,2294,2488,4782,895,1072,1967,1816,1110,2926,10620,11102,21722,1959,1989,3948,7212,7646,14858,4633,4728,9361,Prospect - Walkerville
40303,24324,26621,50945,11218,6321,17539,3670,7546,11216,778,1021,1799,770,651,1421,16436,15539,31975,7125,10341,17466,4.7,4.2,4.4,67.6,58.4,62.8,64.4,55.9,60.0,1845,1427,3272,627,1043,1670,4931,6072,11003,2259,2773,5032,4694,2503,7197,25104,26829,51933,3527,3923,7450,17814,19076,36890,9265,10161,19426,Mitcham
40304,62968,66479,129447,29857,15233,45090,8002,18654,26656,2343,2478,4821,2653,2155,4808,42855,38520,81375,17672,25588,43260,6.2,5.6,5.9,68.1,57.9,62.9,63.8,54.7,59.1,1026,936,1962,595,1049,1644,4571,6948,11519,4107,5733,9840,19504,11093,30597,65700,67770,133470,9523,10497,20020,44986,46065,91051,25421,27609,53030,Onkaparinga
40401,41670,44288,85958,18057,10387,28444,5241,10368,15609,1393,1534,2927,1599,1206,2805,26290,23495,49785,13255,18686,31941,6.1,5.1,5.6,63.1,53.1,57.9,59.3,50.3,54.7,1155,1068,2223,503,808,1311,4641,5738,10379,2868,3524,6392,9921,5039,14960,40935,43180,84115,6428,6668,13096,29109,31011,60120,15569,16232,31801,Charles Sturt
40402,23120,23956,47076,9788,5811,15599,2696,5182,7878,768,757,1525,1060,733,1793,14312,12483,26795,7413,10234,17647,7.4,5.9,6.7,61.9,52.1,56.9,57.3,49.0,53.1,491,553,1044,198,380,578,1908,2518,4426,1374,1696,3070,5465,2944,8409,22457,23179,45636,3847,3810,7657,15099,15739,30838,9563,9732,19295,Port Adelaide - West
40403,23973,25380,49353,10581,6503,17084,3348,6103,9451,778,841,1619,924,778,1702,15631,14225,29856,7149,9962,17111,5.9,5.5,5.7,65.2,56.0,60.5,61.4,53.0,57.0,966,886,1852,313,579,892,3483,4263,7746,1917,2081,3998,5254,2765,8019,22582,23817,46399,4187,4343,8530,14949,15941,30890,10320,10805,21125,West Torrens
40501,13192,13409,26601,6886,3055,9941,1449,3936,5385,483,454,937,352,316,668,9170,7761,16931,3521,5205,8726,3.8,4.1,3.9,69.5,57.9,63.7,66.8,55.5,61.1,167,125,292,124,244,368,838,1287,2125,772,1145,1917,3815,2178,5993,13840,13902,27742,2006,2015,4021,9598,9504,19102,5309,5513,10822,Barossa
40107,14361,16546,30907,6961,4521,11482,2085,4341,6426,425,566,991,489,436,925,9960,9864,19824,3763,6061,9824,4.9,4.4,4.7,69.3,59.6,64.1,65.9,57.0,61.1,1405,1119,2524,421,689,1110,3574,4131,7705,1192,1538,2730,1937,1309,3246,13762,15641,29403,2680,3068,5748,9111,10467,19578,6399,7330,13729,Unley
40201,12264,13011,25275,6088,3079,9167,1297,3492,4789,462,484,946,414,424,838,8261,7479,15740,3476,5021,8497,5.0,5.7,5.3,67.4,57.5,62.3,64.0,54.2,59.0,160,127,287,92,159,251,668,1064,1732,741,1082,1823,3537,2117,5654,12837,13357,26194,1916,2094,4010,8571,8759,17330,5261,5789,11050,Gawler - Two Wells
40502,8940,8880,17820,4127,1721,5848,937,2387,3324,304,282,586,236,182,418,5604,4572,10176,2957,3952,6909,4.2,4.0,4.1,62.7,51.5,57.1,60.0,49.4,54.8,82,90,172,62,136,198,467,788,1255,378,685,1063,2224,1297,3521,9222,9090,18312,1345,1386,2731,6359,6152,12511,3562,3689,7251,Lower North
40503,10895,11166,22061,4454,1985,6439,1032,2732,3764,359,351,710,419,309,728,6264,5377,11641,4130,5358,9488,6.7,5.7,6.3,57.5,48.2,52.8,53.6,45.4,49.5,63,58,121,59,140,199,382,838,1220,355,702,1057,2834,1512,4346,11411,11439,22850,1516,1675,3191,8384,8260,16644,3761,4113,7874,Mid North
40504,9959,10129,20088,3459,1561,5020,1050,2310,3360,356,311,667,330,218,548,5195,4400,9595,4397,5379,9776,6.4,5.0,5.7,52.2,43.4,47.8,48.9,41.3,45.0,36,41,77,53,91,144,316,674,990,393,651,1044,2722,1359,4081,9995,9926,19921,1519,1623,3142,6938,6847,13785,3957,4125,8082,Yorke Peninsula
40601,22653,22237,44890,10618,4781,15399,2268,5726,7994,1061,855,1916,871,688,1559,14818,12050,26868,6554,9058,15612,5.9,5.7,5.8,65.4,54.2,59.9,61.6,51.1,56.4,152,192,344,107,254,361,1019,1940,2959,825,1447,2272,6606,3289,9895,22753,22377,45130,3827,3924,7751,15935,15353,31288,8921,9281,18202,Eyre Peninsula and South West
40602,12182,10272,22454,5758,2935,8693,949,2163,3112,520,413,933,414,266,680,7641,5777,13418,3233,3631,6864,5.4,4.6,5.1,62.7,56.2,59.8,59.3,53.7,56.7,103,100,203,63,165,228,551,873,1424,454,588,1042,3434,1300,4734,10775,9821,20596,2399,2103,4502,7198,6454,13652,5028,4528,9556,Outback - North and East
40701,18861,20221,39082,6449,3192,9641,2578,5000,7578,686,684,1370,648,505,1153,10361,9381,19742,7583,9918,17501,6.3,5.4,5.8,54.9,46.4,50.5,51.5,43.9,47.6,294,291,585,176,346,522,1235,1862,3097,1307,1841,3148,5489,2949,8438,18252,19223,37475,3105,3480,6585,11511,12014,23525,8788,9701,18489,Fleurieu - Kangaroo Island
40702,25070,25197,50267,12447,5482,17929,2709,7128,9837,1294,1123,2417,954,730,1684,17404,14463,31867,6723,9805,16528,5.5,5.0,5.3,69.4,57.4,63.4,65.6,54.5,60.0,180,166,346,146,315,461,1101,2173,3274,993,1668,2661,6784,3979,10763,26290,26138,52428,3797,4043,7840,17957,17607,35564,10115,10752,20867,Limestone Coast
40703,27769,27228,54997,11660,5528,17188,2982,6674,9656,1046,929,1975,1061,817,1878,16749,13948,30697,9378,11808,21186,6.3,5.9,6.1,60.3,51.2,55.8,56.5,48.2,52.4,159,148,307,124,271,395,980,1872,2852,1053,1719,2772,6620,4024,10644,27523,27439,54962,4153,4091,8244,19432,19087,38519,10308,10661,20969,Murray and Mallee
49797,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,Migratory - Offshore - Shipping (SA)
49999,1626,1140,2766,377,164,541,145,128,273,66,30,96,160,92,252,748,414,1162,600,597,1197,21.4,22.2,21.7,46.0,36.3,42.0,36.2,28.2,32.9,33,33,66,7,17,24,113,126,239,68,81,149,351,155,506,367,222,589,1065,894,1959,213,120,333,1119,877,1996,Special Purpose Codes SA3 (SA)
50101,15990,17043,33033,7192,3466,10658,2303,4924,7227,897,714,1611,485,453,938,10877,9557,20434,4088,6659,10747,4.5,4.7,4.6,68.0,56.1,61.9,65.0,53.4,59.0,217,189,406,154,339,493,1443,2204,3647,1048,1732,2780,4891,2684,7575,15521,16204,31725,3682,3914,7596,9246,9440,18686,8597,9398,17995,Augusta - Margaret River - Busselton
50102,37028,37122,74150,19455,8317,27772,3375,9864,13239,1903,1417,3320,1174,1081,2255,25907,20679,46586,8657,14376,23033,4.5,5.2,4.8,70.0,55.7,62.8,66.8,52.8,59.8,407,318,725,281,514,795,2265,3570,5835,1927,2903,4830,12591,7135,19726,35970,36448,72418,7674,7731,15405,22359,22439,44798,18188,18842,37030,Bunbury
40103,16553,18939,35492,7321,4328,11649,2454,5082,7536,512,606,1118,486,454,940,10773,10470,21243,5093,7637,12730,4.5,4.3,4.4,65.1,55.3,59.9,62.1,52.9,57.2,1752,1220,2972,433,733,1166,4351,4735,9086,1380,1969,3349,1997,1346,3343,16423,18343,34766,2617,3052,5669,11404,12761,24165,6839,7843,14682,Burnside
50103,8617,8598,17215,3900,1740,5640,1060,2478,3538,482,368,850,245,196,441,5687,4782,10469,2520,3495,6015,4.3,4.1,4.2,66.0,55.6,60.8,63.2,53.3,58.3,113,80,193,58,148,206,522,879,1401,434,802,1236,2377,1251,3628,9102,8971,18073,1234,1374,2608,6350,6025,12375,3359,3710,7069,Manjimup
50201,32772,34726,67498,13416,6247,19663,3188,7719,10907,1578,1051,2629,1280,1185,2465,19462,16202,35664,10835,16375,27210,6.6,7.3,6.9,59.4,46.7,52.8,55.5,43.2,49.2,343,251,594,190,389,579,1647,2601,4248,1913,2697,4610,10227,5216,15443,30295,31575,61870,7329,8134,15463,17636,18397,36033,17441,18885,36326,Mandurah
50301,25093,27326,52419,11324,5743,17067,3931,7331,11262,837,917,1754,674,579,1253,16766,14570,31336,6780,11339,18119,4.0,4.0,4.0,66.8,53.3,59.8,64.1,51.2,57.4,3248,2216,5464,597,1181,1778,7330,7865,15195,1823,2890,4713,2226,1396,3622,23924,25936,49860,5023,5434,10457,15378,17160,32538,12209,12795,25004,Cottesloe - Claremont
50302,40542,39549,80091,21276,13450,34726,5158,8964,14122,1380,1412,2792,1186,1009,2195,29000,24835,53835,7367,11410,18777,4.1,4.1,4.1,71.5,62.8,67.2,68.6,60.2,64.5,3520,2864,6384,999,1638,2637,10588,10968,21556,3348,3828,7176,5582,2968,8550,31220,31135,62355,10481,10255,20736,17446,17904,35350,22094,21446,43540,Perth City
50401,31804,32063,63867,16117,9378,25495,3838,7583,11421,1248,1152,2400,1056,842,1898,22259,18955,41214,7520,11484,19004,4.7,4.4,4.6,70.0,59.1,64.5,66.7,56.5,61.6,1059,985,2044,482,748,1230,4427,5220,9647,2620,3007,5627,7588,3717,11305,29733,30119,59852,5741,5775,11516,19264,19786,39050,14018,14056,28074,Bayswater - Bassendean
50402,16716,15978,32694,7865,3924,11789,1838,4462,6300,693,618,1311,435,417,852,10831,9421,20252,4987,5727,10714,4.0,4.4,4.2,64.8,59.0,61.9,62.2,56.3,59.3,384,309,693,200,356,556,1387,2023,3410,1166,1619,2785,4606,2301,6907,16004,16371,32375,2136,2215,4351,11463,11669,23132,5643,5974,11617,Mundaring
50403,39144,40561,79705,21558,11569,33127,4244,10137,14381,1812,1581,3393,1241,1296,2537,28855,24583,53438,7832,13802,21634,4.3,5.3,4.7,73.7,60.6,67.0,70.5,57.4,63.9,562,503,1065,311,522,833,2806,3975,6781,2467,3617,6084,11056,5958,17014,40647,41294,81941,7094,7170,14264,25341,25613,50954,18851,19457,38308,Swan
50501,60257,62710,122967,33597,16745,50342,7946,19718,27664,2586,2443,5029,1747,1592,3339,45876,40498,86374,11890,20071,31961,3.8,3.9,3.9,76.1,64.6,70.2,73.2,62.0,67.5,2075,1395,3470,931,1518,2449,8110,10019,18129,5616,7034,12650,17230,8543,25773,62152,63937,126089,9546,9925,19471,43057,44568,87625,24486,25245,49731,Joondalup
50502,71996,75824,147820,35569,20919,56488,9117,17965,27082,2713,2776,5489,2258,1888,4146,49657,43548,93205,17153,27815,44968,4.5,4.3,4.4,69.0,57.4,63.1,65.8,54.9,60.2,3255,2560,5815,1205,1988,3193,11937,14009,25946,6211,7383,13594,14766,7974,22740,66714,70825,137539,13953,13973,27926,41160,44573,85733,34405,35268,69673,Stirling
50503,56216,58764,114980,30962,15855,46817,6122,15419,21541,2696,2326,5022,1838,1918,3756,41618,35518,77136,11279,20340,31619,4.4,5.4,4.9,74.0,60.4,67.1,70.8,57.2,63.8,869,694,1563,444,793,1237,4393,6455,10848,3802,5802,9604,17226,9328,26554,58255,59578,117833,11819,12595,24414,31688,32233,63921,32533,34372,66905,Wanneroo
50601,24190,24736,48926,12763,6459,19222,2472,5957,8429,1166,933,2099,910,796,1706,17311,14145,31456,5286,9180,14466,5.3,5.6,5.4,71.6,57.2,64.3,67.8,54.0,60.8,386,321,707,190,343,533,1576,2389,3965,1455,2154,3609,7502,4238,11740,23567,23698,47265,5083,5458,10541,14067,14098,28165,12328,12966,25294,Armadale
50602,27616,26454,54070,13942,8267,22209,3343,5508,8851,1029,984,2013,935,827,1762,19249,15586,34835,5868,9030,14898,4.9,5.3,5.1,69.7,58.9,64.4,66.3,55.8,61.2,1275,1066,2341,387,605,992,4083,4618,8701,2230,2491,4721,5915,2830,8745,22896,22694,45590,6472,6011,12483,12548,12822,25370,14922,14134,29056,Belmont - Victoria Park
50603,36446,37365,73811,17312,9573,26885,5161,9109,14270,1408,1182,2590,1411,1237,2648,25292,21101,46393,9000,14435,23435,5.6,5.9,5.7,69.4,56.5,62.9,65.5,53.2,59.3,1931,1466,3397,510,780,1290,6197,6790,12987,3072,3631,6703,7260,3766,11026,33930,34956,68886,7344,7179,14523,20878,22236,43114,17948,17660,35608,Canning
50606,6876,6744,13620,3762,1810,5572,719,1920,2639,358,272,630,182,177,359,5021,4179,9200,1532,2321,3853,3.6,4.2,3.9,73.0,62.0,67.6,70.4,59.3,64.9,70,67,137,40,97,137,358,576,934,386,604,990,2294,1193,3487,6868,6803,13671,1421,1516,2937,4061,4030,8091,3601,3772,7373,Serpentine - Jarrahdale
50607,16960,17986,34946,8424,5241,13665,2258,4194,6452,567,648,1215,525,511,1036,11774,10594,22368,3961,6297,10258,4.5,4.8,4.6,69.4,58.9,64.0,66.3,56.1,61.0,1415,1095,2510,401,609,1010,4050,4225,8275,1438,1834,3272,2457,1464,3921,14264,15270,29534,4120,4193,8313,8253,9221,17474,9204,9206,18410,South Perth
50701,34111,34937,69048,19064,9816,28880,3634,9301,12935,1608,1482,3090,1050,973,2023,25356,21572,46928,6951,11816,18767,4.1,4.5,4.3,74.3,61.7,68.0,71.3,59.0,65.0,814,769,1583,363,626,989,3572,4886,8458,2467,3303,5770,9854,4742,14596,34282,34837,69119,6573,6686,13259,20688,21180,41868,17116,17610,34726,Cockburn
50702,13756,14609,28365,6314,3907,10221,1823,3817,5640,580,524,1104,458,369,827,9175,8617,17792,3626,5191,8817,5.0,4.3,4.6,66.7,59.0,62.7,63.4,56.5,59.8,885,905,1790,305,600,905,2587,3338,5925,1108,1432,2540,2683,1257,3940,12467,13362,25829,2708,2823,5531,7941,8506,16447,6347,6747,13094,Fremantle
50703,11475,11052,22527,5562,2890,8452,949,2399,3348,514,414,928,464,457,921,7489,6160,13649,3019,4115,7134,6.2,7.4,6.7,65.3,55.7,60.6,61.2,51.6,56.5,119,109,228,43,102,145,573,895,1468,505,807,1312,3121,1815,4936,10522,10496,21018,2380,2640,5020,6065,5933,11998,5662,6036,11698,Kwinana
50704,38760,42948,81708,19429,10632,30061,5239,11712,16951,1453,1512,2965,1121,1014,2135,27242,24870,52112,9763,16425,26188,4.1,4.1,4.1,70.3,57.9,63.8,67.4,55.5,61.2,2474,1735,4209,816,1407,2223,7963,9173,17136,3674,4687,8361,7520,3872,11392,38394,41992,80386,6549,6841,13390,26257,28906,55163,16349,17760,34109,Melville
50705,39763,40657,80420,21066,9974,31040,3644,9958,13602,1968,1487,3455,1500,1521,3021,28178,22940,51118,8919,15694,24613,5.3,6.6,5.9,70.9,56.4,63.6,67.1,52.7,59.8,403,367,770,273,494,767,2113,3402,5515,2717,3483,6200,13156,7088,20244,38477,39397,77874,9486,9694,19180,21893,22359,44252,22275,23107,45382,Rockingham
50801,6154,5986,12140,3188,1376,4564,635,1605,2240,336,303,639,168,153,321,4327,3437,7764,1349,2180,3529,3.9,4.5,4.1,70.3,57.4,64.0,67.6,54.9,61.3,38,47,85,28,103,131,324,557,881,297,461,758,1710,887,2597,5860,5775,11635,1419,1395,2814,3728,3646,7374,2988,2989,5977,Esperance
50802,3825,3468,7293,1795,1098,2893,371,703,1074,210,155,365,121,80,201,2497,2036,4533,899,1081,1980,4.8,3.9,4.4,65.3,58.7,62.2,62.1,56.4,59.4,37,37,74,26,61,87,186,336,522,196,230,426,1103,477,1580,3493,3186,6679,805,783,1588,2164,1948,4112,1809,1722,3531,Gascoyne
50803,17708,14550,32258,10332,4836,15168,1194,2796,3990,892,611,1503,482,464,946,12900,8707,21607,2342,4289,6631,3.7,5.3,4.4,72.8,59.8,67.0,70.1,56.7,64.0,242,149,391,125,203,328,999,1357,2356,671,950,1621,5205,1929,7134,14469,12948,27417,4696,4002,8698,7556,6694,14250,10027,8820,18847,Goldfields
50804,14146,12100,26246,5803,4177,9980,1270,1941,3211,662,551,1213,477,344,821,8212,7013,15225,4381,3881,8262,5.8,4.9,5.4,58.0,58.0,58.0,54.7,55.1,54.9,155,229,384,122,265,387,846,1544,2390,618,876,1494,3209,1459,4668,11581,11156,22737,3378,3463,6841,7089,6689,13778,6565,6718,13283,Kimberley
50805,21833,20373,42206,10929,5235,16164,1922,4915,6837,1172,801,1973,759,620,1379,14782,11571,26353,5379,7646,13025,5.1,5.4,5.2,67.7,56.8,62.4,64.2,53.7,59.2,202,176,378,125,284,409,1012,1913,2925,1017,1570,2587,6259,2864,9123,20349,19672,40021,4865,4683,9548,12736,12192,24928,10715,10421,21136,Mid West
50806,30859,17516,48375,18725,7088,25813,1272,2692,3964,1720,874,2594,442,397,839,22159,11051,33210,1738,3603,5341,2.0,3.6,2.5,71.8,63.1,68.7,70.4,60.8,66.9,371,209,580,178,271,449,1917,2128,4045,1451,1381,2832,10104,2715,12819,18728,13063,31791,9818,5947,15765,7520,5219,12739,19050,12144,31194,Pilbara
50901,21673,22207,43880,9485,4871,14356,2640,5709,8349,1190,986,2176,746,523,1269,14061,12089,26150,6521,9239,15760,5.3,4.3,4.9,64.9,54.4,59.6,61.4,52.1,56.7,301,232,533,185,433,618,1448,2404,3852,1256,2073,3329,5630,3468,9098,21714,22310,44024,3921,4215,8136,14305,14437,28742,9641,10468,20109,Albany
50902,21769,20593,42362,10582,4830,15412,2056,4999,7055,999,804,1803,652,500,1152,14289,11133,25422,5855,8239,14094,4.6,4.5,4.5,65.6,54.1,60.0,62.6,51.6,57.3,174,173,347,104,281,385,946,1834,2780,963,1590,2553,5622,2755,8377,21643,20668,42311,3577,3516,7093,14609,13654,28263,8957,9017,17974,Wheat Belt - North
50903,8684,7703,16387,4656,1972,6628,763,1965,2728,426,345,771,255,172,427,6100,4454,10554,1901,2904,4805,4.2,3.9,4.0,70.2,57.8,64.4,67.3,55.6,61.8,65,52,117,32,155,187,409,824,1233,365,588,953,2015,990,3005,8463,7966,16429,1556,1394,2950,5734,5282,11016,3575,3386,6961,Wheat Belt - South
59797,382,34,416,275,19,294,14,0,14,21,3,24,4,0,4,314,22,336,12,6,18,1.3,0.0,1.2,82.2,64.7,80.8,81.2,64.7,79.8,3,3,6,0,0,0,17,3,20,28,3,31,143,6,149,253,16,269,64,11,75,153,9,162,156,19,175,Migratory - Offshore - Shipping (WA)
59999,3978,2713,6691,1236,571,1807,211,298,509,172,105,277,286,179,465,1905,1153,3058,1238,1173,2411,15.0,15.5,15.2,47.9,42.5,45.7,40.7,35.9,38.8,82,59,141,17,60,77,316,437,753,222,237,459,1027,364,1391,772,447,1219,2561,2089,4650,479,241,720,2726,2188,4914,Special Purpose Codes SA3 (WA)
60101,5687,6254,11941,2553,1327,3880,554,1495,2049,206,221,427,286,213,499,3599,3256,6855,1752,2615,4367,7.9,6.5,7.3,63.3,52.1,57.4,58.3,48.7,53.2,26,33,59,21,42,63,179,280,459,228,318,546,1651,1032,2683,6350,6634,12984,891,1017,1908,4304,4359,8663,2312,2661,4973,Brighton
60102,19392,20938,40330,8419,4868,13287,2383,5589,7972,654,735,1389,719,478,1197,12175,11670,23845,6398,8474,14872,5.9,4.1,5.0,62.8,55.7,59.1,59.1,53.5,56.2,513,455,968,282,438,720,2059,2841,4900,1476,1641,3117,5156,2796,7952,19683,21089,40772,2925,3102,6027,13649,14635,28284,7437,8117,15554,Hobart - North East
60103,19765,21739,41504,8109,4672,12781,2331,5095,7426,697,753,1450,975,656,1631,12112,11176,23288,6717,9648,16365,8.0,5.9,7.0,61.3,51.4,56.1,56.3,48.4,52.2,222,241,463,116,236,352,965,1462,2427,946,1244,2190,5633,3366,8999,20045,21558,41603,3361,3608,6969,13818,14919,28737,7947,8707,16654,Hobart - North West
60104,11603,12947,24550,5478,3012,8490,1624,3894,5518,396,506,902,389,304,693,7887,7716,15603,3335,4787,8122,4.9,3.9,4.4,68.0,59.6,63.6,64.6,57.3,60.7,587,503,1090,225,431,656,1746,2346,4092,942,1245,2187,2975,1717,4692,12297,13299,25596,2071,2204,4275,8052,8788,16840,5324,5825,11149,Hobart - South and West
60105,20092,21544,41636,8354,5783,14137,3312,5683,8995,617,776,1393,819,614,1433,13102,12856,25958,5880,7665,13545,6.3,4.8,5.5,65.2,59.7,62.3,61.1,56.8,58.9,1753,1585,3338,558,966,1524,4470,5452,9922,1520,1872,3392,3141,1949,5090,17843,19054,36897,4443,4713,9156,11349,12305,23654,9860,10380,20240,Hobart Inner
60106,5866,6059,11925,2607,1429,4036,673,1580,2253,223,260,483,244,199,443,3747,3468,7215,1838,2334,4172,6.5,5.7,6.1,63.9,57.2,60.5,59.7,53.9,56.8,72,78,150,51,108,159,335,570,905,346,491,837,1838,1029,2867,5972,6061,12033,964,1071,2035,4139,4090,8229,2373,2581,4954,Sorell - Dodges Ferry
60201,30542,33700,64242,13368,7396,20764,3916,8657,12573,1055,1165,2220,1406,1136,2542,19745,18354,38099,9483,13999,23482,7.1,6.2,6.7,64.6,54.5,59.3,60.0,51.1,55.3,734,664,1398,308,549,857,2876,4282,7158,1864,2372,4236,7936,4733,12669,30489,32921,63410,5668,6221,11889,20022,21596,41618,13786,15258,29044,Launceston
60202,8687,9150,17837,3627,1719,5346,1014,2366,3380,335,342,677,317,273,590,5293,4700,9993,2994,4087,7081,6.0,5.8,5.9,60.9,51.4,56.0,57.3,48.4,52.7,152,126,278,60,133,193,504,911,1415,522,719,1241,2477,1403,3880,9154,9416,18570,1147,1276,2423,6535,6620,13155,3141,3516,6657,Meander Valley - West Tamar
60203,14828,14761,29589,5859,2660,8519,1564,3656,5220,567,493,1060,722,469,1191,8712,7278,15990,5427,6861,12288,8.3,6.4,7.4,58.7,49.3,54.0,53.9,46.1,50.0,171,191,362,92,181,273,671,1273,1944,678,982,1660,4177,2123,6300,15404,15094,30498,2024,2227,4251,11008,10531,21539,5416,5824,11240,North East
60301,4731,4292,9023,1913,846,2759,488,1043,1531,207,169,376,196,141,337,2804,2199,5003,1681,1892,3573,7.0,6.4,6.7,59.3,51.2,55.4,55.1,47.9,51.7,41,51,92,30,41,71,169,294,463,221,266,487,1177,652,1829,4985,4632,9617,511,520,1031,3585,3233,6818,1521,1547,3068,Central Highlands (Tas.)
60302,7230,7158,14388,2592,1307,3899,1030,1867,2897,280,242,522,299,217,516,4201,3633,7834,2742,3269,6011,7.1,6.0,6.6,58.1,50.7,54.4,54.0,47.7,50.9,182,191,373,81,144,225,623,886,1509,443,645,1088,1939,1010,2949,7481,7266,14747,1147,1193,2340,5021,4782,9803,3042,3119,6161,Huon - Bruny Island
60303,2825,2715,5540,846,404,1250,388,627,1015,110,114,224,125,73,198,1469,1218,2687,1214,1358,2572,8.5,6.0,7.4,52.0,44.9,48.5,47.6,42.2,44.9,53,41,94,20,41,61,159,232,391,144,225,369,796,399,1195,2816,2661,5477,352,362,714,2019,1890,3909,999,988,1987,South East Coast
60401,18506,20276,38782,7775,3872,11647,1904,4723,6627,650,661,1311,867,716,1583,11196,9972,21168,6337,9282,15619,7.7,7.2,7.5,60.5,49.2,54.6,55.8,45.7,50.5,209,197,406,116,244,360,995,1611,2606,865,1374,2239,5527,3119,8646,19014,20338,39352,2895,3274,6169,13145,13935,27080,7316,8306,15622,Burnie - Ulverstone
60402,16836,18075,34911,6955,3475,10430,1885,4395,6280,680,634,1314,798,569,1367,10318,9073,19391,5778,8266,14044,7.7,6.3,7.0,61.3,50.2,55.5,56.5,47.0,51.6,161,160,321,119,215,334,872,1523,2395,905,1293,2198,4986,2932,7918,17365,18197,35562,2671,2958,5629,11775,12162,23937,6967,7767,14734,Devonport
60403,7307,6888,14195,3540,1465,5005,727,1824,2551,363,293,656,279,209,488,4909,3791,8700,2026,2796,4822,5.7,5.5,5.6,67.2,55.0,61.3,63.4,52.0,57.9,59,56,115,44,64,108,298,536,834,306,438,744,2069,1037,3106,7523,7061,14584,1156,1186,2342,5231,4796,10027,2819,2906,5725,West Coast
