SA3_MAIN11,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot,SA3_NAME11
39999,19,22,52,49,72,224,249,41,8,736,0,6,14,11,9,5,8,6,3,62,120,201,361,326,311,347,200,68,14,1948,446,1116,2100,1554,1713,2645,1482,293,50,11399,Special Purpose Codes SA3 (Qld)
40105,9,14,20,17,40,170,513,740,408,1931,3,5,12,11,20,19,68,123,41,302,70,161,338,227,253,241,247,270,214,2021,843,2894,5651,4759,4534,3905,2703,2266,1285,28840,Norwood - Payneham - St Peters
40106,9,7,23,37,63,155,285,389,240,1208,4,3,12,16,13,15,40,44,9,156,64,118,200,158,200,159,133,214,131,1377,738,2201,3799,3842,3856,3169,1830,1423,762,21620,Prospect - Walkerville
40302,31,42,94,126,228,533,927,1158,702,3841,9,17,40,65,96,76,61,57,34,455,201,282,487,511,586,612,575,788,544,4586,2504,5917,11699,11326,11738,10405,6490,5201,2467,67747,Marion
40303,9,19,40,54,75,217,434,553,472,1873,3,0,17,11,25,30,38,49,21,194,101,170,271,237,333,307,303,391,291,2404,1778,4154,6738,8327,8714,7906,5291,3617,1952,48477,Mitcham
40304,49,63,172,187,391,1071,1464,1280,761,5438,3,13,34,35,38,51,57,61,18,310,418,411,821,992,1126,1128,1065,1195,799,7955,5083,9911,20209,22090,22727,21030,12493,6905,2822,123270,Onkaparinga
40401,37,53,147,205,407,1192,2077,2218,1149,7485,5,26,67,101,151,160,313,318,117,1258,270,354,737,743,843,826,902,1095,820,6590,2881,6717,13243,14260,14435,12238,8674,6896,3243,82587,Charles Sturt
40402,30,40,138,243,402,721,1010,1050,598,4232,4,20,55,99,106,114,131,145,62,736,205,231,555,551,604,620,492,533,344,4135,1677,3634,7845,8069,8384,6982,4076,3030,1425,45122,Port Adelaide - West
40403,16,31,62,88,173,425,957,1104,549,3405,11,19,29,43,48,62,99,183,88,582,120,268,531,405,397,375,416,586,497,3595,1480,4999,9499,8133,7354,5709,4576,3896,1961,47607,West Torrens
40501,4,3,34,48,96,318,615,566,404,2088,3,0,3,6,9,11,3,3,3,41,58,79,117,182,220,243,214,223,120,1456,884,1572,3353,4545,5187,4574,2833,1637,755,25340,Barossa
40503,9,17,45,61,123,448,745,623,358,2429,0,5,6,11,10,11,16,22,8,89,75,70,147,183,260,275,318,299,117,1744,719,1188,2546,3231,3989,3843,2947,1808,711,20982,Mid North
40504,7,12,19,28,111,352,765,615,327,2236,0,0,0,9,7,19,14,10,8,67,37,48,76,97,172,232,308,322,125,1417,500,939,1871,2418,3357,4053,3511,2023,678,19350,Yorke Peninsula
40601,34,40,72,104,249,659,1082,864,441,3545,3,4,12,11,13,29,22,26,20,140,207,209,397,490,588,550,583,542,237,3803,1764,3156,6415,7674,8194,7013,4876,2793,1054,42939,Eyre Peninsula and South West
40602,46,66,146,150,199,367,489,294,98,1855,0,11,25,27,38,61,53,44,13,272,181,277,591,562,499,400,324,206,77,3117,933,1994,4164,4091,4132,3233,1915,906,271,21639,Outback - North and East
40701,15,15,44,46,104,422,790,742,475,2653,3,3,11,8,15,13,14,15,8,90,112,91,178,255,340,453,533,580,288,2830,1095,1686,3506,5055,6303,7830,6846,3911,1487,37719,Fleurieu - Kangaroo Island
40702,24,49,112,150,267,776,1256,1072,521,4227,9,14,37,43,52,34,36,28,11,264,162,127,302,449,448,563,529,589,312,3481,1733,3141,7167,8463,9091,8312,5339,3300,1304,47850,Limestone Coast
40703,42,52,152,182,376,1183,1708,1411,671,5777,7,17,67,48,47,53,83,61,19,402,268,276,601,783,803,741,781,698,419,5370,2054,3308,6811,8735,9880,9535,6807,3915,1529,52574,Murray and Mallee
40101,0,17,23,24,33,42,56,64,54,313,0,15,14,3,12,10,9,15,3,81,106,393,542,322,265,241,140,124,106,2239,1069,4127,4581,2232,1993,2025,1196,633,363,18219,Adelaide City
40102,19,9,46,57,95,284,482,517,355,1864,0,5,9,16,7,11,12,15,5,80,169,130,271,368,404,369,329,283,182,2505,2064,3578,6259,10121,10840,9574,5235,2470,1022,51163,Adelaide Hills
40107,6,8,19,17,41,130,299,415,267,1202,0,0,13,13,13,23,40,67,21,190,64,147,258,260,260,255,222,317,489,2272,891,2806,5120,5145,5080,4669,2600,1898,1513,29722,Unley
40201,11,15,30,45,96,279,452,388,208,1524,3,0,8,4,16,12,16,22,13,94,111,87,160,220,246,209,241,269,110,1653,1131,1840,3435,4510,4883,3578,2480,1588,541,23986,Gawler - Two Wells
40202,71,78,283,240,477,941,990,749,267,4096,13,15,79,112,125,95,83,77,27,626,361,401,654,751,774,702,665,692,263,5263,3111,6126,11064,10488,10564,7470,5058,3474,1050,58405,Playford
40203,33,63,181,231,290,581,917,941,468,3705,17,31,119,148,179,117,111,100,32,854,219,405,842,699,584,515,518,607,350,4739,1673,4438,10750,8941,7293,6107,4402,3273,1405,48282,Port Adelaide - East
40204,65,94,343,443,742,1576,1787,1184,470,6704,27,39,186,314,352,305,221,194,67,1705,530,576,1129,1110,1129,1047,1049,1009,510,8089,4534,9220,19274,17731,17216,14267,8766,4861,1647,97516,Salisbury
40205,28,22,93,93,189,589,1000,859,537,3410,3,6,19,23,29,29,30,37,20,196,202,194,391,506,566,509,558,604,381,3911,2970,5722,11035,12907,13330,12156,7698,4197,1639,71654,Tea Tree Gully
40502,11,8,23,33,92,301,455,465,309,1697,3,0,3,8,8,9,3,3,5,42,67,40,75,150,187,185,161,205,133,1203,519,913,1944,2710,3266,3370,2323,1359,617,17021,Lower North
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,Migratory - Offshore - Shipping (SA)
49999,9,7,8,15,19,33,24,6,14,135,0,0,6,5,3,6,0,0,0,20,19,35,86,81,106,79,56,62,57,581,116,280,587,477,454,429,228,84,75,2730,Special Purpose Codes SA3 (SA)
50101,8,4,33,40,76,151,359,412,200,1283,3,4,3,12,16,6,7,11,10,72,130,130,346,437,389,356,290,348,169,2595,1259,1736,4785,6360,5914,5308,3479,2121,772,31734,Augusta - Margaret River - Busselton
50102,29,23,85,126,220,574,1036,955,332,3380,4,12,31,17,36,37,41,59,27,264,402,450,988,1071,1038,896,759,744,399,6747,3721,5452,11765,13539,13657,11290,6737,3737,1334,71232,Bunbury
50103,0,3,19,26,67,164,321,272,107,979,0,0,5,8,12,8,15,19,15,82,48,37,110,156,202,219,205,145,50,1172,597,759,1827,2823,3464,3521,2293,994,344,16622,Manjimup
50201,22,24,83,131,216,553,1151,990,335,3505,3,6,8,22,26,20,23,25,20,153,366,338,675,812,830,927,1065,1056,494,6563,3299,4446,8511,10188,10949,11001,9510,5625,1731,65260,Mandurah
50301,0,3,15,11,40,45,130,179,183,606,3,3,5,4,6,5,3,17,9,55,240,328,497,436,475,484,393,383,395,3631,2808,5399,6391,7521,9322,7957,5356,3276,1846,49876,Cottesloe - Claremont
50302,11,24,61,75,128,321,543,768,347,2278,6,22,60,30,44,57,82,140,72,513,298,926,2618,1290,1000,1010,605,640,518,8905,2386,8544,21869,14195,11668,9515,5109,3404,1766,78456,Perth City
50401,11,36,107,209,263,532,897,982,477,3514,3,24,48,77,118,98,112,138,58,676,243,375,932,728,704,674,601,625,360,5242,2364,5465,12672,11408,10128,9002,5684,3686,1626,62035,Bayswater - Bassendean
50402,5,5,26,48,80,150,335,285,123,1057,0,3,7,15,30,15,21,20,9,120,215,369,750,727,553,448,324,244,117,3747,1759,2474,4011,5806,6453,5515,3254,1580,542,31394,Mundaring
50403,31,51,142,241,371,653,755,622,226,3092,6,12,79,115,119,101,96,57,33,618,475,536,990,1210,1117,865,766,574,286,6819,4440,6975,14232,16280,14671,10254,5694,2811,923,76280,Swan
50501,20,33,57,100,171,405,669,681,385,2521,4,16,26,28,61,38,37,43,16,269,379,505,830,908,1072,980,692,808,389,6563,6790,10835,16397,21985,24555,20409,9490,5026,1972,117459,Joondalup
50502,57,77,271,418,509,1107,2013,2091,927,7470,12,61,180,183,229,209,234,294,120,1522,620,1151,2647,1819,1570,1499,1433,1489,906,13134,5402,13122,30385,25923,22294,19189,13578,9313,3890,143096,Stirling
50503,37,43,246,377,516,734,935,734,275,3897,14,35,129,189,242,160,139,106,43,1057,653,652,1403,1660,1308,986,855,810,492,8819,6375,10004,22732,24902,19385,13036,7879,4106,1437,109856,Wanneroo
50602,11,32,93,122,192,348,634,618,278,2328,4,37,73,69,70,61,61,63,31,469,264,651,1292,916,776,636,557,507,253,5852,2048,5882,13427,9742,7797,6303,3839,2671,1117,52826,Belmont - Victoria Park
50603,20,50,115,171,257,430,631,672,349,2695,11,38,73,81,81,94,79,87,42,586,298,732,1037,701,624,625,536,657,619,5829,3800,9524,13518,11443,11547,9664,5678,3756,1946,70876,Canning
50607,7,9,36,41,57,101,134,215,169,769,0,6,21,11,11,18,17,19,12,115,143,329,566,369,354,380,278,323,301,3043,1560,4252,6846,5293,5275,5016,2667,1724,1106,33739,South Perth
50701,14,20,61,153,271,638,1013,792,234,3196,3,8,38,46,55,67,108,154,51,530,281,342,834,860,724,634,583,510,250,5018,3254,6024,13900,14301,11585,8612,5133,2931,925,66665,Cockburn
50702,4,5,19,22,68,211,417,503,196,1445,0,7,8,16,21,26,40,78,31,227,108,141,369,327,365,362,310,395,266,2643,909,2073,4625,4914,5111,4609,2726,1882,762,27611,Fremantle
50703,7,10,35,63,111,214,236,153,61,890,0,4,12,10,16,13,19,0,10,84,210,265,654,572,380,295,256,205,65,2902,1277,2139,5166,4411,3453,2625,1647,838,256,21812,Kwinana
50704,7,24,36,82,123,327,581,824,408,2412,6,4,13,19,37,42,41,54,38,254,249,330,556,630,631,645,566,779,606,4992,3949,7501,10812,12828,14633,12919,7505,5542,2560,78249,Melville
50705,23,21,91,139,246,451,687,674,253,2585,12,11,19,39,34,35,26,28,11,215,465,521,885,1126,1058,819,824,832,380,6910,4637,7104,13617,15739,14132,9928,6808,3979,1225,77169,Rockingham
50801,0,4,24,36,59,117,207,160,46,653,0,3,0,6,3,3,8,7,3,33,78,67,142,148,178,150,172,159,76,1170,540,753,1770,2238,2343,1794,1293,674,204,11609,Esperance
50802,11,8,20,39,43,121,125,68,9,444,0,7,4,13,9,14,4,9,3,63,41,58,148,170,176,187,127,73,20,1000,280,425,1264,1464,1346,1274,752,289,66,7160,Gascoyne
50803,41,58,107,129,174,334,264,159,59,1325,3,6,24,25,17,29,25,25,7,161,358,502,1134,980,897,547,274,129,61,4882,1815,3443,7521,6761,5907,3712,1472,562,196,31389,Goldfields
50804,110,106,151,192,259,322,202,98,32,1472,4,19,34,25,68,109,117,78,25,479,258,543,1414,1023,692,440,184,83,31,4668,1467,2745,6464,5540,4605,3154,1151,411,108,25645,Kimberley
50805,32,32,68,112,213,489,804,549,199,2498,3,3,8,16,30,28,32,30,21,171,224,325,657,628,677,582,480,407,144,4124,2025,3085,6415,7676,7913,6658,4057,2179,636,40644,Mid West
50806,34,42,91,135,227,292,146,33,11,1011,7,9,27,29,36,50,49,48,19,274,534,1117,2914,2624,2106,1057,215,39,13,10619,1927,4882,13624,11937,9306,4681,919,192,53,47521,Pilbara
50901,15,23,81,96,193,355,683,683,272,2401,10,16,18,35,35,41,41,27,17,240,182,232,422,536,512,484,407,451,226,3452,1868,2664,5604,7247,8182,7482,5083,3044,1092,42266,Albany
50902,20,30,51,105,214,512,765,593,216,2506,4,3,13,17,16,17,17,27,12,126,238,226,370,585,676,657,575,445,161,3933,1662,2338,5245,7009,8236,8077,5207,2574,777,41125,Wheat Belt - North
50903,6,9,19,31,78,178,284,239,139,983,0,3,3,6,6,13,9,16,3,59,53,73,212,230,235,222,192,163,70,1450,529,850,2351,2953,3157,2897,1812,937,366,15852,Wheat Belt - South
40103,3,3,15,19,42,98,244,354,218,996,0,0,10,8,19,13,22,32,7,111,83,129,189,202,275,279,274,328,327,2086,1182,2933,3780,5063,6226,5885,4135,2874,1553,33631,Burnside
40104,21,6,49,58,115,502,1215,1131,444,3541,0,6,20,33,32,53,155,185,74,558,101,126,231,304,312,283,375,459,254,2445,1351,3289,5728,6811,6625,5254,4775,3394,1325,38552,Campbelltown (SA)
40301,4,10,26,56,132,179,204,305,311,1227,3,7,10,15,27,37,25,9,11,144,72,138,253,212,293,263,233,397,411,2272,889,2226,3891,3950,4968,4814,2949,2504,1668,27859,Holdfast Bay
59797,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,7,27,15,5,3,0,0,0,60,6,37,151,107,71,35,4,6,0,417,Migratory - Offshore - Shipping (WA)
59999,6,6,13,17,20,77,76,11,0,226,3,3,5,5,11,3,0,0,3,33,65,104,315,282,238,192,79,41,8,1324,209,614,1547,1144,1094,1335,608,98,15,6664,Special Purpose Codes SA3 (WA)
60101,20,15,35,30,85,142,155,127,70,679,3,0,0,9,12,8,3,8,0,43,84,66,146,142,185,233,153,66,12,1087,655,946,2083,2249,2106,1903,992,381,131,11446,Brighton
60102,11,19,41,52,126,231,367,560,354,1761,4,4,11,17,23,22,21,15,3,120,139,230,414,400,378,435,450,455,241,3142,1575,2701,5676,6587,7109,6663,4502,2782,1190,38785,Hobart - North East
60103,38,40,78,134,241,436,644,871,461,2943,8,9,20,50,60,42,35,33,19,276,180,176,322,390,435,464,634,594,278,3473,2018,3279,6399,6561,7190,5997,4463,2964,1145,40016,Hobart - North West
60104,13,9,15,31,59,108,169,202,141,747,0,0,4,9,5,8,5,3,3,37,77,70,101,129,195,199,210,245,146,1372,976,1685,3366,4219,4463,4110,2487,1497,576,23379,Hobart - South and West
60105,13,22,35,45,85,130,224,399,280,1233,0,9,15,18,33,21,28,27,7,158,137,313,427,331,366,378,289,333,289,2863,1454,5122,6842,6388,6765,6239,3510,2392,1287,39999,Hobart Inner
60106,11,6,8,21,55,112,131,176,76,596,0,0,6,3,0,4,5,8,0,26,54,44,94,110,130,149,146,123,43,893,540,762,1599,2032,2333,2055,1262,714,214,11511,Sorell - Dodges Ferry
60201,55,49,97,173,243,505,681,1165,618,3586,6,14,41,65,58,46,34,26,13,303,245,273,424,474,535,591,669,803,470,4484,3194,5747,9690,10435,10476,9275,6422,4264,1990,61493,Launceston
60202,10,4,8,26,98,197,266,285,133,1027,3,0,4,3,7,6,16,9,3,51,63,39,77,145,187,218,226,177,66,1198,727,841,1793,2786,3493,3615,2385,1143,362,17145,Meander Valley - West Tamar
60203,16,16,30,65,191,386,490,573,211,1978,4,6,4,3,11,15,11,12,13,79,92,63,162,229,295,459,460,384,143,2287,1217,1444,3193,4537,5728,5849,4004,1952,604,28528,North East
60301,0,6,16,30,69,149,171,109,44,594,0,3,0,6,0,7,10,0,8,34,34,37,79,118,137,161,112,76,16,770,336,467,1121,1595,1858,1789,1070,388,106,8730,Central Highlands (Tas.)
60302,13,6,17,30,90,168,178,211,94,807,0,0,4,3,6,14,12,0,0,39,40,20,63,125,137,166,174,132,42,899,546,666,1584,2506,2776,2907,1880,813,234,13912,Huon - Bruny Island
60303,0,5,7,12,24,89,100,101,32,370,0,3,0,3,0,5,0,8,0,19,9,11,24,31,51,110,123,72,43,474,132,175,483,688,1006,1351,1039,424,145,5443,South East Coast
60401,23,36,60,79,193,460,680,933,395,2859,9,3,13,18,27,29,19,18,6,142,174,126,215,360,403,444,553,620,313,3208,1979,2522,4830,5999,7007,6325,4767,2888,1066,37383,Burnie - Ulverstone
60402,17,16,37,67,162,379,541,681,383,2283,3,6,14,10,21,13,7,13,4,91,125,109,205,292,358,358,457,453,218,2575,1593,2129,4372,5608,6222,6074,4324,2368,964,33654,Devonport
60403,10,9,21,33,91,159,223,223,118,887,0,3,7,0,4,6,10,13,0,43,65,39,101,135,187,161,191,114,37,1030,667,887,1964,2425,2798,2444,1536,691,224,13636,West Coast
69797,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,3,0,0,16,3,7,26,25,20,16,12,0,3,112,Migratory - Offshore - Shipping (Tas.)
69999,3,6,3,0,9,11,7,6,0,45,0,0,0,0,3,0,0,0,0,3,16,14,39,34,16,18,19,8,0,164,82,103,204,161,152,158,75,23,0,958,Special Purpose Codes SA3 (Tas.)
70101,12,14,42,51,90,127,118,76,18,548,4,0,14,7,13,12,16,13,0,79,212,337,837,500,448,325,158,112,28,2957,661,2171,5350,3573,3197,2524,1029,408,90,19003,Darwin City
70102,42,32,120,187,264,437,403,172,50,1707,3,12,41,50,69,98,80,45,11,409,474,605,1435,1227,985,758,394,207,63,6148,1832,3566,8495,8129,7443,5827,2674,891,226,39083,Darwin Suburbs
70103,13,9,26,52,105,158,130,57,14,564,0,0,3,6,7,18,11,4,0,49,185,161,307,461,484,360,181,64,13,2216,792,1366,2102,3193,3123,2261,937,250,43,14067,Litchfield
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7,0,20,35,18,19,8,9,0,0,109,Migratory - Offshore - Shipping (NT)
79999,0,0,6,10,12,24,27,5,0,84,0,0,0,0,3,5,0,0,0,8,7,17,58,41,57,72,29,0,0,281,32,140,365,233,272,439,220,21,0,1722,Special Purpose Codes SA3 (NT)
70204,150,204,394,321,259,173,86,14,3,1604,21,36,79,59,38,32,24,12,8,309,81,81,159,153,126,69,14,6,4,693,625,1060,2430,2295,1681,896,229,50,18,9284,East Arnhem
50601,23,28,82,113,178,368,451,323,153,1719,4,11,18,31,40,26,32,29,7,198,312,323,624,668,658,594,471,459,165,4274,2770,4611,9313,8316,8284,7108,4037,2110,659,47208,Armadale
50604,45,55,190,332,422,754,813,577,237,3425,11,29,114,137,166,113,111,105,34,820,564,785,1517,1357,1082,995,726,659,290,7975,4615,7880,16762,15708,13491,11435,6554,3258,1049,80752,Gosnells
50605,8,17,39,66,112,261,415,348,130,1396,8,5,22,40,19,21,20,34,14,183,187,193,379,513,442,463,364,349,218,3108,2239,3369,6245,7458,7491,6930,4372,2315,769,41188,Kalamunda
50606,4,9,10,23,45,97,126,96,29,439,0,0,0,3,0,5,7,3,0,18,56,76,148,227,191,165,84,81,54,1082,779,1125,2062,2836,2634,2048,1074,412,127,13097,Serpentine - Jarrahdale
70104,13,10,39,80,99,147,107,65,13,573,3,3,3,21,20,13,17,7,7,94,221,242,492,435,353,229,113,62,33,2180,1133,2334,5093,4627,3230,1864,717,281,69,19348,Palmerston
70202,80,85,146,156,116,117,55,9,0,764,10,14,15,17,35,41,33,24,12,201,80,95,152,143,112,73,64,16,3,738,378,511,912,761,664,542,258,64,18,4108,Barkly
70203,161,194,319,307,267,312,146,48,13,1767,14,26,29,30,34,38,40,15,0,226,104,84,184,180,173,137,79,28,0,969,832,1288,2506,2256,1843,1350,516,128,22,10741,Daly - Tiwi - West Arnhem
70201,230,309,593,499,476,451,195,109,38,2900,18,17,50,70,109,156,132,85,27,664,330,460,1039,894,637,392,223,105,53,4133,1549,2761,6333,5566,5014,3500,1301,504,155,26683,Alice Springs
70205,124,142,277,231,254,241,140,60,16,1485,3,17,24,41,39,103,71,48,6,352,163,177,312,321,262,209,121,51,16,1632,917,1552,2886,2458,2068,1528,664,233,51,12357,Katherine
80101,35,40,89,115,238,494,580,403,190,2184,5,4,38,46,35,50,63,68,24,333,417,774,836,580,540,533,459,418,311,4868,3076,8270,15545,13365,11093,10745,6184,2939,1140,72357,Belconnen
80102,0,0,3,6,3,4,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,14,19,56,78,99,88,42,23,6,0,411,Cotter - Namadgi
80103,0,3,3,4,3,23,10,10,0,56,0,0,0,0,0,0,0,3,3,6,13,88,126,82,48,35,22,9,4,427,43,156,247,240,237,214,123,55,10,1325,Fyshwick - Pialligo - Hume
80104,13,17,49,56,90,155,162,94,37,673,4,7,19,31,17,19,21,19,6,143,106,140,348,327,228,168,111,56,14,1498,1238,3484,9235,8766,5670,3329,1562,556,119,33959,Gungahlin
80105,13,25,60,61,93,142,211,263,132,1000,8,15,34,25,15,27,20,30,11,185,164,559,825,447,355,274,269,276,182,3351,2206,7317,10160,6431,5532,4146,2403,1935,889,41019,North Canberra
80106,3,3,29,29,50,64,80,117,98,473,0,4,11,6,5,6,8,6,16,62,58,100,278,204,189,206,122,166,167,1490,456,1579,4023,3291,3601,3117,1651,1164,772,19654,South Canberra
80107,50,41,57,98,262,479,428,310,123,1848,7,9,30,30,40,53,40,50,16,275,233,243,434,499,566,443,309,208,120,3055,3137,6475,11776,12459,13930,10574,4355,1905,567,65178,Tuggeranong
80108,8,7,14,23,41,101,180,141,72,587,0,0,5,13,7,5,17,16,3,66,40,52,97,133,95,102,128,158,118,923,516,1120,2698,3535,2960,2906,2284,1117,470,17606,Weston Creek
80109,18,13,28,34,66,89,211,200,114,773,0,3,20,9,12,4,21,22,9,100,57,92,210,200,154,149,161,206,155,1384,786,2139,4295,4606,4798,3631,3051,1979,856,26141,Woden
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
89999,3,4,0,0,3,6,3,0,0,19,0,0,0,6,0,0,0,0,0,6,6,11,13,8,15,8,3,0,3,67,44,84,152,108,80,60,20,3,7,558,Special Purpose Codes SA3 (ACT)
90101,0,0,6,6,22,65,16,0,0,115,0,3,0,0,6,15,13,7,0,44,39,143,446,145,46,34,11,4,0,868,79,207,578,317,269,241,64,14,0,1769,Christmas Island
90102,0,0,0,0,15,6,7,0,0,28,0,0,0,0,21,45,33,14,3,116,5,4,0,8,17,8,0,0,0,42,16,18,67,67,106,82,40,14,3,413,Cocos (Keeling) Islands
90103,0,0,0,3,4,3,9,0,0,19,0,0,0,3,0,0,0,0,0,3,3,0,6,6,0,0,4,0,0,19,12,41,66,61,40,20,16,6,0,262,Jervis Bay
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,Migratory - Offshore - Shipping (OT)
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,4,0,0,0,0,21,Special Purpose Codes SA3 (OT)
