gml_id,sa3_code16,tot_mgr,tot_pfn,tot_tch_trwk,tot_co_pswk,tot_cl_adwk,tot_sal,tot_mchop,tot_lab,tot_inad_ns,tot_to,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fe4,"11302","1029","752","854","573","564","431","721","955","110","5996",Tumut - Tumbarumba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fe3,"11303","6071","7533","6331","5685","4918","4107","2545","4912","596","42692",Wagga Wagga
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fe2,"11401","4120","6071","6143","4967","4080","3859","1952","4049","613","35854",Shoalhaven
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fe1,"11402","2959","4097","3252","2210","2308","1987","1177","2093","322","20414",Southern Highlands
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fe0,"11501","12409","22353","6731","5548","11644","6898","1920","3146","1200","71857",Baulkham Hills
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fdf,"11502","2552","2847","1902","988","1976","1162","483","888","235","13023",Dural - Wisemans Ferry
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fde,"11503","1760","1995","2371","1182","1844","989","903","1143","222","12415",Hawkesbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fdd,"11504","2911","3705","2408","1406","2932","1635","902","1040","283","17213",Rouse Hill - McGraths Hill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fdc,"11601","5560","11460","8201","6082","10068","5457","6456","6586","1323","61192",Blacktown
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fdb,"11602","6188","11663","5367","4107","7874","4438","3143","3003","770","46555",Blacktown - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fda,"11603","2877","5871","5700","4847","6936","4137","7083","5908","1054","44416",Mount Druitt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fd9,"11701","3058","5230","2813","2468","3573","2270","1485","1985","432","23313",Botany
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fd8,"11703","22342","47443","10090","12860","14059","9529","1915","6228","2260","126741",Sydney Inner City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fd7,"11802","10477","23564","6191","6666","9226","5568","1890","3251","1088","67930",Eastern Suburbs - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fd6,"11901","6909","12561","9680","6853","10977","6658","5637","6455","1535","67257",Bankstown
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fd5,"11902","5301","9915","7527","5908","7442","5672","4794","6579","1430","54568",Canterbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fd4,"11903","7068","14606","6806","5808","9121","5938","3071","4826","1217","58451",Hurstville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fd3,"11904","7726","15573","7880","6651","9999","6770","4065","6754","1380","66800",Kogarah - Rockdale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fd2,"12001","7981","14189","3683","3127","6416","3887","998","1745","786","42816",Canada Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fd1,"12002","6459","12309","1951","2096","3596","2042","429","768","491","30140",Leichhardt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fd0,"12003","9281","24174","7714","7081","10528","6864","2698","5885","1571","75804",Strathfield - Burwood - Ashfield
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fcf,"12101","10827","23159","3556","4114","7110","4470","823","1873","1033","56964",Chatswood - Lane Cove
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fce,"12102","5522","13371","4290","3924","5859","3230","1097","2399","572","40261",Hornsby
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fcd,"12103","11449","21479","2783","3961","7303","4455","636","1538","983","54587",Ku-ring-gai
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fcc,"12104","11691","22355","2652","3359","6613","3637","467","1069","959","52805",North Sydney - Mosman
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fcb,"12201","4937","8202","1495","1788","2508","1780","300","628","390","22019",Manly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fca,"12202","5443","7833","3826","2823","4095","2782","775","1460","533","29575",Pittwater
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fc9,"12203","13167","20418","9288","7535","10701","7134","2453","4486","1165","76347",Warringah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fc8,"12301","3997","5782","4783","3400","5322","3268","2526","2508","576","32162",Camden
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fc7,"11702","4293","10827","2915","2703","3927","2170","882","1738","491","29942",Marrickville - Sydenham - Petersham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fc6,"11801","14038","27009","4035","5237","7325","5226","800","1979","1257","66898",Eastern Suburbs - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fc5,"12302","5848","10638","9601","7776","11148","6712","8234","7796","1384","69131",Campbelltown (NSW)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fc4,"12303","2453","2963","3705","2017","2874","1699","1892","1921","356","19882",Wollondilly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fc3,"12401","4445","10207","4563","4244","4785","2682","1495","2669","499","35588",Blue Mountains
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fc2,"12402","0","0","0","0","0","0","0","0","0","3",Blue Mountains - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fc1,"12403","7373","11036","10214","7265","12267","6579","6584","6220","1305","68836",Penrith
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fc0,"12404","1841","2356","3116","1909","2527","1591","1726","1834","306","17206",Richmond - Windsor
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fbf,"12405","2046","2942","3645","2604","4483","2397","3566","2901","513","25089",St Marys
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fbe,"12501","3826","7776","5940","3595","4655","3505","2697","4957","1163","38110",Auburn
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fbd,"12502","3948","8614","3515","2572","4786","2731","1320","1978","588","30054",Carlingford
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fbc,"12503","5216","9668","8825","5770","8850","5422","5329","6330","1636","57058",Merrylands - Guildford
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fbb,"12504","7530","20650","6804","5525","10222","5355","4073","5034","1395","66591",Parramatta
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fba,"12601","3568","9161","1714","1755","3211","1804","444","942","376","22979",Pennant Hills - Epping
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fb9,"12602","9886","22069","6274","5438","9867","5711","1747","3369","1160","65523",Ryde - Hunters Hill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fb8,"12701","4749","6695","6625","3962","7011","4214","4801","4606","1118","43773",Bringelly - Green Valley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fb7,"12702","5490","9426","10137","6776","9619","6563","8164","9849","1943","67966",Fairfield
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fb6,"12703","4808","8957","6785","5216","7764","4242","4653","4666","1127","48217",Liverpool
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fb5,"12801","8707","13016","7279","5877","8882","5347","2136","2975","909","55122",Cronulla - Miranda - Caringbah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fb4,"12802","7924","13586","7728","5760","9727","5231","2186","3076","834","56054",Sutherland - Menai - Heathcote
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fb3,"20101","4807","9827","6608","5757","5704","4911","2436","4727","709","45477",Ballarat
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fb2,"20102","2044","2167","1980","1362","1469","917","768","1364","215","12282",Creswick - Daylesford - Ballan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fb1,"20103","1441","1128","1451","1052","923","834","690","1400","171","9089",Maryborough - Pyrenees
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fb0,"20201","4222","8516","5872","5212","5130","4454","2370","4963","620","41362",Bendigo
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5faf,"20202","2908","4435","2930","2264","2144","1599","1062","2269","306","19922",Heathcote - Castlemaine - Kyneton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fae,"20203","1259","553","553","345","445","309","344","621","79","4518",Loddon - Elmore
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fad,"20301","1456","1419","1576","947","1032","741","663","970","164","8971",Barwon - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fac,"20302","8565","17012","12245","10762","10178","8996","5326","9020","1325","83423",Geelong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fab,"20303","4185","7603","4852","3782","3720","2901","1112","2428","518","31107",Surf Coast - Bellarine Peninsula
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5faa,"20401","3932","3443","3798","3074","2574","2007","1770","3191","426","24216",Upper Goulburn Valley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fa9,"20402","3069","3360","2883","2297","2209","1829","1381","2515","309","19857",Wangaratta - Benalla
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fa8,"20403","5111","6179","5411","4401","3963","3229","2478","3879","580","35234",Wodonga - Alpine
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fa7,"20501","3161","3531","3451","2262","2372","1747","1450","2718","353","21040",Baw Baw
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fa6,"20502","2566","2565","2469","2156","1848","1702","1009","2310","289","16904",Gippsland - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fa5,"20503","4279","3546","3936","2718","2513","2467","1496","3139","405","24509",Gippsland - South West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fa4,"20504","2746","4471","5109","3450","3956","3085","2239","3426","560","29043",Latrobe Valley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fa3,"20505","2967","2820","2858","1986","1788","1525","1231","2264","296","17737",Wellington
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fa2,"20601","6132","16979","4575","4655","6020","3760","1278","2507","721","46620",Brunswick - Coburg
