gml_id,sa3_name16,sa3_code16,separate_house_nofb_0_i_b,separate_house_nofb_1,separate_house_nofb_2,separate_house_nofb_3,separate_house_nofb_4,separate_house_nofb_5,separate_house_nofb_6_or_m,separate_house_nofb_ns,separate_house_total,se_d_r_or_t_h_t_1_s_nofb_0_ib,se_d_r_or_t_h_t_1_st_nofb_1,se_d_r_or_t_h_t_1_st_nofb_2,se_d_r_or_t_h_t_1_st_nofb_3,se_d_r_or_t_h_t_1_st_nofb_4,se_d_r_or_t_h_t_1_st_nofb_5,se_d_r_or_t_h_t_1_st_nofb_6_m,se_d_r_or_t_h_t_1_st_nofb_ns,se_d_r_or_t_h_t_1_st_total,se_d_r_or_t_h_t_2_s_nofb_0_ib,se_d_r_or_t_h_t_2_sts_nofb_1,se_d_r_or_t_h_t_2_sts_nofb_2,se_d_r_or_t_h_t_2_sts_nofb_3,se_d_r_or_t_h_t_2_sts_nofb_4,se_d_r_or_t_h_t_2_sts_nofb_5,se_d_r_or_t_h_t_2_st_nofb_6_m,se_d_r_or_t_h_t_2_sts_nofb_ns,se_d_r_or_t_h_t_2_sts_total,se_d_r_or_t_h_t_tot_nofb_0_ib,se_d_r_or_t_h_t_tot_nofb_1,se_d_r_or_t_h_t_tot_nofb_2,se_d_r_or_t_h_t_tot_nofb_3,se_d_r_or_t_h_t_tot_nofb_4,se_d_r_or_t_h_t_tot_nofb_5,se_d_r_or_t_h_t_tot_nofb_6_m,se_d_r_or_t_h_t_tot_nofb_ns,se_d_r_or_t_h_t_tot_total,flt_at_1_or2_st_bl_nofb_0_ib,flt_at_in_1_or2_s_b_nofb_1,flt_at_in_1_or2_s_b_nofb_2,flt_at_in_1_or2_s_b_nofb_3,flt_at_in_1_or2_s_b_nofb_4,flt_at_in_1_or2_s_b_nofb_5,flt_at_in_1_or2_s_b_nob_6_m,flt_at_in_1_or2_s_b_nob_ns,flt_at_in_1_or2_s_b_total,flt_apt_3_st_bl_nob_0_ib,flt_apt_in_3_st_bl_nofb_1,flt_apt_in_3_st_bl_nofb_2,flt_apt_in_3_st_bl_nofb_3,flt_apt_in_3_st_bl_nofb_4,flt_apt_in_3_st_bl_nofb_5,flt_apt_in_3_s_bl_nofb_6_m,flt_apt_in_3_st_bl_nofb_ns,flt_apt_in_3_st_bl_total,flt_apt_4_or_m_s_b_nofb_0_ib,flt_apt_4_or_m_s_b_nofb_1,flt_apt_4_or_m_s_b_nofb_2,flt_apt_4_or_m_s_b_nofb_3,flt_apt_4_or_m_s_b_nofb_4,flt_apt_4_or_m_s_b_nofb_5,flt_apt_4_or_m_s_b_nofb_6_m,flt_apt_4_or_m_s_b_nofb_ns,flt_apt_4_or_m_s_b_total,flt_apt_at_to_a_h_nofb_0_ib,flt_apt_at_to_a_hse_nofb_1,flt_apt_at_to_a_hse_nofb_2,flt_apt_at_to_a_hse_nofb_3,flt_apt_at_to_a_hse_nofb_4,flt_apt_at_to_a_hse_nofb_5,flt_apt_at_to_a_hs_nofb_6_m,flt_apt_at_to_a_hs_nofb_ns,flt_apt_at_to_a_hse_total,flt_apart_tot_nofb_0_i_b,flt_apart_tot_nofb_1,flt_apart_tot_nofb_2,flt_apart_tot_nofb_3,flt_apart_tot_nofb_4,flt_apart_tot_nofb_5,flt_apart_tot_nofb_6_or_m,flt_apart_tot_nofb_ns,flt_apart_tot_total,other_dwelling_nofb_0_i_b,other_dwelling_nofb_1,other_dwelling_nofb_2,other_dwelling_nofb_3,other_dwelling_nofb_4,other_dwelling_nofb_5,other_dwelling_nofb_6_or_m,other_dwelling_nofb_ns,other_dwelling_total,dweling_structu_ns_nofb_0_i_b,dweling_structur_ns_nofb_1,dweling_structur_ns_nofb_2,dweling_structur_ns_nofb_3,dweling_structur_ns_nofb_4,dweling_structur_ns_nofb_5,dwelig_struct_ns_nofb_6_or_m,dweling_structur_ns_nofb_ns,dweling_structur_ns_total,total_nofb_0_i_b,total_nofb_1,total_nofb_2,total_nofb_3,total_nofb_4,total_nofb_5,total_nofb_6_or_m,total_nofb_ns,total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-689c,Innisfail - Cassowary Coast,"30603","83","354","1714","5640","2398","389","92","1044","11715","0","35","146","54","14","3","0","41","292","0","0","36","9","0","0","0","8","52","0","37","186","63","16","3","3","47","344","3","120","511","96","11","3","0","183","926","0","9","16","3","0","0","0","7","36","0","0","9","15","3","0","0","3","26","0","3","0","0","0","0","0","0","3","3","130","532","114","16","3","0","194","992","327","460","135","102","52","4","9","295","1384","33","52","26","35","23","5","3","78","255","443","1033","2589","5958","2506","408","102","1651","14693"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-689b,Port Douglas - Daintree,"30604","31","153","465","1480","828","81","32","385","3449","4","25","125","80","3","0","0","30","275","3","18","179","85","17","0","0","45","350","5","40","310","171","23","0","0","78","629","3","58","253","55","5","0","3","124","504","0","22","68","18","0","0","0","17","124","0","3","21","4","4","0","0","4","38","0","0","0","0","0","0","0","0","0","4","82","339","78","11","0","3","148","669","220","213","40","38","24","0","3","109","649","3","18","16","22","8","7","3","14","94","269","510","1178","1787","893","91","36","726","5489"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-689a,Tablelands (East) - Kuranda,"30605","127","586","2159","6516","3232","576","160","1337","14693","0","62","203","38","4","0","0","44","356","0","11","31","3","0","0","0","3","53","0","78","232","42","4","3","0","44","402","3","106","354","89","12","0","0","99","662","0","0","3","0","0","0","0","0","3","0","26","22","7","0","0","0","16","78","0","0","0","0","0","0","0","0","0","5","133","378","93","12","0","0","117","749","240","329","84","54","25","0","5","270","1012","11","18","13","27","13","3","3","57","152","390","1144","2871","6728","3292","580","167","1826","17004"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6899,Darling Downs (West) - Maranoa,"30701","75","383","1731","5978","4494","842","221","1810","15535","10","49","143","165","37","7","0","100","516","0","4","38","20","3","0","0","5","67","10","49","183","180","44","4","0","109","584","0","56","310","138","27","0","0","136","679","0","0","0","0","0","0","0","0","0","0","0","8","3","0","0","0","8","16","0","3","0","0","0","0","0","0","3","0","62","321","146","27","0","3","141","699","158","192","61","86","42","3","8","213","772","8","29","26","75","25","7","7","45","217","258","717","2310","6464","4633","863","242","2317","17807"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6898,Darling Downs - East,"30702","42","266","1502","6618","4314","756","168","1205","14879","0","37","173","26","5","0","0","42","284","0","0","16","11","0","0","0","7","29","0","37","189","33","8","0","0","46","316","3","45","207","37","3","0","0","44","342","0","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","44","210","34","3","0","0","44","347","37","102","31","25","16","3","8","108","322","8","10","23","44","27","7","3","24","142","87","452","1959","6767","4367","769","182","1432","16012"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6897,Sunnybank,"30306","19","94","294","4574","5246","1662","449","609","12951","0","13","124","158","29","3","0","128","459","4","5","290","1810","79","7","0","158","2355","4","16","414","1965","114","11","0","286","2809","0","17","32","36","0","0","0","24","117","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","7","0","3","0","0","0","0","0","0","4","3","25","35","42","0","3","0","24","127","6","50","19","9","0","0","0","10","87","0","11","20","10","8","3","0","67","126","37","190","785","6591","5371","1678","449","1001","16105"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6896,Centenary,"30401","3","26","116","3658","4864","1226","186","233","10306","0","14","35","71","11","0","0","10","144","0","3","74","507","55","4","0","39","686","0","17","113","581","66","4","0","51","827","6","29","10","3","0","0","0","3","59","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","6","29","10","5","0","0","0","3","56","0","0","0","0","3","0","0","0","4","0","3","0","7","0","0","0","0","7","18","68","237","4253","4934","1227","185","286","11207"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6895,Kenmore - Brookfield - Moggill,"30402","6","85","293","3572","7279","2271","502","449","14456","3","57","113","88","8","0","0","14","284","0","9","25","155","18","4","0","21","229","3","63","140","240","26","5","0","31","515","0","3","19","24","0","0","0","3","51","0","0","7","7","0","0","0","0","20","0","0","0","4","3","0","0","0","4","0","0","0","0","0","0","0","0","0","0","3","25","35","3","0","0","3","68","0","0","0","4","0","0","0","0","11","0","0","3","4","5","3","7","5","29","11","148","461","3853","7314","2282","507","488","15079"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6894,Sherwood - Indooroopilly,"30403","6","68","692","3427","3259","1362","345","318","9484","0","36","42","44","8","0","0","15","157","0","84","363","762","106","19","3","99","1434","0","118","406","807","111","24","3","117","1588","3","269","1145","362","41","4","7","136","1959","22","255","2421","596","42","4","5","199","3543","5","109","1232","585","26","0","3","257","2216","0","3","0","0","0","0","0","0","3","26","630","4793","1540","112","13","20","589","7725","0","4","6","4","0","0","0","0","12","0","5","32","19","24","3","3","64","155","34","827","5930","5805","3507","1400","371","1087","18962"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6893,The Gap - Enoggera,"30404","9","57","824","6338","5739","1326","236","457","14990","0","31","146","61","6","0","0","32","282","0","13","238","379","20","0","0","71","724","0","47","389","441","26","0","0","103","1001","5","225","573","340","43","5","7","111","1303","3","105","337","57","0","0","0","39","539","22","42","47","34","0","0","0","22","155","0","0","0","0","0","0","0","0","3","31","363","956","431","43","5","6","172","2004","0","0","0","0","0","3","0","3","9","0","6","5","10","13","0","0","12","46","38","473","2173","7220","5817","1329","245","744","18045"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6892,Brisbane Inner,"30501","16","101","602","1893","1260","505","176","416","4972","0","19","47","16","8","0","3","26","124","3","137","317","393","76","16","3","123","1081","6","158","362","410","83","13","12","150","1205","130","1358","1032","174","38","14","31","471","3240","130","1025","2320","592","41","6","9","576","4698","293","3934","7561","2627","173","18","10","1790","16403","0","5","6","4","3","0","0","0","19","549","6319","10918","3392","251","37","49","2839","24355","14","19","24","11","11","3","5","201","287","10","50","58","43","7","0","7","152","331","604","6649","11971","5749","1612","564","247","3759","31151"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6891,Brisbane Inner - East,"30502","9","66","922","3255","2704","1111","214","468","8755","0","17","68","66","5","0","0","14","163","0","56","576","1472","107","15","0","163","2390","0","77","644","1537","109","15","3","178","2560","36","495","994","222","10","3","9","215","1986","12","210","1371","243","6","3","0","206","2053","0","77","340","167","21","4","0","68","685","0","3","3","0","3","0","0","3","7","47","786","2715","634","40","5","6","488","4734","0","0","0","0","0","0","0","0","7","0","6","11","21","4","5","0","17","67","55","930","4291","5455","2856","1145","229","1156","16122"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6890,Granite Belt,"30703","42","267","1809","6509","4061","738","151","971","14546","0","65","470","113","12","0","0","77","736","0","8","17","17","4","5","0","0","48","0","76","486","133","16","3","0","77","793","0","47","218","52","3","0","0","52","379","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","3","0","51","219","52","3","0","0","52","379","68","106","44","35","16","4","3","97","378","3","3","26","36","18","0","7","19","109","117","494","2587","6762","4121","752","158","1217","16205"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-688f,Central Highlands (Qld),"30801","91","304","564","3302","2928","511","131","1066","8895","0","0","144","132","12","0","0","37","317","0","3","18","40","4","0","0","11","84","0","3","161","172","19","0","0","45","398","6","70","281","163","21","3","0","147","690","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","66","281","160","21","6","0","148","693","188","299","44","79","41","3","3","175","831","52","96","70","115","81","12","5","66","493","331","768","1115","3825","3089","533","140","1500","11311"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-688e,Rockhampton,"30803","109","553","4190","16184","11878","1978","404","2614","37908","11","236","1064","428","39","3","0","231","2011","12","166","245","166","24","3","0","99","714","19","400","1307","596","70","13","0","327","2723","16","311","934","321","17","4","0","263","1875","0","6","67","22","0","0","0","23","123","0","11","104","45","3","0","0","29","192","0","0","6","4","5","0","0","0","16","16","329","1116","393","28","4","0","323","2203","368","527","159","137","50","13","3","465","1724","8","21","39","56","36","7","6","156","322","515","1834","6817","17359","12057","2007","416","3880","44885"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-688d,Biloela,"30804","20","88","418","2317","1402","259","64","428","4997","0","22","28","7","0","0","0","12","68","0","0","3","12","4","0","0","4","22","0","22","26","15","4","0","0","13","89","10","41","135","19","0","0","0","39","242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","41","135","14","0","0","0","41","242","61","112","21","31","13","0","0","90","324","14","14","7","20","3","5","0","11","74","103","279","610","2394","1429","270","64","579","5730"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-688c,Gladstone,"30805","77","296","1196","7778","7883","1059","226","1331","19856","0","61","192","155","11","3","0","50","476","3","17","216","310","24","0","0","117","687","3","77","409","468","38","0","0","163","1164","8","127","585","208","13","0","0","148","1094","10","23","84","50","0","0","0","36","199","3","7","202","33","0","0","0","119","360","0","0","3","0","0","0","0","0","3","14","157","871","293","18","0","0","297","1654","250","427","103","97","44","3","3","217","1138","3","26","23","21","13","0","0","12","96","357","988","2599","8651","7990","1064","234","2019","23905"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-688b,Broadbeach - Burleigh,"30901","10","61","695","5099","4350","1002","182","690","12087","7","72","1169","389","24","10","4","142","1808","8","57","1481","1397","144","18","8","280","3389","12","125","2647","1786","167","26","7","421","5196","27","251","1221","249","29","7","0","266","2049","8","388","2387","326","14","4","0","452","3576","12","481","1638","549","25","3","5","510","3220","0","5","3","0","0","0","0","3","10","50","1125","5250","1124","68","15","11","1225","8856","62","114","24","27","4","7","0","92","324","5","18","29","20","5","0","0","82","158","132","1441","8646","8053","4598","1046","201","2509","26628"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-688a,Coolangatta,"30902","15","67","571","5269","3737","774","170","596","11204","41","92","759","416","14","3","3","123","1443","3","103","639","1426","151","11","8","234","2572","48","196","1393","1836","166","17","9","353","4016","42","303","1153","222","48","7","3","257","2037","0","289","1750","277","8","8","4","342","2682","16","162","1167","377","24","0","0","332","2084","0","5","3","0","0","0","0","5","10","60","764","4068","874","81","10","11","938","6809","128","170","63","40","13","0","0","128","539","3","17","32","21","8","5","0","22","104","257","1216","6127","8044","3999","809","190","2037","22675"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6889,Gold Coast - North,"30903","8","84","1280","4970","3972","913","145","768","12137","4","79","2051","1849","49","5","9","328","4366","14","188","1043","2759","315","21","9","432","4781","20","262","3088","4609","363","31","16","757","9150","25","201","517","114","13","3","0","123","990","14","368","1495","318","10","0","3","279","2491","20","359","1496","741","56","0","3","339","3022","0","0","0","0","0","0","0","0","3","61","929","3508","1174","77","5","4","737","6502","41","142","129","30","6","0","0","83","432","3","36","65","26","6","0","0","23","156","133","1457","8070","10805","4430","946","172","2371","28384"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6888,Gold Coast Hinterland,"30904","25","148","817","2779","1794","410","150","569","6706","0","3","50","12","0","0","0","10","69","0","0","0","3","0","0","0","7","5","0","3","52","8","0","0","0","11","78","0","0","12","3","3","0","0","4","23","0","0","5","0","0","0","0","0","5","0","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","3","21","5","3","0","0","4","34","22","39","25","14","15","3","4","45","161","0","0","6","7","3","3","3","0","20","49","194","923","2814","1812","414","157","633","6997"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6887,Beaudesert,"31101","13","70","346","1831","1581","257","68","382","4553","21","69","126","83","5","0","0","48","359","0","5","71","8","0","0","0","8","93","18","71","196","88","5","0","0","65","452","0","8","76","4","0","0","0","8","92","8","11","12","0","0","0","0","4","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","19","87","4","0","0","0","7","133","19","43","3","4","4","0","0","34","107","3","8","3","3","3","0","0","4","22","56","215","638","1937","1592","261","74","497","5268"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6886,Beenleigh,"31102","9","50","720","5878","3899","582","122","775","12032","3","138","425","204","14","3","0","125","914","0","53","539","728","26","0","0","129","1477","6","187","962","931","42","3","3","252","2389","5","117","313","155","10","0","0","74","679","0","59","62","0","0","0","0","30","159","0","0","7","0","0","0","0","0","7","0","0","0","0","0","0","0","0","4","5","181","384","161","10","0","3","110","841","11","9","4","0","0","0","0","27","49","0","3","3","4","5","3","0","9","32","37","426","2072","6968","3956","584","126","1170","15344"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6885,Browns Plains,"31103","20","90","623","9611","9478","1503","411","1627","23354","4","28","235","205","41","6","0","94","613","0","27","152","895","41","0","0","160","1286","7","60","389","1104","78","6","3","251","1895","0","62","16","34","3","0","0","32","145","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","62","18","32","4","0","0","33","153","3","94","78","34","8","5","7","40","262","4","3","11","24","18","0","0","10","69","31","311","1117","10802","9586","1514","419","1960","25742"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6884,Jimboomba,"31104","17","96","500","3449","6696","1640","560","929","13883","0","0","79","15","0","3","4","9","100","0","0","22","18","41","0","0","4","80","0","0","93","34","41","3","4","16","185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","3","3","0","0","3","22","0","3","3","5","13","4","5","8","42","21","103","597","3491","6755","1655","567","950","14138"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6883,Loganlea - Carbrook,"31105","17","143","1044","6588","7140","1409","320","1130","17792","4","75","344","202","37","3","3","78","745","0","18","357","524","50","3","5","150","1107","7","86","693","727","89","4","10","226","1849","8","114","308","268","38","3","0","73","813","0","3","0","29","14","0","0","11","59","0","0","0","0","0","0","0","0","4","0","4","4","0","0","0","0","0","5","8","118","311","296","52","3","0","89","882","17","81","26","12","0","0","0","37","177","0","13","9","20","12","5","0","11","78","55","441","2091","7640","7288","1425","328","1503","20772"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6882,Springwood - Kingston,"31106","25","111","505","11867","5448","1301","277","1354","20882","7","79","611","334","24","0","0","93","1154","5","103","1711","1349","59","9","5","312","3561","15","178","2318","1682","82","9","7","404","4718","3","206","468","127","3","3","0","118","925","0","3","25","0","0","0","0","0","27","0","21","15","7","3","0","0","3","41","0","3","17","8","0","0","0","18","45","0","233","519","139","5","3","4","138","1044","11","49","40","57","6","0","0","31","203","0","27","24","19","3","3","0","26","97","59","599","3405","13761","5551","1317","289","1953","26942"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6881,Bowen Basin - North,"31201","49","260","974","4541","2944","413","114","1138","10434","13","49","183","94","10","0","0","61","421","0","7","121","163","8","3","0","73","373","13","62","305","255","21","3","0","136","794","11","74","255","140","27","4","0","111","628","0","13","19","4","0","0","0","17","56","0","4","5","3","0","0","0","0","10","0","11","3","0","0","0","0","4","24","18","107","281","152","27","4","0","135","714","299","440","67","99","40","6","10","153","1110","9","22","24","31","8","8","0","99","191","389","893","1636","5073","3040","427","129","1655","13245"
