gml_id,sa3_name16,sa3_code16,separate_house_nofb_0_i_b,separate_house_nofb_1,separate_house_nofb_2,separate_house_nofb_3,separate_house_nofb_4,separate_house_nofb_5,separate_house_nofb_6_or_m,separate_house_nofb_ns,separate_house_total,se_d_r_or_t_h_t_1_s_nofb_0_ib,se_d_r_or_t_h_t_1_st_nofb_1,se_d_r_or_t_h_t_1_st_nofb_2,se_d_r_or_t_h_t_1_st_nofb_3,se_d_r_or_t_h_t_1_st_nofb_4,se_d_r_or_t_h_t_1_st_nofb_5,se_d_r_or_t_h_t_1_st_nofb_6_m,se_d_r_or_t_h_t_1_st_nofb_ns,se_d_r_or_t_h_t_1_st_total,se_d_r_or_t_h_t_2_s_nofb_0_ib,se_d_r_or_t_h_t_2_sts_nofb_1,se_d_r_or_t_h_t_2_sts_nofb_2,se_d_r_or_t_h_t_2_sts_nofb_3,se_d_r_or_t_h_t_2_sts_nofb_4,se_d_r_or_t_h_t_2_sts_nofb_5,se_d_r_or_t_h_t_2_st_nofb_6_m,se_d_r_or_t_h_t_2_sts_nofb_ns,se_d_r_or_t_h_t_2_sts_total,se_d_r_or_t_h_t_tot_nofb_0_ib,se_d_r_or_t_h_t_tot_nofb_1,se_d_r_or_t_h_t_tot_nofb_2,se_d_r_or_t_h_t_tot_nofb_3,se_d_r_or_t_h_t_tot_nofb_4,se_d_r_or_t_h_t_tot_nofb_5,se_d_r_or_t_h_t_tot_nofb_6_m,se_d_r_or_t_h_t_tot_nofb_ns,se_d_r_or_t_h_t_tot_total,flt_at_1_or2_st_bl_nofb_0_ib,flt_at_in_1_or2_s_b_nofb_1,flt_at_in_1_or2_s_b_nofb_2,flt_at_in_1_or2_s_b_nofb_3,flt_at_in_1_or2_s_b_nofb_4,flt_at_in_1_or2_s_b_nofb_5,flt_at_in_1_or2_s_b_nob_6_m,flt_at_in_1_or2_s_b_nob_ns,flt_at_in_1_or2_s_b_total,flt_apt_3_st_bl_nob_0_ib,flt_apt_in_3_st_bl_nofb_1,flt_apt_in_3_st_bl_nofb_2,flt_apt_in_3_st_bl_nofb_3,flt_apt_in_3_st_bl_nofb_4,flt_apt_in_3_st_bl_nofb_5,flt_apt_in_3_s_bl_nofb_6_m,flt_apt_in_3_st_bl_nofb_ns,flt_apt_in_3_st_bl_total,flt_apt_4_or_m_s_b_nofb_0_ib,flt_apt_4_or_m_s_b_nofb_1,flt_apt_4_or_m_s_b_nofb_2,flt_apt_4_or_m_s_b_nofb_3,flt_apt_4_or_m_s_b_nofb_4,flt_apt_4_or_m_s_b_nofb_5,flt_apt_4_or_m_s_b_nofb_6_m,flt_apt_4_or_m_s_b_nofb_ns,flt_apt_4_or_m_s_b_total,flt_apt_at_to_a_h_nofb_0_ib,flt_apt_at_to_a_hse_nofb_1,flt_apt_at_to_a_hse_nofb_2,flt_apt_at_to_a_hse_nofb_3,flt_apt_at_to_a_hse_nofb_4,flt_apt_at_to_a_hse_nofb_5,flt_apt_at_to_a_hs_nofb_6_m,flt_apt_at_to_a_hs_nofb_ns,flt_apt_at_to_a_hse_total,flt_apart_tot_nofb_0_i_b,flt_apart_tot_nofb_1,flt_apart_tot_nofb_2,flt_apart_tot_nofb_3,flt_apart_tot_nofb_4,flt_apart_tot_nofb_5,flt_apart_tot_nofb_6_or_m,flt_apart_tot_nofb_ns,flt_apart_tot_total,other_dwelling_nofb_0_i_b,other_dwelling_nofb_1,other_dwelling_nofb_2,other_dwelling_nofb_3,other_dwelling_nofb_4,other_dwelling_nofb_5,other_dwelling_nofb_6_or_m,other_dwelling_nofb_ns,other_dwelling_total,dweling_structu_ns_nofb_0_i_b,dweling_structur_ns_nofb_1,dweling_structur_ns_nofb_2,dweling_structur_ns_nofb_3,dweling_structur_ns_nofb_4,dweling_structur_ns_nofb_5,dwelig_struct_ns_nofb_6_or_m,dweling_structur_ns_nofb_ns,dweling_structur_ns_total,total_nofb_0_i_b,total_nofb_1,total_nofb_2,total_nofb_3,total_nofb_4,total_nofb_5,total_nofb_6_or_m,total_nofb_ns,total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68c0,Glenelg - Southern Grampians,"21701","27","203","1710","7345","2984","453","113","960","13797","4","101","187","40","13","0","3","48","395","0","0","23","4","0","0","0","0","29","4","101","205","45","13","3","3","52","421","3","100","205","27","5","3","0","55","393","0","0","0","6","0","0","0","5","5","0","0","8","0","0","0","0","0","8","0","0","0","0","0","0","0","0","3","3","102","216","38","5","3","0","58","410","22","31","25","24","8","3","6","65","188","0","10","37","39","15","0","7","12","122","53","444","2196","7491","3022","461","121","1147","14944"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68bf,Colac - Corangamite,"21703","26","210","1687","7222","3135","422","99","1027","13820","4","156","343","88","4","0","0","114","716","0","4","16","19","4","0","0","10","50","4","157","358","113","4","4","0","121","759","0","44","84","39","6","0","0","34","216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","9","0","0","0","0","0","0","0","0","0","0","48","84","36","7","0","0","43","223","9","52","32","25","10","0","0","96","230","0","10","18","43","17","3","4","17","118","41","470","2178","7437","3178","430","112","1304","15148"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68be,Warrnambool,"21704","25","156","1884","8508","4344","693","167","1125","16907","6","169","877","174","22","5","0","166","1420","0","22","145","160","19","4","0","41","378","6","182","1015","338","41","7","4","207","1801","3","95","365","58","3","0","6","198","731","0","52","10","6","3","0","0","8","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","154","371","66","11","0","6","204","810","13","42","66","37","9","0","4","103","271","0","3","29","34","12","4","0","15","113","56","542","3371","8983","4413","704","178","1654","19904"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68bd,Capalaba,"30101","19","113","551","8654","9218","2091","368","744","21761","10","165","561","284","28","3","0","99","1143","12","70","724","797","39","0","0","115","1756","18","234","1283","1080","61","7","0","208","2895","5","104","200","105","10","0","0","36","460","12","6","6","13","5","0","0","9","50","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","16","117","210","119","15","0","0","42","515","25","117","128","39","18","3","4","55","381","0","5","7","11","7","0","0","11","46","86","585","2176","9900","9322","2099","373","1059","25595"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68bc,Cleveland - Stradbroke,"30102","34","283","1972","8036","11772","2680","413","1245","26430","19","183","646","421","66","7","0","106","1448","0","36","259","571","56","5","3","85","1019","17","223","913","993","125","12","4","187","2467","42","285","738","311","20","3","0","98","1501","0","0","100","99","3","0","0","15","219","3","32","143","41","0","0","0","14","243","0","0","0","0","0","0","0","0","0","46","319","986","454","27","3","0","129","1963","23","40","26","20","14","3","0","62","181","3","13","41","60","26","0","3","64","217","126","866","3938","9558","11955","2697","418","1690","31250"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68bb,Wynnum - Manly,"30103","16","151","1399","8479","7546","1580","240","806","20228","3","73","517","319","10","0","0","326","1251","0","79","421","1835","55","0","4","184","2583","4","154","937","2152","63","6","4","511","3829","20","307","285","71","8","3","0","75","767","0","22","240","40","0","0","0","31","339","0","5","23","6","0","0","0","4","38","0","0","3","0","0","0","0","4","8","19","338","549","118","11","3","0","112","1152","25","34","51","24","3","0","0","76","203","0","7","8","26","12","5","0","13","71","62","680","2941","10799","7639","1590","249","1525","25487"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68ba,Bald Hills - Everton Park,"30201","4","57","420","4099","5624","1303","225","377","12119","0","41","203","164","4","0","0","16","426","3","34","352","965","154","3","0","80","1581","3","73","549","1126","155","3","3","92","2001","0","29","166","51","4","0","0","26","285","0","15","233","32","3","0","0","22","312","0","6","62","9","0","0","0","7","80","0","0","0","0","0","0","0","0","3","3","55","465","91","5","0","0","58","679","0","0","0","7","3","0","0","0","10","0","3","10","12","11","3","0","4","46","14","186","1445","5335","5799","1310","226","541","14861"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68b9,Chermside,"30202","11","112","1634","10099","5271","1519","270","827","19754","9","242","396","210","7","0","0","96","961","8","188","573","1093","20","0","0","168","2050","19","433","966","1302","31","0","4","260","3005","33","470","899","219","7","0","0","150","1781","7","185","1316","148","9","0","0","172","1835","12","237","745","135","0","3","0","156","1291","0","0","0","0","0","0","0","0","0","51","884","2967","496","19","3","0","482","4911","43","102","21","3","0","0","0","100","269","6","9","17","16","9","4","3","38","106","128","1536","5601","11926","5334","1530","279","1708","28049"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68b8,Nundah,"30203","11","62","882","4446","2868","678","152","440","9528","0","26","152","71","3","0","0","30","286","0","115","367","757","45","3","0","81","1379","0","140","522","827","48","3","0","114","1663","16","364","840","144","3","0","3","132","1501","5","92","1227","112","4","3","0","133","1583","4","338","733","117","7","0","0","125","1326","0","0","0","0","0","0","0","0","3","28","796","2804","379","9","3","0","388","4412","0","0","7","8","0","0","0","4","23","0","7","3","11","6","3","3","24","62","39","1013","4214","5667","2936","691","152","970","15686"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68b7,Sandgate,"30204","13","134","1523","8306","5091","870","177","755","16866","3","145","644","525","11","0","0","133","1467","5","65","499","1061","27","0","0","112","1770","11","212","1144","1590","34","0","0","246","3235","35","427","646","352","9","0","0","142","1627","8","51","244","31","0","0","0","51","377","17","68","61","7","0","0","0","16","173","0","0","0","0","0","0","0","0","0","56","550","957","389","13","3","0","208","2177","8","102","32","11","0","3","0","36","194","0","13","16","44","13","0","0","14","106","92","1008","3680","10338","5151","876","181","1263","22585"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68b6,Carindale,"30301","10","56","1094","5332","4976","1657","257","593","13972","9","31","218","222","11","3","0","37","518","9","115","630","1663","139","4","0","185","2748","18","148","845","1887","149","9","0","218","3269","0","78","206","137","4","0","0","38","468","0","17","293","55","3","0","0","35","403","3","46","197","65","3","0","0","68","381","0","0","0","0","0","0","0","0","0","4","135","692","260","7","0","3","143","1249","16","63","24","3","4","0","0","20","137","0","7","11","22","3","4","0","7","54","42","414","2671","7495","5145","1666","264","984","18684"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68b5,Holland Park - Yeronga,"30302","14","133","1838","6162","3889","1496","417","731","14669","0","36","64","37","12","3","3","21","173","7","307","878","1243","98","15","4","225","2780","12","340","937","1278","103","22","7","247","2954","56","1412","2008","509","63","12","12","544","4609","60","494","3439","393","23","4","10","382","4806","7","296","948","414","14","0","0","246","1933","0","0","4","3","0","0","0","8","18","128","2206","6403","1314","104","15","24","1180","11366","0","4","24","70","31","8","3","32","166","4","21","42","37","12","4","3","44","165","154","2708","9240","8859","4139","1545","455","2228","29323"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68b4,Mt Gravatt,"30303","32","135","754","7501","7040","2216","598","802","19074","3","24","128","224","17","0","0","29","425","0","33","455","1850","83","4","0","143","2577","4","53","584","2072","102","5","0","174","3000","17","259","249","239","11","8","0","72","857","8","92","502","125","0","0","0","46","772","3","95","263","117","3","0","0","46","523","0","0","4","0","0","0","0","0","7","29","445","1013","482","11","8","0","165","2160","50","211","141","37","12","3","0","177","630","3","21","15","17","26","3","3","23","111","119","863","2505","10115","7190","2240","602","1344","24975"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68b3,Nathan,"30304","10","95","985","5137","3045","969","287","600","11127","3","32","108","92","5","0","0","127","363","0","95","329","483","88","5","0","83","1078","0","125","438","571","90","9","0","211","1444","9","260","485","86","9","0","0","93","946","9","66","297","46","12","0","0","42","477","3","10","13","4","0","0","0","8","34","0","0","0","0","0","0","0","0","3","28","338","790","144","22","4","0","143","1463","0","0","0","3","0","0","0","0","9","0","17","12","9","11","3","0","39","89","38","573","2226","5872","3165","982","288","994","14129"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68b2,Rocklea - Acacia Ridge,"30305","18","53","420","4572","8289","1753","305","757","16167","3","6","95","213","16","0","3","33","364","3","12","185","1995","115","3","0","181","2489","6","23","278","2204","135","4","3","208","2856","0","25","97","29","3","0","0","24","169","0","0","8","14","0","0","0","0","25","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","3","0","24","107","39","5","0","0","24","201","15","33","3","9","5","0","0","17","88","0","5","5","10","8","3","0","7","36","46","133","813","6837","8436","1759","315","1011","19341"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68b1,Mudgeeraba - Tallebudgera,"30905","3","82","314","2778","4194","1081","291","492","9246","0","13","84","287","15","0","3","32","439","0","4","182","796","57","7","0","58","1109","0","17","270","1085","73","12","3","86","1547","0","3","11","28","0","0","0","32","69","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","14","28","3","0","0","33","80","9","16","5","10","4","0","0","36","80","0","3","0","0","12","3","3","0","22","14","118","602","3903","4279","1093","292","656","10968"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68b0,Nerang,"30906","14","88","628","6200","7376","1507","446","960","17228","0","38","469","576","43","3","3","128","1256","4","79","682","2490","191","17","3","349","3819","6","113","1155","3066","231","23","7","477","5070","9","71","206","203","31","4","0","44","575","12","127","96","23","0","0","0","46","308","0","50","36","33","4","0","0","20","149","0","3","3","0","0","0","0","0","4","23","257","341","262","36","4","0","115","1039","41","204","136","11","3","0","0","117","519","0","7","4","11","7","3","0","135","170","88","663","2266","9555","7660","1537","452","1802","24023"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68af,Ormeau - Oxenford,"30907","32","104","1173","7056","18514","2675","561","2139","32245","5","16","957","1553","117","3","6","280","2945","3","7","394","2485","258","17","3","353","3520","15","26","1350","4043","379","23","8","634","6464","6","13","97","164","31","3","3","52","367","3","8","177","103","14","0","0","34","345","0","13","163","189","18","0","0","45","430","0","3","0","0","0","0","0","0","5","10","43","438","456","61","3","3","137","1140","66","129","77","50","16","6","3","96","446","0","12","15","32","44","10","0","20","133","123","310","3051","11630","19015","2710","570","3021","40427"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68ae,Outback - South,"31503","39","257","1065","2795","1413","391","144","583","6683","0","67","68","8","0","0","0","20","162","0","0","0","3","0","0","0","0","3","0","63","68","15","0","0","0","25","166","3","59","116","10","0","0","0","48","236","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","3","63","116","10","0","0","0","48","234","366","412","72","160","88","11","14","275","1402","26","41","21","40","23","13","6","62","229","431","838","1339","3019","1523","409","166","993","8720"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68ad,Buderim,"31601","17","72","607","4799","7393","1328","225","615","15055","14","96","971","928","17","0","3","179","2198","7","28","255","422","47","0","3","99","851","18","118","1219","1352","63","0","3","271","3049","16","86","484","451","65","3","0","100","1204","0","3","81","81","0","0","0","10","177","0","15","158","73","49","0","0","40","339","0","3","0","0","0","0","0","0","3","20","109","717","610","119","3","0","154","1723","18","36","47","12","4","0","0","35","149","0","6","9","22","8","4","3","21","77","70","340","2600","6796","7578","1333","231","1096","20053"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68ac,Caloundra,"31602","24","90","1238","9300","8990","1424","232","948","22254","9","99","1901","1051","31","0","3","228","3327","6","66","318","625","68","3","0","83","1177","15","168","2219","1682","100","9","3","310","4505","16","183","404","192","16","3","0","87","899","0","74","430","223","12","0","3","62","810","9","261","1412","981","38","4","0","304","3021","0","0","0","0","0","0","0","0","3","30","517","2254","1396","67","11","8","455","4725","94","290","158","45","16","5","0","71","683","0","73","22","23","12","0","3","30","164","165","1135","5898","12445","9181","1447","246","1816","32332"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68ab,Maroochy,"31603","10","137","858","5661","4148","699","110","657","12281","6","66","821","392","7","4","0","131","1431","19","154","967","1514","123","8","3","273","3058","20","220","1794","1905","136","14","8","402","4483","32","317","1312","518","25","0","5","267","2474","12","163","919","471","11","0","0","214","1787","12","291","1335","751","47","0","3","469","2904","0","6","0","0","0","0","0","0","9","53","774","3571","1746","78","4","10","949","7182","295","460","149","149","70","8","3","207","1329","4","26","39","45","8","0","0","98","232","378","1617","6411","9509","4442","719","126","2307","25512"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68aa,Noosa,"31605","12","75","694","5129","4840","692","63","600","12103","9","109","564","378","28","3","0","132","1220","7","92","783","719","90","11","0","159","1851","14","203","1345","1097","109","13","3","292","3072","28","138","521","174","8","0","0","132","1006","0","33","299","110","5","3","0","95","547","0","0","43","61","3","0","0","25","128","0","16","0","0","0","0","0","4","24","27","187","857","341","16","3","0","251","1698","106","116","23","24","13","3","3","67","356","4","16","40","37","11","0","0","36","139","167","604","2958","6623","4989","713","73","1250","17374"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68a9,Sunshine Coast Hinterland,"31606","83","415","1685","7092","5759","1111","287","992","17406","0","22","189","159","26","0","0","37","434","0","6","28","114","4","3","0","16","172","0","30","217","270","25","3","0","52","606","3","25","52","23","3","3","0","17","127","0","0","0","3","0","0","0","0","6","0","0","0","0","0","0","0","0","4","0","7","3","0","0","0","0","0","20","3","34","56","31","3","3","0","22","152","90","187","56","23","17","0","0","99","465","4","17","17","30","24","12","6","13","126","176","683","2026","7450","5831","1125","296","1172","18764"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68a8,Nambour,"31607","27","210","1076","5581","4430","953","264","737","13280","3","42","375","283","10","3","0","45","759","3","54","293","178","7","0","0","69","605","3","93","670","460","14","3","4","109","1358","18","217","340","35","10","0","0","90","709","0","11","30","3","0","0","0","13","52","0","0","3","0","0","0","0","0","8","0","0","0","0","0","0","0","3","5","21","230","371","43","8","5","0","102","772","88","171","158","21","7","0","0","152","593","7","15","12","28","21","5","6","21","107","145","713","2287","6128","4482","966","270","1121","16106"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68a7,Noosa Hinterland,"31608","41","241","850","3136","2500","543","135","471","7914","0","0","11","14","9","3","0","11","42","0","0","9","3","3","0","0","0","13","0","3","15","18","13","3","0","11","54","0","16","54","29","0","0","0","6","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","19","57","32","0","0","0","6","115","49","62","17","13","11","0","0","65","217","8","14","9","10","10","0","3","34","91","96","334","951","3207","2528","548","135","588","8387"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68a6,Charters Towers - Ayr - Ingham,"31801","55","386","2148","7268","3248","495","117","1205","14923","3","20","89","25","6","0","5","19","162","0","10","20","5","0","0","0","14","52","3","28","109","26","8","0","5","35","209","15","129","622","95","13","0","0","151","1031","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","3","0","4","3","0","0","0","0","0","3","15","138","629","96","15","0","0","152","1041","316","436","70","107","34","5","7","246","1219","3","20","19","21","17","3","7","103","202","390","1009","2982","7513","3329","501","135","1744","17599"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68a5,Townsville,"31802","96","573","3705","24124","20385","3115","628","3593","56224","52","427","2723","625","102","6","4","518","4466","9","322","1672","610","46","8","10","314","2982","63","747","4396","1233","154","10","14","830","7448","40","452","1126","322","22","5","6","420","2397","0","125","1035","215","7","0","0","233","1620","13","144","761","593","8","6","0","236","1761","0","8","0","5","0","0","0","0","8","59","728","2918","1134","44","7","10","898","5789","358","543","101","123","50","6","4","308","1496","5","34","56","63","36","3","9","134","335","583","2626","11170","26684","20666","3154","658","5769","71298"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68a4,Bundaberg,"31901","98","409","3147","14531","8313","1320","273","2002","30087","27","233","1164","396","10","0","7","204","2034","3","140","131","142","8","3","0","72","491","26","368","1290","534","16","3","7","272","2528","18","299","1003","245","47","4","4","220","1831","0","0","4","20","0","0","0","4","30","0","6","60","56","4","0","0","13","143","0","0","0","0","0","0","0","0","6","17","312","1067","316","54","4","4","236","2005","387","614","166","132","46","3","0","380","1735","8","23","19","60","17","3","10","44","179","540","1727","5693","15572","8448","1335","295","2938","36541"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68a3,Burnett,"31902","101","528","2693","8146","4344","713","180","1550","18244","5","53","201","63","11","0","0","52","390","0","0","11","3","0","0","0","3","16","5","53","214","63","11","3","0","54","407","4","106","346","53","8","3","0","77","594","0","0","5","0","0","0","0","0","5","0","13","0","0","0","0","0","4","11","0","3","0","0","0","0","0","3","3","4","115","347","55","8","3","0","81","619","222","338","88","96","43","3","3","330","1115","3","18","9","30","19","8","3","22","119","334","1056","3357","8390","4421","729","188","2033","20503"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68a2,Gympie - Cooloola,"31903","84","404","2078","8339","4826","740","182","1394","18046","0","36","354","101","6","0","0","79","588","8","46","125","83","8","0","0","41","309","10","81","483","187","18","0","0","118","895","6","179","139","38","7","0","3","65","433","0","6","15","13","0","0","0","28","59","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","6","6","185","162","52","3","0","3","95","503","215","332","100","78","44","6","3","275","1056","7","16","16","25","11","9","0","35","122","316","1011","2840","8679","4906","759","189","1918","20617"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68a1,Hervey Bay,"31904","24","167","1780","7909","6823","871","198","1197","18974","16","101","756","455","34","4","0","143","1502","18","155","399","431","22","0","0","162","1196","28","257","1155","894","59","4","0","297","2692","3","42","264","90","7","0","0","74","486","0","17","122","32","0","0","0","21","190","0","20","128","74","0","0","0","44","259","0","0","0","0","0","0","0","0","0","0","78","514","193","5","0","0","137","935","320","508","143","126","47","8","0","261","1411","18","41","40","55","19","3","4","128","311","396","1048","3640","9171","6950","885","207","2034","24326"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68a0,Brisbane Inner - North,"30503","17","134","1595","5709","4594","2029","478","786","15350","0","46","173","41","10","0","0","34","300","7","134","783","1293","86","25","16","149","2493","7","179","957","1330","91","24","16","185","2794","76","1056","2092","469","46","14","13","364","4124","53","764","4210","626","29","3","11","523","6217","116","2123","3438","947","62","7","6","1068","7763","0","4","0","0","0","0","0","0","9","244","3942","9746","2047","131","22","31","1953","18119","3","7","20","9","12","3","0","24","88","0","25","53","30","14","5","10","131","266","266","4298","12372","9132","4850","2084","533","3085","36610"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-689f,Brisbane Inner - West,"30504","10","120","1493","4783","3814","1654","373","617","12866","4","15","23","14","5","0","0","17","84","8","58","340","486","46","14","3","67","1030","11","77","369","503","56","14","3","81","1112","31","566","898","300","42","14","18","230","2101","13","246","1963","402","20","6","3","231","2886","12","384","1407","461","20","3","3","266","2553","0","0","0","0","0","0","0","4","4","61","1192","4273","1164","82","18","26","735","7545","7","10","20","17","11","0","0","105","167","3","14","19","19","9","3","0","40","112","93","1422","6168","6487","3967","1695","400","1571","21802"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-689e,Cairns - North,"30601","12","112","726","6096","6583","993","192","1059","15778","4","53","499","170","26","3","0","80","849","0","61","657","123","12","0","0","100","953","8","118","1157","296","45","3","3","177","1798","4","131","703","162","14","3","0","127","1133","0","51","673","224","11","0","0","159","1130","6","45","85","43","0","0","0","49","226","0","3","0","0","0","0","0","0","6","5","234","1464","425","30","4","0","334","2489","212","196","68","40","14","9","0","112","651","13","34","53","33","16","0","0","31","185","249","689","3458","6891","6678","1013","199","1715","20903"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-689d,Cairns - South,"30602","56","236","1616","11559","8284","1373","356","2002","25480","23","285","1296","329","23","0","4","339","2302","28","222","1129","198","23","8","6","238","1854","49","505","2430","529","44","12","14","577","4153","130","1125","2525","304","45","9","5","858","4994","30","442","1299","442","4","0","0","467","2684","14","72","481","317","11","0","0","222","1116","0","0","3","0","0","0","0","3","7","172","1637","4306","1063","65","6","9","1542","8808","174","229","93","66","30","3","6","353","960","11","27","57","36","24","4","6","229","390","455","2637","8504","13253","8450","1398","393","4703","39791"
