SA3_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,SA3_NAME11
50702,296,325,621,319,312,631,7,0,7,3,0,3,15,9,24,4916,4357,9273,299,360,659,75,0,75,117,29,146,305,169,474,142,34,176,417,498,915,6911,6093,13004,183,149,332,0,0,0,0,0,0,79,87,166,15,27,42,50,20,70,327,283,610,0,0,0,0,0,0,13,26,39,10,15,25,10,10,20,33,51,84,87,35,122,447,369,816,29,34,63,11,7,18,9,0,9,49,41,90,382,515,897,826,1158,1984,101,73,174,8716,8249,16965,Fremantle
50703,237,307,544,166,101,267,0,0,0,0,3,3,10,3,13,4528,3405,7933,475,344,819,134,4,138,82,0,82,23,3,26,125,23,148,68,84,152,5848,4277,10125,96,150,246,3,0,3,0,0,0,62,93,155,16,14,30,12,0,12,189,257,446,0,0,0,0,0,0,3,8,11,12,10,22,3,0,3,18,18,36,46,14,60,253,289,542,44,67,111,6,0,6,3,0,3,53,67,120,68,171,239,675,805,1480,129,95,224,7026,5704,12730,Kwinana
50704,614,565,1179,1123,1019,2142,16,0,16,5,5,10,61,33,94,16672,14223,30895,980,1260,2240,199,7,206,206,20,226,592,105,697,336,93,429,456,399,855,21260,17729,38989,699,550,1249,0,0,0,0,0,0,214,191,405,42,68,110,43,6,49,998,815,1813,3,0,3,0,0,0,32,59,91,24,70,94,13,6,19,72,135,207,174,93,267,1244,1043,2287,121,117,238,15,7,22,8,8,16,144,132,276,911,1293,2204,2248,3380,5628,313,282,595,26120,23859,49979,Melville
50705,603,648,1251,754,325,1079,13,0,13,0,0,0,35,14,49,16416,13218,29634,1723,1257,2980,427,14,441,287,21,308,181,55,236,804,141,945,525,447,972,21768,16140,37908,288,244,532,0,0,0,0,0,0,336,364,700,67,87,154,34,5,39,725,700,1425,3,0,3,0,0,0,27,20,47,21,37,58,19,4,23,70,61,131,285,85,370,1080,846,1926,168,197,365,16,11,27,19,3,22,203,211,414,389,830,1219,2851,3068,5919,387,322,709,26678,21417,48095,Rockingham
50801,0,4,4,142,41,183,0,0,0,0,0,0,3,5,8,2462,1907,4369,231,201,432,81,0,81,59,16,75,54,16,70,84,29,113,201,195,396,3317,2414,5731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,3,0,0,0,6,3,9,20,10,30,26,13,39,0,0,0,5,0,5,3,3,6,8,3,11,328,329,657,403,481,884,72,49,121,4154,3289,7443,Esperance
50802,3,3,6,106,16,122,0,0,0,0,0,0,3,0,3,1125,954,2079,166,135,301,48,0,48,27,18,45,63,61,124,70,20,90,268,315,583,1879,1522,3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,18,14,32,22,14,36,0,0,0,3,0,3,0,0,0,3,0,3,175,180,355,251,211,462,49,31,80,2379,1958,4337,Gascoyne
50803,3,3,6,839,137,976,3,3,6,3,0,3,54,64,118,7060,5068,12128,1237,701,1938,260,16,276,126,27,153,155,50,205,310,61,371,714,773,1487,10764,6903,17667,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,6,9,0,0,0,0,0,0,62,10,72,8,3,11,36,3,39,106,16,122,140,60,200,249,82,331,5,0,5,28,4,32,11,7,18,44,11,55,124,234,358,1013,870,1883,223,141,364,12417,8241,20658,Goldfields
50804,3,3,6,279,124,403,6,0,6,5,0,5,19,18,37,3582,3140,6722,635,570,1205,105,8,113,192,90,282,258,186,444,244,85,329,1296,1268,2564,6624,5492,12116,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,3,7,7,0,7,4,3,7,15,6,21,68,45,113,87,51,138,0,0,0,11,0,11,13,5,18,24,5,29,261,323,584,548,663,1211,193,134,327,7737,6668,14405,Kimberley
50805,5,3,8,623,97,720,8,0,8,0,4,4,28,30,58,7995,6744,14739,890,746,1636,345,13,358,152,25,177,203,71,274,521,120,641,812,726,1538,11582,8579,20161,0,0,0,0,0,0,0,0,0,0,6,6,4,0,4,0,0,0,4,6,10,3,0,3,0,0,0,6,0,6,4,0,4,17,8,25,30,8,38,152,46,198,186,60,246,3,0,3,22,7,29,22,3,25,47,10,57,635,755,1390,1337,1389,2726,236,161,397,14023,10954,24977,Mid West
50806,17,3,20,4335,672,5007,40,3,43,3,0,3,83,25,108,9129,5622,14751,2203,985,3188,365,14,379,142,39,181,206,100,306,953,256,1209,1432,1184,2616,18908,8903,27811,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,9,0,9,10,0,10,0,0,0,59,15,74,37,15,52,76,26,102,182,56,238,309,96,405,500,152,652,14,0,14,98,20,118,26,13,39,138,33,171,140,300,440,1762,1129,2891,269,134,403,21717,10651,32368,Pilbara
50901,6,3,9,151,45,196,12,0,12,0,0,0,27,23,50,7996,7071,15067,659,713,1372,266,9,275,118,23,141,155,31,186,243,81,324,686,525,1211,10319,8524,18843,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,3,12,0,11,11,4,0,4,13,14,27,116,44,160,132,58,190,5,0,5,5,0,5,17,8,25,27,8,35,1258,1134,2392,1376,1653,3029,205,186,391,13317,11563,24880,Albany
50902,14,13,27,365,67,432,8,0,8,0,3,3,11,8,19,7285,5847,13132,710,630,1340,498,20,518,95,20,115,91,40,131,465,117,582,1081,841,1922,10623,7606,18229,0,7,7,0,0,0,0,0,0,39,27,66,0,13,13,0,0,0,39,47,86,0,0,0,0,0,0,3,3,6,8,3,11,11,0,11,22,6,28,132,40,172,193,93,286,10,5,15,11,3,14,23,7,30,44,15,59,1330,1269,2599,1215,1483,2698,231,168,399,13636,10634,24270,Wheat Belt - North
50903,0,0,0,172,30,202,0,0,0,0,0,0,3,5,8,2935,2251,5186,276,177,453,183,7,190,27,3,30,56,14,70,223,52,275,486,418,904,4361,2957,7318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24,4,0,4,8,0,8,25,11,36,66,27,93,91,38,129,0,0,0,0,0,0,7,4,11,7,4,11,841,645,1486,444,587,1031,101,48,149,5845,4279,10124,Wheat Belt - South
59999,27,19,46,170,55,225,5,0,5,0,3,3,0,4,4,610,313,923,147,87,234,31,3,34,10,3,13,22,23,45,109,27,136,176,162,338,1307,699,2006,19,18,37,0,0,0,0,0,0,3,10,13,0,3,3,5,4,9,27,35,62,0,0,0,0,0,0,0,4,4,0,4,4,9,0,9,9,8,17,20,5,25,56,48,104,4,3,7,4,0,4,6,3,9,14,6,20,23,33,56,192,175,367,29,14,43,1621,975,2596,Special Purpose Codes SA3 (WA)
60101,3,0,3,64,77,141,0,0,0,0,0,0,3,3,6,2408,1979,4387,205,246,451,109,3,112,25,4,29,8,0,8,17,11,28,34,32,66,2876,2355,5231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,3,15,18,3,0,3,10,21,31,20,9,29,30,30,60,0,0,0,0,4,4,0,0,0,0,4,4,63,108,171,283,471,754,61,73,134,3313,3041,6354,Brighton
60102,3,0,3,537,699,1236,10,6,16,4,0,4,24,19,43,8010,6648,14658,592,1068,1660,158,5,163,85,11,96,121,12,133,94,32,126,169,194,363,9807,8694,18501,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,30,68,98,28,47,75,13,11,24,71,126,197,61,55,116,135,181,316,4,3,7,12,4,16,3,3,6,19,10,29,320,382,702,1046,1773,2819,131,155,286,11458,11195,22653,Hobart - North East
60103,0,5,5,408,605,1013,0,0,0,0,0,0,68,39,107,7426,6209,13635,863,998,1861,202,6,208,99,20,119,108,25,133,79,29,108,318,256,574,9571,8192,17763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,65,88,30,57,87,9,10,19,62,132,194,73,58,131,135,190,325,4,0,4,7,10,17,3,0,3,14,10,24,185,279,464,1031,1656,2687,198,196,394,11134,10523,21657,Hobart - North West
60104,0,0,0,303,362,665,0,0,0,6,3,9,14,7,21,5165,4293,9458,413,692,1105,104,0,104,65,15,80,74,11,85,54,21,75,155,177,332,6353,5581,11934,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,16,43,59,20,34,54,8,6,14,44,83,127,59,45,104,106,128,234,0,0,0,3,6,9,3,6,9,6,12,18,292,345,637,680,1275,1955,61,74,135,7498,7415,14913,Hobart - South and West
60105,9,3,12,563,638,1201,9,0,9,3,4,7,64,64,128,6514,5372,11886,593,1191,1784,69,3,72,108,34,142,373,130,503,96,38,134,1842,1941,3783,10243,9418,19661,4,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,16,24,40,15,31,46,22,17,39,53,72,125,105,87,192,162,162,324,5,0,5,14,15,29,13,11,24,32,26,58,509,584,1093,1200,1935,3135,134,119,253,12280,12244,24524,Hobart Inner
60106,0,3,3,20,36,56,0,3,3,0,0,0,3,0,3,2448,2106,4554,200,245,445,85,3,88,21,3,24,8,3,11,34,9,43,85,65,150,2904,2476,5380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,5,11,16,0,0,0,5,27,32,30,27,57,35,54,89,0,0,0,0,3,3,0,0,0,0,3,3,162,175,337,348,512,860,55,49,104,3504,3269,6773,Sorell - Dodges Ferry
50604,734,873,1607,536,447,983,5,0,5,6,0,6,81,14,95,19052,14110,33162,1514,1540,3054,513,19,532,227,21,248,258,49,307,428,95,523,320,307,627,23674,17475,41149,533,502,1035,0,0,0,0,3,3,299,339,638,53,101,154,36,9,45,921,954,1875,3,0,3,3,0,3,35,37,72,22,45,67,14,5,19,77,87,164,218,92,310,1216,1133,2349,168,206,374,12,9,21,10,0,10,190,215,405,439,763,1202,2255,2965,5220,431,317,748,28205,22868,51073,Gosnells
60201,4,6,10,214,319,533,6,3,9,4,0,4,95,66,161,12803,10759,23562,1137,1345,2482,226,4,230,175,32,207,190,37,227,144,38,182,887,865,1752,15885,13474,29359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,42,15,25,40,9,6,15,36,61,97,155,76,231,191,137,328,0,0,0,9,13,22,0,6,6,9,19,28,415,623,1038,1602,2740,4342,239,222,461,18341,17215,35556,Launceston
60202,0,0,0,32,39,71,0,3,3,0,0,0,5,3,8,3337,2794,6131,189,235,424,127,5,132,35,8,43,17,4,21,52,18,70,190,149,339,3984,3258,7242,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,5,5,3,0,3,6,5,11,38,17,55,44,25,69,0,0,0,3,5,8,0,5,5,3,10,13,400,403,803,475,670,1145,67,67,134,4973,4433,9406,Meander Valley - West Tamar
60203,0,0,0,51,25,76,4,0,4,0,0,0,9,3,12,5249,4270,9519,410,386,796,191,7,198,69,8,77,38,13,51,100,31,131,381,360,741,6502,5103,11605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,4,6,10,0,0,0,10,10,20,58,21,79,68,31,99,4,0,4,0,0,0,0,3,3,4,3,7,566,518,1084,729,1055,1784,123,100,223,7992,6810,14802,North East
60301,0,0,0,22,13,35,0,0,0,0,0,0,3,0,3,1631,1247,2878,136,123,259,92,5,97,27,4,31,9,0,9,33,12,45,98,74,172,2051,1478,3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,3,4,7,0,0,0,6,12,18,14,10,24,20,22,42,0,0,0,0,0,0,4,0,4,4,0,4,244,191,435,225,323,548,64,44,108,2608,2058,4666,Central Highlands (Tas.)
60302,4,3,7,62,55,117,0,0,0,0,0,0,0,0,0,2486,2038,4524,229,286,515,105,7,112,20,3,23,13,9,22,43,20,63,155,88,243,3117,2509,5626,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,13,12,25,10,7,17,0,0,0,26,19,45,35,24,59,64,46,110,0,0,0,0,4,4,4,0,4,4,4,8,272,262,534,382,555,937,63,40,103,3902,3416,7318,Huon - Bruny Island
60303,3,0,3,6,5,11,0,0,0,0,0,0,0,0,0,740,625,1365,79,51,130,48,0,48,3,0,3,7,0,7,20,7,27,114,91,205,1020,779,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,3,19,20,3,23,0,0,0,0,0,0,3,0,3,3,0,3,116,127,243,162,209,371,22,26,48,1343,1144,2487,South East Coast
60401,3,5,8,130,66,196,9,0,9,0,4,4,13,19,32,7164,6034,13198,615,680,1295,189,4,193,69,9,78,57,10,67,89,27,116,398,375,773,8736,7233,15969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,5,11,16,3,3,6,18,17,35,79,29,108,97,46,143,0,0,0,0,0,0,5,5,10,5,5,10,374,423,797,966,1416,2382,153,127,280,10331,9250,19581,Burnie - Ulverstone
60402,3,4,7,62,37,99,14,3,17,0,0,0,8,18,26,6614,5614,12228,521,521,1042,168,0,168,49,7,56,71,6,77,109,24,133,396,346,742,8015,6580,14595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,6,3,9,0,3,3,11,10,21,82,33,115,93,43,136,0,0,0,0,0,0,6,0,6,6,0,6,354,423,777,886,1296,2182,166,158,324,9520,8500,18020,Devonport
60403,3,0,3,30,13,43,0,0,0,0,0,0,3,3,6,2850,2156,5006,301,205,506,112,0,112,106,32,138,17,0,17,84,28,112,292,260,552,3798,2697,6495,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,7,0,0,0,3,0,3,7,3,10,27,8,35,37,11,48,0,0,0,0,0,0,3,0,3,3,0,3,298,290,588,404,511,915,88,72,160,4628,3581,8209,West Coast
69797,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,18,3,21,23,5,28,50,11,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,3,9,0,3,3,60,17,77,Migratory - Offshore - Shipping (Tas.)
69999,0,0,0,7,4,11,0,0,0,0,0,0,0,3,3,92,54,146,21,19,40,3,0,3,0,0,0,0,0,0,7,3,10,30,6,36,160,89,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,21,19,40,0,3,3,184,115,299,Special Purpose Codes SA3 (Tas.)
70101,0,0,0,196,220,416,6,0,6,5,0,5,43,29,72,4313,3308,7621,365,593,958,48,3,51,209,49,258,337,183,520,170,44,214,710,670,1380,6402,5099,11501,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,4,7,11,8,19,10,10,20,24,22,46,67,48,115,91,74,165,0,0,0,5,3,8,8,5,13,13,8,21,133,190,323,523,557,1080,85,74,159,7247,6002,13249,Darwin City
70102,5,6,11,450,580,1030,6,5,11,3,0,3,70,52,122,8847,7620,16467,799,1237,2036,135,3,138,345,69,414,513,321,834,179,65,244,357,408,765,11709,10366,22075,3,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,15,23,38,33,34,67,16,21,37,64,78,142,127,92,219,194,175,369,0,0,0,16,10,26,13,7,20,29,17,46,272,367,639,1093,1289,2382,221,192,413,13518,12406,25924,Darwin Suburbs
70103,0,0,0,92,61,153,3,0,3,4,0,4,3,4,7,3274,2759,6033,281,287,568,164,3,167,106,22,128,107,19,126,105,27,132,512,104,616,4651,3286,7937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,22,9,15,24,6,3,9,21,34,55,48,26,74,69,60,129,3,0,3,0,3,3,3,4,7,6,7,13,193,275,468,500,448,948,86,55,141,5505,4131,9636,Litchfield
70104,0,0,0,221,238,459,4,0,4,0,0,0,4,11,15,5062,4582,9644,474,571,1045,87,3,90,189,23,212,159,31,190,135,28,163,161,169,330,6496,5656,12152,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,12,12,24,8,36,44,3,3,6,23,51,74,90,33,123,117,84,201,4,0,4,3,6,9,6,0,6,13,6,19,83,166,249,716,691,1407,124,89,213,7549,6692,14241,Palmerston
70201,5,0,5,364,124,488,0,3,3,0,5,5,43,23,66,4516,4250,8766,546,756,1302,117,3,120,178,52,230,410,234,644,139,46,185,982,1096,2078,7300,6592,13892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,22,3,0,3,13,3,16,31,10,41,101,70,171,132,80,212,0,0,0,8,6,14,14,9,23,22,15,37,173,251,424,587,707,1294,165,132,297,8379,7777,16156,Alice Springs
80103,0,0,0,9,5,14,0,0,0,0,0,0,0,3,3,240,151,391,19,15,34,12,0,12,4,3,7,4,0,4,3,3,6,25,12,37,316,192,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24,26,35,61,12,3,15,367,244,611,Fyshwick - Pialligo - Hume
70202,0,0,0,9,6,15,0,0,0,0,0,0,0,0,0,404,314,718,65,92,157,12,3,15,5,8,13,36,10,46,23,11,34,270,294,564,824,738,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,7,0,7,10,0,10,0,0,0,0,0,0,3,3,6,3,3,6,39,31,70,52,65,117,44,29,73,972,866,1838,Barkly
70203,6,0,6,140,47,187,3,3,6,0,0,0,0,3,3,860,457,1317,289,246,535,48,11,59,14,7,21,42,36,78,49,28,77,991,965,1956,2442,1803,4245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,3,0,3,3,0,3,12,3,15,58,48,106,70,51,121,0,0,0,8,8,16,12,10,22,20,18,38,105,86,191,166,164,330,73,68,141,2876,2190,5066,Daly - Tiwi - West Arnhem
70204,0,0,0,337,36,373,0,3,3,0,0,0,7,3,10,947,661,1608,316,199,515,23,3,26,53,15,68,62,48,110,48,23,71,622,800,1422,2415,1791,4206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,5,0,5,4,0,4,18,4,22,21,16,37,39,20,59,3,0,3,5,0,5,0,3,3,8,3,11,30,49,79,197,160,357,84,82,166,2773,2105,4878,East Arnhem
70205,0,0,0,40,28,68,3,3,6,0,0,0,15,10,25,1679,1397,3076,296,295,591,51,5,56,47,22,69,128,50,178,72,22,94,793,817,1610,3124,2649,5773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,6,6,39,27,66,39,33,72,0,0,0,4,3,7,0,4,4,4,7,11,143,151,294,195,247,442,132,105,237,3637,3192,6829,Katherine
79797,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,47,3,50,9,3,12,63,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,69,9,78,Migratory - Offshore - Shipping (NT)
79999,0,0,0,22,12,34,0,0,0,0,0,0,0,3,3,120,60,180,26,18,44,4,3,7,6,0,6,6,10,16,14,8,22,53,77,130,251,191,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,0,3,7,3,10,63,51,114,9,3,12,333,251,584,Special Purpose Codes SA3 (NT)
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,Migratory - Offshore - Shipping (OT)
99999,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,6,14,20,Special Purpose Codes SA3 (OT)
80101,19,14,33,1568,1548,3116,3,0,3,0,0,0,72,45,117,16868,14535,31403,1313,2303,3616,377,3,380,427,60,487,700,199,899,123,51,174,595,545,1140,22065,19303,41368,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,11,0,0,0,0,0,0,98,113,211,83,146,229,26,20,46,207,279,486,193,132,325,408,414,822,3,3,6,21,24,45,18,6,24,42,33,75,528,632,1160,2149,3404,5553,276,233,509,25468,24019,49487,Belconnen
80102,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,94,90,184,9,7,16,4,0,4,5,0,5,3,0,3,7,3,10,31,14,45,153,117,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,20,15,35,12,14,26,3,0,3,191,149,340,Cotter - Namadgi
80104,3,8,11,793,810,1603,3,3,6,4,3,7,23,13,36,10021,8109,18130,630,1455,2085,160,3,163,231,21,252,223,39,262,66,26,92,145,130,275,12302,10620,22922,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,74,53,127,34,67,101,9,7,16,117,127,244,108,74,182,225,204,429,4,4,8,13,12,25,10,0,10,27,16,43,219,367,586,952,1680,2632,147,126,273,13872,13013,26885,Gungahlin
80105,16,8,24,903,1042,1945,0,0,0,5,3,8,40,43,83,6070,5543,11613,553,952,1505,66,3,69,207,31,238,1354,733,2087,174,57,231,2289,1676,3965,11677,10091,21768,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,7,20,27,29,52,81,33,35,68,69,107,176,134,90,224,203,203,406,7,3,10,11,15,26,10,15,25,28,33,61,422,416,838,1174,1771,2945,101,81,182,13605,12595,26200,North Canberra
80106,6,5,11,306,346,652,3,0,3,0,0,0,34,19,53,4350,3775,8125,343,535,878,40,3,43,83,26,109,317,115,432,46,25,71,429,414,843,5957,5263,11220,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,4,4,0,0,0,10,15,25,12,24,36,12,6,18,34,49,83,60,43,103,97,95,192,3,0,3,3,0,3,10,7,17,16,7,23,272,337,609,443,735,1178,57,66,123,6842,6503,13345,South Canberra
