gml_id,sa3_code16,f_tot_lf_15_19_yr,f_tot_lf_20_24_yr,f_tot_lf_25_34_yr,f_tot_lf_35_44_yr,f_tot_lf_45_54_yr,f_tot_lf_55_64_yr,f_tot_lf_65_74_yr,f_tot_lf_75_84_yr,f_tot_lf_85,f_tot_lf_tot,f_n_the_lf_15_19,f_n_the_lf_20_24,f_n_the_lf_25_34,f_n_the_lf_35_44,f_n_the_lf_45_54,f_n_the_lf_55_64,f_n_the_lf_65_74,f_n_the_lf_75_84,f_n_the_lf_85,f_n_the_lf_tot,f_lf_st_ns_15_19,f_lf_st_ns_20_24,f_lf_st_ns_25_34,f_lf_st_ns_35_44,f_lf_st_ns_45_54,f_lf_st_ns_55_64,f_lf_st_ns_65_74,f_lf_st_ns_75_84,f_lf_st_ns_85,f_lf_st_ns_total,f_tot_15_19_yr,f_tot_20_24_yr,f_tot_25_34_yr,f_tot_35_44_yr,f_tot_45_54_yr,f_tot_55_64_yr,f_tot_65_74_yr,f_tot_75_84_yr,f_tot_85_yr_over,f_tot_tot,p_emp_wrk_ft_15_19,p_emp_wrk_ft_20_24,p_emp_wrk_ft_25_34,p_emp_wrk_ft_35_44,p_emp_wrk_ft_45_54,p_emp_wrk_ft_55_64,p_emp_wrk_ft_65_74,p_emp_wrk_ft_75_84,p_emp_wrk_ft_85,p_emp_wrk_ft_tot,p_emp_wrk_pt_15_19,p_emp_wrk_pt_20_24,p_emp_wrk_pt_25_34,p_emp_wrk_pt_35_44,p_emp_wrk_pt_45_54,p_emp_wrk_pt_55_64,p_emp_wrk_pt_65_74,p_emp_wrk_pt_75_84,p_emp_wrk_pt_85,p_emp_wrk_pt_tot,p_emp_a_f_wrk_15_19,p_emp_a_f_wrk_20_24,p_emp_a_f_wrk_25_34,p_emp_a_f_wrk_35_44,p_emp_a_f_wrk_45_54,p_emp_a_f_wrk_55_64,p_emp_a_f_wrk_65_74,p_emp_a_f_wrk_75_84,p_emp_a_f_wrk_85,p_emp_a_f_wrk_tot,p_hr_wrk_ns_15_19,p_hr_wrk_ns_20_24,p_hr_wrk_ns_25_34,p_hr_wrk_ns_35_44,p_hr_wrk_ns_45_54,p_hr_wrk_ns_55_64,p_hr_wrk_ns_65_74,p_hr_wrk_ns_75_84,p_hr_wrk_ns_85,p_hr_wrk_ns_tot,p_tot_emp_15_19,p_tot_emp_20_24,p_tot_emp_25_34,p_tot_emp_35_44,p_tot_emp_45_54,p_tot_emp_55_64,p_tot_emp_65_74,p_tot_emp_75_84,p_tot_emp_85_over,p_tot_emp_tot,p_ue_lk_fr_ft_wrk_15_19,p_ue_lk_fr_ft_wrk_20_24,p_ue_lk_fr_ft_wrk_25_34,p_ue_lk_fr_ft_wrk_35_44,p_ue_lk_fr_ft_wrk_45_54,p_ue_lk_fr_ft_wrk_55_64,p_ue_lk_fr_ft_wrk_65_74,p_ue_lk_fr_ft_wrk_75_84,p_ue_lk_for_ft_wrk_85,p_ue_looking_for_ft_wk_tot,p_ue_lk_for_pt_wk_15_19,p_ue_lk_for_pt_wk_20_24,p_ue_lk_for_pt_wk_25_34,p_ue_lk_for_pt_wk_35_44,p_ue_lk_for_pt_wk_45_54,p_ue_lk_for_pt_wk_55_64,p_ue_lk_for_pt_wk_65_74,p_ue_lk_for_pt_wk_75_84,p_ue_looking_for_pt_wk_85,p_ue_lk_for_pt_wrk_tot,p_tot_unemp_15_19,p_tot_unemp_20_24,p_tot_unemp_25_34,p_tot_unemp_35_44,p_tot_unemp_45_54,p_tot_unemp_55_64,p_tot_unemp_65_74,p_tot_unemp_75_84,p_tot_unemp_85,p_tot_unemp_total,p_tot_lf_15_19_yr,p_tot_lf_20_24_yr,p_tot_lf_25_34_yr,p_tot_lf_35_44_yr,p_tot_lf_45_54_yr,p_tot_lf_55_64_yr,p_tot_lf_65_74_yr,p_tot_lf_75_84_yr,p_tot_lf_85,p_tot_lf_tot,p_n_the_lf_15_19,p_n_the_lf_20_24,p_n_the_lf_25_34,p_n_the_lf_35_44,p_n_the_lf_45_54,p_n_the_lf_55_64,p_n_the_lf_65_74,p_n_the_lf_75_84,p_n_the_lf_85,p_n_the_lf_tot,p_lf_st_ns_15_19,p_lf_st_ns_20_24,p_lf_st_ns_25_34,p_lf_st_ns_35_44,p_lf_st_ns_45_54,p_lf_st_ns_55_64,p_lf_st_ns_65_74,p_lf_st_ns_75_84,p_lf_st_ns_85,p_lf_st_ns_total,p_tot_15_19_yr,p_tot_20_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6395,"20902","1121","2585","6146","5068","4249","2239","327","23","12","21774","1192","1142","2025","1520","1413","1975","2892","2636","1280","16074","149","284","619","396","382","305","272","269","327","2999","2455","4008","8794","6985","6042","4522","3496","2934","1613","40853","143","1493","8024","6588","5392","2799","371","25","6","24844","1243","2507","3548","3046","2452","1577","408","42","9","14834","67","133","388","311","175","125","35","11","0","1250","98","155","240","163","152","96","28","7","7","942","1545","4284","12206","10109","8181","4596","846","81","24","41869","86","265","658","413","346","211","11","0","0","1989","444","551","434","247","175","113","9","3","0","1982","532","819","1093","663","521","323","19","3","0","3971","2079","5103","13299","10776","8694","4921","861","82","24","45839","2541","2245","3245","2264","2281","3282","5027","4665","2087","27634","307","549","1288","849","759","581","489","481","460","5766","4929","7901","17831","13882","11735","8781","6383","5225","2575","79242",Darebin - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6394,"20903","1253","1677","2350","3574","4485","3049","608","37","10","17044","941","245","524","728","817","1387","1972","901","399","7901","76","59","106","159","177","143","106","70","48","944","2272","1979","2977","4457","5474","4579","2687","1002","451","25883","321","1475","3273","4410","5796","3840","599","36","6","19767","1658","1536","1129","2310","2718","2275","845","82","7","12571","48","78","224","226","201","218","49","0","0","1048","37","56","102","76","95","76","28","4","0","470","2065","3140","4735","7034","8810","6416","1518","130","12","33856","65","143","152","109","125","110","12","0","0","710","355","129","61","83","86","96","24","0","0","832","416","271","212","190","211","208","36","0","0","1544","2486","3404","4943","7221","9021","6620","1553","131","12","35401","2165","546","765","915","1108","2147","3606","1691","612","13549","155","133","200","301","347","267","217","114","76","1817","4803","4080","5912","8441","10483","9037","5380","1933","701","50770",Nillumbik - Kinglake
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6393,"20904","2874","5049","12759","11095","9624","5513","727","64","16","47718","3059","1739","4733","4090","3424","4968","6186","3642","1320","33167","262","357","941","726","638","594","444","318","132","4409","6196","7145","18434","15912","13684","11073","7358","4018","1471","85290","703","4410","17541","15594","13019","7423","896","57","16","59652","3287","4220","6655","6541","5400","3779","936","90","14","30915","136","245","1126","642","455","370","91","5","4","3082","128","271","651","475","399","231","54","17","6","2235","4258","9152","25969","23245","19274","11804","1976","172","29","95881","306","692","1201","848","681","371","22","3","0","4132","948","620","570","491","314","227","32","0","3","3211","1255","1312","1770","1346","997","599","54","4","5","7344","5513","10470","27745","24591","20266","12402","2032","176","36","103224","6669","3241","6396","5566","5174","7619","11354","6751","2197","54970","509","724","1857","1450","1181","1082","864","570","218","8458","12693","14432","35994","31608","26624","21103","14248","7499","2450","166651",Whittlesea - Wallan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6392,"20606","440","2317","7770","3283","2343","1733","679","81","15","18659","671","699","750","695","718","1072","1714","1387","656","8354","105","249","865","378","272","258","189","167","122","2592","1217","3267","9386","4357","3327","3062","2575","1631","793","29608","91","1812","11676","5213","3519","2133","698","92","15","25253","480","1691","2455","1270","1103","1107","864","181","35","9184","23","87","361","168","90","82","51","4","4","880","10","71","165","72","67","37","32","10","3","469","605","3665","14663","6721","4783","3360","1648","291","61","35781","16","107","359","214","158","107","11","5","0","982","127","298","165","85","73","67","36","5","0","856","146","409","522","301","238","173","48","5","0","1834","750","4065","15183","7025","5015","3531","1692","296","61","37618","1279","1245","1186","947","1046","1638","2705","2297","1059","13399","189","474","1693","789","555","490","364","286","169","5005","2217","5784","18067","8762","6619","5658","4760","2880","1286","56022",Stonnington - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6391,"20607","610","2957","11322","5299","3573","2356","657","46","6","26836","688","662","1158","1032","877","1375","1957","1378","551","9670","128","370","1217","577","453","421","302","211","100","3783","1428","3989","13700","6904","4898","4155","2919","1634","663","40284","78","2135","16559","7942","5060","2829","609","39","9","35261","723","2332","3933","2277","1753","1476","800","73","11","13381","21","119","561","392","168","132","52","3","0","1462","27","94","247","134","84","57","29","3","6","677","861","4677","21301","10738","7071","4491","1489","119","29","50772","37","196","541","349","287","165","16","4","0","1603","190","333","303","162","133","113","31","5","0","1259","226","523","843","517","426","279","45","10","0","2864","1082","5198","22147","11252","7497","4767","1532","130","29","53635","1446","1231","1869","1581","1563","2334","3411","2395","922","16750","259","682","2337","1226","945","807","602","378","171","7404","2785","7108","26360","14056","10002","7904","5549","2902","1121","77795",Yarra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6390,"21001","722","1269","2726","3156","3278","2010","435","38","3","13636","744","226","568","774","694","1322","2698","2058","852","9937","57","58","156","137","138","161","196","190","125","1221","1527","1549","3449","4076","4110","3499","3324","2283","972","24795","125","1093","3937","4202","4444","2502","454","30","0","16789","963","1200","1131","1798","1732","1378","531","74","3","8815","40","68","255","192","125","148","45","3","0","869","28","64","99","99","115","84","26","16","0","532","1153","2423","5427","6287","6414","4116","1052","129","9","27007","48","122","194","176","163","91","6","0","0","797","199","112","75","104","92","63","12","0","0","660","247","233","271","282","258","157","16","3","0","1464","1404","2655","5698","6568","6666","4269","1069","128","9","28469","1765","505","839","1026","1078","1958","4597","3735","1449","16946","101","128","319","284","289","266","365","327","203","2288","3269","3294","6856","7875","8036","6491","6034","4189","1659","47702",Keilor
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-638f,"21002","425","536","1036","1624","1871","1192","256","12","5","6963","449","95","254","381","360","656","1087","450","178","3892","34","28","59","112","125","100","74","52","46","638","912","654","1354","2115","2354","1945","1416","518","232","11497","120","567","1427","2044","2498","1460","305","21","5","8447","567","442","508","982","1111","876","347","38","7","4871","15","25","103","121","82","139","33","4","0","525","31","27","34","55","39","40","11","0","3","235","737","1062","2077","3205","3728","2511","698","66","14","14085","25","57","50","47","71","67","5","0","0","331","108","32","22","40","41","52","18","0","0","316","130","92","76","89","115","117","22","0","0","645","868","1147","2153","3290","3849","2626","719","64","14","14725","971","179","331","470","493","1005","1984","894","310","6630","81","61","114","203","225","213","150","94","66","1201","1913","1394","2593","3959","4567","3844","2855","1047","389","22561",Macedon Ranges
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-638e,"20802","1600","3399","9302","8409","8300","5122","1276","119","25","37543","2261","1641","2009","1882","1629","2595","4196","3549","2485","22262","124","220","559","432","370","320","278","262","235","2794","3982","5252","11875","10729","10301","8035","5743","3929","2746","62598","154","2085","12478","11673","10698","6303","1174","86","16","44670","2146","3581","4368","4620","4654","3580","1696","236","30","24910","90","147","627","466","265","277","94","16","4","1977","41","122","302","219","200","130","45","18","17","1095","2428","5938","17782","16976","15807","10294","3010","353","68","72653","61","283","676","414","438","278","29","3","3","2180","563","625","435","253","238","176","56","3","0","2354","619","908","1112","669","676","452","84","9","3","4534","3050","6846","18893","17644","16488","10746","3099","353","72","77190","4854","3109","3028","2437","2392","4189","7167","5876","3885","36930","258","458","1138","848","735","615","501","441","346","5343","8163","10415","23058","20924","19612","15553","10762","6671","4304","119462",Glen Eira
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-638d,"20803","1674","2396","5974","7275","7042","4325","918","58","17","29672","1339","402","1173","1575","1382","2262","4071","3075","1697","16967","100","118","355","377","344","277","295","334","386","2599","3112","2916","7502","9225","8764","6872","5279","3467","2107","49243","323","2096","8472","9637","9379","5389","828","48","5","36185","2067","2227","2401","4074","3839","2881","1107","140","23","18764","86","104","502","439","271","242","75","14","3","1732","57","95","183","205","185","114","44","10","10","907","2539","4523","11550","14357","13669","8635","2053","206","47","57585","97","221","334","324","362","233","26","0","3","1594","496","236","145","212","179","167","42","3","0","1483","592","459","479","533","542","394","63","5","5","3076","3130","4979","12034","14896","14210","9032","2119","210","48","60661","2916","951","1627","2068","2030","3638","6965","5312","2662","28166","203","289","710","745","676","570","546","548","575","4857","6252","6215","14365","17711","16913","13240","9629","6071","3282","93688",Kingston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-638c,"20804","459","1214","2526","2144","2249","1452","434","48","9","10532","706","675","509","481","541","743","1209","1013","638","6516","40","96","160","118","108","94","84","89","63","853","1204","1982","3199","2744","2900","2291","1731","1152","708","17901","22","693","3555","3009","3042","1807","390","45","11","12579","623","1257","1109","1090","1198","961","584","88","12","6913","19","55","118","126","79","69","38","5","0","520","19","50","94","47","46","31","14","6","0","307","683","2057","4878","4274","4364","2869","1031","143","21","20316","12","69","197","102","96","68","7","0","0","555","156","232","124","63","63","39","17","9","0","689","172","299","323","161","154","110","25","9","0","1243","854","2351","5199","4436","4523","2982","1054","149","21","21560","1508","1159","782","594","733","1139","2020","1717","1010","10666","81","158","321","222","200","184","161","159","116","1598","2441","3671","6296","5252","5451","4299","3239","2029","1144","33823",Stonnington - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-638b,"20901","1596","2741","6351","6847","6563","4721","1001","92","9","29932","1590","711","1438","1670","1516","2581","4525","3172","1751","18953","129","148","361","313","319","292","301","332","308","2501","3317","3595","8149","8829","8401","7597","5828","3600","2075","51384","296","2189","8804","8860","8454","5636","978","57","10","35278","2007","2655","2960","4208","3795","3312","1262","174","16","20392","77","133","563","450","240","300","93","13","0","1867","49","94","191","181","172","109","55","22","5","877","2426","5067","12517","13704","12662","9362","2385","262","28","58414","98","265","443","327","319","217","27","3","4","1690","549","339","246","225","184","149","42","5","0","1735","640","604","688","549","506","367","66","4","4","3424","3067","5674","13212","14252","13170","9724","2458","265","36","61846","3511","1476","2156","2271","2241","4073","8097","5574","2767","32175","248","315","725","641","623","575","536","567","474","4698","6825","7462","16092","17165","16032","14374","11084","6398","3279","98715",Banyule
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-638a,"21003","703","1584","4728","3778","3090","1693","243","34","3","15857","964","576","1675","1402","1145","1440","2117","2514","1475","13304","85","146","425","330","252","215","193","224","112","1975","1754","2300","6822","5517","4479","3346","2548","2776","1594","31141","148","1280","6846","5369","4142","2174","263","19","4","20255","829","1626","2551","2311","1768","1046","286","44","5","10467","36","66","363","258","145","126","23","4","0","1019","30","109","260","165","109","80","22","15","5","795","1048","3075","10024","8100","6165","3428","598","82","15","32533","99","228","514","318","238","125","3","3","0","1526","295","269","257","162","126","98","12","0","0","1221","394","506","771","479","362","226","16","4","0","2750","1439","3579","10796","8575","6523","3647","615","88","18","35288","2115","1105","2381","1934","1795","2334","3674","4195","2334","21867","189","291","892","667","499","396","344","379","198","3856","3742","4971","14071","11178","8812","6378","4628","4666","2558","61009",Moreland - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6389,"21004","748","1058","2011","2062","2349","1503","240","19","3","9989","497","188","490","547","507","847","1218","719","353","5375","43","64","112","125","107","113","101","63","41","776","1289","1313","2614","2732","2969","2467","1562","797","398","16144","216","1084","2803","2695","3078","1900","248","10","8","12041","847","796","934","1224","1239","998","294","25","0","6371","30","57","189","113","103","102","19","0","0","615","25","53","67","51","71","46","18","3","5","330","1116","1986","3996","4081","4487","3047","577","37","14","19357","87","134","144","114","120","85","3","0","0","687","221","77","65","77","56","69","10","6","0","573","306","210","209","190","176","152","14","6","0","1260","1422","2194","4204","4271","4668","3197","592","42","19","20616","1131","341","661","731","711","1343","2190","1293","545","8952","99","124","233","236","214","223","179","104","56","1481","2655","2665","5105","5239","5591","4760","2969","1449","622","31044",Sunbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6388,"21005","2084","3743","7868","6628","6203","3284","474","27","6","30312","3369","1728","4608","3979","3827","3921","4124","2126","698","28377","275","310","774","584","604","469","397","234","82","3731","5727","5778","13252","11190","10635","7682","4992","2385","785","62426","484","3244","11230","9474","8843","4705","600","27","0","38604","2278","3263","4456","4042","3610","2240","592","39","12","20532","97","186","586","352","266","237","56","5","0","1784","112","303","542","385","335","149","35","11","0","1882","2967","6999","16817","14262","13052","7333","1282","79","10","62809","281","703","1101","779","580","322","13","0","0","3787","881","513","446","386","297","191","25","3","0","2751","1160","1218","1554","1169","882","505","40","3","0","6534","4130","8216","18371","15425","13930","7842","1322","84","13","69344","6782","3123","6420","5692","5837","6434","7568","3987","1135","46985","562","712","1602","1264","1262","971","739","408","146","7666","11485","12049","26396","22386","21034","15251","9629","4478","1294","123995",Tullamarine - Broadmeadows
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6387,"21101","2498","3981","7927","8072","8986","6230","1046","80","18","38840","2172","814","1948","2212","2083","3547","5568","3476","1791","23608","132","123","380","346","350","310","276","280","257","2444","4805","4922","10252","10627","11422","10084","6883","3837","2066","64890","574","3702","11470","10763","11911","8018","1090","48","10","47583","3119","3360","3612","4841","4943","4230","1439","124","19","25687","130","180","664","457","316","399","123","18","3","2287","94","138","276","235","237","168","52","25","6","1223","3919","7372","16019","16296","17417","12807","2699","212","38","76780","142","430","543","428","472","344","21","0","0","2372","770","353","279","300","268","215","37","4","0","2228","917","778","819","724","738","557","59","3","0","4605","4836","8153","16837","17025","18152","13369","2763","218","35","81385","4764","1686","2650","2929","2989","5413","9824","6264","2760","39275","264","286","749","707","655","629","515","472","377","4645","9857","10123","20236","20654","21801","19406","13103","6949","3172","125306",Knox
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6386,"21102","527","617","817","1222","1724","1084","251","32","0","6278","427","121","183","324","414","596","941","616","381","4001","21","19","37","50","65","63","39","39","36","377","982","761","1035","1596","2199","1738","1236","697","424","10660","82","505","1165","1482","2282","1435","284","27","3","7261","677","685","405","747","1084","847","340","75","4","4861","25","33","75","62","59","57","24","3","0","329","13","22","36","37","46","23","14","3","4","201","798","1237","1683","2323","3474","2367","662","110","12","12664","13","32","30","32","57","45","5","0","0","225","186","62","29","26","41","27","6","0","0","371","199","95","62","62","94","75","17","0","0","603","1000","1332","1740","2384","3572","2440","678","110","12","13266","1005","269","254","421","542","878","1633","1111","581","6688","55","49","74","84","118","117","78","78","57","708","2057","1649","2070","2883","4231","3438","2390","1302","651","20667",Manningham - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6385,"21103","1769","2618","6068","5946","6222","4057","838","56","10","27585","1331","498","1449","1589","1340","2234","3995","2681","1443","16563","99","99","316","268","250","225","219","247","279","1996","3197","3217","7831","7802","7803","6521","5051","2982","1727","46136","388","2442","8533","8076","7977","5015","767","32","10","33240","2277","2269","2755","3594","3563","2799","1049","132","12","18458","91","121","491","354","243","252","88","14","0","1653","39","107","202","152","172","95","38","14","5","829","2803","4937","11987","12179","11953","8163","1938","190","18","54171","94","242","415","317","304","186","17","6","0","1584","514","204","174","209","156","126","29","7","0","1424","611","448","584","529","462","311","46","8","4","3006","3413","5391","12571","12709","12411","8482","1981","195","27","57174","3012","970","1953","2080","1957","3481","6810","4637","2202","27105","217","217","591","511","491","437","353","378","364","3566","6637","6574","15113","15297","14860","12396","9148","5212","2593","87845",Maroondah
