sa3_code16,i_4000more_1aw_othnw,i_4000more_bnw,i_4000more_lfsta_ns,i_4000more_tot,part_inc_stated_be_wft,part_inc_stated_be_wpt,part_inc_stated_be_baw,part_inc_stated_1eft_othpt,part_inc_stated_1eft_othaw,part_inc_stated_1eft_othnw,part_inc_stated_1ept_othaw,part_inc_stated_1ept_othnw,part_inc_stated_1aw_othnw,part_inc_stated_bnw,part_inc_stated_lfsta_ns,part_inc_stated_tot,all_inc_ns_be_wft,all_inc_ns_be_wpt,all_inc_ns_be_baw,all_inc_ns_1eft_othpt,all_inc_ns_1eft_othaw,all_inc_ns_1eft_othnw,all_inc_ns_1ept_othaw,all_inc_ns_1ept_othnw,all_inc_ns_1aw_othnw,all_inc_ns_bnw,all_inc_ns_lfsta_ns,all_inc_ns_tot,tot_be_wft,tot_be_wpt,tot_be_baw,tot_1eft_othpt,tot_1eft_othaw,tot_1eft_othnw,tot_1ept_othaw,tot_1ept_othnw,tot_1aw_othnw,tot_bnw,tot_lfsta_ns,tot_tot,sa3_name16
11904,3,40,0,709,31,12,4,13,4,18,5,26,6,77,607,807,8,3,13,0,0,5,3,0,0,83,97,217,3422,704,103,1606,189,1391,74,829,114,3917,755,13102,Kogarah - Rockdale
12001,9,82,0,1395,21,8,4,14,0,12,0,11,3,38,478,588,19,0,0,0,3,5,0,5,0,38,41,113,2864,368,67,963,116,986,53,573,85,2489,554,9118,Canada Bay
12002,10,50,0,1687,21,3,0,4,3,8,0,7,5,16,431,486,4,0,3,6,0,0,3,0,0,8,21,47,2393,214,48,742,86,580,39,320,53,830,462,5776,Leichhardt
12003,6,36,3,1025,39,9,4,15,15,19,3,9,8,46,681,846,12,5,10,5,0,3,0,5,3,53,67,170,3844,783,91,1783,194,1532,86,844,106,3427,806,13495,Strathfield - Burwood - Ashfield
12101,3,208,0,2178,27,0,8,10,5,10,0,12,0,44,675,793,13,3,0,8,0,0,0,0,0,40,28,106,3529,453,67,1209,150,1243,42,680,65,2677,725,10851,Chatswood - Lane Cove
12102,5,38,0,623,14,7,3,6,4,10,0,8,5,29,322,409,10,0,0,3,3,0,0,4,0,35,29,82,1674,285,45,860,89,755,39,543,50,2251,374,6972,Hornsby
12103,12,393,7,2007,17,3,0,8,0,15,0,14,3,75,522,655,11,3,7,5,0,3,6,9,0,61,32,135,1816,456,54,984,81,1015,41,944,94,4238,584,10299,Ku-ring-gai
12104,21,330,3,3638,60,3,0,14,3,15,4,6,3,39,831,970,21,3,11,10,7,7,5,0,3,27,27,107,4933,523,74,1447,158,1233,53,772,84,2066,881,12226,North Sydney - Mosman
12201,3,134,0,1205,20,0,0,3,3,8,0,6,0,18,306,373,13,3,0,4,3,0,3,4,0,28,16,69,1530,213,32,507,68,383,27,289,27,1075,334,4485,Manly
11702,3,8,0,761,23,0,3,8,4,14,0,3,0,15,344,414,7,4,3,0,0,3,0,3,3,21,15,60,2209,229,45,738,91,525,24,235,28,932,371,5431,Marrickville - Sydenham - Petersham
12202,4,150,7,808,16,3,3,11,3,9,3,9,0,42,366,455,8,7,6,4,0,3,0,9,0,40,30,111,1047,338,38,803,61,495,41,580,49,2199,418,6059,Pittwater
12203,5,119,3,1519,46,11,0,17,6,17,4,19,3,94,711,932,26,0,9,10,3,0,5,3,3,90,58,211,3801,697,100,1711,170,1053,78,956,96,4274,835,13768,Warringah
12301,0,14,0,260,26,0,0,8,4,16,0,7,3,33,175,268,9,0,3,4,0,4,0,4,0,51,20,96,1498,129,34,654,90,511,33,277,60,1415,221,4922,Camden
12302,3,11,0,274,24,4,3,9,9,25,3,21,7,93,428,639,15,0,6,13,0,6,0,8,0,96,65,210,2756,350,73,1378,145,1619,66,782,142,3935,570,11816,Campbelltown (NSW)
12303,0,7,0,184,14,0,0,10,0,12,0,5,3,32,170,245,6,0,9,0,3,3,0,8,3,31,27,83,868,124,29,517,70,443,32,256,51,1259,224,3874,Wollondilly
12401,3,43,0,453,16,8,3,17,4,12,0,11,3,44,378,490,7,3,4,3,0,3,0,0,0,46,33,101,1426,456,43,1089,87,825,70,737,84,2967,433,8222,Blue Mountains
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue Mountains - South
12403,0,24,0,435,57,3,0,22,8,28,0,19,10,67,436,655,14,5,7,8,3,12,0,6,0,94,51,193,3449,334,59,1540,194,1389,66,650,121,3345,559,11707,Penrith
12404,0,8,0,88,10,5,0,9,0,12,0,6,3,29,108,178,8,0,0,4,0,3,0,0,0,26,14,49,753,115,26,381,29,349,23,190,28,865,133,2899,Richmond - Windsor
12405,0,4,0,78,23,0,4,3,0,21,3,3,3,31,146,240,10,0,3,0,3,3,0,0,0,40,26,76,1094,96,27,502,52,575,17,231,44,1189,186,4012,St Marys
12501,0,4,0,285,18,0,0,10,3,17,3,5,4,18,317,401,3,0,3,3,0,0,0,0,3,29,61,108,1687,406,43,809,90,978,48,481,82,1731,418,6763,Auburn
12502,3,23,0,321,12,3,0,7,0,9,0,7,5,26,256,316,6,5,0,4,0,0,0,3,0,40,18,85,1099,200,20,522,55,580,23,344,48,2051,302,5241,Carlingford
12503,0,8,0,228,22,8,0,7,0,21,3,11,3,88,441,609,12,4,3,6,0,4,0,3,3,91,73,207,1806,291,65,907,113,1204,39,611,123,3780,562,9502,Merrylands - Guildford
12504,0,21,0,585,31,8,6,14,7,15,0,7,6,48,495,630,3,3,3,6,4,4,0,3,0,49,57,138,3409,461,88,1343,141,1775,57,626,96,3181,602,11777,Parramatta
12601,7,48,0,526,0,0,0,8,0,6,0,0,0,34,208,261,3,0,0,0,0,5,0,0,0,23,15,46,752,152,15,434,41,448,20,325,22,1591,235,4035,Pennant Hills - Epping
12602,3,94,0,1200,26,4,3,18,4,18,3,13,0,58,613,781,15,0,5,4,0,6,3,3,3,58,55,143,3411,506,76,1428,159,1498,68,784,114,3783,702,12523,Ryde - Hunters Hill
12701,0,22,0,202,15,0,4,8,7,17,0,10,0,30,196,285,9,3,6,8,0,10,0,0,4,70,50,152,1691,156,59,654,104,743,23,299,61,1974,280,6040,Bringelly - Green Valley
12702,0,22,0,213,12,11,0,13,3,37,4,14,14,116,437,667,9,0,8,5,6,10,0,7,11,98,98,246,1637,344,61,895,102,1385,59,729,140,5365,622,11344,Fairfield
12703,3,11,0,226,25,0,3,6,6,23,3,13,10,54,336,482,12,3,7,3,0,8,0,3,0,72,53,159,1784,189,62,698,104,1011,34,418,99,2518,446,7360,Liverpool
12801,10,118,3,1055,22,0,0,17,3,20,0,6,0,85,552,715,8,4,8,3,6,8,0,4,3,106,47,195,2598,460,84,1216,154,915,55,772,98,3923,641,10922,Cronulla - Miranda - Caringbah
12802,3,35,0,695,32,0,3,11,5,18,0,12,3,59,413,554,8,0,3,4,3,8,0,4,6,77,27,135,2216,313,49,1153,108,933,59,701,96,3529,476,9623,Sutherland - Menai - Heathcote
20101,5,29,3,342,25,6,3,15,0,22,6,14,8,67,420,570,3,3,4,9,3,6,4,6,3,113,62,219,1894,440,79,1473,132,903,72,763,115,3573,533,9981,Ballarat
20102,3,9,0,126,7,3,0,4,0,13,0,6,4,30,169,230,9,7,3,6,0,4,0,4,3,25,20,83,548,221,41,476,61,368,34,297,56,1121,214,3431,Creswick - Daylesford - Ballan
20103,0,3,0,30,7,0,0,4,0,5,0,3,0,48,133,211,0,0,3,3,0,3,0,0,0,63,24,102,356,150,30,390,34,274,31,237,40,1418,204,3165,Maryborough - Pyrenees
20201,7,37,0,277,19,6,3,18,3,16,0,13,4,87,386,562,12,6,0,7,4,8,3,7,4,110,48,214,1674,415,80,1408,131,789,90,716,113,3436,487,9344,Bendigo
20202,3,28,4,225,12,9,0,10,0,12,0,8,0,38,251,345,3,0,0,6,0,3,0,5,0,52,45,125,802,354,52,739,79,498,39,480,82,2041,337,5506,Heathcote - Castlemaine - Kyneton
20203,0,4,0,26,4,0,0,3,0,7,0,5,3,14,86,115,6,0,0,0,0,0,0,0,0,13,9,37,244,64,24,222,20,114,11,96,21,507,115,1442,Loddon - Elmore
20301,0,7,0,78,8,0,0,5,0,5,3,7,0,12,85,121,0,0,0,4,0,0,0,0,0,19,15,38,380,119,22,322,35,203,22,193,24,560,112,1998,Barwon - West
20302,3,71,0,689,43,9,3,27,14,40,3,16,7,177,785,1131,25,6,12,22,6,16,0,17,5,209,125,437,3489,766,123,2591,238,1652,145,1331,172,6746,1009,18264,Geelong
20303,0,80,0,423,19,0,3,12,0,19,0,14,0,72,417,562,0,3,3,12,3,8,0,8,3,100,51,188,1240,461,58,1011,66,552,68,748,87,3575,519,8392,Surf Coast - Bellarine Peninsula
20401,0,26,0,187,7,11,3,7,3,18,0,13,5,74,334,472,14,3,8,8,0,7,0,7,6,84,41,184,1007,342,63,863,100,551,71,542,99,2331,413,6386,Upper Goulburn Valley
20402,0,22,0,151,9,3,3,13,4,17,0,5,3,62,263,383,20,3,3,9,0,3,0,3,3,63,41,151,960,308,70,857,62,439,41,402,76,2118,351,5681,Wangaratta - Benalla
20403,0,26,0,209,16,4,3,16,5,18,0,11,3,58,430,550,19,4,6,12,3,3,3,3,7,84,51,194,1523,430,85,1210,121,706,72,616,102,2619,530,8017,Wodonga - Alpine
20501,4,15,0,205,17,6,0,9,3,17,0,9,3,41,230,334,12,6,8,5,0,9,0,4,0,63,37,141,944,276,57,750,83,523,49,426,72,2101,316,5598,Baw Baw
20502,0,21,0,108,10,3,0,9,0,14,0,10,3,54,325,430,12,5,3,12,0,4,0,5,3,80,57,186,705,327,69,693,71,379,55,486,97,2838,444,6159,Gippsland - East
20503,5,35,0,175,14,10,0,11,3,17,0,16,3,75,368,515,22,4,9,13,0,8,0,11,4,108,64,243,978,479,77,1008,99,530,68,688,114,3311,494,7852,Gippsland - South West
20504,3,21,0,269,7,7,0,12,0,26,0,6,5,83,341,497,12,0,4,10,0,7,0,0,5,98,61,208,1162,263,48,1078,92,798,62,592,139,2907,481,7628,Latrobe Valley
20505,0,15,0,191,10,3,0,3,3,11,0,13,5,52,264,374,11,0,3,3,4,0,0,3,3,59,40,132,771,241,55,706,77,476,40,394,73,1796,340,4965,Wellington
20601,0,12,0,797,33,3,3,9,3,11,0,4,3,41,491,607,13,8,3,7,3,6,0,0,3,39,38,118,3060,435,62,1394,137,856,46,422,72,1771,562,8823,Brunswick - Coburg
20602,0,11,0,547,20,7,0,9,4,11,0,10,0,21,282,353,3,0,3,0,0,0,0,0,0,28,23,58,1671,277,31,770,75,405,21,254,37,1019,324,4883,Darebin - South
20603,0,18,0,681,24,3,0,9,0,19,0,11,0,26,354,442,11,0,4,8,3,10,0,3,0,32,27,103,1959,268,43,836,67,627,50,391,56,1311,402,6009,Essendon
20604,10,159,3,2182,43,11,9,24,11,13,3,14,3,20,967,1109,24,0,6,4,0,5,0,3,3,25,37,105,4948,839,107,2006,231,1984,76,943,116,2239,1026,14515,Melbourne City
20605,9,112,3,2356,58,3,4,15,7,10,0,13,3,24,897,1033,16,0,9,8,0,6,0,5,3,34,33,117,5253,530,104,1830,223,1328,57,650,76,1625,961,12634,Port Phillip
20903,3,33,3,452,13,3,0,11,3,20,3,5,4,28,271,369,9,0,5,8,0,3,0,3,0,39,16,87,1142,297,42,891,61,611,34,480,62,1725,314,5663,Nillumbik - Kinglake
20904,3,25,0,354,50,4,6,29,10,55,10,20,7,119,627,924,32,9,11,19,3,15,3,16,13,161,122,396,3875,526,130,2178,244,1896,115,996,178,5862,857,16859,Whittlesea - Wallan
21001,0,26,0,274,16,3,4,7,3,16,0,8,0,73,207,329,10,3,4,0,0,6,0,0,4,91,59,186,1093,160,41,521,74,454,27,379,47,2551,316,5668,Keilor
21002,3,13,3,202,3,3,0,10,0,3,0,3,0,14,151,193,6,0,3,12,0,6,0,3,0,26,10,62,571,153,28,430,50,358,38,213,32,974,185,3031,Macedon Ranges
20804,5,90,0,607,15,3,0,10,0,4,0,3,0,21,227,283,3,0,0,3,0,3,0,0,0,28,17,53,1013,196,16,498,42,380,25,342,32,1073,248,3856,Stonnington - East
20901,3,65,0,766,41,4,3,23,5,22,3,15,3,81,494,684,22,0,0,7,3,7,0,6,0,107,52,203,2598,485,75,1417,160,1118,70,851,90,4035,605,11497,Banyule
21003,0,12,0,240,16,3,4,10,4,10,4,7,7,49,258,366,11,0,7,3,3,3,3,3,4,76,74,189,1750,227,58,794,86,652,26,371,70,2215,373,6617,Moreland - North
21004,0,7,0,102,5,3,0,7,0,7,0,3,0,20,141,196,4,3,3,0,3,3,0,8,3,35,21,78,858,113,17,498,63,382,25,239,42,1077,184,3502,Sunbury
21005,3,12,3,196,36,4,4,22,4,25,4,20,11,74,364,567,13,7,3,11,4,12,0,4,4,111,95,259,2136,276,73,1192,136,1271,68,668,139,3486,532,9971,Tullamarine - Broadmeadows
21101,9,23,0,486,32,3,0,22,11,31,0,26,17,77,567,795,18,7,13,15,9,10,0,5,3,124,80,279,3202,520,84,1932,179,1485,71,986,149,4792,721,14129,Knox
21102,0,25,0,230,0,0,0,0,0,5,0,9,0,25,111,151,8,0,3,6,0,0,0,0,0,28,12,56,382,119,19,285,19,218,4,205,18,868,128,2281,Manningham - East
21103,3,30,0,448,22,11,4,12,4,21,5,15,3,79,412,582,18,3,6,3,0,12,0,3,4,84,49,175,2584,396,65,1358,141,997,62,712,105,3284,503,10201,Maroondah
21104,0,39,0,320,9,3,6,5,6,14,0,8,3,35,252,343,9,0,7,4,0,0,4,3,0,43,38,110,1152,235,34,661,61,615,24,435,60,2294,313,5874,Whitehorse - East
21105,7,38,0,510,34,0,7,16,7,37,0,14,7,105,611,857,23,8,15,20,6,14,4,10,8,160,94,352,3187,698,121,2276,249,1454,120,1147,181,4513,787,14726,Yarra Ranges
21201,0,17,0,251,31,4,4,9,4,34,0,8,3,67,332,497,14,3,8,8,5,3,0,9,0,61,60,177,2003,318,77,1290,131,897,62,508,78,2364,441,8173,Cardinia
21202,3,35,0,317,22,3,0,21,5,34,0,17,5,81,392,583,19,0,9,14,5,9,0,4,10,109,62,242,2149,339,72,1339,134,1267,56,716,137,3557,541,10314,Casey - North
21203,0,13,0,242,44,4,0,15,9,32,0,14,10,77,448,664,31,0,16,13,5,8,5,4,10,106,79,274,3234,353,84,1721,172,1469,67,693,130,3152,604,11673,Casey - South
21204,3,18,0,220,30,10,9,21,5,25,0,20,16,99,615,856,10,0,7,7,3,10,0,12,7,175,124,365,2524,605,97,1496,151,1828,78,1017,183,5812,839,14619,Dandenong
21205,3,95,0,863,27,6,4,17,4,25,6,10,3,103,737,939,13,7,8,3,0,4,0,7,12,135,91,273,2840,596,95,1488,140,1481,79,1200,153,6635,913,15599,Monash
21301,5,17,5,221,18,13,3,27,13,41,5,24,11,127,488,762,17,4,10,9,3,16,0,12,9,200,168,441,2360,493,97,1434,147,1727,70,914,169,5394,774,13591,Brimbank
21302,0,17,0,642,27,3,6,10,6,18,0,15,3,57,387,522,15,0,8,6,0,3,0,4,0,77,62,177,2154,232,66,921,120,880,49,431,87,2368,487,7786,Hobsons Bay
