gml_id,sa3_name16,sa3_code16,p_y8b_15_19_yrs,p_y8b_20_24_yrs,p_y8b_25_34_yrs,p_y8b_35_44_yrs,p_y8b_45_54_yrs,p_y8b_55_64_yrs,p_y8b_65_74_yrs,p_y8b_75_84_yrs,p_y8b_85ov,p_y8b_tot,p_dngts_15_19,p_dngts_20_24,p_dngts_25_34,p_dngts_35_44,p_dngts_45_54,p_dngts_55_64,p_dngts_65_74,p_dngts_75_84,p_dngts_85_ov,p_dngts_tot,p_hghst_yr_schl_ns_15_19_yrs,p_hghst_yr_schl_ns_20_24_yrs,p_hghst_yr_schl_ns_25_34_yrs,p_hghst_yr_schl_ns_35_44_yrs,p_hghst_yr_schl_ns_45_54_yrs,p_hghst_yr_schl_ns_55_64_yrs,p_hghst_yr_schl_ns_65_74_yrs,p_hghst_yr_schl_ns_75_84_yrs,p_hghst_yr_schl_ns_85_yrs_ovr,p_hghst_yr_schl_ns_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1bf,Central Highlands (Qld),"30801","7","6","36","39","98","199","317","181","46","927","0","5","6","11","7","8","21","8","8","69","200","255","654","610","617","434","224","106","28","3122","870","1828","4759","4240","4073","3011","1455","563","133","20923"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1c0,Rockhampton,"30803","37","52","200","260","409","684","2121","1919","749","6419","7","25","58","57","66","51","45","48","28","365","522","690","1403","1386","1576","1447","1202","1038","711","9980","3970","7227","14798","14019","15690","14574","10257","5755","2306","88598"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1c1,Biloela,"30804","3","8","51","45","64","114","321","295","111","1003","3","3","6","7","5","9","10","13","3","56","57","59","189","193","187","178","135","97","31","1127","431","779","1925","1931","1976","1746","1132","661","211","10797"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1c2,Gladstone,"30805","7","13","55","87","176","296","774","548","178","2142","3","9","18","18","22","19","14","5","6","114","282","317","694","725","835","666","425","258","92","4307","1833","3629","8551","8832","9203","7267","4149","1721","509","45701"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1c3,Broadbeach - Burleigh,"30901","11","15","40","49","86","165","442","474","302","1578","7","0","29","23","19","19","28","37","24","181","194","329","853","659","692","704","703","535","330","5007","1494","3893","9924","8540","8057","7363","6488","3684","1625","51057"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1c4,Coolangatta,"30902","4","8","34","31","74","174","413","447","346","1528","3","3","8","11","16","17","14","19","14","103","130","235","570","518","530","659","586","455","264","3948","1412","2876","6556","7081","7198","7249","5698","3185","1602","42858"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1c5,Gold Coast - North,"30903","12","22","66","83","156","290","636","664","356","2279","0","11","39","26","36","46","40","34","19","253","214","384","680","677","764","740","905","811","527","5713","1856","4198","7792","8196","8846","8614","8614","4786","1996","54902"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1c6,Gold Coast Hinterland,"30904","3","3","13","19","33","59","154","108","37","418","0","0","0","0","5","0","3","3","0","15","102","77","192","250","278","320","224","129","37","1612","499","706","1500","2445","3082","2917","2288","907","250","14590"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1c7,Robina,"30908","3","9","34","55","90","131","256","260","153","989","0","9","7","14","16","19","27","26","13","128","187","273","451","414","375","379","355","465","603","3497","1847","3754","6707","6621","6368","5481","4476","2506","1307","39068"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1c8,Southport,"30909","21","28","64","90","137","224","465","403","249","1677","0","16","42","29","39","51","27","20","18","238","451","450","736","599","661","590","593","473","414","4966","2427","5683","8778","7524","7562","6569","5380","3006","1598","48512"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1c9,Surfers Paradise,"30910","4","17","46","36","51","101","213","198","101","766","0","12","34","32","14","14","17","17","10","148","225","566","1094","712","735","665","654","364","173","5190","1132","3607","7239","5021","5525","5039","4668","2192","785","35203"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ca,Forest Lake - Oxley,"31001","28","44","204","364","470","480","716","529","268","3100","3","34","161","184","316","314","132","109","54","1290","425","883","2075","1557","1087","695","574","444","281","8017","2498","5455","11709","10538","9378","6846","4459","2500","1043","54420"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1cb,Ipswich Hinterland,"31002","11","19","81","114","245","600","1670","1067","441","4250","7","7","3","13","38","27","27","22","3","158","335","394","784","806","912","924","893","489","204","5739","2087","3398","6397","7486","9027","8849","7134","3085","979","48438"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1cc,Ipswich Inner,"31003","47","57","173","222","364","619","1665","1443","694","5284","3","6","34","44","86","95","58","48","19","393","425","526","1126","959","988","887","749","681","270","6614","3654","7130","14617","13459","13689","11352","7876","4447","1680","77919"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1cd,Springfield - Redbank,"31004","25","46","164","192","285","385","611","279","119","2106","11","4","50","92","123","100","63","34","14","490","379","484","979","802","764","570","406","201","67","4656","3047","6310","14599","12305","9888","6803","3747","1402","387","58488"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ce,Beaudesert,"31101","3","8","20","20","49","106","304","253","140","907","3","0","0","3","4","3","8","4","3","39","56","75","183","154","218","220","194","124","70","1297","455","707","1381","1641","1964","1830","1636","793","328","10730"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1cf,Beenleigh,"31102","10","27","93","124","170","234","565","380","191","1790","5","6","27","40","46","38","31","14","4","202","151","200","437","372","425","355","359","275","95","2669","1370","2909","5679","5184","5070","4413","3799","1865","580","30870"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1d0,Browns Plains,"31103","20","39","157","249","319","518","783","529","223","2840","5","27","97","102","136","138","83","64","27","673","387","393","876","760","805","667","537","337","120","4876","3154","5857","11683","10382","10229","8506","5093","2149","759","57821"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1d1,Jimboomba,"31104","3","17","49","62","131","205","431","222","66","1187","7","0","14","11","35","41","30","10","5","150","187","187","341","427","510","373","251","82","25","2388","1754","2724","5403","6928","6968","4927","3072","901","214","32898"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1d2,Loganlea - Carbrook,"31105","15","25","98","112","183","285","628","468","287","2097","4","17","47","54","74","57","60","37","9","368","250","286","607","525","545","524","482","299","131","3658","2160","4140","8451","8052","7495","6855","5007","2234","937","45327"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1d3,Springwood - Kingston,"31106","33","129","351","317","358","503","1034","509","251","3489","10","73","212","254","214","148","113","61","35","1119","322","420","786","748","682","711","608","352","149","4768","2648","5301","11447","10759","9171","8236","6462","2389","861","57264"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1d4,Bowen Basin - North,"31201","13","11","34","58","114","225","445","289","119","1313","0","5","14","10","10","11","17","14","3","86","178","356","984","774","737","549","361","174","70","4189","832","1952","5664","4878","4508","3786","2214","918","313","25069"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1d5,Mackay,"31202","27","34","101","145","319","715","1934","1469","633","5388","6","7","18","33","42","36","38","48","21","253","435","558","1435","1503","1767","1490","1051","768","370","9382","3567","6688","15472","15270","16937","14406","8948","4519","1645","87459"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1d6,Whitsunday,"31203","3","9","20","32","50","82","186","142","62","575","3","0","6","3","5","7","11","0","0","30","135","295","698","456","389","375","252","114","62","2772","542","1464","3554","3088","2887","2764","1759","640","203","16910"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1d7,Bribie - Beachmere,"31301","11","11","38","60","93","231","851","680","273","2242","0","0","7","6","14","15","21","18","4","92","95","64","178","193","293","424","641","495","317","2696","784","1107","2219","2961","4001","5423","6735","3513","1143","27887"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1d8,Caboolture,"31302","30","51","115","168","247","402","954","640","243","2860","6","26","54","38","35","34","40","23","11","256","244","343","698","596","602","681","661","497","499","4819","2464","4900","9633","8333","8316","7212","5654","2523","1153","50199"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1d9,Caboolture Hinterland,"31303","3","12","21","25","48","69","306","189","89","759","0","0","0","3","3","7","4","0","3","28","106","237","476","438","262","248","200","113","46","2119","403","757","1618","1761","1835","1843","1550","606","212","10583"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1da,Narangba - Burpengary,"31304","24","30","73","95","180","332","882","569","202","2391","0","5","22","17","23","22","27","13","11","136","220","248","431","550","564","470","447","399","268","3604","2348","3922","6986","8604","9007","7114","5270","2424","829","46519"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1db,Redcliffe,"31305","9","26","50","103","198","323","952","837","461","2961","3","4","25","30","42","33","25","24","13","197","186","177","404","501","627","624","793","712","578","4596","1730","2933","5937","7246","8468","8162","7391","4180","1935","47981"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1dc,The Hills District,"31401","9","8","26","38","54","124","722","515","228","1727","0","3","18","21","14","12","16","21","3","104","167","173","353","484","544","457","389","250","126","2943","2790","4903","9097","13015","13600","10035","7059","2424","765","63693"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1dd,North Lakes,"31402","14","27","66","85","113","207","581","399","207","1700","3","4","18","17","25","20","18","20","4","131","164","277","763","574","504","350","344","228","189","3396","2226","4968","11741","11031","8602","5835","4311","1902","906","51519"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1de,Strathpine,"31403","14","17","56","70","97","147","507","319","126","1341","0","9","17","11","26","23","30","10","3","126","106","138","306","273","285","268","214","199","173","1960","1248","2438","5424","5326","4730","4297","3180","1246","499","28373"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1df,Far North,"31501","58","43","102","140","214","477","568","273","72","1944","11","3","18","12","23","38","34","27","12","175","341","496","917","674","600","510","321","101","35","3995","1385","2407","4740","4218","4194","3574","1983","662","166","23343"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1e0,Outback - North,"31502","25","38","73","80","158","271","459","228","69","1398","0","3","14","11","14","19","56","19","15","150","201","272","671","479","545","431","253","112","36","3009","1069","2174","5239","3992","3966","3013","1737","623","158","21966"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1e1,Toowoomba,"31701","55","92","247","250","442","702","2508","2181","1007","7484","9","21","96","104","114","107","70","54","38","617","644","731","1360","1266","1349","1392","1431","1291","983","10453","5005","10099","19426","17909","18875","17459","13872","7868","3431","113933"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1e2,Maryborough,"31905","7","12","52","111","205","412","1244","885","340","3270","0","9","6","14","27","25","29","21","8","131","160","261","514","612","625","775","831","554","197","4533","1157","1941","3834","4776","5878","7379","7068","3128","1006","36161"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1e3,Mitcham,"40303","10","9","39","44","63","115","324","432","415","1441","0","0","16","14","16","32","42","52","23","191","105","141","273","301","362","337","398","389","360","2666","1696","4053","6821","8174","8747","7907","6490","3738","2212","49830"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1e4,Onkaparinga,"40304","33","43","133","155","253","598","1505","1148","785","4643","10","10","32","42","36","50","49","58","29","316","428","504","1116","1174","1241","1349","1465","1166","771","9218","4256","10034","20804","21592","22749","21654","17501","8104","3478","130172"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1e5,Charles Sturt,"40401","26","30","139","187","314","656","1641","2080","1372","6455","4","21","56","90","163","183","225","381","200","1323","278","395","828","778","892","849","876","794","470","6155","2661","7259","15186","13736","15210","13469","10262","6761","3567","88110"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1e6,Port Adelaide - West,"40402","17","28","132","181","284","509","809","848","609","3414","5","12","65","80","146","147","126","160","72","812","182","219","444","441","554","545","606","423","288","3707","1545","3663","8059","7567","8400","7933","5245","2884","1584","46883"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1e7,Campbelltown (SA),"40104","8","12","35","45","66","232","860","1169","547","2970","0","6","32","31","25","50","120","186","102","554","84","97","229","242","300","255","336","411","213","2153","1189","3232","6319","6468","7044","5578","4952","3885","1686","40342"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1e8,Prospect - Walkerville,"40106","10","9","25","24","36","82","175","325","238","919","6","15","29","23","32","28","24","44","19","219","62","101","232","185","209","224","170","135","93","1407","666","2140","4089","3610","3825","3667","2332","1401","787","22531"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1e9,West Torrens,"40403","12","19","55","65","118","241","682","1005","588","2786","4","6","41","41","54","51","67","167","69","510","109","218","573","417","422","393","402","429","506","3471","1496","4942","10509","8136","7734","6467","4965","3812","2211","50276"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ea,Barossa,"40501","11","17","20","37","62","159","487","492","320","1601","0","0","3","0","8","3","16","6","3","45","121","105","179","257","352","371","301","229","152","2070","863","1685","3558","4354","5147","5264","3843","1857","802","27369"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1eb,Lower North,"40502","3","6","26","36","60","147","386","358","268","1292","0","0","0","0","3","9","5","7","0","28","64","55","150","166","264","313","322","208","119","1657","422","884","2117","2340","3151","3696","3022","1456","671","17751"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ec,Mid North,"40503","6","4","34","49","94","226","670","566","328","1978","0","0","5","3","12","16","5","18","8","71","116","84","171","213","311","346","369","287","168","2060","659","1346","2574","2831","3791","4144","3464","1941","826","21570"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ed,Yorke Peninsula,"40504","15","10","43","31","66","182","620","480","294","1737","0","4","0","0","4","10","11","0","3","41","56","65","131","147","258","354","470","357","244","2090","462","874","2067","2157","3288","4305","4393","2268","909","20722"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ee,Adelaide City,"40101","3","20","15","13","23","37","47","59","29","253","3","9","8","7","10","9","9","12","6","71","132","460","675","304","317","265","241","124","95","2607","1323","4669","5192","2370","2129","1991","1755","735","378","20549"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ef,Adelaide Hills,"40102","21","5","38","43","76","154","428","449","337","1555","7","0","6","15","13","13","10","15","16","92","221","195","397","512","604","633","545","350","179","3640","1912","3814","6828","9187","11034","10206","7537","3061","1282","54872"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1f0,Norwood - Payneham - St Peters,"40105","3","8","26","12","33","77","323","635","436","1551","0","3","16","11","17","26","43","89","64","280","49","121","308","218","255","220","215","259","193","1844","731","2654","5470","4560","4596","4140","3305","2298","1309","29068"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1f1,Unley,"40107","9","8","11","14","26","65","210","366","304","1019","0","4","5","12","20","15","24","54","28","167","80","106","245","244","243","284","253","214","296","1962","932","2561","5099","4938","4970","4727","3582","2004","1630","30440"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1f2,Gawler - Two Wells,"40201","8","8","20","51","84","179","460","402","227","1434","0","3","10","6","6","13","15","29","9","91","109","98","228","241","345","351","309","245","152","2080","1005","2149","3890","4181","5204","4412","3162","1894","751","26646"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1f3,Playford,"40202","59","85","324","337","377","651","1035","657","316","3848","12","43","136","234","203","179","120","102","52","1072","372","492","1004","835","919","815","707","731","358","6229","2796","6846","13745","10752","11405","9335","6066","3744","1414","66108"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1f4,Port Adelaide - East,"40203","37","79","193","249","247","405","773","797","506","3285","8","61","212","253","264","211","142","98","65","1316","167","325","949","851","606","526","526","447","320","4720","1595","4667","12655","10169","7970","6673","5258","3118","1611","53728"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1f5,Salisbury,"40204","63","114","485","511","646","974","1821","1333","626","6577","13","86","282","478","593","518","330","276","99","2670","394","469","1180","997","1033","961","969","802","407","7205","3898","9763","20846","18233","17757","15136","11102","5811","2091","104625"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1f6,Tea Tree Gully,"40205","14","13","69","82","115","292","880","871","619","2946","6","6","14","24","29","37","41","45","32","235","163","205","425","454","535","511","577","561","346","3781","2424","5482","11384","12186","13085","12046","9923","5114","2044","73687"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1f7,Burnside,"40103","7","5","10","27","32","50","169","284","216","807","0","0","14","13","5","14","16","31","16","117","86","83","159","204","260","285","314","242","259","1901","1110","2563","3964","5342","6094","5700","5036","2881","1662","34354"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1f8,Eyre Peninsula and South West,"40601","17","20","82","75","147","382","878","815","450","2869","3","5","10","15","22","19","24","30","8","132","251","279","630","602","806","817","692","527","322","4924","1280","2938","6698","6614","8046","7799","5835","3115","1311","43640"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1f9,Outback - North and East,"40602","26","28","58","77","115","215","390","272","112","1291","3","0","18","14","23","27","42","36","11","174","128","311","704","565","593","522","394","222","77","3518","678","1704","4017","3327","3741","3379","2272","1013","338","20462"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1fa,Fleurieu - Kangaroo Island,"40701","5","22","50","51","73","196","652","621","426","2099","6","0","9","19","14","7","15","13","9","82","143","132","262","352","462","626","753","625","439","3790","945","1791","3780","4810","6232","8178","9162","4711","1875","41485"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1fb,Limestone Coast,"40702","23","43","117","139","191","446","1083","1031","578","3653","3","20","63","87","75","54","32","29","14","379","179","240","582","632","785","734","760","570","422","4898","1570","3247","7030","7749","9205","8933","6992","3747","1671","50142"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1fc,Murray and Mallee,"40703","29","41","138","160","258","614","1620","1354","734","4945","4","14","42","58","53","42","66","79","27","383","250","326","695","748","893","891","1018","677","437","5941","1671","3608","7370","7580","9713","10074","8751","4573","1893","55245"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1fd,Augusta - Margaret River - Busselton,"50101","13","11","21","28","38","106","272","379","193","1068","0","13","26","22","18","16","13","9","7","109","180","155","465","587","589","615","535","438","277","3833","1201","1892","5515","7268","6904","6629","5482","2701","1073","38667"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1fe,Bunbury,"50102","34","21","73","121","143","386","811","996","431","3018","4","12","32","28","34","31","37","46","27","250","462","413","1098","1133","1214","1175","1133","856","448","7922","3135","5295","12441","13228","14455","13153","9629","4752","1792","77884"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ff,Manjimup,"50103","3","0","12","18","47","100","220","256","107","768","4","3","8","13","10","6","11","24","11","87","93","79","176","216","358","394","369","279","134","2099","567","815","1883","2526","3412","3846","3092","1381","451","17985"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_200,Mandurah,"50201","25","22","67","120","167","339","895","1058","468","3159","3","13","16","18","37","33","34","31","15","199","308","352","776","814","976","1061","1215","1138","557","7201","2961","5123","10356","11107","12580","12381","12176","7187","2416","76277"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_201,Cottesloe - Claremont,"50301","3","15","18","11","15","38","71","154","157","487","0","0","10","5","7","11","11","19","3","78","187","281","601","427","581","571","510","396","286","3846","2397","5401","6958","7422","9631","8240","6453","3740","1950","52184"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_202,Perth City,"50302","14","28","78","65","94","168","376","575","435","1825","0","13","59","21","38","35","59","116","84","432","310","918","3056","1522","1101","1025","892","646","436","9909","2007","7923","25158","15578","12242","10417","6927","3717","2012","85968"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_203,Bayswater - Bassendean,"50401","14","17","84","151","203","359","675","839","505","2834","0","21","63","57","114","115","108","131","60","673","192","341","955","735","696","692","686","633","524","5460","1951","5052","14192","11895","10379","9216","6778","3983","1803","65253"
