sa3_code16,psn_15_y_over_indig_m,psn_15_y_over_indig_f,psn_15_y_over_indig_p,psn_15_y_over_nonind_m,psn_15_y_over_nonind_f,psn_15_y_over_nonind_p,psn_15_y_over_ind_s_nsm,psn_15_y_over_ind_s_nsf,psn_15_y_over_ind_s_nsp,psn_15_y_over_totm,psn_15_y_over_totf,psn_15_y_over_totp,in_lf_emp_indig_m,in_lf_emp_indig_f,in_lf_emp_indig_p,in_lf_emp_nonind_m,in_lf_emp_nonind_f,in_lf_emp_nonind_p,in_lf_emp_indst_nsm,in_lf_emp_indst_nsf,in_lf_emp_indst_nsp,in_lf_employd_totm,in_lf_employd_totf,in_lf_employd_totp,in_lf_unemp_ind_m,in_lf_unemp_ind_f,in_lf_unemp_ind_p,in_lf_unemp_no_ind_m,in_lf_unemp_no_ind_f,in_lf_unemp_no_ind_p,in_lf_un_indst_nsm,in_lf_un_indst_nsf,in_lf_un_indst_nsp,in_lf_unemp_totm,in_lf_unemp_totf,in_lf_unemp_totp,in_lf_to_lf_ind_m,in_lf_to_lf_ind_f,in_lf_to_lf_ind_p,in_lf_to_la_fo_no_in_m,in_lf_to_la_fo_no_in_f,in_lf_to_la_fo_no_in_p,in_lf_to_l_fo_in_st_nsm,in_lf_to_l_fo_in_st_nsf,in_lf_to_l_fo_in_st_nsp,in_lf_to_lf_totm,in_lf_to_lf_totf,in_lf_to_lf_totp,n_the_lf_indig_m,n_the_lf_indig_f,n_the_lf_indig_p,n_the_lf_no_indig_m,n_the_lf_no_indig_f,n_the_lf_no_indig_p,n_the_lf_indig_st_nsm,n_the_lf_indig_st_nsf,n_the_lf_indig_st_nsp,n_the_lf_totm,n_the_lf_totf,n_the_lf_totp,lf_st_ns_indig_m,lf_st_ns_indig_f,lf_st_ns_indig_p,lf_st_ns_nonind_m,lf_st_ns_nonind_f,lf_st_ns_nonind_p,lf_st_ns_indig_st_nsm,lf_st_ns_indig_st_nsf,lf_st_ns_indig_st_nsp,lf_st_ns_totm,lf_st_ns_totf,lf_st_ns_totp,pcent_unemploy_indig_m,pcent_unemploy_indig_f,pcent_unemploy_indig_p,pcent_unemploy_nonind_m,pcent_unemploy_nonind_f,pcent_unemploy_nonind_p,pcent_unem_indst_nsm,pcent_unemp_indst_nsf,pcent_unemp_indst_nsp,pcent_unemploy_totm,pcent_unemploy_totf,pcent_unemploy_totp,pcent_lf_part_indig_m,pcent_lf_part_indig_f,pcent_lf_part_indig_p,pcent_lf_part_no_indig_m,pcent_lf_part_no_indig_f,pcent_lf_part_no_indig_p,pcent_lf_part_indst_nsm,pcent_lf_part_indst_nsf,pcent_lf_part_indst_nsp,pcent_lf_part_totm,pcent_lf_part_totf,pcent_lf_part_totp,pcent_emp_to_pop_ind_m,pcent_emp_to_pop_ind_f,pcent_emp_to_pop_ind_p,pcent_emp_t_pop_nonind_m,pcent_emp_t_pop_nonind_f,pcent_emp_t_pop_nonind_p,pcent_emp_t_pop_indst_nsm,pcent_emp_t_pop_indst_nsf,pcent_emp_t_pop_indst_nsp,pcent_emp_to_pop_totm,pcent_emp_to_pop_totf,pcent_emp_to_pop_totp,indsec_gov_ind_m,indsec_gov_ind_f,indsec_gov_ind_p,indsec_gov_no_ind_m,indsec_gov_no_ind_f,indsec_gov_no_ind_p,indsec_gov_indst_nsm,indsec_gov_indst_nsf,indsec_gov_indst_nsp,indsec_gov_totm,indsec_gov_totf,indsec_gov_totp,indsec_priv_ind_m,indsec_priv_ind_f,indsec_priv_ind_p,indsec_priv_nonind_m,indsec_priv_nonind_f,indsec_priv_nonind_p,indsec_priv_indst_nsm,indsec_priv_indst_nsf,indsec_priv_indst_nsp,indsec_priv_totm,indsec_priv_totf,indsec_priv_totp,self_employed_ind_m,self_employed_ind_f,self_employed_ind_p,self_employed_nonind_m,self_employed_nonind_f,self_employed_nonind_p,self_employed_ind_status_nsm,self_employed_ind_status_nsf,self_employed_ind_status_nsp,self_employed_totm,self_employed_totf,self_employed_totp,nsq_pgdl_ind_m,nsq_pgdl_ind_f,nsq_pgdl_ind_p,nsq_pgdl_no_ind_m,nsq_pgdl_no_ind_f,nsq_pgdl_no_ind_p,nsq_pgdl_indst_nsm,nsq_pgdl_indst_nsf,nsq_pgdl_indst_nsp,nsq_pgdl_totm,nsq_pgdl_totf,nsq_pgdl_totp,nsq_gd_gcl_ind_m,nsq_gd_gcl_ind_f,nsq_gd_gcl_ind_p,nsq_gd_gcl_no_in_m,nsq_gd_gcl_no_in_f,nsq_gd_gcl_no_in_p,nsq_gd_gcl_in_st_nsm,nsq_gd_gcl_in_st_nsf,nsq_gd_gcl_in_st_nsp,nsq_gd_gcl_totm,nsq_gd_gcl_totf,nsq_gd_gcl_totp,nsq_bdl_ind_m,nsq_bdl_ind_f,nsq_bdl_ind_p,nsq_bdl_no_ind_m,nsq_bdl_no_ind_f,nsq_bdl_no_ind_p,nsq_bdl_indst_nsm,nsq_bdl_indst_nsf,nsq_bdl_indst_nsp,nsq_bdl_totm,nsq_bdl_totf,nsq_bdl_totp,nsq_ad_dl_ind_m,nsq_ad_dl_ind_f,nsq_ad_dl_ind_p,nsq_ad_dl_no_in_m,nsq_ad_dl_no_in_f,nsq_ad_dl_no_in_p,nsq_ad_dl_in_st_nsm,nsq_ad_dl_in_st_nsf,nsq_ad_dl_in_st_nsp,nsq_ad_dl_totm,nsq_ad_dl_totf,nsq_ad_dl_totp,nsq_crt_ii_ind_m,nsq_crt_ii_ind_f,nsq_crt_ii_ind_p,nsq_cer_ii_no_ind_m,nsq_cer_ii_no_ind_f,nsq_cer_ii_no_ind_p,nsq_ce_ii_indst_nsm,nsq_ce_ii_indst_nsf,sa3_name16
50903,280,331,608,7198,6809,14011,842,775,1618,8320,7922,16241,95,78,176,4974,3921,8891,44,40,85,5113,4041,9151,45,44,85,233,154,384,4,3,11,278,193,473,136,125,261,5204,4068,9273,49,42,89,5391,4232,9620,128,194,319,1889,2642,4531,31,48,78,2047,2881,4928,16,15,34,106,97,204,762,688,1449,883,806,1688,33.1,35.2,32.6,4.5,3.8,4.1,8.2,7.1,12.4,5.2,4.6,4.9,48.6,37.4,42.5,72.3,59.8,66.2,5.8,5.4,5.5,64.8,53.4,59.3,33.9,23.4,28.7,69.1,57.6,63.5,5.2,5.1,5.3,61.4,51.0,56.4,14,20,28,446,956,1407,0,3,3,460,981,1440,78,60,139,4456,2925,7376,44,31,77,4575,3015,7593,3,0,3,567,265,825,3,4,7,569,268,838,0,0,0,65,71,135,0,4,3,69,72,141,0,0,0,45,161,209,0,3,3,45,169,213,7,5,13,422,831,1255,0,3,3,433,838,1274,4,15,17,351,659,1017,3,4,9,360,680,1043,3,13,13,88,125,217,0,0,Wheat Belt - South
51001,4568,5087,9655,6985,6624,13605,1360,1356,2721,12921,13063,25984,1307,1325,2639,5573,5324,10898,58,49,111,6938,6700,13639,571,396,962,210,114,330,0,3,0,781,510,1297,1879,1723,3604,5786,5437,11226,55,52,114,7723,7211,14933,2335,2978,5309,1089,1108,2198,36,22,56,3458,4107,7564,358,386,745,115,71,187,1269,1287,2556,1744,1744,3486,30.4,23.0,26.7,3.6,2.1,2.9,0.0,5.8,0.0,10.1,7.1,8.7,41.1,33.9,37.3,82.8,82.2,82.5,4.0,3.8,4.2,59.8,55.2,57.5,28.6,26.0,27.3,79.7,80.5,80.1,4.3,3.6,4.1,53.7,51.3,52.5,197,338,538,1001,1470,2474,7,18,26,1205,1825,3036,1053,948,1998,4519,3797,8317,45,31,77,5620,4777,10400,20,5,31,315,176,489,3,4,5,343,185,521,7,18,26,196,315,510,0,0,0,202,335,536,5,27,31,132,282,410,0,3,3,133,307,447,39,141,183,874,1587,2463,4,18,20,920,1737,2657,67,158,228,606,853,1455,3,4,5,674,1017,1693,114,187,302,79,108,186,0,0,Kimberley
51002,1598,1552,3155,8234,5122,13355,2356,1156,3512,12193,7833,20024,824,555,1383,7499,3891,11392,87,37,123,8412,4489,12899,155,127,285,173,190,363,3,3,3,327,318,649,982,690,1664,7674,4081,11754,87,42,125,8739,4809,13547,528,776,1306,488,993,1478,19,25,43,1031,1792,2827,88,91,179,78,39,118,2251,1089,3340,2417,1224,3648,15.8,18.4,17.1,2.3,4.7,3.1,3.4,7.1,2.4,3.7,6.6,4.8,61.5,44.3,52.8,93.1,79.8,88.0,3.7,3.6,3.6,71.7,61.5,67.7,51.6,35.6,43.9,91.0,76.1,85.3,3.7,3.2,3.5,69.0,57.4,64.4,32,108,147,318,743,1062,0,10,11,353,859,1219,769,437,1202,7148,3125,10270,76,32,110,7992,3588,11579,0,3,3,81,91,171,0,0,0,79,94,172,3,0,5,159,116,271,0,0,0,159,118,273,3,10,10,83,139,222,0,0,0,86,147,231,8,39,50,677,880,1563,5,3,12,695,929,1617,26,62,85,618,615,1231,5,4,9,648,678,1322,30,62,90,80,107,184,0,0,East Pilbara
51003,1423,1188,2612,13205,7523,20727,3054,1084,4141,17674,9794,27474,690,445,1134,12127,5586,17714,110,40,154,12925,6079,18999,153,132,283,271,284,560,7,7,13,430,421,850,836,576,1416,12396,5878,18272,122,47,163,13357,6497,19849,541,582,1122,699,1584,2285,20,21,41,1256,2191,3447,39,31,72,108,63,167,2914,1017,3928,3062,1109,4174,18.3,22.9,20.0,2.2,4.8,3.1,5.7,14.9,8.0,3.2,6.5,4.3,59.0,48.4,54.3,93.9,78.1,88.2,4.0,4.3,3.9,75.6,66.3,72.3,48.7,37.4,43.4,91.9,74.2,85.5,3.6,3.7,3.7,73.1,62.0,69.2,14,57,68,499,1125,1620,6,10,15,521,1186,1706,656,384,1037,11560,4430,15983,104,30,137,12320,4842,17159,0,3,3,109,160,270,0,0,0,108,162,274,0,0,3,310,198,507,0,3,3,314,196,511,3,3,10,102,181,282,0,3,3,102,186,291,12,33,45,1275,1327,2598,10,9,15,1297,1370,2665,23,40,57,1049,903,1949,12,8,16,1079,945,2027,23,36,63,116,193,312,0,0,West Pilbara
51101,194,218,413,5456,5387,10841,793,678,1472,6446,6284,12732,64,65,130,3816,3120,6938,50,36,78,3931,3218,7154,19,16,33,199,121,314,0,3,4,213,136,352,78,82,158,4017,3240,7257,47,35,89,4146,3356,7500,95,122,219,1370,2064,3433,31,42,70,1494,2229,3727,17,14,34,73,80,154,712,607,1320,805,700,1508,24.4,19.5,20.9,5.0,3.7,4.3,0.0,8.6,4.5,5.1,4.1,4.7,41.1,37.6,38.4,73.6,60.2,66.9,5.9,5.1,6.0,64.3,53.4,58.9,33.7,29.8,31.6,69.9,57.9,64.0,6.3,5.3,5.3,61.0,51.2,56.2,7,18,24,312,568,883,4,4,13,321,592,918,57,46,106,3470,2532,6005,42,26,63,3566,2609,6171,3,0,3,346,172,517,0,4,3,346,180,525,0,0,0,54,54,112,0,0,3,58,60,112,0,0,0,47,115,163,0,0,0,43,115,163,3,3,4,335,590,921,4,6,10,341,601,938,5,5,15,300,530,832,0,7,9,306,549,853,5,12,16,60,141,201,0,0,Esperance
51102,404,442,841,3043,2734,5782,498,416,915,3948,3594,7545,143,130,266,2084,1855,3943,30,13,39,2250,2001,4252,58,32,85,107,60,174,0,0,6,165,96,264,195,162,352,2194,1918,4110,30,18,43,2416,2098,4516,184,260,448,794,772,1567,12,9,17,991,1040,2032,24,17,43,59,42,98,461,391,850,537,458,992,29.7,19.8,24.1,4.9,3.1,4.2,0.0,0.0,14.0,6.8,4.6,5.8,48.4,36.9,41.8,72.0,70.2,71.2,6.0,4.3,4.7,61.3,58.3,59.9,35.5,29.6,31.6,68.4,67.9,68.3,6.0,3.1,4.3,57.0,55.6,56.4,26,43,66,290,394,684,3,3,4,319,441,756,115,80,190,1766,1442,3210,20,9,36,1905,1533,3434,4,0,4,183,104,294,3,0,3,188,108,296,4,0,4,38,55,90,0,0,0,35,59,98,0,0,0,24,52,80,0,0,0,24,55,78,0,10,11,235,426,661,3,3,3,244,437,676,11,12,28,202,253,456,0,3,3,213,269,487,15,10,29,31,84,115,0,0,Gascoyne
51103,1508,1700,3206,12896,10959,23860,1983,1375,3354,16387,14029,30412,435,428,867,10202,7279,17482,62,45,107,10698,7755,18451,187,143,332,500,460,956,4,4,12,693,610,1300,626,572,1195,10699,7739,18439,62,51,118,11390,8365,19756,700,947,1645,2052,3135,5185,38,49,89,2800,4126,6920,178,183,361,146,88,228,1877,1272,3146,2198,1538,3738,29.9,25.0,27.8,4.7,5.9,5.2,6.5,7.8,10.2,6.1,7.3,6.6,41.6,33.6,37.3,83.0,70.6,77.3,3.1,3.7,3.5,69.5,59.6,65.0,28.9,25.1,27.1,79.1,66.4,73.3,3.1,3.3,3.2,65.3,55.3,60.7,61,120,183,762,1472,2232,0,7,7,823,1599,2417,361,298,659,9332,5733,15062,55,37,93,9755,6064,15823,7,3,14,252,197,450,0,0,3,261,204,461,3,4,4,307,238,545,0,0,3,311,239,550,3,0,0,120,218,339,0,0,0,123,220,338,10,33,44,965,1397,2368,3,5,12,984,1434,2415,17,46,66,736,969,1704,3,7,10,763,1017,1783,12,31,38,120,223,345,0,3,Goldfields
51104,1650,1778,3428,18299,17740,36041,2130,1755,3888,22083,21271,43355,514,542,1057,11876,10227,22099,82,81,164,12474,10847,23322,231,164,395,1014,637,1654,15,4,24,1261,806,2070,748,705,1449,12891,10861,23752,99,88,192,13738,11653,25387,841,1000,1842,5147,6620,11772,88,86,173,6078,7708,13791,67,70,135,263,259,515,1944,1579,3521,2269,1904,4177,30.9,23.3,27.3,7.9,5.9,7.0,15.2,4.5,12.5,9.2,6.9,8.2,45.2,39.7,42.3,70.4,61.2,65.9,4.6,5.0,4.9,62.2,54.8,58.6,31.0,30.5,30.9,64.9,57.6,61.3,3.8,4.6,4.2,56.5,51.0,53.8,71,133,207,1262,2225,3492,3,10,17,1340,2373,3710,430,392,825,10491,7911,18402,79,67,144,10998,8369,19365,16,12,29,824,465,1283,11,3,14,844,477,1327,3,3,8,258,232,490,0,0,0,263,234,499,0,7,14,153,389,547,0,3,3,157,404,559,13,51,66,1082,2071,3153,6,15,13,1103,2132,3234,34,81,115,1143,1741,2882,8,7,15,1182,1829,3011,32,57,89,231,395,626,0,0,Mid West
60101,455,507,963,5397,5871,11268,414,448,866,6268,6827,13092,189,188,375,3259,3188,6448,54,32,83,3499,3409,6907,44,35,77,304,198,500,5,0,10,352,234,588,230,226,460,3561,3390,6953,55,35,91,3849,3643,7497,209,277,483,1775,2409,4176,27,49,80,2011,2734,4740,16,12,27,66,76,138,323,367,694,407,448,859,19.1,15.5,16.7,8.5,5.8,7.2,9.1,0.0,11.0,9.1,6.4,7.8,50.5,43.9,47.4,65.9,57.7,61.7,13.6,7.8,10.5,61.4,53.4,57.2,41.5,36.5,38.7,60.3,54.3,57.2,13.3,7.1,9.6,55.8,49.9,52.7,16,32,48,362,544,904,0,4,8,382,576,957,171,158,326,2864,2612,5480,44,26,75,3082,2798,5878,10,6,15,209,95,305,4,3,7,219,102,326,0,3,3,33,56,89,0,0,0,33,65,93,0,4,4,33,58,94,0,0,0,33,64,100,8,10,20,217,349,566,0,0,0,222,366,589,7,19,26,285,420,704,0,3,5,290,440,732,3,24,29,75,144,212,0,3,Brighton
60102,659,641,1304,19003,20774,39783,978,1062,2041,20637,22479,43120,316,322,637,11200,11515,22722,67,83,147,11583,11922,23506,45,26,74,692,516,1200,3,12,18,738,556,1291,362,349,710,11890,12033,23922,73,96,165,12320,12475,24795,292,284,580,6972,8554,15522,88,119,213,7353,8956,16316,12,9,16,140,192,332,818,850,1668,963,1048,2014,12.4,7.4,10.4,5.8,4.3,5.0,4.1,12.5,10.9,6.0,4.5,5.2,54.4,54.4,54.4,62.6,57.9,60.1,7.5,9.0,8.1,59.7,55.5,57.5,47.4,50.2,48.8,58.9,55.4,57.1,6.8,7.8,7.2,56.1,53.0,54.5,49,60,108,2127,3060,5194,6,10,19,2180,3139,5323,266,249,513,8985,8371,17354,49,69,118,9295,8696,17990,12,17,30,857,467,1324,7,4,13,878,489,1363,4,16,21,658,759,1417,6,3,3,664,773,1436,0,9,9,370,641,1012,0,0,3,373,650,1027,31,44,77,2263,3287,5552,3,17,23,2297,3354,5650,30,41,70,1686,1997,3683,10,17,26,1720,2059,3786,11,19,23,162,327,484,0,4,Hobart - North East
60103,786,905,1689,18619,20262,38884,1381,1475,2859,20790,22642,43428,366,423,790,10677,10200,20878,92,92,190,11140,10718,21859,81,50,135,1042,674,1718,14,4,21,1147,727,1872,451,477,930,11722,10870,22593,110,94,211,12283,11446,23730,324,407,726,6672,9098,15767,125,138,266,7116,9643,16759,13,19,39,226,296,525,1147,1236,2385,1391,1555,2945,18.0,10.5,14.5,8.9,6.2,7.6,12.7,4.3,10.0,9.3,6.4,7.9,57.2,52.8,54.9,63.0,53.6,58.1,8.0,6.4,7.4,59.1,50.5,54.6,46.4,46.8,46.6,57.3,50.3,53.7,6.7,6.3,6.6,53.6,47.3,50.3,39,68,107,1403,2119,3524,4,14,18,1443,2201,3645,324,353,670,9137,7978,17118,90,78,168,9548,8408,17953,11,13,20,743,342,1086,0,3,6,753,360,1110,4,4,9,323,399,725,0,0,0,324,410,732,5,4,10,169,342,511,0,0,0,173,345,519,18,45,57,1171,1721,2888,3,14,11,1192,1772,2960,23,56,80,1092,1511,2601,12,11,19,1124,1582,2702,11,43,53,221,447,670,0,3,Hobart - North West
60104,372,399,774,11380,12865,24239,575,590,1165,12329,13852,26181,242,244,489,7239,7334,14568,56,50,109,7537,7626,15165,18,19,36,420,356,771,3,3,6,438,372,812,263,260,523,7658,7685,15344,62,54,118,7975,8003,15980,107,136,244,3624,5065,8689,44,70,109,3774,5269,9043,0,4,9,96,115,215,474,461,935,572,584,1158,6.8,7.3,6.9,5.5,4.6,5.0,4.8,5.6,5.1,5.5,4.6,5.1,71.1,65.0,67.4,67.3,59.7,63.3,10.7,9.2,10.2,64.7,57.8,61.0,65.4,61.0,63.0,63.6,57.0,60.1,9.7,8.5,9.4,61.2,55.0,57.9,28,54,89,1449,1992,3437,7,14,15,1488,2056,3542,205,182,388,5750,5299,11041,50,42,87,6001,5522,11518,15,3,16,687,451,1131,4,4,10,704,454,1157,5,3,15,719,784,1507,6,6,15,732,798,1529,0,13,14,244,493,735,0,4,3,247,508,752,11,28,44,1918,2674,4585,8,15,23,1939,2719,4656,14,48,65,1050,1423,2474,8,12,18,1076,1474,2546,7,18,28,98,195,291,0,0,Hobart - South and West
60105,268,270,536,19272,20853,40131,1348,1303,2649,20895,22426,43315,136,156,292,11917,12004,23915,60,56,116,12115,12215,24327,25,9,33,942,751,1697,10,8,15,979,766,1745,167,165,328,12853,12754,25608,67,62,133,13094,12980,26066,97,110,204,6293,7974,14264,74,76,146,6461,8158,14621,3,0,3,131,129,258,1206,1158,2372,1338,1288,2632,15.0,5.5,10.1,7.3,5.9,6.6,14.9,12.9,11.3,7.5,5.9,6.7,62.5,60.0,61.3,66.7,61.1,63.8,5.0,4.8,5.0,62.7,57.9,60.2,50.9,56.7,54.6,61.8,57.6,59.6,4.5,4.3,4.4,58.0,54.5,56.2,34,34,70,2751,3568,6323,13,12,25,2799,3617,6419,101,116,217,9081,8356,17438,45,42,89,9224,8516,17740,12,8,21,915,711,1631,3,0,4,934,723,1658,11,15,25,2237,2331,4566,7,7,18,2259,2352,4611,3,11,14,663,1126,1786,0,3,4,667,1135,1805,38,37,77,4847,5830,10682,24,27,49,4912,5894,10807,13,22,39,1547,1948,3497,4,10,18,1570,1978,3554,3,13,12,166,179,343,0,5,Hobart Inner
60106,236,202,438,5794,6085,11882,393,410,806,6422,6703,13123,123,101,227,3485,3364,6845,30,26,56,3634,3493,7131,21,17,33,254,182,437,3,0,3,275,199,477,143,121,265,3734,3544,7281,31,28,60,3909,3693,7605,86,76,159,1997,2471,4464,26,31,62,2110,2576,4684,3,4,13,62,74,138,330,356,685,397,437,831,14.7,14.0,12.5,6.8,5.1,6.0,9.7,0.0,5.0,7.0,5.4,6.3,61.6,60.2,60.6,64.5,58.2,61.3,8.0,6.7,7.4,60.9,55.1,58.0,53.0,50.2,51.9,60.2,55.2,57.6,7.8,6.3,6.9,56.6,52.1,54.4,11,19,31,455,691,1147,6,7,9,466,712,1186,108,82,191,2999,2649,5644,28,21,47,3129,2748,5878,11,3,20,365,192,555,3,0,3,379,196,571,4,0,3,115,129,239,0,0,0,116,129,243,0,0,0,53,118,166,0,0,0,53,121,172,6,10,17,396,658,1050,0,5,3,404,672,1071,11,14,27,387,634,1021,5,6,10,403,649,1051,0,11,10,60,136,200,0,3,Sorell - Dodges Ferry
60201,849,910,1761,28725,31701,60425,2069,2253,4317,31642,34863,66510,410,415,828,17049,16758,33803,103,102,212,17560,17275,34836,103,69,173,1566,1160,2723,14,7,23,1680,1237,2918,510,488,999,18609,17911,36522,125,109,230,19238,18514,37750,318,409,730,9823,13444,23270,148,210,363,10295,14069,24362,24,16,39,291,343,631,1797,1931,3724,2110,2283,4391,20.2,14.1,17.3,8.4,6.5,7.5,11.2,6.4,10.0,8.7,6.7,7.7,59.9,53.5,56.5,64.8,56.5,60.4,6.0,4.8,5.3,60.8,53.1,56.8,48.1,45.5,46.8,59.4,52.9,55.9,5.0,4.5,4.9,55.5,49.5,52.4,49,72,115,2075,3537,5611,11,20,33,2128,3629,5762,351,345,695,14801,13085,27885,86,81,173,15242,13503,28750,10,6,14,1090,639,1730,4,6,4,1103,649,1755,10,11,16,940,956,1891,3,7,5,947,968,1914,3,9,8,395,664,1065,0,3,3,402,677,1074,38,42,81,3068,4764,7836,9,19,36,3119,4826,7950,25,60,84,2016,2732,4750,11,20,26,2053,2814,4867,19,53,68,306,620,930,0,3,Launceston
60202,197,220,408,8312,8643,16952,665,631,1294,9171,9488,18665,97,92,191,4647,4273,8921,51,30,82,4801,4394,9196,12,15,30,357,252,608,12,0,11,378,270,648,112,106,223,5000,4524,9523,60,31,89,5179,4663,9842,73,103,175,3192,3990,7185,66,68,137,3333,4162,7497,4,8,7,118,132,248,543,528,1068,660,668,1326,10.7,14.2,13.5,7.1,5.6,6.4,20.0,0.0,12.4,7.3,5.8,6.6,59.3,48.8,55.1,60.2,52.3,56.2,9.0,4.9,6.9,56.5,49.1,52.7,51.3,42.4,47.2,55.9,49.4,52.6,7.6,4.8,6.3,52.3,46.3,49.3,6,10,18,379,718,1097,0,3,3,387,731,1120,94,80,169,4217,3519,7731,45,31,71,4355,3620,7976,5,3,11,523,255,784,3,3,3,535,262,797,0,4,7,168,181,347,0,0,0,165,185,355,0,0,0,72,181,250,3,0,3,69,182,257,0,10,9,576,1039,1613,0,7,5,582,1050,1635,10,8,15,572,842,1411,7,12,17,590,855,1449,0,4,5,75,196,274,0,0,Meander Valley - West Tamar
60203,426,443,864,13853,13825,27673,1198,1118,2310,15469,15381,30849,185,190,377,7456,6458,13915,63,66,130,7709,6718,14426,41,32,70,646,527,1172,12,4,18,701,563,1265,228,219,447,8104,6986,15093,80,71,151,8409,7282,15688,179,212,393,5545,6619,12170,100,93,195,5825,6930,12755,14,3,18,197,222,414,1019,946,1966,1230,1174,2402,18.0,14.6,15.7,8.0,7.5,7.8,15.0,5.6,11.9,8.3,7.7,8.1,54.2,50.5,52.1,58.5,50.5,54.5,6.7,6.4,6.5,54.4,47.3,50.9,43.9,43.8,43.9,53.8,46.7,50.3,5.3,5.9,5.6,49.9,43.7,46.8,20,38,62,619,1094,1709,3,7,11,639,1145,1787,160,145,305,6748,5289,12033,59,58,119,6970,5489,12455,18,5,21,755,355,1110,5,4,11,774,366,1144,3,4,11,219,266,478,0,3,3,221,272,491,0,3,0,98,204,301,0,3,3,99,210,304,6,17,28,768,1437,2211,4,16,20,781,1476,2257,12,38,50,756,1205,1965,8,12,19,777,1253,2037,12,16,26,149,309,454,5,4,North East
60301,201,217,417,4275,3840,8120,358,299,655,4836,4352,9191,94,97,191,2429,1961,4393,37,16,53,2560,2074,4639,8,9,18,176,128,303,5,3,10,191,136,331,106,101,206,2606,2089,4694,43,21,62,2752,2214,4968,86,106,186,1595,1681,3279,24,30,59,1705,1815,3523,7,11,18,72,76,145,295,243,534,378,324,701,7.5,8.9,8.7,6.8,6.1,6.5,11.6,14.3,16.1,6.9,6.1,6.7,53.3,46.3,50.2,61.0,54.3,57.8,11.9,7.1,9.5,56.9,50.9,54.0,47.2,44.5,46.6,56.8,51.0,54.1,10.2,5.4,8.1,52.9,47.6,50.5,9,13,19,234,373,605,3,3,3,247,390,629,84,81,165,2158,1552,3710,30,19,52,2271,1653,3927,14,7,17,236,103,333,0,0,0,249,106,349,0,0,0,51,64,120,0,0,0,55,67,124,0,3,3,23,52,76,0,0,0,29,53,84,0,3,3,193,315,516,4,3,3,202,323,522,3,12,12,228,290,521,0,0,3,235,300,538,0,9,10,42,94,137,0,0,Central Highlands (Tas.)
60302,530,559,1088,6832,6804,13637,543,542,1086,7906,7912,15817,303,287,593,3586,3271,6854,49,44,88,3939,3597,7543,31,25,55,257,187,440,4,3,5,285,216,504,333,318,646,3841,3459,7296,57,47,98,4228,3817,8048,192,230,427,2914,3263,6182,46,73,118,3153,3570,6724,11,7,16,72,88,159,442,429,870,524,522,1047,9.3,7.9,8.5,6.7,5.4,6.0,7.0,6.4,5.1,6.7,5.7,6.3,62.1,57.3,59.3,56.3,50.8,53.5,10.5,8.6,9.0,53.5,48.3,50.9,56.5,51.7,54.5,52.5,48.0,50.3,9.0,8.0,8.1,49.8,45.5,47.7,34,50,86,431,733,1168,0,7,10,472,786,1261,264,243,500,3122,2498,5618,47,34,77,3427,2771,6199,31,3,32,483,285,770,6,0,11,518,290,812,0,5,6,265,276,541,3,3,4,268,284,553,8,3,5,117,193,313,0,0,0,120,199,321,11,21,31,692,1101,1791,4,9,19,705,1133,1837,10,34,45,595,770,1363,5,9,14,614,810,1421,5,18,29,77,123,200,0,5,Huon - Bruny Island
60303,103,116,225,2633,2493,5125,273,271,542,3006,2881,5887,49,40,89,1219,1094,2313,17,9,26,1286,1147,2435,4,5,12,91,46,135,0,0,0,100,50,148,59,48,100,1314,1137,2446,17,9,26,1386,1196,2575,40,65,106,1269,1296,2567,22,16,36,1330,1382,2716,6,3,8,57,57,110,236,245,478,296,299,599,6.8,10.4,12.0,6.9,4.0,5.5,0.0,0.0,0.0,7.2,4.2,5.7,56.2,41.4,46.7,49.8,45.7,47.7,6.2,3.3,4.8,46.0,41.6,43.7,46.7,34.5,41.6,46.2,43.9,45.1,6.2,3.3,4.8,42.7,39.9,41.3,8,6,13,140,194,336,0,4,4,147,199,347,44,34,79,1058,888,1949,18,8,26,1117,937,2054,6,3,5,181,84,264,0,0,0,186,81,269,0,0,0,52,60,117,0,0,0,52,60,117,0,0,0,23,47,73,0,0,0,22,50,69,0,3,3,192,259,451,0,0,0,190,269,457,3,8,8,204,276,482,3,3,4,210,285,496,0,7,13,17,44,62,0,0,South East Coast
