yr,est_p_inc_emply_inc_num,est_p_inc_emply_inc_med_age_yrs,est_p_inc_tot_emply_inc_aud,est_p_inc_med_emply_inc_aud,est_p_inc_avg_emply_inc_aud,est_p_inc_emply_inc_mn_src_inc_pr100,est_p_inc_own_unincorportd_bsns_inc_num,est_p_inc_own_unincorportd_bsns_inc_med_age_yrs,est_p_inc_tot_own_unincorportd_bsns_inc_aud,est_p_inc_med_own_unincorportd_bsns_inc_aud,est_p_inc_avg_own_unincorportd_bsns_inc_aud,est_p_inc_own_unincorportd_bsns_inc_mn_src_inc_pr100,est_p_inc_investment_inc_num,est_p_inc_investment_inc_med_age_yrs,est_p_inc_tot_investment_inc_aud,est_p_inc_med_investment_inc_aud,est_p_inc_avg_investment_inc_aud,est_p_inc_investment_inc_mn_src_inc_pr100,est_p_inc_super_annuity_inc_num,est_p_inc_super_annuity_inc_med_age_yrs,est_p_inc_tot_super_annuity_inc_aud,est_p_inc_med_super_annuity_inc_aud,est_p_inc_avg_super_annuity_inc_aud,est_p_inc_super_annuity_inc_mn_src_inc_pr100,est_p_inc_tot_inc_excl_gov_pnsn_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_med_age_yrs,est_p_inc_tot_inc_excl_gov_pnsn_aud,est_p_inc_med_tot_inc_excl_gov_pnsn_aud,est_p_inc_avg_tot_inc_excl_gov_pnsn_aud,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p20_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p20_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p10_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_gini_coefficient_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_1_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_5_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_10_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_loest_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_second_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_third_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_hi_quartile_pr100,gcg_rptd_by_taxpayers_gcg_p_num,gcg_rptd_by_taxpayers_gcg_amount_audm,gcg_rptd_by_taxpayers_gcg_med_aud,gcg_rptd_by_taxpayers_gcg_avg_aud,slct_gov_pnsn_alwn_age_pension_centrelink_num,slct_gov_pnsn_alwn_age_pension_dva_num,slct_gov_pnsn_alwn_pension_dva_num,slct_gov_pnsn_alwn_inc_supp_supplement_dva_num,slct_gov_pnsn_alwn_carer_payment_num,slct_gov_pnsn_alwn_carer_alloance_num,slct_gov_pnsn_alwn_dsblty_supp_pension_num,slct_gov_pnsn_alwn_newstart_alloance_num,slct_gov_pnsn_alwn_prnting_payment_single_num,slct_gov_pnsn_alwn_prnting_payment_prtred_num,slct_gov_pnsn_alwn_yth_alloance_full_time_studts_aprtc_num,slct_gov_pnsn_alwn_yth_alloance_oth_num,slct_gov_pnsn_alwn_fam_tax_bft_num,slct_gov_pnsn_alwn_fam_tax_bft_b_num,slct_gov_pnsn_alwn_commonwealth_rent_asst_num,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1_aud499wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud500_aud999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1000_aud1999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud2000_aud2999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud3000_plswk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_nil_inc_pr100,tot_p_inc_wk_p_ov_15_yrs_p_negative_inc_pr100,eq_t_hs_inc_fam_lone_grp_hslds_med_eq_t_hs_inc_wk_aud,sa3_code16,sa3_name16,ogc_fid
2015,3447.0,40.0,163659823.0,36125.0,47479.0,86.0,363.0,50.0,5375818.0,9947.0,14809.0,6.0,1516.0,46.0,4359979.0,89.0,2876.0,5.6,85.0,58.0,2929234.0,24048.0,34462.0,1.9,2969.0,43.0,159453227.0,44170.0,53706.0,5.49,1.95,0.35,0.17,0.456,5.1,17.0,28.6,27.8,24.5,23.1,24.6,73.0,3.6,3241.0,49190.0,565.0,,36.0,4.0,138.0,,1129.0,2328.0,351.0,,,438.0,2176.0,1996.0,,,,,,,,,,70203,Daly - Tiwi - West Arnhem,661
2016,3094.0,40.0,155191385.0,40551.0,50159.0,86.0,344.0,51.0,6483236.0,5775.0,18847.0,6.0,1469.0,46.0,4163171.0,62.0,2834.0,6.4,74.0,60.0,2541803.0,27683.0,34349.0,1.8,2839.0,43.0,154396988.0,43658.0,54384.0,5.57,1.98,0.36,0.17,0.466,6.3,18.0,29.3,27.5,25.6,23.9,23.0,63.0,2.5,5360.0,38947.0,592.0,,35.0,,177.0,,1056.0,2168.0,362.0,,,346.0,2192.0,1972.0,,47.7,13.0,11.3,2.9,1.0,5.9,0.7,525.0,70203,Daly - Tiwi - West Arnhem,662
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.0,,34.0,,175.0,266.0,1024.0,2466.0,351.0,645.0,,369.0,2163.0,1863.0,175.0,,,,,,,,,70203,Daly - Tiwi - West Arnhem,663
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.0,,,,192.0,271.0,986.0,2541.0,331.0,630.0,,349.0,2072.0,1770.0,162.0,,,,,,,,,70203,Daly - Tiwi - West Arnhem,664
2011,688.0,44.0,42536204.0,65269.0,61826.0,87.0,94.0,50.0,4207676.0,25354.0,44763.0,6.5,499.0,46.0,3461244.0,1215.0,6936.0,5.4,,,,,,,718.0,45.0,49177667.0,66639.0,68493.0,2.85,1.41,0.5,0.26,0.33,4.9,14.2,22.9,11.4,13.8,26.6,48.3,26.0,0.6,14458.0,23085.0,,,,,,,,,,,,,,,,,,,,,,,1183.0,90101,Christmas Island,665
2012,695.0,44.0,47368627.0,68444.0,68156.0,86.0,93.0,51.0,3574797.0,14299.0,38439.0,5.7,555.0,45.0,4454369.0,1317.0,8026.0,7.0,,,,,,,731.0,45.0,54680471.0,71902.0,74802.0,2.45,1.42,0.58,0.31,0.313,4.5,13.6,22.2,9.1,12.0,28.8,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,90101,Christmas Island,666
2013,730.0,43.0,53089997.0,72528.0,72726.0,85.0,101.0,50.0,4228412.0,19920.0,41865.0,6.6,546.0,46.0,5411686.0,1031.0,9912.0,7.3,,,,,,,768.0,44.0,61446530.0,76269.0,80009.0,3.03,1.5,0.49,0.24,0.34,4.7,13.8,22.9,12.1,12.0,24.3,51.6,27.0,1.0,3470.0,38234.0,,,,,,,,,,,,,36.0,34.0,,,,,,,,,,90101,Christmas Island,667
2014,762.0,43.0,55832990.0,73323.0,73272.0,86.0,92.0,51.0,4496534.0,24476.0,48875.0,6.0,578.0,47.0,4701484.0,985.0,8134.0,7.5,,,,,,,797.0,45.0,64025196.0,78411.0,80333.0,3.02,1.45,0.48,0.25,0.331,4.6,13.3,22.2,11.6,14.1,22.4,52.0,23.0,0.3,802.0,12218.0,,,,,,,,,,,,,31.0,33.0,,,,,,,,,,90101,Christmas Island,668
2015,26351.0,34.0,1214045999.0,37424.0,46072.0,76.0,3815.0,40.0,74622590.0,12583.0,19560.0,7.9,20025.0,41.0,134110073.0,315.0,6697.0,14.8,597.0,59.0,14146855.0,16573.0,23697.0,1.1,28800.0,38.0,1380053548.0,37265.0,47919.0,5.43,1.96,0.36,0.16,0.475,7.4,20.4,31.9,33.1,26.6,23.0,17.3,1847.0,49.9,3277.0,26997.0,3652.0,10.0,235.0,93.0,356.0,,1084.0,1395.0,356.0,,731.0,209.0,3551.0,3043.0,,,,,,,,,,30306,Sunnybank,605
2015,757.0,44.0,55903219.0,75647.0,73848.0,85.0,110.0,51.0,3752607.0,11819.0,34115.0,6.8,588.0,47.0,4029193.0,912.0,6852.0,7.5,,,,,,,802.0,46.0,62118295.0,78399.0,77454.0,3.2,1.45,0.45,0.24,0.32799999999999996,3.6,12.3,21.1,13.9,12.5,23.3,50.3,36.0,1.1,3640.0,31820.0,59.0,,,,,,,,,,,,31.0,31.0,,,,,,,,,,90101,Christmas Island,669
2016,476.0,40.0,34912617.0,71798.0,73346.0,86.0,64.0,51.0,1429569.0,4726.0,22337.0,5.7,381.0,42.0,2035276.0,196.0,5342.0,7.3,,,,,,,479.0,41.0,36225030.0,74249.0,75626.0,3.83,1.55,0.4,0.17,0.366,,12.2,22.2,15.7,16.4,22.6,45.3,23.0,0.3,4307.0,13722.0,68.0,,,,,,,10.0,,,,,25.0,23.0,,9.8,11.6,29.0,9.0,2.2,7.4,0.6,1336.0,90101,Christmas Island,670
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,6.0,6.0,16.0,,,,,25.0,27.0,9.0,,,,,,,,,90101,Christmas Island,671
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,12.0,8.0,11.0,,,,,28.0,26.0,9.0,,,,,,,,,90101,Christmas Island,672
2011,18579.0,41.0,914869736.0,38250.0,49242.0,76.0,4507.0,52.0,56114128.0,4158.0,12450.0,9.1,14040.0,49.0,68014825.0,325.0,4844.0,12.5,606.0,58.0,13973360.0,16786.0,23058.0,1.5,21463.0,45.0,1037363504.0,37354.0,48333.0,6.41,2.14,0.33,0.12,0.491,5.7,18.5,31.0,27.6,26.3,21.3,24.8,1295.0,44.2,2926.0,34153.0,,,,,,,,,,,,,,,,,,,,,,,603.0,10303,Lithgow - Mudgee,673
2012,19057.0,41.0,1010311401.0,40906.0,53015.0,77.0,4541.0,52.0,51808138.0,3347.0,11409.0,8.5,14981.0,49.0,79888455.0,302.0,5333.0,12.5,649.0,58.0,14943891.0,17294.0,23026.0,1.5,21853.0,45.0,1134750136.0,39486.0,51927.0,6.23,2.13,0.34,0.13,0.493,6.3,19.1,31.6,27.9,25.8,21.1,25.2,1057.0,27.8,2211.0,26284.0,,7.0,336.0,194.0,,,,,,,,,,,,,,,,,,,,10303,Lithgow - Mudgee,674
2013,19484.0,41.0,1061019576.0,41913.0,54456.0,77.0,4591.0,52.0,38864613.0,2236.0,8465.0,8.0,15297.0,49.0,81505300.0,309.0,5328.0,13.2,638.0,58.0,14565953.0,16648.0,22831.0,1.5,22085.0,45.0,1167485977.0,40090.0,52863.0,6.34,2.18,0.34,0.12,0.498,5.9,18.7,31.3,29.0,26.0,20.2,24.8,1241.0,36.7,2385.0,29596.0,,5.0,310.0,174.0,,,,,,,,,3237.0,3015.0,,,,,,,,,,10303,Lithgow - Mudgee,675
2014,19590.0,42.0,1098007054.0,42866.0,56049.0,76.0,4580.0,53.0,42974279.0,2537.0,9383.0,8.3,15433.0,49.0,83808923.0,305.0,5431.0,13.2,675.0,58.0,18177086.0,16758.0,26929.0,1.6,22122.0,46.0,1205623362.0,41013.0,54499.0,6.35,2.16,0.34,0.11,0.503,6.3,19.4,32.2,29.2,25.9,20.7,24.2,1303.0,54.9,2695.0,42113.0,,5.0,296.0,153.0,,,,,,,,,3113.0,2944.0,,,,,,,,,,10303,Lithgow - Mudgee,676
2015,19868.0,42.0,1113150978.0,43665.0,56027.0,75.0,4746.0,53.0,55078006.0,4186.0,11605.0,9.4,15400.0,49.0,84036334.0,298.0,5457.0,13.0,685.0,58.0,20774666.0,17146.0,30328.0,1.8,22305.0,46.0,1218277323.0,41919.0,54619.0,6.09,2.1,0.35,0.12,0.496,6.2,19.0,31.7,28.7,26.7,21.0,23.7,1372.0,40.2,3596.0,29271.0,6798.0,7.0,283.0,138.0,716.0,,2548.0,2016.0,738.0,,155.0,363.0,3128.0,2913.0,,,,,,,,,,10303,Lithgow - Mudgee,677
2016,26737.0,34.0,1264406785.0,38460.0,47291.0,75.0,4140.0,39.0,79340193.0,12721.0,19164.0,8.2,20696.0,40.0,137766800.0,265.0,6657.0,14.9,547.0,59.0,11944151.0,16773.0,21836.0,1.0,29774.0,37.0,1432090849.0,37010.0,48099.0,5.64,1.99,0.35,0.15,0.48100000000000004,7.7,20.7,32.1,33.3,27.1,22.8,16.9,1846.0,55.0,2988.0,29812.0,3703.0,10.0,217.0,90.0,359.0,,1029.0,1411.0,342.0,,714.0,183.0,3506.0,2866.0,,28.5,24.0,19.8,3.4,1.5,15.7,0.8,796.0,30306,Sunnybank,606
2016,19737.0,42.0,1122056599.0,45305.0,56850.0,75.0,4707.0,52.0,56749027.0,4603.0,12056.0,9.8,15336.0,49.0,85952541.0,237.0,5605.0,13.0,677.0,58.0,17123589.0,18058.0,25293.0,1.7,22215.0,46.0,1225530993.0,42964.0,55167.0,6.13,2.06,0.34,0.11,0.491,6.1,18.8,31.4,28.7,26.2,21.8,23.3,1342.0,41.7,3218.0,31086.0,6965.0,6.0,265.0,122.0,745.0,,2423.0,1965.0,720.0,,141.0,302.0,3164.0,2690.0,,34.2,22.2,15.8,4.4,2.2,6.8,0.5,682.0,10303,Lithgow - Mudgee,678
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6839.0,8.0,251.0,120.0,747.0,1529.0,2363.0,1861.0,701.0,205.0,116.0,293.0,3029.0,2435.0,3242.0,,,,,,,,,10303,Lithgow - Mudgee,679
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6792.0,,,,800.0,1559.0,2398.0,1813.0,635.0,179.0,99.0,269.0,2881.0,2301.0,3183.0,,,,,,,,,10303,Lithgow - Mudgee,680
2011,31711.0,38.0,1678754656.0,44519.0,52939.0,83.0,3652.0,48.0,71230748.0,7858.0,19505.0,5.1,23358.0,44.0,105171758.0,233.0,4503.0,10.3,1030.0,57.0,21943324.0,14400.0,21304.0,1.2,34507.0,41.0,1852972214.0,43752.0,53698.0,5.22,1.9,0.36,0.15,0.451,6.4,18.3,29.5,23.2,23.4,24.7,28.8,1806.0,40.8,1940.0,22569.0,,,,,,,,,,,,,,,,,,,,,,,779.0,10602,Maitland,681
2012,33350.0,38.0,1892086785.0,47223.0,56734.0,84.0,3629.0,48.0,67311571.0,6733.0,18548.0,4.7,24496.0,44.0,123498939.0,225.0,5042.0,9.9,1040.0,57.0,23621555.0,15077.0,22713.0,1.2,35739.0,41.0,2070986067.0,46572.0,57948.0,4.97,1.91,0.38,0.16,0.452,6.9,18.6,29.8,22.5,23.9,24.1,29.5,1583.0,36.8,1551.0,23272.0,,15.0,382.0,209.0,,,,,,,,,,,,,,,,,,,,10602,Maitland,682
2013,34399.0,38.0,1999446688.0,48036.0,58125.0,84.0,3664.0,48.0,71503781.0,8280.0,19515.0,4.9,24762.0,45.0,109995788.0,220.0,4442.0,9.8,1009.0,57.0,24076376.0,14592.0,23862.0,1.1,36192.0,41.0,2154451059.0,48402.0,59528.0,4.82,1.9,0.39,0.18,0.441,6.0,17.6,28.8,22.5,23.9,24.4,29.2,1862.0,36.1,1292.0,19385.0,,16.0,371.0,212.0,,,,,,,,,4939.0,4699.0,,,,,,,,,,10602,Maitland,683
2014,35224.0,39.0,2065513181.0,48957.0,58639.0,84.0,3764.0,48.0,71112531.0,7649.0,18893.0,4.8,25005.0,45.0,121578632.0,210.0,4862.0,9.9,1090.0,57.0,26721877.0,16053.0,24515.0,1.3,37032.0,41.0,2222834816.0,48733.0,60025.0,4.78,1.89,0.4,0.17,0.444,6.4,18.0,29.2,22.9,24.2,24.8,28.1,1993.0,57.7,2361.0,28975.0,,14.0,340.0,205.0,,,,,,,,,5102.0,4830.0,,,,,,,,,,10602,Maitland,684
2015,36683.0,39.0,2188363877.0,49665.0,59656.0,83.0,3976.0,47.0,73670071.0,8036.0,18529.0,5.1,25849.0,45.0,117223202.0,202.0,4535.0,9.9,1118.0,57.0,31424751.0,16377.0,28108.0,1.4,38148.0,41.0,2307037401.0,49381.0,60476.0,4.75,1.87,0.39,0.17,0.444,6.2,18.1,29.4,23.2,24.3,25.2,27.3,2076.0,53.1,3103.0,25578.0,7544.0,17.0,334.0,178.0,957.0,,3190.0,2286.0,1252.0,,430.0,536.0,5372.0,5011.0,,,,,,,,,,10602,Maitland,685
2016,37633.0,38.0,2272572972.0,51025.0,60388.0,83.0,4113.0,47.0,80262768.0,9054.0,19514.0,5.3,26602.0,45.0,119646588.0,155.0,4498.0,9.9,1134.0,57.0,29605261.0,16138.0,26107.0,1.4,39384.0,41.0,2388846753.0,50107.0,60655.0,4.73,1.87,0.39,0.16,0.44,5.9,17.6,28.8,22.8,24.8,25.7,26.7,1972.0,39.6,2386.0,20106.0,7870.0,15.0,332.0,170.0,967.0,,3191.0,2300.0,1258.0,,442.0,455.0,5438.0,4633.0,,30.4,24.8,22.3,5.4,2.2,7.6,0.4,854.0,10602,Maitland,686
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3583.0,9.0,194.0,81.0,343.0,803.0,984.0,1324.0,344.0,320.0,652.0,184.0,3483.0,2671.0,2751.0,,,,,,,,,30306,Sunnybank,607
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8020.0,16.0,309.0,160.0,974.0,2364.0,3144.0,2280.0,1294.0,274.0,357.0,454.0,5417.0,4447.0,4814.0,,,,,,,,,10602,Maitland,687
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8065.0,,,,1010.0,2470.0,3218.0,2301.0,1161.0,221.0,338.0,441.0,5221.0,4279.0,4661.0,,,,,,,,,10602,Maitland,688
2011,56220.0,39.0,2974150211.0,43930.0,52902.0,78.0,7592.0,45.0,170759312.0,9253.0,22492.0,5.9,46344.0,46.0,271879548.0,428.0,5867.0,14.4,1800.0,58.0,39521177.0,12521.0,21956.0,1.3,63751.0,42.0,3397941810.0,42062.0,53300.0,6.08,1.98,0.33,0.13,0.47600000000000003,7.2,19.7,31.0,26.1,22.7,22.0,29.2,4182.0,91.1,2980.0,21793.0,,,,,,,,,,,,,,,,,,,,,,,742.0,10704,Wollongong,689
2012,57026.0,39.0,3166506533.0,45919.0,55527.0,78.0,7666.0,46.0,190250699.0,10203.0,24817.0,6.0,47404.0,46.0,295233387.0,449.0,6228.0,14.4,1878.0,58.0,41202310.0,13061.0,21939.0,1.3,64465.0,43.0,3620462579.0,44115.0,56162.0,5.77,1.96,0.34,0.14,0.47200000000000003,7.3,20.0,31.2,25.8,23.1,22.4,28.7,3548.0,100.4,2347.0,28294.0,,16.0,691.0,389.0,,,,,,,,,,,,,,,,,,,,10704,Wollongong,690
2013,58547.0,39.0,3342556660.0,47234.0,57092.0,78.0,7804.0,46.0,194342951.0,10685.0,24903.0,6.0,47992.0,46.0,331177985.0,450.0,6901.0,14.5,1787.0,58.0,44467956.0,13963.0,24884.0,1.2,65196.0,43.0,3819534671.0,46033.0,58585.0,5.42,1.94,0.36,0.15,0.469,7.4,20.0,31.2,25.6,23.2,22.6,28.6,4116.0,84.0,1940.0,20397.0,,13.0,643.0,370.0,,,,,,,,,6978.0,6368.0,,,,,,,,,,10704,Wollongong,691
2014,60298.0,39.0,3542695150.0,48589.0,58753.0,78.0,7958.0,46.0,212370448.0,11732.0,26686.0,6.2,49349.0,46.0,349855963.0,473.0,7089.0,14.6,1899.0,58.0,46775467.0,13310.0,24632.0,1.2,66948.0,43.0,4031481187.0,47178.0,60218.0,5.41,1.94,0.36,0.15,0.469,7.3,20.1,31.3,25.6,23.2,22.6,28.6,4815.0,184.4,3183.0,38291.0,,12.0,573.0,350.0,,,,,,,,,6804.0,6185.0,,,,,,,,,,10704,Wollongong,692
2015,63290.0,39.0,3799260314.0,49427.0,60029.0,77.0,8210.0,46.0,224590506.0,11611.0,27356.0,6.3,51072.0,46.0,359345377.0,443.0,7036.0,14.6,2005.0,58.0,53481070.0,15584.0,26674.0,1.4,68724.0,43.0,4229245158.0,48332.0,61540.0,5.44,1.94,0.36,0.15,0.46799999999999997,7.0,19.9,31.2,25.5,23.2,23.0,28.3,5143.0,176.4,4113.0,34290.0,15485.0,10.0,521.0,331.0,1420.0,,5192.0,3861.0,1111.0,,2833.0,575.0,6584.0,6018.0,,,,,,,,,,10704,Wollongong,693
2016,63361.0,39.0,3933341128.0,51361.0,62078.0,77.0,8461.0,45.0,244769540.0,12125.0,28929.0,6.5,51763.0,46.0,362049515.0,393.0,6994.0,14.7,1930.0,58.0,52445344.0,16012.0,27174.0,1.3,69530.0,43.0,4372495097.0,49628.0,62886.0,5.58,1.95,0.35,0.14,0.47100000000000003,7.2,19.9,31.2,25.6,22.8,23.0,28.6,5147.0,155.2,3058.0,30150.0,15558.0,9.0,444.0,298.0,1386.0,,4978.0,3481.0,1055.0,,2786.0,495.0,6442.0,5332.0,,30.7,21.6,22.2,5.7,2.9,9.0,0.4,878.0,10704,Wollongong,694
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14807.0,9.0,382.0,267.0,1332.0,3420.0,4752.0,3382.0,980.0,355.0,2540.0,439.0,6010.0,4847.0,7709.0,,,,,,,,,10704,Wollongong,695
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14445.0,,,,1315.0,3372.0,4717.0,3317.0,907.0,295.0,2346.0,443.0,5613.0,4500.0,7324.0,,,,,,,,,10704,Wollongong,696
2011,21709.0,38.0,838635095.0,35605.0,38631.0,73.0,6898.0,50.0,131919802.0,8051.0,19124.0,12.7,16662.0,47.0,120011250.0,485.0,7203.0,12.7,484.0,58.0,8672679.0,8882.0,17919.0,0.7,25804.0,43.0,1089281788.0,36113.0,42214.0,5.34,1.76,0.33,0.12,0.488,8.5,20.7,31.6,28.6,28.0,26.4,17.0,1544.0,38.9,1749.0,25169.0,,,,,,,,,,,,,,,,,,,,,,,634.0,11301,Griffith - Murrumbidgee (West),697
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3512.0,,,,351.0,837.0,967.0,1297.0,329.0,261.0,621.0,149.0,3403.0,2609.0,2617.0,,,,,,,,,30306,Sunnybank,608
2011,17012.0,41.0,657091538.0,32551.0,38625.0,71.0,5418.0,51.0,74295231.0,5663.0,13713.0,12.3,13218.0,50.0,84747953.0,576.0,6412.0,14.6,637.0,58.0,13586023.0,13366.0,21328.0,1.6,20537.0,46.0,821121667.0,32493.0,39983.0,6.36,1.94,0.31,0.11,0.508,7.7,20.6,32.2,32.3,28.5,22.2,17.0,1338.0,33.9,2354.0,25309.0,,,,,,,,,,,,,,,,,,,,,,,573.0,30605,Tablelands (East) - Kuranda,609
2012,17584.0,41.0,720770632.0,34274.0,40990.0,71.0,5354.0,51.0,74845830.0,6418.0,13979.0,12.0,13791.0,50.0,95080039.0,545.0,6894.0,14.3,693.0,58.0,16558080.0,16523.0,23893.0,1.8,20799.0,46.0,896923789.0,34848.0,43123.0,6.03,1.93,0.32,0.12,0.501,7.5,20.5,32.2,31.8,28.2,22.4,17.5,1012.0,19.6,1762.0,19323.0,,4.0,362.0,123.0,,,,,,,,,,,,,,,,,,,,30605,Tablelands (East) - Kuranda,610
2013,17978.0,42.0,760127047.0,34988.0,42281.0,71.0,5250.0,52.0,61807368.0,5592.0,11773.0,11.3,13745.0,51.0,102499391.0,504.0,7457.0,14.6,696.0,58.0,17855206.0,17294.0,25654.0,1.8,20849.0,47.0,926358056.0,35780.0,44432.0,5.87,1.94,0.33,0.12,0.504,7.8,20.9,32.5,32.5,28.3,22.4,16.9,1185.0,32.1,1773.0,27092.0,,,349.0,115.0,,,,,,,,,3588.0,3019.0,,,,,,,,,,30605,Tablelands (East) - Kuranda,611
2014,18581.0,42.0,795322871.0,35093.0,42803.0,72.0,5143.0,52.0,73450021.0,6612.0,14282.0,11.6,13942.0,51.0,90443232.0,435.0,6487.0,14.1,693.0,58.0,16622273.0,16305.0,23986.0,1.8,21140.0,47.0,952491278.0,36291.0,45056.0,5.9,1.96,0.33,0.13,0.495,6.7,20.0,31.8,32.5,28.7,21.8,17.0,1356.0,49.0,2860.0,36117.0,,,347.0,106.0,,,,,,,,,3541.0,3020.0,,,,,,,,,,30605,Tablelands (East) - Kuranda,612
2015,19424.0,41.0,842895903.0,35318.0,43395.0,71.0,5239.0,53.0,83729233.0,7011.0,15982.0,11.9,14583.0,51.0,89708590.0,360.0,6152.0,14.2,760.0,58.0,20218651.0,18198.0,26603.0,2.0,21889.0,47.0,999770064.0,36342.0,45675.0,5.92,1.96,0.33,0.13,0.488,6.6,20.0,31.7,33.1,28.8,21.9,16.3,1474.0,41.5,3274.0,28188.0,6227.0,,337.0,95.0,534.0,,1876.0,2355.0,845.0,,61.0,384.0,3472.0,2963.0,,,,,,,,,,30605,Tablelands (East) - Kuranda,613
2016,19478.0,41.0,856443222.0,36254.0,43970.0,71.0,5144.0,53.0,87882250.0,7475.0,17084.0,11.9,14400.0,51.0,84596676.0,285.0,5875.0,14.1,728.0,58.0,19249408.0,16203.0,26441.0,1.9,21835.0,47.0,1008697198.0,37249.0,46196.0,6.01,1.94,0.32,0.12,0.494,6.8,20.2,31.8,33.1,28.2,22.7,16.0,1298.0,49.5,2292.0,38171.0,6403.0,,313.0,88.0,539.0,,1799.0,2343.0,837.0,,103.0,298.0,3473.0,2887.0,,35.5,25.8,16.2,2.4,1.2,6.0,0.6,651.0,30605,Tablelands (East) - Kuranda,614
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.0,,281.0,94.0,558.0,1136.0,1746.0,2338.0,826.0,275.0,108.0,316.0,3388.0,2715.0,3388.0,,,,,,,,,30605,Tablelands (East) - Kuranda,615
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6251.0,,,,587.0,1167.0,1716.0,2343.0,796.0,216.0,79.0,279.0,3279.0,2648.0,3346.0,,,,,,,,,30605,Tablelands (East) - Kuranda,616
2011,26793.0,35.0,1054675873.0,33800.0,39364.0,77.0,4735.0,45.0,92965762.0,11205.0,19634.0,8.8,18471.0,44.0,128301329.0,274.0,6946.0,12.2,861.0,59.0,17611556.0,13254.0,20455.0,1.4,30154.0,40.0,1271395248.0,34652.0,42163.0,5.05,1.8,0.36,0.16,0.466,8.1,20.7,31.6,29.2,30.0,24.3,16.5,1491.0,66.3,2114.0,44489.0,,,,,,,,,,,,,,,,,,,,,,,675.0,30909,Southport,617
2012,27134.0,36.0,1130376002.0,35182.0,41659.0,77.0,4636.0,45.0,93868842.0,11240.0,20248.0,8.6,18895.0,44.0,138036615.0,266.0,7305.0,12.5,832.0,58.0,17526847.0,14005.0,21066.0,1.4,29990.0,40.0,1349477268.0,36522.0,44998.0,4.99,1.84,0.37,0.17,0.465,7.9,20.6,31.7,29.4,29.5,23.9,17.2,1263.0,29.1,1706.0,23076.0,,20.0,460.0,254.0,,,,,,,,,,,,,,,,,,,,30909,Southport,618
2013,22946.0,38.0,946644011.0,37927.0,41255.0,74.0,6597.0,51.0,127673453.0,9844.0,19353.0,12.4,17438.0,47.0,130971109.0,430.0,7511.0,12.0,458.0,57.0,8757634.0,9960.0,19121.0,0.7,26137.0,43.0,1188487842.0,39635.0,45471.0,4.59,1.73,0.38,0.15,0.46,7.2,19.1,29.8,27.8,29.2,26.9,16.1,1346.0,51.8,1406.0,38478.0,,5.0,166.0,155.0,,,,,,,,,4202.0,3182.0,,,,,,,,,,11301,Griffith - Murrumbidgee (West),699
