sa3_code16,p15_19_managers,p15_19_professionals,p15_19_technictrades_wrs,p15_19_communpersnlsvc_w,p15_19_clericaladminis_w,p15_19_sales_w,p15_19_mach_oper_drivers,p15_19_labourers,p15_19_occu_id_ns,p15_19_tot,p20_24_managers,p20_24_professionals,p20_24_technictrades_w,p20_24_communpersnlsvc_w,p20_24_clericaladminis_w,p20_24_sales_w,p20_24_mach_oper_drivers,p20_24_labourers,p20_24_occu_id_ns,p20_24_tot,p25_34_managers,p25_34_professionals,p25_34_technictrades_w,p25_34_communpersnlsvc_w,p25_34_clericaladminis_w,p25_34_sales_w,p25_34_mach_oper_drivers,p25_34_labourers,p25_34_occu_id_ns,p25_34_tot,p35_44_managers,p35_44_professionals,p35_44_technictrades_w,p35_44_communpersnlsvc_w,p35_44_clericaladminis_w,p35_44_sales_w,p35_44_mach_oper_drivers,p35_44_labourers,p35_44_occu_id_ns,p35_44_tot,p45_54_managers,p45_54_professionals,p45_54_technictrades_w,p45_54_communpersnlsvc_w,p45_54_clericaladminis_w,p45_54_sales_w,p45_54_mach_oper_drivers,p45_54_labourers,p45_54_occu_id_ns,p45_54_tot,p55_64_managers,p55_64_professionals,p55_64_technictrades_w,p55_64_communpersnlsvc_w,p55_64_clericaladminis_w,p55_64_sales_w,p55_64_mach_oper_drivers,p55_64_labourers,p55_64_occu_id_ns,p55_64_tot,p65_74_managers,p65_74_professionals,p65_74_technictrades_w,p65_74_communpersnlsvc_w,p65_74_clericaladminis_w,p65_74_sales_w,p65_74_mach_oper_drivers,p65_74_labourers,p65_74_occu_id_ns,p65_74_tot,p75_84_managers,p75_84_professionals,p75_84_technictrades_w,p75_84_communpersnlsvc_w,p75_84_clericaladminis_w,p75_84_sales_w,p75_84_mach_oper_drivers,p75_84_labourers,p75_84_occu_id_ns,p75_84_tot,p85_ov_managers,p85_ov_professionals,p85_ov_technictrades_w,p85_ov_communpersnlsvc_w,p85_ov_clericaladminis_w,p85_ov_sales_w,p85_ov_mach_oper_drivers,p85_ov_labourers,p85_ov_occu_id_ns,p85_ov_tot,p_tot_managers,p_tot_professionals,p_tot_technictrades_w,p_tot_communpersnlsvc_w,p_tot_clericaladminis_w,p_tot_sales_w,p_tot_mach_oper_drivers,p_tot_labourers,p_tot_occu_id_ns,p_tot_tot,sa3_name16
10102,26,37,237,353,117,581,36,282,32,1692,137,227,533,458,450,361,82,213,44,2514,709,1315,1072,664,1102,410,257,434,152,6111,1289,1622,774,607,1187,338,281,345,145,6579,1606,1556,827,597,1576,350,351,448,171,7481,820,957,491,350,884,241,297,352,97,4489,236,224,97,58,151,67,77,81,16,1008,56,20,11,0,13,7,7,4,10,123,3,4,3,0,0,0,0,0,0,16,4860,5970,4046,3091,5473,2359,1390,2162,680,30027,Queanbeyan
10103,9,6,70,111,26,154,14,122,9,535,42,51,150,154,46,101,65,141,28,770,194,251,318,234,161,132,99,204,19,1626,308,299,283,204,226,141,101,192,31,1787,492,327,265,221,320,176,156,228,33,2232,414,275,181,181,226,137,140,178,31,1760,242,65,50,36,57,48,41,60,9,598,65,8,3,6,5,0,0,8,6,111,10,0,0,0,0,0,0,0,3,19,1773,1283,1320,1159,1072,896,620,1144,171,9436,Snowy Mountains
10104,27,20,245,275,65,599,26,346,29,1625,75,84,425,288,144,245,74,260,30,1625,317,553,772,495,354,342,170,471,39,3524,657,833,760,576,581,404,295,501,76,4676,902,1132,965,829,883,618,365,779,83,6559,955,1233,816,750,828,553,400,733,115,6385,370,284,126,117,184,148,119,178,39,1569,71,44,13,6,13,14,10,14,16,200,11,3,3,0,0,0,4,0,7,31,3387,4188,4126,3331,3051,2929,1470,3286,431,26195,South Coast
10105,16,13,153,155,41,327,24,204,13,951,68,89,318,236,98,168,60,207,16,1252,290,417,549,421,342,237,200,292,52,2791,403,463,390,472,382,229,284,303,50,2981,527,515,455,532,509,228,337,404,56,3555,511,541,268,362,342,183,259,310,51,2836,297,131,60,55,92,53,77,78,19,854,92,18,10,4,7,3,3,16,9,160,13,3,3,0,3,0,0,0,3,22,2229,2189,2199,2247,1816,1419,1236,1815,265,15408,Goulburn - Mulwaree
10106,20,18,143,187,53,270,20,235,15,950,65,97,305,190,105,146,46,222,19,1199,313,450,474,275,270,171,123,312,40,2437,742,725,449,307,470,211,160,323,51,3449,843,722,449,365,683,221,279,361,72,3998,736,503,287,261,407,179,196,319,45,2932,445,132,64,45,105,48,68,108,27,1039,122,19,8,3,16,7,9,24,16,224,22,5,5,0,4,0,3,8,0,41,3305,2674,2189,1635,2108,1257,901,1911,291,16274,Young - Yass
10201,63,97,524,833,197,1558,122,934,61,4377,339,712,1307,1251,612,1072,212,749,97,6336,1368,3522,2435,1665,1584,1139,496,1013,203,13418,2446,4139,2343,1625,2292,1058,653,1119,267,15948,2644,4048,2259,1876,2920,1279,847,1452,296,17613,1742,3041,1585,1349,2321,1036,818,1161,207,13267,443,748,288,240,590,284,206,252,70,3121,80,68,28,8,33,20,19,23,43,322,12,8,4,0,3,3,5,3,14,45,9135,16380,10766,8844,10557,7453,3368,6701,1251,74452,Gosford
10202,55,67,633,624,138,1612,130,906,73,4229,308,515,1395,1191,546,1098,308,922,100,6379,1190,2184,2657,1663,1511,1155,862,1363,218,12795,1718,2403,2338,1638,1957,1073,1076,1380,238,13827,1802,2216,2141,1943,2321,1266,1298,1727,230,14946,1135,1718,1409,1222,1692,965,1056,1244,198,10641,264,388,238,183,334,224,237,196,52,2126,25,33,11,10,25,12,14,18,19,169,0,8,4,3,3,0,0,0,5,24,6504,9529,10832,8472,8532,7403,4985,7755,1137,65144,Wyong
10301,29,25,171,218,33,438,31,276,23,1239,81,182,372,499,158,361,85,277,24,2032,392,827,820,528,418,353,242,386,53,4019,541,839,607,448,535,262,324,391,78,4038,631,872,523,538,665,241,393,509,63,4430,544,765,362,347,472,212,322,399,60,3474,298,154,77,72,122,54,84,104,21,983,62,26,14,3,12,14,7,13,16,160,7,4,3,0,0,0,0,0,3,20,2591,3699,2950,2654,2412,1940,1479,2344,347,20409,Bathurst
10302,40,25,205,173,47,398,33,299,26,1253,114,183,421,252,138,241,117,311,41,1816,478,710,652,456,329,320,347,443,52,3786,868,681,572,399,503,265,363,423,82,4148,1081,670,588,490,612,332,488,585,92,4937,1214,549,456,357,471,267,426,552,62,4343,637,137,111,62,138,60,112,155,47,1458,252,13,17,6,20,12,19,31,21,382,30,0,3,0,3,8,0,3,13,63,4708,2983,3031,2196,2253,1891,1907,2791,427,22183,Lachlan Valley
10303,11,13,186,155,34,299,19,231,21,973,59,93,406,200,112,202,86,222,19,1393,271,463,736,381,334,258,433,319,49,3256,381,528,594,398,457,245,533,354,49,3537,575,571,617,457,571,303,641,516,63,4316,561,484,414,334,440,189,430,415,50,3318,305,123,101,66,86,57,71,102,25,948,109,9,13,0,15,7,9,19,8,191,21,0,4,0,3,0,0,3,4,38,2293,2283,3072,1994,2053,1566,2225,2179,295,17966,Lithgow - Mudgee
10304,27,25,268,249,65,494,32,351,33,1539,86,219,523,376,168,321,87,268,26,2069,505,1260,971,592,559,408,356,453,66,5169,773,1337,761,551,748,334,447,482,79,5510,875,1090,671,555,897,376,464,600,94,5611,682,885,453,381,655,264,373,512,52,4260,408,203,94,67,173,80,110,131,29,1296,108,26,7,10,17,5,13,23,27,232,20,7,4,0,0,0,0,3,3,36,3482,5043,3752,2769,3288,2283,1890,2810,403,25729,Orange
10401,17,10,133,149,34,427,18,263,20,1075,47,84,288,232,95,204,63,194,22,1234,189,430,479,357,267,247,179,304,33,2477,412,605,517,452,463,292,241,357,59,3396,499,679,543,642,615,337,366,532,62,4273,540,715,428,521,511,294,336,461,57,3855,219,148,86,64,126,58,85,106,25,914,73,20,5,6,14,14,4,13,16,164,11,7,0,0,0,0,0,3,8,30,2001,2687,2485,2413,2125,1883,1294,2231,299,17415,Clarence Valley
10402,30,22,241,353,92,825,49,505,34,2148,138,227,554,475,228,419,99,442,40,2620,656,1210,1032,758,643,492,319,810,96,6012,917,1617,975,753,1000,556,353,702,128,7005,1215,1700,984,994,1193,656,471,903,122,8230,954,1488,771,822,994,535,472,791,96,6917,305,318,135,98,224,120,136,155,37,1534,51,20,17,8,15,9,8,25,23,170,8,0,0,0,0,0,0,0,4,25,4276,6609,4702,4266,4382,3600,1903,4343,584,34661,Coffs Harbour
10501,15,4,59,49,14,75,14,67,8,310,56,82,146,105,58,57,56,125,10,695,257,385,281,271,194,81,198,194,36,1897,325,257,210,234,157,74,186,202,40,1674,539,245,193,233,215,91,243,264,40,2066,534,164,176,169,159,84,175,230,49,1745,264,39,50,47,54,24,67,65,22,630,103,6,5,0,8,4,4,9,11,158,11,0,3,0,5,0,0,0,3,25,2114,1181,1121,1119,865,493,947,1158,203,9203,Bourke - Cobar - Coonamble
10502,4,13,44,47,10,157,10,99,7,405,22,82,132,135,45,97,50,91,15,669,125,317,266,225,144,142,158,163,33,1569,209,229,204,225,156,99,153,135,23,1430,253,262,211,279,218,104,169,216,31,1739,286,230,180,210,176,101,191,197,32,1605,104,60,30,37,33,12,30,40,14,365,19,3,3,3,6,3,0,0,11,45,0,0,0,0,0,0,0,0,8,15,1033,1201,1066,1154,804,720,758,943,159,7839,Broken Hill and Far West
10503,35,22,274,275,65,599,25,346,29,1668,142,242,587,468,211,346,107,371,29,2499,622,1255,1007,806,602,492,339,684,103,5906,910,1202,748,683,731,444,358,544,82,5695,1181,1078,714,793,978,447,494,656,98,6431,1109,851,544,533,787,414,452,590,81,5361,584,203,145,92,151,115,147,193,41,1671,196,25,31,7,24,15,12,26,17,353,47,4,3,3,0,7,0,3,7,76,4818,4884,4052,3658,3544,2871,1933,3421,492,29666,Dubbo
10601,50,40,363,468,94,723,83,549,39,2400,126,224,839,651,328,455,233,538,53,3442,580,1035,1679,847,767,601,1010,782,86,7392,806,980,1481,761,948,538,1277,835,134,7771,980,948,1294,825,1096,545,1377,970,147,8183,787,881,758,501,697,384,915,725,95,5745,343,199,103,68,146,76,171,134,25,1263,85,20,11,5,9,12,7,14,16,190,10,6,0,0,0,3,3,0,7,28,3772,4322,6528,4119,4086,3346,5083,4554,596,36407,Lower Hunter
10602,27,36,301,328,107,740,57,495,22,2113,153,284,728,569,330,549,193,413,34,3266,595,1427,1711,871,938,634,735,687,101,7696,849,1503,1334,731,1066,518,791,606,124,7517,898,1268,1041,736,1164,553,808,659,104,7232,548,984,587,438,709,336,568,497,60,4737,127,170,92,62,146,78,88,98,32,894,28,9,7,6,7,4,9,8,5,96,9,0,0,0,0,0,0,3,11,24,3238,5687,5809,3741,4467,3410,3257,3468,497,33572,Maitland
10603,27,21,240,295,68,663,40,412,26,1795,102,160,576,492,200,376,137,324,30,2394,407,678,1089,624,527,369,322,498,72,4582,711,978,1069,704,807,427,463,549,94,5804,898,1018,1121,812,1007,529,661,707,105,6861,647,889,713,545,747,413,529,526,90,5101,193,231,122,87,220,107,115,119,34,1225,40,35,5,0,21,17,7,21,19,165,8,0,0,0,0,0,0,0,3,20,3023,4019,4940,3562,3601,2905,2272,3151,473,27956,Port Stephens
10604,18,10,149,80,24,233,15,186,15,731,47,58,294,124,86,112,60,235,16,1041,204,400,656,194,235,193,427,383,25,2717,323,342,481,240,294,147,540,353,45,2773,415,354,488,244,339,151,528,372,49,2945,382,263,270,181,226,114,376,269,34,2118,211,54,58,23,54,24,59,70,12,565,66,4,6,0,8,4,10,12,5,120,13,0,0,0,4,7,0,0,0,29,1684,1489,2410,1092,1273,981,2026,1876,206,13027,Upper Hunter
10701,32,48,315,285,76,627,59,368,32,1842,131,303,741,554,371,471,108,355,44,3075,523,1208,1330,790,947,549,414,596,114,6466,709,1277,1116,768,1069,539,624,655,124,6865,733,1083,1004,800,1151,576,742,800,98,6977,428,780,644,523,657,320,581,608,57,4595,80,133,83,81,89,40,91,92,21,713,7,9,3,4,3,6,3,14,9,68,0,0,0,0,0,0,0,0,3,8,2649,4849,5234,3796,4365,3123,2621,3489,495,30624,Dapto - Port Kembla
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,Illawarra Catchment Reserve
10703,26,45,464,424,115,849,74,494,28,2518,175,409,923,723,372,620,173,441,42,3874,639,1513,1552,999,935,629,515,593,125,7503,1020,1665,1348,1000,1266,646,728,684,129,8490,1150,1537,1331,1131,1339,732,868,852,141,9082,817,1248,855,674,941,470,656,642,84,6384,173,197,134,77,153,94,119,103,27,1077,13,29,8,8,6,12,7,7,19,116,4,0,0,0,0,0,0,0,3,17,4029,6642,6614,5027,5126,4052,3145,3812,609,39059,Kiama - Shellharbour
10704,41,110,448,662,165,1056,80,589,40,3184,254,1027,1120,1527,712,1008,196,655,98,6593,1187,4106,1862,1544,1411,800,515,711,193,12325,1837,4078,1721,1250,1717,670,667,705,191,12844,1922,3347,1548,1253,2026,678,747,826,192,12552,1126,2405,974,752,1308,485,547,630,88,8318,207,506,142,124,257,114,84,131,37,1610,32,57,15,15,24,3,11,13,22,189,0,6,0,3,3,0,3,0,9,28,6596,15637,7818,7125,7632,4817,2850,4282,880,57644,Wollongong
10801,5,7,82,94,13,265,11,127,14,621,49,48,141,124,25,108,25,100,17,633,129,249,289,207,130,142,75,169,23,1414,229,320,329,243,215,193,117,199,30,1875,287,392,374,333,329,265,167,338,43,2525,334,420,300,239,305,212,161,285,45,2306,143,113,53,53,78,62,38,63,19,621,33,15,0,3,4,0,3,14,14,85,3,0,0,0,0,0,0,4,3,18,1216,1565,1578,1289,1107,1253,599,1296,201,10095,Great Lakes
10802,12,7,118,142,26,328,19,271,26,946,47,71,229,216,80,153,66,235,20,1125,170,400,441,321,238,195,150,338,54,2299,357,471,415,444,350,229,203,386,50,2910,468,604,501,569,484,285,310,491,67,3775,483,655,442,534,412,245,266,453,66,3558,253,138,80,65,113,62,71,91,34,913,74,15,8,5,9,7,8,10,15,141,12,0,0,0,3,0,0,0,0,25,1870,2364,2235,2299,1717,1511,1092,2275,339,15699,Kempsey - Nambucca
10803,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,5,0,11,5,0,15,6,4,0,0,3,3,35,13,4,6,5,7,7,0,8,3,50,14,7,3,3,5,5,0,9,0,48,16,6,0,3,3,4,0,7,3,42,4,0,3,0,0,0,0,3,0,13,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,56,19,35,25,21,16,8,42,13,225,Lord Howe Island
10804,25,29,241,357,54,711,57,381,25,1881,99,199,468,377,190,321,83,275,24,2031,388,1071,904,648,521,434,225,485,64,4747,766,1433,961,716,878,479,300,475,97,6103,953,1566,965,905,1200,623,453,707,105,7470,765,1241,706,699,832,544,385,609,75,5871,283,253,117,101,210,112,101,133,36,1358,56,24,9,7,25,10,8,12,21,181,11,3,3,4,0,0,0,0,3,23,3343,5824,4378,3819,3913,3236,1618,3080,444,29660,Port Macquarie
10805,23,11,134,159,32,452,23,263,22,1107,72,113,293,211,96,225,67,241,24,1343,255,499,441,344,267,329,164,364,37,2689,411,586,508,456,400,323,211,401,44,3337,612,761,591,619,560,392,388,590,59,4589,552,886,500,461,502,317,344,514,52,4140,278,191,86,69,152,71,83,130,33,1096,70,18,14,3,15,4,8,16,17,162,10,0,0,0,0,4,0,3,11,26,2271,3070,2569,2320,2029,2116,1288,2529,294,18484,Taree - Gloucester
10901,39,44,259,272,72,672,37,384,30,1808,104,245,613,516,229,412,115,309,46,2585,498,1307,1023,692,554,479,351,496,57,5456,860,1216,741,585,760,383,375,443,75,5431,929,1138,714,622,980,447,474,555,85,5940,753,933,541,469,744,357,404,535,64,4809,290,210,97,84,166,89,124,133,28,1219,68,21,13,6,18,6,8,12,11,155,13,7,0,0,0,0,0,0,4,24,3554,5113,4002,3253,3524,2840,1879,2866,401,27430,Albury
10902,8,4,51,52,11,89,10,56,9,288,29,32,92,46,36,45,27,91,7,405,134,117,132,91,73,52,68,127,13,800,228,145,114,101,116,54,67,135,11,975,318,153,134,124,144,73,132,180,19,1267,302,107,123,80,129,50,128,185,38,1145,129,33,29,8,31,16,32,37,16,330,36,3,3,0,4,7,4,6,5,70,3,0,0,0,0,0,0,0,0,13,1189,600,673,502,551,383,468,822,115,5298,Lower Murray
10903,29,10,189,158,28,311,27,212,11,983,90,104,284,216,75,140,69,266,18,1260,422,479,498,286,280,168,164,466,40,2804,668,502,449,313,396,206,219,433,47,3225,879,500,444,409,474,266,333,520,54,3879,919,499,365,312,440,278,370,533,63,3774,405,124,93,77,116,83,122,135,41,1193,113,17,9,4,11,14,15,15,19,213,31,0,3,0,0,3,0,0,3,42,3558,2236,2327,1776,1818,1471,1309,2586,296,17372,Upper Murray exc. Albury
11001,24,24,125,189,46,365,21,193,22,1004,88,166,214,291,144,281,61,272,18,1534,290,625,415,354,307,224,115,401,27,2760,472,772,336,291,386,180,95,283,32,2851,692,899,348,309,541,217,164,367,36,3563,618,721,330,239,405,142,166,322,37,2970,395,194,62,45,88,41,44,92,29,984,115,8,10,3,21,3,6,15,11,189,16,0,0,0,3,0,0,8,0,34,2713,3416,1845,1722,1937,1451,671,1935,203,15891,Armidale
11002,22,16,136,93,34,251,26,225,18,825,72,90,217,174,79,131,38,229,22,1051,289,310,392,243,189,192,127,386,37,2157,471,437,285,345,300,176,178,381,54,2639,696,458,341,350,396,248,228,456,59,3237,740,405,294,320,297,215,251,415,58,2996,504,96,82,59,89,44,82,118,37,1104,180,19,7,4,12,7,6,21,32,289,22,4,0,4,3,0,0,5,11,48,3003,1834,1755,1589,1403,1265,935,2236,323,14341,Inverell - Tenterfield
11003,10,17,89,59,21,191,29,122,20,565,62,68,174,130,66,96,94,132,16,841,278,448,331,223,227,138,196,223,36,2100,454,346,281,211,266,136,209,235,33,2172,507,318,263,219,335,149,288,317,45,2442,527,250,198,138,251,131,242,271,39,2050,259,58,40,27,70,38,90,80,19,680,85,3,3,5,9,4,11,6,9,137,10,0,0,0,0,0,0,0,3,11,2193,1512,1385,1018,1251,887,1160,1387,213,11012,Moree - Narrabri
11004,34,34,301,274,72,751,66,524,46,2109,164,300,631,385,202,370,176,536,24,2791,654,1340,1230,743,677,570,588,1040,110,6948,990,1365,953,706,844,471,622,835,100,6880,1235,1271,867,809,1079,532,775,945,110,7625,1161,1092,711,559,876,383,601,782,101,6265,556,232,156,108,197,109,170,187,45,1761,162,26,16,11,11,12,16,27,32,312,23,3,5,0,10,3,3,0,4,51,4978,5651,4866,3600,3969,3206,3013,4880,586,34742,Tamworth - Gunnedah
11101,44,90,469,587,138,1248,78,713,29,3404,179,471,1050,962,453,895,170,567,55,4803,856,2635,1967,1173,1381,805,541,809,138,10303,1508,3112,1706,1074,1747,732,632,799,149,11456,1605,2660,1751,1348,2185,894,870,1003,171,12483,1026,2040,1117,807,1549,622,710,762,108,8739,189,381,154,120,284,168,116,147,34,1605,19,45,23,3,25,13,14,12,19,169,3,3,0,0,0,0,0,0,4,16,5422,11442,8225,6074,7752,5387,3122,4818,707,52963,Lake Macquarie - East
11102,28,42,312,312,73,674,67,407,28,1950,114,240,666,476,266,443,142,443,47,2827,490,1271,1294,717,786,490,491,619,93,6245,695,1292,1149,761,979,488,578,631,122,6692,781,1192,1103,778,1137,532,676,748,110,7071,628,1055,725,509,826,380,553,565,75,5325,150,269,96,71,193,93,98,92,36,1111,20,30,10,7,10,9,4,8,13,101,3,0,0,0,0,0,3,0,3,16,2903,5391,5355,3636,4279,3106,2606,3524,529,31339,Lake Macquarie - West
11103,40,130,396,785,169,1447,88,864,55,3971,376,1313,1376,2115,871,1575,294,931,121,8971,1622,6317,2957,2194,2160,1289,826,1241,258,18858,2133,5253,2078,1533,2148,918,849,1032,234,16185,1991,3969,1782,1523,2529,959,1047,1309,202,15306,1196,2913,1094,1023,1709,682,777,1035,136,10572,254,523,178,169,313,148,158,206,47,1998,33,83,16,10,33,16,20,26,26,262,7,7,3,0,6,0,0,5,5,28,7651,20509,9874,9355,9929,7035,4050,6655,1080,76144,Newcastle
11201,22,29,183,291,56,699,39,432,26,1772,92,150,403,420,139,351,93,269,21,1929,550,1147,972,741,430,476,201,536,71,5127,1072,1889,1058,779,741,498,242,585,109,6973,1260,2047,999,947,993,610,354,727,118,8052,1026,1752,806,740,898,538,367,680,120,6929,414,433,161,103,209,138,114,155,55,1779,93,33,11,8,17,7,6,26,21,224,15,5,0,0,0,3,0,0,24,51,4549,7483,4594,4028,3484,3325,1418,3404,554,32839,Richmond Valley - Coastal
11202,43,30,202,182,77,669,52,467,27,1750,105,156,405,369,196,332,102,477,32,2181,341,772,739,548,450,425,262,665,58,4271,658,1174,724,664,678,387,344,657,67,5352,879,1223,717,832,977,473,483,924,110,6615,892,1182,649,650,817,396,428,803,67,5884,420,259,114,113,183,87,121,168,35,1504,146,20,4,5,18,9,6,20,28,261,29,0,0,0,0,0,0,0,3,37,3510,4825,3560,3369,3391,2775,1800,4188,433,27858,Richmond Valley - Hinterland
11203,28,17,264,362,78,830,48,493,49,2162,128,214,564,532,207,502,96,404,34,2692,531,1085,1179,781,635,526,310,646,105,5797,930,1610,1319,975,1009,530,374,690,115,7566,1094,1570,1195,1137,1228,719,530,931,101,8522,897,1363,884,943,957,648,496,813,119,7130,290,269,169,167,213,144,148,165,52,1623,56,26,15,9,24,10,17,28,20,213,11,3,0,3,4,8,0,6,7,37,3954,6168,5595,4917,4356,3927,2029,4179,603,35731,Tweed Valley
11301,43,21,225,153,55,460,40,299,26,1319,129,158,372,214,143,192,113,494,27,1833,527,668,697,402,389,289,271,927,64,4242,780,659,516,359,497,259,349,653,66,4133,974,614,516,409,663,312,444,752,82,4768,869,443,363,267,507,274,373,597,83,3774,396,97,82,43,116,53,114,131,38,1075,114,10,16,3,14,6,11,28,13,210,21,0,3,0,0,0,3,3,3,32,3851,2667,2784,1858,2379,1844,1723,3883,393,21383,Griffith - Murrumbidgee (West)
11302,5,3,44,44,9,80,6,90,7,294,21,31,105,65,19,43,40,90,12,423,101,176,188,96,80,61,122,162,15,994,154,180,147,114,137,69,153,165,19,1144,231,154,188,139,159,92,183,220,15,1384,303,156,121,99,138,56,184,190,17,1272,160,22,34,26,36,18,41,46,12,397,51,0,3,0,3,3,3,11,14,93,4,0,0,0,0,0,0,0,0,12,1044,730,836,584,579,428,731,972,106,6010,Tumut - Tumbarumba
11303,58,54,473,498,76,970,56,534,34,2750,194,456,1040,869,339,621,180,591,66,4345,909,1931,1561,1120,898,656,378,970,107,8527,1224,1882,1157,932,1004,552,489,866,93,8204,1566,1591,1015,981,1332,612,657,951,111,8814,1341,1215,816,680,1054,473,629,782,94,7079,645,295,179,98,213,114,160,178,45,1925,198,28,16,5,23,18,12,35,20,350,26,6,3,0,4,0,0,3,10,55,6163,7461,6250,5188,4932,4018,2563,4913,580,42056,Wagga Wagga
11401,49,30,313,391,74,866,52,469,30,2277,149,218,779,547,224,461,113,434,49,2984,590,1116,1542,874,605,568,274,628,76,6276,931,1404,1246,971,807,555,363,695,99,7084,1128,1507,1240,1192,1106,678,535,908,144,8430,945,1470,925,894,1029,603,490,787,122,7271,323,339,182,139,255,156,129,141,45,1712,66,32,14,7,25,8,7,19,31,202,11,5,6,0,3,3,0,0,10,37,4195,6112,6242,5021,4131,3898,1969,4087,605,36268,Shoalhaven
11402,19,23,189,258,40,450,18,310,27,1331,85,101,373,275,108,196,76,192,19,1432,355,523,679,385,303,239,205,328,42,3054,614,897,651,408,441,291,218,326,62,3893,818,1110,709,492,653,372,307,480,64,5008,712,1014,520,333,533,293,263,357,61,4082,309,418,148,75,223,142,94,105,31,1545,76,76,9,9,26,15,12,14,15,259,8,6,3,0,0,3,3,0,5,32,2998,4167,3283,2236,2326,2001,1181,2111,332,20627,Southern Highlands
11501,54,230,374,821,284,1341,85,558,52,3801,380,1526,838,1041,1042,1319,169,448,129,6882,1628,4635,1261,806,1717,963,266,376,223,11861,3604,6231,1419,888,2632,1047,328,382,297,16821,3951,5191,1515,1069,3021,1133,479,645,273,17276,2362,3624,1044,712,2317,813,438,530,151,11994,542,987,269,187,632,274,139,184,69,3284,34,87,16,11,49,24,16,14,17,264,3,5,0,0,3,0,0,3,3,20,12552,22508,6739,5539,11688,6913,1913,3143,1215,72214,Baulkham Hills
11502,10,33,166,153,62,238,18,145,27,853,64,212,232,225,147,214,48,117,19,1276,264,448,343,141,220,125,60,111,31,1743,598,607,324,149,368,139,84,113,53,2438,831,722,423,177,587,231,130,172,50,3330,535,581,295,122,425,154,91,143,33,2371,234,232,101,31,160,69,44,57,21,950,37,32,19,4,15,14,3,14,7,145,7,3,0,0,0,0,0,0,0,15,2593,2868,1909,997,1990,1164,482,872,235,13122,Dural - Wisemans Ferry
11503,9,18,225,125,55,190,19,155,10,805,80,123,324,193,143,144,52,147,24,1228,203,328,515,189,269,141,144,183,33,2006,392,430,450,223,415,157,194,180,51,2499,558,569,528,262,531,214,266,250,57,3234,399,452,320,170,337,125,180,175,32,2190,121,107,63,29,98,43,48,56,12,578,27,12,8,3,6,3,7,7,3,81,3,0,0,0,0,0,0,0,0,8,1797,2041,2422,1200,1860,1019,908,1152,228,12630,Hawkesbury
11504,11,49,222,222,71,363,27,213,10,1193,88,192,285,257,236,248,75,128,31,1532,443,890,482,217,471,216,122,132,73,3046,1005,1251,581,279,843,294,175,174,71,4675,904,826,488,295,769,301,238,185,65,4070,405,419,292,119,445,181,182,161,29,2239,94,102,59,24,98,57,63,40,9,539,11,10,6,3,9,5,4,3,4,59,0,0,0,0,0,0,0,0,0,3,2953,3732,2417,1418,2948,1666,888,1039,292,17351,Rouse Hill - McGraths Hill
11601,45,94,358,358,187,1008,98,539,50,2738,273,750,895,776,881,1054,504,734,146,6021,1502,3868,2135,1483,2502,1237,1660,1426,358,16176,1721,3331,1964,1394,2461,890,1500,1253,306,14819,1201,1926,1611,1144,2161,652,1461,1322,265,11743,736,1281,1042,822,1577,528,1045,1112,142,8282,117,239,213,141,322,115,207,196,36,1589,3,20,12,10,13,11,3,19,13,106,3,4,3,0,0,0,0,0,3,20,5597,11514,8252,6130,10100,5494,6482,6603,1319,61490,Blacktown
11602,35,93,304,398,166,926,60,393,29,2398,208,654,562,552,577,748,192,342,82,3920,1343,3413,1328,917,1726,812,618,493,211,10861,2363,4270,1431,957,2381,890,808,588,230,13906,1492,2116,1109,835,1871,654,844,639,135,9704,704,989,545,394,1018,357,540,434,76,5057,102,189,112,68,204,71,91,99,20,954,6,11,3,0,7,3,6,3,3,44,0,0,0,0,0,0,0,0,0,5,6256,11733,5388,4125,7949,4470,3163,2992,777,46855,Blacktown - North
11603,48,42,311,247,146,874,160,546,73,2442,192,520,773,671,695,760,620,668,154,5048,753,1973,1339,1190,1710,909,1579,1097,305,10859,836,1688,1184,1045,1683,658,1683,1107,209,10083,640,957,1182,970,1537,522,1799,1390,181,9181,332,587,757,626,970,351,1063,933,112,5729,52,104,126,107,184,48,151,154,17,937,3,5,9,0,5,3,5,3,7,52,0,3,0,0,0,0,0,0,0,12,2857,5873,5679,4851,6933,4123,7060,5893,1066,44336,Mount Druitt
11701,12,39,79,142,45,311,21,113,14,774,126,381,300,407,308,403,91,202,44,2265,849,1937,861,645,868,584,265,465,119,6602,937,1448,580,484,903,412,334,380,104,5590,656,851,560,439,794,302,378,373,78,4441,304,398,338,268,467,160,309,321,45,2610,60,80,79,70,109,56,76,88,12,634,0,9,11,7,6,8,3,11,0,51,3,0,0,0,0,0,0,0,0,8,2953,5150,2798,2475,3505,2234,1481,1957,422,22976,Botany
