sa3_code16,p_pgrad_deg_35_44,p_pgrad_deg_45_54,p_pgrad_deg_55_64,p_pgrad_deg_65_74,p_pgrad_deg_75_84,p_pgrad_deg_85ov,p_pgrad_deg_total,p_graddip_and_gradcert_15_24,p_graddip_and_gradcert_25_34,p_graddip_and_gradcert_35_44,p_graddip_and_gradcert_45_54,p_graddip_and_gradcert_55_64,p_graddip_and_gradcert_65_74,p_graddip_and_gradcert_75_84,p_graddip_and_gradcert_85ov,p_graddip_and_gradcert_total,p_bachdeg_15_24,p_bachdeg_25_34,p_bachdeg_35_44,p_bachdeg_45_54,p_bachdeg_55_64,p_bachdeg_65_74,p_bachdeg_75_84,p_bachdeg_85ov,p_bachdeg_total,p_advdip_and_dip_15_24,p_advdip_and_dip_25_34,p_advdip_and_dip_35_44,p_advdip_and_dip_45_54,p_advdip_and_dip_55_64,p_advdip_and_dip_65_74,p_advdip_and_dip_75_84,p_advdip_and_dip_85ov,p_advdip_and_dip_total,p_cert_iii_iv_15_24,p_cert_iii_iv_25_34,p_cert_iii_iv_35_44,p_cert_iii_iv_45_54,p_cert_iii_iv_55_64,p_cert_iii_iv_65_74,p_cert_iii_iv_75_84,p_cert_iii_iv_85ov,p_cert_iii_iv_total,p_cert_i_ii_15_24,p_cert_i_ii_25_34,p_cert_i_ii_35_44,p_cert_i_ii_45_54,p_cert_i_ii_55_64,p_cert_i_ii_65_74,p_cert_i_ii_75_84,p_cert_i_ii_85ov,p_cert_i_ii_total,p_cert_levl_nfd_15_24,p_cert_levl_nfd_25_34,p_cert_levl_nfd_35_44,p_cert_levl_nfd_45_54,p_cert_levl_nfd_55_64,p_cert_levl_nfd_65_74,p_cert_levl_nfd_75_84,p_cert_levl_nfd_85ov,p_cert_levl_nfd_total,p_cert_lev_tot_15_24,p_cert_lev_tot_25_34,p_cert_lev_tot_35_44,p_cert_lev_tot_45_54,p_cert_lev_tot_55_64,p_cert_lev_tot_65_74,p_cert_lev_tot_75_84,p_cert_lev_tot_85ov,p_cert_lev_tot_total,p_lev_edu_ides_15_24,p_lev_edu_ides_25_34,p_lev_edu_ides_35_44,p_lev_edu_ides_45_54,p_lev_edu_ides_55_64,p_lev_edu_ides_65_74,p_lev_edu_ides_75_84,p_lev_edu_ides_85ov,p_lev_edu_ides_total,p_lev_edu_ns_15_24,p_lev_edu_ns_25_34,p_lev_edu_ns_35_44,p_lev_edu_ns_45_54,p_lev_edu_ns_55_64,p_lev_edu_ns_65_74,p_lev_edu_ns_75_84,p_lev_edu_ns_85ov,p_lev_edu_ns_total,p_tot_15_24,p_tot_25_34,p_tot_35_44,p_tot_45_54,p_tot_55_64,p_tot_65_74,p_tot_75_84,p_tot_85ov,p_tot_total,sa3_name16
60104,380,362,274,170,62,17,1529,8,100,170,182,171,99,23,0,752,166,937,1117,888,808,490,188,51,4656,67,297,476,544,514,399,195,57,2546,414,891,805,831,724,386,164,41,4252,93,77,52,45,36,22,14,7,344,25,72,81,90,138,98,41,20,557,530,1040,928,962,905,506,212,66,5157,10,17,22,37,40,51,30,17,218,204,203,181,248,311,325,242,110,1824,999,2845,3277,3230,3029,2037,955,316,16687,Hobart - South and West
60105,1013,915,771,449,151,41,4611,53,317,364,452,360,195,47,19,1805,925,2736,2210,1756,1679,1020,337,151,10807,200,477,556,701,675,567,268,105,3554,500,840,667,760,635,383,192,81,4057,140,82,66,43,37,30,4,6,402,53,67,61,97,132,90,60,35,591,685,984,790,897,802,503,252,128,5044,19,52,37,49,48,73,57,17,351,482,581,427,463,518,461,340,259,3533,2435,6354,5403,5223,4855,3264,1445,717,29697,Hobart Inner
60106,53,59,39,39,5,0,243,8,27,27,36,42,25,7,0,172,42,220,232,220,186,145,23,8,1071,30,148,177,231,263,138,50,14,1051,254,606,496,574,532,290,94,29,2880,56,55,40,40,34,9,0,0,236,20,29,36,50,63,45,20,6,266,337,690,571,667,632,347,113,39,3385,0,11,14,15,21,28,12,3,104,161,124,150,167,227,203,153,55,1247,576,1260,1226,1394,1401,929,367,115,7277,Sorell - Dodges Ferry
60201,448,443,332,238,53,8,1914,19,191,221,249,238,109,35,12,1074,535,1881,1826,1495,1242,670,216,86,7950,243,670,897,1065,967,618,317,90,4867,1292,2333,1996,2079,1778,1147,542,171,11343,339,266,175,142,78,54,18,8,1080,139,176,220,244,250,183,95,37,1342,1770,2773,2392,2468,2109,1379,657,217,13767,35,54,65,58,63,71,44,31,432,970,785,719,864,891,1075,793,481,6576,3601,6721,6565,6634,5843,4166,2112,935,36573,Launceston
60202,61,64,91,85,20,4,355,0,32,44,58,69,37,12,0,257,52,228,316,317,363,253,83,24,1635,25,141,207,308,371,282,89,25,1449,309,557,636,725,701,439,156,30,3557,62,69,50,45,42,26,3,0,302,35,42,60,95,114,79,30,11,462,407,674,741,868,858,540,195,42,4315,4,9,10,14,20,34,23,5,117,270,185,210,299,383,405,263,83,2102,765,1295,1580,1932,2156,1628,681,182,10219,Meander Valley - West Tamar
60203,78,89,141,102,33,4,491,3,22,42,69,103,55,11,3,304,58,367,381,437,506,363,118,22,2257,47,173,324,427,515,392,137,19,2037,480,926,930,1225,1175,730,279,53,5805,106,115,109,78,77,29,7,3,527,49,71,91,122,152,117,52,11,660,636,1119,1130,1432,1401,881,336,69,6999,7,13,21,21,32,44,29,3,167,455,329,381,550,658,731,460,160,3724,1209,2065,2360,3023,3360,2571,1116,274,15973,North East
60301,21,29,34,22,3,0,124,0,10,14,30,14,14,3,0,84,16,86,107,109,102,80,10,10,522,7,55,85,132,142,78,29,4,538,151,306,345,352,352,179,43,11,1740,45,31,32,21,22,4,3,0,156,10,21,37,45,47,30,9,0,192,205,368,402,415,420,214,47,13,2091,0,7,9,9,10,3,4,0,40,148,96,114,195,209,196,108,26,1085,381,622,751,920,928,621,209,53,4482,Central Highlands (Tas.)
60302,74,117,157,132,36,6,553,3,24,58,71,84,65,8,0,321,28,228,363,380,449,297,84,12,1837,25,126,216,340,353,268,82,11,1421,212,485,539,549,553,332,112,26,2806,65,42,37,46,30,14,4,4,251,24,34,66,66,83,74,22,3,375,306,570,647,665,663,417,141,31,3435,3,13,13,14,34,27,13,3,126,206,139,210,214,313,333,195,55,1675,575,1137,1573,1803,2061,1536,554,118,9370,Huon - Bruny Island
60303,18,16,33,28,5,3,117,0,0,8,10,28,22,6,0,69,11,53,64,69,127,99,25,8,457,9,43,50,87,119,139,38,8,496,49,112,148,197,265,185,84,18,1057,8,21,15,16,12,11,3,0,88,4,13,20,29,30,37,4,0,136,64,142,180,238,313,226,92,23,1276,0,0,3,7,5,14,10,3,35,55,44,73,118,169,230,129,70,891,145,298,401,548,787,765,298,108,3352,South East Coast
40301,390,345,340,182,63,10,1645,8,87,150,194,227,125,31,4,833,327,1290,1183,893,941,549,228,110,5518,95,347,500,642,657,510,220,93,3068,388,668,572,716,704,499,254,129,3927,64,58,51,33,36,37,7,0,287,39,40,76,142,144,140,63,33,678,488,760,702,895,882,673,329,161,4886,5,32,36,38,37,57,31,38,285,213,277,246,265,399,429,374,348,2555,1139,3108,3201,3272,3488,2531,1281,768,18794,Holdfast Bay
40302,950,547,413,203,53,11,3248,33,311,374,315,307,141,29,9,1529,1004,3855,2911,1689,1369,726,257,98,11919,333,1305,1506,1492,1359,817,290,127,7233,1250,2599,2196,2293,2030,1210,640,251,12473,234,205,167,136,123,66,13,9,954,101,172,271,248,292,244,97,47,1477,1590,2975,2628,2685,2445,1523,755,307,14901,43,103,91,102,103,100,62,39,648,611,743,599,642,780,688,677,530,5260,3660,10326,9059,7465,6779,4195,2127,1117,44733,Marion
60401,106,116,144,81,14,3,566,11,68,77,102,122,62,12,3,462,120,578,558,530,563,317,114,33,2810,77,306,487,645,566,383,176,50,2695,872,1504,1392,1540,1374,690,359,76,7813,245,182,102,92,74,35,10,6,742,55,113,144,183,191,104,67,18,871,1173,1803,1636,1817,1641,828,441,105,9433,12,16,26,43,32,54,38,10,225,477,339,366,582,642,750,650,271,4081,1871,3200,3260,3832,3712,2468,1445,477,20268,Burnie - Ulverstone
60402,91,97,105,71,18,5,458,5,50,72,119,105,71,20,0,439,106,559,572,492,549,368,110,26,2779,71,314,479,594,598,405,162,45,2676,686,1436,1348,1457,1278,811,322,75,7407,209,141,111,100,56,34,13,0,672,66,83,132,158,155,122,42,11,770,960,1662,1584,1719,1483,973,376,88,8848,10,41,18,35,45,44,49,10,254,396,313,347,482,641,771,568,286,3792,1552,3002,3169,3538,3532,2707,1301,464,19259,Devonport
60403,18,32,30,22,11,3,148,0,12,29,37,38,14,3,0,134,40,179,173,153,178,99,28,8,864,33,105,162,206,207,132,35,6,880,294,528,486,584,543,262,91,18,2809,69,50,37,42,30,8,3,0,240,39,34,58,65,55,25,15,0,290,396,621,572,685,634,296,110,20,3337,4,7,9,20,17,10,3,0,75,218,180,168,278,330,257,172,39,1644,698,1133,1136,1420,1434,832,361,74,7084,West Coast
70101,353,262,219,92,13,3,1431,15,181,142,137,110,37,4,0,629,305,1828,972,618,462,200,45,19,4444,123,598,449,454,294,125,37,3,2086,378,1222,629,588,408,182,63,4,3469,61,60,39,22,18,3,6,0,201,33,99,64,70,37,39,3,5,354,466,1383,726,683,461,231,71,10,4028,10,55,28,39,35,9,9,5,191,475,1086,553,483,404,225,92,55,3373,1421,5593,3233,2677,1986,915,263,88,16182,Darwin City
70102,696,470,371,161,36,0,2410,17,246,309,253,212,73,17,0,1123,412,2385,1809,1104,768,347,98,13,6923,158,723,801,800,582,293,85,12,3455,633,1710,1442,1306,921,486,144,31,6677,138,115,87,74,43,17,4,0,489,61,139,149,156,129,76,19,5,739,835,1961,1682,1532,1101,582,170,38,7902,23,62,74,40,38,24,18,6,292,877,1244,937,860,775,511,219,69,5485,2346,7269,6307,5059,3841,1994,634,138,27592,Darwin Suburbs
70103,54,75,59,36,3,0,248,4,40,65,66,55,15,3,0,243,60,297,309,281,217,104,23,6,1300,48,199,329,394,255,92,16,0,1337,515,1091,1105,1126,657,265,63,4,4830,101,42,38,29,27,12,0,3,261,41,46,71,85,74,34,4,0,357,661,1179,1218,1244,761,308,63,8,5447,7,15,13,16,14,15,3,3,85,620,1110,1047,919,597,289,67,17,4671,1394,2863,3041,3000,1959,852,182,40,13330,Litchfield
70104,191,114,72,23,3,0,556,10,117,136,98,58,7,3,0,436,113,932,763,410,185,82,19,4,2523,121,583,680,514,285,69,19,3,2273,788,2125,1412,949,533,157,42,15,6024,158,142,89,55,21,6,0,0,477,63,111,124,83,57,30,9,3,467,1005,2374,1623,1093,617,185,55,14,6973,25,42,45,22,19,14,11,0,166,555,689,557,437,345,184,94,33,2891,1831,4880,3997,2687,1579,570,205,55,15818,Palmerston
70201,252,246,183,77,17,0,1037,7,122,144,175,120,33,9,0,608,129,994,777,576,485,152,45,7,3163,68,428,406,456,382,119,35,7,1898,435,935,772,821,606,215,55,18,3846,110,128,66,74,40,10,0,0,434,47,104,115,88,76,38,7,4,485,597,1167,956,988,722,261,61,22,4765,16,37,30,33,31,12,3,3,162,1231,1324,917,898,669,337,125,44,5541,2055,4326,3478,3360,2595,981,294,83,17172,Alice Springs
70202,17,9,10,3,0,0,67,0,14,16,17,7,3,0,0,52,15,95,61,38,52,13,0,0,265,12,25,36,58,43,8,3,0,190,62,146,94,98,84,40,14,0,535,26,23,16,18,4,0,0,0,83,4,14,10,13,10,3,0,0,53,90,180,116,137,96,44,16,0,670,0,8,3,3,4,0,0,0,19,156,169,119,121,82,52,13,0,701,271,511,359,376,292,121,28,0,1966,Barkly
70203,40,33,36,8,3,0,153,0,20,21,19,24,6,0,0,100,23,161,130,108,95,33,6,3,562,14,58,84,86,71,42,9,0,368,91,223,211,263,235,98,14,3,1142,44,78,67,45,28,11,0,0,264,30,61,47,54,18,14,0,0,233,163,359,333,359,287,124,16,3,1640,6,15,8,17,6,6,3,0,55,476,535,559,424,269,149,41,6,2461,685,1182,1175,1045,795,370,73,17,5329,Daly - Tiwi - West Arnhem
70204,44,31,28,15,3,0,165,5,20,47,27,20,3,0,0,125,16,176,155,93,84,17,0,0,530,7,74,111,88,53,10,4,0,347,58,216,228,239,139,34,4,0,915,40,47,60,48,31,11,0,0,233,26,44,42,32,19,0,0,0,173,127,309,332,315,190,44,3,0,1318,0,6,3,8,3,0,0,0,29,572,450,343,257,182,73,15,0,1908,724,1074,1036,816,566,165,30,0,4411,East Arnhem
70205,42,28,40,10,3,0,186,5,54,33,34,33,8,0,0,169,61,334,227,188,113,55,8,0,986,41,185,149,219,133,43,23,0,784,235,524,354,345,239,104,26,3,1826,70,95,45,50,20,6,0,0,286,18,59,49,36,40,15,9,0,224,318,677,445,430,298,122,36,0,2331,4,15,20,14,4,6,4,0,66,766,823,528,600,439,242,98,24,3526,1203,2151,1438,1514,1058,487,169,28,8046,Katherine
80101,2138,1443,1067,667,234,50,7519,49,604,721,657,620,442,72,4,3173,1570,4810,3723,2311,1968,1451,567,142,16540,508,1506,1562,1293,1106,813,280,104,7175,1053,2288,2052,1515,1129,837,350,104,9327,234,175,154,96,76,53,17,7,812,103,166,226,244,284,298,98,27,1454,1386,2626,2434,1856,1490,1198,463,143,11599,44,105,90,86,100,119,65,20,624,897,927,770,635,671,658,466,319,5335,4542,12415,11433,8275,7018,5343,2139,788,51956,Belconnen
80103,5,6,9,0,0,0,34,0,0,0,7,4,0,0,0,12,5,23,18,17,15,12,3,0,94,0,11,15,20,14,10,0,0,74,10,24,20,47,38,14,3,4,159,3,3,3,0,0,0,0,0,11,0,7,4,9,4,3,0,0,26,17,31,33,58,39,19,3,4,199,0,0,3,0,3,0,3,0,9,92,193,132,94,66,47,14,0,645,115,264,209,196,152,94,27,10,1067,Canberra East
80104,2395,1180,588,194,57,6,6307,39,510,582,404,283,97,16,0,1932,959,4352,3478,1845,868,406,117,15,12041,352,1562,1696,1194,631,281,76,12,5806,812,1918,1521,1050,576,281,116,22,6310,147,136,94,63,44,15,0,0,504,68,111,194,168,130,77,31,4,789,1032,2168,1813,1282,751,375,154,32,7604,28,95,101,90,59,52,18,3,448,514,769,669,449,309,171,123,31,3044,2999,11267,10732,6452,3489,1579,561,97,37177,Gungahlin
80105,1809,1330,934,503,157,53,7294,67,686,440,461,358,220,49,8,2286,2009,4494,2069,1559,1198,666,274,118,12394,263,636,493,512,375,229,148,71,2733,531,680,407,422,307,175,133,78,2726,130,49,38,28,19,9,8,8,294,44,51,81,86,81,80,41,28,496,699,778,529,542,412,263,184,113,3519,58,53,25,37,26,41,24,17,291,797,1024,582,486,364,313,291,224,4075,4029,10039,5957,4931,3672,2226,1123,604,32577,North Canberra
80106,908,967,663,436,139,49,4049,20,339,225,296,292,146,35,5,1364,434,1890,1206,1087,943,702,255,118,6630,62,271,284,329,318,254,104,46,1667,128,287,230,286,211,120,56,31,1348,23,25,16,23,13,14,10,5,130,17,14,39,63,67,47,21,20,295,165,325,283,362,295,184,89,60,1768,7,20,19,43,30,25,16,20,182,179,431,262,299,276,259,249,299,2251,902,4126,3184,3380,2827,2001,886,600,17914,South Canberra
80107,876,840,776,383,81,10,3549,34,291,459,553,540,201,29,5,2125,583,2460,2576,2162,1953,973,281,56,11042,374,1311,1537,1791,1455,731,186,43,7427,1183,2534,2058,2041,1676,768,302,74,10637,243,176,137,118,103,50,20,5,860,87,139,210,301,367,234,74,16,1435,1520,2854,2405,2456,2150,1055,395,96,12937,24,70,71,106,114,103,42,17,552,598,578,592,708,710,555,389,251,4382,3159,8122,8523,8615,7693,3995,1408,485,42008,Tuggeranong
80108,513,404,342,226,83,11,1817,3,127,233,227,202,140,18,4,955,129,799,1056,773,571,525,200,66,4119,61,194,383,420,287,281,150,43,1828,194,364,345,376,261,252,143,42,1984,33,31,14,21,8,20,6,0,138,18,26,45,63,74,90,33,19,376,249,421,405,460,345,368,190,60,2497,7,13,27,14,27,36,22,7,159,111,160,183,169,157,222,231,183,1410,555,1950,2803,2468,1937,1793,898,380,12788,Weston Creek
80109,912,875,632,414,152,55,3697,12,196,290,330,306,196,55,5,1392,430,1822,1594,1360,1084,729,420,144,7580,112,419,489,533,409,333,252,79,2619,253,404,377,427,284,233,222,66,2265,41,34,23,25,22,22,17,7,195,25,32,42,87,84,107,75,32,484,317,464,446,539,398,365,311,101,2946,13,34,29,31,30,44,50,14,250,215,365,303,276,251,305,272,193,2181,1122,3921,4066,3936,3114,2390,1505,593,20654,Woden Valley
80110,183,75,28,13,3,0,486,8,54,55,19,16,4,0,0,157,94,516,319,103,38,28,11,0,1108,18,135,81,57,22,16,4,0,341,46,121,61,33,32,10,3,0,305,14,17,4,0,0,0,0,0,34,3,6,9,10,8,6,0,0,46,64,143,77,45,41,13,3,0,390,3,7,11,7,5,0,0,0,28,52,127,61,29,25,13,10,0,318,240,1159,793,342,179,90,28,3,2835,Molonglo
80111,11,8,8,3,0,0,36,0,0,6,0,4,0,0,0,8,0,16,27,11,3,6,0,0,66,0,11,19,15,7,0,0,0,64,11,37,23,13,12,6,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,38,27,16,17,6,0,0,112,0,0,0,0,0,0,0,0,3,12,12,10,8,10,0,0,0,48,22,82,99,61,48,17,4,3,339,Urriarra - Namadgi
90101,7,0,5,3,0,0,30,3,6,9,11,0,0,0,0,27,3,26,31,18,9,7,0,0,96,0,20,30,21,14,3,0,0,89,12,49,54,51,45,12,0,0,222,7,9,3,5,0,4,0,0,27,0,9,3,4,6,0,0,0,22,20,62,59,67,44,18,0,0,269,0,0,0,4,0,0,0,0,10,75,141,90,93,71,35,6,0,505,98,263,234,215,151,58,8,0,1027,Christmas Island
90102,3,3,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,7,10,4,7,4,0,0,34,0,6,7,7,3,0,0,0,20,6,16,13,14,17,3,0,0,65,3,7,0,0,3,0,0,0,9,0,0,4,0,0,0,0,0,14,14,18,13,12,20,3,0,0,91,0,0,0,0,0,0,0,0,3,8,6,5,9,12,5,7,0,62,21,50,42,37,42,16,9,0,216,Cocos (Keeling) Islands
90103,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,8,15,5,7,7,3,0,0,41,0,4,8,5,3,0,0,0,26,3,5,4,8,3,0,0,0,33,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,9,7,11,10,3,3,0,0,41,0,0,0,0,0,0,0,0,0,23,16,12,15,4,8,5,0,88,41,53,44,42,23,12,3,0,218,Jervis Bay
90104,4,7,7,4,5,0,26,0,0,5,0,3,6,0,0,19,4,23,33,18,39,24,4,5,150,6,17,28,25,29,24,7,3,137,9,26,47,77,67,39,18,0,282,0,3,9,0,3,3,0,0,15,0,4,9,9,21,15,4,3,60,12,29,64,80,88,56,18,3,358,0,3,0,3,0,0,3,0,13,7,7,17,31,40,38,30,11,180,29,74,161,162,205,146,71,24,877,Norfolk Island
