SA3_MAIN11,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons,SA3_NAME11
30604,2883,7336,256,465,209,414,465,879,508,912,43,85,3,0,0,0,554,997,125,206,3,4,19,46,147,256,11,25,4060,9493,917,0,4977,9493,Port Douglas - Daintree
30605,12833,32408,273,529,16,34,289,563,845,1365,0,0,0,0,11,16,856,1381,338,544,48,106,64,118,450,768,16,29,14444,35149,2168,0,16612,35149,Tablelands (East) - Kuranda
30701,13902,35860,262,571,23,61,285,632,685,1159,0,0,0,0,6,17,691,1176,253,413,26,54,58,129,337,596,42,96,15257,38360,3296,0,18553,38360,Darling Downs (West) - Maranoa
30801,7877,23446,202,423,55,127,257,550,563,1205,14,19,3,0,15,29,595,1253,342,581,70,120,27,67,439,768,27,74,9195,26091,2389,0,11584,26091,Central Highlands (Qld)
30802,21798,60916,422,837,229,460,651,1297,1206,2084,55,77,107,175,11,21,1379,2357,591,983,67,141,47,102,705,1226,32,66,24565,65862,4056,0,28621,65862,Gladstone - Biloela
30803,33824,89445,1011,1606,190,325,1201,1931,2531,4266,174,286,119,213,19,28,2843,4793,505,813,70,136,69,151,644,1100,25,49,38537,97318,5255,0,43792,97318,Rockhampton
30901,11393,30292,1966,3622,2217,4787,4183,8409,2294,4122,2807,4960,2318,4194,22,41,7441,13317,96,132,0,0,37,73,133,205,18,45,23168,52268,4403,0,27571,52268,Broadbeach - Burleigh
30902,11109,29992,1145,2084,2001,4378,3146,6462,1943,3226,2272,3932,1217,2208,23,42,5455,9408,185,292,7,9,23,56,215,357,25,34,19950,46253,3112,0,23062,46253,Coolangatta
30903,11035,28467,3857,7800,3186,7137,7043,14937,2141,3950,1989,3456,1626,2970,8,8,5764,10384,448,624,0,0,9,27,457,651,45,89,24344,54528,3069,0,27413,54528,Gold Coast - North
30904,5991,15595,60,101,14,19,74,120,43,70,16,19,0,0,9,11,68,100,62,97,12,14,28,76,102,187,4,10,6239,16012,887,0,7126,16012,Gold Coast Hinterland
30905,8436,25716,564,1366,852,2066,1416,3432,125,240,0,0,0,0,11,25,136,265,30,52,0,0,14,21,44,73,5,6,10037,29492,608,0,10645,29492,Mudgeeraba - Tallebudgera
30906,16083,48112,1462,2974,2632,6232,4094,9206,274,394,57,67,167,309,15,25,513,795,517,692,0,0,7,30,524,722,4,0,21218,58835,1458,0,22676,58835,Nerang
30907,24609,75218,2803,6186,1889,4654,4692,10840,654,1430,114,186,233,481,30,55,1031,2152,380,595,11,27,14,31,405,653,11,31,30748,88894,3103,0,33851,88894,Ormeau - Oxenford
31301,10197,24577,721,1182,242,407,963,1589,669,997,256,420,80,158,15,32,1020,1607,435,595,0,3,10,25,445,623,0,7,12625,28403,2266,0,14891,28403,Bribie - Beachmere
31302,17333,50700,1100,1895,211,431,1311,2326,760,1297,113,175,10,12,9,14,892,1498,64,100,3,7,55,112,122,219,11,24,19669,54767,1554,0,21223,54767,Caboolture
31303,3738,9760,35,53,0,3,35,56,24,46,0,0,0,0,3,19,27,65,30,38,3,14,6,10,39,62,3,4,3842,9947,682,0,4524,9947,Caboolture Hinterland
31304,17382,51541,692,1464,623,1526,1315,2990,258,572,50,78,0,0,14,41,322,691,166,228,5,3,8,26,179,257,8,28,19206,55507,1052,0,20258,55507,Narangba - Burpengary
31305,16162,41692,1389,2261,840,1757,2229,4018,2278,3453,595,993,970,1647,31,52,3874,6145,211,309,3,0,33,67,247,376,3,5,22515,52236,2474,0,24989,52236,Redcliffe
31401,24830,75281,507,891,517,867,1024,1758,200,361,3,0,56,57,30,75,289,493,17,36,15,34,6,6,38,76,3,7,26184,77615,1410,0,27594,77615,Hills District
31402,15227,44704,1079,1851,665,1478,1744,3329,303,546,47,71,130,175,8,18,488,810,226,282,0,0,10,26,236,308,33,92,17728,49243,1490,0,19218,49243,North Lakes
31403,10714,30479,889,1573,310,707,1199,2280,666,1092,0,0,0,0,16,22,682,1114,5,8,3,0,5,9,13,17,0,4,12608,33894,738,0,13346,33894,Strathpine
31501,6627,22173,139,304,252,577,391,881,743,1843,7,19,10,13,17,46,777,1921,253,490,51,80,46,100,350,670,42,90,8187,25735,1598,0,9785,25735,Far North
31502,7758,23447,347,708,52,99,399,807,988,1902,51,89,42,77,3,5,1084,2073,440,726,46,72,38,77,524,875,42,101,9807,27303,1470,0,11277,27303,Outback - North
31503,6735,16547,114,175,9,17,123,192,271,413,0,0,0,0,4,9,275,422,131,239,36,77,40,81,207,397,54,125,7394,17683,2121,0,9515,17683,Outback - South
31601,13887,38353,1284,2026,521,1068,1805,3094,649,1018,104,182,28,49,15,29,796,1278,47,67,0,0,11,16,58,83,0,4,16546,42812,1653,0,18199,42812,Buderim
31602,19349,51939,2732,4458,643,1317,3375,5775,1133,1890,694,1214,1968,3684,28,55,3823,6843,562,822,3,5,50,112,615,939,3,13,27165,65509,4470,0,31635,65509,Caloundra
31603,11310,29517,1504,2574,2061,4063,3565,6637,2524,4374,1435,2600,1702,3109,32,46,5693,10129,420,642,0,0,26,62,446,704,18,44,21032,47031,4031,0,25063,47031,Maroochy
31604,18874,50310,318,533,211,423,529,956,1089,1690,35,59,0,0,56,98,1180,1847,427,655,74,162,26,56,527,873,17,37,21127,54023,2499,0,23626,54023,Nambour - Pomona
31605,10332,26440,973,1480,973,1799,1946,3279,1217,1984,332,642,118,194,7,12,1674,2832,143,230,8,5,6,9,157,244,4,10,14113,32805,3718,0,17831,32805,Noosa
31606,15574,40974,357,594,164,348,521,942,187,324,3,3,0,0,39,66,229,393,335,536,48,99,18,65,401,700,8,16,16733,43025,1785,0,18518,43025,Sunshine Coast Hinterland
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Qld)
31203,4575,11837,105,231,203,456,308,687,899,1652,208,381,55,103,8,11,1170,2147,205,332,21,40,18,39,244,411,14,33,6311,15115,1549,0,7860,15115,Whitsunday
40302,25197,63526,4855,8642,1156,2431,6011,11073,3017,4696,19,28,158,255,26,38,3220,5017,0,3,0,3,10,12,10,18,3,11,34441,79645,2721,0,37162,79645,Marion
40303,19166,50677,1581,2715,95,210,1676,2925,2249,3537,135,300,0,5,41,58,2425,3900,27,35,5,9,15,45,47,89,3,5,23317,57596,1818,0,25135,57596,Mitcham
30301,13364,37615,1056,1879,1563,3519,2619,5398,667,1198,170,296,106,185,9,18,952,1697,118,149,0,0,9,24,127,173,3,5,17065,44888,1079,0,18144,44888,Carindale
40304,54993,142620,2955,4627,442,937,3397,5564,2092,3146,69,86,12,16,26,40,2199,3288,324,439,0,0,20,36,344,475,34,71,60967,152018,5668,0,66635,152018,Onkaparinga
40401,29955,76227,4895,9065,1579,3378,6474,12443,4174,6738,326,566,177,297,41,69,4718,7670,19,31,3,3,51,116,73,150,11,27,41231,96517,3749,0,44980,96517,Charles Sturt
40402,15874,40682,2984,5816,881,1794,3865,7610,2399,3912,126,203,208,316,21,36,2754,4467,34,52,0,0,62,131,96,183,21,29,22610,52971,2054,0,24664,52971,Port Adelaide - West
40403,15763,39493,2483,4336,652,1431,3135,5767,4632,7784,487,903,192,322,23,38,5334,9047,7,9,3,0,19,29,29,38,5,15,24266,54360,2344,0,26610,54360,West Torrens
40501,11765,29783,365,641,23,47,388,688,322,445,0,0,3,7,3,4,328,456,65,118,3,5,25,53,93,176,10,24,12584,31127,1354,0,13938,31127,Barossa
40502,8274,19594,156,224,5,10,161,234,143,186,0,0,13,18,4,6,160,210,33,53,6,7,50,114,89,174,8,13,8692,20225,2437,0,11129,20225,Lower North
40503,9879,23246,709,1294,4,18,713,1312,342,413,9,13,36,37,16,20,403,483,62,90,4,14,51,120,117,224,6,9,11118,25274,1987,0,13105,25274,Mid North
40504,9316,20873,300,441,36,89,336,530,133,178,0,4,20,29,3,0,156,211,129,196,5,11,39,81,173,288,0,5,9981,21907,7003,0,16984,21907,Yorke Peninsula
30908,10166,28332,1205,2521,2852,7024,4057,9545,333,713,674,1316,623,1161,10,13,1640,3203,0,0,0,0,26,70,26,70,25,45,15914,41195,1411,0,17325,41195,Robina
30909,11082,31071,1657,3252,1855,4292,3512,7544,1663,2881,1975,3539,2115,3957,15,24,5768,10401,64,124,0,0,26,44,90,168,15,31,20467,49215,2270,0,22737,49215,Southport
30910,4389,11902,574,1121,1501,3467,2075,4588,953,1742,1757,3095,5105,9079,4,7,7819,13923,25,40,0,0,7,7,32,47,41,80,14356,30540,5512,0,19868,30540,Surfers Paradise
31001,17913,52966,756,1726,898,1980,1654,3706,383,691,114,184,0,0,7,18,504,893,311,431,5,8,7,28,323,467,13,19,20407,58051,1135,0,21542,58051,Forest Lake - Oxley
31002,19017,50948,189,282,5,22,194,304,212,302,3,0,0,0,5,21,220,323,357,535,34,79,30,69,421,683,43,125,19895,52383,2365,0,22260,52383,Ipswich Hinterland
31003,30122,83666,1050,1750,624,1093,1674,2843,1173,1651,71,120,31,55,21,33,1296,1859,141,192,6,18,16,34,163,244,11,19,33266,88631,2838,0,36104,88631,Ipswich Inner
31004,19466,59786,617,1221,631,1449,1248,2670,423,740,0,0,21,46,8,26,452,812,74,86,0,0,9,16,83,102,4,14,21253,63384,1650,0,22903,63384,Springfield - Redbank
31101,3950,10644,94,156,62,110,156,266,213,313,26,46,10,13,5,12,254,384,70,101,9,10,3,4,82,115,0,9,4442,11418,730,0,5172,11418,Beaudesert
31701,42837,114986,1798,3136,488,948,2286,4084,5111,8266,93,149,205,321,17,26,5426,8762,212,372,17,31,51,104,280,507,33,78,50862,128417,4423,0,55285,128417,Toowoomba
31801,13928,36757,287,543,29,88,316,631,866,1379,3,5,0,0,4,3,873,1387,297,506,21,51,93,182,411,739,11,27,15539,39541,2547,0,18086,39541,Charters Towers - Ayr - Ingham
31802,49224,137672,1959,3675,1452,2942,3411,6617,5469,8981,1162,2089,1016,1895,60,118,7707,13083,535,878,28,62,49,99,612,1039,47,98,61001,158509,7194,0,68195,158509,Townsville
31901,27230,70498,1782,2787,123,229,1905,3016,2078,3328,31,59,62,113,33,63,2204,3563,617,999,62,146,58,127,737,1272,4,19,32080,78368,4400,0,36480,78368,Bundaberg
31902,16605,41660,109,178,18,51,127,229,821,1332,0,0,0,0,4,10,825,1342,325,533,64,126,58,119,447,778,41,67,18045,44076,3405,0,21450,44076,Burnett
31903,15883,39975,205,334,132,254,337,588,722,1033,22,41,3,3,24,47,771,1124,318,488,65,133,42,80,425,701,14,27,17430,42415,3149,0,20579,42415,Gympie - Cooloola
31904,17359,43960,583,1036,326,644,909,1680,1412,2320,223,379,94,178,16,30,1745,2907,439,666,3,13,21,41,463,720,12,26,20488,49293,2712,0,23200,49293,Hervey Bay
31905,14824,36610,134,255,60,117,194,372,804,1132,38,50,41,63,6,11,889,1256,286,422,38,81,43,85,367,588,10,21,16284,38847,2853,0,19137,38847,Maryborough
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
40101,1016,2327,961,1681,1907,3866,2868,5547,1035,1753,852,1431,2358,4079,6,12,4251,7275,0,0,0,0,25,51,25,51,18,33,8178,15233,1276,0,9454,15233,Adelaide City
40102,23152,61863,588,895,80,152,668,1047,418,651,0,3,0,0,43,75,461,729,54,69,13,14,40,98,107,181,11,16,24399,63836,2329,0,26728,63836,Adelaide Hills
40105,8181,20520,2136,3636,1334,2612,3470,6248,2976,4734,274,390,59,98,16,24,3325,5246,3,10,0,0,17,43,20,53,8,12,15004,32079,1562,0,16566,32079,Norwood - Payneham - St Peters
40106,7780,20335,776,1403,417,835,1193,2238,1496,2427,0,0,36,71,15,33,1547,2531,22,39,0,0,15,22,37,61,3,6,10560,25171,1005,0,11565,25171,Prospect - Walkerville
50502,42900,113579,15854,30067,3815,8367,19669,38434,6536,11271,551,791,277,468,165,242,7529,12772,105,139,3,3,12,20,120,162,22,54,70240,165001,6907,0,77147,165001,Stirling
50503,45169,133031,2911,5999,570,1406,3481,7405,775,1331,0,0,43,74,129,256,947,1661,274,379,0,4,4,7,278,390,4,6,49879,142493,4354,0,54233,142493,Wanneroo
50602,16547,40580,3507,7084,1208,2667,4715,9751,1867,3465,1004,1750,1250,2281,5,12,4126,7508,13,36,3,4,13,29,29,69,31,53,25448,57961,2886,0,28334,57961,Belmont - Victoria Park
50603,24387,67981,3566,7697,463,1355,4029,9052,2334,4593,97,182,338,427,12,20,2781,5222,25,28,3,0,9,16,37,44,9,23,31243,82322,2448,0,33691,82322,Canning
50701,26777,73906,2443,4679,357,757,2800,5436,737,1253,570,971,92,167,33,60,1432,2451,85,123,0,5,12,32,97,160,9,12,31115,81965,2477,0,33592,81965,Cockburn
50702,8913,22216,1538,2721,1229,2399,2767,5120,666,1009,636,956,507,773,6,10,1815,2748,129,191,0,0,39,79,168,270,8,15,13671,30369,1936,0,15607,30369,Fremantle
50703,9081,24467,419,965,58,118,477,1083,221,327,192,340,7,11,0,3,420,681,0,3,6,9,0,0,6,12,3,3,9987,26246,839,0,10826,26246,Kwinana
50704,29518,79979,3478,6037,825,1801,4303,7838,2150,3662,244,374,191,420,3,3,2588,4459,0,0,0,4,3,10,3,14,23,58,36435,92348,3293,0,39728,92348,Melville
50705,31989,88991,1599,2546,386,727,1985,3273,1617,2419,65,102,133,215,14,22,1829,2758,329,468,12,29,8,18,349,515,9,18,36161,95555,4547,0,40708,95555,Rockingham
50801,4675,12146,228,344,155,377,383,721,189,306,8,8,23,33,4,9,224,356,114,190,26,48,17,47,157,285,9,19,5448,13527,1822,0,7270,13527,Esperance
50802,2433,6518,197,344,19,39,216,383,156,247,0,0,3,5,0,0,159,252,367,667,17,39,27,69,411,775,25,62,3244,7990,619,0,3863,7990,Gascoyne
50803,10308,29406,922,1985,106,210,1028,2195,718,1397,6,18,0,3,0,0,724,1418,343,537,13,24,35,77,391,638,46,97,12497,33754,2065,0,14562,33754,Goldfields
50804,6856,23626,577,1222,125,261,702,1483,505,1008,3,5,0,0,3,0,511,1013,864,1650,88,166,112,273,1064,2089,110,254,9243,28465,1578,0,10821,28465,Kimberley
50805,16394,42573,793,1432,69,161,862,1593,865,1348,35,52,0,0,6,11,906,1411,417,661,24,46,54,112,495,819,42,96,18699,46492,4315,0,23014,46492,Mid West
31102,10579,29971,869,1603,977,2187,1846,3790,602,1080,59,94,26,44,16,26,703,1244,20,26,0,0,6,13,26,39,7,14,13161,35058,972,0,14133,35058,Beenleigh
31103,21650,66961,380,753,369,877,749,1630,173,320,0,0,0,0,30,58,203,378,175,218,0,8,3,6,178,232,6,13,22786,69214,1416,0,24202,69214,Browns Plains
31104,11073,35276,36,90,6,23,42,113,38,68,0,0,0,0,47,91,85,159,14,30,0,6,0,0,14,36,8,12,11222,35596,634,0,11856,35596,Jimboomba
31105,16449,48323,457,819,1136,2483,1593,3302,156,255,8,9,0,3,19,34,183,301,152,207,0,3,8,9,160,219,4,11,18389,52156,1144,0,19533,52156,Loganlea - Carbrook
31106,20459,60723,1060,2088,2487,5044,3547,7132,1394,2675,41,76,128,280,31,54,1594,3085,95,117,3,5,27,42,125,164,10,21,25735,71125,1488,0,27223,71125,Springwood - Kingston
31201,9471,26862,354,702,255,523,609,1225,508,832,14,21,42,72,5,8,569,933,446,807,52,112,22,67,520,986,23,41,11192,30047,3130,0,14322,30047,Bowen Basin - North
31202,32841,91697,1462,2781,451,944,1913,3725,2485,4358,106,197,357,683,20,38,2968,5276,637,1014,89,202,67,138,793,1354,46,102,38561,102154,4525,0,43086,102154,Mackay
40107,8888,23658,2059,3575,852,1675,2911,5250,2517,4002,157,242,124,234,23,30,2821,4508,0,4,0,0,5,6,5,10,13,15,14638,33441,1571,0,16209,33441,Unley
40201,10625,28072,847,1360,7,18,854,1378,256,408,0,0,0,0,0,3,256,411,57,73,4,6,5,8,66,87,7,15,11808,29963,890,0,12698,29963,Gawler - Two Wells
40202,23590,64476,4195,8964,164,373,4359,9337,1140,1579,75,102,56,77,15,23,1286,1781,110,145,3,14,3,10,116,169,4,6,29355,75769,2379,0,31734,75769,Playford
40203,18458,46562,2606,5420,435,958,3041,6378,2163,3764,31,41,32,54,14,17,2240,3876,37,61,0,0,11,26,48,87,5,3,23792,56906,1982,0,25774,56906,Port Adelaide - East
40204,39682,108169,3420,6183,802,1840,4222,8023,2251,3551,252,438,147,248,20,36,2670,4273,115,155,3,7,3,18,121,180,14,30,46709,120675,3019,0,49728,120675,Salisbury
40205,30813,81207,2297,3503,375,785,2672,4288,1035,1607,8,9,23,40,10,14,1076,1670,3,3,0,3,3,4,6,10,7,21,34574,87196,2200,0,36774,87196,Tea Tree Gully
40601,17218,42648,3322,6703,94,206,3416,6909,906,1260,70,86,50,73,9,17,1035,1436,162,244,51,91,43,109,256,444,18,37,21943,51474,5033,0,26976,51474,Eyre Peninsula and South West
40602,8218,21441,505,983,50,90,555,1073,384,543,0,0,44,52,3,10,431,605,115,192,18,29,24,50,157,271,38,89,9399,23479,2715,0,12114,23479,Outback - North and East
40701,17303,39474,720,1078,148,296,868,1374,468,647,30,43,17,27,3,7,518,724,129,194,28,67,40,77,197,338,10,18,18896,41928,9363,0,28259,41928,Fleurieu - Kangaroo Island
40702,21918,54181,905,1591,50,99,955,1690,1503,2111,8,14,41,58,9,11,1561,2194,82,119,18,41,35,70,135,230,25,43,24594,58338,5519,0,30113,58338,Limestone Coast
40703,23662,57473,1330,2381,46,105,1376,2486,944,1369,13,22,3,10,11,15,971,1416,284,424,30,56,52,104,366,584,32,67,26407,62026,6539,0,32946,62026,Murray and Mallee
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (SA)
50101,13486,34286,856,1305,170,371,1026,1676,358,569,0,0,6,19,11,22,375,610,245,397,17,37,23,56,285,490,13,31,15185,37093,6348,0,21533,37093,Augusta - Margaret River - Busselton
50102,29831,78501,2158,3584,239,467,2397,4051,952,1600,124,194,33,51,30,56,1139,1901,388,585,18,41,43,90,449,716,22,59,33838,85228,4967,0,38805,85228,Bunbury
50103,7901,19136,96,134,3,3,99,137,218,304,0,0,0,0,0,0,218,304,31,58,25,44,19,42,75,144,12,24,8305,19745,2525,0,10830,19745,Manjimup
50201,25990,65816,2679,4335,576,1099,3255,5434,1297,2122,122,254,155,303,10,15,1584,2694,459,691,19,61,12,27,490,779,20,42,31339,74765,8702,0,40041,74765,Mandurah
50301,16823,47432,986,1723,1324,2570,2310,4293,1513,2551,1211,1791,1047,1794,6,12,3777,6148,0,0,0,0,12,22,12,22,21,36,22943,57931,2918,0,25861,57931,Cottesloe - Claremont
50302,16539,42463,2214,4130,4192,8246,6406,12376,3774,6325,4624,7598,6572,10799,7,17,14977,24739,0,3,3,0,129,244,132,247,46,87,38100,79912,5271,0,43371,79912,Perth City
50401,21681,55427,3721,7097,1153,2288,4874,9385,2152,3802,795,1363,689,1125,16,33,3652,6323,0,0,0,0,11,19,11,19,17,31,30235,71185,2761,0,32996,71185,Bayswater - Bassendean
50402,13185,35277,476,785,44,123,520,908,143,197,0,0,0,0,5,10,148,207,15,18,3,4,10,22,28,44,4,11,13885,36447,1031,0,14916,36447,Mundaring
