sa3_code16,p_noni_35_44_ptgdde_gddp_gdct,p_noni_35_44_bdl,p_noni_35_44_adip_dipl,p_noni_35_44_ct_iii_iv,p_noni_35_44_ct_i_ii,p_noni_35_44_cl_nfd,p_noni_35_44_loe_ns,p_noni_35_44_tot,p_noni_45_54_ptgdde_gddp_gdct,p_noni_45_54_bdl,p_noni_45_54_adip_dipl,p_noni_45_54_ct_iii_iv,p_noni_45_54_ct_i_ii,p_noni_45_54_cl_nfd,p_noni_45_54_loe_ns,p_noni_45_54_tot,p_noni_55_64_ptgdde_gddp_gdct,p_noni_55_64_bdl,p_noni_55_64_adip_dipl,p_noni_55_64_ct_iii_iv,p_noni_55_64_ct_i_ii,p_noni_55_64_cl_nfd,p_noni_55_64_loe_ns,p_noni_55_64_tot,p_noni_65ov_ptgdde_gddp_gdct,p_noni_65ov_bdl,p_noni_65ov_adip_dipl,p_noni_65ov_ct_iii_iv,p_noni_65ov_ct_i_ii,p_noni_65ov_cl_nfd,p_noni_65ov_loe_ns,p_noni_65ov_tot,p_noni_tot_ptgdde_gddp_gdct,p_noni_tot_bdl,p_noni_tot_adip_dipl,p_noni_tot_ct_iii_iv,p_noni_tot_ct_i_ii,p_noni_tot_cl_nfd,p_noni_tot_loe_ns,p_noni_tot_tot,p_is_ns_15_19_pgdde_gddp_gdct,p_is_ns_15_19_bdl,p_is_ns_15_19_adip_dipl,p_is_ns_15_19_ct_iii_and_iv_l,p_is_ns_15_19_ct_i_ii,p_is_ns_15_19_cl_nfd,p_is_ns_15_19_loe_ns,p_is_ns_15_19_tot,p_is_ns_20_24_pgde_gddp_gdctl,p_is_ns_20_24_bdl,p_is_ns_20_24_adip_dipl,p_is_ns_20_24_ct_iii_and_iv_l,p_is_ns_20_24_ct_i_ii,p_is_ns_20_24_cl_nfd,p_is_ns_20_24_loe_ns,p_is_ns_20_24_tot,p_is_ns_25_34_pgde_gddp_gdctl,p_is_ns_25_34_bdl,p_is_ns_25_34_adip_dipl,p_is_ns_25_34_ct_iii_and_iv_l,p_is_ns_25_34_ct_i_ii,p_is_ns_25_34_cl_nfd,p_is_ns_25_34_loe_ns,p_is_ns_25_34_tot,p_is_ns_35_44_pgde_gddp_gdctl,p_is_ns_35_44_bdl,p_is_ns_35_44_adip_dipl,p_is_ns_35_44_ct_iii_and_iv_l,p_is_ns_35_44_ct_i_ii,p_is_ns_35_44_cl_nfd,p_is_ns_35_44_loe_ns,p_is_ns_35_44_tot,p_is_ns_45_54_pgde_gddp_gdctl,p_is_ns_45_54_bdl,p_is_ns_45_54_adip_dipl,p_is_ns_45_54_ct_iii_and_iv_l,p_is_ns_45_54_ct_i_ii,p_is_ns_45_54_cl_nfd,p_is_ns_45_54_loe_ns,p_is_ns_45_54_tot,p_is_ns_55_64_pgde_gddp_gdctl,p_is_ns_55_64_bdl,p_is_ns_55_64_adip_dipl,p_is_ns_55_64_crt_iii_and_iv,p_is_ns_55_64_ct_i_ii,p_is_ns_55_64_cl_nfd,p_is_ns_55_64_loe_ns,p_is_ns_55_64_tot,p_is_ns_65ov_pgdde_gddp_gdct,p_is_ns_65ov_bdl,p_is_ns_65ov_adip_dipl,p_is_ns_65ov_crt_iii_and_iv,p_is_ns_65ov_ct_i_ii,p_is_ns_65ov_cl_nfd,p_is_ns_65ov_loe_ns,p_is_ns_65ov_tot,p_is_ns_totpdde_gddp_gdct,p_is_ns_tot_bdl,p_is_ns_tot_adip_dipl,p_is_ns_tot_ct_iii_iv,p_is_ns_tot_ct_i_ii,p_is_ns_tot_cl_nfd,p_is_ns_tot_loe_ns,p_is_ns_tot_tot,p_tot_15_19_pgde_gddp_gdctl,p_tot_15_19_bdl,p_tot_15_19_adip_dipl,p_tot_15_19_ct_iii_and_iv_l,p_tot_15_19_ct_i_ii,p_tot_15_19_cl_nfd,p_tot_15_19_loe_ns,p_tot_15_19_tot,p_tot_20_24_pgde_gddp_gdctl,p_tot_20_24_bdl,p_tot_20_24_adip_dipl,p_tot_20_24_ct_iii_and_iv_l,p_tot_20_24_ct_i_ii,p_tot_20_24_cl_nfd,p_tot_20_24_loe_ns,p_tot_20_24_tot,p_tot_25_34_pgde_gddp_gdctl,p_tot_25_34_bdl,p_tot_25_34_adip_dipl,p_tot_25_34_ct_iii_and_iv_l,p_tot_25_34_ct_i_ii,p_tot_25_34_cl_nfd,p_tot_25_34_loe_ns,p_tot_25_34_tot,p_tot_35_44_pgde_gddp_gdctl,p_tot_35_44_bdl,p_tot_35_44_adip_dipl,p_tot_35_44_ct_iii_and_iv_l,p_tot_35_44_ct_i_ii,p_tot_35_44_cl_nfd,p_tot_35_44_loe_ns,p_tot_35_44_tot,p_tot_45_54_pgde_gddp_gdctl,p_tot_45_54_bdl,p_tot_45_54_adip_dipl,p_tot_45_54_ct_iii_and_iv_l,p_tot_45_54_ct_i_ii,p_tot_45_54_cl_nfd,p_tot_45_54_loe_ns,p_tot_45_54_tot,p_tot_55_64_pgde_gddp_gdctl,p_tot_55_64_bdl,p_tot_55_64_adip_dipl,p_tot_55_64_ct_iii_and_iv_l,p_tot_55_64_ct_i_ii,p_tot_55_64_cl_nfd,p_tot_55_64_loe_ns,p_tot_55_64_tot,p_tot_65ov_ptgdde_gddp_gdct,p_tot_65ov_bdl,p_tot_65ov_adip_dipl,p_tot_65ov_ct_iii_and_iv_l,p_tot_65ov_ct_i_ii,p_tot_65ov_cl_nfd,p_tot_65ov_loe_ns,p_tot_65ov_tot,p_tot_tot_pgde_gddp_gdctl,p_tot_tot_bdl,p_tot_tot_adip_dipl,p_tot_tot_ct_iii_and_iv_l,p_tot_tot_ct_i_ii,p_tot_tot_cl_nfd,p_tot_tot_loe_ns,p_tot_tot_tot,sa3_name16
12503,1518,3405,2313,2821,259,498,968,11782,763,1964,1799,2415,199,462,878,8488,518,1267,1076,1855,163,386,785,6054,272,859,716,1917,88,321,1844,6025,5461,14489,9847,13599,1173,2234,6530,53332,0,0,3,4,0,0,376,379,3,10,9,9,0,0,548,572,9,11,13,12,0,3,1342,1389,3,12,13,16,6,7,964,1014,0,3,6,10,0,0,925,947,0,5,0,11,0,3,712,730,0,5,3,12,0,0,932,957,13,41,48,78,4,14,5794,5988,4,14,103,282,76,45,802,1333,202,1572,942,1240,137,136,1030,5263,2191,5458,2952,3147,252,399,2504,16903,1526,3421,2347,2863,263,506,1939,12865,771,1971,1815,2463,205,473,1809,9508,531,1285,1089,1889,167,386,1504,6849,272,867,722,1944,91,323,2788,7010,5496,14581,9973,13826,1200,2270,12388,59733,Merrylands - Guildford
12504,5286,6708,2432,2132,160,347,786,17846,1756,2980,1796,1865,139,388,564,9496,1127,1945,1213,1430,127,368,605,6807,580,1555,1109,1727,95,490,1588,7143,15941,26365,10033,10093,788,1944,4932,70094,0,0,0,0,0,0,277,282,0,7,3,3,0,0,488,504,15,19,9,8,4,0,1980,2037,8,12,12,14,0,0,1336,1386,4,7,14,8,0,3,705,740,3,8,0,6,0,0,650,664,3,9,7,13,0,0,856,888,35,65,47,50,8,10,6297,6507,4,16,72,137,46,20,441,731,285,1934,729,719,79,89,748,4582,6919,11279,2727,2157,150,257,2964,26455,5302,6736,2451,2164,166,351,2131,19296,1763,2991,1834,1895,148,398,1277,10302,1130,1959,1218,1446,125,366,1262,7515,588,1562,1123,1741,95,492,2453,8055,15997,26480,10139,10264,810,1975,11275,76941,Parramatta
12601,1813,2469,612,352,30,66,139,5485,1539,2179,840,512,51,147,180,5436,1225,1697,717,450,31,144,192,4451,842,1384,857,604,54,321,724,4783,6910,11077,3636,2484,209,749,1495,26565,0,0,0,0,0,0,47,47,0,0,0,3,0,0,77,83,3,4,0,0,0,0,150,159,9,11,0,0,0,0,154,176,3,8,0,4,0,3,131,154,7,3,0,3,0,0,115,131,3,9,4,6,0,0,262,286,27,36,10,20,0,8,942,1032,3,3,20,43,10,3,104,187,83,935,209,196,17,27,149,1617,1416,2422,387,345,18,38,290,4908,1830,2483,613,353,30,66,297,5669,1552,2188,846,518,51,144,306,5599,1232,1706,719,450,31,147,304,4589,845,1396,860,608,52,322,986,5071,6951,11130,3651,2510,210,755,2433,27645,Pennant Hills - Epping
12602,4295,6662,2156,1690,123,306,509,15739,2727,4492,2200,1909,140,474,552,12510,1850,3136,1630,1504,126,468,652,9369,1288,2629,1740,1865,138,628,2090,10387,15675,28565,10537,9365,753,2202,4745,71842,0,0,0,0,0,0,258,259,3,4,5,0,3,0,432,452,5,22,9,7,0,0,946,978,3,16,8,3,0,0,711,749,7,8,5,7,0,3,584,619,5,9,12,12,0,4,503,546,9,20,13,17,0,4,740,800,37,75,52,45,3,13,4181,4412,3,13,64,130,40,20,414,694,284,2699,827,680,70,106,667,5331,5233,8979,1954,1619,121,192,1499,19601,4306,6687,2176,1702,123,306,1226,16522,2745,4507,2220,1928,145,480,1144,13173,1863,3144,1645,1525,130,474,1156,9944,1293,2651,1760,1885,142,631,2837,11202,15732,28688,10638,9472,773,2212,8948,76460,Ryde - Hunters Hill
12701,654,2052,1724,2565,236,353,530,8112,404,1239,1333,2427,204,419,585,6609,265,799,739,1487,101,274,528,4200,108,400,361,1022,34,174,740,2848,2406,8235,6704,11551,942,1605,3378,34822,0,0,0,5,0,0,377,382,0,8,3,0,0,0,356,367,0,5,4,6,0,4,777,799,8,5,10,10,0,3,769,805,3,0,0,9,0,8,687,714,0,3,4,6,0,3,540,561,0,0,3,10,0,3,656,675,9,26,27,58,6,14,4171,4303,4,3,76,260,46,26,707,1127,114,980,672,1049,103,95,578,3591,856,2793,1824,2835,233,285,1263,10086,666,2060,1756,2613,241,362,1307,9002,409,1244,1354,2462,208,426,1284,7391,271,812,751,1507,104,276,1079,4794,108,405,374,1042,38,175,1408,3549,2421,8300,6809,11768,979,1654,7621,39547,Bringelly - Green Valley
12702,638,2815,2418,3094,334,541,935,10783,434,1817,2094,3213,329,642,1027,9555,386,1428,1388,2558,215,487,1097,7548,216,931,800,2303,109,381,1923,6666,3156,13910,10743,16231,1592,2630,6861,55117,0,0,0,3,0,0,402,405,0,3,4,9,3,0,481,505,7,22,13,23,3,3,877,945,3,6,10,24,0,4,800,856,0,4,14,16,0,3,897,934,3,4,4,21,0,9,801,845,0,4,8,19,0,5,992,1030,10,44,54,116,8,25,5247,5506,5,20,122,317,108,41,846,1464,212,2096,1176,1491,193,167,920,6254,1277,4835,2781,3364,327,373,1885,14851,646,2832,2448,3141,338,548,1750,11704,432,1831,2119,3253,332,645,1940,10550,389,1435,1395,2590,218,497,1908,8433,216,938,808,2333,107,387,2924,7719,3182,13982,10853,16487,1620,2667,12177,60969,Fairfield
12703,1415,3157,2246,2724,240,416,595,10796,762,1909,1784,2593,193,412,639,8291,481,1209,989,1576,120,309,629,5311,234,636,587,1526,57,273,1082,4394,4412,11675,8467,12391,974,1836,4057,43810,0,0,0,0,0,0,420,425,0,10,3,6,6,0,545,569,3,13,3,14,0,0,1351,1385,0,6,10,14,0,3,1156,1186,0,4,7,13,3,3,931,964,5,5,7,13,4,3,754,781,0,5,5,22,0,3,882,913,8,34,31,76,8,9,6043,6216,0,7,84,194,65,38,674,1065,143,1070,687,1054,99,115,821,3989,1388,3735,2128,2829,210,284,1948,12529,1420,3175,2281,2773,241,423,1767,12072,771,1929,1807,2632,195,416,1582,9330,483,1213,1000,1593,127,315,1398,6137,236,640,592,1551,57,276,1978,5331,4440,11766,8567,12635,1000,1868,10175,50455,Liverpool
12801,1396,3564,2252,2885,154,388,368,11021,1299,2632,2264,2927,191,518,490,10317,1152,2143,1754,2358,164,550,601,8719,819,1711,1636,3078,158,832,2139,10361,5957,14853,10348,15269,928,2605,4157,54126,0,0,0,7,0,0,185,189,0,8,3,8,0,0,261,282,0,9,6,9,0,0,766,787,5,5,10,9,0,3,650,684,0,9,10,18,0,0,565,602,3,9,4,12,0,3,567,593,3,14,22,27,0,5,868,938,13,44,52,79,3,14,3857,4074,0,6,55,167,33,22,329,622,85,1089,485,1055,85,96,371,3266,1225,3754,1939,2897,136,209,1083,11255,1402,3589,2278,2943,158,402,1023,11798,1301,2652,2291,2986,196,522,1059,11009,1164,2161,1774,2387,164,552,1179,9387,824,1732,1664,3107,154,837,3018,11344,6010,14986,10498,15544,936,2642,8059,58680,Cronulla - Miranda - Caringbah
12802,1619,3640,2294,3116,162,359,357,11557,1320,2548,2326,3203,165,504,442,10512,1216,2080,1820,2590,161,640,566,9068,602,1289,1367,2824,149,813,1615,8653,6041,14249,9940,15818,864,2638,3487,53041,0,0,0,0,0,0,171,174,0,8,0,4,0,0,147,157,0,4,7,14,0,0,327,352,5,13,12,12,0,3,411,455,8,3,4,9,0,7,404,439,3,9,10,12,0,3,364,405,0,7,7,21,0,4,483,524,15,50,41,72,3,17,2306,2507,0,5,45,213,35,28,315,644,87,1232,516,1173,80,94,249,3423,1201,3503,1607,2793,113,217,592,10025,1634,3675,2334,3175,168,367,777,12130,1332,2565,2347,3252,162,517,855,11039,1225,2101,1846,2626,168,642,941,9543,607,1298,1380,2846,150,817,2113,9215,6101,14379,10071,16083,871,2682,5838,56021,Sutherland - Menai - Heathcote
20101,1156,2582,1379,2713,178,221,333,8566,1166,1739,1484,2627,138,241,447,7840,1022,1379,1222,2107,132,216,564,6649,656,1270,1275,2032,78,273,1911,7490,5034,10634,7041,14748,1038,1266,3944,43703,0,0,0,4,0,0,306,317,0,6,0,4,0,0,439,459,8,15,9,21,3,0,725,772,6,7,4,17,0,0,616,661,0,9,3,18,4,4,657,692,5,3,3,14,0,0,636,668,8,5,18,35,0,0,1097,1162,26,57,32,112,12,8,4483,4730,0,5,36,327,107,37,571,1088,90,793,413,1613,195,80,606,3789,944,2913,1254,3447,236,205,1020,10018,1169,2606,1409,2762,186,225,963,9313,1172,1760,1503,2667,144,249,1106,8600,1031,1392,1232,2142,134,217,1213,7360,662,1275,1291,2073,79,274,3024,8675,5072,10738,7135,15026,1080,1290,8499,48845,Ballarat
20102,294,630,384,753,45,81,83,2256,352,559,528,954,50,76,159,2683,410,565,499,834,43,104,219,2670,286,471,478,739,22,91,593,2676,1445,2652,2214,4223,231,424,1251,12451,0,0,0,0,0,0,107,113,0,0,0,3,0,0,85,88,0,0,0,9,0,0,152,166,0,10,3,6,0,0,215,233,0,0,5,10,0,0,343,359,0,0,3,9,0,0,372,386,7,3,0,9,0,3,507,534,10,15,13,44,3,7,1786,1875,0,0,5,70,8,3,221,313,7,81,79,252,29,20,120,584,98,359,249,643,40,52,214,1655,297,640,385,762,45,84,305,2511,351,563,537,974,47,81,503,3064,416,568,503,850,44,105,589,3070,296,475,484,746,20,97,1103,3222,1466,2679,2241,4305,239,432,3048,14414,Creswick - Daylesford - Ballan
20103,88,248,258,680,63,64,158,1563,107,230,301,845,47,73,252,1848,138,277,324,840,38,93,292,2004,131,295,345,831,27,96,774,2508,535,1342,1447,4084,277,383,1759,9827,0,0,0,0,0,0,68,68,0,0,0,10,0,0,47,51,0,0,0,3,0,0,104,113,0,0,3,0,0,0,152,161,0,0,5,10,0,0,184,197,0,0,3,9,0,0,247,266,3,3,3,20,0,0,442,464,5,8,14,50,0,3,1243,1320,0,0,6,48,9,0,181,256,6,66,44,253,28,20,86,511,70,233,177,601,63,34,229,1412,88,249,265,688,67,70,319,1737,104,225,310,866,52,69,453,2080,137,284,330,860,42,95,549,2289,133,297,345,857,27,96,1228,2992,539,1356,1479,4180,288,396,3043,11273,Maryborough - Pyrenees
20201,885,2091,1153,2522,167,225,326,7365,810,1327,1172,2506,151,221,359,6541,729,1167,1140,2141,133,251,537,6097,543,984,1202,1989,65,277,2099,7163,3800,8787,6080,14144,950,1325,4030,39128,0,0,0,3,0,0,310,322,3,0,6,11,3,0,355,378,3,8,3,16,0,0,719,745,3,17,3,15,0,3,589,634,3,8,6,22,0,0,647,684,4,10,6,21,0,3,624,666,8,13,12,32,3,0,1079,1143,22,50,37,114,6,10,4332,4578,0,10,30,241,67,31,607,988,100,658,326,1566,171,99,519,3452,751,2581,1081,3329,231,231,1008,9216,890,2115,1163,2578,169,235,925,8083,814,1343,1198,2546,156,231,1020,7305,738,1178,1167,2179,132,257,1175,6823,551,1003,1219,2028,68,283,3185,8332,3848,8895,6189,14469,987,1362,8452,44195,Bendigo
20202,656,1266,572,1120,80,99,318,4097,731,1106,784,1414,71,129,363,4598,711,1020,825,1297,73,161,401,4487,584,1022,941,1250,56,190,905,4948,2949,5187,3530,6554,402,678,2680,21983,0,0,0,0,0,0,154,158,0,0,3,8,0,0,98,109,0,0,4,4,0,0,247,259,3,13,7,3,0,0,350,381,3,6,5,21,0,0,451,487,7,7,7,13,0,0,532,572,4,11,13,16,0,0,883,932,22,44,35,67,0,7,2725,2893,0,3,8,101,24,4,360,506,23,135,89,433,42,22,226,963,243,649,330,979,66,71,637,2971,662,1285,587,1132,76,97,687,4530,738,1116,790,1447,72,135,828,5128,723,1034,832,1319,74,160,939,5087,597,1031,955,1271,56,191,1797,5891,2986,5249,3589,6679,413,691,5475,25071,Heathcote - Castlemaine - Kyneton
20203,56,158,131,290,18,21,42,719,62,122,157,415,35,32,71,898,67,124,156,415,21,41,112,936,42,95,132,293,7,43,290,892,243,642,660,1775,122,166,600,4208,0,0,0,0,0,0,61,64,0,0,0,3,0,0,24,28,0,0,0,7,0,0,67,77,0,0,0,3,0,0,103,104,0,3,0,3,0,0,136,144,0,0,0,6,0,0,141,146,0,0,3,3,0,0,222,231,0,6,7,27,0,0,757,797,0,0,0,31,8,0,104,143,6,17,18,96,11,5,44,201,13,121,73,244,27,18,99,588,60,158,131,295,18,21,144,831,62,126,158,421,35,33,209,1050,70,129,156,427,21,45,255,1098,42,95,137,297,7,43,513,1132,251,645,673,1817,122,171,1367,5046,Loddon - Elmore
20301,179,429,329,772,39,63,66,1880,143,342,350,753,23,72,90,1778,155,291,281,521,26,45,119,1433,90,194,233,385,16,58,227,1205,668,1652,1479,3298,165,290,672,8222,0,0,0,0,0,0,62,58,0,0,0,0,0,0,45,52,0,4,0,4,0,0,76,85,0,0,0,3,0,0,130,135,0,3,4,3,0,0,127,140,0,3,0,0,0,0,135,151,0,0,3,4,0,3,136,148,3,13,10,20,3,3,717,768,0,0,5,58,5,4,155,221,8,67,56,212,19,12,76,450,94,339,225,615,29,41,124,1473,176,437,330,782,43,60,197,2020,145,343,352,767,23,72,220,1925,154,296,283,522,23,45,261,1586,90,197,235,387,16,60,366,1353,679,1667,1489,3336,169,295,1396,9036,Barwon - West
20302,2068,4744,2878,4781,277,416,893,16062,1644,3044,2747,5114,258,460,921,14202,1352,2460,2363,4074,201,470,1061,11985,904,2014,2364,4099,131,570,3453,13541,8178,19753,14057,27231,1613,2523,8169,81529,0,0,0,3,0,0,502,508,5,7,9,23,3,3,687,726,5,20,13,42,0,0,1234,1321,7,13,12,17,6,4,1058,1117,3,16,12,32,0,3,1221,1284,4,13,18,20,3,4,1104,1165,3,20,29,53,0,12,2182,2298,25,80,95,186,10,27,7980,8416,3,12,89,616,160,59,1000,1940,182,1734,939,2723,254,185,1104,7127,2042,5788,2722,6030,350,371,2209,19512,2079,4784,2912,4853,282,430,1982,17335,1664,3076,2779,5200,265,469,2165,15610,1356,2480,2400,4110,202,480,2171,13206,906,2043,2396,4168,139,580,5653,15888,8237,19917,14235,27701,1658,2577,16292,90616,Geelong
20303,972,2349,1122,1902,82,155,204,6790,878,1722,1211,1983,85,187,267,6331,952,1679,1370,1837,95,243,363,6529,839,1715,1755,1969,103,356,1452,8190,4210,9573,6489,10184,533,1079,2676,34740,0,0,0,3,0,0,151,152,3,3,3,3,0,0,140,150,0,10,5,3,0,0,339,356,0,6,0,14,0,0,415,442,3,7,3,12,0,0,422,454,0,6,12,10,0,0,554,586,3,14,16,19,0,3,954,1004,15,38,43,70,0,7,2975,3152,3,3,15,168,42,11,319,570,39,299,203,597,38,26,214,1415,537,1826,833,1748,86,115,482,5633,985,2367,1130,1928,83,156,634,7277,884,1745,1217,2010,85,187,692,6822,956,1684,1385,1862,95,247,921,7148,844,1725,1776,1990,104,359,2414,9212,4247,9641,6561,10310,543,1104,5681,38076,Surf Coast - Bellarine Peninsula
20401,292,779,665,1525,93,124,199,3676,313,652,767,1722,81,167,306,4010,360,738,773,1688,88,178,424,4256,318,778,876,1663,62,252,1310,5257,1536,3762,3818,8784,535,879,2712,22027,0,0,0,0,0,0,201,205,0,0,3,5,0,3,178,195,0,3,8,15,0,0,378,409,0,3,10,10,0,0,430,455,0,4,8,8,0,5,530,556,3,3,8,16,0,0,636,666,0,4,13,23,0,4,918,962,3,24,49,87,3,12,3272,3454,0,0,12,164,55,29,429,690,31,156,160,625,75,46,280,1372,210,664,590,1466,94,97,544,3667,294,786,680,1560,94,129,630,4174,317,659,783,1753,88,175,839,4611,369,743,794,1716,91,187,1061,4961,318,778,895,1686,60,259,2236,6242,1546,3802,3906,8972,556,915,6024,25715,Upper Goulburn Valley
20402,279,774,602,1287,75,136,177,3324,330,583,704,1464,70,116,246,3514,360,728,735,1317,73,134,362,3717,244,615,804,1257,58,165,1233,4373,1445,3541,3392,7255,462,679,2386,19158,0,0,0,3,0,0,151,156,0,0,0,10,0,0,135,144,0,3,0,16,0,0,220,235,0,3,0,5,0,3,292,309,3,7,6,16,0,0,369,404,3,5,5,13,0,0,424,451,3,3,5,18,0,3,795,831,9,22,23,81,7,6,2379,2530,0,0,13,152,52,12,339,563,12,154,136,582,61,40,210,1195,222,699,417,1265,83,84,341,3112,278,774,604,1307,83,144,476,3670,335,589,715,1494,76,122,623,3961,364,735,748,1340,74,136,790,4196,250,621,815,1279,61,165,2035,5213,1466,3577,3453,7425,484,702,4804,21903,Wangaratta - Benalla
20403,534,1408,991,2093,143,178,283,5635,608,975,1163,2312,137,216,372,5789,581,1033,1116,1972,117,232,444,5486,399,833,1075,1631,86,267,1320,5600,2535,5662,5444,11591,815,1110,2975,30123,0,0,0,0,0,0,234,238,0,0,0,9,0,3,271,281,4,3,3,13,3,3,508,545,3,8,8,17,0,0,499,531,0,4,11,11,0,0,555,583,6,3,3,9,0,3,618,650,0,12,13,24,0,6,798,841,12,30,36,88,5,16,3488,3668,0,5,19,239,81,18,473,836,29,220,246,1038,116,61,374,2090,394,1209,863,2438,158,144,752,5948,539,1419,1009,2137,147,185,803,6233,612,986,1187,2352,141,217,941,6440,591,1045,1125,1992,119,235,1076,6177,395,840,1086,1656,83,276,2124,6468,2557,5721,5541,11848,847,1138,6548,34200,Wodonga - Alpine
20501,353,804,633,1451,89,101,138,3574,341,629,721,1667,84,127,223,3791,425,731,660,1280,70,137,292,3594,299,594,734,1324,62,184,915,4109,1668,3733,3473,8335,476,726,1924,20339,0,0,0,0,0,0,138,139,0,3,0,4,0,0,149,157,0,6,3,8,0,0,252,274,0,6,0,3,0,0,328,338,0,4,3,9,0,0,395,415,5,3,0,5,0,0,427,444,3,3,8,23,0,0,660,696,13,29,26,49,0,3,2357,2464,0,3,15,152,30,10,295,506,18,170,161,703,58,58,226,1400,240,814,564,1787,85,111,390,3993,351,818,641,1457,95,105,469,3936,344,639,730,1677,84,127,623,4229,432,735,659,1294,67,136,724,4061,295,599,743,1349,62,184,1580,4819,1690,3780,3519,8435,485,729,4312,22950,Baw Baw
20502,187,518,428,1122,78,103,163,2604,217,500,557,1374,75,108,241,3075,331,651,687,1460,109,166,357,3757,289,749,986,1827,68,255,1444,5616,1184,2965,3140,7373,496,755,2554,18466,0,0,0,0,0,0,157,160,0,3,0,5,0,0,147,157,0,3,3,9,0,0,288,303,3,3,4,4,0,0,293,309,3,0,6,14,3,0,433,460,3,3,3,22,0,3,491,529,3,6,3,19,0,3,1041,1083,11,23,20,80,5,8,2856,2999,0,0,13,87,35,14,348,497,8,89,114,489,48,30,212,997,150,471,372,1100,93,88,404,2670,194,522,442,1148,83,106,468,2962,219,506,575,1413,81,111,681,3598,334,663,696,1501,110,164,872,4338,291,756,991,1855,68,262,2508,6734,1204,3006,3193,7589,519,782,5494,21790,Gippsland - East
20503,353,878,708,1700,102,149,228,4115,370,773,832,1999,109,170,345,4600,531,983,940,1924,96,232,459,5165,477,1079,1234,2060,77,335,1585,6848,1970,4628,4355,10068,595,1042,3116,25769,0,0,0,3,0,0,141,143,0,0,3,8,0,0,142,150,3,5,8,12,0,3,347,374,3,6,10,21,0,0,358,389,0,7,9,11,0,0,546,575,3,5,4,12,0,5,620,643,4,8,11,32,0,5,1197,1263,14,29,38,99,3,8,3345,3537,0,0,10,103,46,10,399,565,15,129,116,600,55,42,230,1189,220,797,532,1730,107,106,512,4018,358,890,719,1737,102,155,589,4542,373,779,843,2031,109,171,898,5204,534,987,951,1948,99,240,1082,5844,486,1091,1249,2092,77,341,2794,8135,1991,4673,4430,10248,602,1062,6498,29498,Gippsland - South West
20504,375,956,805,2167,146,154,313,4917,375,731,896,2512,99,200,415,5230,378,780,851,2136,92,200,563,5001,242,561,730,1992,59,202,1480,5270,1777,4633,4362,12862,799,1016,3340,28789,0,0,0,3,0,0,285,288,0,0,3,5,0,0,368,380,0,5,3,21,3,0,655,686,0,3,9,15,0,0,522,547,4,3,0,19,0,3,658,680,0,5,7,25,0,0,685,719,0,3,6,24,0,0,1150,1187,3,20,20,112,5,3,4325,4492,9,3,18,200,66,17,493,808,44,365,263,1190,153,81,510,2596,361,1250,817,2769,209,168,915,6482,377,967,827,2208,144,159,840,5529,382,735,911,2549,98,206,1083,5975,386,785,866,2169,95,202,1249,5747,248,570,734,2023,61,204,2643,6486,1802,4678,4434,13109,830,1042,7732,33616,Latrobe Valley
20505,228,670,488,1206,76,111,370,3147,251,423,535,1453,68,109,289,3118,210,530,588,1315,74,151,377,3237,177,402,562,1152,44,116,958,3412,1100,2881,2700,7174,420,612,2742,17628,0,0,0,0,0,0,138,138,0,5,0,3,0,0,147,153,0,3,4,13,0,0,288,308,3,3,3,4,0,0,321,345,3,4,0,14,0,0,392,407,0,4,0,15,0,0,446,464,0,3,4,11,0,3,613,631,9,28,13,57,3,4,2342,2449,0,0,8,121,30,11,332,497,15,156,99,567,49,31,305,1230,219,716,431,1426,91,82,722,3684,241,674,498,1223,76,109,729,3553,256,436,544,1474,64,111,687,3572,219,536,591,1331,77,150,829,3727,176,410,564,1162,42,116,1573,4057,1122,2925,2732,7307,438,625,5172,20318,Wellington
20601,3274,4795,1401,1200,86,174,294,11224,1920,2368,989,1076,51,198,267,6876,1225,1250,653,753,39,137,251,4304,506,665,401,676,34,109,622,3017,11163,19209,5971,6312,408,843,2138,46050,0,0,0,0,0,0,156,156,0,11,0,3,0,0,394,410,10,27,6,7,0,0,1191,1241,3,10,4,7,0,0,755,786,8,10,3,8,0,0,489,520,3,7,3,5,0,0,372,393,4,11,7,16,0,4,466,494,34,75,19,53,0,4,3826,4008,3,3,24,100,34,9,257,426,229,2122,512,710,65,64,571,4275,4034,8084,2019,1844,102,156,1636,17870,3292,4821,1409,1213,86,174,1049,12039,1930,2393,990,1085,51,200,762,7426,1231,1262,658,770,36,139,634,4725,515,675,406,690,34,115,1093,3523,11228,19354,6020,6412,423,856,6007,50293,Brunswick - Coburg
