sa3_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,sa3_name16
70103,10925.0,43.0,761405856.0,60512.0,69694.0,3.69,1.69,0.46,0.24,0.39899999999999997,5.4,16.4,26.9,16.0,19.8,28.3,35.9,Litchfield
70104,19819.0,35.0,1362869839.0,62753.0,68766.0,2.91,1.54,0.53,0.29,0.35600000000000004,4.7,15.0,24.9,12.7,19.2,33.6,34.5,Palmerston
40301,21330.0,48.0,1409847607.0,49529.0,66097.0,4.91,1.87,0.38,0.16,0.49,9.6,23.8,35.2,23.4,23.2,24.3,29.2,Holdfast Bay
40302,49588.0,43.0,2586775726.0,45801.0,52165.0,4.16,1.71,0.41,0.19,0.409,5.4,16.5,26.9,23.5,26.5,28.8,21.2,Marion
70201,18402.0,39.0,1065016324.0,50664.0,57875.0,3.98,1.69,0.42,0.22,0.406,6.2,17.1,27.2,20.7,24.2,29.4,25.7,Alice Springs
70202,1584.0,41.0,84077320.0,48547.0,53079.0,3.7,1.73,0.47,0.22,0.41600000000000004,3.9,14.3,24.7,19.8,26.9,28.6,24.7,Barkly
70203,2985.0,43.0,158846769.0,42749.0,53215.0,5.62,2.05,0.36,0.17,0.46,5.6,17.4,29.0,27.9,25.4,21.6,25.1,Daly - Tiwi - West Arnhem
70204,2864.0,40.0,214582301.0,60486.0,74924.0,5.77,1.95,0.34,0.17,0.44299999999999995,5.7,17.0,27.8,21.5,18.4,18.8,41.3,East Arnhem
70205,5890.0,39.0,342120032.0,51985.0,58085.0,3.62,1.66,0.46,0.23,0.395,5.6,16.0,25.9,19.3,23.4,30.4,26.9,Katherine
80101,58227.0,41.0,3717396995.0,56691.0,63843.0,3.92,1.66,0.42,0.21,0.39899999999999997,5.6,16.4,26.5,18.7,21.4,27.7,32.3,Belconnen
80103,488.0,46.0,31614686.0,50420.0,64784.0,3.89,1.7,0.44,0.18,0.51,,28.6,37.8,20.2,24.9,29.2,25.7,Canberra East
80104,37791.0,37.0,2554610454.0,62317.0,67598.0,3.62,1.59,0.44,0.22,0.379,4.9,15.3,25.2,16.5,18.8,28.1,36.6,Gungahlin
80105,30806.0,37.0,2210273541.0,61228.0,71748.0,4.69,1.72,0.37,0.17,0.43799999999999994,6.7,19.0,29.7,19.9,18.2,24.5,37.3,North Canberra
80106,18128.0,45.0,1797724122.0,73784.0,99168.0,4.4,1.83,0.41,0.19,0.486,9.8,24.5,35.7,15.4,15.1,21.5,48.0,South Canberra
80107,54117.0,43.0,3504625225.0,59169.0,64760.0,3.54,1.61,0.46,0.24,0.374,4.5,14.9,24.8,16.2,21.2,29.3,33.3,Tuggeranong
80108,14453.0,46.0,1020225851.0,60535.0,70589.0,4.09,1.73,0.42,0.2,0.414,5.6,17.1,27.6,17.5,19.8,24.9,37.8,Weston Creek
80109,22137.0,46.0,1687823863.0,61342.0,76244.0,4.47,1.8,0.4,0.19,0.449,7.6,20.1,31.1,18.2,19.8,23.1,38.9,Woden Valley
80110,590.0,36.0,47207529.0,77434.0,80013.0,3.08,1.41,0.46,0.22,0.353,4.2,14.8,24.5,13.1,13.1,23.2,50.7,Molonglo
80111,346.0,39.0,20125325.0,52290.0,58166.0,4.01,1.76,0.44,0.24,0.456,,16.4,27.4,19.5,23.8,26.1,30.7,Urriarra - Namadgi
90101,797.0,45.0,64025196.0,78411.0,80333.0,3.02,1.45,0.48,0.25,0.331,4.6,13.3,22.2,11.6,14.1,22.4,52.0,Christmas Island
90102,119.0,40.0,6553370.0,45331.0,55070.0,5.34,1.89,0.35,0.17,0.462,,18.8,30.5,27.0,24.6,27.9,20.5,Cocos (Keeling) Islands
90103,29.0,41.0,1726481.0,45768.0,59534.0,,,,,,,,,21.4,28.6,21.4,28.6,Jervis Bay
90104,126.0,58.0,4731149.0,15549.0,37549.0,29.2,3.88,0.13,0.05,0.688,,30.3,47.4,61.8,13.0,10.6,14.6,Norfolk Island
