sa3_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,sa3_name16
12702,80082.0,41.0,3712166416.0,40766.0,46355.0,4.02,1.7,0.42,0.21,0.40700000000000003,5.3,16.3,26.8,26.7,29.8,28.1,15.3,Fairfield
12703,52594.0,40.0,2808368334.0,47158.0,53397.0,3.9,1.68,0.43,0.22,0.396,5.2,16.0,26.2,21.9,26.5,29.8,21.8,Liverpool
12801,67404.0,44.0,4758929193.0,50909.0,70603.0,4.89,1.91,0.39,0.19,0.499,11.5,25.4,36.5,22.3,23.1,23.7,30.9,Cronulla - Miranda - Caringbah
12802,65926.0,43.0,4196862057.0,52078.0,63660.0,4.62,1.83,0.4,0.18,0.442,6.4,18.7,29.7,21.5,22.9,24.8,30.9,Sutherland - Menai - Heathcote
20101,52967.0,42.0,2723362246.0,42918.0,51416.0,4.51,1.77,0.39,0.17,0.442,7.6,19.6,30.0,25.9,27.5,27.0,19.5,Ballarat
20102,14968.0,48.0,711794364.0,38801.0,47554.0,5.28,1.88,0.36,0.13,0.475,7.5,19.9,31.0,30.7,27.2,24.0,18.1,Creswick - Daylesford - Ballan
20103,11524.0,48.0,456791971.0,35023.0,39638.0,5.38,1.76,0.33,0.11,0.461,6.0,17.8,28.9,32.9,31.3,24.3,11.5,Maryborough - Pyrenees
20201,48571.0,43.0,2397968654.0,42144.0,49370.0,4.54,1.75,0.39,0.16,0.435,6.7,18.5,29.0,26.6,28.1,27.2,18.1,Bendigo
20202,24580.0,48.0,1210805231.0,39795.0,49260.0,5.61,1.88,0.34,0.13,0.48200000000000004,7.9,20.9,32.1,30.4,26.2,24.4,19.0,Heathcote - Castlemaine - Kyneton
20203,5793.0,50.0,245723218.0,36274.0,42417.0,5.68,1.83,0.32,0.1,0.488,6.2,19.0,30.6,32.9,28.9,23.5,14.7,Loddon - Elmore
20301,10386.0,45.0,528975690.0,42249.0,50932.0,5.09,1.85,0.36,0.14,0.462,6.5,18.8,29.9,27.8,25.9,25.3,21.0,Barwon - West
20302,97209.0,43.0,5202062356.0,43611.0,53514.0,4.69,1.82,0.39,0.17,0.452,7.4,19.9,30.7,26.0,26.6,25.8,21.7,Geelong
20303,39174.0,47.0,2153829990.0,41304.0,54981.0,5.64,1.96,0.35,0.13,0.498,9.6,23.2,34.4,29.0,25.6,22.9,22.5,Surf Coast - Bellarine Peninsula
20401,27753.0,48.0,1242237945.0,37453.0,44760.0,5.25,1.86,0.35,0.13,0.47,6.7,19.0,30.1,31.1,28.6,24.4,15.8,Upper Goulburn Valley
20402,25499.0,48.0,1162952835.0,38833.0,45608.0,5.08,1.8,0.35,0.13,0.45799999999999996,7.3,19.1,29.7,30.1,28.6,25.7,15.6,Wangaratta - Benalla
20403,38273.0,45.0,1835662077.0,41854.0,47962.0,4.49,1.73,0.39,0.16,0.43,6.2,17.5,28.0,26.9,27.8,27.9,17.4,Wodonga - Alpine
20501,25194.0,46.0,1244237545.0,40516.0,49386.0,5.22,1.88,0.36,0.14,0.469,6.5,19.4,30.7,28.8,27.3,24.2,19.7,Baw Baw
20502,22814.0,49.0,985186519.0,35285.0,43183.0,5.43,1.85,0.34,0.12,0.478,7.1,20.4,31.7,32.7,30.7,22.5,14.1,Gippsland - East
20503,31516.0,48.0,1376889688.0,34949.0,43689.0,5.52,1.93,0.35,0.13,0.486,7.0,20.5,31.9,33.2,30.2,21.5,15.2,Gippsland - South West
20504,36399.0,44.0,2030140982.0,43964.0,55775.0,5.21,1.99,0.38,0.16,0.45899999999999996,5.5,18.3,30.2,26.0,26.2,23.1,24.8,Latrobe Valley
20505,21937.0,46.0,1173717688.0,40782.0,53504.0,5.26,1.94,0.37,0.15,0.496,8.3,22.3,34.0,28.6,26.9,23.4,21.2,Wellington
20601,49388.0,36.0,2833390278.0,47638.0,57370.0,4.54,1.82,0.4,0.2,0.433,5.8,17.9,28.8,23.5,24.8,25.6,26.1,Brunswick - Coburg
20602,29701.0,39.0,1940425719.0,51911.0,65332.0,4.5,1.81,0.4,0.21,0.451,7.8,20.4,31.5,21.2,23.0,25.7,30.0,Darebin - South
20603,37841.0,40.0,2641473813.0,53053.0,69805.0,4.94,1.87,0.38,0.18,0.479,8.9,22.5,34.0,22.1,21.4,24.3,32.2,Essendon
20604,66283.0,31.0,4675852292.0,47784.0,70544.0,5.97,1.95,0.33,0.16,0.5479999999999999,15.7,30.1,41.0,27.4,21.0,23.1,28.6,Melbourne City
20605,65604.0,37.0,5428858572.0,57498.0,82752.0,4.88,1.9,0.39,0.2,0.517,13.2,27.8,39.0,19.8,19.9,24.6,35.6,Port Phillip
20606,41298.0,36.0,4311201012.0,59039.0,104392.0,5.14,2.0,0.39,0.19,0.606,21.8,38.9,49.4,19.6,19.4,23.7,37.3,Stonnington - West
20607,52908.0,35.0,3950948058.0,55698.0,74676.0,4.71,1.85,0.39,0.2,0.485,10.3,24.2,35.4,20.3,20.8,25.3,33.6,Yarra
20701,104445.0,45.0,9667660605.0,55075.0,92562.0,6.67,2.23,0.33,0.15,0.581,14.5,31.8,44.1,23.9,19.4,19.7,37.0,Boroondara
20702,52882.0,47.0,3116520793.0,41766.0,58933.0,6.01,2.07,0.35,0.14,0.513,9.8,23.9,35.7,29.4,24.0,21.5,25.2,Manningham - West
20703,55612.0,44.0,3343811830.0,44059.0,60128.0,6.07,2.04,0.34,0.14,0.503,8.4,22.5,34.4,28.8,22.7,21.7,26.8,Whitehorse - West
20801,59596.0,48.0,5667597766.0,55569.0,95100.0,6.78,2.3,0.34,0.15,0.584,14.6,32.1,44.3,23.4,19.7,18.9,37.9,Bayside
20902,46175.0,39.0,2313944055.0,42572.0,50112.0,4.49,1.78,0.4,0.19,0.429,5.8,17.5,28.2,26.6,27.1,26.7,19.6,Darebin - North
20903,40168.0,46.0,2571094874.0,49090.0,64009.0,4.86,1.91,0.39,0.19,0.47,8.0,21.2,32.6,23.4,23.7,23.5,29.4,Nillumbik - Kinglake
20904,100503.0,39.0,5014178224.0,44817.0,49891.0,3.78,1.66,0.44,0.22,0.391,4.8,15.5,25.7,23.2,28.1,30.4,18.3,Whittlesea - Wallan
21001,32548.0,44.0,1925949132.0,47903.0,59173.0,4.68,1.82,0.39,0.17,0.45299999999999996,7.2,19.9,30.9,24.1,23.9,26.0,26.1,Keilor
21002,16597.0,46.0,1012850972.0,47239.0,61026.0,5.02,1.91,0.38,0.17,0.47700000000000004,8.8,21.7,32.8,24.7,24.0,23.7,27.6,Macedon Ranges
20802,86662.0,42.0,6000341219.0,50482.0,69238.0,5.19,1.95,0.38,0.17,0.5,9.9,24.0,35.6,23.6,22.3,23.1,31.0,Glen Eira
20803,66560.0,43.0,3938712863.0,48481.0,59175.0,4.54,1.8,0.4,0.18,0.444,6.8,19.1,30.1,23.1,24.3,26.1,26.5,Kingston
20804,25496.0,43.0,2474832037.0,57316.0,97067.0,6.25,2.18,0.35,0.16,0.5820000000000001,14.6,32.9,44.9,22.1,19.5,20.7,37.7,Stonnington - East
20901,69742.0,43.0,4314822042.0,48840.0,61868.0,4.83,1.85,0.38,0.17,0.467,8.5,21.3,32.3,23.8,23.4,24.9,27.9,Banyule
21003,35746.0,38.0,1804491378.0,43593.0,50481.0,4.39,1.77,0.4,0.19,0.42100000000000004,5.4,16.6,27.3,25.7,26.7,27.2,20.4,Moreland - North
21004,21610.0,43.0,1192108170.0,47653.0,55165.0,3.98,1.71,0.43,0.22,0.409,5.7,17.0,27.5,21.6,26.3,28.9,23.1,Sunbury
21005,67741.0,39.0,3216592798.0,42238.0,47484.0,3.92,1.67,0.43,0.21,0.405,5.5,16.5,26.7,25.6,29.1,29.4,16.0,Tullamarine - Broadmeadows
21101,89468.0,43.0,4743936341.0,45214.0,53024.0,4.27,1.76,0.41,0.19,0.424,5.8,17.5,28.2,24.0,26.7,27.6,21.7,Knox
21102,16354.0,47.0,1214017017.0,48693.0,74234.0,5.84,2.1,0.36,0.16,0.5429999999999999,12.2,27.6,39.8,25.2,22.5,21.0,31.3,Manningham - East
21103,61600.0,43.0,3349102136.0,45866.0,54369.0,4.48,1.79,0.4,0.18,0.429,5.7,17.6,28.4,24.2,25.7,26.7,23.4,Maroondah
21104,34737.0,44.0,1938942930.0,45053.0,55818.0,5.38,1.9,0.35,0.14,0.462,6.7,19.2,30.5,26.9,23.8,24.4,24.9,Whitehorse - East
21105,84489.0,44.0,4395539016.0,43553.0,52025.0,4.33,1.78,0.41,0.19,0.436,6.8,18.6,29.2,25.1,27.5,26.9,20.4,Yarra Ranges
21201,46407.0,41.0,2403448061.0,44720.0,51791.0,3.95,1.71,0.43,0.21,0.41600000000000004,6.3,17.6,27.9,23.5,28.0,28.7,19.8,Cardinia
21202,68183.0,42.0,3573437920.0,44308.0,52410.0,4.05,1.73,0.43,0.21,0.42700000000000005,7.0,18.7,29.2,24.0,27.9,28.2,19.9,Casey - North
21203,78108.0,39.0,3860463615.0,45225.0,49425.0,3.46,1.6,0.46,0.25,0.373,4.6,14.9,24.9,21.3,29.6,32.3,16.8,Casey - South
21204,87389.0,39.0,3828081534.0,39085.0,43805.0,4.11,1.67,0.41,0.19,0.41200000000000003,5.4,16.5,27.1,28.3,31.0,27.6,13.1,Dandenong
21205,95736.0,43.0,5317898609.0,42827.0,55548.0,5.81,1.96,0.34,0.14,0.488,7.9,21.3,32.9,29.2,23.6,23.2,23.9,Monash
21301,87827.0,39.0,4039597560.0,41377.0,45995.0,4.04,1.67,0.41,0.21,0.4,4.8,15.6,26.1,26.6,29.3,29.1,15.0,Brimbank
21302,45636.0,42.0,2834984234.0,50867.0,62122.0,4.5,1.79,0.4,0.19,0.444,7.2,19.6,30.4,22.0,23.0,26.8,28.2,Hobsons Bay
21303,42855.0,36.0,2404047600.0,47362.0,56097.0,4.38,1.78,0.41,0.2,0.425,5.6,17.4,28.3,23.5,24.7,27.3,24.5,Maribyrnong
21304,72139.0,39.0,3796135673.0,47056.0,52623.0,3.78,1.67,0.44,0.23,0.38799999999999996,4.8,15.4,25.6,21.5,27.0,30.4,21.1,Melton - Bacchus Marsh
21305,104235.0,37.0,5553011207.0,47367.0,53274.0,3.9,1.67,0.43,0.22,0.396,4.9,15.8,26.2,22.0,26.2,30.2,21.6,Wyndham
21401,71210.0,42.0,3602577325.0,44371.0,50591.0,3.97,1.69,0.43,0.21,0.408,5.6,16.8,27.2,23.8,28.1,29.2,18.9,Frankston
21402,84399.0,47.0,4662054151.0,40529.0,55238.0,5.14,1.96,0.38,0.17,0.501,10.5,24.4,35.6,28.3,27.4,22.9,21.4,Mornington Peninsula
21501,32641.0,47.0,1568199821.0,39933.0,48044.0,5.1,1.81,0.35,0.13,0.469,6.9,20.0,31.1,29.2,28.1,25.2,17.5,Grampians
21502,26281.0,43.0,1180125607.0,39032.0,44904.0,4.76,1.76,0.37,0.15,0.447,6.5,18.2,28.9,29.3,29.5,26.3,14.9,Mildura
21503,20610.0,47.0,905635441.0,37482.0,43942.0,5.24,1.8,0.34,0.13,0.47200000000000003,6.4,19.3,30.4,31.6,29.4,24.2,14.8,Murray River - Swan Hill
21601,20258.0,46.0,908867607.0,38686.0,44865.0,5.03,1.79,0.36,0.13,0.455,6.1,18.2,29.2,30.1,28.9,25.2,15.8,Campaspe
21602,14927.0,47.0,651504859.0,37281.0,43646.0,5.2,1.82,0.35,0.12,0.465,6.9,18.8,29.6,31.4,29.4,24.7,14.5,Moira
21603,33748.0,44.0,1564068417.0,39795.0,46346.0,4.62,1.75,0.38,0.16,0.45899999999999996,7.6,19.5,30.1,29.0,28.9,26.4,15.8,Shepparton
21701,20052.0,48.0,921043146.0,38130.0,45933.0,5.64,1.9,0.34,0.12,0.474,6.2,18.5,29.9,31.0,27.8,23.5,17.7,Glenelg - Southern Grampians
21703,21286.0,47.0,953011381.0,37935.0,44772.0,5.34,1.82,0.34,0.13,0.47200000000000003,6.6,19.2,30.3,31.2,28.1,25.2,15.4,Colac - Corangamite
21704,28201.0,45.0,1361999177.0,40594.0,48296.0,4.79,1.8,0.38,0.15,0.45799999999999996,7.1,19.5,30.3,28.5,27.7,25.9,17.9,Warrnambool
