SA3_MAIN11,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot,SA3_NAME11
50402,102,118,141,222,225,136,36,3,0,983,53,33,66,81,92,74,23,6,0,428,1544,1674,2548,4178,5094,3578,724,51,4,19395,Mundaring
40101,11,40,84,44,33,34,10,0,0,256,5,26,52,26,14,21,13,3,0,160,268,1442,3050,1454,1298,1180,361,32,6,9091,Adelaide City
40102,90,140,196,304,351,223,55,7,0,1366,43,34,94,140,124,94,24,12,3,568,2183,2731,4952,8326,9185,6432,1308,138,9,35264,Adelaide Hills
40107,17,54,99,118,149,109,21,6,0,573,20,27,64,55,49,47,20,3,0,285,817,1900,4049,4133,4221,3128,596,56,3,18903,Unley
40201,52,68,102,138,144,77,16,0,0,597,25,18,47,51,66,32,16,0,0,255,1053,1366,2602,3561,3864,2109,304,38,6,14903,Gawler - Two Wells
40202,72,194,265,231,210,127,31,3,0,1133,58,100,151,155,144,93,21,12,0,734,2088,3755,7043,6917,6952,3516,465,47,3,30786,Playford
40203,40,132,313,268,196,140,43,3,0,1135,32,65,159,103,87,86,17,9,0,558,1094,2629,7590,6306,4968,3147,524,49,6,26313,Port Adelaide - East
40204,139,304,543,533,454,307,52,6,0,2338,97,131,312,260,249,138,31,14,3,1235,3357,6144,13690,12689,12373,7340,944,66,6,56609,Salisbury
40205,125,229,377,486,429,353,73,8,0,2080,53,60,118,139,161,97,29,8,3,668,3042,4427,8862,10534,11045,7578,1097,54,9,46648,Tea Tree Gully
40504,33,39,65,75,69,65,12,0,3,361,17,24,13,36,28,28,20,0,3,169,573,656,1283,1806,2394,1836,434,61,6,9049,Yorke Peninsula
40601,71,103,174,232,178,140,26,3,0,927,37,50,90,100,92,94,34,19,3,519,1611,2144,4643,5833,6126,4004,845,95,9,25310,Eyre Peninsula and South West
40602,29,62,87,71,87,72,16,3,0,427,20,42,48,58,58,43,20,0,0,289,692,1270,2752,2827,2956,1864,333,37,6,12737,Outback - North and East
50403,189,346,492,565,461,262,56,6,0,2377,109,146,239,263,262,152,38,7,6,1222,3661,5064,10527,12452,11494,6429,1165,98,9,50899,Swan
50501,282,397,512,649,712,548,95,7,0,3202,132,143,249,290,325,224,71,13,6,1453,6543,8496,12845,17833,20800,14166,2204,138,9,83034,Joondalup
50502,164,447,793,708,627,485,143,16,0,3383,86,240,524,412,334,227,77,20,8,1928,4132,9468,23318,19759,17320,12013,2731,284,38,89063,Stirling
50503,303,452,800,842,655,306,59,3,0,3420,140,216,408,388,341,186,39,8,3,1729,5133,7421,17101,19105,15286,7923,1314,90,7,73380,Wanneroo
50602,81,168,330,259,197,148,39,6,0,1228,43,114,239,145,108,81,30,3,0,763,1416,3898,9997,7312,5847,3844,701,54,3,33072,Belmont - Victoria Park
50603,114,228,315,325,370,258,75,6,0,1691,82,135,228,195,167,106,42,5,7,967,2695,5754,9888,8630,9193,6306,1167,96,14,43743,Canning
50701,150,250,414,442,390,192,45,4,0,1887,88,104,246,261,206,118,23,8,3,1057,2751,4456,10853,11308,9231,5302,938,60,3,44902,Cockburn
50702,30,50,99,96,100,70,19,3,0,467,11,33,70,85,83,57,17,4,0,360,709,1497,3512,3770,3944,2890,583,50,11,16966,Fremantle
50703,38,74,125,127,74,47,14,0,0,499,32,32,67,69,63,36,6,0,0,305,825,1373,3508,3007,2455,1340,206,15,0,12729,Kwinana
50704,113,223,286,308,361,272,67,6,0,1636,65,109,156,187,192,153,71,28,4,965,3325,5396,8510,10028,12040,8672,1794,199,16,49980,Melville
50705,197,219,328,414,330,169,44,0,0,1701,89,122,233,285,205,117,44,7,0,1102,3871,5178,9699,11820,11010,5569,891,57,3,48098,Rockingham
50801,42,49,56,72,63,18,5,0,0,305,12,13,20,41,23,34,11,4,0,158,508,542,1257,1766,1869,1121,329,47,4,7443,Esperance
50802,15,12,28,30,24,10,8,0,0,127,6,10,17,32,29,12,6,5,0,117,180,275,871,1069,1014,746,158,23,4,4340,Gascoyne
