sa3_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,sa3_name16
50901,32116.0,32396.0,33089.0,33881.0,34636.0,46.0,46.0,46.0,47.0,47.0,1356437659.0,1490910367.0,1595647612.0,1764388848.0,1863188924.0,34511.0,36924.0,38527.0,40556.0,41895.0,42236.0,46021.0,48223.0,52076.0,53793.0,Albany
50902,29297.0,29747.0,30427.0,30907.0,31387.0,46.0,47.0,47.0,47.0,47.0,1370583467.0,1480132685.0,1705847695.0,1890851568.0,1987669571.0,37343.0,39981.0,43853.0,46705.0,47955.0,46782.0,49757.0,56064.0,61179.0,63328.0,Wheat Belt - North
50903,11691.0,11699.0,11822.0,11989.0,12232.0,46.0,46.0,46.0,47.0,47.0,497277406.0,564665413.0,635257571.0,767387733.0,871553837.0,35241.0,39320.0,43375.0,49051.0,52827.0,42535.0,48266.0,53735.0,64008.0,71252.0,Wheat Belt - South
51001,14108.0,14732.0,15425.0,15761.0,16061.0,38.0,38.0,38.0,38.0,38.0,760435672.0,861623164.0,947184094.0,993176036.0,1001419743.0,45723.0,49709.0,52032.0,53064.0,52976.0,53901.0,58487.0,61406.0,63015.0,62351.0,Kimberley
51002,10593.0,11243.0,11916.0,11914.0,11636.0,35.0,35.0,35.0,35.0,36.0,840265416.0,956934857.0,1099222656.0,1109845621.0,1096680049.0,69071.0,74115.0,82458.0,83477.0,84178.0,79323.0,85114.0,92248.0,93155.0,94249.0,East Pilbara
51003,14488.0,15249.0,16084.0,16444.0,16210.0,37.0,36.0,36.0,36.0,37.0,1205004692.0,1376902154.0,1534999646.0,1586005483.0,1605996640.0,73360.0,78558.0,82513.0,86523.0,87933.0,83173.0,90295.0,95436.0,96449.0,99074.0,West Pilbara
51101,9043.0,9208.0,9345.0,9434.0,9579.0,44.0,44.0,44.0,45.0,45.0,452264611.0,468609781.0,528866888.0,597278278.0,596858629.0,38665.0,40619.0,43029.0,46085.0,46419.0,50013.0,50892.0,56594.0,63311.0,62309.0,Esperance
51102,4943.0,5034.0,5299.0,5367.0,5406.0,41.0,41.0,41.0,41.0,41.0,245130538.0,275828854.0,296202282.0,307174295.0,317833006.0,39967.0,43621.0,43836.0,45049.0,45735.0,49591.0,54793.0,55898.0,57234.0,58793.0,Gascoyne
51103,21224.0,22060.0,21947.0,20976.0,21153.0,37.0,37.0,38.0,39.0,39.0,1386084395.0,1547427702.0,1628046488.0,1555596078.0,1589416987.0,55299.0,59946.0,64147.0,64065.0,65315.0,65307.0,70146.0,74181.0,74161.0,75139.0,Goldfields
51104,28346.0,29407.0,29782.0,30187.0,30299.0,43.0,43.0,44.0,44.0,44.0,1518926530.0,1686531016.0,1866557549.0,1895290629.0,1886866977.0,42344.0,45818.0,49351.0,48950.0,49216.0,53585.0,57351.0,62674.0,62785.0,62275.0,Mid West
60101,7374.0,7354.0,7358.0,7483.0,7761.0,40.0,40.0,41.0,41.0,41.0,313354945.0,321626163.0,334721686.0,346961924.0,370955773.0,38102.0,40089.0,41491.0,42706.0,43903.0,42495.0,43735.0,45491.0,46367.0,47797.0,Brighton
60102,27599.0,27742.0,27591.0,28202.0,28970.0,45.0,45.0,45.0,46.0,46.0,1318864582.0,1366783695.0,1418737644.0,1483861162.0,1569787222.0,40810.0,42257.0,43623.0,45258.0,46320.0,47787.0,49268.0,51420.0,52615.0,54187.0,Hobart - North East
60103,25406.0,25233.0,24812.0,24914.0,25633.0,41.0,42.0,42.0,43.0,42.0,1048543679.0,1077145469.0,1096194708.0,1128409821.0,1184404452.0,38284.0,39520.0,40740.0,42103.0,43297.0,41271.0,42688.0,44180.0,45292.0,46206.0,Hobart - North West
60104,18019.0,18163.0,18004.0,18217.0,18661.0,44.0,44.0,45.0,45.0,45.0,862760892.0,916000026.0,942235277.0,982554214.0,1036635160.0,40740.0,42763.0,44162.0,45709.0,46919.0,47881.0,50432.0,52335.0,53936.0,55551.0,Hobart - South and West
60105,30612.0,30423.0,30241.0,30598.0,31468.0,43.0,44.0,44.0,44.0,44.0,1727013964.0,1777097548.0,1841740013.0,1933119879.0,2033276711.0,42053.0,43629.0,45537.0,46937.0,47857.0,56416.0,58413.0,60902.0,63178.0,64614.0,Hobart Inner
60106,8046.0,8021.0,8019.0,8235.0,8440.0,44.0,45.0,45.0,45.0,45.0,336784969.0,346184570.0,357579487.0,375543558.0,403367881.0,37679.0,39101.0,40224.0,41155.0,42764.0,41857.0,43160.0,44592.0,45603.0,47792.0,Sorell - Dodges Ferry
60201,42316.0,42002.0,41307.0,41411.0,42271.0,42.0,43.0,43.0,43.0,43.0,1916433005.0,1979278360.0,2045669684.0,2107604352.0,2221451983.0,38333.0,39649.0,41220.0,42347.0,43748.0,45289.0,47123.0,49524.0,50895.0,52553.0,Launceston
60202,11813.0,11599.0,11480.0,11625.0,11815.0,46.0,47.0,48.0,48.0,48.0,474861566.0,491424214.0,494854687.0,522037240.0,544561063.0,34450.0,36111.0,36280.0,37797.0,38538.0,40198.0,42368.0,43106.0,44906.0,46091.0,Meander Valley - West Tamar
60203,18588.0,18453.0,18138.0,18212.0,18583.0,46.0,47.0,47.0,48.0,48.0,756274719.0,793517357.0,797221731.0,822623483.0,871934867.0,34698.0,36042.0,36523.0,38111.0,39443.0,40686.0,43002.0,43953.0,45169.0,46921.0,North East
60301,5672.0,5576.0,5495.0,5502.0,5674.0,45.0,45.0,46.0,46.0,46.0,223604916.0,226637606.0,226873340.0,238751707.0,257044065.0,34975.0,36291.0,36591.0,38080.0,39244.0,39423.0,40645.0,41287.0,43394.0,45302.0,Central Highlands (Tas.)
60302,9473.0,9435.0,9343.0,9586.0,9850.0,46.0,47.0,47.0,47.0,47.0,361744124.0,372960765.0,389558443.0,421284422.0,446618922.0,32488.0,33897.0,35204.0,36696.0,37174.0,38187.0,39529.0,41695.0,43948.0,45342.0,Huon - Bruny Island
60303,3418.0,3331.0,3327.0,3364.0,3416.0,51.0,51.0,52.0,52.0,52.0,121854039.0,123045662.0,123666687.0,134217294.0,137271033.0,28110.0,29385.0,29822.0,31087.0,32072.0,35651.0,36940.0,37171.0,39898.0,40185.0,South East Coast
40302,47907.0,48668.0,49184.0,49588.0,50535.0,42.0,42.0,42.0,43.0,43.0,2186807415.0,2336537349.0,2479277093.0,2586775726.0,2682108600.0,40708.0,42329.0,44423.0,45801.0,46721.0,45647.0,48010.0,50408.0,52165.0,53074.0,Marion
60401,24229.0,24151.0,23674.0,23764.0,23982.0,44.0,44.0,45.0,45.0,45.0,1043238203.0,1088644547.0,1118320989.0,1147697394.0,1197289136.0,36912.0,38384.0,39929.0,41069.0,42374.0,43057.0,45077.0,47238.0,48296.0,49924.0,Burnie - Ulverstone
60402,22558.0,22560.0,22280.0,22324.0,22839.0,44.0,44.0,45.0,45.0,45.0,938768450.0,973196466.0,1002617646.0,1040600854.0,1095326203.0,35998.0,37312.0,38658.0,39395.0,40717.0,41616.0,43138.0,45001.0,46614.0,47959.0,Devonport
60403,9715.0,9614.0,9275.0,9230.0,9315.0,44.0,44.0,45.0,45.0,46.0,427043369.0,451049398.0,434705594.0,457909638.0,470153352.0,38240.0,39962.0,40003.0,42175.0,42915.0,43957.0,46916.0,46869.0,49611.0,50473.0,West Coast
40301,20969.0,21071.0,21261.0,21330.0,21798.0,47.0,48.0,48.0,48.0,48.0,1233606173.0,1291646124.0,1355930649.0,1409847607.0,1458752132.0,43836.0,46082.0,47684.0,49529.0,50593.0,58830.0,61300.0,63775.0,66097.0,66921.0,Holdfast Bay
70101,17864.0,18722.0,19690.0,20790.0,21611.0,35.0,35.0,34.0,34.0,34.0,1067025002.0,1202324289.0,1346269970.0,1496950940.0,1625668879.0,49335.0,52562.0,54408.0,56545.0,58213.0,59730.0,64220.0,68373.0,72003.0,75224.0,Darwin City
70102,30009.0,31387.0,32498.0,33565.0,34362.0,39.0,39.0,39.0,39.0,39.0,1691888598.0,1893896326.0,2072945634.0,2226000939.0,2337423902.0,49958.0,52930.0,55614.0,57908.0,59066.0,56379.0,60340.0,63787.0,66319.0,68024.0,Darwin Suburbs
70103,9259.0,9611.0,10250.0,10925.0,11652.0,43.0,43.0,43.0,43.0,43.0,522792446.0,590904472.0,679321716.0,761405856.0,830195874.0,50365.0,54087.0,57258.0,60512.0,61533.0,56463.0,61482.0,66275.0,69694.0,71249.0,Litchfield
70104,16666.0,17665.0,18735.0,19819.0,20442.0,35.0,35.0,35.0,35.0,35.0,929280934.0,1080654390.0,1218716912.0,1362869839.0,1476353539.0,52286.0,56774.0,60396.0,62753.0,64419.0,55759.0,61175.0,65050.0,68766.0,72222.0,Palmerston
70201,17658.0,17893.0,18050.0,18402.0,18775.0,39.0,39.0,39.0,39.0,39.0,914621463.0,962454441.0,1010816333.0,1065016324.0,1109883750.0,46027.0,47557.0,49548.0,50664.0,51889.0,51796.0,53789.0,56001.0,57875.0,59115.0,Alice Springs
70202,1586.0,1627.0,1644.0,1584.0,1607.0,41.0,41.0,41.0,41.0,41.0,73293871.0,79793471.0,83811544.0,84077320.0,87467522.0,43069.0,45926.0,46696.0,48547.0,49615.0,46213.0,49043.0,50980.0,53079.0,54429.0,Barkly
70203,2820.0,2763.0,2889.0,2985.0,2969.0,41.0,42.0,42.0,43.0,43.0,126153860.0,138705530.0,152621124.0,158846769.0,159453227.0,35687.0,39230.0,42240.0,42749.0,44170.0,44735.0,50201.0,52828.0,53215.0,53706.0,Daly - Tiwi - West Arnhem
70204,3121.0,3163.0,3035.0,2864.0,2667.0,39.0,39.0,40.0,40.0,40.0,198825110.0,218927195.0,224906837.0,214582301.0,199521815.0,53190.0,58890.0,62938.0,60486.0,61392.0,63706.0,69215.0,74104.0,74924.0,74811.0,East Arnhem
70205,5511.0,5693.0,5798.0,5890.0,6139.0,39.0,39.0,39.0,39.0,38.0,278749688.0,303988342.0,324393904.0,342120032.0,348548695.0,47237.0,49244.0,50581.0,51985.0,52586.0,50581.0,53397.0,55949.0,58085.0,56776.0,Katherine
80101,57273.0,58205.0,58016.0,58227.0,59302.0,40.0,40.0,41.0,41.0,41.0,3297489729.0,3497585966.0,3624357773.0,3717396995.0,3797742271.0,51674.0,53998.0,56391.0,56691.0,57351.0,57575.0,60091.0,62472.0,63843.0,64041.0,Belconnen
80103,541.0,539.0,516.0,488.0,538.0,45.0,45.0,46.0,46.0,47.0,28752095.0,32598721.0,29803851.0,31614686.0,31820628.0,44415.0,47008.0,47450.0,50420.0,47820.0,53146.0,60480.0,57759.0,64784.0,59146.0,Canberra East
80104,28764.0,31537.0,35024.0,37791.0,40867.0,37.0,37.0,37.0,37.0,37.0,1756588067.0,2013452476.0,2312852096.0,2554610454.0,2786674995.0,56514.0,59266.0,61562.0,62317.0,62593.0,61069.0,63844.0,66036.0,67598.0,68189.0,Gungahlin
80105,28756.0,29837.0,30504.0,30806.0,31616.0,37.0,37.0,37.0,37.0,37.0,1817668396.0,1973245761.0,2105855614.0,2210273541.0,2304296349.0,53295.0,56403.0,58609.0,61228.0,62546.0,63210.0,66134.0,69035.0,71748.0,72884.0,North Canberra
80106,16820.0,17495.0,17931.0,18128.0,18740.0,44.0,44.0,44.0,45.0,45.0,1495057062.0,1591362629.0,1731132556.0,1797724122.0,1896054550.0,65317.0,67726.0,71469.0,73784.0,75172.0,88886.0,90961.0,96544.0,99168.0,101177.0,South Canberra
80107,54594.0,54893.0,54497.0,54117.0,54625.0,42.0,42.0,43.0,43.0,43.0,3229272110.0,3382301156.0,3485774526.0,3504625225.0,3586576361.0,54003.0,56459.0,58620.0,59169.0,59803.0,59151.0,61616.0,63963.0,64760.0,65658.0,Tuggeranong
80108,14378.0,14461.0,14419.0,14453.0,14536.0,45.0,46.0,46.0,46.0,46.0,911111423.0,954964769.0,987954027.0,1020225851.0,1043399306.0,54899.0,57233.0,59402.0,60535.0,61715.0,63368.0,66037.0,68518.0,70589.0,71780.0,Weston Creek
80109,21408.0,21836.0,22031.0,22137.0,22693.0,45.0,45.0,46.0,46.0,46.0,1475187077.0,1553745081.0,1635343972.0,1687823863.0,1747688984.0,55539.0,57903.0,60133.0,61342.0,62483.0,68908.0,71155.0,74229.0,76244.0,77014.0,Woden Valley
80110,,30.0,223.0,590.0,1376.0,,37.0,38.0,36.0,35.0,,2110857.0,17867761.0,47207529.0,105783304.0,,60582.0,79102.0,77434.0,74351.0,,70362.0,80124.0,80013.0,76877.0,Molonglo
80111,286.0,327.0,360.0,346.0,360.0,40.0,38.0,38.0,39.0,40.0,16206875.0,20264709.0,20989644.0,20125325.0,22412724.0,50845.0,51411.0,51561.0,52290.0,55657.0,56667.0,61972.0,58305.0,58166.0,62258.0,Urriarra - Namadgi
90101,718.0,731.0,768.0,797.0,802.0,45.0,45.0,44.0,45.0,46.0,49177667.0,54680471.0,61446530.0,64025196.0,62118295.0,66639.0,71902.0,76269.0,78411.0,78399.0,68493.0,74802.0,80009.0,80333.0,77454.0,Christmas Island
90102,55.0,75.0,119.0,119.0,83.0,40.0,40.0,41.0,40.0,41.0,3112790.0,4229637.0,6690130.0,6553370.0,5079488.0,45653.0,41877.0,46781.0,45331.0,52432.0,56596.0,56395.0,56220.0,55070.0,61199.0,Cocos (Keeling) Islands
90103,28.0,20.0,20.0,29.0,32.0,39.0,42.0,41.0,41.0,38.0,1607295.0,952551.0,1136937.0,1726481.0,1809268.0,45295.0,37742.0,48484.0,45768.0,45767.0,57403.0,47628.0,56847.0,59534.0,56540.0,Jervis Bay
90104,124.0,135.0,107.0,126.0,130.0,56.0,57.0,56.0,58.0,59.0,2848603.0,4579266.0,3844991.0,4731149.0,3468921.0,12004.0,14032.0,12204.0,15549.0,10785.0,22973.0,33920.0,35934.0,37549.0,26684.0,Norfolk Island
