gml_id,sa3_code16,p_pg_deg_35_44_yr,p_pg_deg_45_54_yr,p_pg_deg_55_64_yr,p_pg_deg_65_74_yr,p_pg_deg_75_84_yr,p_pg_deg_85_yr_over,p_pguate_deg_tot,p_grad_dip_cer_15_24,p_grad_dip_cer_25_34,p_grad_dip_cer_35_44,p_grad_dip_cer_45_54,p_grad_dip_cer_55_64,p_grad_dip_cer_65_74,p_grad_dip_cer_75_84,p_grad_dip_cer_85_over,p_grad_dip_cer_tot,p_b_deg_15_24_yr,p_b_deg_25_34_yr,p_b_deg_35_44_yr,p_b_deg_45_54_yr,p_b_deg_55_64_yr,p_b_deg_65_74_yr,p_b_deg_75_84_yr,p_b_deg_85_yr_over,p_b_deg_tot,p_adv_dip_dip_15_24,p_adv_dip_dip_25_34,p_adv_dip_dip_35_44,p_adv_dip_dip_45_54,p_adv_dip_dip_55_64,p_adv_dip_dip_65_74,p_adv_dip_dip_75_84,p_adv_dip_dip_85_over,p_adv_dip_dip_total,p_cer_iii_iv_15_24_yr,p_cer_iii_iv_25_34_yr,p_cer_iii_iv_35_44_yr,p_cer_iii_iv_45_54_yr,p_cer_iii_iv_55_64_yr,p_cer_iii_iv_65_74_yr,p_cer_iii_iv_75_84_yr,p_cer_iii_iv_85_yr,p_cer_iii_iv_tot,p_cer_i_ii_15_24_yr,p_cer_i_ii_25_34_yr,p_cer_i_ii_35_44_yr,p_cer_i_ii_45_54_yr,p_cer_i_ii_55_64_yr,p_cer_i_ii_65_74_yr,p_cer_i_ii_75_84_yr,p_cer_i_ii_85_yr_over,p_cer_i_ii_tot,p_cer_nfd_15_24_yr,p_cer_nfd_25_34_yr,p_cer_nfd_35_44_yr,p_cer_nfd_45_54_yr,p_cer_nfd_55_64_yr,p_cer_nfd_65_74_yr,p_cer_nfd_75_84_yr,p_cer_nfd_85_yr_over,p_cer_nfd_tot,p_cer_tot_15_24_yr,p_cer_tot_25_34_yr,p_cer_tot_35_44_yr,p_cer_tot_45_54_yr,p_cer_tot_55_64_yr,p_cer_tot_65_74_yr,p_cer_tot_75_84_yr,p_cer_tot_85_yr_over,p_cer_tot_tot,p_lvl_educ_inad_desc_15_24,p_lvl_educ_inad_desc_25_34,p_lvl_educ_inad_desc_35_44,p_lvl_educ_inad_desc_45_54,p_lvl_educ_inad_desc_55_64,p_lvl_educ_inad_desc_65_74,p_lvl_educ_inad_desc_75_84,p_lvl_educ_inad_desc_85,p_lvl_educ_inad_desc_tot,p_lvl_educ_ns_15_24,p_lvl_educ_ns_25_34,p_lvl_educ_ns_35_44,p_lvl_educ_ns_45_54,p_lvl_educ_ns_55_64,p_lvl_educ_ns_65_74,p_lvl_educ_ns_75_84,p_lvl_educ_ns_85,p_lvl_educ_ns_tot,p_tot_15_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6417,"31003","403","405","301","130","22","6","1528","30","193","273","292","213","90","30","4","1126","520","1936","1756","1275","905","483","165","43","7085","518","1349","1502","1513","1161","529","199","61","6828","2125","4048","3261","3077","2333","1312","643","165","16964","468","302","206","155","94","40","16","0","1288","182","261","318","302","270","147","66","26","1572","2782","4613","3786","3538","2704","1501","720","187","19823","50","67","72","78","69","63","30","17","449","1191","1154","1007","1040","915","886","761","297","7251","5099","9557","8803","8139","6268","3689","1926","611","44094",Ipswich Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6418,"31004","580","267","121","54","10","0","1515","24","200","237","169","88","33","9","3","759","442","2177","1827","886","480","224","58","7","6097","550","1493","1506","1090","667","254","66","12","5645","1817","3577","2562","2060","1277","603","186","41","12124","383","259","156","100","52","29","8","0","984","164","293","309","237","172","84","24","6","1297","2366","4132","3024","2400","1497","719","218","48","14402","37","96","97","68","46","38","16","0","395","1035","984","859","774","600","435","219","78","4987","4465","9539","8133","5652","3510","1759","595","146","33798",Springfield - Redbank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6419,"31101","32","18","33","16","3","0","122","0","17","12","25","30","17","3","0","111","35","132","138","109","111","94","32","4","643","49","119","152","181","126","101","40","7","768","197","367","389","460","346","233","73","9","2071","48","29","29","36","15","10","0","0","169","11","36","48","54","46","37","12","4","260","259","431","466","552","409","285","89","9","2497","7","6","4","9","19","12","8","0","60","181","201","187","217","216","202","144","70","1422","532","916","983","1116","931","733","314","95","5631",Beaudesert
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_641a,"31105","250","236","160","78","18","0","969","20","113","169","150","128","39","13","4","629","355","1250","1144","732","581","302","96","31","4490","381","870","901","821","663","356","106","26","4131","1286","2213","1946","1654","1383","894","308","81","9774","223","139","110","64","65","25","7","3","636","105","163","206","182","183","118","42","17","1013","1619","2514","2263","1904","1638","1039","355","96","11426","22","62","46","60","61","59","20","9","343","685","661","594","591","575","541","355","180","4177","3097","5678","5353","4496","3808","2407","967","353","26162",Loganlea - Carbrook
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_641b,"31106","520","297","175","102","33","4","1698","14","174","207","169","128","60","7","0","763","455","2051","1681","1001","659","411","99","20","6366","501","1128","1152","932","743","429","108","34","5016","1341","2246","2070","1776","1502","987","303","61","10287","326","186","141","127","71","44","4","0","896","132","183","244","185","191","130","31","8","1112","1798","2619","2450","2088","1769","1164","341","72","12299","37","75","84","74","82","67","21","6","447","966","831","770","721","756","647","400","138","5224","3790","7426","6855","5276","4317","2877","1001","275","31813",Springwood - Kingston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_641c,"31201","83","69","57","31","3","0","364","11","73","82","47","45","25","7","0","294","198","906","590","314","227","135","36","5","2417","52","342","440","409","325","207","45","3","1827","617","2157","1796","1552","1098","550","151","27","7951","123","127","63","60","45","20","3","0","441","50","116","109","96","92","80","12","3","566","795","2400","1970","1711","1236","644","166","37","8961","15","30","26","34","22","32","15","4","170","837","2084","1873","1860","1257","532","243","83","8772","1902","5956","5074","4448","3165","1604","522","132","22810",Bowen Basin - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_641d,"31202","290","289","221","97","19","4","1172","31","210","255","273","185","75","22","0","1047","478","2174","1862","1362","1012","433","135","41","7496","235","938","1329","1421","1122","518","185","47","5783","2246","4745","4218","4085","3167","1650","572","119","20811","327","268","209","178","102","52","17","0","1150","140","238","302","348","252","168","58","3","1521","2718","5255","4724","4618","3525","1872","645","125","23484","28","57","79","103","90","88","40","12","499","1214","1077","1190","1426","1381","1280","920","394","8885","4716","9943","9732","9497","7540","4361","1961","634","48378",Mackay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_641e,"31203","83","68","68","63","12","0","407","5","49","71","38","64","42","7","0","274","173","634","445","286","289","204","39","8","2074","157","455","384","351","399","236","57","3","2042","439","973","898","808","719","465","128","25","4454","65","62","66","37","45","29","3","0","301","48","71","76","80","86","76","15","8","458","552","1101","1033","928","850","566","150","26","5217","3","22","21","13","24","37","4","4","124","641","907","600","584","604","515","173","71","4091","1545","3268","2634","2263","2299","1661","449","116","14233",Whitsunday
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_641f,"31301","52","76","109","110","29","6","422","5","31","59","56","89","81","28","3","353","66","226","342","323","385","409","159","24","1934","90","198","338","452","516","537","214","37","2387","386","656","789","989","1120","1188","553","120","5805","68","38","42","49","65","60","16","4","336","34","48","68","106","137","169","71","23","646","493","737","901","1149","1323","1419","639","139","6791","11","16","12","36","23","68","56","11","225","232","196","212","274","458","723","537","327","2965","891","1432","1914","2365","2910","3340","1669","553","15082",Bribie - Beachmere
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6420,"31302","101","110","92","64","11","8","492","16","85","112","124","97","37","10","0","478","252","860","704","498","446","301","83","28","3174","364","896","882","845","660","331","101","33","4124","1604","2737","2285","2086","1524","869","329","68","11508","357","236","131","95","68","44","8","4","935","153","200","227","179","178","95","39","4","1075","2111","3172","2636","2362","1769","1010","378","83","13520","37","98","53","51","49","54","20","9","378","759","796","676","635","727","728","573","530","5434","3548","6008","5163","4633","3838","2532","1186","694","27595",Caboolture
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6421,"31303","25","22","32","23","0","0","108","3","18","13","36","28","12","0","0","108","31","118","177","110","110","95","21","0","662","42","90","136","198","159","102","33","3","761","167","371","384","400","360","223","72","23","1996","45","30","27","28","25","12","0","0","163","16","30","47","43","36","34","0","0","206","229","425","454","465","421","270","81","20","2365","3","9","6","11","8","13","0","3","52","389","470","433","281","269","262","122","52","2280","695","1135","1244","1116","1019","778","261","84","6333",Caboolture Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6422,"31304","148","152","109","57","10","0","565","11","95","159","134","116","50","11","0","575","261","757","984","727","466","290","86","12","3589","316","709","1064","1068","678","338","109","23","4304","1343","2150","2353","2259","1627","920","327","82","11056","254","135","138","67","57","34","7","0","691","96","131","199","194","170","116","39","3","950","1689","2408","2685","2526","1851","1072","374","84","12696","22","35","46","68","49","57","16","3","292","603","466","550","575","505","488","438","278","3914","2912","4545","5642","5242","3777","2350","1052","410","25930",Narangba - Burpengary
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6423,"31305","216","245","212","148","41","8","1029","15","85","156","167","190","101","32","0","744","227","865","1047","946","777","560","210","47","4680","228","632","848","1021","896","655","233","75","4584","936","1577","1764","1911","1638","1163","520","155","9675","191","103","92","90","67","56","5","3","603","107","119","174","207","202","210","88","28","1123","1230","1796","2030","2214","1906","1428","608","189","11402","10","35","40","58","54","82","66","14","357","484","459","556","724","710","904","811","612","5271","2215","4006","4898","5366","4751","3873","2004","956","28068",Redcliffe
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6424,"31401","812","832","516","235","39","9","2785","31","232","529","529","352","147","27","3","1855","620","2343","3441","2535","1493","745","186","42","11407","468","1073","1779","2051","1340","731","190","36","7673","1355","2203","2588","2618","1876","1092","364","72","12161","192","97","102","109","72","40","5","0","626","128","142","237","282","266","189","52","15","1311","1676","2442","2920","3005","2218","1325","423","86","14092","26","45","70","88","104","73","41","12","456","474","354","477","480","447","439","280","130","3079","3303","6805","10030","9532","6476","3687","1184","318","41339",The Hills District
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6425,"31402","469","275","128","72","8","3","1316","32","179","266","172","92","46","8","0","795","383","1906","2035","1016","414","255","91","22","6123","430","1421","1503","1170","626","357","116","32","5646","1608","3043","2455","1846","1312","725","269","50","11303","277","184","136","95","60","22","7","3","780","142","216","243","195","153","115","38","10","1111","2031","3437","2835","2135","1518","867","314","64","13197","34","68","68","69","55","50","26","12","370","541","738","569","488","335","388","264","194","3523","3458","8084","7754","5325","3166","2028","824","325","30965",North Lakes
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6426,"31403","152","101","87","42","4","3","513","15","86","129","105","91","47","4","0","471","186","778","699","441","291","176","36","3","2620","241","602","644","494","438","228","59","12","2723","755","1518","1422","1082","858","525","160","36","6348","160","110","82","61","33","24","7","0","475","41","88","118","125","104","56","16","7","563","953","1715","1626","1268","994","608","179","39","7379","15","30","39","43","35","29","12","5","209","297","322","287","281","281","279","201","168","2114","1719","3651","3574","2732","2222","1402","504","227","16033",Strathpine
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6427,"31501","86","76","101","42","9","0","406","3","57","75","67","79","42","4","0","328","105","500","369","292","355","179","32","3","1829","65","248","340","416","402","209","37","7","1725","589","1229","1071","1040","830","431","99","16","5312","176","169","124","110","69","34","10","3","694","51","65","82","103","103","51","7","0","460","818","1465","1276","1248","1005","515","115","21","6459","17","24","25","21","37","23","7","5","156","1162","1217","869","832","839","627","156","40","5749","2175","3582","3042","2957","2817","1638","368","76","16657",Far North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6428,"31502","109","95","71","45","5","0","458","11","95","77","64","46","30","3","0","327","221","856","475","300","245","147","29","3","2280","66","285","303","356","272","188","42","5","1525","566","1426","1175","1081","808","467","99","9","5635","128","85","53","37","22","22","5","0","356","41","75","72","63","82","61","9","8","420","742","1590","1299","1187","913","552","115","16","6410","8","20","24","23","14","29","6","0","131","665","856","674","747","744","643","235","52","4612","1715","3834","2969","2764","2310","1629","442","75","15739",Outback - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6429,"31701","942","868","707","365","105","11","3793","42","313","452","513","447","203","64","10","2045","1099","3780","3263","2474","2020","1113","463","121","14337","562","1715","1847","2140","1682","1058","400","106","9489","3275","5024","4054","3874","3137","1707","693","204","21964","657","370","215","195","137","69","22","3","1672","271","294","327","396","422","258","109","43","2127","4198","5689","4598","4465","3695","2038","824","251","25765","75","120","95","111","93","112","90","33","728","1747","1371","1312","1389","1446","1537","1443","1053","11293","7768","13743","12502","11953","10098","6425","3388","1580","67454",Toowoomba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_642a,"31905","80","70","72","60","18","4","340","4","25","60","110","99","49","16","0","373","67","337","454","387","440","319","97","23","2117","77","229","399","551","621","416","141","34","2468","638","1104","1276","1380","1654","1278","426","82","7834","200","142","90","95","72","66","4","0","668","41","79","128","130","193","154","50","12","782","883","1323","1485","1609","1915","1499","479","92","9280","18","21","24","41","61","64","39","6","261","588","564","674","679","923","1103","652","225","5405","1634","2528","3180","3442","4132","3501","1438","383","20243",Maryborough
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_642b,"40101","526","407","292","234","88","26","2539","24","141","113","103","128","82","23","0","616","907","2187","911","618","558","440","124","63","5819","401","441","278","344","314","236","87","28","2130","292","382","241","312","267","144","55","37","1720","51","39","30","24","6","18","3","0","176","46","69","47","56","63","60","23","8","370","392","485","313","391","341","213","81","40","2265","65","37","20","20","20","17","11","7","201","800","952","664","757","572","452","233","186","4614","2652","5147","2823","2642","2225","1683","660","360","18184",Adelaide City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_642c,"40102","608","671","597","359","88","15","2651","13","152","322","410","415","206","40","4","1562","426","1606","2220","1986","1657","1097","269","84","9339","172","626","1090","1485","1304","853","254","79","5864","981","1806","1861","2155","1697","946","339","109","9904","196","167","120","108","74","53","15","0","739","88","120","205","271","294","240","86","27","1326","1268","2098","2187","2535","2064","1235","441","132","11965","16","30","73","81","74","92","40","19","423","626","365","456","545","654","576","376","178","3782","2530","5168","6954","7720","6764","4428","1513","519","35589",Adelaide Hills
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_642d,"40105","700","481","389","230","79","20","2679","20","183","190","246","225","122","38","11","1031","597","2120","1581","1116","945","572","204","73","7200","110","423","485","501","515","371","131","73","2606","253","559","446","611","447","295","179","80","2866","62","38","37","43","26","20","3","5","236","37","35","65","97","88","90","32","26","478","350","637","548","748","562","402","215","109","3581","16","48","37","53","42","29","29","14","269","204","294","220","251","233","243","243","173","1871","1339","4453","3751","3394","2915","1983","936","474","19243",Norwood - Payneham - St Peters
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_642e,"40107","759","666","511","298","98","33","3129","24","192","275","271","318","150","30","14","1259","598","2117","1810","1414","1205","728","239","142","8255","131","377","491","623","528","414","162","96","2817","265","491","380","534","425","299","120","78","2589","50","37","36","21","34","12","10","0","206","32","43","80","106","117","63","40","27","508","350","566","492","661","575","373","163","105","3300","27","34","51","43","45","55","23","34","296","225","231","218","219","248","240","230","307","1919","1377","4245","4106","3893","3431","2251","943","728","20970",Unley
