gml_id,sa3_name16,sa3_code16,opds_separate_house_dwellings,opds_separate_house_persons,opds_sd_r_t_h_th_1_sty_dwgs,opds_sd_r_t_h_th_1_sty_psns,opds_sd_r_t_h_th_2_m_sty_dwgs,opds_sd_r_t_h_th_2_m_sty_psns,opds_sd_r_t_h_th_tot_dwgs,opds_sd_r_t_h_th_tot_psns,opds_f_ap_i_1or2_sty_blk_ds,opds_f_ap_i_1or2_sty_blk_ps,opds_f_ap_i_3_sty_blk_dwgs,opds_f_ap_i_3_sty_blk_psns,opds_f_ap_i_4_m_sty_blk_ds,opds_f_ap_i_4_m_sty_blk_ps,opds_flt_apt_att_house_ds,opds_flt_apt_att_house_ps,opds_flt_apart_tot_dwgs,opds_flt_apart_tot_psns,opds_oth_dwg_cvn_ds,opds_oth_dw_cvn_ps,opds_oth_dwg_cab_hboat_ds,opds_oth_dwg_cab_hboat_ps,opds_ot_dwg_im_hm_tnt_so_ds,opds_ot_dwg_im_hm_tnt_so_ps,opds_ot_dwg_hs_f_att_sh_of_ds,opds_ot_dwg_hs_f_att_sh_of_ps,opds_other_dwelling_tot_dwgs,opds_other_dwelling_tot_psns,opds_dwlling_structur_ns_dwgs,opds_dwlling_structur_ns_psns,opds_tot_opds_dwellings,opds_tot_opds_persons,unoccupied_pds_dwgs,total_pds_dwellings,total_pds_persons
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5deb,Queanbeyan,"10102","16069","44985","1693","3149","1314","2658","3008","5807","1058","1718","547","931","1045","1815","17","36","2665","4500","30","46","84","124","38","103","29","77","189","354","85","191","22008","55834","2633","24638","55834"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5dec,Snowy Mountains,"10103","6757","16516","214","421","286","760","501","1185","804","1956","110","301","75","211","4","3","994","2470","77","138","154","404","20","40","33","68","283","645","396","732","8931","21550","2330","11266","21550"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5ded,South Coast,"10104","25136","58360","1704","2671","1049","1801","2754","4467","1597","2485","98","155","31","49","11","21","1732","2707","423","701","403","631","111","189","80","155","1021","1676","283","563","30934","67770","10054","40983","67770"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5dee,Goulburn - Mulwaree,"10105","12400","30781","843","1365","140","264","981","1627","335","525","80","106","0","0","3","3","420","641","59","88","43","73","32","76","49","92","190","333","112","237","14096","33610","2816","16913","33610"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5def,Young - Yass,"10106","12737","32750","580","927","20","26","595","949","366","550","0","0","0","0","0","3","369","554","56","81","33","59","29","57","39","90","157","286","120","263","13977","34803","2087","16071","34803"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5df0,Gosford,"10201","49160","133475","5933","9941","3643","7347","9572","17288","4059","6956","1181","2093","1033","1930","44","71","6317","11051","128","203","533","882","141","148","184","458","984","1691","325","606","66351","164114","9608","75962","164114"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5df1,Wyong,"10202","49709","134363","4032","6973","2375","4915","6408","11885","2502","4036","502","892","750","1356","29","57","3786","6337","338","530","151","272","68","111","78","181","641","1083","292","519","60836","154195","7611","68452","154195"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5df2,Bathurst,"10301","14751","38638","1254","2186","357","644","1610","2828","704","1084","30","31","3","13","0","3","737","1128","42","87","8","22","8","16","25","54","82","171","235","395","17419","43169","2528","19949","43169"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5df3,Lachlan Valley,"10302","20369","49552","575","940","40","49","613","982","938","1251","25","27","0","0","3","9","971","1295","200","330","45","88","40","67","104","230","390","717","290","648","22633","53195","3507","26142","53195"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5df4,Lithgow - Mudgee,"10303","16843","40819","862","1336","113","188","975","1526","405","620","33","39","0","0","0","3","437","659","136","191","69","119","31","63","385","932","622","1302","192","396","19078","44703","2850","21926","44703"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5df5,Orange,"10304","19402","50899","1384","2188","236","402","1622","2588","694","985","56","65","16","24","6","12","767","1087","66","94","49","73","7","27","48","97","164","287","192","352","22145","55222","2506","24648","55222"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5df6,Clarence Valley,"10401","17816","43492","762","1165","430","810","1194","1977","983","1515","125","229","8","17","3","5","1126","1765","807","1471","262","418","140","264","74","147","1282","2304","186","381","21605","49918","3027","24626","49918"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5df7,Coffs Harbour,"10402","26116","68355","2325","4279","1536","3134","3861","7415","2447","4303","366","702","353","576","9","20","3176","5594","778","1454","529","904","93","140","53","115","1451","2604","422","868","35019","84832","3650","38673","84832"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5df8,Bourke - Cobar - Coonamble,"10501","8711","21265","118","167","11","22","125","187","470","660","29","39","17","20","3","10","526","729","438","790","44","91","284","513","62","118","827","1517","217","441","10408","24144","2381","12783","24144"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5df9,Broken Hill and Far West,"10502","8078","18303","197","309","23","40","216","354","233","314","0","0","0","0","0","3","233","320","94","177","27","51","26","41","13","20","161","294","76","123","8767","19387","2259","11028","19387"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5dfa,Dubbo,"10503","23043","59424","1183","2003","87","151","1274","2156","1542","2408","29","31","22","23","0","0","1587","2466","284","557","114","271","15","30","332","848","749","1700","190","391","26844","66140","3352","30194","66140"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5dfb,Lower Hunter,"10601","29143","78178","1793","3200","440","719","2233","3914","680","1052","0","3","5","8","0","3","685","1066","101","186","55","120","36","70","57","101","242","473","225","486","32529","84117","3549","36075","84117"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5dfc,Maitland,"10602","23539","65812","2013","3581","555","915","2569","4494","646","927","0","0","39","59","6","3","691","991","80","131","5","6","15","29","55","116","151","282","385","551","27330","72126","1994","29324","72126"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5dfd,Port Stephens,"10603","22195","57660","2271","3852","1755","3849","4025","7702","502","787","254","414","359","603","27","50","1139","1851","416","680","381","596","25","58","63","143","889","1476","183","318","28428","69002","6934","35365","69002"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5dfe,Upper Hunter,"10604","10453","26800","579","977","178","296","760","1273","331","490","4","14","0","0","0","0","341","501","99","141","55","75","11","18","20","35","175","261","106","240","11833","29077","1928","13763","29077"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5dff,Dapto - Port Kembla,"10701","23513","65675","1504","2504","781","1802","2287","4303","1384","2237","323","537","39","49","32","66","1779","2891","34","57","30","64","21","18","72","195","150","330","82","185","27808","73385","1968","29781","73385"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e00,Illawarra Catchment Reserve,"10702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","8","0","5","8"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e01,Kiama - Shellharbour,"10703","26026","74427","2001","3718","2420","5080","4426","8806","1446","2461","115","179","214","304","4","8","1778","2947","144","260","292","448","19","23","77","180","540","904","217","373","32984","87452","3338","36317","87452"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e02,Wollongong,"10704","29452","84347","2694","5160","4622","10043","7319","15201","4551","8539","3072","5471","4240","8224","22","48","11891","22279","306","475","85","124","119","127","200","460","705","1183","412","748","49785","123761","4362","54139","123761"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e03,Great Lakes,"10801","9951","23367","1615","2701","265","512","1881","3208","725","1154","361","579","476","816","0","3","1561","2553","212","377","299","518","20","40","63","124","592","1064","128","239","14110","30426","4044","18158","30426"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e04,Kempsey - Nambucca,"10802","17287","42075","670","1027","121","221","797","1241","880","1412","112","198","42","56","10","10","1043","1669","487","873","303","447","42","76","71","153","906","1552","239","480","20265","47027","2883","23143","47027"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e05,Lord Howe Island,"10803","149","324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","150","328","49","202","328"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e06,Port Macquarie,"10804","23728","60718","3231","5489","1048","2045","4281","7535","1928","2906","649","1011","1112","1867","4","7","3692","5797","558","936","439","716","55","81","64","139","1114","1869","212","422","33027","76336","3569","36595","76336"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e07,Taree - Gloucester,"10805","19091","46662","1385","2157","241","468","1630","2627","971","1465","50","72","10","6","7","7","1032","1550","159","265","231","415","37","49","74","151","504","884","174","369","22428","52089","2935","25365","52089"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e08,Albury,"10901","20188","51046","3238","5176","494","791","3733","5967","429","620","79","114","36","51","6","7","544","798","48","93","55","89","4","11","49","121","164","314","109","233","24735","58358","3091","27829","58358"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e09,Lower Murray,"10902","4514","11157","81","135","6","7","87","138","254","389","0","0","0","0","0","0","254","389","219","424","49","107","11","39","23","62","308","625","69","135","5229","12446","1084","6310","12446"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e0a,Upper Murray exc. Albury,"10903","15587","36630","575","857","35","66","608","919","1037","1512","3","4","0","0","0","3","1044","1517","178","285","282","486","11","19","115","250","590","1042","120","257","17950","40361","3176","21124","40361"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e0b,Armidale,"11001","12286","30449","852","1542","156","272","1012","1816","622","978","49","104","0","3","5","6","678","1098","56","89","61","100","16","33","23","49","157","269","134","284","14266","33909","2024","16285","33909"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e0c,Inverell - Tenterfield,"11002","14542","34405","277","427","30","43","305","468","614","888","0","0","0","0","0","0","615","889","241","434","89","138","35","67","45","113","408","746","220","512","16085","37015","2302","18387","37015"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e0d,Moree - Narrabri,"11003","8527","22187","441","857","42","75","481","934","826","1228","0","0","0","0","3","4","832","1240","251","460","49","97","16","23","57","130","376","712","95","236","10302","25308","1502","11808","25308"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e0e,Tamworth - Gunnedah,"11004","27834","70694","1781","2766","424","688","2210","3455","802","1200","45","63","55","80","3","7","899","1346","304","465","90","147","29","48","347","908","767","1569","213","512","31926","77574","3793","35716","77574"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e0f,Lake Macquarie - East,"11101","38222","102290","3686","5966","1776","3564","5461","9532","1732","2676","178","251","441","753","34","61","2378","3739","92","153","200","270","35","45","86","185","405","643","98","214","46561","116417","3829","50386","116417"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e10,Lake Macquarie - West,"11102","25114","67029","1476","2374","432","793","1906","3168","439","715","99","170","21","51","19","36","586","974","54","102","278","417","50","73","24","54","409","648","69","151","28088","71970","3145","31230","71970"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e11,Newcastle,"11103","46878","122516","4367","7876","5403","11344","9774","19217","3777","5824","2348","3807","2105","3523","165","275","8397","13429","31","73","49","101","88","95","192","363","361","635","295","552","65695","156345","6760","72456","156345"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e12,Richmond Valley - Coastal,"11201","23851","60591","3086","5736","2197","4385","5285","10119","1530","2624","273","498","68","102","39","64","1910","3289","1072","1884","597","943","240","313","113","237","2017","3369","382","734","33442","78105","3930","37374","78105"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e13,Richmond Valley - Hinterland,"11202","24201","61141","1294","2026","508","870","1807","2898","1400","2257","104","149","0","0","10","14","1510","2421","329","490","120","216","115","204","200","515","771","1430","167","339","28455","68219","2634","31085","68219"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e14,Tweed Valley,"11203","24287","64703","4478","8396","2444","5124","6918","13518","2242","3711","1586","2860","919","1634","5","14","4752","8218","1224","2075","615","994","264","344","53","132","2153","3545","385","829","38497","90820","4208","42704","90820"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e15,Griffith - Murrumbidgee (West),"11301","15535","41221","685","1190","36","70","725","1262","1373","2643","46","68","0","0","6","19","1426","2733","151","255","82","153","54","104","55","141","343","651","148","364","18173","46226","2300","20470","46226"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e16,Tumut - Tumbarumba,"11302","5472","13013","124","148","31","44","150","195","184","265","0","4","0","0","0","0","185","264","24","53","22","35","3","0","12","16","53","105","41","94","5906","13665","1044","6948","13665"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e17,Wagga Wagga,"11303","31049","79943","1037","1596","216","391","1253","1985","2574","4005","99","131","38","57","14","22","2727","4217","130","220","58","109","20","38","238","604","452","973","160","395","35641","87512","4162","39800","87512"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e18,Shoalhaven,"11401","35365","85930","2165","3413","672","1112","2841","4529","1034","1624","28","45","4","5","13","17","1079","1686","339","541","832","1303","37","59","57","112","1268","2013","303","639","40857","94795","13372","54232","94795"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e19,Southern Highlands,"11402","17008","42664","825","1273","320","580","1144","1854","344","534","0","0","3","3","8","12","352","549","106","153","13","21","27","42","38","77","187","303","140","282","18825","45646","2789","21617","45646"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e1a,Baulkham Hills,"11501","36342","120114","1332","2383","4659","12834","5993","15221","1003","1796","1093","2282","1127","2532","22","44","3241","6659","5","10","0","0","3","6","9","40","22","59","107","263","45692","142319","2414","48110","142319"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e1b,Dural - Wisemans Ferry,"11502","7494","24152","128","216","202","536","334","752","166","253","37","45","0","0","14","22","212","322","46","75","91","176","14","54","29","72","180","374","63","152","8282","25750","577","8860","25750"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e1c,Hawkesbury,"11503","7977","23766","29","45","9","31","34","75","23","43","0","0","3","7","3","7","33","49","57","67","12","19","9","23","12","35","91","144","98","193","8230","24223","676","8904","24223"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e1d,Rouse Hill - McGraths Hill,"11504","8535","28782","126","214","933","3376","1053","3587","64","150","0","0","103","153","0","3","168","308","37","65","52","78","11","32","3","11","101","180","58","155","9914","33013","571","10483","33013"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e1e,Blacktown,"11601","35297","109512","1718","4312","4199","12514","5914","16826","791","1249","241","701","2008","5380","41","72","3075","7405","0","3","4","14","32","68","54","142","89","229","150","392","44533","134359","2272","46810","134359"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e1f,Blacktown - North,"11602","19343","65962","3512","11033","3554","11869","7070","22900","512","1538","57","115","219","500","5","5","796","2163","24","47","234","344","7","13","98","286","361","687","141","384","27711","92085","1256","28964","92085"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e20,Mount Druitt,"11603","27839","93250","1393","4035","2882","9497","4276","13535","443","804","618","1281","952","2418","11","35","2028","4539","7","8","4","11","46","97","46","171","99","296","72","194","34314","111816","1616","35928","111816"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e21,Botany,"11701","5688","17655","1118","2905","1161","3290","2278","6192","1652","3891","3186","7467","4446","10742","8","10","9289","22118","0","0","0","11","5","16","129","330","137","353","81","186","17469","46502","1230","18698","46502"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e22,Sydney Inner City,"11703","1980","5294","5190","11517","15047","36924","20233","48438","3373","5845","10688","18879","62279","123044","46","100","76382","147869","3","4","8","28","655","670","591","1295","1252","1995","728","1300","100568","204899","11827","112399","204899"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e23,Eastern Suburbs - North,"11801","9270","28886","3094","7901","7989","21288","11082","29191","6139","12971","14144","27536","12511","22446","100","251","32900","63200","3","3","3","5","16","22","559","1135","580","1165","271","627","54107","123066","6310","60417","123066"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e24,Eastern Suburbs - South,"11802","13781","43383","3588","9344","5186","15161","8776","24506","6170","13052","15031","30696","9598","20493","77","169","30878","64415","3","8","3","7","3","3","494","1182","504","1200","212","476","54155","133978","4403","58557","133978"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e25,Bankstown,"11901","34474","113053","2373","5749","8747","28268","11125","34017","2291","4139","4249","11010","2207","6090","81","212","8828","21446","0","0","4","5","3","5","264","732","274","750","219","584","54915","169854","3729","58647","169854"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e26,Canterbury,"11902","22171","72901","1394","3665","3701","11782","5090","15449","9919","26310","4938","13339","2009","5293","31","81","16903","45022","0","9","5","14","0","0","256","815","266","831","171","471","44601","134671","3002","47601","134671"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e27,Hurstville,"11903","23661","75276","2251","5017","3536","10363","5787","15379","2163","4610","4969","12234","7172","18593","47","112","14357","35549","7","14","6","13","0","0","202","524","210","552","162","369","44174","127132","2838","47005","127132"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e28,Kogarah - Rockdale,"11904","21131","65763","3791","8918","2514","7149","6307","16058","1924","4155","5621","13088","14434","35703","112","271","22093","53212","92","119","0","0","16","19","424","1064","528","1203","187","419","50256","136664","3764","54017","136664"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e29,Canada Bay,"12001","12658","38380","1108","2761","2015","5189","3122","7956","3634","7202","3654","7790","9603","22035","24","48","16910","37069","0","0","6","12","0","0","334","764","335","770","162","356","33184","84536","2631","35813","84536"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e2a,Leichhardt,"12002","3790","10387","5678","14272","6537","16664","12217","30934","1740","3193","2208","3770","2817","4857","152","288","6918","12100","3","3","4","13","4","3","272","609","288","623","153","304","23362","54354","2118","25475","54354"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e2b,Strathfield - Burwood - Ashfield,"12003","20083","62992","2891","7443","3505","10373","6389","17813","7632","16444","10634","24983","9461","24636","103","247","27830","66308","4","5","3","5","33","34","636","1582","677","1628","487","1015","55467","149761","3909","59383","149761"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e2c,Chatswood - Lane Cove,"12101","18352","56729","1113","2906","1854","4765","2971","7676","2715","5583","6272","13658","12296","26615","56","115","21341","45972","5","4","0","0","3","7","97","212","111","227","134","286","42906","110889","3832","46735","110889"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e2d,Hornsby,"12102","18696","56985","396","878","1715","4337","2109","5219","823","1668","3204","7021","3261","8244","21","30","7307","16954","0","5","8","12","14","11","47","109","69","139","99","186","28284","79485","1793","30080","79485"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e2e,Ku-ring-gai,"12103","29021","92823","312","577","1317","2954","1624","3526","1566","2848","1684","3373","5741","13394","0","9","8993","19623","0","6","4","4","0","0","26","62","30","69","83","194","39759","116238","2814","42565","116238"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e2f,North Sydney - Mosman,"12104","7546","22267","2117","5224","3774","8946","5893","14172","5402","10996","10625","19588","13820","24300","80","162","29922","55051","3","3","18","28","3","3","125","272","147","303","132","264","43636","92058","5161","48801","92058"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e30,Manly,"12201","5976","18695","697","1847","1571","3914","2269","5763","2174","4732","2762","5435","3215","5948","11","33","8163","16147","3","3","0","0","20","20","77","185","104","210","62","139","16572","40953","2197","18766","40953"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e31,Pittwater,"12202","15099","45077","320","794","1838","4189","2154","4981","1440","2837","1513","2789","817","1665","30","45","3798","7334","44","97","242","443","7","21","94","189","390","750","135","311","21581","58456","3052","24634","58456"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e32,Warringah,"12203","31202","100139","1351","2221","2588","6109","3943","8334","3561","6736","9799","20037","5244","10504","68","153","18671","37423","5","10","43","70","58","71","115","288","223","437","200","443","54235","146780","3839","58077","146780"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e33,Camden,"12301","18375","58229","798","1445","619","1431","1420","2878","152","220","30","40","0","3","0","4","191","272","30","46","34","50","3","8","4","7","74","111","37","59","20084","61546","901","20988","61546"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e34,Campbelltown (NSW),"12302","41024","129198","4174","9392","4838","12652","9017","22046","1126","2076","436","833","871","1761","24","49","2446","4721","45","52","5","7","19","32","85","235","149","323","213","428","52852","156721","2813","55664","156721"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e35,Wollondilly,"12303","12552","38352","605","1039","68","128","671","1169","99","177","5","9","0","0","5","15","117","199","45","64","34","50","14","29","40","107","134","257","51","141","13528","40118","839","14371","40118"
