gml_id,sa3_name16,sa3_code16,o_or_ds_sep_house,o_or_ds_semid_ro_or_tce_h_th,o_or_ds_flat_apart,o_or_ds_oth_dwell,o_or_ds_not_stated,o_or_total,o_mtg_ds_sep_house,o_mtg_ds_semid_ro_or_tce_h_th,o_mtg_ds_flat_apart,o_mtg_ds_oth_dwell,o_mtg_ds_not_stated,o_mtg_total,r_re_agt_ds_sep_house,r_re_ag_ds_semd_ro_or_tc_h_th,r_re_agt_ds_flat_apart,r_re_agt_ds_oth_dwell,r_re_agt_ds_not_stated,r_re_agt_total,r_st_h_auth_ds_sep_house,r_st_h_au_ds_sd_ro_or_tc_h_th,r_st_h_auth_ds_flat_apart,r_st_h_auth_ds_oth_dwell,r_st_h_auth_ds_not_stated,r_st_h_auth_total,r_psn_not_in_s_hh_ds_sep_hous,r_p_not_in_s_h_ds_sd_ro_t_h_t,r_p_not_in_s_hh_ds_flat_apart,r_psn_not_in_s_hh_ds_oth_dwel,r_psn_not_in_s_hh_ds_ns,r_psn_not_in_s_hh_total,r_hs_cop_cty_ch_gp_ds_sp_ho,r_hs_c_ct_ch_g_ds_sd_ro_t_h_t,r_hse_cp_cty_ch_g_ds_flt_apt,r_hs_cop_cty_ch_gp_ds_ot_dwel,r_hse_coop_cty_ch_gp_ds_ns,r_hse_coop_cty_ch_gp_total,r_ot_landld_typ_ds_sep_house,r_o_lld_typ_ds_sd_ro_tc_h_th,r_ot_lld_typ_ds_flat_apart,r_ot_landld_typ_ds_oth_dwell,r_ot_landld_typ_ds_not_stated,r_ot_landld_typ_total,r_landld_typ_ns_ds_sep_house,r_ld_typ_ns_ds_sd_ro_tce_h_th,r_lld_typ_ns_ds_flat_apart,r_landld_typ_ns_ds_oth_dwell,r_landld_typ_ns_ds_not_stated,r_landld_typ_ns_total,r_tot_ds_sep_house,r_tot_ds_semid_ro_or_tce_h_th,r_tot_ds_flat_apart,r_tot_ds_oth_dwell,r_tot_ds_not_stated,r_tot_total,oth_ten_type_ds_sep_house,oth_ten_ty_ds_sd_ro_tce_h_th,oth_ten_type_ds_flat_apart,oth_ten_type_ds_oth_dwell,oth_ten_type_ds_not_stated,oth_ten_type_total,ten_type_ns_ds_sep_house,ten_ty_ns_ds_sd_ro_tce_h_t,ten_ty_ns_ds_flat_apart,ten_type_ns_ds_oth_dwell,ten_type_ns_ds_not_stated,ten_type_ns_total,total_ds_sep_house,total_ds_semid_ro_or_tce_h_th,total_ds_flat_apart,total_ds_oth_dwell,total_ds_not_stated,total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b80,Yarra Ranges,"21105","16634","783","51","142","51","17668","24318","515","56","29","58","24971","3731","725","63","13","30","4555","277","132","9","0","0","424","1838","129","12","8","32","2018","78","60","8","0","6","153","159","9","3","65","4","236","174","14","3","0","3","201","6261","1067","92","91","74","7587","292","178","32","3","5","513","2684","281","31","60","31","3086","50186","2825","267","327","216","53818"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b7f,Stonnington - West,"20606","2264","2061","2316","7","25","6678","1290","1486","2744","8","20","5543","587","1552","9876","30","24","12077","3","67","1015","0","0","1091","192","458","1425","11","15","2109","0","5","103","0","0","108","11","18","80","0","3","115","16","38","88","3","3","150","812","2148","12589","46","44","15640","43","37","101","0","3","179","349","478","2335","15","8","3180","4761","6209","20074","75","102","31227"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b7e,Yarra,"20607","1989","3962","1328","23","25","7330","1472","3834","2854","25","32","8223","989","4180","7747","96","69","13076","111","419","2900","0","6","3443","396","1321","1143","46","27","2936","68","38","266","0","0","373","33","29","70","4","8","149","33","72","75","3","3","187","1622","6067","12201","159","112","20169","71","76","104","3","3","254","453","1158","2440","112","49","4206","5611","15101","18929","326","224","40182"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b7d,Boroondara,"20701","16231","4464","2020","33","40","22794","12005","3166","2190","31","39","17430","3316","3300","7396","79","60","14151","96","116","259","0","3","476","1137","791","1090","32","25","3078","47","100","128","0","3","281","69","43","76","3","8","198","141","76","69","0","5","288","4805","4420","9032","117","98","18471","197","100","172","0","11","483","1431","718","1410","26","27","3614","34673","12874","14821","204","220","62794"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b7c,Manningham - West,"20702","12053","2085","587","3","18","14742","6954","1843","610","3","19","9436","2527","1413","970","7","9","4925","30","44","59","0","0","138","802","327","160","3","11","1305","16","20","37","0","0","75","54","24","18","0","3","100","87","25","17","0","0","125","3520","1845","1264","13","24","6667","209","93","44","0","0","345","1074","422","239","11","80","1820","23817","6289","2742","28","143","33014"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b7b,Glen Eira,"20802","12393","3867","1616","22","34","17933","10256","4162","2469","35","54","16971","3280","3648","7240","76","39","14286","59","258","207","0","0","526","1177","1036","1053","35","16","3323","43","71","126","0","0","239","79","38","66","5","0","191","121","79","71","0","8","275","4758","5134","8763","116","74","18842","139","122","133","0","4","403","1326","905","1145","24","39","3442","28873","14188","14133","200","198","57597"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b7a,Cardinia,"21201","7092","425","42","54","19","7635","14694","528","16","15","31","15285","4295","945","11","8","9","5266","151","103","9","0","0","267","1118","109","14","5","10","1254","29","23","0","0","0","50","118","3","0","47","0","175","106","11","0","0","0","123","5820","1198","35","66","14","7134","243","103","35","3","0","388","1972","226","25","30","13","2272","29826","2481","149","165","83","32705"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b79,Casey - North,"21202","10913","1219","127","25","8","12295","17580","1207","73","16","22","18895","5280","944","111","36","13","6377","629","126","60","26","3","843","1400","180","24","6","5","1607","49","45","6","0","0","96","162","25","8","86","8","286","85","27","0","3","3","121","7602","1343","205","148","27","9324","149","145","59","0","0","358","2125","267","61","75","11","2538","38364","4184","529","267","62","43408"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b78,Casey - South,"21203","8636","929","54","12","11","9647","26891","1716","86","16","16","28732","6105","1069","190","0","19","7379","416","87","55","3","3","568","1742","187","27","3","3","1964","50","11","13","0","0","73","212","21","5","14","3","255","148","7","4","0","0","154","8667","1391","291","28","27","10393","224","104","13","0","3","344","3192","388","64","46","15","3708","47616","4527","510","97","75","52818"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b77,Dandenong,"21204","17035","1767","626","109","19","19555","14925","2568","923","62","24","18498","6293","4023","2916","42","54","13331","859","685","316","12","4","1880","2318","735","316","24","14","3406","107","69","90","0","0","258","475","116","62","161","3","814","184","59","45","15","3","308","10236","5685","3748","249","84","20000","234","101","140","8","3","484","2919","1081","727","190","32","4949","45345","11197","6167","610","163","63489"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b76,Monash,"21205","19681","1797","1538","9","31","23045","13308","2390","1607","3","34","17344","6342","3035","2958","14","53","12401","425","237","406","0","3","1071","1980","721","538","11","28","3275","72","66","108","0","5","254","183","80","66","0","23","355","159","41","32","0","0","226","9167","4185","4105","25","114","17594","234","172","135","4","4","549","2257","671","529","15","34","3508","44638","9218","7918","55","212","62042"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b75,Brimbank,"21301","18567","1463","317","12","12","20373","17375","2287","412","18","18","20103","5867","2433","1262","27","35","9629","776","270","216","4","0","1270","2700","637","244","22","23","3617","108","91","49","0","0","252","497","154","69","4","3","726","232","41","20","0","3","296","10183","3626","1859","54","68","15792","251","70","21","0","3","350","3905","753","418","46","16","5131","50277","8198","3031","131","123","61753"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b74,Hobsons Bay,"21302","8354","2102","276","30","14","10779","7176","2863","302","12","38","10391","2792","2391","1018","37","22","6265","180","292","316","0","0","792","868","372","129","20","15","1409","54","17","61","0","0","136","89","51","15","20","4","169","83","40","16","0","0","137","4075","3159","1559","75","48","8916","105","39","5","0","0","156","1211","609","341","36","13","2209","20926","8770","2483","160","111","32453"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b73,Maribyrnong,"21303","4943","1092","453","38","17","6552","5713","2491","1185","42","14","9451","2842","2239","4296","49","33","9466","448","752","307","0","6","1514","981","520","514","32","17","2064","48","38","154","0","0","244","97","49","111","49","5","316","73","38","34","3","0","153","4493","3637","5411","146","61","13752","77","41","38","7","11","183","1122","628","955","71","29","2807","16360","7894","8043","299","135","32735"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b72,Melton - Bacchus Marsh,"21304","10224","978","55","50","19","11332","22726","1778","79","8","42","24632","5423","1655","161","11","15","7268","337","180","42","0","3","567","1634","293","41","10","9","1985","76","103","3","0","0","181","148","49","4","79","0","285","132","22","0","0","0","159","7748","2310","254","97","28","10439","226","98","14","5","4","347","3071","551","88","51","20","3779","43995","5716","490","214","114","50530"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b71,Wyndham,"21305","12016","1558","223","77","11","13882","28880","3745","294","9","24","32955","11710","3148","755","7","21","15647","471","129","53","0","0","660","2410","441","99","13","11","2972","80","38","8","0","0","132","313","66","7","36","3","423","155","34","5","3","0","193","15139","3860","931","53","40","20020","230","178","32","0","5","441","3822","648","206","56","18","4750","60087","9988","1684","199","91","72045"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b70,Frankston,"21401","11374","1602","111","125","14","13227","18035","2021","176","25","14","20272","6085","2976","757","23","16","9853","681","394","68","0","0","1150","1822","583","99","14","14","2538","94","117","13","0","0","223","123","57","22","225","0","432","115","51","11","8","0","187","8927","4181","969","273","36","14385","173","487","29","3","0","693","2673","828","391","226","10","4120","41178","9116","1680","648","75","52700"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b6f,Mornington Peninsula,"21402","19834","1972","977","289","53","23124","19087","1061","432","20","35","20640","5478","1634","753","13","25","7899","495","209","172","0","6","882","1975","309","164","21","15","2490","66","50","11","0","0","119","328","38","9","101","10","486","257","40","20","7","3","325","8601","2278","1134","144","52","12209","502","308","54","0","12","879","3324","527","252","135","20","4251","51346","6147","2846","587","175","61110"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b6e,Grampians,"21501","9979","216","133","112","62","10503","6553","55","42","32","39","6720","1825","176","366","10","15","2395","362","124","113","0","3","609","1337","47","66","19","16","1488","49","45","33","0","3","132","313","30","33","53","22","453","217","22","16","3","8","255","4108","451","624","89","69","5342","162","42","5","10","6","223","1566","100","111","110","26","1919","22366","865","911","351","207","24708"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b6d,Mildura,"21502","5771","409","122","191","46","6528","6243","164","59","15","26","6507","2157","629","484","7","9","3283","424","171","183","0","0","783","1135","134","98","19","15","1401","58","13","76","0","3","153","229","13","29","108","9","394","116","10","11","5","3","150","4132","970","885","146","33","6166","99","91","7","8","19","229","1505","253","249","176","36","2221","17741","1891","1323","535","164","21649"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b6c,Murray River - Swan Hill,"21503","5820","66","97","117","36","6129","3733","25","19","29","39","3847","918","108","221","12","8","1266","329","39","112","0","0","481","1004","44","46","13","18","1118","51","19","21","0","0","86","261","11","22","55","14","365","152","3","12","10","7","173","2705","227","430","87","43","3494","122","0","9","7","6","142","1430","60","131","183","23","1833","13809","374","684","426","144","15443"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b6b,Campaspe,"21601","5186","168","83","87","19","5541","4490","65","15","7","12","4592","1054","250","183","8","6","1499","283","144","58","0","0","488","801","59","36","17","9","914","33","25","17","0","0","76","165","6","8","39","8","234","99","9","8","0","0","121","2438","494","312","63","23","3326","89","22","16","0","0","127","1024","102","84","58","14","1281","13226","846","505","213","65","14861"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b6a,Moira,"21602","4243","83","129","64","66","4592","3279","27","23","12","19","3364","894","137","170","6","3","1209","183","15","70","0","0","278","663","35","45","11","7","760","15","4","4","0","0","26","156","4","16","29","16","218","104","3","13","3","0","127","2014","205","324","45","30","2620","80","7","8","0","0","94","905","49","60","51","14","1071","10523","369","536","173","132","11733"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b69,Shepparton,"21603","7000","371","7","164","8","7552","7334","175","4","19","13","7540","2482","927","47","11","14","3488","619","223","43","0","0","881","1211","186","15","13","11","1433","109","43","23","0","0","178","279","36","9","94","5","417","136","35","5","0","0","173","4837","1457","134","123","26","6573","190","51","0","3","0","248","1821","321","67","209","18","2428","21172","2377","212","514","61","24337"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b68,Glenelg - Southern Grampians,"21701","5886","67","67","53","35","6110","4186","25","22","18","19","4261","1080","132","140","8","3","1367","269","50","98","0","0","418","902","33","22","8","12","987","29","27","3","3","7","74","179","10","4","23","8","228","121","6","3","0","6","135","2579","273","270","46","43","3209","104","0","0","9","5","125","1044","58","60","68","21","1246","13797","421","410","188","122","14944"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b67,Colac - Corangamite,"21703","5737","162","38","32","47","6009","4291","32","17","17","31","4383","1002","205","48","19","9","1277","205","91","54","0","0","350","916","79","21","17","7","1035","45","23","0","0","0","71","252","17","8","49","8","331","151","11","0","0","0","169","2573","430","135","77","24","3238","120","13","4","9","0","151","1098","123","41","95","19","1376","13820","759","223","230","118","15148"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b66,Warrnambool,"21704","6243","405","77","74","27","6823","5718","196","40","34","23","6009","1819","641","246","25","17","2745","416","148","85","0","0","649","1005","131","47","6","22","1210","41","23","56","0","0","121","236","18","17","28","3","307","120","7","10","0","0","137","3640","960","462","59","45","5171","110","36","29","4","3","187","1187","205","209","100","15","1717","16907","1801","810","271","113","19904"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b65,Capalaba,"30101","6934","539","82","251","3","7809","10134","534","80","14","7","10769","2335","785","127","6","8","3269","354","376","119","3","0","848","1007","214","49","4","4","1279","26","72","14","0","0","107","41","26","5","42","0","114","61","17","3","0","0","86","3820","1487","318","56","20","5695","68","121","3","4","3","200","805","212","39","50","8","1122","21761","2895","515","381","46","25595"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b64,Cleveland - Stradbroke,"30102","8687","647","500","59","34","9926","10646","338","161","9","35","11185","3928","611","345","8","25","4915","179","166","268","0","0","614","1315","203","95","15","30","1660","51","15","141","3","16","227","73","17","18","20","4","133","89","12","14","3","3","121","5635","1034","880","46","77","7668","138","245","276","8","8","671","1325","207","134","62","66","1801","26430","2467","1963","181","217","31250"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b63,Wynnum - Manly,"30103","6020","442","131","100","6","6705","8907","677","113","15","19","9728","2998","1199","437","3","10","4653","355","352","228","4","0","946","856","376","92","4","5","1338","40","46","5","0","0","94","44","51","7","3","3","110","56","24","10","0","0","94","4355","2050","787","11","23","7229","86","147","5","7","3","246","867","519","116","76","18","1588","20228","3829","1152","203","71","25487"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b62,Bald Hills - Everton Park,"30201","4598","280","72","4","9","4961","4961","392","65","8","14","5442","1350","715","309","0","5","2384","54","75","35","0","0","165","436","229","55","0","3","724","13","44","11","0","0","73","159","155","36","0","3","352","37","6","3","0","0","50","2049","1225","445","0","16","3743","87","10","33","0","0","128","425","95","68","0","10","590","12119","2001","679","10","46","14861"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b61,Chermside,"30202","6409","547","464","5","10","7433","7513","460","561","0","18","8553","3041","893","2232","11","16","6196","644","270","410","0","0","1334","1026","254","433","4","11","1731","39","57","63","0","3","159","63","40","68","153","13","334","53","19","21","3","0","88","4867","1537","3227","168","40","9835","76","186","169","0","0","431","885","275","489","100","39","1793","19754","3005","4911","269","106","28049"
