SA3_MAIN11,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot,SA3_NAME11
40101,1192,3553,703,1028,1124,693,165,484,149,9091,Adelaide City
40102,5244,8514,5064,3483,4892,3000,1593,3013,460,35263,Adelaide Hills
50603,4326,10420,6245,4348,6924,3969,2806,4044,663,43745,Canning
60302,1037,1239,1136,677,916,517,516,1166,114,7318,Huon - Bruny Island
60303,477,288,345,284,239,161,157,495,44,2490,South East Coast
60401,2143,2865,3410,2235,2418,2004,1697,2509,303,19584,Burnie - Ulverstone
60402,2192,2536,3023,2024,2114,1833,1545,2453,298,18018,Devonport
60403,1505,828,1182,707,719,511,1019,1614,127,8212,West Coast
69999,14,58,50,30,27,16,29,75,6,305,Special Purpose Codes SA3 (Tas.)
70101,2226,3195,1853,1636,2029,890,487,722,211,13249,Darwin City
70102,2885,6008,3915,3047,4140,2035,1375,2069,450,25924,Darwin Suburbs
70103,1265,1239,1945,1183,1498,598,945,792,171,9636,Litchfield
31102,1357,1781,2741,1681,2452,1625,1726,2334,298,15995,Beenleigh
31103,2837,3177,5734,3095,5369,3255,4704,4481,692,33344,Browns Plains
31104,2017,2064,3605,1577,3079,1665,2072,1988,383,18450,Jimboomba
31105,2687,3856,4492,2540,4635,2769,2276,2895,510,26660,Loganlea - Carbrook
31106,2825,4996,5047,3111,5394,3145,3201,4432,704,32855,Springwood - Kingston
31201,2213,1780,3468,1017,1723,1044,3784,2593,346,17968,Bowen Basin - North
31202,5896,7402,12148,4099,7474,4957,7992,6363,1012,57343,Mackay
31203,1286,1137,1743,1047,1084,919,989,1203,157,9565,Whitsunday
31301,1125,1320,1695,1202,1435,1254,800,1226,201,10258,Bribie - Beachmere
31302,2147,2582,4005,2662,3430,2671,2472,3702,472,24143,Caboolture
31303,731,466,711,448,532,354,438,898,93,4671,Caboolture Hinterland
31304,2542,3260,4705,2738,4326,2900,2370,3235,473,26549,Narangba - Burpengary
31305,2367,3866,3740,2809,3857,2512,1772,2827,480,24230,Redcliffe
40107,2763,7198,1507,1616,2561,1702,317,940,296,18900,Unley
40201,1633,2058,2536,1677,2143,1461,1276,1871,250,14905,Gawler - Two Wells
40202,2729,2865,4758,3514,4182,3215,3674,5187,659,30783,Playford
40203,2403,5606,3619,2923,3923,2329,1768,3229,513,26313,Port Adelaide - East
40204,4871,6957,9098,6351,8616,5676,5743,8155,1141,56608,Salisbury
40205,4901,8620,7506,4976,8502,5034,2482,4027,598,46646,Tea Tree Gully
49797,0,4,0,0,0,0,0,3,0,7,Migratory - Offshore - Shipping (SA)
49999,69,130,126,89,92,50,84,239,33,912,Special Purpose Codes SA3 (SA)
50101,2930,2771,3583,1858,2202,2049,1191,2673,238,19495,Augusta - Margaret River - Busselton
50102,4532,6028,9182,3799,5321,3933,4849,6077,609,44330,Bunbury
50103,2082,1219,1413,869,1006,732,895,1637,172,10025,Manjimup
50201,3178,4244,6833,3521,3997,3421,3542,3950,515,33201,Mandurah
50301,5324,12594,1746,2458,3484,2496,428,1144,405,30079,Cottesloe - Claremont
50302,7407,19687,5146,4272,6800,3560,1266,2891,614,51643,Perth City
50401,4132,8753,6365,3850,6247,3455,2545,3378,590,39315,Bayswater - Bassendean
50402,2209,3565,3384,1890,3096,1800,1523,1656,271,19394,Mundaring
50403,5323,6807,9211,5199,8318,4961,4837,5431,813,50900,Swan
50501,10069,18186,13806,8221,13955,8344,3578,5905,972,83036,Joondalup
50502,10630,23067,12390,8168,13588,8058,4413,7412,1336,89062,Stirling
50503,7381,10845,14606,7681,11413,7097,5358,7972,1027,73380,Wanneroo
40304,7473,12138,13291,9237,11872,8375,4695,8350,1136,76567,Onkaparinga
50704,7148,14789,5853,4448,8029,4527,1591,2904,691,49980,Melville
50705,4528,6207,10228,5710,6613,4497,4371,5207,737,48098,Rockingham
50801,1515,871,1222,583,828,580,803,947,94,7443,Esperance
50802,809,508,665,417,534,300,343,685,78,4339,Gascoyne
50803,1818,2670,4538,1648,2339,1235,3843,2201,366,20658,Goldfields
50804,1806,2761,2143,1846,1825,823,985,1844,372,14405,Kimberley
50805,3651,3395,4488,2293,2888,1954,2872,3067,367,24975,Mid West
50806,2643,4224,8705,1716,3679,1172,5987,3661,582,32369,Pilbara
50901,5053,3512,3678,2494,2709,2149,1661,3283,340,24879,Albany
50902,5824,2549,3729,1966,2739,1500,2509,3072,383,24271,Wheat Belt - North
50903,3106,1081,1429,783,941,474,1001,1142,169,10126,Wheat Belt - South
59797,6,52,78,14,6,0,40,132,5,333,Migratory - Offshore - Shipping (WA)
59999,176,462,534,234,240,150,334,417,49,2596,Special Purpose Codes SA3 (WA)
60101,585,540,1068,809,1006,736,595,891,123,6353,Brighton
60102,2779,4813,3246,2475,3929,2294,952,1823,337,22648,Hobart - North East
60103,1755,2583,3577,2857,3699,2404,1630,2762,391,21658,Hobart - North West
60104,1944,3815,2031,1572,2449,1458,442,1017,183,14911,Hobart - South and West
60105,3213,9020,2275,2590,3388,2040,436,1273,287,24522,Hobart Inner
60106,810,933,1164,820,1085,667,446,738,112,6775,Sorell - Dodges Ferry
60201,3855,7087,5177,4150,4882,4039,2242,3662,457,35551,Launceston
60202,1500,1306,1498,988,1114,800,935,1132,133,9406,Meander Valley - West Tamar
60203,2364,1769,2315,1484,1568,1303,1465,2276,259,14803,North East
60301,794,453,733,507,501,363,473,749,93,4666,Central Highlands (Tas.)
40103,3267,7856,1354,1705,2847,1870,295,802,305,20301,Burnside
40104,2475,5275,2984,2146,3835,2416,958,1932,368,22389,Campbelltown (SA)
40105,2219,6075,1654,1660,2401,1493,410,1126,224,17262,Norwood - Payneham - St Peters
40303,4132,10117,3150,2973,4342,2753,727,1959,399,30552,Mitcham
40106,1896,4390,1375,1277,1970,1301,470,923,194,13796,Prospect - Walkerville
40301,2433,4323,1842,1833,2581,1698,451,977,219,16357,Holdfast Bay
40302,4060,8738,6063,4613,7010,4219,1890,3719,642,40954,Marion
50601,2738,4032,5624,2989,4665,2796,3155,3279,469,29747,Armadale
50602,3567,7665,5136,3124,5120,2573,2390,2985,511,33071,Belmont - Victoria Park
50604,4485,7280,9351,4897,8449,4725,5259,5800,827,51073,Gosnells
50605,3136,4493,4823,2452,4635,2392,2450,2338,421,27140,Kalamunda
50606,1047,1038,1910,778,1389,697,974,870,136,8839,Serpentine - Jarrahdale
50607,3139,7295,2135,1785,3211,1765,601,1138,264,21333,South Perth
50701,4802,8040,8411,4171,7090,4028,3334,4323,704,44903,Cockburn
50702,2291,5877,2056,1546,2060,1215,593,1126,202,16966,Fremantle
50703,990,1369,2654,1357,1837,1168,1526,1636,193,12730,Kwinana
70104,1571,1866,2468,2230,2597,1161,1078,1020,247,14238,Palmerston
70202,228,336,221,287,226,76,65,316,86,1841,Barkly
70203,576,1011,550,663,437,186,382,1067,192,5064,Daly - Tiwi - West Arnhem
70204,407,1078,776,500,459,245,492,700,222,4879,East Arnhem
70205,759,1123,945,1062,794,355,362,1115,312,6827,Katherine
79797,0,20,9,8,18,0,0,22,3,80,Migratory - Offshore - Shipping (NT)
79999,42,106,100,97,44,26,51,103,12,581,Special Purpose Codes SA3 (NT)
70201,1877,3658,2124,2473,2230,1102,730,1498,468,16160,Alice Springs
80101,6800,14046,5566,4886,9666,3583,1352,2668,921,49488,Belconnen
80102,70,62,47,54,47,13,11,31,6,341,Cotter - Namadgi
80103,87,92,119,56,86,47,47,71,4,609,Fyshwick - Pialligo - Hume
80104,4371,7500,2905,2573,5420,1793,546,1232,547,26887,Gungahlin
80105,5060,10036,1637,2280,3998,1443,293,981,475,26203,North Canberra
80106,2700,5430,803,939,2028,651,145,354,296,13346,South Canberra
80107,7008,11055,6323,4934,10903,4027,1772,2750,1034,49806,Tuggeranong
80108,1905,3674,1104,1042,2296,724,249,484,220,11698,Weston Creek
80109,2999,6097,1380,1423,3028,1067,252,674,318,17238,Woden
