gml_id,sa3_name16,sa3_code16,num_mvs_per_dweling_0_mvs,num_mvs_per_dweling_1_mvs,num_mvs_per_dweling_2_mvs,num_mvs_per_dweling_3_mvs,num_mvs_per_dweling_4mo_mvs,num_mvs_per_dweling_tot,num_mvs_ns,total_dwelings
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d2b,Sandgate,"30204","1641","8378","7824","2291","986","21127","1459","22585"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d2c,Carindale,"30301","1088","6205","7226","2123","1000","17640","1048","18684"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d2d,Holland Park - Yeronga,"30302","3025","11413","9071","2333","1057","26909","2421","29323"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d2e,Mt Gravatt,"30303","1577","8209","9242","2982","1480","23491","1492","24975"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d2f,Nathan,"30304","948","4873","5097","1451","669","13039","1094","14129"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d30,Rocklea - Acacia Ridge,"30305","649","5474","8123","2773","1229","18236","1108","19341"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d31,Mudgeeraba - Tallebudgera,"30905","128","2453","4650","1899","1122","10258","711","10968"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d32,Nerang,"30906","780","6506","9226","3419","2076","22013","2012","24023"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d33,Ormeau - Oxenford,"30907","697","9889","17204","6149","3206","37146","3283","40427"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d34,Outback - South,"31503","546","2952","2407","958","739","7599","1123","8720"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d35,Stonnington - West,"20606","5936","13649","6465","1263","572","27880","3339","31227"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d36,Yarra,"20607","7703","18118","7999","1471","411","35706","4480","40182"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d37,Boroondara,"20701","4852","22230","22941","6254","2779","59055","3735","62794"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d38,Manningham - West,"20702","1445","10104","13386","4137","2110","31185","1830","33014"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d39,Whitehorse - West,"20703","3596","14047","13474","3394","1513","36024","2096","38118"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d3a,Bayside,"20801","1861","12083","14911","3865","1703","34432","2347","36776"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d3b,Darebin - North,"20902","4342","14535","10331","2787","1287","33287","3521","36802"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d3c,Nillumbik - Kinglake,"20903","391","4259","9306","3929","2861","20736","1106","21842"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d3d,Whittlesea - Wallan,"20904","3044","20432","28753","9491","5201","66923","5052","71978"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d3e,Keilor,"21001","1167","6577","8622","2603","1365","20334","1439","21772"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d3f,Macedon Ranges,"21002","164","2062","4294","1824","1276","9621","726","10348"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d40,Buderim,"31601","780","6419","7807","2618","1178","18811","1243","20053"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d41,Caloundra,"31602","1591","11929","11801","3433","1479","30238","2096","32332"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d42,Maroochy,"31603","1329","10056","8494","2228","910","23018","2494","25512"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d43,Noosa,"31605","760","6502","6433","1654","618","15965","1408","17374"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d44,Sunshine Coast Hinterland,"31606","404","5178","7108","2868","1847","17410","1349","18764"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d45,Glen Eira,"20802","5184","22291","19988","4509","1969","53938","3656","57597"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d46,Kingston,"20803","2905","16380","17620","4310","1974","43185","3262","46451"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d47,Stonnington - East,"20804","1535","5927","5638","1397","687","15181","1014","16195"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d48,Banyule,"20901","2752","15691","17725","4899","2425","43493","2705","46205"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d49,Moreland - North,"21003","2672","10998","8789","2357","1156","25979","2428","28407"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d4a,Nambour,"31607","712","4767","5932","2137","1328","14870","1239","16106"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d4b,Noosa Hinterland,"31608","164","2133","3313","1333","759","7701","689","8387"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d4c,Charters Towers - Ayr - Ingham,"31801","1149","5484","5794","2104","1128","15662","1939","17599"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d4d,Townsville,"31802","3779","22959","26213","8220","3762","64927","6370","71298"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d4e,Bundaberg,"31901","2126","13193","12107","3815","1868","33112","3428","36541"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d4f,Burnett,"31902","1044","6723","6504","2465","1457","18190","2315","20503"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d50,Gympie - Cooloola,"31903","952","6885","6798","2451","1410","18486","2132","20617"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d51,Hervey Bay,"31904","1435","9811","7547","2243","983","22014","2314","24326"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d52,Sunnybank,"30306","787","5028","6103","2130","965","15012","1089","16105"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d53,Centenary,"30401","263","3198","5120","1619","692","10888","317","11207"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d54,Kenmore - Brookfield - Moggill,"30402","348","3798","6754","2372","1232","14505","568","15079"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d55,Sherwood - Indooroopilly,"30403","2153","7669","5789","1551","620","17780","1183","18962"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d56,The Gap - Enoggera,"30404","1099","6183","7083","1952","849","17179","872","18045"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d57,Brisbane Inner,"30501","6293","13615","5744","1110","449","27203","3945","31151"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d58,Brisbane Inner - East,"30502","1001","6008","5767","1484","619","14876","1239","16122"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d59,Brisbane Inner - North,"30503","3780","14828","10922","2668","1118","33314","3297","36610"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d5a,Brisbane Inner - West,"30504","1847","8168","7259","2014","870","20153","1647","21802"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d5b,Cairns - North,"30601","679","6825","8314","2305","934","19064","1835","20903"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d5c,Cairns - South,"30602","3336","13940","12126","3538","1613","34561","5233","39791"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d5d,Innisfail - Cassowary Coast,"30603","938","5086","4743","1448","651","12861","1831","14693"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d5e,Port Douglas - Daintree,"30604","352","2112","1577","450","189","4675","814","5489"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d5f,Tablelands (East) - Kuranda,"30605","898","5516","5589","1952","1006","14961","2048","17004"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d60,Darling Downs (West) - Maranoa,"30701","745","4894","5651","2392","1601","15290","2520","17807"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d61,Darling Downs - East,"30702","575","4417","5428","2317","1631","14364","1650","16012"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d62,Granite Belt,"30703","840","5064","5413","2154","1323","14797","1406","16205"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d63,Central Highlands (Qld),"30801","466","3210","3755","1427","839","9701","1611","11311"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d64,Rockhampton,"30803","2568","14424","15348","5411","2765","40516","4363","44885"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d65,Biloela,"30804","225","1476","1869","880","628","5074","659","5730"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d66,Gladstone,"30805","920","7107","9039","3154","1451","21671","2238","23905"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d67,Broadbeach - Burleigh,"30901","1563","9625","9191","2416","1064","23860","2767","26628"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d68,Coolangatta,"30902","1333","8033","7665","2265","1102","20396","2278","22675"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d69,Gold Coast - North,"30903","1657","11325","9267","2435","1043","25720","2663","28384"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d6a,Gold Coast Hinterland,"30904","95","1766","2628","1055","726","6270","729","6997"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d6b,West Torrens,"40403","2550","10267","8066","2251","970","24104","1647","25747"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d6c,Robina,"30908","694","6296","7168","2103","808","17073","1309","18380"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d6d,Southport,"30909","1965","8826","7275","2151","1051","21268","2594","23860"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d6e,Surfers Paradise,"30910","1654","7370","4991","1257","549","15818","2899","18713"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d6f,Forest Lake - Oxley,"31001","1598","8012","8092","2616","1145","21465","2374","23839"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d70,Ipswich Hinterland,"31002","647","5903","7939","3691","2501","20674","2526","23203"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d71,Ipswich Inner,"31003","2454","12106","13210","4778","2574","35125","3332","38454"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d72,Springfield - Redbank,"31004","898","8087","10919","3523","1617","25039","2177","27216"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d73,Beaudesert,"31101","210","1611","1681","734","482","4716","545","5268"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d74,Beenleigh,"31102","1052","5437","5019","1662","841","14001","1341","15344"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d75,Browns Plains,"31103","873","6977","9359","3847","2503","23549","2195","25742"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d76,Jimboomba,"31104","115","2167","5404","2922","2468","13084","1057","14138"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d77,Loganlea - Carbrook,"31105","961","5826","7536","2997","1760","19086","1693","20772"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d78,Springwood - Kingston,"31106","1873","8884","9142","3216","1567","24687","2252","26942"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d79,Bowen Basin - North,"31201","492","4084","4503","1511","830","11424","1823","13245"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d7a,Mackay,"31202","2092","13082","16261","5780","2646","39866","4262","44125"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d7b,Whitsunday,"31203","491","2544","2596","849","374","6849","1374","8222"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d7c,Bribie - Beachmere,"31301","834","6015","4648","1376","702","13571","1205","14775"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d7d,Caboolture,"31302","1444","7403","7910","3047","1906","21711","2141","23848"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d7e,Caboolture Hinterland,"31303","122","1210","1629","705","509","4175","526","4697"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d7f,Narangba - Burpengary,"31304","767","5890","7759","3294","2267","19974","1472","21452"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d80,Redcliffe,"31305","2089","9690","7705","2425","1190","23097","1981","25084"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d81,The Hills District,"31401","470","6188","12846","4980","3133","27623","1183","28802"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d82,North Lakes,"31402","810","7976","10597","2897","1297","23576","1559","25131"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d83,Strathpine,"31403","749","4573","4940","1780","776","12819","835","13648"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d84,Far North,"31501","2039","3302","2530","906","546","9325","2221","11543"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d85,Outback - North,"31502","996","3791","3512","1178","663","10134","2036","12168"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d86,Toowoomba,"31701","3289","18474","20099","6850","3742","52458","4717","57181"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d87,Maryborough,"31905","1116","6669","5972","2086","1050","16895","2032","18923"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d88,Barossa,"40501","414","3836","5295","2144","1415","13110","884","13991"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d89,Lower North,"40502","325","2838","3257","1354","938","8714","807","9515"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d8a,Mid North,"40503","894","3975","3531","1452","935","10786","1049","11839"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d8b,Yorke Peninsula,"40504","526","3926","3879","1260","765","10352","893","11243"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d8c,Eyre Peninsula and South West,"40601","1934","7864","7873","2838","1429","21944","2501","24441"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d8d,Outback - North and East,"40602","985","3621","3039","1040","541","9228","1424","10657"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d8e,Fleurieu - Kangaroo Island,"40701","881","7935","7548","2449","1353","20173","1656","21828"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d8f,Limestone Coast,"40702","1303","7977","9214","3552","2088","24135","2017","26150"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d90,Swan,"50403","1537","11909","17563","6658","3989","41658","3356","45014"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d91,Adelaide City,"40101","2783","4044","1535","225","103","8698","1303","10004"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d92,Adelaide Hills,"40102","719","6759","11002","4201","2552","25244","1551","26790"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d93,Norwood - Payneham - St Peters,"40105","1760","6459","4666","1206","507","14599","975","15568"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d94,Unley,"40107","1337","6012","5171","1410","595","14531","866","15395"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d95,Gawler - Two Wells,"40201","736","4059","4679","1825","1149","12454","920","13375"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d96,Playford,"40202","3298","11937","10693","3287","1682","30905","3098","34006"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d97,Port Adelaide - East,"40203","2469","10241","8918","2277","937","24840","1761","26603"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d98,Salisbury,"40204","3464","17854","17903","5749","2673","47648","3292","50937"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d99,Tea Tree Gully,"40205","1643","11764","14279","4484","2278","34453","1596","36056"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d9a,Mitcham,"40303","1301","7806","9547","2870","1448","22974","1185","24156"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d9b,Onkaparinga,"40304","3407","22399","24404","8068","3784","62062","4201","66262"
