sa3_code16,p_oth_scs_15_19,p_oth_scs_20_24,p_oth_scs_25_34,p_oth_scs_35_44,p_oth_scs_45_54,p_oth_scs_55_64,p_oth_scs_65_74,p_oth_scs_75_84,p_oth_scs_85ov,p_oth_scs_tot,p_id_ns_15_19,p_id_ns_20_24,p_id_ns_25_34,p_id_ns_35_44,p_id_ns_45_54,p_id_ns_55_64,p_id_ns_65_74,p_id_ns_75_84,p_id_ns_85ov,p_id_ns_tot,p_tot_15_19,p_tot_20_24,p_tot_25_34,p_tot_35_44,p_tot_45_54,p_tot_55_64,p_tot_65_74,p_tot_75_84,p_tot_85ov,p_tot_tot,sa3_name16
50501,153,342,608,593,678,523,143,9,0,3038,163,308,542,687,822,548,170,25,10,3270,4823,7349,13419,16450,19328,14311,3217,212,21,79127,Joondalup
50502,122,365,1156,715,661,476,163,18,0,3671,129,365,1170,954,798,552,196,58,15,4236,3516,8211,27083,20666,17951,12557,3376,450,53,93866,Stirling
50503,197,509,1160,974,868,437,89,6,0,4237,219,468,1024,990,939,490,136,22,0,4286,5287,8876,21505,21218,19577,10215,2077,180,17,88947,Wanneroo
50601,82,205,458,342,284,211,63,3,0,1656,89,207,466,408,392,207,56,11,3,1840,1830,3478,9722,8166,7106,4830,1055,97,5,36286,Armadale
50602,43,165,478,283,220,149,41,6,0,1390,40,195,541,325,272,153,60,14,3,1616,1155,3816,11625,7565,5772,4002,987,85,16,35026,Belmont - Victoria Park
50603,67,178,415,323,326,264,80,4,0,1655,84,261,570,429,386,259,75,13,0,2081,2114,4997,10692,8983,8542,5989,1466,124,10,42927,Canning
50604,112,270,578,529,505,324,62,7,0,2381,153,316,802,676,609,346,96,19,3,3027,2748,5136,12975,12423,10842,7119,1555,122,12,52930,Gosnells
50605,87,192,299,254,283,194,55,4,0,1364,82,118,258,273,279,228,53,16,0,1307,1616,2438,5231,5912,6285,4468,1186,115,5,27255,Kalamunda
50606,37,101,177,118,116,76,12,0,0,635,42,65,131,147,150,90,27,3,0,659,750,1295,3272,2729,2789,1660,352,32,11,12896,Serpentine - Jarrahdale
50607,19,77,170,105,120,96,45,7,0,634,26,78,235,166,172,135,61,15,3,905,856,2268,5332,4024,3968,3195,1021,95,16,20767,South Perth
50701,103,254,564,469,436,256,54,9,0,2141,127,217,598,622,562,282,89,15,0,2507,2566,4585,12368,12297,10689,6489,1393,114,14,50518,Cockburn
50702,15,42,111,97,113,80,28,0,0,489,33,59,199,187,181,123,36,8,0,836,722,1368,3937,3688,4031,3040,891,90,7,17776,Fremantle
