gml_id,sa3_code16,onemeth_train_m,onemeth_train_f,onemeth_train_p,onemeth_bus_m,onemeth_bus_f,onemeth_bus_p,onemeth_ferry_m,onemeth_ferry_f,onemeth_ferry_p,onemeth_tram_inc_lt_rail_m,onemeth_tram_inc_lt_rail_f,onemeth_tram_inc_lt_rail_p,onemeth_taxi_m,onemeth_taxi_f,onemeth_taxi_p,onemeth_car_as_driver_m,onemeth_car_as_driver_f,onemeth_car_as_driver_p,onemeth_car_as_passenger_m,onemeth_car_as_passenger_f,onemeth_car_as_passenger_p,onemeth_truck_m,onemeth_truck_f,onemeth_truck_p,onemeth_motorbike_scooter_m,onemeth_motorbike_scooter_f,onemeth_motorbike_scooter_p,onemeth_bicycle_m,onemeth_bicycle_f,onemeth_bicycle_p,onemeth_other_m,onemeth_other_f,onemeth_other_p,onemeth_walked_only_m,onemeth_walked_only_f,onemeth_walked_only_p,onemeth_tot_onemeth_m,onemeth_tot_onemeth_f,onemeth_tot_onemeth_p,twometh_train_bus_m,twometh_train_bus_f,twometh_train_bus_p,twometh_train_ferry_m,twometh_train_ferry_f,twometh_train_ferry_p,twometh_trn_trm_inc_lt_rl_m,twometh_trn_trm_inc_lt_rl_f,twometh_trn_trm_inc_lt_rl_p,twometh_train_car_as_drvr_m,twometh_train_car_as_drvr_f,twometh_train_car_as_drvr_p,twometh_trn_car_as_pass_m,twometh_trn_car_as_pass_f,twometh_trn_car_as_pass_p,twometh_train_other_m,twometh_train_other_f,twometh_train_other_p,twometh_train_tot_m,twometh_train_tot_f,twometh_train_tot_p,twometh_bus_ferry_m,twometh_bus_ferry_f,twometh_bus_ferry_p,twometh_bus_trm_inc_lt_rl_m,twometh_bus_trm_inc_lt_rl_f,twometh_bus_trm_inc_lt_rl_p,twometh_bus_car_as_driver_m,twometh_bus_car_as_driver_f,twometh_bus_car_as_driver_p,twometh_bus_car_as_pass_m,twometh_bus_car_as_pass_f,twometh_bus_car_as_pass_p,twometh_bus_other_m,twometh_bus_other_f,twometh_bus_other_p,twometh_bus_tot_m,twometh_bus_tot_f,twometh_bus_tot_p,twometh_other_twometh_m,twometh_other_twometh_f,twometh_other_twometh_p,twometh_tot_twometh_m,twometh_tot_twometh_f,twometh_tot_twometh_p,threemeth_trn_2_othr_mthd_m,threemeth_trn_2_othr_mthd_f,threemeth_trn_2_othr_mthd_p,thremth_bu_2_ot_met_exc_tra_m,thremth_bu_2_ot_met_exc_tra_f,thremth_bu_2_ot_met_exc_tra_p,threemeth_oth_threemeth_m,threemeth_oth_threemeth_f,threemeth_oth_threemeth_p,threemeth_tot_threemeth_m,threemeth_tot_threemeth_f,threemeth_tot_threemeth_p,worked_home_m,worked_home_f,worked_home_p,did_not_go_to_work_m,did_not_go_to_work_f,did_not_go_to_work_p,meth_travel_to_work_ns_m,meth_travel_to_work_ns_f,meth_travel_to_work_ns_p,tot_m,tot_f,tot_p,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d26,"30102","270","303","567","232","319","550","37","36","73","3","0","3","14","12","25","13274","11918","25192","688","871","1561","423","10","433","262","21","278","97","41","133","138","75","217","275","346","620","15723","13948","29665","20","25","46","4","0","5","0","0","0","115","119","232","9","25","35","8","0","8","159","167","330","15","31","47","0","0","0","83","103","184","14","30","49","4","3","10","120","168","292","438","304","738","724","636","1357","40","38","79","29","39","70","51","32","80","114","111","230","819","1299","2123","1449","2172","3619","137","127","266","18964","18298","37259",Cleveland - Stradbroke
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d27,"30103","925","1153","2080","267","341","609","21","21","43","0","0","0","24","15","36","11494","9994","21486","670","922","1595","237","9","240","299","25","329","224","61","279","133","41","176","236","255","493","14526","12834","27365","78","122","198","0","0","6","0","0","0","152","185","343","40","45","90","32","13","46","305","371","672","0","0","3","0","0","0","32","49","79","17","31","43","6","0","10","54","82","131","156","108","265","517","559","1073","46","58","105","5","8","14","7","4","16","59","73","138","623","1015","1634","1105","1914","3019","124","96","225","16949","16499","33450",Wynnum - Manly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d28,"30201","474","565","1036","358","416","776","0","4","4","0","0","3","12","14","25","6907","6081","12982","344","603","951","134","0","134","228","21","251","130","26","155","67","30","91","83","107","192","8740","7866","16611","67","63","128","0","0","0","0","0","0","173","161","337","26","40","67","19","6","18","280","271","555","0","4","3","0","0","0","31","31","66","13","34","46","4","3","11","52","67","124","71","39","104","403","379","783","23","38","68","3","6","12","5","0","3","30","49","81","393","546","939","729","1289","2022","60","53","120","10358","10193","20550",Bald Hills - Everton Park
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d29,"30202","416","601","1020","1252","1649","2897","3","0","5","3","0","3","38","30","73","11035","9388","20425","616","1079","1695","204","6","205","377","42","419","333","63","399","120","60","178","392","489","882","14800","13406","28204","121","120","247","0","0","0","0","0","0","227","277","506","27","35","63","15","6","16","394","442","832","0","3","3","0","0","0","61","89","147","33","64","95","16","20","31","100","179","277","128","70","198","625","687","1309","32","39","71","7","16","26","0","3","4","44","55","98","601","846","1453","1186","2135","3323","119","119","240","17373","17247","34619",Chermside
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d2a,"30203","1335","1534","2873","131","242","372","11","9","23","3","0","3","25","7","33","6361","5074","11428","384","558","946","128","4","137","203","33","231","190","38","228","82","33","118","258","250","504","9114","7782","16898","100","146","245","0","3","0","0","0","0","104","136","240","37","63","99","29","8","39","269","357","628","4","3","9","0","0","0","17","24","32","10","17","31","6","3","6","37","47","80","79","37","109","383","441","819","32","45","79","0","0","4","10","0","6","42","51","88","269","370","633","765","1137","1898","78","64","141","10656","9831","20486",Nundah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d2b,"30204","963","1136","2096","366","577","937","0","0","0","3","3","3","30","16","46","9038","7731","16767","539","735","1273","202","3","206","280","32","303","144","39","181","93","38","128","195","195","391","11849","10492","22338","134","137","266","0","0","0","0","0","0","219","273","494","24","56","85","36","9","48","413","479","890","0","0","0","0","0","0","17","28","41","14","38","55","3","5","7","33","71","101","106","56","161","555","604","1156","49","47","99","3","8","13","3","0","5","60","53","111","406","621","1031","1041","1634","2671","123","91","212","14034","13488","27526",Sandgate
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d2c,"30301","245","270","520","1117","1517","2633","12","19","31","0","0","0","25","12","35","8354","7167","15523","488","801","1289","128","4","135","239","19","261","205","35","239","76","45","120","171","207","381","11066","10106","21173","47","45","94","0","0","3","0","0","0","57","70","131","10","14","20","3","0","3","125","129","250","3","4","11","0","0","0","68","100","167","37","68","98","16","6","24","120","174","293","133","87","212","377","384","759","33","13","49","16","9","25","3","4","4","52","31","82","547","747","1285","842","1562","2401","66","76","145","12942","12911","25852",Carindale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d2d,"30302","745","742","1491","2181","2898","5072","17","11","25","4","0","7","62","41","103","10669","8924","19598","582","1071","1656","109","3","116","355","48","409","974","348","1320","123","65","191","665","780","1439","16476","14935","31412","176","186","360","0","0","0","0","0","0","56","53","111","14","27","45","34","11","49","282","285","560","8","9","13","0","0","0","90","109","199","44","74","119","40","26","69","180","220","396","145","100","251","610","600","1209","54","45","100","15","20","42","14","3","15","79","70","154","773","936","1707","1391","2331","3723","109","88","196","19440","18963","38402",Holland Park - Yeronga
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d2e,"30303","52","60","118","1828","2127","3963","9","5","9","3","0","3","42","18","66","11149","8731","19885","572","1135","1703","173","10","176","271","19","297","218","37","255","111","44","157","346","330","680","14777","12526","27304","61","62","124","0","0","0","0","0","0","22","18","47","0","3","5","0","0","0","93","89","178","3","6","6","0","0","0","154","213","363","46","127","177","26","15","45","227","360","589","143","78","223","459","527","986","22","22","42","20","15","29","7","3","5","49","42","84","653","817","1475","1177","1899","3075","123","104","227","17236","15910","33148",Mt Gravatt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d2f,"30304","306","322","622","821","1048","1869","0","3","4","0","0","0","28","13","36","6040","4711","10745","341","608","949","85","3","85","179","28","206","312","70","379","52","27","79","171","207","378","8335","7036","15371","68","75","147","0","0","0","0","0","0","31","35","66","9","17","25","5","5","13","116","134","249","0","0","0","0","0","0","57","56","111","23","55","73","18","10","29","97","114","214","76","36","110","289","283","571","26","20","49","9","8","19","4","0","4","41","36","72","353","447","803","657","1131","1788","63","50","119","9740","8981","18716",Nathan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d30,"30305","135","194","328","910","1165","2073","3","0","3","3","0","3","18","22","40","10620","7807","18428","570","1076","1649","195","9","206","183","16","196","75","12","81","85","40","119","126","130","259","12921","10465","23384","57","55","111","0","0","0","0","0","0","88","96","182","7","21","32","3","0","7","155","173","328","0","0","0","0","0","0","107","141","244","43","106","148","13","12","21","162","254","414","122","73","198","439","505","938","29","35","70","15","20","33","6","0","3","51","53","103","411","654","1065","869","1379","2245","108","82","191","14794","13139","27933",Rocklea - Acacia Ridge
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d31,"30905","70","39","112","39","39","77","5","0","5","3","5","9","3","0","6","6031","5619","11648","320","427","744","151","0","152","79","8","91","34","21","53","64","29","91","68","64","131","6862","6254","13117","5","6","10","0","0","0","0","0","0","41","19","58","3","0","3","9","0","12","56","22","83","0","0","0","0","0","0","4","5","10","7","9","12","0","0","0","10","19","27","54","37","93","124","77","201","18","10","24","3","0","3","6","0","6","26","10","36","493","758","1255","551","878","1432","61","71","130","8117","8042","16160",Mudgeeraba - Tallebudgera
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d32,"30906","153","124","278","99","110","212","4","0","5","3","5","11","14","14","23","12161","11093","23247","792","868","1657","322","10","333","217","20","245","85","16","106","137","58","197","146","141","285","14127","12468","26598","40","30","69","0","0","0","0","0","0","59","42","109","19","5","22","8","0","14","125","86","214","0","0","3","5","18","30","9","9","18","5","29","31","3","3","6","27","53","80","135","56","195","289","196","485","32","26","52","4","8","13","5","3","11","40","35","73","660","1071","1729","1032","1665","2701","126","106","229","16272","15542","31810",Nerang
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d33,"30907","411","406","823","148","101","248","7","5","9","4","5","14","16","15","27","21970","19103","41072","1341","1466","2807","566","14","583","377","34","414","93","28","119","254","120","375","273","283","557","25459","21597","47055","57","68","128","0","0","0","0","0","0","178","143","324","28","23","57","20","3","23","284","240","526","3","0","4","0","4","6","19","25","48","10","25","32","3","0","6","34","59","96","255","116","365","574","410","988","73","79","148","8","10","18","12","3","11","91","91","186","1196","1950","3148","1901","2945","4852","209","209","414","29433","27207","56635",Ormeau - Oxenford
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d34,"31503","0","0","3","16","3","18","3","0","3","0","0","0","0","5","8","2472","2209","4676","203","257","465","133","9","144","67","17","84","82","59","140","144","74","221","619","629","1244","3733","3261","6994","0","0","0","0","0","0","0","0","0","3","0","6","0","0","0","0","0","0","9","0","5","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","3","0","5","43","25","68","51","28","82","0","0","0","0","0","0","12","5","11","14","5","16","699","602","1301","463","568","1033","98","68","170","5057","4538","9594",Outback - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d35,"31601","33","26","66","97","133","229","4","3","12","7","3","6","6","10","19","8557","8552","17107","471","650","1124","191","0","196","151","6","158","142","46","183","133","42","173","143","166","306","9928","9647","19571","4","9","13","0","0","0","0","0","0","48","23","70","0","4","3","0","0","0","57","32","87","0","0","0","0","0","0","8","5","17","10","21","28","8","0","8","24","29","52","97","54","152","178","108","283","6","10","16","6","10","15","3","4","5","13","25","38","672","1011","1683","1019","1531","2557","81","80","163","11899","12400","24301",Buderim
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d36,"31602","60","48","104","174","198","369","4","0","7","3","3","3","19","9","27","12167","11325","23490","776","880","1659","290","13","305","190","11","199","263","95","356","181","83","266","313","382","693","14440","13037","27480","12","7","21","0","0","0","0","0","0","82","53","140","6","6","8","3","0","3","97","74","169","0","0","0","0","0","0","7","5","11","11","22","36","8","5","13","28","33","57","162","61","221","293","166","456","11","14","21","12","4","15","6","7","13","26","23","54","864","1345","2205","1549","2318","3865","170","151","324","17343","17044","34385",Caloundra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d37,"31603","21","18","46","179","250","433","7","0","7","0","0","0","12","12","18","9193","8673","17864","485","654","1137","192","3","196","188","7","198","216","122","337","123","60","188","419","506","927","11031","10321","21351","3","3","6","0","0","0","0","0","0","37","14","51","0","0","0","0","0","0","36","18","62","0","0","0","0","0","0","4","3","6","11","8","18","11","3","13","24","18","40","118","58","173","182","99","279","3","3","10","14","12","26","11","0","15","27","13","45","744","1086","1831","1283","1824","3111","114","102","213","13384","13447","26832",Maroochy
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d38,"31605","23","19","40","110","148","260","7","4","11","0","0","3","7","3","16","5787","5491","11276","303","485","787","92","3","99","180","29","207","124","48","176","115","60","175","237","256","492","6974","6555","13528","3","3","8","0","0","0","0","0","0","9","13","21","0","0","0","0","0","0","19","17","33","0","0","0","0","0","0","6","0","6","8","24","29","4","0","4","19","23","39","65","46","108","98","83","180","5","3","8","0","4","5","3","3","4","13","11","20","802","1078","1880","1197","1482","2674","80","86","161","9155","9288","18444",Noosa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d39,"31606","132","94","225","58","34","90","3","3","6","0","0","3","3","3","4","7019","6655","13677","380","505","886","339","14","353","131","6","142","37","14","47","105","33","140","332","312","648","8541","7669","16208","16","18","29","0","0","0","0","0","0","43","29","69","8","4","7","3","8","13","67","57","126","0","0","0","0","0","0","4","3","10","4","4","7","0","0","0","8","8","17","98","32","122","176","89","268","24","17","44","5","0","5","8","0","8","36","17","58","851","1110","1958","1058","1500","2557","147","130","279","10808","10520","21325",Sunshine Coast Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d3a,"31607","31","20","45","68","65","132","0","0","0","0","0","0","6","8","15","6629","6127","12764","372","490","856","271","3","276","123","10","132","42","4","45","85","29","113","182","223","408","7805","6980","14790","6","4","12","0","0","0","0","0","0","8","12","22","0","0","0","3","0","3","20","16","33","0","0","0","0","0","0","5","6","12","8","6","16","0","0","0","9","12","24","74","21","100","108","52","155","4","0","4","5","0","14","8","0","13","18","6","24","496","736","1234","726","1097","1827","96","87","185","9257","8955","18212",Nambour
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d3b,"31608","7","8","18","22","30","51","4","0","3","0","0","0","3","3","7","3041","2921","5964","168","197","364","127","0","127","50","10","51","24","9","29","67","23","87","109","89","201","3622","3282","6902","0","0","0","0","0","0","0","0","0","6","6","12","0","0","0","0","0","0","14","6","15","0","0","0","0","0","0","3","4","8","5","5","12","0","0","0","11","10","18","35","17","51","53","30","87","0","0","0","0","0","0","0","0","0","3","3","5","420","543","956","413","613","1026","67","52","127","4584","4518","9101",Noosa Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d3c,"31801","4","0","3","132","61","190","3","0","3","0","0","0","7","10","14","5888","5255","11141","506","507","1015","347","18","362","109","12","124","92","19","109","137","48","183","644","506","1143","7855","6437","14296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","0","31","3","35","8","3","12","4","0","4","39","7","45","60","28","90","103","41","143","0","0","0","0","0","0","3","0","3","3","0","3","574","657","1229","748","943","1690","146","126","274","9434","8209","17640",Charters Towers - Ayr - Ingham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d3d,"31802","17","12","24","365","347","714","34","27","58","3","0","8","75","71","147","30922","30219","61136","2200","2765","4966","586","23","615","931","125","1055","986","312","1304","436","155","585","1221","929","2154","37771","34994","72766","0","4","8","0","0","0","0","0","0","3","9","11","0","4","3","0","3","3","9","14","25","3","3","7","0","0","0","29","15","46","29","46","70","22","13","32","73","78","155","442","274","721","528","364","894","8","0","11","27","17","43","42","31","70","74","49","121","868","1564","2432","3726","5005","8732","374","274","646","43336","42252","85588",Townsville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d3e,"31901","6","5","11","138","87","226","7","4","8","0","0","0","21","25","39","11619","10971","22593","967","1300","2267","345","3","346","315","22","333","193","42","234","114","42","152","447","388","833","14163","12885","27046","3","0","3","0","0","0","0","0","0","12","7","19","0","0","0","0","0","0","15","6","19","3","0","3","0","0","0","13","5","20","0","3","8","5","3","8","23","14","29","106","65","177","143","87","226","0","0","3","0","0","0","6","4","10","4","4","9","630","882","1508","1275","1907","3189","185","176","365","16405","15943","32347",Bundaberg
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d3f,"31902","0","0","4","166","52","211","0","0","0","0","0","0","5","3","8","5664","5171","10842","498","527","1025","262","9","271","101","20","119","66","21","88","93","64","154","561","515","1073","7416","6381","13794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","6","32","0","3","3","3","0","3","28","10","43","63","16","78","90","28","125","0","0","0","0","0","0","13","0","13","17","0","19","918","837","1757","758","988","1743","169","121","291","9361","8361","17721",Burnett
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d40,"31903","6","3","9","52","37","91","6","0","3","0","0","0","6","8","16","5869","5412","11278","449","483","931","313","10","321","111","6","122","31","12","44","87","31","122","281","275","563","7217","6278","13494","0","0","0","0","0","0","0","0","0","12","0","7","0","0","0","0","0","0","12","3","9","3","0","3","0","0","0","4","0","4","4","4","4","3","0","0","14","4","18","72","25","94","89","35","120","3","0","3","0","0","0","3","0","5","9","0","10","656","795","1452","905","1123","2032","131","136","265","9007","8371","17380",Gympie - Cooloola
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d41,"31904","3","3","10","46","37","83","12","6","18","0","0","0","10","11","19","6229","6497","12725","411","640","1056","171","4","181","144","25","166","121","74","194","83","27","106","204","233","434","7438","7562","14993","0","3","3","0","0","0","0","0","0","3","0","6","0","0","0","0","0","0","3","3","6","0","4","6","0","0","0","5","0","5","0","7","4","0","0","3","7","12","22","91","67","152","101","82","185","0","0","0","6","3","9","0","0","0","6","3","8","354","534","885","1032","1370","2402","111","102","214","9046","9652","18692",Hervey Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d42,"30503","1849","1820","3675","1845","2507","4353","35","47","84","5","3","8","98","86","184","13038","10700","23737","793","1350","2146","110","4","119","519","72","585","798","205","1010","220","130","346","1331","1386","2718","20648","18313","38962","264","278","537","4","3","6","0","0","0","118","131","245","36","57","93","37","22","55","453","490","938","16","10","24","0","3","3","58","62","118","22","56","83","31","42","71","129","169","302","176","98","276","757","760","1516","65","62","132","19","17","36","11","3","20","102","86","187","1119","1362","2479","1761","2692","4454","151","131","280","24536","23347","47878",Brisbane Inner - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d43,"30504","590","571","1155","1464","1725","3187","31","42","77","7","0","7","55","35","93","7869","6993","14861","482","948","1429","66","3","71","360","36","393","860","307","1165","94","65","162","911","882","1790","12781","11601","24379","155","169","323","4","5","14","0","0","0","33","26","63","17","16","39","12","8","21","222","228","455","8","3","19","0","0","0","43","63","106","32","74","104","26","25","56","112","164","280","138","84","221","474","477","953","45","35","83","13","11","29","11","6","17","73","51","123","785","1036","1823","1030","1847","2874","64","67","131","15208","15077","30284",Brisbane Inner - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d44,"30601","3","4","14","181","209","397","5","0","12","3","0","5","17","7","22","9052","9522","18576","546","788","1333","160","7","168","201","27","227","274","81","351","159","47","199","238","240","478","10841","10935","21773","3","0","3","0","0","0","0","0","0","3","5","5","0","0","0","0","0","0","3","5","7","3","0","0","0","0","0","8","8","21","18","24","46","6","8","20","41","43","88","111","70","179","156","118","278","0","0","0","8","3","9","8","3","9","18","3","23","518","722","1239","1428","1794","3217","126","102","231","13083","13674","26755",Cairns - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d45,"30602","22","17","41","314","410","726","28","15","46","7","0","5","102","113","216","15598","14659","30255","1196","1830","3023","291","11","302","387","76","454","685","315","999","398","136","540","940","886","1829","19967","18466","38435","3","0","3","0","0","0","0","0","0","12","8","21","3","3","6","3","0","3","19","13","32","3","0","4","0","0","0","13","10","20","23","40","69","21","14","35","56","70","125","239","143","383","312","230","538","0","0","0","10","17","28","26","11","39","40","29","66","603","903","1508","2196","2950","5144","245","224","467","23360","22804","46166",Cairns - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d46,"30603","0","3","3","233","188","420","10","3","13","0","0","0","13","13","27","4675","4040","8712","590","542","1130","169","10","177","52","9","65","55","35","94","146","48","192","450","337","791","6393","5227","11623","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","10","20","3","14","16","0","0","0","20","22","37","45","26","75","67","51","119","0","0","0","3","0","4","3","0","3","7","0","11","427","502","924","639","822","1462","143","110","254","7682","6702","14389",Innisfail - Cassowary Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d47,"30604","4","10","13","34","31","63","4","0","4","0","4","4","3","3","9","1808","1707","3511","147","189","327","47","4","44","40","11","59","126","122","243","73","34","106","300","251","550","2586","2359","4945","3","0","4","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","4","9","6","0","0","0","0","0","0","0","0","0","0","6","6","0","0","3","3","9","9","21","18","41","28","31","56","0","0","0","0","3","4","3","0","3","3","3","5","228","263","492","979","1063","2045","62","34","99","3892","3758","7646",Port Douglas - Daintree
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d48,"30605","3","0","3","125","68","194","5","0","9","0","0","0","7","11","16","5019","4988","10005","441","522","970","192","10","207","84","16","105","71","23","96","114","53","167","397","336","731","6454","6035","12494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","7","0","3","3","0","0","0","10","4","11","61","25","89","72","30","100","0","0","0","3","0","3","3","3","8","9","3","9","593","654","1242","765","1007","1766","118","112","227","8010","7837","15844",Tablelands (East) - Kuranda
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d49,"30701","0","3","3","197","48","245","0","3","3","0","0","0","4","8","16","7307","5474","12783","813","517","1332","424","8","432","95","27","122","113","42","154","281","88","369","861","725","1586","10101","6949","17047","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","3","12","0","0","0","0","0","0","13","4","15","3","0","3","3","0","3","18","6","21","140","40","180","156","52","210","15","3","20","23","5","28","30","3","34","68","13","81","1393","1229","2619","701","930","1624","155","120","280","12579","9293","21872",Darling Downs (West) - Maranoa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d4a,"30702","6","3","6","41","12","56","0","0","3","0","0","0","8","8","12","6334","5094","11428","466","467","938","304","6","315","104","11","113","111","21","130","120","43","162","578","393","968","8067","6056","14122","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","5","4","0","0","0","0","0","0","3","3","5","4","3","8","3","0","5","8","6","13","63","28","90","78","37","114","4","0","4","3","0","3","8","0","7","14","0","11","1083","943","2029","688","1044","1732","125","112","233","10055","8190","18238",Darling Downs - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d4b,"30306","381","320","701","766","1112","1875","0","0","0","4","0","4","39","14","54","7965","5228","13192","502","863","1360","123","0","126","113","11","121","96","14","117","68","37","106","191","198","390","10241","7805","18052","96","87","184","0","0","0","0","0","0","46","39","86","6","5","8","8","0","9","153","133","290","0","0","0","0","0","0","71","78","148","28","63","89","16","6","16","118","140","259","112","48","162","380","332","709","30","27","57","6","9","21","3","0","3","39","41","79","426","497","930","720","1007","1729","97","68","161","11903","9752","21658",Sunnybank
