gml_id,sa3_code16,onemeth_train_m,onemeth_train_f,onemeth_train_p,onemeth_bus_m,onemeth_bus_f,onemeth_bus_p,onemeth_ferry_m,onemeth_ferry_f,onemeth_ferry_p,onemeth_tram_inc_lt_rail_m,onemeth_tram_inc_lt_rail_f,onemeth_tram_inc_lt_rail_p,onemeth_taxi_m,onemeth_taxi_f,onemeth_taxi_p,onemeth_car_as_driver_m,onemeth_car_as_driver_f,onemeth_car_as_driver_p,onemeth_car_as_passenger_m,onemeth_car_as_passenger_f,onemeth_car_as_passenger_p,onemeth_truck_m,onemeth_truck_f,onemeth_truck_p,onemeth_motorbike_scooter_m,onemeth_motorbike_scooter_f,onemeth_motorbike_scooter_p,onemeth_bicycle_m,onemeth_bicycle_f,onemeth_bicycle_p,onemeth_other_m,onemeth_other_f,onemeth_other_p,onemeth_walked_only_m,onemeth_walked_only_f,onemeth_walked_only_p,onemeth_tot_onemeth_m,onemeth_tot_onemeth_f,onemeth_tot_onemeth_p,twometh_train_bus_m,twometh_train_bus_f,twometh_train_bus_p,twometh_train_ferry_m,twometh_train_ferry_f,twometh_train_ferry_p,twometh_trn_trm_inc_lt_rl_m,twometh_trn_trm_inc_lt_rl_f,twometh_trn_trm_inc_lt_rl_p,twometh_train_car_as_drvr_m,twometh_train_car_as_drvr_f,twometh_train_car_as_drvr_p,twometh_trn_car_as_pass_m,twometh_trn_car_as_pass_f,twometh_trn_car_as_pass_p,twometh_train_other_m,twometh_train_other_f,twometh_train_other_p,twometh_train_tot_m,twometh_train_tot_f,twometh_train_tot_p,twometh_bus_ferry_m,twometh_bus_ferry_f,twometh_bus_ferry_p,twometh_bus_trm_inc_lt_rl_m,twometh_bus_trm_inc_lt_rl_f,twometh_bus_trm_inc_lt_rl_p,twometh_bus_car_as_driver_m,twometh_bus_car_as_driver_f,twometh_bus_car_as_driver_p,twometh_bus_car_as_pass_m,twometh_bus_car_as_pass_f,twometh_bus_car_as_pass_p,twometh_bus_other_m,twometh_bus_other_f,twometh_bus_other_p,twometh_bus_tot_m,twometh_bus_tot_f,twometh_bus_tot_p,twometh_other_twometh_m,twometh_other_twometh_f,twometh_other_twometh_p,twometh_tot_twometh_m,twometh_tot_twometh_f,twometh_tot_twometh_p,threemeth_trn_2_othr_mthd_m,threemeth_trn_2_othr_mthd_f,threemeth_trn_2_othr_mthd_p,thremth_bu_2_ot_met_exc_tra_m,thremth_bu_2_ot_met_exc_tra_f,thremth_bu_2_ot_met_exc_tra_p,threemeth_oth_threemeth_m,threemeth_oth_threemeth_f,threemeth_oth_threemeth_p,threemeth_tot_threemeth_m,threemeth_tot_threemeth_f,threemeth_tot_threemeth_p,worked_home_m,worked_home_f,worked_home_p,did_not_go_to_work_m,did_not_go_to_work_f,did_not_go_to_work_p,meth_travel_to_work_ns_m,meth_travel_to_work_ns_f,meth_travel_to_work_ns_p,tot_m,tot_f,tot_p,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cec,"20401","130","119","252","68","47","116","0","0","0","9","9","14","3","3","9","8162","6662","14826","525","463","986","245","6","255","58","5","65","110","33","144","157","81","237","1005","703","1712","10476","8143","18618","6","8","18","0","0","0","5","10","13","62","44","107","7","5","12","5","0","9","85","62","150","0","0","0","0","0","0","0","11","11","3","0","3","3","0","4","4","11","14","86","27","122","185","104","287","20","32","49","0","0","0","7","0","7","26","32","56","896","947","1841","1261","1788","3047","207","146","359","13053","11159","24216",Upper Goulburn Valley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ced,"20402","14","3","12","25","28","49","4","3","10","0","4","4","22","9","29","7182","6323","13511","408","468","874","181","7","182","57","13","72","148","57","207","68","26","93","436","434","878","8545","7383","15923","0","0","0","0","0","0","0","3","3","3","5","9","0","0","0","0","0","0","3","10","8","0","0","0","0","0","0","0","3","3","0","3","5","0","0","3","3","10","11","68","33","105","79","46","128","0","3","6","0","0","0","0","0","4","5","3","9","679","698","1376","754","1380","2136","131","152","287","10192","9663","19857",Wangaratta - Benalla
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cee,"20403","24","19","48","135","117","249","8","3","13","4","7","13","23","14","37","12012","10408","22419","700","799","1501","255","13","269","159","19","178","209","56","264","311","161","478","1196","891","2082","15039","12503","27539","0","0","0","0","0","0","3","0","3","11","9","16","0","0","0","6","0","3","12","11","21","0","0","0","0","0","0","3","7","13","3","5","10","16","0","18","25","10","38","129","63","190","167","86","246","9","3","7","3","3","6","6","0","9","16","3","22","932","1025","1956","2118","2963","5079","209","177","386","18472","16762","35234",Wodonga - Alpine
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cef,"20501","165","119","281","28","15","40","0","0","0","0","5","5","13","7","21","7796","6566","14365","436","452","894","218","5","222","48","14","64","30","10","39","84","44","125","354","267","622","9168","7507","16679","13","9","27","0","0","0","6","4","8","45","33","81","12","8","23","6","4","9","87","62","147","0","0","0","0","0","0","3","3","6","3","7","6","0","0","4","8","10","16","79","29","105","174","95","271","39","30","61","0","0","0","3","0","3","37","30","67","750","742","1495","815","1452","2268","122","135","258","11076","9960","21040",Baw Baw
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cf0,"20502","11","5","21","32","29","54","3","0","8","3","0","3","10","10","20","5856","5344","11196","352","407","758","170","8","175","41","0","50","91","43","128","99","46","136","353","342","699","7025","6229","13251","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","7","7","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","3","5","8","69","55","122","76","64","136","0","3","9","4","3","3","4","0","11","13","5","20","557","602","1159","801","1279","2078","120","142","256","8593","8320","16904",Gippsland - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cf1,"20503","20","15","42","31","31","63","0","0","0","5","8","9","5","3","8","8486","7237","15724","463","484","940","189","5","196","88","18","104","88","33","125","117","58","170","608","522","1129","10115","8416","18526","0","6","7","0","0","0","0","3","3","29","3","32","0","0","3","0","0","0","35","15","50","0","0","0","0","0","0","7","0","7","3","4","6","0","0","0","5","4","14","82","36","124","123","59","181","11","7","17","3","0","3","6","3","11","20","10","27","1119","1178","2303","1147","1962","3104","195","170","363","12716","11788","24509",Gippsland - South West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cf2,"20504","89","61","143","76","86","162","6","6","11","5","3","9","27","28","56","11421","9994","21413","702","699","1404","161","0","164","63","9","75","85","17","105","78","29","105","297","289","583","13014","11213","24224","6","10","19","0","0","0","0","0","0","17","12","29","12","8","18","8","0","8","43","31","73","0","0","0","0","0","0","3","5","11","14","10","24","4","8","5","16","25","43","99","40","138","160","96","254","17","11","32","0","4","4","3","0","3","20","17","35","321","438","757","1361","2066","3430","170","162","332","15046","13998","29043",Latrobe Valley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cf3,"20505","8","10","19","33","13","49","3","0","5","0","3","3","14","10","25","6218","5419","11641","396","421","821","135","8","136","104","29","135","128","39","159","122","45","171","520","396","915","7675","6395","14072","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","3","3","9","0","0","0","0","0","0","9","0","9","0","0","0","0","0","0","6","0","7","79","23","109","89","28","123","3","5","10","0","0","0","13","0","11","16","7","16","614","635","1251","801","1203","2007","142","130","275","9334","8406","17737",Wellington
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cf4,"20601","1766","1685","3449","145","212","361","6","4","7","2998","3976","6974","51","44","100","10243","8690","18933","440","758","1205","97","3","105","274","49","317","2460","1596","4055","147","87","235","688","809","1496","19326","17907","37231","142","146","280","0","0","0","493","503","998","80","94","165","14","34","46","101","59","159","823","832","1658","0","0","0","133","255","388","6","11","17","6","13","18","5","6","16","150","281","430","340","323","663","1314","1441","2754","215","200","414","20","25","43","24","24","47","262","247","502","873","960","1837","1342","2580","3926","221","160","377","23335","23291","46620",Brunswick - Coburg
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cf5,"20602","1878","1991","3866","169","204","375","5","0","5","673","1104","1773","17","14","28","6021","5897","11917","229","428","657","63","0","65","140","27","164","1424","855","2281","75","40","116","360","478","837","11060","11030","22084","122","119","243","0","0","0","232","283","509","92","155","240","23","28","48","93","62","163","564","647","1205","0","0","0","51","92","147","7","4","15","3","8","12","0","7","9","66","114","185","131","161","295","758","918","1679","107","111","219","6","12","15","9","7","14","117","132","248","569","717","1287","770","1641","2413","113","117","227","13390","14549","27935",Darebin - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cf6,"20603","2058","2050","4110","79","112","191","0","0","6","692","1152","1840","53","27","81","9508","7857","17362","398","778","1172","87","4","89","170","27","196","680","242","925","94","63","163","435","551","983","14252","12861","27113","237","263","496","0","0","0","439","454","899","110","108","221","25","51","79","46","16","65","861","899","1757","0","0","0","35","55","93","11","21","31","7","12","17","0","0","0","48","86","141","143","146","287","1058","1133","2186","169","183","355","3","7","13","10","5","21","190","194","389","607","758","1364","1044","1917","2962","113","121","231","17260","16986","34251",Essendon
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cf7,"20604","2523","2504","5027","459","542","998","16","6","21","5770","6283","12051","311","225","536","8819","6468","15285","490","908","1400","42","3","46","282","49","331","1666","879","2543","404","274","677","9839","8733","18575","30624","26871","57493","273","256","533","0","3","3","650","686","1332","72","56","128","28","37","66","112","50","165","1136","1086","2223","3","0","3","71","117","193","11","12","22","3","7","11","16","16","34","99","152","255","505","388","896","1743","1626","3367","300","304","600","30","26","51","72","53","124","401","380","783","1474","1402","2878","2963","4646","7609","308","286","590","37508","35214","72717",Melbourne City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cf8,"20605","1625","1688","3318","333","445","777","9","4","12","4127","4878","9004","110","93","201","12952","11100","24047","526","928","1450","71","7","73","406","77","479","1714","888","2598","225","159","385","2083","2305","4391","24190","22558","46747","102","121","222","0","0","0","536","561","1099","57","60","119","6","16","30","48","36","87","746","809","1553","0","0","0","99","166","267","14","13","22","6","6","11","12","16","30","125","207","336","395","382","769","1265","1393","2655","195","181","380","18","21","44","40","29","67","251","232","488","1505","1705","3213","1430","2454","3887","181","165","346","28825","28512","57335",Port Phillip
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cf9,"20606","3260","3228","6487","135","177","311","9","3","12","1031","1439","2473","58","56","115","7624","6277","13901","254","535","796","25","0","23","155","17","169","817","331","1153","106","98","208","1521","1816","3337","14987","13986","28973","138","127","268","0","0","0","527","607","1132","56","48","104","20","29","47","63","48","113","808","860","1668","0","0","0","42","41","78","0","7","11","0","0","0","4","3","3","43","51","98","160","115","281","1012","1027","2042","123","120","239","5","9","13","15","11","23","142","134","274","880","982","1863","910","1500","2412","116","101","218","18051","17735","35781",Stonnington - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cfa,"20607","2060","1993","4051","283","345","625","12","7","14","3427","4014","7441","69","72","140","9053","7712","16768","319","669","988","53","0","49","275","50","327","2714","1724","4439","158","121","281","2834","3341","6178","21260","20046","41304","124","116","241","0","0","0","463","586","1046","60","51","113","19","26","44","107","66","170","769","844","1610","0","0","0","67","120","189","10","6","9","0","10","13","8","9","17","84","143","232","302","317","614","1155","1304","2457","156","172","325","7","12","21","34","27","68","199","208","407","1180","1280","2457","1335","2447","3783","182","176","357","25312","25461","50772",Yarra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cfb,"20701","4564","3827","8387","755","736","1488","5","0","8","1746","1993","3740","90","49","138","22794","19785","42580","837","1733","2569","119","3","127","265","34","301","1290","289","1578","233","145","382","1302","1523","2823","34001","30124","64120","194","199","390","0","0","0","697","644","1345","363","306","670","68","105","173","103","50","152","1428","1310","2738","0","0","0","145","135","280","32","32","68","16","24","45","18","3","18","207","203","405","358","264","622","1988","1774","3767","269","245","514","24","18","48","18","14","34","317","280","597","2398","2896","5297","2472","4584","7060","224","268","499","41404","39931","81338",Boroondara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cfc,"20702","242","194","435","1812","1767","3577","0","3","3","10","20","27","23","10","39","14190","11220","25411","574","1225","1793","160","0","160","114","5","126","78","5","85","106","68","176","226","250","470","17534","14774","32304","242","165","405","0","0","0","10","6","15","151","69","224","20","32","48","7","0","3","424","276","698","0","0","0","133","112","247","94","105","194","37","63","100","7","4","16","270","281","555","132","107","236","822","665","1492","114","109","223","39","34","75","7","3","4","156","149","301","1003","1104","2106","1173","2067","3237","163","134","296","20846","18895","39747",Manningham - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cfd,"20703","2441","1975","4418","429","573","1001","0","0","0","268","289","556","26","30","55","13934","11762","25698","585","1213","1801","143","0","145","141","9","147","315","47","367","137","65","203","619","729","1345","19033","16690","35726","616","486","1107","0","0","0","197","159","350","414","321","729","69","129","198","56","21","73","1348","1109","2460","0","0","0","54","73","129","23","19","45","13","39","55","8","8","20","100","138","239","155","110","263","1603","1361","2962","312","296","611","11","12","19","3","3","7","325","314","636","1020","1204","2228","1535","2748","4286","133","127","260","23657","22445","46096",Whitehorse - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cfe,"20801","2789","2206","4995","113","144","262","3","3","10","51","44","94","30","29","63","14072","12337","26409","448","839","1290","102","0","102","140","18","163","564","137","705","140","76","219","412","564","977","18876","16405","35282","278","160","442","0","0","0","158","179","338","380","304","683","60","76","145","100","40","138","979","762","1744","0","0","0","3","8","7","5","7","13","9","8","22","3","3","4","26","28","53","149","107","259","1152","898","2055","155","147","306","3","0","7","16","9","28","172","163","338","1537","2035","3574","1343","2471","3811","145","156","299","23234","22120","45354",Bayside
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cff,"20902","2084","2064","4152","279","366","636","8","0","15","727","999","1721","74","34","105","13060","10058","23115","595","944","1539","213","4","219","210","33","240","680","257","936","112","61","179","353","399","756","18390","15222","33613","268","264","535","0","0","0","271","239","513","238","234","471","47","86","129","62","23","90","888","850","1734","0","0","0","86","137","224","7","17","24","16","27","45","7","11","11","115","186","301","177","187","368","1183","1224","2402","195","237","434","10","15","25","14","7","22","223","264","485","541","715","1257","1365","2332","3700","250","169","413","21950","19919","41869",Darebin - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d00,"20903","986","756","1739","95","100","195","5","0","4","3","4","10","13","0","15","12256","10495","22753","506","625","1128","287","5","292","98","6","105","103","16","119","83","46","128","192","187","381","14613","12252","26866","89","53","146","0","0","0","34","30","70","358","271","632","42","67","110","34","3","40","566","426","987","0","0","0","0","0","0","23","15","34","11","22","29","0","0","0","31","36","68","93","56","145","690","514","1208","109","79","185","3","0","4","8","0","8","120","77","196","854","1197","2051","1125","2159","3284","122","133","253","17523","16333","33856",Nillumbik - Kinglake
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d01,"20904","2463","2447","4907","324","400","723","24","3","25","124","127","255","182","36","221","38238","28445","66680","1769","2277","4043","824","9","834","211","7","221","147","29","173","255","118","368","329","395","719","44881","34288","79173","479","447","933","0","0","0","106","109","212","884","696","1582","100","191","289","30","9","40","1595","1457","3055","0","0","0","20","25","39","33","25","54","23","61","88","9","10","18","80","123","201","341","200","547","2023","1780","3795","404","453","852","5","14","13","17","7","21","423","470","892","931","1707","2630","2849","5427","8276","613","508","1114","51714","44168","95881",Whittlesea - Wallan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d02,"21001","608","610","1218","64","113","182","6","0","6","93","153","242","20","24","41","10107","8157","18266","433","668","1104","144","4","147","98","4","106","152","10","161","81","49","130","139","154","291","11955","9935","21885","210","169","379","0","0","0","70","55","124","233","219","451","34","44","73","11","3","9","551","496","1047","0","0","0","25","15","39","15","19","34","9","10","17","0","0","3","48","51","95","98","99","191","689","641","1333","119","157","274","0","9","7","4","3","3","122","167","286","338","543","883","818","1537","2353","128","131","260","14055","12953","27007",Keilor
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d03,"21002","257","245","501","18","11","28","0","0","0","3","3","7","5","3","5","5246","4155","9408","224","265","491","135","0","138","13","0","14","16","3","17","43","30","72","124","104","232","6080","4825","10906","12","11","17","0","0","0","20","10","26","149","106","258","11","18","29","9","0","13","194","150","345","0","0","0","0","0","0","3","3","7","0","0","0","0","0","0","3","5","7","62","21","86","256","173","436","43","47","92","0","0","0","0","0","0","49","48","99","414","556","967","556","979","1539","76","64","137","7437","6645","14085",Macedon Ranges
