sa3_code_2011,sa3_name_2011,year,land_area_ha,wu_ag_area_ha,wu_irrigated_area_ha,wu_vol_wat_app_ml,wu_wat_oth_ag_use_ml,wu_tot_wat_use_ml,wu_app_rate_ml_per_ha,pa_indig_area,pa_nat_park,pa_nat_res,pa_oth_pa,pa_tot,pa_indig_area_ha,pa_nat_park_ha,pa_nat_res_ha,pa_oth_pa_ha,pa_tot_ha,pa_indig_area_pc,pa_nat_park_pc,pa_nat_res_pc,pa_oth_pa_pc,pa_tot_pc,esg_gen_meters,esg_non_gen_meters,esg_tot_meters,esg_meter_dwell_gen_elec_pc,mksfg_net_meters_kwh,mksfg_gross_meters_kwh,mksfg_non_gen_meters_kwh,solar_panel_system,solar_water_heater
31402,North Lakes,2011,6623.6,,,,,,,,,,,,,,,,,,,,,,1802.0,17639.0,19441.0,9.3,5244.0,,5635.0,,
31402,North Lakes,2010,,,,,,,,,,,,,,,,,,,,,,,554.0,17889.0,18443.0,3.0,5457.0,,5873.0,,
31403,Strathpine,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4370.0,1371.0
31403,Strathpine,2012,,,,,,,,,,,,,,,,,,,,,,,2404.0,11453.0,13857.0,17.3,5708.0,,5853.0,,
31403,Strathpine,2011,3829.0,,,,,,,,,,,,,,,,,,,,,,1205.0,12607.0,13812.0,8.7,5661.0,,6138.0,,
31403,Strathpine,2010,,,,,,,,,,,,,,,,,,,,,,,444.0,13249.0,13693.0,3.2,6022.0,,6365.0,,
31501,Far North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.0,930.0
31501,Far North,2012,,,,,,,,,,,,,,,,,,,,,,,335.0,6720.0,7055.0,4.7,4789.0,,5035.0,,
31501,Far North,2011,25087650.9,,,,,,,,,,,,,,,,,,,,,,146.0,6798.0,6944.0,2.1,5107.0,,5196.0,,
31501,Far North,2010,,,,,,,,,,,,,,,,,,,,,,,63.0,6835.0,6898.0,0.9,5247.0,,6207.0,,
31502,Outback - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.0,792.0
31502,Outback - North,2012,,,,,,,,,,,,,,,,,,,,,,,720.0,11487.0,12207.0,5.9,7641.0,,7877.0,,
31502,Outback - North,2011,30692123.9,,,,,,,,,,,,,,,,,,,,,,493.0,11330.0,11823.0,4.2,6682.0,,7584.0,,
31502,Outback - North,2010,,,,,,,,,,,,,,,,,,,,,,,233.0,11517.0,11750.0,2.0,4926.0,,8120.0,,
31503,Outback - South,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.0,442.0
30306,Sunnybank,2010,,,,,,,,,,,,,,,,,,,,,,,609.0,15910.0,16519.0,3.7,6100.0,,6702.0,,
30401,Centenary,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953.0,1426.0
30401,Centenary,2012,,,,,,,,,,,,,,,,,,,,,,,2579.0,9178.0,11757.0,21.9,6451.0,,7215.0,,
30401,Centenary,2011,1694.6,,,,,,,,,,,,,,,,,,,,,,1462.0,10252.0,11714.0,12.5,6574.0,,7448.0,,
30401,Centenary,2010,,,,,,,,,,,,,,,,,,,,,,,512.0,11165.0,11677.0,4.4,6821.0,,7782.0,,
30402,Kenmore - Brookfield - Moggill,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4317.0,2176.0
30402,Kenmore - Brookfield - Moggill,2012,,,,,,,,,,,,,,,,,,,,,,,2726.0,12959.0,15685.0,17.4,7154.0,,8323.0,,
30402,Kenmore - Brookfield - Moggill,2011,13264.2,,,,,,,,,,,,,,,,,,,,,,1525.0,14007.0,15532.0,9.8,7078.0,,8549.0,,
30402,Kenmore - Brookfield - Moggill,2010,,,,,,,,,,,,,,,,,,,,,,,644.0,14745.0,15389.0,4.2,7415.0,,8843.0,,
30403,Sherwood - Indooroopilly,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2361.0,1025.0
30403,Sherwood - Indooroopilly,2012,,,,,,,,,,,,,,,,,,,,,,,1399.0,19544.0,20943.0,6.7,5573.0,,4589.0,,
30403,Sherwood - Indooroopilly,2011,2128.0,,,,,,,,,,,,,,,,,,,,,,791.0,20110.0,20901.0,3.8,5199.0,,4638.0,,
30403,Sherwood - Indooroopilly,2010,,,,,,,,,,,,,,,,,,,,,,,327.0,20416.0,20743.0,1.6,5340.0,,4895.0,,
30404,The Gap - Enoggera,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4368.0,1718.0
30404,The Gap - Enoggera,2012,,,,,,,,,,,,,,,,,,,,,,,2557.0,16415.0,18972.0,13.5,5772.0,,5445.0,,
30404,The Gap - Enoggera,2011,9682.2,,,,,,,,,,,,,,,,,,,,,,1440.0,17358.0,18798.0,7.7,5730.0,,5797.0,,
30404,The Gap - Enoggera,2010,,,,,,,,,,,,,,,,,,,,,,,626.0,17979.0,18605.0,3.4,5578.0,,5891.0,,
30501,Brisbane Inner,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.0,330.0
30501,Brisbane Inner,2012,,,,,,,,,,,,,,,,,,,,,,,695.0,27582.0,28277.0,2.5,4432.0,,3350.0,,
30501,Brisbane Inner,2011,1328.3,,,,,,,,,,,,,,,,,,,,,,411.0,27642.0,28053.0,1.5,4375.0,,3494.0,,
30501,Brisbane Inner,2010,,,,,,,,,,,,,,,,,,,,,,,202.0,27310.0,27512.0,0.7,3778.0,,3642.0,,
30502,Brisbane Inner - East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989.0,668.0
30502,Brisbane Inner - East,2012,,,,,,,,,,,,,,,,,,,,,,,1173.0,16537.0,17710.0,6.6,5711.0,,4627.0,,
30502,Brisbane Inner - East,2011,1551.1,,,,,,,,,,,,,,,,,,,,,,613.0,16917.0,17530.0,3.5,5452.0,,4757.0,,
30502,Brisbane Inner - East,2010,,,,,,,,,,,,,,,,,,,,,,,264.0,17110.0,17374.0,1.5,5200.0,,4868.0,,
30503,Brisbane Inner - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3164.0,873.0
30503,Brisbane Inner - North,2012,,,,,,,,,,,,,,,,,,,,,,,1963.0,35246.0,37209.0,5.3,5397.0,,4053.0,,
30503,Brisbane Inner - North,2011,3094.5,,,,,,,,,,,,,,,,,,,,,,1074.0,35675.0,36749.0,2.9,5180.0,,4290.0,,
30503,Brisbane Inner - North,2010,,,,,,,,,,,,,,,,,,,,,,,471.0,35802.0,36273.0,1.3,5253.0,,4403.0,,
30504,Brisbane Inner - West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2576.0,804.0
30908,Robina,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918.0,1454.0
31503,Outback - South,2012,,,,,,,,,,,,,,,,,,,,,,,461.0,8461.0,8922.0,5.2,6509.0,,6511.0,,
31503,Outback - South,2011,62524450.6,,,,,,,,,,,,,,,,,,,,,,184.0,8420.0,8604.0,2.1,6104.0,,6434.0,,
31503,Outback - South,2010,,,,,,,,,,,,,,,,,,,,,,,23.0,8542.0,8565.0,0.3,7237.0,,6434.0,,
31601,Buderim,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5879.0,2222.0
31601,Buderim,2012,,,,,,,,,,,,,,,,,,,,,,,4121.0,15084.0,19205.0,21.5,5333.0,,6281.0,,
31601,Buderim,2011,7616.5,,,,,,,,,,,,,,,,,,,,,,2745.0,16146.0,18891.0,14.5,5141.0,,6652.0,,
31601,Buderim,2010,,,,,,,,,,,,,,,,,,,,,,,1224.0,17236.0,18460.0,6.6,5025.0,,6940.0,,
31602,Caloundra,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10511.0,3808.0
31602,Caloundra,2012,,,,,,,,,,,,,,,,,,,,,,,7204.0,27257.0,34461.0,20.9,4689.0,,4999.0,,
31602,Caloundra,2011,11296.8,,,,,,,,,,,,,,,,,,,,,,4791.0,29476.0,34267.0,14.0,4657.0,,5225.0,,
31602,Caloundra,2010,,,,,,,,,,,,,,,,,,,,,,,2107.0,31953.0,34060.0,6.2,5059.0,,5437.0,,
31603,Maroochy,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5221.0,2283.0
31603,Maroochy,2012,,,,,,,,,,,,,,,,,,,,,,,3225.0,25995.0,29220.0,11.0,4887.0,,4594.0,,
31603,Maroochy,2011,7067.2,,,,,,,,,,,,,,,,,,,,,,2179.0,26926.0,29105.0,7.5,4842.0,,4712.0,,
31603,Maroochy,2010,,,,,,,,,,,,,,,,,,,,,,,1026.0,27869.0,28895.0,3.6,4869.0,,4966.0,,
31604,Nambour - Pomona,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8330.0,3990.0
31604,Nambour - Pomona,2012,,,,,,,,,,,,,,,,,,,,,,,5148.0,19296.0,24444.0,21.1,5292.0,,5741.0,,
31604,Nambour - Pomona,2011,116581.7,,,,,,,,,,,,,,,,,,,,,,3261.0,20959.0,24220.0,13.5,5330.0,,6048.0,,
31604,Nambour - Pomona,2010,,,,,,,,,,,,,,,,,,,,,,,1391.0,22451.0,23842.0,5.8,5533.0,,6237.0,,
31605,Noosa,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4064.0,1726.0
31605,Noosa,2012,,,,,,,,,,,,,,,,,,,,,,,2656.0,19753.0,22409.0,11.9,5361.0,,5307.0,,
31605,Noosa,2011,9214.3,,,,,,,,,,,,,,,,,,,,,,1647.0,20569.0,22216.0,7.4,5305.0,,5501.0,,
31605,Noosa,2010,,,,,,,,,,,,,,,,,,,,,,,743.0,21123.0,21866.0,3.4,5565.0,,5724.0,,
31606,Sunshine Coast Hinterland,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7095.0,3216.0
31606,Sunshine Coast Hinterland,2012,,,,,,,,,,,,,,,,,,,,,,,4888.0,13836.0,18724.0,26.1,5164.0,,6024.0,,
31606,Sunshine Coast Hinterland,2011,156699.5,,,,,,,,,,,,,,,,,,,,,,3278.0,15472.0,18750.0,17.5,5179.0,,6319.0,,
31606,Sunshine Coast Hinterland,2010,,,,,,,,,,,,,,,,,,,,,,,1615.0,16895.0,18510.0,8.7,5291.0,,6532.0,,
31701,Toowoomba,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11575.0,4926.0
31701,Toowoomba,2012,,,,,,,,,,,,,,,,,,,,,,,6754.0,52201.0,58955.0,11.5,5031.0,,5113.0,,
31701,Toowoomba,2011,225845.6,,,,,,,,,,,,,,,,,,,,,,3719.0,54328.0,58047.0,6.4,5035.0,,5432.0,,
31701,Toowoomba,2010,,,,,,,,,,,,,,,,,,,,,,,1623.0,55769.0,57392.0,2.8,5120.0,,5594.0,,
31801,Charters Towers - Ayr - Ingham,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3819.0,654.0
30908,Robina,2012,,,,,,,,,,,,,,,,,,,,,,,2537.0,15805.0,18342.0,13.8,6341.0,,6586.0,,
31801,Charters Towers - Ayr - Ingham,2012,,,,,,,,,,,,,,,,,,,,,,,1663.0,16801.0,18464.0,9.0,7030.0,,6313.0,,
31801,Charters Towers - Ayr - Ingham,2011,7619399.7,,,,,,,,,,,,,,,,,,,,,,750.0,16981.0,17731.0,4.2,6632.0,,6504.0,,
31801,Charters Towers - Ayr - Ingham,2010,,,,,,,,,,,,,,,,,,,,,,,274.0,17364.0,17638.0,1.6,7210.0,,6908.0,,
40101,Adelaide City,2012,,,,,,,,,,,,,,,,,,,,,,,388.0,11017.0,11405.0,3.4,4004.0,,3382.0,,
50501,Joondalup,2012,,,,,,,,,,,,,,,,,,,,,,,8430.0,50424.0,58854.0,14.3,4404.0,,5333.0,,
50501,Joondalup,2011,10047.0,,,,,,,,,,,,,,,,,,,,,,6152.0,52346.0,58498.0,10.5,4834.0,,5629.0,,
30908,Robina,2011,3362.5,,,,,,,,,,,,,,,,,,,,,,1590.0,16648.0,18238.0,8.7,6693.0,,6938.0,,
31106,Springwood - Kingston,2012,,,,,,,,,,,,,,,,,,,,,,,4407.0,24224.0,28631.0,15.4,5521.0,,5556.0,,
31106,Springwood - Kingston,2011,5728.8,,,,,,,,,,,,,,,,,,,,,,2496.0,25991.0,28487.0,8.8,5538.0,,5843.0,,
31106,Springwood - Kingston,2010,,,,,,,,,,,,,,,,,,,,,,,935.0,27391.0,28326.0,3.3,6013.0,,6056.0,,
31201,Bowen Basin - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.0,1090.0
31201,Bowen Basin - North,2012,,,,,,,,,,,,,,,,,,,,,,,683.0,14425.0,15108.0,4.5,6267.0,,6615.0,,
31201,Bowen Basin - North,2011,7984976.7,,,,,,,,,,,,,,,,,,,,,,315.0,13958.0,14273.0,2.2,6564.0,,6838.0,,
31201,Bowen Basin - North,2010,,,,,,,,,,,,,,,,,,,,,,,96.0,13824.0,13920.0,0.7,7022.0,,6757.0,,
31202,Mackay,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8204.0,2887.0
31202,Mackay,2012,,,,,,,,,,,,,,,,,,,,,,,4166.0,43446.0,47612.0,8.7,6296.0,,6552.0,,
31202,Mackay,2011,760119.7,,,,,,,,,,,,,,,,,,,,,,1964.0,44058.0,46022.0,4.3,6037.0,,6773.0,,
31202,Mackay,2010,,,,,,,,,,,,,,,,,,,,,,,860.0,44246.0,45106.0,1.9,5949.0,,6839.0,,
31203,Whitsunday,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.0,358.0
31203,Whitsunday,2012,,,,,,,,,,,,,,,,,,,,,,,646.0,8170.0,8816.0,7.3,5671.0,,5831.0,,
31203,Whitsunday,2011,267452.3,,,,,,,,,,,,,,,,,,,,,,272.0,8413.0,8685.0,3.1,5643.0,,5731.0,,
31203,Whitsunday,2010,,,,,,,,,,,,,,,,,,,,,,,82.0,8464.0,8546.0,1.0,5570.0,,5859.0,,
31301,Bribie - Beachmere,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5424.0,1807.0
31301,Bribie - Beachmere,2012,,,,,,,,,,,,,,,,,,,,,,,3921.0,11123.0,15044.0,26.1,4541.0,,4684.0,,
31301,Bribie - Beachmere,2011,24739.8,,,,,,,,,,,,,,,,,,,,,,2458.0,12455.0,14913.0,16.5,4574.0,,4916.0,,
31301,Bribie - Beachmere,2010,,,,,,,,,,,,,,,,,,,,,,,1056.0,13730.0,14786.0,7.1,4866.0,,5175.0,,
31302,Caboolture,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7249.0,3135.0
31302,Caboolture,2012,,,,,,,,,,,,,,,,,,,,,,,4132.0,18946.0,23078.0,17.9,5722.0,,5683.0,,
31302,Caboolture,2011,31357.4,,,,,,,,,,,,,,,,,,,,,,2260.0,20312.0,22572.0,10.0,5712.0,,5927.0,,
31302,Caboolture,2010,,,,,,,,,,,,,,,,,,,,,,,870.0,20981.0,21851.0,4.0,5951.0,,6214.0,,
40204,Salisbury,2011,14854.8,,,,,,,,,,,,,,,,,,,,,,5920.0,46129.0,52049.0,11.4,3834.0,,4057.0,,
40204,Salisbury,2010,,,,,,,,,,,,,,,,,,,,,,,1851.0,49797.0,51648.0,3.6,4127.0,,4458.0,,
40205,Tea Tree Gully,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10864.0,1240.0
40205,Tea Tree Gully,2012,,,,,,,,,,,,,,,,,,,,,,,7742.0,30291.0,38033.0,20.4,3736.0,,4115.0,,
40205,Tea Tree Gully,2011,9131.2,,,,,,,,,,,,,,,,,,,,,,4867.0,33011.0,37878.0,12.8,3971.0,,4255.0,,
40205,Tea Tree Gully,2010,,,,,,,,,,,,,,,,,,,,,,,1649.0,36226.0,37875.0,4.4,4224.0,,4687.0,,
40302,Marion,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9076.0,1527.0
40302,Marion,2012,,,,,,,,,,,,,,,,,,,,,,,6466.0,33277.0,39743.0,16.3,3588.0,,3490.0,,
30908,Robina,2010,,,,,,,,,,,,,,,,,,,,,,,537.0,17616.0,18153.0,3.0,7137.0,,7195.0,,
30909,Southport,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103.0,1669.0
30909,Southport,2012,,,,,,,,,,,,,,,,,,,,,,,2786.0,20785.0,23571.0,11.8,5903.0,,5256.0,,
30909,Southport,2011,3494.6,,,,,,,,,,,,,,,,,,,,,,1769.0,21776.0,23545.0,7.5,6053.0,,5549.0,,
30909,Southport,2010,,,,,,,,,,,,,,,,,,,,,,,640.0,22703.0,23343.0,2.7,6276.0,,5842.0,,
30910,Surfers Paradise,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.0,798.0
30910,Surfers Paradise,2012,,,,,,,,,,,,,,,,,,,,,,,1025.0,18893.0,19918.0,5.1,7096.0,,4735.0,,
30910,Surfers Paradise,2011,1942.9,,,,,,,,,,,,,,,,,,,,,,617.0,19517.0,20134.0,3.1,7337.0,,4864.0,,
30910,Surfers Paradise,2010,,,,,,,,,,,,,,,,,,,,,,,170.0,20014.0,20184.0,0.8,8556.0,,5039.0,,
31001,Forest Lake - Oxley,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6401.0,2164.0
31001,Forest Lake - Oxley,2012,,,,,,,,,,,,,,,,,,,,,,,4185.0,19029.0,23214.0,18.0,5327.0,,5512.0,,
31001,Forest Lake - Oxley,2011,6380.3,,,,,,,,,,,,,,,,,,,,,,2212.0,20689.0,22901.0,9.7,5463.0,,5764.0,,
31001,Forest Lake - Oxley,2010,,,,,,,,,,,,,,,,,,,,,,,726.0,21728.0,22454.0,3.2,5855.0,,5968.0,,
31002,Ipswich Hinterland,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8845.0,3108.0
31002,Ipswich Hinterland,2012,,,,,,,,,,,,,,,,,,,,,,,5479.0,17915.0,23394.0,23.4,5563.0,,5680.0,,
31002,Ipswich Hinterland,2011,613563.1,,,,,,,,,,,,,,,,,,,,,,2956.0,20048.0,23004.0,12.8,5511.0,,6011.0,,
31002,Ipswich Hinterland,2010,,,,,,,,,,,,,,,,,,,,,,,1087.0,21407.0,22494.0,4.8,5710.0,,6324.0,,
31003,Ipswich Inner,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10575.0,3398.0
31003,Ipswich Inner,2012,,,,,,,,,,,,,,,,,,,,,,,6928.0,31836.0,38764.0,17.9,5591.0,,5456.0,,
31003,Ipswich Inner,2011,37846.9,,,,,,,,,,,,,,,,,,,,,,3676.0,34686.0,38362.0,9.6,5396.0,,5639.0,,
31003,Ipswich Inner,2010,,,,,,,,,,,,,,,,,,,,,,,1351.0,36324.0,37675.0,3.6,5679.0,,5971.0,,
31004,Springfield - Redbank,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6675.0,2431.0
31004,Springfield - Redbank,2012,,,,,,,,,,,,,,,,,,,,,,,4290.0,20791.0,25081.0,17.1,5666.0,,5860.0,,
31004,Springfield - Redbank,2011,10342.8,,,,,,,,,,,,,,,,,,,,,,2231.0,22331.0,24562.0,9.1,5823.0,,6086.0,,
31004,Springfield - Redbank,2010,,,,,,,,,,,,,,,,,,,,,,,830.0,22667.0,23497.0,3.5,5992.0,,6279.0,,
31101,Beaudesert,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.0,701.0
31101,Beaudesert,2012,,,,,,,,,,,,,,,,,,,,,,,861.0,4354.0,5215.0,16.5,5485.0,,5405.0,,
31101,Beaudesert,2011,162849.8,,,,,,,,,,,,,,,,,,,,,,510.0,4614.0,5124.0,10.0,5522.0,,5713.0,,
31101,Beaudesert,2010,,,,,,,,,,,,,,,,,,,,,,,165.0,4863.0,5028.0,3.3,6095.0,,5887.0,,
31303,Caboolture Hinterland,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.0,656.0
31303,Caboolture Hinterland,2012,,,,,,,,,,,,,,,,,,,,,,,1044.0,3513.0,4557.0,22.9,5052.0,,5564.0,,
31303,Caboolture Hinterland,2011,338771.4,,,,,,,,,,,,,,,,,,,,,,614.0,3924.0,4538.0,13.5,5309.0,,5786.0,,
31102,Beenleigh,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,1687.0
40302,Marion,2011,5619.7,,,,,,,,,,,,,,,,,,,,,,3810.0,35637.0,39447.0,9.7,3683.0,,3568.0,,
40302,Marion,2010,,,,,,,,,,,,,,,,,,,,,,,1387.0,37753.0,39140.0,3.5,4005.0,,3975.0,,
40303,Mitcham,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.0,1834.0
40303,Mitcham,2012,,,,,,,,,,,,,,,,,,,,,,,4291.0,21954.0,26245.0,16.3,4732.0,,4685.0,,
40303,Mitcham,2011,7437.1,,,,,,,,,,,,,,,,,,,,,,2589.0,23565.0,26154.0,9.9,4767.0,,4820.0,,
40303,Mitcham,2010,,,,,,,,,,,,,,,,,,,,,,,1088.0,25011.0,26099.0,4.2,4850.0,,5277.0,,
40304,Onkaparinga,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21626.0,4519.0
40304,Onkaparinga,2012,,,,,,,,,,,,,,,,,,,,,,,15449.0,54390.0,69839.0,22.1,3637.0,,4009.0,,
40304,Onkaparinga,2011,51936.9,,,,,,,,,,,,,,,,,,,,,,9198.0,60000.0,69198.0,13.3,3800.0,,4128.0,,
40304,Onkaparinga,2010,,,,,,,,,,,,,,,,,,,,,,,3382.0,65060.0,68442.0,4.9,4038.0,,4546.0,,
40401,Charles Sturt,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9824.0,1337.0
40401,Charles Sturt,2012,,,,,,,,,,,,,,,,,,,,,,,6530.0,42096.0,48626.0,13.4,3745.0,,3552.0,,
40401,Charles Sturt,2011,5332.0,,,,,,,,,,,,,,,,,,,,,,3907.0,44245.0,48152.0,8.1,3878.0,,3622.0,,
31102,Beenleigh,2012,,,,,,,,,,,,,,,,,,,,,,,2330.0,12556.0,14886.0,15.7,5625.0,,5669.0,,
40401,Charles Sturt,2010,,,,,,,,,,,,,,,,,,,,,,,1397.0,46242.0,47639.0,2.9,4064.0,,4044.0,,
40402,Port Adelaide - West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5714.0,629.0
40402,Port Adelaide - West,2012,,,,,,,,,,,,,,,,,,,,,,,3895.0,22442.0,26337.0,14.8,3371.0,,3332.0,,
40402,Port Adelaide - West,2011,6776.3,,,,,,,,,,,,,,,,,,,,,,2331.0,23819.0,26150.0,8.9,3465.0,,3424.0,,
40402,Port Adelaide - West,2010,,,,,,,,,,,,,,,,,,,,,,,951.0,25043.0,25994.0,3.7,3758.0,,3804.0,,
40403,West Torrens,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4827.0,740.0
40403,West Torrens,2012,,,,,,,,,,,,,,,,,,,,,,,3137.0,25531.0,28668.0,10.9,3882.0,,3400.0,,
40403,West Torrens,2011,3839.9,,,,,,,,,,,,,,,,,,,,,,1791.0,26837.0,28628.0,6.3,3953.0,,3440.0,,
40403,West Torrens,2010,,,,,,,,,,,,,,,,,,,,,,,646.0,27900.0,28546.0,2.3,4161.0,,3834.0,,
50501,Joondalup,2010,,,,,,,,,,,,,,,,,,,,,,,2513.0,55704.0,58217.0,4.3,5056.0,,6274.0,,
50502,Stirling,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9716.0,6400.0
50502,Stirling,2012,,,,,,,,,,,,,,,,,,,,,,,6127.0,77448.0,83575.0,7.3,3809.0,,3725.0,,
50502,Stirling,2011,9932.5,,,,,,,,,,,,,,,,,,,,,,4429.0,78068.0,82497.0,5.4,4196.0,,3935.0,,
31102,Beenleigh,2011,6029.1,,,,,,,,,,,,,,,,,,,,,,1374.0,13288.0,14662.0,9.4,5576.0,,5987.0,,
40104,Campbelltown (SA),2010,,,,,,,,,,,,,,,,,,,,,,,664.0,20640.0,21304.0,3.1,4048.0,,4607.0,,
40105,Norwood - Payneham - St Peters,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2791.0,382.0
40105,Norwood - Payneham - St Peters,2012,,,,,,,,,,,,,,,,,,,,,,,1832.0,16102.0,17934.0,10.2,4196.0,,3572.0,,
40105,Norwood - Payneham - St Peters,2011,1510.3,,,,,,,,,,,,,,,,,,,,,,1105.0,16845.0,17950.0,6.2,4127.0,,3649.0,,
40105,Norwood - Payneham - St Peters,2010,,,,,,,,,,,,,,,,,,,,,,,522.0,17366.0,17888.0,2.9,4161.0,,4015.0,,
50502,Stirling,2010,,,,,,,,,,,,,,,,,,,,,,,1745.0,79525.0,81270.0,2.1,4424.0,,4363.0,,
50503,Wanneroo,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15035.0,8833.0
50503,Wanneroo,2012,,,,,,,,,,,,,,,,,,,,,,,8246.0,50947.0,59193.0,13.9,4199.0,,4691.0,,
50503,Wanneroo,2011,68419.4,,,,,,,,,,,,,,,,,,,,,,5355.0,51800.0,57155.0,9.4,4435.0,,4980.0,,
50503,Wanneroo,2010,,,,,,,,,,,,,,,,,,,,,,,2124.0,53040.0,55164.0,3.9,4760.0,,5572.0,,
50602,Belmont - Victoria Park,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3414.0,2130.0
50602,Belmont - Victoria Park,2012,,,,,,,,,,,,,,,,,,,,,,,2102.0,28255.0,30357.0,6.9,3565.0,,3695.0,,
50602,Belmont - Victoria Park,2011,6002.4,,,,,,,,,,,,,,,,,,,,,,1531.0,28573.0,30104.0,5.1,3827.0,,3889.0,,
31102,Beenleigh,2010,,,,,,,,,,,,,,,,,,,,,,,567.0,13729.0,14296.0,4.0,5539.0,,6261.0,,
31103,Browns Plains,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8594.0,3201.0
31103,Browns Plains,2012,,,,,,,,,,,,,,,,,,,,,,,5337.0,19293.0,24630.0,21.7,6084.0,,6785.0,,
31103,Browns Plains,2011,16937.6,,,,,,,,,,,,,,,,,,,,,,3002.0,21411.0,24413.0,12.3,6246.0,,7119.0,,
31103,Browns Plains,2010,,,,,,,,,,,,,,,,,,,,,,,1020.0,23119.0,24139.0,4.2,6800.0,,7360.0,,
31104,Jimboomba,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5252.0,2195.0
31104,Jimboomba,2012,,,,,,,,,,,,,,,,,,,,,,,3747.0,8731.0,12478.0,30.0,7334.0,,8091.0,,
31104,Jimboomba,2011,58247.4,,,,,,,,,,,,,,,,,,,,,,2228.0,10060.0,12288.0,18.1,7367.0,,8518.0,,
31104,Jimboomba,2010,,,,,,,,,,,,,,,,,,,,,,,921.0,11174.0,12095.0,7.6,7817.0,,8719.0,,
31105,Loganlea - Carbrook,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6386.0,2467.0
31105,Loganlea - Carbrook,2012,,,,,,,,,,,,,,,,,,,,,,,4084.0,16319.0,20403.0,20.0,5872.0,,6454.0,,
31105,Loganlea - Carbrook,2011,8866.7,,,,,,,,,,,,,,,,,,,,,,2371.0,17826.0,20197.0,11.7,5759.0,,6855.0,,
31105,Loganlea - Carbrook,2010,,,,,,,,,,,,,,,,,,,,,,,873.0,18972.0,19845.0,4.4,5899.0,,7089.0,,
31106,Springwood - Kingston,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7108.0,2682.0
40101,Adelaide City,2011,1557.2,,,,,,,,,,,,,,,,,,,,,,274.0,10839.0,11113.0,2.5,3722.0,,3495.0,,
40101,Adelaide City,2010,,,,,,,,,,,,,,,,,,,,,,,165.0,10924.0,11089.0,1.5,3567.0,,3751.0,,
40102,Adelaide Hills,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8570.0,3056.0
