gml_id,sa3_name16,sa3_code16,p_650_799_15_19_yrs,p_650_799_20_24_yrs,p_650_799_25_34_yrs,p_650_799_35_44_yrs,p_650_799_45_54_yrs,p_650_799_55_64_yrs,p_650_799_65_74_yrs,p_650_799_75_84_yrs,p_650_799_85ov,p_650_799_tot,p_800_999_15_19_yrs,p_800_999_20_24_yrs,p_800_999_25_34_yrs,p_800_999_35_44_yrs,p_800_999_45_54_yrs,p_800_999_55_64_yrs,p_800_999_65_74_yrs,p_800_999_75_84_yrs,p_800_999_85ov,p_800_999_tot,p_1000_1249_15_19_yrs,p_1000_1249_20_24_yrs,p_1000_1249_25_34_yrs,p_1000_1249_35_44_yrs,p_1000_1249_45_54_yrs,p_1000_1249_55_64_yrs,p_1000_1249_65_74_yrs,p_1000_1249_75_84_yrs,p_1000_1249_85ov,p_1000_1249_tot,p_1250_1499_15_19_yrs,p_1250_1499_20_24_yrs,p_1250_1499_25_34_yrs,p_1250_1499_35_44_yrs,p_1250_1499_45_54_yrs,p_1250_1499_55_64_yrs,p_1250_1499_65_74_yrs,p_1250_1499_75_84_yrs,p_1250_1499_85ov,p_1250_1499_tot,p_1500_1749_15_19_yrs,p_1500_1749_20_24_yrs,p_1500_1749_25_34_yrs,p_1500_1749_35_44_yrs,p_1500_1749_45_54_yrs,p_1500_1749_55_64_yrs,p_1500_1749_65_74_yrs,p_1500_1749_75_84_yrs,p_1500_1749_85ov,p_1500_1749_tot,p_1750_1999_15_19_yrs,p_1750_1999_20_24_yrs,p_1750_1999_25_34_yrs,p_1750_1999_35_44_yrs,p_1750_1999_45_54_yrs,p_1750_1999_55_64_yrs,p_1750_1999_65_74_yrs,p_1750_1999_75_84_yrs,p_1750_1999_85ov,p_1750_1999_tot,p_2000_2999_15_19_yrs,p_2000_2999_20_24_yrs,p_2000_2999_25_34_yrs,p_2000_2999_35_44_yrs,p_2000_2999_45_54_yrs,p_2000_2999_55_64_yrs,p_2000_2999_65_74_yrs,p_2000_2999_75_84_yrs,p_2000_2999_85ov,p_2000_2999_tot,p_3000_more_15_19_yrs,p_3000_more_20_24_yrs,p_3000_more_25_34_yrs,p_3000_more_35_44_yrs,p_3000_more_45_54_yrs,p_3000_more_55_64_yrs,p_3000_more_65_74_yrs,p_3000_more_75_84_yrs,p_3000_more_85ov,p_3000_more_tot,p_pi_ns_15_19_yrs,p_pi_ns_ns_20_24_yrs,p_pi_ns_ns_25_34_yrs,p_pi_ns_ns_35_44_yrs,p_pi_ns_ns_45_54_yrs,p_pi_ns_ns_55_64_yrs,p_pi_ns_ns_65_74_yrs,p_pi_ns_ns_75_84_yrs,p_pi_ns_ns_85_yrs_ovr,p_pi_ns_ns_tot,p_os_vis_15_19_yr,p_os_vis_20_24_yr,p_os_vis_25_34_yr,p_os_vis_35_44_yr,p_os_vis_45_54_yr,p_os_vis_55_64_yr,p_os_vis_65_74_yr,p_os_vis_75_84_yr,p_os_vis_85_yr_over,p_os_vis_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77ae,Camden,"12301","121","586","706","663","612","444","283","92","30","3541","43","588","995","930","849","582","190","42","18","4236","25","392","1312","1137","1044","668","203","34","19","4825","0","176","1077","960","776","487","119","13","0","3607","3","60","844","982","718","427","94","8","4","3136","3","24","534","791","640","329","60","9","0","2398","0","17","514","1194","924","451","67","15","6","3189","0","5","90","380","373","185","38","14","3","1093","260","197","380","414","354","258","286","306","357","2812","34","8","15","27","28","36","26","13","3","191","4474","3804","8474","9632","8196","6006","3946","1820","854","47210"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77ad,Campbelltown (NSW),"12302","247","1441","2460","2076","1829","1535","724","226","68","10601","107","1473","3206","2484","2375","1860","596","130","41","12259","48","923","3181","2538","2404","1934","558","83","28","11696","15","337","2112","1903","1584","1239","260","18","5","7474","6","130","1422","1476","1276","985","188","15","8","5508","0","55","681","939","890","645","97","5","0","3314","3","23","715","1130","1021","777","113","13","0","3798","15","24","121","308","331","284","82","24","9","1204","990","891","1701","1406","1338","1245","1105","682","466","9830","63","77","142","118","143","329","211","50","8","1135","10894","11673","23670","21347","19926","18875","12246","4909","1730","125267"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77ac,Wollondilly,"12303","94","346","476","405","451","383","216","99","24","2484","46","342","598","551","523","481","184","52","14","2785","16","240","703","623","644","508","178","47","14","2965","9","101","521","456","490","353","90","9","4","2040","0","47","415","517","431","280","61","4","4","1754","0","15","238","391","370","233","40","7","0","1303","0","16","236","528","533","345","46","7","0","1712","3","11","66","169","240","157","49","10","4","712","285","138","313","355","348","370","290","223","172","2497","11","15","21","15","12","10","7","0","0","92","2816","2400","4886","5424","5565","4983","3461","1617","607","31760"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77ab,Blue Mountains,"12401","87","445","645","703","828","868","763","311","83","4740","47","404","807","871","964","992","667","187","56","4996","18","272","909","1045","1076","1066","531","116","51","5093","3","114","655","879","869","812","347","72","4","3754","3","44","552","836","940","829","205","31","6","3448","0","9","358","734","859","631","131","12","7","2751","0","9","361","994","1196","966","198","32","12","3768","0","6","71","399","503","410","99","41","14","1548","317","188","387","510","554","603","631","520","412","4123","127","92","135","129","138","110","48","15","8","806","4835","3729","7163","9754","10938","11608","9035","4040","1605","62708"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77aa,Blue Mountains - South,"12402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","4","0","3","0","0","0","3","0","0","8"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77a9,Penrith,"12403","267","1373","1922","1462","1369","1180","676","253","61","8573","139","1328","2846","2013","1867","1485","565","132","42","10419","63","1040","3250","2651","2137","1745","493","84","25","11495","10","394","2425","2055","1615","1090","287","46","10","7925","0","181","1667","1813","1533","956","214","30","12","6402","7","57","1031","1352","1133","688","124","12","3","4409","3","45","1039","1747","1389","850","150","19","4","5247","11","29","212","565","548","332","95","26","4","1818","745","649","1480","1245","1111","947","887","593","285","7933","41","57","98","72","81","167","114","21","5","661","9342","9576","21622","19968","17329","15285","10475","4547","1748","109888"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77a8,Richmond - Windsor,"12404","85","383","491","383","426","347","217","105","22","2457","46","394","623","480","510","390","155","57","23","2677","11","274","718","510","608","399","155","44","10","2731","7","116","501","417","418","281","79","12","9","1840","0","62","362","372","392","246","66","8","3","1506","0","18","167","271","280","166","39","5","3","946","0","19","174","332","366","206","47","10","3","1157","3","6","27","93","137","88","21","13","0","386","246","383","729","580","502","307","294","230","146","3419","11","16","17","20","10","14","5","4","0","98","2525","2892","5319","4665","5060","4074","2886","1633","693","29744"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77a7,St Marys,"12405","97","620","869","661","658","539","186","54","18","3703","64","638","1233","842","896","706","172","31","4","4585","26","387","1203","960","979","787","147","22","3","4515","4","146","765","689","613","494","83","8","0","2798","0","56","493","541","485","349","39","5","3","1979","0","22","249","309","299","226","34","0","0","1147","0","10","226","374","329","233","31","0","0","1206","3","12","43","82","77","74","17","7","4","321","329","367","667","554","500","547","340","210","136","3639","6","14","33","30","29","57","37","7","3","217","3667","4296","8192","7086","6979","6709","3758","1517","536","42742"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77a6,Auburn,"12501","65","632","1968","1034","925","659","214","82","27","5597","28","618","2320","1206","989","683","161","44","27","6075","14","447","2320","1251","903","595","146","34","8","5712","7","197","1448","776","567","366","89","9","6","3475","0","89","1027","674","459","297","68","11","0","2628","0","25","603","540","305","200","30","6","0","1721","0","16","766","883","471","277","52","3","4","2469","6","16","184","351","278","142","41","11","0","1023","493","1005","2465","1564","1077","720","416","220","166","8130","61","188","396","140","186","388","145","57","3","1556","4903","8395","22239","13096","10558","8848","4580","2304","990","75920"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77a5,Carlingford,"12502","45","352","704","623","704","510","362","188","70","3565","24","329","939","779","812","594","295","152","59","3985","12","329","1217","950","931","739","292","118","47","4630","3","158","863","801","701","446","170","63","16","3212","0","52","725","736","691","434","139","31","14","2829","3","12","445","614","536","348","84","19","8","2073","0","13","534","1113","907","490","111","34","10","3226","0","9","141","482","461","289","72","26","15","1505","228","195","450","412","427","354","353","260","199","2879","75","61","109","98","129","302","188","62","9","1040","4372","4067","8932","9548","9411","8082","5307","3201","1255","54185"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77a4,Merrylands - Guildford,"12503","138","1079","2344","1749","1585","1093","538","213","95","8826","69","1175","2936","2020","1837","1345","420","108","47","9962","28","725","2866","2045","1757","1225","384","74","37","9145","4","315","1875","1448","1162","724","172","27","10","5737","6","127","1274","1212","847","539","100","15","7","4131","3","38","683","778","558","352","56","9","3","2482","7","47","752","1122","772","379","62","9","6","3156","6","16","176","360","274","136","33","17","11","1038","864","979","2205","1606","1453","1152","913","641","400","10202","54","105","187","103","174","287","168","40","6","1133","9512","11545","25651","20489","18026","15145","10331","5632","2625","118955"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77a3,Parramatta,"12504","74","735","2441","1531","1133","831","598","252","106","7700","57","797","3431","2227","1375","999","489","167","65","9599","12","627","3897","2554","1607","1099","407","109","49","10353","10","268","2993","2140","1247","741","246","30","15","7689","5","109","2537","1954","1094","662","174","32","21","6591","0","38","1651","1702","892","591","116","13","9","5011","0","30","1962","2839","1420","694","147","27","9","7123","3","12","380","856","582","328","75","26","14","2278","524","759","2765","1982","1338","1115","806","710","544","10527","138","175","484","311","459","1146","490","81","3","3295","6426","8868","32561","24386","15763","13559","9372","5400","2652","118989"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77a2,Pennant Hills - Epping,"12601","26","240","355","294","345","306","312","195","64","2142","19","272","576","386","445","399","300","162","57","2615","13","268","772","520","541","505","279","118","50","3062","3","123","596","485","474","391","176","74","31","2354","0","54","499","533","474","413","168","62","18","2224","0","15","330","493","438","350","123","28","23","1809","0","14","461","1054","1010","698","191","51","20","3495","0","3","140","782","983","578","148","38","12","2684","125","127","214","213","205","165","161","231","290","1734","57","77","91","88","85","217","150","38","3","807","3317","3575","5775","6479","6652","6041","3923","2300","1105","39170"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77a1,Ryde - Hunters Hill,"12602","73","814","1625","1013","1069","976","734","356","189","6859","53","763","2297","1396","1334","1121","662","261","121","8003","33","739","3170","1791","1591","1291","670","219","106","9605","8","353","2349","1550","1278","951","379","83","43","6989","8","114","2006","1667","1278","889","307","90","41","6384","7","44","1240","1408","1102","720","221","44","26","4819","3","34","1712","2815","2029","1198","335","78","35","8247","9","25","498","2058","1981","977","350","101","53","6043","478","620","1315","1022","940","799","648","667","868","7353","248","536","496","323","364","615","352","87","20","3032","7852","11226","23626","19733","17432","15068","10355","6352","3773","115430"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77a0,Bringelly - Green Valley,"12701","157","891","1301","1205","1250","893","307","124","27","6156","74","907","1764","1563","1535","939","253","56","15","7112","39","619","2186","1620","1483","929","211","46","16","7135","11","250","1495","1263","975","595","108","22","0","4717","6","99","1082","1025","885","424","80","14","0","3627","4","46","582","699","598","293","55","4","0","2282","3","29","650","927","679","317","62","7","4","2679","4","7","145","296","286","146","41","16","10","946","752","543","1109","1097","994","805","619","352","104","6373","20","22","62","41","54","117","75","27","7","427","7928","7416","15011","14557","13669","10527","5991","2863","822","78790"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-779f,Fairfield,"12702","185","1513","2465","2157","2447","1862","598","266","89","11581","104","1453","3016","2380","2581","1936","433","129","33","12064","47","1000","3013","2160","2214","1699","397","91","24","10633","8","373","1905","1411","1357","945","209","29","10","6263","4","139","1239","1062","1006","656","147","14","7","4269","3","48","624","702","586","432","79","15","3","2492","0","17","621","801","692","431","90","18","0","2670","3","23","149","307","290","176","62","30","0","1034","1001","898","1575","1476","1594","1380","1001","772","410","10106","58","86","180","135","159","227","108","38","14","1006","13368","14416","25206","23242","25569","23635","14366","8078","3145","151015"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-779e,Liverpool,"12703","151","887","1571","1433","1258","924","425","147","53","6838","88","838","2009","1714","1574","1074","327","87","26","7734","26","634","2327","1990","1758","1052","276","58","21","8130","13","292","1625","1420","1167","625","148","23","4","5319","0","103","1179","1229","945","503","98","14","0","4081","0","29","678","940","778","347","65","8","0","2844","3","16","655","1171","878","427","77","9","3","3234","10","12","144","428","371","185","43","24","4","1228","736","789","1794","1539","1305","1114","840","610","341","9059","35","63","126","114","177","261","161","58","8","1011","7866","8220","18211","17662","15312","11888","7714","4066","1599","92529"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-779d,Cronulla - Miranda - Caringbah,"12801","133","761","1026","926","1028","1021","905","509","231","6538","79","831","1535","1141","1244","1180","715","308","147","7191","12","619","1962","1476","1511","1349","678","243","124","7981","7","305","1717","1213","1283","1002","424","131","49","6133","5","118","1453","1362","1273","992","340","95","42","5675","3","48","887","1074","1036","747","230","72","28","4116","3","34","1100","2004","1795","1141","322","93","53","6554","7","20","432","1448","1468","921","349","101","34","4787","409","356","900","833","775","784","651","688","741","6136","49","68","93","58","83","104","70","37","5","574","6244","6156","13698","14685","14989","13390","10090","6390","3589","89229"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-779c,Sutherland - Menai - Heathcote,"12802","137","807","878","999","973","958","816","312","113","5983","68","834","1408","1208","1339","1179","696","199","70","7003","24","725","1790","1568","1670","1537","662","149","40","8159","10","318","1526","1393","1237","1017","375","56","22","5948","3","125","1354","1539","1367","1045","239","48","17","5735","3","46","778","1220","1171","778","159","24","6","4190","0","23","1064","2170","1991","1260","223","23","10","6768","3","14","225","1138","1246","695","135","13","19","3490","347","247","493","562","578","499","450","483","629","4282","58","55","75","39","41","88","66","26","3","449","6902","6492","12192","15066","14890","13422","9422","4518","2371","85269"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-779b,Ballarat,"20101","91","868","1435","1185","1181","1060","755","315","135","7030","31","747","1719","1378","1405","1133","439","163","75","7080","15","452","1731","1424","1459","1148","403","118","61","6804","8","150","1163","1027","1064","677","182","60","22","4345","0","49","758","957","878","591","111","24","5","3380","0","23","415","622","654","443","69","17","10","2255","3","15","404","718","790","543","99","22","8","2583","8","16","112","391","450","301","103","44","21","1446","662","590","916","842","891","850","877","726","465","6808","47","79","56","37","49","50","26","12","3","360","6939","7804","13284","12639","13150","12067","9233","5198","2355","82673"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-779a,Creswick - Daylesford - Ballan,"20102","26","150","248","304","389","399","244","85","26","1861","4","116","255","334","410","433","212","55","25","1837","0","69","246","361","456","351","139","33","19","1676","3","19","168","229","303","238","79","16","10","1062","0","6","127","229","261","203","58","15","11","910","0","3","58","144","180","117","25","8","7","556","0","4","64","215","255","163","31","7","9","753","0","5","23","110","137","99","45","5","0","425","209","120","205","299","418","448","394","253","162","2519","10","13","23","9","18","4","7","4","0","84","1521","1109","2255","3413","4413","4591","3600","1535","658","23094"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7799,Maryborough - Pyrenees,"20103","12","148","248","276","342","353","207","101","33","1727","4","108","275","274","376","331","142","47","16","1584","0","59","215","246","317","284","95","33","18","1265","3","18","100","153","211","121","44","8","3","651","0","8","77","127","138","132","30","4","0","514","0","4","34","68","77","55","11","4","3","254","0","0","29","78","87","63","10","3","3","275","0","3","16","23","33","30","16","9","4","138","170","76","195","273","364","387","508","286","128","2383","0","6","3","5","6","11","7","0","0","43","1303","1097","2016","2634","3465","4088","3711","1804","692","20806"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7798,Bendigo,"20201","95","916","1449","1138","1113","1099","650","333","136","6940","41","723","1654","1272","1248","1128","497","191","90","6840","15","439","1614","1168","1283","1019","372","144","65","6117","5","187","1098","934","907","656","168","40","21","4009","0","44","676","806","780","558","128","26","17","3033","0","24","367","522","529","343","81","18","11","1896","3","18","382","644","666","415","82","40","14","2255","9","26","103","275","287","231","75","34","11","1050","644","491","930","739","831","874","883","813","712","6910","57","49","62","25","28","52","31","11","3","326","6163","7093","12425","11169","11461","11170","8400","5034","2499","75420"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7797,Heathcote - Castlemaine - Kyneton,"20202","37","264","399","460","647","595","438","167","53","3050","15","183","435","556","689","656","332","101","48","3016","13","122","439","588","733","592","247","83","27","2846","4","43","265","447","536","431","153","36","7","1912","0","20","211","410","475","371","95","28","8","1616","0","14","104","236","311","209","57","14","7","950","0","4","118","381","504","299","69","19","4","1405","3","4","36","188","254","165","83","15","5","757","368","212","571","617","677","701","654","424","295","4520","16","23","34","18","23","14","7","9","3","146","2694","1898","3881","5696","7114","7273","5915","2788","1148","38403"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7796,Loddon - Elmore,"20203","11","46","86","114","171","177","92","40","8","732","3","47","102","130","189","174","76","21","10","744","0","30","88","126","147","165","44","7","10","615","0","12","54","73","91","95","20","14","0","354","0","3","32","68","64","63","16","0","0","254","0","3","25","38","50","41","13","0","0","167","0","0","10","43","40","38","7","3","0","140","0","0","6","19","23","23","3","8","0","86","114","38","81","128","157","190","201","120","62","1094","7","3","10","0","6","3","4","0","0","26","654","392","810","1189","1663","1957","1538","745","297","9238"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7795,Barwon - West,"20301","12","120","151","218","221","215","118","40","9","1108","10","80","205","272","273","236","92","23","6","1195","4","57","277","303","329","228","84","17","0","1304","0","24","172","252","202","163","49","3","5","870","0","17","132","237","215","113","32","4","3","752","0","3","76","142","132","72","14","0","0","438","0","7","77","168","154","107","24","6","3","549","0","3","23","64","122","64","29","5","3","317","171","66","105","159","179","173","158","110","97","1215","13","0","9","5","10","4","6","0","0","42","1230","837","1840","2648","2763","2465","1686","670","276","14416"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7794,Geelong,"20302","144","1566","2552","2018","2058","1774","1229","581","271","12192","75","1345","3038","2295","2483","2025","876","334","139","12605","23","846","3285","2609","2535","2006","734","244","126","12416","9","285","2398","1958","1772","1244","335","82","42","8117","6","118","1643","1693","1616","1071","226","64","20","6465","4","55","866","1251","1200","782","148","28","20","4356","7","23","894","1690","1653","1005","214","45","30","5565","12","30","249","781","844","543","175","65","38","2732","1108","1065","1966","1758","1809","1592","1559","1398","1114","13363","113","110","155","111","110","165","87","27","10","890","12233","13798","25319","23575","24088","21778","16630","9992","5158","152564"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7793,Surf Coast - Bellarine Peninsula,"20303","41","312","679","658","785","807","733","272","116","4407","21","281","861","823","923","880","547","203","69","4607","3","183","905","961","1008","944","477","125","62","4670","5","65","775","814","770","608","228","52","24","3351","7","35","518","797","731","566","184","45","19","2886","0","4","260","571","564","400","118","42","14","1967","0","9","267","813","698","511","158","54","12","2528","5","4","109","424","463","320","145","56","17","1556","354","212","439","537","589","655","729","523","384","4421","31","20","49","42","54","41","32","4","5","270","3773","2878","6850","9071","9212","9800","8286","4114","1783","55754"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7792,Upper Goulburn Valley,"20401","111","457","575","560","672","696","482","202","60","3808","50","398","715","619","855","738","357","135","48","3919","16","223","707","677","798","733","295","89","57","3590","3","108","471","534","522","518","139","32","10","2352","0","46","316","379","465","363","88","33","9","1705","0","11","181","288","353","222","75","22","9","1159","0","7","144","330","410","273","99","26","5","1290","0","10","46","154","182","172","96","44","13","714","528","379","620","702","817","928","837","546","293","5651","53","151","170","66","39","25","23","7","0","542","3401","3186","5672","6321","7696","8313","6962","3382","1353","46292"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7791,Wangaratta - Benalla,"20402","47","336","529","556","672","650","397","188","95","3463","21","254","588","656","770","663","298","97","48","3397","12","148","525","571","695","616","221","82","50","2932","4","50","364","358","505","360","120","25","7","1802","0","25","209","322","380","308","70","31","12","1358","0","4","97","195","234","199","48","13","9","803","0","3","92","182","285","222","57","18","3","862","4","12","40","95","130","132","44","25","12","486","388","176","306","403","482","579","595","507","430","3864","27","8","15","9","17","16","15","4","4","111","2652","2098","4211","5040","6232","6781","5525","3157","1619","37312"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7790,Wodonga - Alpine,"20403","177","697","906","830","963","915","519","194","79","5278","91","632","1168","1013","1170","990","463","131","49","5715","32","412","1188","1017","1170","1032","363","98","32","5343","11","144","855","855","886","665","235","47","18","3700","5","71","488","671","715","554","138","21","12","2675","3","11","277","463","531","353","85","12","12","1747","3","19","261","544","625","402","96","22","3","1984","6","8","86","290","345","225","111","26","3","1109","566","472","916","959","954","929","717","522","323","6343","41","104","155","56","39","46","31","12","3","486","4730","4592","8974","9358","10450","10263","7397","3601","1561","60928"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-778f,Baw Baw,"20501","63","369","594","514","585","554","375","169","63","3290","16","306","645","592","675","559","284","111","45","3239","8","176","670","569","677","570","217","72","19","2977","0","71","487","424","466","364","113","19","4","1952","0","29","304","339","379","335","66","13","3","1475","0","7","181","242","294","241","59","12","3","1047","0","9","182","309","402","283","54","27","7","1269","8","10","57","125","198","159","56","19","12","645","314","212","378","438","522","538","522","366","214","3495","29","37","70","22","19","21","14","6","0","213","3026","2582","5309","5393","6431","6484","5279","2772","1080","38358"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-778e,Gippsland - East,"20502","45","276","433","476","600","581","509","211","70","3206","7","215","480","472","630","605","363","122","48","2943","10","115","473","450","549","537","279","126","36","2570","0","28","273","272","330","333","136","41","23","1435","0","16","152","223","305","254","57","11","14","1031","0","3","75","110","186","150","55","5","5","599","0","3","57","148","221","171","52","22","9","685","9","5","32","69","100","99","50","26","3","394","339","179","370","393","535","684","758","592","372","4222","12","25","42","15","20","15","13","7","10","161","2287","1782","3887","4299","5707","7032","6896","3590","1362","36837"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-778d,Gippsland - South West,"20503","39","336","621","621","742","822","625","301","102","4216","24","226","671","681","845","786","450","158","63","3898","10","140","668","669","799","695","358","118","53","3505","0","48","415","426","504","446","146","44","13","2044","0","16","251","345","465","389","104","31","7","1609","0","4","133","237","311","221","66","12","3","988","0","4","126","285","349","245","86","13","3","1114","4","9","59","135","192","160","69","37","11","683","412","196","466","465","676","806","934","658","406","5027","33","17","31","29","30","38","19","10","4","222","3187","2315","5494","6311","8108","9304","8632","4325","1910","49591"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-778c,Latrobe Valley,"20504","49","580","935","700","752","701","454","217","78","4461","40","491","1016","785","817","729","321","105","42","4346","14","316","1016","748","833","663","264","85","25","3966","3","115","715","589","587","434","127","26","4","2599","8","66","456","498","545","452","84","15","5","2125","0","23","284","394","440","361","62","8","6","1593","0","40","372","524","689","564","85","10","3","2293","12","16","147","221","388","280","57","16","12","1151","560","541","817","681","887","922","812","689","425","6330","13","30","25","9","18","25","18","3","3","146","4405","4817","9012","8250","9517","9704","7069","4096","1785","58649"
