gml_id,sa3_name16,sa3_code16,p_650_799_15_19_yrs,p_650_799_20_24_yrs,p_650_799_25_34_yrs,p_650_799_35_44_yrs,p_650_799_45_54_yrs,p_650_799_55_64_yrs,p_650_799_65_74_yrs,p_650_799_75_84_yrs,p_650_799_85ov,p_650_799_tot,p_800_999_15_19_yrs,p_800_999_20_24_yrs,p_800_999_25_34_yrs,p_800_999_35_44_yrs,p_800_999_45_54_yrs,p_800_999_55_64_yrs,p_800_999_65_74_yrs,p_800_999_75_84_yrs,p_800_999_85ov,p_800_999_tot,p_1000_1249_15_19_yrs,p_1000_1249_20_24_yrs,p_1000_1249_25_34_yrs,p_1000_1249_35_44_yrs,p_1000_1249_45_54_yrs,p_1000_1249_55_64_yrs,p_1000_1249_65_74_yrs,p_1000_1249_75_84_yrs,p_1000_1249_85ov,p_1000_1249_tot,p_1250_1499_15_19_yrs,p_1250_1499_20_24_yrs,p_1250_1499_25_34_yrs,p_1250_1499_35_44_yrs,p_1250_1499_45_54_yrs,p_1250_1499_55_64_yrs,p_1250_1499_65_74_yrs,p_1250_1499_75_84_yrs,p_1250_1499_85ov,p_1250_1499_tot,p_1500_1749_15_19_yrs,p_1500_1749_20_24_yrs,p_1500_1749_25_34_yrs,p_1500_1749_35_44_yrs,p_1500_1749_45_54_yrs,p_1500_1749_55_64_yrs,p_1500_1749_65_74_yrs,p_1500_1749_75_84_yrs,p_1500_1749_85ov,p_1500_1749_tot,p_1750_1999_15_19_yrs,p_1750_1999_20_24_yrs,p_1750_1999_25_34_yrs,p_1750_1999_35_44_yrs,p_1750_1999_45_54_yrs,p_1750_1999_55_64_yrs,p_1750_1999_65_74_yrs,p_1750_1999_75_84_yrs,p_1750_1999_85ov,p_1750_1999_tot,p_2000_2999_15_19_yrs,p_2000_2999_20_24_yrs,p_2000_2999_25_34_yrs,p_2000_2999_35_44_yrs,p_2000_2999_45_54_yrs,p_2000_2999_55_64_yrs,p_2000_2999_65_74_yrs,p_2000_2999_75_84_yrs,p_2000_2999_85ov,p_2000_2999_tot,p_3000_more_15_19_yrs,p_3000_more_20_24_yrs,p_3000_more_25_34_yrs,p_3000_more_35_44_yrs,p_3000_more_45_54_yrs,p_3000_more_55_64_yrs,p_3000_more_65_74_yrs,p_3000_more_75_84_yrs,p_3000_more_85ov,p_3000_more_tot,p_pi_ns_15_19_yrs,p_pi_ns_ns_20_24_yrs,p_pi_ns_ns_25_34_yrs,p_pi_ns_ns_35_44_yrs,p_pi_ns_ns_45_54_yrs,p_pi_ns_ns_55_64_yrs,p_pi_ns_ns_65_74_yrs,p_pi_ns_ns_75_84_yrs,p_pi_ns_ns_85_yrs_ovr,p_pi_ns_ns_tot,p_os_vis_15_19_yr,p_os_vis_20_24_yr,p_os_vis_25_34_yr,p_os_vis_35_44_yr,p_os_vis_45_54_yr,p_os_vis_55_64_yr,p_os_vis_65_74_yr,p_os_vis_75_84_yr,p_os_vis_85_yr_over,p_os_vis_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-778b,Wellington,"20505","43","324","424","389","487","489","318","162","48","2686","21","263","517","434","544","555","233","83","32","2676","13","173","550","454","502","540","231","81","32","2568","3","81","383","367","322","310","118","21","9","1612","0","33","259","273","321","247","56","17","9","1215","0","9","148","216","229","188","31","7","3","835","0","13","213","274","307","231","55","8","5","1114","6","14","97","173","255","172","46","20","13","794","331","275","671","636","567","618","479","368","174","4127","32","35","47","19","13","12","6","0","0","156","2508","2163","4945","4858","5584","6248","4681","2396","1007","34386"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-778a,Brunswick - Coburg,"20601","36","705","1710","840","632","515","299","133","59","4926","23","633","2298","1134","847","555","261","68","38","5861","17","500","2958","1389","1000","641","233","44","22","6806","3","168","2187","1240","878","506","129","29","3","5149","3","76","1707","1289","884","458","102","6","4","4525","0","32","943","1066","675","372","63","18","3","3168","0","21","1222","1774","1147","526","73","19","4","4779","3","14","337","1051","654","265","51","15","7","2402","290","527","1449","850","634","512","384","357","214","5217","60","166","243","73","78","90","52","9","6","786","3390","7901","20947","13987","10175","7451","4833","3640","1665","74001"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7789,Darebin - South,"20602","20","351","875","532","452","309","202","86","34","2856","13","319","1209","666","597","392","172","52","27","3447","0","211","1450","893","654","431","137","38","9","3822","0","79","1173","719","551","353","80","11","5","2977","0","31","934","759","591","350","61","15","5","2747","0","6","472","622","478","287","36","9","4","1922","0","3","703","1143","885","383","49","3","5","3178","3","14","217","911","754","233","61","6","8","2208","181","256","779","582","434","343","259","277","167","3282","47","52","81","35","37","46","27","7","0","326","2206","3513","10379","8672","7234","4809","2950","2350","1038","43168"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7788,Essendon,"20603","43","471","859","536","507","461","303","149","51","3394","21","475","1341","612","598","583","315","92","42","4081","6","359","1708","876","762","598","272","73","35","4686","0","134","1388","770","728","526","160","24","13","3750","0","62","1030","817","726","525","114","23","11","3309","0","24","607","706","595","363","87","26","8","2409","3","20","874","1311","1135","652","108","18","8","4134","3","20","310","1080","1045","480","83","23","7","3049","329","379","1120","723","657","501","401","291","291","4689","64","84","131","77","76","103","67","12","3","608","3669","5202","12604","9683","9007","7114","4242","2538","1443","55487"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7787,Melbourne City,"20604","234","1535","2787","729","528","454","363","120","59","6817","163","1647","3720","1052","698","608","365","118","51","8436","125","1350","5048","1336","877","641","433","104","42","9959","48","574","4310","1309","786","577","277","93","22","7991","40","217","3578","1480","816","582","245","71","29","7057","19","127","2110","1316","703","451","202","64","22","5006","53","161","3212","2707","1546","1002","373","94","34","9175","33","119","1072","2040","2010","1367","581","140","53","7400","1509","3713","6920","4268","3835","2999","1758","733","549","26289","1304","3518","4045","2040","2278","1651","510","154","23","15522","12914","34522","51511","22020","16886","13213","7527","2954","1460","163008"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7786,Port Phillip,"20605","35","664","1576","725","615","536","457","188","67","4863","28","784","2583","1035","825","678","438","132","47","6554","7","564","3566","1454","1049","755","445","120","40","8006","3","240","3071","1397","858","599","316","61","26","6583","4","109","2486","1631","1023","673","292","49","15","6287","4","49","1614","1293","836","504","203","45","17","4564","5","39","2498","2763","1714","935","365","59","16","8406","7","39","880","2709","2215","1245","495","107","35","7728","346","764","3161","1966","1545","1217","847","479","251","10581","216","500","722","361","329","276","99","26","9","2530","3181","7062","26661","18319","13901","10504","6970","3157","1393","91149"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7785,Manningham - West,"20702","25","423","860","656","892","804","741","526","194","5122","17","416","1198","882","1048","877","652","363","113","5556","4","346","1452","957","1150","925","550","237","81","5700","0","114","1050","881","851","634","329","150","52","4070","0","49","793","867","916","602","291","110","36","3659","0","11","442","676","706","472","184","62","20","2583","0","10","588","1274","1142","719","238","83","29","4091","3","15","225","828","885","545","206","88","37","2839","297","251","521","458","555","503","557","665","583","4396","92","86","185","198","307","438","219","63","11","1601","5588","5593","10917","11196","12562","11149","9630","7127","2969","76733"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7784,Whitehorse - West,"20703","39","581","1242","794","894","738","631","413","190","5529","32","546","1544","999","985","830","484","272","148","5837","10","465","1833","1244","1152","935","472","201","106","6423","7","145","1321","962","964","707","242","95","61","4510","10","58","877","961","1093","665","211","72","55","3998","7","18","538","870","803","521","127","46","35","2961","10","17","717","1557","1448","840","187","56","44","4881","5","18","245","1079","1219","578","138","49","32","3356","429","479","725","547","637","535","519","687","679","5243","185","400","330","216","280","468","218","51","3","2161","7158","10046","15274","12993","13457","11088","7831","5862","3246","86950"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7783,Bayside,"20801","24","363","486","507","784","766","766","395","239","4332","15","418","829","660","969","932","672","312","191","4989","11","321","1076","812","1117","1050","746","288","155","5572","7","114","849","753","1014","837","514","155","87","4319","8","44","693","909","1137","874","417","154","75","4308","0","19","437","747","894","657","303","95","42","3187","3","18","700","1735","2002","1189","548","154","90","6451","6","18","391","2545","3283","1773","626","192","101","8934","433","293","579","682","887","756","639","565","676","5509","115","100","107","129","112","120","68","28","4","783","6279","4984","8040","12248","15546","12412","9309","5070","3542","77432"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7782,Darebin - North,"20902","42","569","1710","1062","983","689","365","210","93","5734","14","553","2044","1295","1188","733","247","95","65","6239","11","343","2196","1505","1244","742","205","73","45","6356","3","131","1531","1169","865","471","102","24","9","4297","9","28","1039","1146","749","366","67","11","4","3423","0","14","514","795","530","279","40","7","5","2181","0","19","586","1116","772","320","53","13","5","2889","11","11","135","439","328","129","39","18","10","1112","531","653","1494","1066","962","761","732","717","650","7562","120","342","224","95","149","226","82","16","4","1264","5047","8238","18061","13980","11888","9008","6469","5237","2574","80505"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7781,Nillumbik - Kinglake,"20903","60","412","478","523","772","639","471","148","40","3544","34","451","676","716","906","805","433","94","21","4126","10","303","837","816","1094","917","376","75","17","4446","3","98","681","724","891","733","266","35","12","3456","0","47","507","756","974","667","165","24","10","3152","0","17","276","600","707","548","116","22","4","2286","3","14","349","1053","1164","779","178","14","3","3562","7","10","104","603","867","525","112","24","4","2257","363","216","310","419","529","438","352","187","153","2979","43","24","30","26","25","52","28","10","3","240","4845","4103","5940","8466","10503","9085","5410","1941","703","51009"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7780,Whittlesea - Wallan,"20904","160","1649","3764","2900","2508","1824","839","271","77","13992","87","1421","4853","3507","3077","2084","563","123","55","15779","33","850","4864","3831","3204","1972","408","110","44","15315","6","271","3240","2844","2160","1222","219","29","14","10012","3","127","2056","2277","1637","874","124","31","11","7125","4","38","1079","1439","1077","599","91","10","3","4336","4","50","1024","1855","1251","610","79","16","3","4900","8","13","249","527","460","239","60","22","6","1600","1157","1040","2390","1955","1705","1524","1317","902","445","12434","84","117","231","118","233","621","356","50","3","1809","12772","14556","36224","31729","26855","21722","14598","7550","2455","168459"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-777f,Keilor,"21001","38","335","540","549","575","518","404","215","81","3243","19","340","795","680","751","551","345","131","50","3659","9","234","985","821","858","672","282","77","20","3961","0","86","786","741","710","468","146","31","13","2990","0","38","611","690","643","414","89","23","14","2514","0","11","354","516","537","309","66","11","6","1813","0","10","429","866","767","365","84","10","3","2543","3","3","128","471","502","253","47","29","17","1455","269","203","435","418","446","395","563","493","294","3502","26","26","52","35","40","73","44","14","0","308","3294","3312","6909","7914","8070","6564","6077","4207","1662","48011"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-777e,Macedon Ranges,"21002","26","170","188","280","302","307","220","68","23","1587","7","166","335","323","421","344","190","57","11","1856","4","112","351","407","469","363","179","44","4","1930","3","40","279","338","344","249","84","20","5","1363","0","15","239","313","376","271","79","7","3","1311","0","10","115","278","274","168","40","3","0","895","0","7","161","455","484","283","57","20","7","1470","0","9","42","260","324","168","48","16","0","875","181","86","141","250","301","277","246","120","81","1690","18","11","8","13","8","9","8","0","0","71","1930","1402","2600","3967","4576","3856","2859","1047","389","22629"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-777d,Stonnington - West,"20606","46","517","955","349","283","297","271","134","57","2906","29","649","1645","461","368","359","299","160","77","4051","17","563","2527","690","470","394","329","122","46","5163","9","270","2296","660","406","305","246","88","34","4310","12","110","1939","779","473","383","231","79","39","4042","4","49","1270","613","373","256","174","74","34","2836","0","47","1912","1367","743","528","365","169","68","5199","3","33","728","1425","1422","1033","675","243","127","5691","277","548","1877","922","644","584","492","393","239","5973","87","196","386","160","165","148","105","25","3","1269","2304","5975","18457","8918","6782","5801","4864","2906","1286","57295"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-777c,Yarra,"20607","24","612","1497","629","481","402","374","145","44","4206","18","705","2502","788","587","489","383","129","36","5631","22","614","3765","1088","701","561","366","87","23","7212","0","295","3440","1136","646","436","254","44","12","6270","0","101","2733","1264","714","525","217","36","6","5606","0","40","1684","1093","591","403","159","16","4","3989","0","32","2553","2089","1248","711","255","41","14","6940","8","17","906","1861","1403","802","291","49","9","5352","363","773","2583","1373","1079","924","700","475","217","8493","72","334","411","110","106","104","64","17","3","1221","2863","7444","26768","14166","10109","8009","5611","2921","1124","79016"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-777b,Boroondara,"20701","51","866","1464","912","1161","1083","1124","593","299","7555","42","980","2193","1184","1448","1227","1098","502","289","8969","20","861","3055","1442","1744","1515","1045","426","241","10338","11","345","2534","1389","1425","1268","755","310","147","8173","11","152","2064","1562","1667","1316","703","260","127","7854","3","38","1160","1269","1423","1133","465","173","89","5748","12","51","1721","2953","3015","2064","856","293","155","11108","11","52","684","3814","5089","2791","1047","349","181","14015","720","795","1412","1085","1255","1058","935","877","973","9111","393","382","371","288","396","462","295","92","8","2688","12277","13596","22631","20693","24082","19069","13725","7923","4724","138723"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-777a,Glen Eira,"20802","45","720","1777","1142","1208","1089","821","410","274","7473","18","706","2526","1515","1548","1349","697","287","187","8832","28","550","3124","1880","1799","1496","671","229","139","9914","3","236","2336","1717","1490","1114","440","120","82","7542","9","86","1880","1842","1558","1094","366","89","72","7004","4","37","1121","1450","1279","849","249","76","50","5120","3","37","1564","2943","2536","1286","371","91","58","8884","9","24","547","2521","2292","1086","363","97","96","7025","494","649","1412","1112","1079","914","823","744","757","7989","189","343","257","143","235","362","205","51","14","1796","8353","10749","23311","21069","19847","15915","10971","6723","4316","121254"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7779,Kingston,"20803","66","667","1143","1174","1256","1058","735","367","222","6693","40","648","1747","1467","1637","1205","594","205","125","7676","19","452","2146","1826","1867","1404","513","176","92","8496","3","158","1758","1623","1448","968","281","65","32","6336","6","54","1326","1656","1390","856","222","43","35","5589","0","23","697","1304","1085","686","122","28","15","3949","0","17","941","2190","1721","848","173","37","14","5946","4","15","239","1125","1087","429","118","46","20","3092","427","412","897","957","958","806","832","822","838","6956","92","92","108","83","90","173","118","25","12","796","6347","6310","14476","17795","17006","13410","9747","6088","3296","94484"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7778,Stonnington - East,"20804","25","202","403","212","249","273","229","117","46","1752","9","234","625","265","283","300","242","111","64","2144","5","229","862","411","412","383","230","112","54","2698","3","95","706","364","326","264","167","82","35","2052","3","43","548","445","389","330","153","72","38","2020","0","15","327","338","341","225","126","47","33","1455","3","13","469","732","692","499","186","79","48","2722","6","10","195","1115","1296","672","260","112","46","3708","167","210","384","281","299","271","249","238","222","2324","33","112","113","35","69","76","36","13","0","487","2476","3792","6409","5289","5515","4378","3268","2039","1146","34310"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7777,Banyule,"20901","70","652","1263","1088","1120","1101","965","440","167","6866","47","724","1824","1398","1399","1268","797","268","121","7842","20","491","2211","1711","1663","1411","659","214","75","8457","3","176","1858","1502","1356","1030","404","104","45","6480","3","65","1390","1596","1325","1011","303","77","21","5807","3","27","789","1257","1075","726","175","51","7","4112","0","14","972","2035","1626","1100","266","66","23","6102","3","10","260","1178","1207","705","227","73","21","3685","497","451","952","889","917","828","815","835","742","6926","98","114","177","96","96","244","125","35","5","991","6928","7575","16269","17257","16131","14616","11214","6429","3278","99711"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7776,Moreland - North,"21003","37","452","1248","817","715","527","264","207","114","4374","33","405","1636","1053","936","553","187","91","68","4965","4","277","1806","1188","919","565","146","56","35","4997","3","116","1230","917","714","377","66","18","25","3462","0","35","936","875","670","310","42","8","9","2886","0","19","488","670","413","187","42","7","6","1827","0","8","666","956","510","247","29","11","11","2442","6","6","126","344","210","92","27","16","7","827","358","392","1110","844","658","521","500","618","511","5503","31","65","105","60","88","163","99","18","7","632","3777","5044","14176","11234","8894","6546","4726","4685","2564","61639"
