sa3_name16,sa3_code16,canada_before_1946,canada_1946_1955,canada_1956_1965,canada_1966_1975,canada_1976_1985,canada_1986_1995,canada_1996_2005,canada_2006_2010,canada_2011,canada_2012,canada_2013,canada_2014,canada_2015,canada_2016,canada_yr_arrival_notstated,canada_tot,china_exc_sars_taiw_bef_1946,china_exc_sars_taiwan_46_55,china_exc_sars_taiwan_56_65,china_exc_sars_taiwan_66_75,china_exc_sars_taiwan_76_85,china_exc_sars_taiwan_86_95,china_exc_sars_taiwan_96_05,china_exc_sars_taiwan_06_10,china_exc_sars_taiwan_2011,china_exc_sars_taiwan_2012,china_exc_sars_taiwan_2013,china_exc_sars_taiwan_2014,china_exc_sars_taiwan_2015,china_exc_sars_taiwan_2016,china_exc_sars_tawan_arr_notstated,china_exc_sars_taiwan_tot,croatia_before_1946,croatia_1946_1955,croatia_1956_1965,croatia_1966_1975,croatia_1976_1985,croatia_1986_1995,croatia_1996_2005,croatia_2006_2010,croatia_2011,croatia_2012,croatia_2013,croatia_2014,croatia_2015,croatia_2016,croatia_yr_arrival_notstated,croatia_tot,egypt_before_1946,egypt_1946_1955,egypt_1956_1965,egypt_1966_1975,egypt_1976_1985,egypt_1986_1995,egypt_1996_2005,egypt_2006_2010,egypt_2011,egypt_2012,egypt_2013,egypt_2014,egypt_2015,egypt_2016,egypt_yr_arrival_notstated,egypt_tot,fiji_before_1946,fiji_1946_1955,fiji_1956_1965,fiji_1966_1975,fiji_1976_1985,fiji_1986_1995,fiji_1996_2005,fiji_2006_2010,fiji_2011,fiji_2012,fiji_2013,fiji_2014,fiji_2015,fiji_2016,fiji_yr_arrival_notstated,fiji_tot,germany_before_1946,germany_1946_1955,germany_1956_1965,germany_1966_1975,germany_1976_1985,germany_1986_1995,germany_1996_2005,germany_2006_2010,germany_2011,germany_2012,germany_2013,germany_2014,germany_2015,germany_2016,germany_yr_arrival_notstated,germany_tot,greece_before_1946,greece_1946_1955,greece_1956_1965,greece_1966_1975,greece_1976_1985,greece_1986_1995,greece_1996_2005,greece_2006_2010,greece_2011,greece_2012,greece_2013,greece_2014,greece_2015,greece_2016,greece_yr_arrival_notstated,greece_tot,hng_kng_sar_china_bfre_1946,hng_kng_sar_china_1946_1955,hng_kng_sar_china_1956_1965,hng_kng_sar_china_1966_1975,hng_kng_sar_china_1976_1985,hng_kng_sar_china_1986_1995,hng_kng_sar_china_1996_2005,hng_kng_sar_china_2006_2010,hong_kong_sar_china_2011,hong_kong_sar_china_2012,hong_kong_sar_china_2013,hong_kong_sar_china_2014,hong_kong_sar_china_2015,hong_kong_sar_china_2016,hng_kng_sar_chna_arrival_notstated,hong_kong_sar_china_tot,india_before_1946,india_1946_1955,india_1956_1965,india_1966_1975,india_1976_1985,india_1986_1995,india_1996_2005,india_2006_2010,india_2011,india_2012,india_2013,india_2014,india_2015,india_2016,india_yr_arrival_notstated,india_tot,indonesia_before_1946,indonesia_1946_1955,indonesia_1956_1965,indonesia_1966_1975,indonesia_1976_1985,indonesia_1986_1995,indonesia_1996_2005,indonesia_2006_2010,indonesia_2011,indonesia_2012,indonesia_2013,indonesia_2014,indonesia_2015,indonesia_2016,indonesia_yr_arrival_notstated,indonesia_tot,iran_before_1946,iran_1946_1955,iran_1956_1965,iran_1966_1975,iran_1976_1985,iran_1986_1995,iran_1996_2005,iran_2006_2010,iran_2011,iran_2012,iran_2013,iran_2014,iran_2015,iran_2016,iran_yr_arrival_notstated,iran_tot,iraq_before_1946,iraq_1946_1955,iraq_1956_1965,iraq_1966_1975,iraq_1976_1985,iraq_1986_1995,iraq_1996_2005,iraq_2006_2010,iraq_2011,iraq_2012,iraq_2013,iraq_2014,iraq_2015,iraq_2016,iraq_yr_arrival_notstated,iraq_tot,ireland_before_1946,ireland_1946_1955,ireland_1956_1965,ireland_1966_1975,ireland_1976_1985,ireland_1986_1995,ireland_1996_2005,ireland_2006_2010
Casey - North,21202,0,6,0,13,11,14,37,22,5,0,3,3,0,6,0,124,0,0,71,16,173,331,544,665,93,110,108,112,132,70,91,2514,0,0,61,360,41,83,249,14,0,0,0,0,0,0,20,830,0,7,32,85,32,135,109,132,6,35,41,26,8,4,32,685,0,0,0,3,73,277,214,83,15,13,10,3,10,0,16,713,0,126,145,66,63,36,50,21,0,0,0,4,4,0,17,535,0,24,125,192,22,18,17,3,0,5,12,3,0,0,14,445,0,0,3,11,54,82,70,47,8,8,3,7,12,13,4,317,0,12,8,277,167,632,1284,1741,177,149,237,264,153,142,124,5362,0,6,0,13,55,56,145,91,16,8,12,8,16,5,5,432,0,0,3,4,3,32,99,95,50,68,143,26,25,10,13,560,0,0,0,6,8,60,89,70,12,4,6,13,4,4,0,284,0,9,27,65,40,44,15,26
Casey - South,21203,0,0,3,3,12,14,32,20,10,5,3,0,5,0,4,109,0,0,27,6,56,114,423,702,59,83,74,51,54,44,59,1752,0,9,30,145,31,63,117,6,0,0,0,0,0,0,9,414,0,16,23,34,18,73,153,91,14,9,23,3,19,0,13,491,0,0,7,16,58,303,390,257,24,36,34,20,21,6,27,1201,0,85,121,57,51,35,45,37,0,4,5,3,8,0,22,475,0,13,95,146,23,34,9,8,0,3,3,5,4,0,22,354,0,0,0,7,13,38,33,27,0,3,6,0,7,0,3,146,0,11,4,183,170,691,2812,5564,533,575,467,434,450,302,340,12537,0,3,3,6,20,45,141,107,13,19,8,15,9,7,13,414,0,0,0,0,4,15,39,72,40,28,76,15,10,8,4,318,0,0,0,6,3,34,86,144,20,0,26,17,30,10,4,377,0,3,20,83,36,38,15,28
Dandenong,21204,0,3,3,13,7,15,24,14,3,4,6,4,3,0,4,98,0,7,96,22,270,875,1354,1476,264,243,316,315,387,229,270,6135,0,6,94,349,38,97,333,10,0,0,0,3,0,0,22,965,0,21,76,133,44,79,84,38,3,11,27,7,12,5,21,571,0,0,0,15,55,261,202,96,19,22,28,19,10,9,14,774,3,164,176,76,47,40,61,13,4,9,9,9,5,3,25,632,3,104,1023,1360,167,77,58,28,38,109,56,59,43,8,121,3264,0,0,3,15,80,176,138,54,8,12,15,23,8,8,11,561,3,15,18,579,337,952,1956,5715,399,655,865,1405,1139,844,504,15393,0,0,4,18,62,87,227,155,15,38,53,25,30,22,31,771,0,0,0,0,17,27,81,91,75,192,269,89,76,24,19,962,0,0,0,5,13,60,86,66,23,27,45,15,19,7,16,387,0,12,22,76,27,42,15,15
Monash,21205,0,4,5,25,29,33,52,34,10,13,5,5,18,6,6,244,3,18,57,62,241,2286,3910,4487,1047,1261,1587,2218,2631,1430,1045,22291,0,5,114,165,14,53,12,3,3,0,0,0,0,0,9,379,0,54,156,180,38,83,50,29,5,0,13,3,21,11,18,663,0,3,3,9,32,113,61,23,4,7,13,11,5,7,7,300,0,190,201,67,43,51,68,57,7,9,10,13,20,8,9,739,0,205,1547,1418,162,93,47,29,38,90,79,63,36,14,147,3964,5,5,20,73,286,768,486,216,43,71,85,133,143,71,70,2470,0,31,22,298,229,871,1803,2392,363,417,516,681,715,552,204,9093,0,8,14,29,83,160,596,247,40,46,73,83,192,143,19,1740,0,0,0,6,30,97,78,119,52,54,71,56,51,25,13,645,0,0,7,5,11,24,23,42,0,4,33,24,6,4,3,189,3,14,50,56,39,57,32,41
Brimbank,21301,0,0,6,4,3,23,22,19,0,8,7,0,3,3,0,99,0,3,8,5,70,376,607,694,90,73,90,75,92,57,76,2321,0,37,315,1273,108,197,136,13,5,0,10,3,3,0,71,2173,0,37,113,176,66,177,116,118,24,18,63,19,17,9,34,988,0,0,0,9,58,186,120,103,8,12,24,10,19,8,21,583,3,424,150,64,47,21,58,21,7,3,3,3,8,0,40,847,0,188,839,731,101,47,40,14,8,33,21,11,15,3,86,2120,0,0,0,14,71,221,91,54,5,8,10,8,9,0,14,505,0,4,8,293,174,427,1085,3497,234,312,589,971,753,536,320,9209,0,0,5,3,43,98,129,65,5,4,13,9,9,3,5,393,0,0,0,4,7,21,36,35,98,117,201,11,13,13,14,574,0,0,0,7,18,46,67,64,30,25,46,31,34,72,19,463,0,10,26,29,14,23,12,17
Hobsons Bay,21302,0,0,3,6,20,25,27,31,8,9,6,6,3,3,0,150,0,0,4,6,19,127,259,234,44,60,41,43,51,29,35,954,0,12,147,213,20,40,34,4,0,3,0,3,4,0,23,508,0,7,32,31,16,7,11,5,3,0,0,0,10,3,9,147,0,0,0,3,17,34,24,18,3,0,3,3,3,0,0,111,0,168,68,31,18,17,41,55,8,14,14,10,3,6,17,472,3,98,467,348,33,16,11,3,5,10,8,4,0,0,43,1057,0,0,3,4,15,41,46,13,0,4,0,0,3,0,0,137,3,0,8,67,41,77,235,634,70,81,121,198,166,100,52,1836,0,0,0,3,5,28,71,42,20,4,14,13,7,9,11,228,0,0,0,0,9,10,15,29,14,27,37,13,9,5,6,166,0,0,0,0,6,15,27,7,3,0,0,0,0,0,0,60,0,14,32,48,25,39,57,89
Maribyrnong,21303,0,0,4,6,18,16,33,29,6,14,11,12,13,4,6,170,0,3,4,4,73,342,406,455,97,120,149,179,262,150,83,2330,0,7,80,183,12,20,40,3,0,0,3,3,4,0,12,365,0,7,22,27,11,16,14,10,0,8,6,9,0,0,5,127,0,0,0,5,19,44,24,14,3,3,3,9,3,0,6,150,0,63,39,19,20,10,34,25,4,4,5,8,4,3,10,257,3,45,351,325,38,15,9,3,3,3,15,3,0,0,28,836,0,0,0,5,38,115,69,41,12,16,10,15,7,9,5,340,0,3,3,53,17,62,254,1047,104,197,332,435,383,283,91,3270,0,0,3,0,13,49,116,64,14,10,16,15,23,15,9,361,0,0,0,5,0,13,21,33,32,48,54,9,12,3,12,242,0,0,0,0,0,10,15,23,16,6,3,3,4,0,3,88,0,9,11,20,10,28,53,62
Melton - Bacchus Marsh,21304,0,0,4,13,8,15,36,15,6,0,7,0,3,0,0,111,0,0,0,6,19,90,227,262,38,33,33,23,28,26,50,819,0,4,50,384,45,114,102,15,3,4,0,7,8,0,29,758,0,19,57,80,32,152,155,146,39,35,33,21,16,3,29,808,0,0,0,3,21,154,134,124,11,19,18,4,3,5,16,513,4,223,100,67,43,26,61,11,3,3,0,0,4,3,25,571,0,21,116,184,23,15,9,3,3,4,9,5,0,0,18,424,0,0,0,6,20,49,38,16,3,3,0,0,9,3,14,156,0,7,9,134,93,274,1249,2127,189,178,218,288,191,154,147,5256,0,0,4,0,4,46,126,56,7,14,16,7,13,7,5,297,0,0,0,5,7,19,9,29,28,28,13,8,12,6,7,172,0,0,0,4,0,41,80,53,13,0,39,16,24,57,28,357,0,14,21,65,18,53,16,27
Wyndham,21305,0,0,3,22,12,28,54,47,11,6,7,14,15,0,9,239,0,0,8,4,37,304,1430,1871,352,387,324,292,262,141,226,5630,0,10,79,187,27,44,96,10,4,3,3,0,7,0,9,481,0,3,39,50,18,65,107,79,27,8,12,3,6,6,10,435,0,0,0,7,54,212,262,212,54,35,55,37,26,22,13,981,0,182,100,56,45,38,53,62,7,9,7,3,11,3,14,599,4,77,149,180,36,21,9,14,11,22,3,6,3,3,16,564,0,0,0,13,26,142,181,92,30,23,5,18,33,16,22,598,0,7,12,136,105,399,4342,10048,1050,1142,1259,1498,1472,978,658,23089,0,3,0,4,37,112,658,324,49,48,41,25,46,17,30,1406,0,0,0,4,6,32,43,96,42,56,176,16,19,4,5,490,0,0,0,0,3,22,84,46,32,26,18,3,12,29,13,284,0,8,41,49,33,41,34,79
Frankston,21401,0,0,11,23,20,24,40,20,3,3,15,15,0,3,5,185,3,6,7,5,21,54,204,250,43,44,55,55,63,44,29,886,0,3,37,91,18,51,64,10,0,3,4,0,0,0,8,283,0,17,33,38,5,3,28,10,7,0,3,0,8,0,6,159,0,0,3,0,18,61,123,37,8,8,3,3,4,12,6,284,4,168,178,109,83,57,74,49,9,4,3,11,6,3,21,778,0,37,159,140,18,23,16,7,3,16,9,19,6,0,21,464,0,0,3,8,23,25,18,15,0,3,14,11,11,12,5,154,0,11,15,110,63,115,290,686,80,65,60,71,52,39,54,1717,0,3,4,8,9,19,45,18,5,10,6,4,7,0,12,160,0,0,0,3,3,3,19,8,7,7,12,5,8,0,0,68,0,0,0,0,3,6,3,3,0,4,0,0,0,0,0,28,3,17,41,101,58,87,30,40
Mornington Peninsula,21402,4,3,22,46,34,39,64,39,10,10,5,7,9,4,0,298,8,10,11,10,12,38,54,65,17,13,28,47,67,17,35,431,3,15,67,135,9,14,6,0,0,0,3,0,0,0,8,258,0,33,63,38,3,12,0,4,0,0,9,0,0,0,3,168,0,3,3,12,8,19,14,3,0,0,4,0,0,0,4,73,6,251,220,116,83,37,85,34,11,15,3,17,0,4,30,902,3,69,268,162,20,9,10,4,0,0,7,0,0,0,23,575,0,0,3,11,16,6,6,5,0,5,3,4,5,0,8,82,8,15,19,81,22,23,33,89,11,16,20,16,3,8,8,373,3,9,10,9,11,8,21,10,0,3,6,3,3,3,3,105,0,0,0,4,9,3,0,4,3,0,0,0,0,0,0,28,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,20,0,22,49,115,58,90,90,76
Grampians,21501,0,0,0,0,0,3,9,8,3,0,0,0,0,0,0,34,0,0,3,3,0,4,18,28,0,0,3,5,4,8,9,89,0,4,12,9,3,0,0,0,0,0,0,0,0,0,5,28,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,13,0,0,0,3,8,8,0,0,0,0,0,0,0,0,7,17,0,55,38,12,9,5,8,3,0,0,0,0,0,0,8,150,0,3,15,11,0,3,0,0,0,0,0,0,0,0,7,45,0,0,0,0,0,0,4,3,0,0,0,3,3,3,4,25,0,3,3,3,3,3,25,133,20,17,27,22,14,5,21,301,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,13,7,7,0,6
Mildura,21502,0,3,3,3,0,0,5,9,0,0,0,0,0,0,0,19,0,0,3,0,4,5,11,34,10,7,11,10,4,3,15,128,6,5,31,18,0,8,0,0,0,0,0,0,0,0,0,79,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,5,11,8,0,0,0,0,0,0,0,35,0,52,23,8,9,3,3,9,0,0,4,0,3,0,8,126,0,20,70,26,6,4,0,0,0,0,0,0,0,0,5,145,0,0,0,0,3,9,4,3,0,6,0,7,6,3,12,49,0,0,0,4,0,7,48,157,16,26,19,21,25,31,18,374,0,3,3,0,0,0,9,0,0,0,0,0,3,3,0,22,0,0,0,0,3,0,3,3,3,5,11,0,0,3,3,33,0,0,0,0,0,0,21,12,3,7,4,0,3,0,0,46,0,6,3,6,3,3,3,6
Murray River - Swan Hill,21503,0,0,0,5,4,3,3,3,3,0,0,0,0,0,5,22,0,0,0,0,0,3,10,15,3,3,13,6,6,6,4,65,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,7,10,9,13,0,3,3,0,3,0,4,51,0,28,19,7,4,0,0,3,0,0,0,0,0,0,3,71,0,11,13,14,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,3,7,0,3,0,4,0,3,3,20,0,3,0,3,0,3,14,157,9,21,21,21,32,7,11,313,0,0,0,0,0,0,3,16,3,3,6,9,0,0,0,45,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,8
Campaspe,21601,0,0,0,4,0,3,3,0,0,0,0,0,0,8,0,22,0,0,0,0,0,7,6,13,0,3,3,0,0,0,0,37,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,12,0,40,12,13,3,3,3,7,0,0,0,0,0,0,4,86,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,15,3,3,0,3,0,3,9,27,4,3,7,11,7,8,3,86,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,9,6,3,0,6,3
Moira,21602,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,3,0,3,0,3,19,0,3,4,17,3,0,0,0,0,0,0,0,0,0,0,23,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,7,0,0,0,3,13,0,42,14,5,0,0,8,3,0,0,0,0,0,3,0,82,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,0,15,88,4,0,9,16,12,12,10,170,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,26,21,3,5,0,0,0,0,0,60,0,4,3,8,5,3,0,0
Shepparton,21603,0,0,5,10,5,9,4,8,0,3,3,3,0,0,0,49,0,0,0,3,3,15,19,53,11,4,7,16,9,6,8,150,0,0,12,16,3,0,3,0,0,0,0,0,0,0,0,30,0,0,3,0,0,3,11,5,0,0,0,0,0,0,0,30,0,0,0,3,3,6,12,11,3,3,0,0,3,0,0,43,0,38,25,9,11,3,9,3,0,3,3,4,4,7,4,120,0,39,68,17,5,6,0,0,0,6,0,0,0,0,14,163,0,0,0,3,3,3,5,8,0,0,3,4,5,0,6,41,0,5,0,7,8,43,138,604,62,52,60,82,69,43,39,1208,0,3,6,0,0,0,5,6,0,3,3,4,4,3,3,34,0,0,0,0,0,0,12,27,4,3,38,13,0,15,0,121,0,0,0,0,0,51,225,81,17,23,23,23,17,8,15,466,0,6,3,20,3,6,8,9
Glenelg - Southern Grampians,21701,0,0,0,3,3,4,3,3,0,0,0,0,3,0,0,28,0,3,0,0,0,4,8,3,0,0,4,6,7,6,4,47,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,0,30,21,10,5,0,4,3,0,0,0,0,0,0,0,77,0,4,11,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,13,0,0,0,7,0,3,6,25,3,10,11,5,5,3,4,94,0,0,0,0,0,3,4,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,6,4,3
Colac - Corangamite,21703,0,0,0,3,3,7,3,3,0,0,0,0,0,0,3,26,0,0,0,0,4,3,18,21,3,3,0,3,8,6,3,76,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,6,0,3,0,0,0,0,0,0,0,0,3,16,0,31,23,18,4,7,8,3,0,4,3,0,0,0,0,97,0,0,8,6,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,3,9,3,24,10,0,9,3,3,0,4,71,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,10,0,0,3,3
Warrnambool,21704,0,0,3,4,0,11,9,4,3,0,0,0,0,0,0,40,0,0,0,0,0,3,22,48,4,6,7,3,19,28,17,155,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,6,8,0,3,0,0,0,0,0,0,25,0,0,0,0,0,3,13,4,0,0,0,0,0,0,0,22,0,21,11,3,3,0,13,10,0,0,0,0,4,0,4,76,0,5,7,8,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,5,3,0,0,0,9,5,6,9,37,0,4,0,5,3,3,4,43,4,4,4,4,7,14,0,96,0,0,0,0,0,0,4,4,0,0,4,0,3,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,9,9,22,18
Capalaba,30101,0,0,11,17,15,19,35,6,0,6,3,0,8,0,0,123,0,8,12,6,8,37,88,83,11,25,12,16,17,16,11,353,0,0,11,41,0,3,16,3,0,3,0,0,0,0,3,81,0,3,0,4,0,3,3,3,0,0,0,0,0,0,0,16,0,0,0,7,19,70,50,25,4,0,3,4,0,4,7,194,0,87,45,34,47,25,38,31,3,4,0,0,3,3,9,325,0,14,18,12,5,4,6,0,0,0,3,0,0,0,0,65,0,3,0,8,11,29,17,6,7,7,4,4,0,0,3,91,0,3,0,14,14,39,62,157,22,19,17,20,9,8,15,413,0,14,5,7,8,7,17,8,0,0,0,0,3,3,3,81,0,0,0,0,6,18,5,9,4,4,0,0,0,0,0,45,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,15,0,7,13,22,14,33,30,52
Cleveland - Stradbroke,30102,5,0,11,26,22,41,42,21,4,8,8,3,3,0,5,194,0,5,16,0,3,19,50,50,0,16,24,6,15,4,7,211,0,4,22,32,6,6,7,0,0,0,0,0,0,0,0,78,0,4,8,4,0,10,9,7,0,0,0,0,0,0,0,46,0,0,3,23,21,30,35,16,0,3,4,0,3,0,0,147,0,126,59,60,69,28,30,30,8,8,6,3,4,0,14,437,0,5,14,14,3,0,0,0,0,0,0,3,0,0,3,40,0,5,0,7,13,16,10,8,0,0,0,0,0,0,0,65,0,4,14,27,19,15,58,101,16,3,11,17,13,5,16,319,0,11,10,7,11,0,29,4,4,6,0,0,0,3,3,94,0,3,0,0,3,9,6,0,0,0,4,0,0,0,0,29,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,10,8,32,20,29,40,36
Wynnum - Manly,30103,0,3,4,10,20,11,44,39,3,3,11,0,5,3,4,171,3,7,3,3,12,32,95,105,16,7,15,16,15,5,19,365,0,0,9,14,0,3,5,4,0,0,0,0,0,0,3,35,0,7,4,10,0,0,0,3,0,3,0,0,0,0,0,26,0,0,3,10,22,93,111,52,0,17,3,0,4,4,3,323,0,40,27,23,24,21,35,40,6,0,3,0,5,3,7,235,3,6,15,17,0,3,3,5,0,0,0,0,0,0,0,59,0,0,0,8,14,18,20,15,0,0,3,0,3,3,0,89,3,9,7,17,13,18,81,234,25,26,31,32,37,17,23,579,0,8,3,0,0,7,24,10,0,0,5,3,3,0,4,75,0,0,0,0,6,11,12,52,15,11,13,4,0,0,0,132,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,10,16,18,25,36,61,101
Bald Hills - Everton Park,30201,0,0,3,14,9,10,21,14,5,0,0,13,0,0,3,83,0,0,13,9,24,71,102,111,18,17,14,23,17,28,18,458,0,3,8,8,0,3,7,0,0,0,0,0,0,0,0,26,0,5,3,3,3,4,4,0,0,0,3,0,0,3,0,31,0,0,0,9,22,108,93,32,8,4,3,4,4,6,11,289,0,46,20,12,12,13,15,27,0,0,0,0,0,0,8,161,0,16,16,8,0,0,0,0,0,0,0,0,0,0,5,42,0,0,8,12,28,64,35,3,3,0,3,3,10,0,0,170,0,7,4,25,47,91,218,439,37,46,34,42,29,39,19,1074,0,0,0,4,8,7,12,21,0,3,0,3,0,0,3,64,0,0,0,0,5,3,23,66,24,18,17,0,3,3,3,160,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,10,0,0,3,8,18,25,14,26
Chermside,30202,0,0,5,21,11,27,27,24,5,4,3,3,8,0,3,143,0,7,12,8,18,74,106,145,28,33,33,58,60,36,22,649,0,3,12,4,6,8,11,0,0,0,0,0,0,0,0,44,0,3,8,4,0,7,11,0,0,0,0,0,0,0,0,39,0,3,7,13,24,87,77,43,9,5,10,4,3,3,5,300,0,49,15,13,14,20,20,21,3,4,0,3,3,0,7,181,0,13,14,10,0,3,0,0,0,0,0,0,0,0,0,50,0,3,0,12,23,48,40,22,5,3,6,14,9,3,9,196,3,5,10,35,14,55,127,658,82,84,86,146,110,81,42,1539,0,3,4,4,6,9,38,21,3,3,3,7,0,0,3,102,0,0,0,0,7,0,17,53,37,35,22,19,11,3,3,205,0,0,0,0,0,0,4,14,0,8,0,0,0,0,0,21,4,7,6,22,12,26,26,56
Nundah,30203,0,0,4,8,10,17,15,19,4,4,4,5,3,0,0,94,0,0,9,9,15,32,66,91,22,8,9,10,18,15,18,315,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,8,0,0,0,13,27,79,72,49,6,11,5,15,5,3,12,297,0,21,9,11,12,5,20,18,5,0,0,3,0,0,3,115,0,3,6,3,0,3,0,0,0,3,0,0,0,0,0,17,0,0,0,4,13,11,24,8,3,0,3,3,0,3,0,79,0,0,4,28,25,61,133,627,59,66,140,172,128,69,61,1575,0,0,7,0,8,11,20,19,0,5,4,0,4,5,10,86,0,0,0,0,0,0,5,13,11,13,23,7,3,0,23,95,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,11,3,24,8,17,6,18,16,34
Sandgate,30204,0,0,0,9,14,20,31,30,3,5,3,0,5,0,0,120,0,3,6,8,11,68,81,81,18,13,18,14,15,14,8,354,0,3,9,16,0,3,4,0,0,0,0,0,0,0,0,28,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,18,0,0,4,17,39,118,93,43,12,5,6,4,0,0,4,355,0,58,21,32,29,16,26,24,4,0,7,0,0,6,16,233,0,7,9,8,0,4,0,0,0,0,3,0,0,0,0,34,0,0,0,15,26,48,33,9,0,0,4,0,3,0,0,155,0,9,7,28,15,58,186,1020,93,90,134,209,148,96,84,2170,0,3,6,4,4,7,29,28,3,6,3,3,0,3,0,112,0,0,0,0,0,0,17,24,29,25,11,0,13,0,5,124,0,0,0,0,0,0,16,6,13,0,6,10,6,63,7,118,0,4,10,27,7,18,38,46
Carindale,30301,0,5,3,8,9,21,31,24,7,3,3,7,4,0,8,127,0,16,38,9,26,96,148,170,38,20,32,40,65,52,27,774,0,0,6,23,0,5,6,0,0,0,0,0,0,0,3,51,0,3,5,4,3,3,8,0,0,0,5,0,0,0,0,35,0,3,0,15,34,95,39,23,0,0,7,3,3,0,5,225,0,41,20,15,19,14,28,24,3,0,3,3,0,0,0,181,0,31,59,21,10,11,3,3,0,0,0,4,0,0,0,141,0,0,7,14,23,81,41,19,4,4,3,3,4,0,9,217,0,3,9,20,18,71,112,308,42,34,44,46,31,26,23,778,0,0,0,7,9,21,49,22,0,0,0,0,3,0,0,110,0,4,0,0,10,23,16,39,19,14,18,4,0,3,3,154,0,0,0,0,0,3,12,8,4,0,0,5,0,0,0,23,0,3,6,14,15,29,39,91
Holland Park - Yeronga,30302,0,0,0,38,27,26,39,36,16,12,3,23,15,9,9,266,9,19,46,3,19,61,119,168,40,58,57,106,125,90,67,972,0,0,4,19,5,5,27,0,0,0,4,0,0,0,0,73,0,9,9,4,0,9,8,8,0,3,5,6,8,3,3,71,0,0,0,7,17,39,31,9,6,6,6,3,3,0,0,138,0,40,24,29,19,33,53,47,5,8,8,4,13,9,7,293,0,32,82,48,14,7,6,6,0,4,0,0,8,0,9,228,0,0,4,6,27,56,40,39,5,9,5,18,12,16,8,250,0,6,3,23,24,32,128,759,80,114,187,252,202,129,51,1993,0,5,13,9,12,7,27,16,3,0,4,4,13,4,0,109,0,3,0,0,3,10,29,51,40,50,109,17,22,7,11,361,0,0,0,0,0,5,13,18,7,5,5,3,0,0,0,58,0,3,7,30,31,36,28,51
