sa3_code16,sme_usl_ad_5_yr_ago_as_2016_m,sme_usl_ad_5_yr_ago_as_2016_f,sme_usl_ad_5_yr_ago_as_2016_p,dif_usl_ad_5_yr_ago_sme_sa2_m,dif_usl_ad_5_yr_ago_sme_sa2_f,dif_usl_ad_5_yr_ago_sme_sa2_p,dif_us_ad_5_ago_dif_sa2_nsw_m,dif_us_ad_5_ago_dif_sa2_nsw_f,dif_us_ad_5_ago_dif_sa2_nsw_p,dif_us_ad_5_ago_dif_sa2_vic_m,dif_us_ad_5_ago_dif_sa2_vic_f,dif_us_ad_5_ago_dif_sa2_vic_p,dif_us_ad_5_ago_dif_sa2_qld_m,dif_us_ad_5_ago_dif_sa2_qld_f,dif_us_ad_5_ago_dif_sa2_qld_p,dif_us_ad_5_ago_dif_sa2_sa_m,dif_us_ad_5_ago_dif_sa2_sa_f,dif_us_ad_5_ago_dif_sa2_sa_p,dif_us_ad_5_ago_dif_sa2_wa_m,dif_us_ad_5_ago_dif_sa2_wa_f,dif_us_ad_5_ago_dif_sa2_wa_p,dif_us_ad_5_ago_dif_sa2_tas_m,dif_us_ad_5_ago_dif_sa2_tas_f,dif_us_ad_5_ago_dif_sa2_tas_p,dif_us_ad_5_ago_dif_sa2_nt_m,dif_us_ad_5_ago_dif_sa2_nt_f,dif_us_ad_5_ago_dif_sa2_nt_p,dif_us_ad_5_ago_dif_sa2_act_m,dif_us_ad_5_ago_dif_sa2_act_f,dif_us_ad_5_ago_dif_sa2_act_p,dif_us_ad_5_ago_dif_sa2_ot_m,dif_us_ad_5_ago_dif_sa2_ot_f,dif_us_ad_5_ago_dif_sa2_ot_p,dif_us_ad_5_ago_dif_sa2_tot_m,dif_us_ad_5_ago_dif_sa2_tot_f,dif_us_ad_5_ago_dif_sa2_tot_p,difnt_usl_add_5_yr_ago_os_m,difnt_usl_add_5_yr_ago_os_f,difnt_usl_add_5_yr_ago_os_p,difnt_usl_add_5_yr_ago_ns_m,difnt_usl_add_5_yr_ago_ns_f,difnt_usl_add_5_yr_ago_ns_p,difnt_usl_add_5_yr_ago_tot_m,difnt_usl_add_5_yr_ago_tot_f,difnt_usl_add_5_yr_ago_tot_p,n_stated_m,n_stated_f,n_stated_p,tot_m,tot_f,tot_p,sa3_name16
31501,9101,8608,17711,951,1014,1965,162,152,321,77,75,158,2233,2118,4350,44,29,71,102,87,186,22,25,43,98,94,191,13,7,18,0,5,5,2743,2594,5341,183,225,408,223,187,411,4104,4013,8117,2467,1307,3777,15676,13921,29604,Far North
30908,9265,10303,19570,1378,1500,2883,1138,1305,2451,374,448,820,5846,6543,12391,116,138,260,113,142,257,90,113,204,44,48,92,79,87,166,0,0,0,7804,8825,16634,1769,1944,3716,241,246,487,11194,12521,23713,1539,1908,3448,21996,24734,46730,Robina
30909,11279,12027,23311,1170,1202,2370,1107,1215,2322,405,410,816,7273,7560,14831,126,118,242,147,149,300,96,105,201,59,69,133,60,72,139,5,6,9,9275,9708,18983,2548,3018,5573,324,314,636,13320,14242,27561,2677,2546,5223,27278,28813,56097,Southport
30910,6637,6699,13340,1308,1172,2484,963,953,1923,428,421,852,4497,4577,9068,110,99,211,87,81,176,58,82,134,24,24,45,54,51,107,0,0,0,6232,6294,12522,2575,2740,5319,176,174,352,10295,10376,20667,2719,2587,5303,19652,19662,39312,Surfers Paradise
31001,15547,16515,32062,2200,2344,4545,399,443,843,188,204,393,7252,7533,14788,83,95,179,100,77,175,26,28,57,54,45,104,41,51,94,5,6,12,8161,8490,16646,2293,2594,4892,267,195,461,12922,13625,26543,5156,3072,8226,33621,33207,66830,Forest Lake - Oxley
31002,16331,15837,32167,2589,2730,5320,502,508,1010,173,175,341,6098,6505,12608,62,52,114,68,84,154,42,44,86,113,97,204,18,21,40,0,0,0,7074,7484,14559,272,324,597,238,223,463,10171,10766,20935,3248,2688,5937,29751,29283,59033,Ipswich Hinterland
31003,24188,24724,48915,2327,2585,4917,1004,1118,2119,334,326,662,13666,14725,28389,164,164,330,128,162,284,62,72,134,239,193,433,73,61,136,0,0,0,15676,16817,32488,944,1092,2042,530,472,1000,19482,20964,40450,3555,3562,7119,47227,49253,96478,Ipswich Inner
31004,15986,15811,31798,2526,2677,5204,1022,1026,2055,308,339,644,11421,12203,23622,180,192,376,165,172,341,67,94,160,112,98,214,97,110,202,0,0,0,13372,14241,27606,2536,2695,5233,371,358,730,18803,19968,38770,2554,2579,5134,37347,38359,75703,Springfield - Redbank
31101,3122,3234,6356,781,925,1711,158,185,344,48,43,92,1418,1526,2941,9,15,24,10,19,26,10,13,27,11,20,31,3,3,6,0,3,3,1673,1819,3499,64,74,137,58,67,128,2575,2890,5465,741,566,1303,6440,6688,13129,Beaudesert
31102,8899,9160,18060,1120,1174,2294,393,439,828,160,163,320,5301,5808,11111,59,61,122,62,68,127,26,31,61,24,22,43,11,22,36,0,0,0,6038,6606,12646,694,782,1479,241,208,449,8100,8775,16871,1380,1500,2883,18377,19433,37809,Beenleigh
31103,18945,18984,37931,1438,1654,3090,516,559,1077,221,230,456,9904,10463,20365,84,78,165,101,87,190,42,46,91,44,43,86,22,24,52,0,0,0,10947,11534,22475,1667,1905,3580,396,374,776,14446,15470,29916,2710,2775,5488,36104,37227,73335,Browns Plains
31104,11559,11111,22669,1069,1152,2220,382,395,775,156,163,317,5981,6303,12287,56,53,109,73,73,148,23,26,52,57,42,100,21,22,45,0,0,0,6750,7082,13830,295,302,598,172,146,324,8284,8685,16967,1414,1308,2718,21251,21106,42361,Jimboomba
31105,13940,14335,28274,1213,1290,2504,411,434,842,167,168,332,7793,8420,16207,53,53,109,110,119,228,30,34,70,39,44,79,28,20,42,0,0,0,8621,9284,17907,1199,1264,2462,268,247,513,11300,12087,23382,1872,1981,3852,27104,28404,55508,Loganlea - Carbrook
31106,18311,18683,36989,1594,1737,3335,459,484,940,209,181,394,8715,8862,17574,96,103,191,78,79,156,55,55,110,44,61,106,28,24,58,3,0,3,9687,9847,19532,2814,2805,5618,343,269,604,14437,14660,29095,2573,2611,5183,35322,35944,71270,Springwood - Kingston
31502,6809,6159,12971,2095,2023,4119,285,251,534,104,103,214,2174,2017,4186,49,43,101,75,62,135,29,25,51,115,102,220,10,10,27,0,0,0,2845,2615,5457,446,521,966,121,118,237,5509,5278,10781,1793,1503,3299,14116,12941,27054,Outback - North
31701,32429,34733,67161,4087,4331,8420,1254,1438,2691,354,373,729,19977,22247,42228,181,176,359,200,214,416,89,102,190,205,190,400,85,86,172,0,0,0,22346,24835,47177,2760,2701,5458,496,475,974,29684,32346,62031,5206,5517,10719,67316,72600,139920,Toowoomba
31905,11632,11447,23079,1731,1888,3620,394,400,800,179,172,347,4375,4684,9058,59,62,115,85,92,175,45,67,112,89,71,166,19,21,43,0,0,0,5248,5574,10819,137,186,323,191,144,340,7312,7792,15096,2595,1901,4495,21539,21135,42674,Maryborough
40101,2820,2751,5574,553,503,1053,216,201,416,237,234,474,139,124,266,2458,2410,4867,75,68,145,13,28,43,72,74,140,44,51,89,3,0,3,3252,3194,6449,2782,2935,5714,71,63,127,6647,6696,13345,1589,1059,2643,11056,10503,21563,Adelaide City
40102,20711,20947,41661,2250,2392,4641,274,295,573,247,283,525,267,271,541,6664,7257,13921,148,140,291,46,42,83,150,151,300,26,32,61,3,0,3,7823,8474,16293,553,609,1164,153,162,320,10778,11640,22421,1852,1902,3754,33336,34492,67833,Adelaide Hills
40105,8263,9231,17498,645,697,1345,236,205,438,173,183,359,124,115,242,3915,4256,8174,61,45,104,27,27,53,62,68,129,36,32,74,0,0,0,4639,4934,9568,1547,1691,3244,89,89,180,6922,7413,14331,881,966,1844,16071,17613,33682,Norwood - Payneham - St Peters
40107,9209,10384,19594,770,870,1645,242,253,491,189,221,403,138,143,280,3810,4469,8279,76,91,166,19,26,41,40,44,83,40,27,68,0,0,0,4553,5266,9822,1314,1473,2781,72,86,157,6714,7693,14405,929,1026,1957,16851,19109,35953,Unley
40201,9238,9378,18618,1109,1294,2402,119,150,271,99,110,208,131,139,271,3761,4108,7868,54,57,117,21,17,36,76,74,149,13,13,31,0,0,3,4275,4676,8950,196,218,413,109,59,169,5691,6248,11937,1059,1036,2096,15990,16664,32652,Gawler - Two Wells
40202,21847,21571,43421,2020,2286,4307,401,378,779,314,296,614,296,302,590,10542,11529,22074,141,123,265,37,50,86,170,183,360,44,47,91,0,0,3,11942,12917,24856,1172,1247,2423,375,357,726,15509,16809,32313,3364,3378,6745,40718,41759,82478,Playford
40203,15294,15937,31229,1679,1639,3320,274,227,502,239,232,472,161,165,328,7589,7782,15369,93,75,168,22,16,40,93,90,182,40,34,75,4,0,4,8516,8618,17135,3419,3103,6525,186,167,362,13801,13538,27339,2580,2087,4667,31677,31555,63234,Port Adelaide - East
40204,37518,37789,75309,2550,2738,5284,531,425,955,440,351,798,345,273,617,13509,14075,27591,167,138,301,50,52,106,189,162,351,96,63,157,3,0,6,15332,15544,30873,3658,3810,7470,422,365,786,21963,22455,44418,3738,3718,7453,63213,63964,127173,Salisbury
40205,28367,29336,57703,1405,1515,2919,238,254,495,203,213,416,242,242,480,9095,9926,19017,95,90,185,29,36,62,101,83,190,35,32,71,3,0,3,10039,10879,20914,1175,1293,2472,192,178,368,12806,13865,26670,1853,2092,3943,43026,45288,88319,Tea Tree Gully
40303,17845,19097,36941,1112,1242,2356,210,246,459,195,251,454,118,174,295,6149,6740,12895,100,87,186,18,29,48,85,109,198,35,34,73,0,3,3,6915,7682,14600,1530,1818,3349,127,138,267,9687,10879,20568,1303,1355,2656,28838,31328,60166,Mitcham
40304,46723,47919,94643,3989,4383,8376,495,521,1018,418,499,919,462,511,974,17504,19107,36616,228,222,452,68,79,147,224,244,469,46,68,112,0,0,0,19446,21255,40701,1781,1954,3736,454,460,915,25673,28048,53725,4556,4738,9291,76953,80706,157657,Onkaparinga
40401,29094,30730,59824,2109,2212,4315,390,360,752,439,446,882,296,293,591,11446,12134,23576,133,142,274,40,44,85,124,130,251,49,49,99,0,4,3,12923,13590,26522,2740,2875,5618,283,217,504,18051,18900,36954,2997,3077,6071,50144,52705,102848,Charles Sturt
40402,15747,16399,32140,1652,1747,3402,232,206,439,236,222,459,183,202,386,5220,5564,10788,90,76,166,27,29,55,95,79,179,28,28,60,3,0,3,6113,6415,12530,1334,1422,2756,177,135,318,9280,9721,19001,1786,1911,3698,26809,28033,54836,Port Adelaide - West
40104,14113,15218,29331,1023,1110,2131,115,129,245,132,141,273,97,123,220,4681,4911,9596,55,59,107,24,27,52,26,32,58,21,16,37,0,0,0,5155,5438,10587,1757,1772,3530,101,115,214,8038,8432,16466,983,1036,2017,23130,24686,47814,Campbelltown (SA)
40106,7332,7696,15027,561,568,1127,125,109,231,137,143,287,74,82,157,2991,2999,5985,49,41,91,12,10,22,31,43,74,16,15,31,0,0,0,3441,3436,6879,1015,938,1958,94,58,148,5107,5002,10110,717,723,1438,13155,13422,26573,Prospect - Walkerville
40403,14947,16042,30991,1317,1382,2702,259,241,502,274,277,551,195,187,381,6534,6697,13234,69,73,141,26,29,57,89,82,168,16,22,36,0,0,0,7461,7606,15074,2678,2878,5560,174,156,338,11632,12034,23662,1515,1633,3146,28092,29712,57802,West Torrens
40501,10359,10209,20567,1291,1320,2609,98,104,207,121,137,255,123,131,255,3258,3471,6726,59,65,122,19,12,29,62,95,158,11,13,28,0,0,0,3759,4034,7786,142,178,325,65,63,124,5250,5596,10847,1062,1017,2080,16677,16823,33500,Barossa
40502,6726,6460,13186,1044,1054,2092,60,54,115,59,59,110,66,69,133,1598,1768,3370,58,45,103,14,22,35,73,72,148,4,6,9,0,0,0,1927,2098,4021,121,112,239,50,45,100,3143,3311,6450,828,817,1639,10694,10584,21281,Lower North
40503,8306,8201,16513,1536,1682,3219,83,87,167,48,63,107,92,85,180,1415,1565,2984,63,70,127,20,19,40,51,53,101,0,3,3,0,3,0,1779,1936,3715,91,117,206,59,53,108,3459,3788,7246,1018,1041,2059,12783,13032,25817,Mid North
40504,7485,7159,14644,1242,1319,2561,67,59,120,70,55,124,81,71,147,1967,2043,4009,44,54,99,3,6,6,78,63,137,5,4,7,0,0,0,2309,2350,4667,48,85,127,48,35,80,3645,3792,7435,1032,1001,2030,12166,11948,24110,Yorke Peninsula
40601,16103,15517,31621,4214,4378,8587,146,130,278,141,127,259,204,206,410,2586,2752,5337,183,177,359,26,27,52,116,125,238,5,12,16,0,0,0,3405,3535,6946,294,349,646,174,150,322,8086,8415,16503,2563,2345,4913,26754,26275,53034,Eyre Peninsula and South West
40602,6845,6288,13137,1557,1635,3187,138,119,253,126,86,209,176,121,300,1591,1355,2943,115,100,217,31,31,57,99,106,205,0,7,9,0,0,0,2269,1917,4184,181,246,422,78,51,135,4077,3853,7933,2064,1295,3353,12993,11432,24420,Outback - North and East
40701,13175,13709,26885,2549,2883,5437,224,233,452,201,231,434,224,229,453,4528,4909,9435,136,158,292,44,55,102,130,145,282,17,23,40,0,0,0,5508,5980,11487,262,310,576,124,121,245,8442,9300,17737,1764,1835,3602,23383,24839,48221,Fleurieu - Kangaroo Island
40702,18409,17851,36262,3445,3597,7049,229,195,420,747,712,1460,236,228,463,3964,4326,8288,173,154,329,55,44,93,82,84,166,11,5,19,0,0,0,5500,5744,11245,696,560,1259,148,138,285,9795,10041,19835,2706,2214,4921,30909,30107,61020,Limestone Coast
40703,19832,19183,39018,3597,3908,7509,210,238,445,330,346,672,238,233,472,4581,4719,9306,176,157,329,35,37,68,165,176,341,6,10,16,0,3,3,5730,5916,11651,847,796,1643,170,140,308,10343,10760,21099,3204,2516,5716,33381,32459,65835,Murray and Mallee
50101,10816,10987,21801,3837,4143,7987,156,172,332,160,176,338,158,166,324,82,69,152,5013,5449,10461,46,41,92,45,38,83,13,11,24,6,7,9,5679,6130,11807,775,906,1681,147,173,321,10436,11359,21792,2030,1973,4003,23287,24312,47602,Augusta - Margaret River - Busselton
50102,24744,24879,49627,4314,4588,8905,232,256,490,287,297,583,377,423,795,113,130,246,10656,11702,22353,83,98,180,129,143,273,16,7,21,8,5,13,11902,13061,24958,1718,1863,3587,301,306,607,18232,19816,38056,4378,3919,8297,47359,48622,95972,Bunbury
50103,6519,6284,12804,1091,1240,2334,37,37,75,32,35,61,44,46,89,29,20,54,1763,1928,3688,15,13,24,12,14,28,0,0,0,4,0,3,1934,2095,4031,174,184,362,38,38,73,3233,3563,6796,1021,1016,2037,10777,10863,21636,Manjimup
50201,20293,20853,41146,3428,3779,7211,394,397,791,336,382,718,497,538,1031,145,156,301,12793,14229,27024,106,127,236,169,163,335,31,23,49,7,0,10,14485,16023,30505,2125,2425,4554,335,328,660,20367,22559,42926,3631,3472,7102,44292,46881,91173,Mandurah
50301,15304,16743,32048,2109,2072,4182,424,423,852,378,387,768,275,279,552,121,113,236,7258,7574,14830,22,25,40,43,36,83,52,43,97,0,3,3,8562,8893,17457,3366,3425,6783,153,166,320,14186,14557,28742,1891,1983,3871,31380,33285,64660,Cottesloe - Claremont
50302,18216,18992,37210,2739,2643,5381,754,719,1474,717,771,1486,583,505,1086,211,198,410,11701,11572,23275,63,64,129,87,82,169,86,100,186,5,8,11,14203,14020,28224,7338,7661,15001,433,356,792,24710,24685,49394,5058,4793,9855,47988,48469,96459,Perth City
50401,19367,20028,39393,1982,1970,3949,296,278,574,323,316,645,260,232,489,87,77,164,8814,8840,17653,55,41,95,63,70,133,34,36,70,3,0,9,9933,9890,19822,3251,3403,6652,332,309,640,15502,15564,31065,2562,2560,5119,37429,38150,75580,Bayswater - Bassendean
50402,11444,11574,23017,960,1003,1966,74,88,154,68,81,142,93,100,195,36,41,77,4287,4417,8708,20,13,34,30,36,68,9,6,19,0,0,0,4618,4791,9402,478,525,1005,112,105,214,6171,6421,12587,3094,1180,4277,20707,19175,39886,Mundaring
40103,11157,12589,23749,830,907,1736,223,248,476,191,238,431,125,123,251,4482,4994,9476,71,81,148,29,16,45,43,56,94,32,32,64,0,0,0,5193,5788,10982,1666,1879,3547,61,56,116,7751,8627,16373,861,968,1831,19768,22185,41951,Burnside
50403,28924,29017,57943,3455,3693,7149,413,381,801,367,346,712,441,458,899,173,158,325,16770,17097,33866,68,77,144,128,107,235,49,41,91,3,3,8,18401,18677,37081,3407,3842,7247,382,334,712,25647,26544,52186,4246,4437,8685,58817,59997,118812,Swan
50501,43670,44920,88594,2845,2886,5737,449,449,900,429,442,874,448,435,879,126,114,238,15342,15795,31136,60,74,135,72,75,148,51,53,109,4,8,17,16984,17452,34435,5006,5125,10130,354,361,713,25186,25823,51013,3313,3027,6342,72176,73777,145945,Joondalup
50502,42934,46420,89359,4333,4426,8763,733,740,1474,722,712,1434,589,551,1141,245,224,465,22322,23317,45640,111,121,226,140,115,255,90,86,173,3,3,10,24958,25860,50817,8767,8913,17678,584,507,1088,38639,39703,78348,6152,6459,12613,87725,92587,180314,Stirling
50503,41221,41779,83001,5152,5420,10575,657,659,1320,484,512,999,571,598,1170,234,229,461,23632,24951,48581,95,110,207,142,134,273,60,65,121,3,3,6,25875,27267,53138,6826,7323,14153,520,448,964,38380,40451,78826,5624,5534,11160,85228,87764,172993,Wanneroo
50601,16835,16812,33648,1751,1833,3580,220,243,465,215,205,417,226,256,488,103,103,206,11389,11734,23128,42,38,86,70,65,128,23,20,42,3,9,11,12294,12664,24957,2312,2696,5010,256,247,507,16612,17443,34050,2561,2377,4937,36001,36633,72640,Armadale
50602,13594,13776,27370,1804,1744,3552,329,268,596,333,280,611,351,281,634,135,104,241,8266,7774,16037,37,35,73,75,56,131,36,32,63,0,0,6,9564,8837,18400,4717,4574,9296,303,209,510,16385,15366,31758,3743,3331,7070,33725,32471,66195,Belmont - Victoria Park
50603,21326,22516,43851,2257,2198,4449,338,309,642,398,316,712,239,220,456,172,141,310,9079,8977,18051,50,50,92,58,52,114,37,36,72,19,14,29,10369,10105,20478,7200,6615,13807,304,260,563,20128,19168,39304,2586,2662,5244,44048,44353,88395,Canning
50604,29416,29124,58541,2580,2586,5162,371,313,681,366,331,699,310,292,595,224,185,411,12194,11924,24124,60,51,108,77,72,143,29,30,55,27,17,39,13654,13202,26857,5415,5615,11029,349,269,616,21989,21668,43663,4172,2993,7164,55573,53791,109366,Gosnells
50605,15713,16006,31723,1627,1704,3329,121,125,246,124,133,261,150,164,316,36,34,75,5900,6156,12058,21,19,34,33,31,69,14,15,31,3,3,4,6405,6689,13094,1065,1240,2304,123,110,231,9219,9742,18959,1713,1528,3243,26644,27283,53926,Kalamunda
50606,5449,5249,10696,639,689,1328,56,43,103,67,58,121,59,58,120,28,27,53,4400,4595,8992,15,20,28,16,26,43,4,6,15,0,0,0,4652,4824,9478,450,554,1007,94,82,171,5833,6156,11989,1143,725,1862,12428,12123,24549,Serpentine - Jarrahdale
50607,8607,9509,18115,1103,1171,2270,206,191,398,218,208,426,144,163,310,66,71,135,5256,5273,10531,34,23,58,33,45,82,16,19,35,9,0,10,5985,5996,11983,2261,2225,4487,153,133,287,9504,9523,19029,1430,1500,2926,19538,20532,40070,South Perth
50701,23882,24555,48441,1983,2106,4089,382,381,760,332,343,676,364,359,720,118,130,253,12234,12855,25085,72,66,134,86,83,173,48,43,92,12,3,16,13641,14257,27905,3594,3756,7352,310,264,571,19527,20392,39915,3165,3034,6196,46575,47978,94553,Cockburn
50702,8180,8908,17082,872,880,1747,188,224,416,171,222,396,150,149,308,44,43,80,4105,4466,8568,28,44,71,35,37,69,28,27,54,4,3,4,4755,5215,9969,1177,1237,2412,137,128,264,6937,7455,14394,1656,1617,3274,16770,17977,34748,Fremantle
50703,7397,7286,14681,771,854,1620,169,127,293,130,114,241,163,170,330,68,67,136,5526,5612,11141,34,26,62,49,30,80,21,18,33,3,4,8,6147,6174,12321,1314,1559,2880,154,104,256,8385,8689,17078,2424,1338,3764,18211,17311,35530,Kwinana
50704,26079,28542,54620,2287,2413,4698,332,358,686,365,388,748,321,343,664,103,111,213,10445,11126,21572,32,34,64,71,78,151,36,47,77,5,7,16,11706,12493,24196,3301,3485,6788,189,186,372,17475,18572,36052,2437,2541,4974,45996,49657,95653,Melville
50705,25609,25980,51584,4477,4713,9184,810,732,1539,650,599,1247,798,741,1538,213,238,446,15188,16288,31480,168,175,347,209,206,418,68,52,116,8,7,18,18122,19029,37157,3649,3998,7649,386,313,691,26633,28053,54682,5015,4419,9429,57250,58448,115696,Rockingham
50901,14887,14989,29875,2702,2822,5530,116,100,220,97,105,205,174,155,328,71,71,140,6028,6431,12458,27,41,72,38,40,76,6,9,15,0,0,0,6570,6949,13512,667,712,1384,152,129,281,10091,10617,20704,2922,2321,5245,27902,27928,55823,Albany
50902,15166,13968,29131,2379,2461,4846,92,106,201,83,92,175,138,133,272,64,64,128,5126,4999,10128,24,24,55,56,69,122,10,6,13,3,0,5,5603,5503,11099,751,732,1482,148,117,267,8886,8811,17697,3368,2562,5928,27415,25337,52757,Wheat Belt - North
50903,5516,5165,10683,975,957,1934,31,35,66,53,36,83,44,60,105,19,22,45,1611,1623,3228,16,10,25,19,26,45,5,9,10,0,0,0,1796,1810,3611,170,220,386,50,37,87,2994,3019,6012,1159,1056,2215,9669,9248,18908,Wheat Belt - South
51001,6933,6793,13726,2256,2459,4716,253,255,508,297,326,624,332,334,664,116,107,218,2201,2387,4590,41,51,93,185,186,376,15,14,26,3,3,5,3448,3661,7107,557,641,1199,346,296,646,6608,7056,13667,2093,1926,4014,15628,15777,31408,Kimberley
51002,3708,2456,6157,1419,1302,2722,397,287,683,266,201,468,633,454,1093,147,93,237,3457,2179,5631,69,51,123,85,58,145,10,4,11,3,0,3,5064,3322,8393,750,670,1420,138,118,251,7375,5416,12785,2675,1455,4136,13755,9324,23079,East Pilbara
51003,4544,2837,7380,2407,2084,4492,645,259,905,482,240,718,1226,548,1774,230,121,355,5046,3185,8231,94,60,157,197,134,330,14,3,16,3,3,6,7941,4555,12493,1313,828,2141,122,111,232,11781,7572,19356,3622,1410,5033,19949,11823,31769,West Pilbara
51101,3884,3750,7631,1180,1194,2367,49,44,91,47,58,102,46,45,90,44,34,80,1095,1116,2217,13,14,29,24,19,46,0,3,4,3,3,3,1327,1335,2665,158,176,334,37,40,77,2698,2748,5445,999,887,1884,7582,7383,14961,Esperance
51102,2193,1885,4072,608,553,1169,58,42,100,31,44,79,71,64,131,30,26,58,735,728,1466,8,6,16,32,37,70,0,3,4,3,7,4,971,958,1926,177,208,383,38,23,56,1790,1740,3537,663,571,1230,4647,4194,8840,Gascoyne
51103,8206,7250,15456,1753,1700,3456,291,227,509,279,234,517,360,336,696,225,165,390,3892,3480,7374,147,132,283,69,70,140,13,12,28,3,3,8,5276,4666,9940,1135,1117,2251,260,225,483,8423,7697,16127,2519,1809,4325,19154,16753,35904,Goldfields
51104,13291,12605,25896,2424,2550,4982,144,153,294,117,128,245,187,162,350,80,77,152,5439,5667,11100,38,31,68,73,64,141,15,22,33,4,0,3,6091,6303,12395,712,772,1477,178,146,320,9404,9772,19169,3103,2472,5577,25794,24848,50640,Mid West
60101,4700,4711,9414,560,685,1246,36,62,95,57,59,119,70,80,147,12,13,27,30,44,70,1417,1636,3054,7,8,12,0,3,5,0,0,0,1631,1902,3527,44,48,88,74,63,134,2305,2690,4994,645,673,1318,7645,8078,15724,Brighton
60102,14166,15269,29434,1329,1443,2768,265,274,536,255,285,534,290,342,627,61,74,142,128,131,264,5028,5707,10736,47,42,95,29,30,59,0,0,0,6100,6887,12986,375,414,790,103,101,204,7910,8842,16750,1807,1498,3309,23884,25613,49491,Hobart - North East
60103,14002,14797,28799,1178,1343,2522,193,194,380,228,240,467,271,293,562,50,61,110,126,141,264,5324,5820,11147,31,31,59,16,24,39,3,3,4,6236,6799,13037,666,730,1398,145,129,265,8227,9000,17226,1857,2046,3908,24088,25850,49929,Hobart - North West
60104,8580,9302,17881,1162,1248,2401,210,259,466,208,250,457,223,289,511,39,64,97,114,114,228,2928,3211,6141,48,45,92,37,55,94,0,0,0,3809,4279,8091,350,390,745,85,80,168,5407,5991,11397,770,764,1529,14758,16054,30810,Hobart - South and West
60105,11284,12272,23559,1215,1224,2437,506,534,1044,632,734,1364,410,430,839,128,110,238,216,205,424,5128,5237,10359,62,50,111,87,78,167,3,0,8,7159,7393,14556,1986,2164,4151,170,172,347,10533,10955,21488,1644,1593,3232,23461,24818,48277,Hobart Inner
60106,4429,4425,8849,602,687,1293,104,110,217,115,112,224,128,133,260,15,24,38,48,46,93,1317,1419,2738,25,14,42,9,8,13,0,0,0,1752,1862,3616,69,81,146,33,35,73,2461,2673,5136,540,587,1123,7433,7678,15111,Sorell - Dodges Ferry
60201,19863,21401,41263,1826,1983,3814,475,449,928,531,537,1066,496,530,1027,141,126,266,298,319,616,8442,9601,18042,58,79,133,31,27,55,0,0,0,10465,11670,22132,1410,1343,2753,196,170,369,13893,15164,29062,2798,3077,5874,36557,39644,76203,Launceston
60202,6646,6526,13165,804,947,1752,175,193,365,174,168,348,203,244,449,55,65,117,120,124,248,1398,1498,2898,21,19,40,8,11,19,0,0,3,2166,2318,4487,83,96,182,40,46,88,3095,3411,6510,840,849,1693,10578,10789,21369,Meander Valley - West Tamar
60203,11007,10703,21715,1621,1754,3374,266,259,520,227,225,454,368,384,751,69,74,145,196,193,391,1992,2113,4100,40,35,78,16,16,35,0,0,0,3175,3299,6474,128,170,297,72,78,151,5001,5293,10293,1668,1564,3229,17678,17564,35236,North East
60301,3758,3296,7051,340,323,662,52,59,118,49,53,104,83,92,178,18,17,29,57,56,115,681,676,1358,6,6,17,4,3,7,0,0,0,958,960,1919,24,28,48,20,15,35,1340,1323,2666,502,456,959,5604,5070,10674,Central Highlands (Tas.)
60302,5463,5197,10660,798,801,1602,260,264,522,168,174,343,280,301,581,83,84,160,195,210,407,948,1035,1983,33,39,76,23,19,40,3,0,3,1998,2124,4117,156,174,328,45,32,73,2993,3124,6123,701,692,1393,9153,9014,18170,Huon - Bruny Island
60303,1993,1828,3823,273,279,553,59,57,115,57,51,105,54,50,102,11,6,20,39,38,71,403,409,813,10,8,18,3,4,9,0,0,0,638,624,1264,44,54,105,9,14,22,964,970,1932,360,383,747,3322,3186,6508,South East Coast
40302,23024,24837,47859,1568,1714,3284,348,374,724,332,361,693,230,273,500,9713,10719,20428,116,129,240,37,41,78,149,175,319,53,51,105,0,0,0,10971,12110,23084,2633,3010,5643,304,288,591,15479,17120,32598,2038,2242,4280,40542,44201,84741,Marion
60401,13078,13787,26863,1634,1880,3514,224,253,472,207,237,448,336,359,699,67,71,144,186,206,391,3888,4379,8269,33,40,71,12,12,27,0,0,0,4960,5555,10517,199,232,426,140,135,272,6929,7802,14733,1620,1692,3310,21628,23281,44908,Burnie - Ulverstone
60402,12077,12521,24594,1701,1910,3611,231,264,497,297,313,611,350,382,733,84,90,175,198,208,402,3409,3953,7364,38,32,73,18,18,36,0,0,0,4628,5264,9889,225,269,495,111,90,199,6673,7533,14199,1494,1614,3104,20236,21661,41905,Devonport
