gml_id,sa3_code16,p_aged_15_yr_over_m,p_aged_15_yr_over_f,p_aged_15_yr_over_p,lab_for_st_empl_worked_ft_m,lab_for_st_empl_worked_ft_f,lab_for_st_empl_worked_ft_p,lab_for_st_empl_worked_pt_m,lab_for_st_empl_worked_pt_f,lab_for_st_empl_worked_pt_p,lab_for_st_empl_awy_frm_wrk_m,lab_for_st_empl_awy_frm_wrk_f,lab_for_st_empl_awy_frm_wrk_p,lab_for_st_unemp_lkg_fr_wrk_m,lab_for_st_unemp_lkg_fr_wrk_f,lab_for_st_unemp_lkg_fr_wrk_p,lab_for_st_tot_labour_force_m,lab_for_st_tot_labour_force_f,lab_for_st_tot_labour_force_p,lab_for_st_n_the_lbour_frce_m,lab_for_st_n_the_lbour_frce_f,lab_for_st_n_the_lbour_frce_p,percent_unemployment_m,percent_unemployment_f,percent_unemployment_p,pcent_lab_force_particip_m,pcent_lab_force_particip_f,pcent_lab_force_particip_p,pcent_employmnt_to_pop_m,pcent_employmnt_to_pop_f,pcent_employmnt_to_pop_p,non_sc_quals_postgrad_deg_m,non_sc_quals_postgrad_deg_f,non_sc_quals_postgrad_deg_p,non_sc_qua_gra_dip_gra_cer_m,non_sc_qua_gra_dip_gra_cer_f,non_sc_qua_gra_dip_gra_cer_p,non_sc_quals_bachelor_deg_m,non_sc_quals_bachelor_deg_f,non_sc_quals_bachelor_deg_p,non_sc_quals_adv_dip_dip_m,non_sc_quals_adv_dip_dip_f,non_sc_quals_adv_dip_dip_p,non_sc_quals_cert3a4_level_m,non_sc_quals_cert3a4_level_f,non_sc_quals_cert3a4_level_p,non_sc_quals_cert1a2_level_m,non_sc_quals_cert1a2_level_f,non_sc_quals_cert1a2_level_p,non_sc_quals_certnfd_level_m,non_sc_quals_certnfd_level_f,non_sc_quals_certnfd_level_p,non_sc_quals_certtot_level_m,non_sc_quals_certtot_level_f,non_sc_quals_certtot_level_p,mig_lvd_same_add_1_yr_ago_m,mig_lvd_same_add_1_yr_ago_f,mig_lvd_same_add_1_yr_ago_p,mig_lvd_diff_add_1_yr_ago_m,mig_lvd_diff_add_1_yr_ago_f,mig_lvd_diff_add_1_yr_ago_p,mig_lvd_same_add_5_yr_ago_m,mig_lvd_same_add_5_yr_ago_f,mig_lvd_same_add_5_yr_ago_p,mig_lvd_diff_add_5_yr_ago_m,mig_lvd_diff_add_5_yr_ago_f,mig_lvd_diff_add_5_yr_ago_p,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_628a,"30203","15600","16104","31697","8140","5589","13729","2074","3698","5773","446","539","985","735","632","1367","11390","10461","21852","3443","4677","8121",6.5,6,6.3,73,65,68.9,68.3,61,64.6,"764","844","1607","317","482","799","2521","3276","5796","1432","1763","3201","3364","1644","5007","149","192","344","218","306","522","3730","2145","5873","13684","13839","27525","3509","3539","7051","8016","8243","16259","8580","8586","17162",Nundah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_628b,"30204","22061","24291","46355","10548","6909","17454","2874","5828","8701","615","758","1380","1074","953","2028","15113","14444","29558","6004","8740","14746",7.1,6.6,6.9,68.5,59.5,63.8,63.6,55.6,59.4,"861","921","1780","335","603","940","2789","4159","6942","1976","2706","4684","5369","2724","8098","222","306","532","351","476","826","5944","3508","9452","21169","22565","43736","4415","4678","9094","13095","14169","27267","11319","12113","23435",Sandgate
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_628c,"30301","18846","21231","40080","9932","6645","16577","2588","5596","8183","427","663","1090","769","661","1423","13710","13566","27275","4357","6777","11135",5.6,4.9,5.2,72.7,63.9,68.1,68.7,60.8,64.5,"1332","1308","2647","478","809","1288","3916","5077","8988","1718","2175","3895","3574","1644","5218","129","211","336","268","408","671","3967","2258","6225","17914","19545","37460","3943","4360","8301","11744","12864","24608","9266","10193","19459",Carindale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_628d,"30302","29500","30789","60288","13992","10253","24243","4722","7737","12461","723","975","1695","1492","1201","2694","20935","20159","41097","6508","8632","15137",7.1,6,6.6,71,65.5,68.2,65.9,61.6,63.7,"2651","2695","5342","787","1365","2146","7066","8586","15653","2449","3021","5472","4421","2152","6571","221","269","488","341","469","808","4976","2888","7864","23869","24747","48612","7623","7783","15409","13893","14545","28436","16735","17160","33898",Holland Park - Yeronga
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_628e,"30303","27754","30073","57824","12372","7779","20152","4195","7276","11471","670","857","1523","1402","1375","2780","18645","17285","35930","7913","11525","19440",7.5,8,7.7,67.2,57.5,62.1,62.1,52.9,57.3,"2317","2247","4567","538","889","1424","5517","6877","12392","2508","2842","5349","4594","2128","6719","199","332","531","329","594","926","5120","3052","8179","25321","27005","52320","6374","6799","13176","15761","17013","32779","14784","15642","30435",Mt Gravatt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_628f,"30304","15515","15997","31508","6905","4422","11329","2436","4019","6450","394","537","936","851","716","1571","10590","9696","20283","4107","5473","9583",8,7.4,7.7,68.3,60.6,64.4,62.7,56.1,59.4,"1370","1360","2736","345","595","943","3147","3757","6906","1259","1503","2763","2753","1198","3953","112","171","284","192","264","453","3062","1628","4691","13969","14331","28302","3551","3457","7010","8637","9277","17909","8143","7842","15980",Nathan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6290,"30305","22613","23699","46316","10965","6813","17778","3227","5568","8798","599","755","1355","1352","1207","2557","16145","14345","30489","5506","8418","13930",8.4,8.4,8.4,71.4,60.5,65.8,65.4,55.4,60.3,"1672","1597","3268","269","451","718","3706","4633","8334","1947","2398","4347","4239","2148","6388","183","307","490","288","461","747","4712","2909","7624","22263","22778","45043","4660","4889","9547","13420","13888","27307","11995","12423","24417",Rocklea - Acacia Ridge
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6291,"30905","12130","13247","25377","5935","3426","9365","1850","4175","6025","327","440","771","503","457","960","8620","8498","17120","2934","4127","7058",5.8,5.4,5.6,71.1,64.2,67.5,66.9,60.7,63.7,"429","492","922","166","351","515","1346","2114","3458","1091","1740","2836","3534","1672","5213","67","173","245","226","376","604","3835","2220","6053","12334","13116","25446","2337","2589","4923","7818","8174","15994","6268","6957","13230",Mudgeeraba - Tallebudgera
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6292,"30906","25417","27450","52868","12011","7194","19203","3588","7535","11120","674","815","1482","1223","1153","2375","17490","16695","34187","6377","9077","15451",7,6.9,6.9,68.8,60.8,64.7,64,56.6,60.2,"618","664","1285","236","518","752","2198","3458","5661","2036","3320","5355","7280","3783","11055","233","401","636","441","757","1193","7954","4938","12887","24443","25508","49952","5036","5493","10526","15216","15613","30826","13047","14305","27355",Nerang
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6293,"30907","43641","47020","90658","22827","13101","35931","5333","12636","17969","1269","1464","2732","2049","2143","4195","31487","29345","60834","9357","14621","23975",6.5,7.3,6.9,72.2,62.4,67.1,67.4,57.8,62.5,"1062","1176","2240","403","794","1190","3691","5728","9416","3639","6009","9650","12809","6679","19486","402","691","1086","817","1331","2144","14023","8693","22717","40816","42327","83141","12094","13122","25219","21195","21597","42788","28682","30942","59625",Ormeau - Oxenford
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6294,"31503","8778","8557","17334","4046","2638","6682","592","1450","2036","428","453","879","224","152","379","5283","4692","9971","2730","3164","5889",4.2,3.2,3.8,60.2,54.8,57.5,57.7,53.1,55.4,"123","142","265","69","160","225","453","1003","1455","513","711","1221","2033","937","2971","98","146","246","121","186","309","2259","1272","3527","8115","7767","15886","1320","1402","2718","5831","5410","11240","3136","3331","6464",Outback - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6295,"31601","19633","23227","42861","8561","5101","13658","2813","6640","9449","526","662","1188","966","1014","1977","12865","13418","26277","5919","8797","14719",7.5,7.6,7.5,65.5,57.8,61.3,60.6,53.4,56.7,"756","730","1489","327","598","921","2443","3811","6255","1890","2780","4670","5231","2913","8143","169","339","506","339","617","955","5736","3865","9608","18043","20511","38555","5098","5891","10989","10341","11719","22060","11965","13923","25885",Buderim
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6296,"31602","31510","35607","67119","12422","7074","19499","4039","8967","13006","877","1004","1881","1351","1255","2604","18695","18294","36986","11150","15398","26545",7.2,6.9,7,59.3,51.4,55.1,55,47.9,51.2,"771","807","1582","404","754","1155","3092","4637","7727","2572","3903","6476","9333","4412","13743","280","529","806","571","987","1558","10181","5927","16110","28455","31037","59496","7310","8074","15385","16928","18423","35345","17676","19606","37280",Caloundra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6297,"31603","24992","27919","52912","9337","5897","15231","3291","6752","10040","757","803","1557","1079","965","2042","14465","14413","28874","8446","11101","19553",7.5,6.7,7.1,57.9,51.6,54.6,53.6,48.2,50.7,"698","801","1500","348","667","1009","2794","4012","6802","2108","3083","5195","6962","3265","10229","210","364","568","467","726","1191","7634","4350","11985","20692","22376","43063","5503","6034","11536","12506","13431","25934","13044","14402","27444",Maroochy
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6298,"31605","17782","20228","38002","6016","3669","9682","2571","5013","7587","569","610","1177","649","576","1228","9801","9869","19671","6663","8791","15455",6.6,5.8,6.2,55.1,48.8,51.8,51.5,45.9,48.5,"689","666","1359","274","554","822","2425","3141","5562","1716","2703","4424","4481","2086","6573","126","254","376","357","584","942","4958","2926","7891","15548","17174","32724","3982","4383","8364","9109","9979","19090","9954","11137","21088",Noosa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6299,"31606","19410","20930","40344","7469","4092","11555","2716","5806","8525","625","617","1240","856","769","1625","11660","11286","22950","6691","8558","15251",7.3,6.8,7.1,60.1,53.9,56.9,55.7,50.2,52.8,"519","572","1087","281","544","826","1704","2920","4623","1632","2577","4207","5679","2626","8302","185","329","519","389","608","997","6258","3561","9819","18683","19610","38291","3525","3837","7366","12452","12797","25249","8922","9851","18775",Sunshine Coast Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_629a,"31607","16355","17779","34137","6520","3598","10120","2251","4865","7112","488","497","980","803","710","1510","10060","9668","19726","5237","7023","12262",8,7.3,7.7,61.5,54.4,57.8,56.6,50.4,53.3,"311","395","707","169","426","593","1255","2325","3587","1168","2089","3256","5053","2465","7520","170","264","428","285","444","726","5500","3169","8672","15410","16487","31894","3262","3522","6784","9805","10158","19963","8135","9009","17142",Nambour
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_629b,"31608","8593","9066","17655","2986","1739","4725","1324","2518","3840","271","265","536","395","304","703","4980","4824","9805","3087","3727","6815",7.9,6.3,7.2,58,53.2,55.5,53.3,49.9,51.5,"236","238","472","127","235","361","799","1281","2078","736","1147","1884","2612","1106","3723","67","147","206","162","273","438","2833","1527","4360","8308","8529","16843","1485","1643","3126","5550","5616","11162","3965","4265","8231",Noosa Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_629c,"31801","17986","17944","35932","7369","3769","11139","1450","3899","5349","616","535","1157","816","634","1455","10252","8844","19091","6314","7644","13955",8,7.2,7.6,57,49.3,53.1,52.5,45.7,49.1,"161","153","313","112","204","314","792","1497","2295","671","1182","1854","4996","1873","6867","190","308","496","218","340","559","5400","2522","7925","17595","17275","34874","2554","2512","5060","13169","12721","25899","6001","6165","12163",Charters Towers - Ayr - Ingham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_629d,"31802","74391","77267","151655","32852","21825","54677","8170","17812","25980","2315","2622","4938","4733","3780","8514","48069","46036","94106","20028","25478","45510",9.8,8.2,9,64.6,59.6,62.1,58.3,54.7,56.4,"1974","2142","4116","730","1615","2345","6230","11079","17306","4882","6950","11837","20444","9940","30383","733","1225","1958","944","1449","2391","22119","12613","34732","65956","67864","133818","16669","17809","34480","39978","40645","80626","38820","41773","80596",Townsville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_629e,"31901","35372","38010","73381","11779","7143","18920","3707","7855","11564","918","942","1862","2160","1616","3774","18564","17566","36122","14205","17732","31933",11.6,9.2,10.4,52.5,46.2,49.2,46.4,41.9,44.1,"493","481","971","292","559","850","1931","3752","5682","1804","2982","4790","9876","4578","14454","429","709","1140","584","826","1412","10890","6118","17007","32825","34320","67145","6432","6943","13376","21997","22497","44491","15794","17389","33183",Bundaberg
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_629f,"31902","20117","19965","40085","6847","3784","10626","1918","4038","5949","600","542","1145","874","691","1561","10237","9051","19289","8036","9230","17273",8.5,7.6,8.1,50.9,45.3,48.1,46.6,41.9,44.2,"161","193","355","101","258","354","854","1667","2516","907","1625","2536","4742","2395","7137","243","435","679","319","490","809","5309","3321","8628","18774","18477","37255","3359","3535","6898","13226","12839","26064","7757","8097","15854",Burnett
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62a0,"31903","19904","20749","40648","6263","3302","9565","2139","4489","6631","600","584","1179","1045","842","1888","10053","9217","19262","8166","9847","18011",10.4,9.1,9.8,50.5,44.4,47.4,45.2,40.4,42.7,"216","224","440","135","304","439","912","1751","2660","1086","1957","3042","5642","2740","8379","290","412","697","364","488","847","6293","3635","9930","18484","18757","37237","3553","3794","7349","12405","12335","24745","8671","9367","18036",Gympie - Cooloola
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62a1,"31904","23169","26140","49311","5951","4101","10053","2470","4892","7360","622","662","1287","1357","1110","2471","10400","10761","21163","10903","13316","24219",13,10.3,11.7,44.9,41.2,42.9,39,36.9,37.9,"350","400","751","221","433","650","1379","2494","3875","1566","2278","3842","6627","3310","9938","268","405","674","433","705","1137","7333","4417","11750","20513","22361","42873","4640","5306","9952","12904","13908","26803","11492","13059","24548",Hervey Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62a2,"30306","20087","20304","40385","8019","4633","12651","3412","4599","8007","474","527","997","1351","1068","2413","13252","10818","24067","5998","8617","14613",10.2,9.9,10,66,53.3,59.6,59.3,48.1,53.6,"1774","1560","3329","268","423","687","3862","4313","8177","1805","1972","3778","2858","1400","4252","139","169","314","248","349","599","3247","1917","5168","17776","18296","36076","4964","4715","9681","10898","11506","22408","10895","10508","21402",Sunnybank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62a3,"30401","12182","13318","25499","6417","3946","10364","1648","3739","5381","290","396","686","566","466","1028","8920","8550","17465","2921","4222","7138",6.3,5.5,5.9,73.2,64.2,68.5,68.6,60.7,64.4,"1144","896","2043","294","507","804","2675","3189","5862","1195","1547","2742","2259","1105","3360","75","132","208","175","289","470","2505","1534","4041","12781","13496","26275","1954","2094","4047","8779","9452","18229","5356","5540","10894",Centenary
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62a4,"30402","16624","18295","34921","8198","4837","13033","2420","5345","7762","384","520","903","743","648","1390","11747","11351","23095","4413","6288","10703",6.3,5.7,6,70.7,62,66.1,66.2,58.5,62.1,"2413","1865","4277","495","873","1366","4288","5078","9363","1537","2050","3582","2175","1068","3241","66","176","250","213","366","578","2459","1612","4068","17550","18626","36175","2916","3032","5947","11944","12580","24524","7864","8369","16226",Kenmore - Brookfield - Moggill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62a5,"30403","20532","22321","42855","8197","5274","13470","3407","5636","9047","493","704","1197","1282","1246","2530","13379","12861","26237","6241","8431","14675",9.6,9.7,9.6,65.2,57.6,61.2,58.9,52,55.3,"3077","2656","5735","529","881","1416","5592","6420","12007","1362","1681","3045","1797","1046","2844","122","192","312","184","282","467","2107","1524","3630","16194","17184","33378","6412","6889","13295","8778","9408","18183","13372","14211","27582",Sherwood - Indooroopilly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62a6,"30404","18573","20287","38859","9704","5917","15623","2389","5459","7848","481","646","1123","886","706","1596","13457","12732","26194","4521","6769","11289",6.6,5.5,6.1,72.5,62.8,67.4,67.7,59.3,63.3,"1363","1246","2609","500","871","1377","3636","4711","8346","1921","2223","4141","3604","1883","5483","186","197","377","235","364","598","4024","2437","6462","18674","19871","38550","3690","3617","7315","11844","12880","24730","9580","9751","19337",The Gap - Enoggera
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62a7,"30501","35158","33360","68510","15312","10898","26203","5182","6857","12039","838","995","1830","1800","1508","3305","23126","20257","43384","6902","8614","15513",7.8,7.4,7.6,65.8,60.7,63.3,60.7,56.2,58.5,"3557","3376","6935","835","1207","2043","8736","9091","17821","2669","2745","5410","3613","1805","5419","217","295","505","383","450","831","4205","2548","6761","20344","19281","39624","11336","11227","22563","9475","9272","18744","21982","21056","43038",Brisbane Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62a8,"30502","15539","16610","32148","8893","6374","15268","2129","4262","6392","338","551","886","610","540","1151","11965","11731","23694","2696","3914","6612",5.1,4.6,4.9,77,70.6,73.7,73.1,67.4,70.1,"1273","1357","2628","417","771","1190","3851","4698","8551","1443","1786","3227","2624","1269","3891","94","135","230","170","308","477","2888","1711","4597","13293","13821","27114","4244","4492","8734","7188","7546","14735","9700","10112","19811",Brisbane Inner - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62a9,"30503","36129","37622","73756","18448","13190","31636","5148","8991","14139","940","1163","2102","1600","1385","2982","26132","24734","50866","7002","9908","16908",6.1,5.6,5.9,72.3,65.7,69,67.9,62,64.9,"3284","3087","6369","995","1562","2555","9206","10578","19787","3173","3619","6789","4818","2553","7366","235","302","544","430","535","966","5485","3388","8874","27667","28443","56107","10210","10712","20926","15107","15857","30964","21822","22460","44286",Brisbane Inner - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62aa,"30504","22240","23613","45853","11260","7821","19078","3462","6481","9949","494","773","1266","1032","897","1927","16241","15976","32220","4666","6348","11010",6.4,5.6,6,73,67.7,70.3,68.4,63.8,66.1,"2718","2606","5329","699","1194","1897","6519","7583","14101","1661","1989","3649","2514","1313","3826","117","150","270","222","299","521","2856","1762","4618","18572","19284","37853","6082","6517","12603","10922","11546","22464","12999","13662","26666",Brisbane Inner - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62ab,"30601","21166","23065","44235","9485","6956","16440","2790","5872","8661","809","844","1651","982","779","1763","14062","14459","28518","5383","6761","12144",7,5.4,6.2,66.4,62.7,64.5,61.8,59.3,60.5,"732","925","1659","354","668","1021","2350","4029","6374","2005","2819","4820","6003","2685","8687","194","270","462","362","549","917","6560","3509","10063","19185","20050","39231","4689","5261","9949","11605","11969","23577","11355","12638","23989",Cairns - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62ac,"30602","42243","44522","86770","16905","11568","28471","5036","9736","14768","1418","1503","2923","2386","1939","4321","25745","24741","50489","11114","14439","25546",9.3,7.8,8.6,60.9,55.6,58.2,55.3,51.2,53.2,"914","1097","2011","379","861","1248","3600","5712","9311","2960","4296","7256","10866","5265","16125","496","762","1260","636","996","1634","11998","7025","19020","36298","37372","73672","8891","9574","18462","22459","22847","45310","20520","22042","42561",Cairns - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62ad,"30603","15487","14889","30373","5607","3008","8609","1499","3168","4672","576","526","1102","865","585","1449","8550","7283","15830","5488","6321","11807",10.1,8,9.2,55.2,48.9,52.1,49.6,45,47.4,"158","189","348","95","207","308","802","1318","2128","743","1163","1914","4252","1707","5960","153","287","440","215","339","554","4621","2325","6947","14426","13733","28163","2514","2518","5034","10572","9888","20464","5550","5592","11146",Innisfail - Cassowary Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62ae,"30604","7432","7689","15120","2649","1751","4401","794","1553","2345","442","454","898","195","134","324","4086","3890","7974","2145","2440","4585",4.8,3.4,4.1,55,50.6,52.7,52.3,48.9,50.6,"253","241","494","102","210","309","842","1104","1944","599","762","1360","1809","748","2564","71","94","167","147","191","335","2026","1040","3068","5895","5801","11698","1281","1341","2619","3901","3785","7686","2975","3078","6054",Port Douglas - Daintree
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62af,"30605","16493","17334","33829","5550","3468","9016","1885","3799","5690","572","568","1143","793","605","1400","8802","8445","17241","6102","7374","13471",9,7.2,8.1,53.4,48.7,51,48.5,45.2,46.9,"307","319","621","142","281","424","1083","1925","3001","934","1638","2576","4472","1941","6414","177","272","449","245","412","653","4895","2628","7521","15377","15791","31171","2804","3031","5836","10619","10792","21410","6684","7156","13834",Tablelands (East) - Kuranda
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62b0,"30701","20790","17564","38358","10290","4897","15187","1581","3808","5396","702","584","1292","556","411","963","13135","9696","22833","4237","5791","10024",4.2,4.2,4.2,63.2,55.2,59.5,60.5,52.9,57,"182","196","376","96","249","343","1093","2088","3188","1218","1557","2778","4838","1970","6806","203","320","526","303","343","642","5342","2631","7966","17714","15553","33264","3544","3482","7028","11577","10063","21638","8458","7864","16318",Darling Downs (West) - Maranoa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62b1,"30702","16490","16300","32792","7963","3824","11787","1552","3844","5400","534","515","1052","601","571","1171","10659","8757","19416","4508","6296","10802",5.6,6.5,6,64.6,53.7,59.2,60.9,50.2,55.6,"125","190","315","92","207","293","801","1532","2333","889","1340","2226","4186","2043","6231","186","310","496","264","405","666","4638","2755","7392","16006","15729","31732","2907","3017","5923","10649","10243","20892","7178","7378","14557",Darling Downs - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62b2,"30703","15735","16506","32238","6247","3328","9576","1811","3807","5617","497","542","1038","585","489","1073","9136","8170","17308","5552","7278","12836",6.4,6,6.2,58.1,49.5,53.7,54.4,46.5,50.3,"228","236","467","125","260","385","902","1646","2551","838","1441","2279","3877","2042","5920","180","293","475","289","423","705","4344","2754","7098","15323","15537","30853","2637","2884","5520","10631","10738","21374","6438","6875","13320",Granite Belt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62b3,"30801","14879","11139","26015","7669","3052","10717","980","2576","3557","580","443","1026","427","405","836","9658","6475","16133","2274","3343","5615",4.4,6.3,5.2,64.9,58.1,62,62,54.5,58.8,"148","150","297","94","167","261","728","1278","2009","669","864","1535","4330","1342","5671","149","222","371","189","221","404","4665","1785","6446","12272","10228","22507","2621","2452","5078","7543","6041","13587","6421","5682","12097",Central Highlands (Qld)
