sa3_name16,sa3_code16,ireland_2011,ireland_2012,ireland_2013,ireland_2014,ireland_2015,ireland_2016,ireland_yr_arrival_notstated,ireland_tot,italy_before_1946,italy_1946_1955,italy_1956_1965,italy_1966_1975,italy_1976_1985,italy_1986_1995,italy_1996_2005,italy_2006_2010,italy_2011,italy_2012,italy_2013,italy_2014,italy_2015,italy_2016,italy_yr_arrival_notstated,italy_tot,japan_before_1946,japan_1946_1955,japan_1956_1965,japan_1966_1975,japan_1976_1985,japan_1986_1995,japan_1996_2005,japan_2006_2010,japan_2011,japan_2012,japan_2013,japan_2014,japan_2015,japan_2016,japan_yr_arrival_notstated,japan_tot,korea_rep_sth_before_1946,korea_rep_sth_1946_1955,korea_rep_sth_1956_1965,korea_rep_sth_1966_1975,korea_rep_sth_1976_1985,korea_rep_sth_1986_1995,korea_rep_sth_1996_2005,korea_rep_sth_2006_2010,korea_republic_south_2011,korea_republic_south_2012,korea_republic_south_2013,korea_republic_south_2014,korea_republic_south_2015,korea_republic_south_2016,korea_repub_sth_arrival_notstated,korea_republic_south_tot,lebanon_before_1946,lebanon_1946_1955,lebanon_1956_1965,lebanon_1966_1975,lebanon_1976_1985,lebanon_1986_1995,lebanon_1996_2005,lebanon_2006_2010,lebanon_2011,lebanon_2012,lebanon_2013,lebanon_2014,lebanon_2015,lebanon_2016,lebanon_yr_arrival_notstated,lebanon_tot,malaysia_before_1946,malaysia_1946_1955,malaysia_1956_1965,malaysia_1966_1975,malaysia_1976_1985,malaysia_1986_1995,malaysia_1996_2005,malaysia_2006_2010,malaysia_2011,malaysia_2012,malaysia_2013,malaysia_2014,malaysia_2015,malaysia_2016,malaysia_yr_arrival_notstated,malaysia_tot,malta_before_1946,malta_1946_1955,malta_1956_1965,malta_1966_1975,malta_1976_1985,malta_1986_1995,malta_1996_2005,malta_2006_2010,malta_2011,malta_2012,malta_2013,malta_2014,malta_2015,malta_2016,malta_yr_arrival_notstated,malta_tot,netherlands_before_1946,netherlands_1946_1955,netherlands_1956_1965,netherlands_1966_1975,netherlands_1976_1985,netherlands_1986_1995,netherlands_1996_2005,netherlands_2006_2010,netherlands_2011,netherlands_2012,netherlands_2013,netherlands_2014,netherlands_2015,netherlands_2016,netherlands_yr_arrival_notstated,netherlands_tot,new_zealand_before_1946,new_zealand_1946_1955,new_zealand_1956_1965,new_zealand_1966_1975,new_zealand_1976_1985,new_zealand_1986_1995,new_zealand_1996_2005,new_zealand_2006_2010,new_zealand_2011,new_zealand_2012,new_zealand_2013,new_zealand_2014,new_zealand_2015,new_zealand_2016,new_zealand_yr_arrival_notstated,new_zealand_tot,pakistan_before_1946,pakistan_1946_1955,pakistan_1956_1965,pakistan_1966_1975,pakistan_1976_1985,pakistan_1986_1995,pakistan_1996_2005,pakistan_2006_2010,pakistan_2011,pakistan_2012,pakistan_2013,pakistan_2014,pakistan_2015,pakistan_2016,pakistan_yr_arrival_notstated,pakistan_tot,philippines_before_1946,philippines_1946_1955,philippines_1956_1965,philippines_1966_1975,philippines_1976_1985,philippines_1986_1995,philippines_1996_2005,philippines_2006_2010,philippines_2011,philippines_2012,philippines_2013,philippines_2014,philippines_2015,philippines_2016,philippines_yr_arrival_notstated,philippines_tot,poland_before_1946,poland_1946_1955,poland_1956_1965,poland_1966_1975,poland_1976_1985,poland_1986_1995,poland_1996_2005,poland_2006_2010,poland_2011,poland_2012,poland_2013,poland_2014,poland_2015,poland_2016,poland_yr_arrival_notstated,poland_tot,singapore_before_1946,singapore_1946_1955,singapore_1956_1965,singapore_1966_1975,singapore_1976_1985,singapore_1986_1995,singapore_1996_2005,singapore_2006_2010,singapore_2011,singapore_2012,singapore_2013,singapore_2014,singapore_2015,singapore_2016,singapore_yr_arrival_notstated,singapore_tot
Adelaide City,40101,0,4,6,0,3,6,3,73,3,41,63,21,6,0,3,10,0,8,11,4,3,10,27,207,0,0,0,0,4,7,12,9,4,6,10,10,16,5,17,114,0,0,0,0,0,13,43,105,25,18,19,21,15,23,19,301,0,0,0,3,3,3,5,0,0,0,0,3,3,0,0,21,0,0,3,14,25,22,57,97,27,52,63,104,142,135,22,767,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,14,0,10,15,7,0,0,0,0,0,0,3,0,3,6,5,52,0,7,15,32,39,58,55,35,14,12,18,3,7,15,16,320,0,0,0,0,0,0,3,7,0,10,4,3,14,6,3,59,0,0,0,0,9,24,17,23,3,20,20,8,15,11,9,162,0,7,3,3,15,7,3,7,0,0,0,0,4,0,4,58,0,0,0,3,3,11,25,44,13,22,39,33,47,36,9,297
Adelaide Hills,40102,10,10,0,0,0,0,5,132,3,73,97,31,4,5,10,3,0,0,0,0,3,4,15,249,0,0,0,3,0,10,24,14,5,3,0,0,0,0,0,68,0,0,0,0,4,3,9,16,0,0,0,0,0,0,3,38,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,3,0,8,23,21,18,8,21,0,6,0,3,6,8,6,137,0,7,8,3,0,0,0,0,0,0,0,0,0,0,0,30,0,108,170,32,28,8,20,17,0,3,0,0,0,0,3,390,3,12,17,84,126,123,117,42,13,21,4,3,3,0,21,590,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,13,19,21,61,3,12,24,14,11,3,5,194,0,9,13,6,27,27,15,0,0,0,0,0,4,0,3,104,0,3,0,8,10,5,9,6,3,3,3,6,0,3,4,66
Norwood - Payneham - St Peters,40105,9,6,9,0,3,4,0,84,14,372,758,202,26,9,9,5,4,5,11,10,14,3,41,1492,0,0,0,0,0,9,17,8,10,0,6,3,5,6,5,78,0,0,0,0,3,14,47,87,17,9,14,21,29,13,5,251,0,0,0,11,3,5,5,0,0,8,0,0,0,0,0,35,0,0,11,21,32,63,61,53,14,11,31,29,26,36,12,391,0,5,12,6,0,0,0,0,0,0,0,0,0,0,0,26,3,27,28,11,4,0,4,9,6,4,0,3,3,0,0,98,0,5,17,44,53,51,48,38,9,18,3,10,10,3,10,303,0,0,0,3,0,0,7,15,3,9,4,23,16,13,0,97,0,0,0,0,9,23,23,57,3,10,14,20,26,7,0,188,0,14,11,3,27,21,14,4,0,0,3,0,0,3,6,95,0,0,3,8,7,10,17,19,9,0,3,10,0,5,3,92
Charles Sturt,40401,26,13,11,0,0,0,3,240,22,764,1499,619,58,46,49,46,6,9,11,19,9,11,153,3314,0,0,0,0,3,10,17,24,0,8,0,3,3,5,6,82,0,0,0,0,10,12,25,48,6,6,6,6,0,4,3,131,0,0,11,17,25,14,13,12,3,0,3,0,3,0,0,97,0,0,5,28,33,48,75,106,20,19,22,23,33,8,10,425,0,62,73,14,7,3,0,3,0,3,0,0,0,0,7,182,0,89,97,31,15,7,12,7,4,0,0,3,3,8,3,281,4,4,14,73,159,126,109,109,20,36,14,10,9,10,18,728,0,0,0,0,0,5,23,68,17,30,58,38,47,27,3,316,0,0,3,5,84,134,90,220,70,64,43,47,67,33,18,879,4,103,83,54,150,87,31,9,0,0,7,0,0,3,30,563,0,0,5,8,8,9,31,31,0,3,0,0,7,4,0,115
Port Adelaide - West,40402,5,17,0,3,0,0,5,138,6,154,213,99,21,5,8,4,7,0,0,0,0,0,29,554,0,0,0,0,0,4,13,4,0,0,0,6,3,0,3,31,0,0,0,0,3,3,17,11,3,3,5,5,4,0,0,66,0,0,0,16,6,3,4,4,0,0,0,0,0,0,0,38,0,0,3,12,18,19,29,36,0,8,7,3,15,3,6,153,0,27,17,4,3,3,0,0,0,0,0,0,0,0,7,60,0,31,68,10,8,0,6,7,0,0,0,0,0,3,4,137,3,0,10,48,112,105,105,77,3,16,10,10,3,3,21,526,0,0,0,0,0,0,3,32,11,6,21,3,3,0,4,88,0,0,0,9,52,119,100,194,41,51,49,50,44,42,25,767,0,51,48,26,73,54,7,14,0,0,4,0,0,0,18,299,0,0,0,3,3,6,6,18,3,9,0,0,0,0,0,58
Burnside,40103,3,6,3,0,0,0,4,73,6,192,330,62,5,0,10,5,0,4,4,0,0,0,27,655,0,4,0,0,3,16,44,22,9,8,3,4,4,3,4,119,0,0,0,0,3,21,84,128,34,19,27,17,10,10,9,362,3,9,11,9,15,9,3,3,0,6,0,3,0,0,6,77,3,0,15,84,154,175,93,70,32,35,38,38,30,27,9,796,0,12,4,3,3,0,0,0,0,0,0,0,0,0,0,23,0,27,28,12,13,8,7,3,0,0,0,0,0,0,0,103,4,10,34,56,74,60,58,48,9,17,8,17,8,0,8,402,0,0,0,0,3,0,19,22,3,5,12,15,8,3,4,97,0,0,0,5,9,26,22,37,4,18,17,18,19,12,3,193,0,19,9,8,23,23,5,8,0,0,0,0,0,0,4,106,0,0,11,15,29,37,47,31,6,4,7,28,16,11,7,256
Unley,40107,3,0,0,0,0,3,6,96,3,104,202,68,3,3,5,9,7,6,3,4,5,3,14,433,0,0,0,3,6,11,21,22,3,3,3,6,0,7,8,91,0,0,0,0,3,11,17,69,17,12,6,15,7,3,11,170,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,23,0,0,7,35,47,62,41,40,12,4,10,17,10,22,9,316,0,12,9,0,3,0,0,0,0,0,0,0,0,0,0,25,0,26,32,5,13,3,11,7,3,0,4,0,0,3,3,100,6,8,11,39,56,38,62,34,7,20,0,7,7,5,10,313,0,0,0,0,0,0,3,14,5,16,17,14,10,4,4,98,0,0,0,0,13,13,15,18,16,10,7,0,17,4,0,119,0,11,6,10,17,19,4,0,0,0,0,5,0,0,3,85,0,0,4,13,23,20,33,25,7,3,4,9,3,7,9,155
Gawler - Two Wells,40201,0,0,0,0,3,0,0,66,4,51,89,40,4,0,0,0,0,0,0,0,0,0,19,202,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,8,0,0,4,9,5,3,7,4,3,0,0,0,3,0,0,43,0,12,5,7,6,0,0,0,0,0,0,0,0,0,0,26,0,30,69,15,12,5,6,0,0,0,0,0,0,0,3,135,0,3,8,18,42,48,53,27,0,0,6,10,3,0,4,230,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,0,0,0,5,13,8,18,40,4,10,7,17,3,0,3,132,0,9,6,0,6,8,9,3,0,8,0,0,3,0,3,57,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,9
Playford,40202,5,3,0,0,0,0,11,178,0,115,162,90,15,3,7,0,0,3,0,0,0,0,32,432,0,0,0,0,0,0,5,0,0,0,3,0,4,0,3,25,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,17,0,0,0,6,6,4,4,13,0,0,0,4,3,4,0,41,0,0,6,15,13,11,6,21,3,6,4,0,3,8,4,114,0,13,29,17,3,4,0,0,0,0,0,0,0,0,4,71,0,81,177,45,22,3,4,4,0,0,0,0,0,0,11,348,0,3,0,46,131,110,139,89,9,7,20,5,13,7,28,609,0,0,0,0,0,0,6,30,24,13,38,26,17,5,6,163,0,0,0,6,54,122,97,187,17,18,12,22,29,8,20,610,0,9,9,7,28,34,5,3,0,0,0,0,0,0,0,107,0,0,3,10,6,7,15,3,0,0,0,0,3,0,0,53
Port Adelaide - East,40203,3,3,4,0,0,0,3,90,12,195,414,126,20,10,3,10,0,12,7,3,3,4,57,880,0,3,0,0,0,4,42,17,0,3,3,7,6,5,4,85,0,0,0,0,7,15,62,159,32,15,26,12,3,6,12,339,0,3,6,29,15,18,33,8,3,0,0,3,0,0,0,130,0,0,3,17,27,78,161,171,23,48,29,48,60,38,22,727,0,35,47,11,3,0,0,0,0,0,0,0,0,0,7,101,0,54,78,17,5,0,8,7,0,0,0,0,0,0,3,172,3,4,11,33,75,69,67,29,10,18,9,9,11,0,19,370,0,0,0,0,0,8,11,88,48,88,79,57,98,17,25,526,0,0,0,7,77,186,125,229,52,41,49,58,64,24,24,932,0,48,43,21,92,100,27,9,0,0,0,0,0,0,14,355,0,0,0,7,11,14,39,26,7,9,8,0,6,11,4,139
Salisbury,40204,5,3,0,0,3,3,11,216,7,290,491,252,35,15,10,9,0,8,5,5,5,0,63,1187,0,3,0,0,4,3,29,12,5,0,7,0,0,7,7,74,0,0,0,3,11,10,34,76,12,8,9,0,21,12,5,195,0,3,7,44,48,25,41,27,12,0,3,0,0,4,4,229,0,0,3,21,34,56,95,70,26,32,42,21,35,18,22,487,0,56,81,58,8,8,0,0,0,0,0,0,0,0,13,226,0,106,207,47,17,12,11,8,0,0,0,0,0,0,10,428,0,3,17,88,151,167,192,75,34,24,20,20,19,13,31,868,0,0,0,3,0,5,33,129,46,55,121,90,67,28,16,587,0,0,0,4,146,399,353,679,83,97,94,106,86,38,52,2145,0,36,44,27,261,241,58,38,0,0,3,0,0,0,18,732,0,0,3,12,7,13,26,23,0,7,11,7,3,4,0,105
Campbelltown (SA),40104,8,3,3,0,0,0,0,87,24,729,1723,553,93,31,38,19,7,15,6,13,12,3,135,3405,0,0,0,0,0,14,19,20,3,5,0,0,4,3,0,64,0,0,0,0,3,18,88,198,53,55,11,12,24,13,19,503,3,10,13,37,23,34,24,9,0,3,3,0,4,3,3,169,0,0,6,28,68,147,122,178,41,41,35,41,41,38,12,810,0,17,21,6,7,4,0,0,0,0,0,0,0,0,0,55,0,53,71,18,3,3,12,6,3,4,3,0,0,0,0,180,0,0,10,24,56,45,68,31,10,11,4,4,12,5,7,288,0,0,0,0,0,5,7,21,10,7,22,3,16,6,0,106,0,0,0,5,33,34,46,79,21,18,15,18,15,7,3,320,0,38,30,6,38,43,22,13,0,0,0,0,0,0,3,194,0,0,4,13,15,30,34,27,6,6,14,5,8,14,4,172
Prospect - Walkerville,40106,3,0,3,0,0,0,0,54,9,119,263,82,16,0,8,0,4,0,3,0,0,3,20,520,0,0,0,0,0,4,13,8,3,0,0,0,3,7,3,42,0,0,0,0,3,5,17,11,3,3,0,5,13,9,6,72,0,0,0,8,3,7,5,0,0,0,0,0,0,0,0,23,0,0,4,15,37,36,29,32,5,5,9,22,19,29,3,245,0,4,8,6,10,0,0,0,0,0,0,0,0,0,0,31,0,15,24,4,3,0,7,3,0,0,0,0,0,0,0,65,0,0,7,26,44,27,46,25,6,6,7,0,5,0,8,209,0,0,0,0,0,0,3,11,5,13,22,12,22,3,3,91,0,0,0,0,18,18,19,22,18,3,6,11,3,10,0,137,0,11,16,13,23,15,3,9,0,3,0,0,0,0,0,90,0,0,5,5,18,6,11,8,0,0,3,0,4,0,0,63
West Torrens,40403,11,13,6,0,0,3,0,122,24,330,494,178,15,11,7,8,4,4,11,3,5,11,37,1158,0,3,0,3,0,6,25,20,3,3,0,3,15,7,4,97,0,0,0,0,6,9,22,73,11,11,9,12,7,4,10,174,0,0,3,12,10,10,5,8,0,0,0,8,0,0,4,72,0,0,0,18,32,47,87,94,12,17,16,34,55,28,9,450,0,46,28,12,7,0,0,0,0,0,0,0,0,0,0,94,0,23,40,21,7,3,4,7,0,5,0,0,0,0,8,120,0,3,0,41,72,92,77,44,22,11,18,5,9,4,21,419,0,0,0,3,3,0,20,44,16,25,45,56,58,30,3,309,0,0,0,0,41,128,84,136,36,50,37,41,51,22,15,648,0,25,17,8,49,60,13,13,4,4,0,4,0,0,3,212,0,0,8,7,13,11,18,25,4,3,4,3,14,0,3,103
Barossa,40501,3,0,0,0,0,0,0,42,0,13,21,9,0,3,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,4,0,0,3,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,8,0,0,3,0,0,0,0,27,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,40,45,12,12,0,6,0,0,0,0,0,0,0,0,123,0,0,11,26,58,45,46,24,6,9,4,0,4,0,9,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,20,8,3,4,3,5,4,0,78,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,7
Lower North,40502,0,3,0,0,0,3,0,21,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,10,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,26,45,8,7,3,3,3,0,0,0,3,0,0,0,92,0,0,7,17,34,24,23,14,3,0,0,0,0,0,8,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,12,10,33,17,14,21,24,22,8,8,172,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6
Mid North,40503,3,3,0,0,3,3,0,36,4,59,34,12,3,0,0,0,0,0,0,0,0,0,9,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,0,0,0,0,0,0,18,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,60,30,6,3,0,3,9,0,0,0,0,0,0,7,113,0,0,6,13,46,33,33,21,4,7,4,0,6,0,7,170,0,0,0,0,0,0,0,4,3,0,3,3,6,0,5,33,0,0,0,0,21,13,19,18,16,14,16,0,3,3,4,123,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Yorke Peninsula,40504,0,0,0,0,0,0,0,22,0,19,21,10,0,0,0,3,0,0,0,4,0,0,3,60,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,0,0,0,18,0,9,4,3,0,0,0,0,0,0,0,0,0,0,3,21,0,34,47,6,8,0,0,0,0,0,0,0,0,0,0,96,0,3,6,24,32,28,19,8,11,0,0,0,0,0,4,131,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,11,0,0,0,0,16,13,7,10,3,0,3,4,4,0,4,58,0,3,4,0,3,0,0,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Eyre Peninsula and South West,40601,0,3,3,4,0,0,3,67,0,9,58,26,3,4,0,0,0,0,0,0,3,0,0,109,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,5,7,0,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,6,0,12,6,0,3,0,0,0,0,0,48,0,14,7,6,0,0,0,0,0,0,0,0,0,0,0,30,0,65,99,24,6,0,3,0,0,0,3,0,0,0,4,213,0,0,13,63,101,56,63,48,19,11,6,6,10,0,28,408,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,50,54,45,113,28,37,39,32,40,13,26,457,0,10,8,3,14,0,3,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7
Outback - North and East,40602,3,0,0,0,3,3,0,28,0,14,30,22,0,3,0,0,0,0,0,0,0,0,5,73,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,3,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,5,5,0,8,3,0,0,0,0,0,0,3,83,0,0,4,32,60,55,51,49,12,13,18,11,5,7,12,332,0,0,0,0,0,0,9,6,0,0,3,0,3,3,3,28,0,0,0,0,4,17,27,40,8,17,6,18,13,9,9,159,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,13
Fleurieu - Kangaroo Island,40701,4,0,0,0,0,0,9,94,0,40,46,10,3,3,6,0,0,3,0,0,0,4,18,136,0,0,0,0,0,3,9,4,0,3,0,0,0,0,0,28,0,0,0,0,3,4,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,3,0,4,10,7,8,7,7,3,0,0,0,0,0,0,51,0,16,7,5,0,0,0,0,0,0,0,0,0,0,0,29,0,84,170,51,21,7,16,8,0,0,0,0,0,0,6,362,3,3,19,78,115,98,72,35,7,10,3,6,0,8,24,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,21,22,23,4,16,16,18,13,0,16,166,0,4,0,3,10,9,0,3,0,0,0,0,0,0,0,32,0,0,3,6,4,0,10,0,0,0,0,0,0,0,0,26
Limestone Coast,40702,3,0,4,3,0,0,3,48,0,54,145,29,11,0,0,4,0,0,0,3,0,0,18,266,0,0,0,0,0,0,4,7,5,0,0,0,3,0,0,14,0,0,0,0,0,3,4,8,0,0,0,3,6,10,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,4,6,13,0,0,4,3,0,0,4,51,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,144,88,23,18,3,8,10,0,0,0,0,0,0,10,306,3,9,9,45,89,92,161,102,31,18,12,12,25,3,38,646,0,0,0,0,0,0,0,0,3,20,22,11,15,0,3,80,0,0,0,0,24,39,45,79,21,36,58,54,27,20,30,431,0,8,10,9,11,3,3,0,0,0,0,0,0,0,3,48,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,5
Murray and Mallee,40703,0,0,4,0,3,0,3,56,9,52,158,37,3,3,3,0,0,0,5,11,12,13,34,319,0,3,0,0,0,4,0,0,0,3,0,3,5,0,3,18,0,0,0,0,0,0,0,11,0,0,10,4,6,14,0,45,4,3,0,12,5,3,3,0,3,0,0,0,0,0,0,32,0,0,3,3,6,0,11,12,0,0,0,0,13,4,3,61,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,3,104,110,23,12,3,16,10,3,0,0,0,3,0,13,291,0,3,17,45,85,83,125,71,22,12,31,10,10,7,33,548,0,0,0,0,0,0,0,5,0,6,7,3,4,0,3,29,0,0,0,4,29,44,58,224,47,60,42,58,21,14,23,622,0,4,3,3,4,3,0,0,0,0,0,0,0,0,3,30,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,9
Augusta - Margaret River - Busselton,50101,7,17,9,6,9,6,8,204,3,21,24,7,0,5,13,22,9,4,6,6,9,10,13,158,0,0,0,0,0,4,15,8,5,3,5,3,4,0,7,60,0,0,0,0,4,0,0,18,0,5,4,3,15,11,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,16,9,8,7,3,3,3,0,0,3,4,0,70,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,11,0,68,28,9,19,9,14,25,4,0,6,3,7,0,7,211,0,8,17,113,243,255,239,190,58,42,18,37,22,0,42,1287,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,13,0,0,0,0,20,14,10,99,10,11,28,15,19,14,14,254,0,5,3,0,12,3,7,6,0,0,0,0,0,0,0,36,0,0,3,6,10,12,8,0,0,0,5,0,0,3,3,55
Bunbury,50102,17,37,48,10,3,5,5,376,23,266,186,52,10,3,4,8,0,3,4,7,0,0,36,606,0,0,0,3,0,5,12,19,0,4,5,4,0,3,10,65,0,0,0,0,6,0,19,41,3,8,7,5,35,31,48,214,0,0,0,8,5,12,3,3,0,0,0,0,0,0,3,30,0,0,11,24,19,30,27,22,10,10,9,7,0,0,6,176,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,17,0,149,55,43,44,16,31,17,3,0,10,3,0,0,10,380,4,8,27,148,408,520,515,650,144,194,114,76,85,20,134,3053,0,0,0,3,3,0,6,25,10,3,14,11,5,0,0,80,0,0,0,4,39,55,60,407,73,124,121,111,121,50,31,1195,0,39,14,4,38,15,6,10,3,3,0,0,3,0,8,142,3,4,11,7,12,8,36,20,0,4,3,11,0,0,4,120
Manjimup,50103,4,11,0,0,0,0,3,53,3,60,69,6,0,0,3,0,0,0,4,7,7,3,14,170,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,6,0,0,3,0,0,0,0,0,3,4,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,21,12,10,7,9,4,0,0,7,0,0,0,0,105,0,0,3,67,137,109,70,31,8,10,5,6,3,0,25,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,11,8,29,5,3,6,8,3,0,13,93,0,0,3,0,14,3,3,0,0,0,0,0,0,0,0,20,0,0,3,7,5,0,4,0,3,0,0,3,0,0,0,25
Mandurah,50201,29,46,53,8,5,3,15,486,0,93,59,38,4,8,11,16,0,3,11,4,0,4,15,260,0,0,4,0,0,4,19,12,0,6,0,0,3,0,8,52,0,0,0,0,7,9,15,27,16,7,8,4,3,0,6,99,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,35,19,31,28,42,7,4,10,14,3,0,3,219,0,14,13,6,0,0,0,0,0,0,0,0,0,0,0,33,0,228,85,33,41,15,28,27,5,3,8,3,3,0,18,502,6,5,40,236,463,496,575,665,278,235,128,84,71,30,109,3418,0,0,3,4,3,0,3,17,3,6,7,7,6,9,0,62,0,0,0,4,32,62,71,289,88,77,71,75,42,43,27,902,0,15,5,0,18,14,3,14,0,4,3,3,5,0,4,95,0,4,9,27,23,21,20,23,3,3,6,5,3,3,8,165
Cottesloe - Claremont,50301,35,22,19,11,35,13,4,464,8,97,58,20,22,11,15,32,4,18,15,24,23,3,16,370,0,6,3,3,13,44,49,25,7,8,17,36,21,11,10,260,0,0,0,4,9,16,15,22,3,7,11,0,20,10,7,112,0,0,0,3,5,3,3,0,0,0,0,0,0,0,0,18,23,10,42,179,270,208,121,92,37,30,41,57,52,41,24,1209,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,16,0,54,19,13,25,17,44,44,14,9,12,15,23,4,3,293,3,11,62,108,188,185,169,110,36,38,31,25,24,10,27,1016,0,0,0,0,0,12,22,10,0,18,7,9,8,17,0,99,0,0,0,3,18,26,18,29,7,9,19,24,15,4,3,167,0,13,8,0,63,35,9,11,10,0,7,4,5,4,4,174,11,3,17,72,96,107,163,76,32,26,40,64,89,88,30,925
Perth City,50302,218,184,85,80,57,29,34,1472,16,394,451,199,41,22,27,54,39,58,82,109,71,43,89,1697,0,0,3,3,6,43,121,101,33,50,68,93,96,79,58,756,0,0,0,0,16,26,96,226,72,62,116,110,130,101,78,1038,0,0,0,4,7,0,0,5,0,0,0,3,0,0,3,37,7,0,25,145,234,298,232,241,40,79,75,72,105,62,51,1664,0,7,6,3,0,3,0,0,0,0,0,0,0,0,3,31,0,90,23,22,30,23,34,33,17,18,18,17,6,13,11,346,0,8,37,210,371,381,277,322,128,136,77,53,60,45,77,2180,0,0,3,3,9,12,15,44,19,12,15,37,31,14,9,228,0,3,3,9,43,91,80,109,32,69,83,67,73,33,27,706,0,33,13,14,117,72,24,32,3,8,17,17,19,4,24,401,4,4,21,74,102,133,185,156,35,33,33,45,32,27,28,908
