SA3_MAIN11,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P,SA3_NAME11
50101,225,322,547,4575,5330,9905,0,0,0,298,335,633,3,6,9,3602,3987,7589,95,110,205,49,50,99,148,171,319,26,41,67,96,153,249,0,0,0,41,46,87,91,113,204,345,360,705,40,56,96,74,83,157,748,1036,1784,599,672,1271,27,41,68,10857,12590,23447,29,35,64,73,63,136,12,14,26,6,5,11,79,87,166,85,92,177,6993,6192,13185,274,152,426,2096,1942,4038,20644,21402,42046,Augusta - Margaret River - Busselton
50102,269,386,655,9933,11376,21309,0,0,0,850,872,1722,0,4,4,10573,10953,21526,179,212,391,165,162,327,315,390,705,225,246,471,302,324,626,0,0,0,104,103,207,234,284,518,871,843,1714,119,181,300,152,186,338,1614,2031,3645,1310,1504,2814,96,111,207,27042,29782,56824,124,81,205,185,178,363,11,19,30,5,3,8,154,215,369,159,218,377,13885,11867,25752,489,293,782,5243,4152,9395,47407,46976,94383,Bunbury
50103,93,114,207,2431,2666,5097,0,0,0,173,167,340,3,3,6,2028,2109,4137,38,40,78,76,64,140,56,90,146,27,26,53,43,70,113,0,0,0,16,16,32,41,36,77,178,167,345,19,25,44,65,88,153,476,563,1039,289,275,564,5,12,17,5964,6417,12381,25,17,42,40,17,57,7,10,17,0,0,0,44,88,132,44,88,132,3597,3161,6758,122,96,218,1007,853,1860,10899,10773,21672,Manjimup
50201,319,461,780,10478,11817,22295,0,0,0,852,984,1836,12,8,20,7855,8691,16546,107,137,244,103,119,222,322,410,732,133,149,282,248,287,535,6,3,9,91,109,200,316,397,713,1053,1058,2111,108,161,269,55,80,135,1349,1791,3140,1062,1236,2298,48,70,118,24198,27507,51705,82,71,153,102,93,195,23,22,45,3,3,6,123,256,379,126,259,385,11254,9943,21197,396,295,691,4372,3773,8145,40872,42424,83296,Mandurah
50301,469,628,1097,6902,8404,15306,0,0,0,284,313,597,5,6,11,6763,7839,14602,86,104,190,477,510,987,25,30,55,25,25,50,152,193,345,17,20,37,93,104,197,165,198,363,713,856,1569,30,34,64,16,23,39,1296,1754,3050,501,581,1082,37,35,72,17587,21029,38616,313,296,609,367,343,710,163,151,314,3,3,6,179,177,356,182,180,362,8807,7764,16571,319,153,472,2774,2609,5383,30981,33153,64134,Cottesloe - Claremont
50302,1374,1649,3023,5597,6313,11910,0,0,0,411,460,871,3,4,7,11030,12078,23108,122,162,284,1087,1175,2262,92,124,216,46,37,83,259,272,531,37,32,69,127,143,270,235,307,542,650,648,1298,50,54,104,36,36,72,979,1286,2265,809,1032,1841,68,77,145,21638,24240,45878,1076,762,1838,875,692,1567,238,273,511,3,3,6,396,339,735,399,342,741,14751,12476,27227,670,287,957,5729,4746,10475,46750,45467,92217,Perth City
50401,1280,1567,2847,4827,5582,10409,0,0,0,468,523,991,13,17,30,11050,11737,22787,134,174,308,909,963,1872,139,180,319,64,90,154,170,212,382,47,43,90,85,109,194,334,391,725,562,655,1217,87,116,203,64,99,163,797,1074,1871,833,1004,1837,97,101,198,20680,23070,43750,757,522,1279,1094,894,1988,314,335,649,3,10,13,437,368,805,440,378,818,9821,8363,18184,462,236,698,3388,2740,6128,38236,38105,76341,Bayswater - Bassendean
50402,123,187,310,3916,4430,8346,0,0,0,387,415,802,64,62,126,3675,4007,7682,99,140,239,93,77,170,152,182,334,62,96,158,107,108,215,3,0,3,40,47,87,129,149,278,374,399,773,48,60,108,85,120,205,542,676,1218,652,738,1390,44,60,104,10472,11766,22238,41,49,90,35,35,70,15,11,26,3,4,7,108,152,260,111,156,267,6351,5533,11884,248,149,397,3336,1795,5131,20732,19681,40413,Mundaring
50403,1416,1549,2965,9001,10255,19256,0,0,0,849,930,1779,10,17,27,12710,13383,26093,186,222,408,714,754,1468,244,297,541,231,234,465,217,261,478,35,34,69,156,174,330,765,847,1612,881,931,1812,192,252,444,112,132,244,1023,1257,2280,1504,1720,3224,99,89,188,28929,31789,60718,434,388,822,1455,1369,2824,84,86,170,7,5,12,279,328,607,286,333,619,13494,11503,24997,576,350,926,4661,4434,9095,51335,51801,103136,Swan
50501,739,1022,1761,16638,18577,35215,0,0,0,1411,1475,2886,38,46,84,18384,19994,38378,349,462,811,897,942,1839,253,298,551,234,270,504,427,441,868,139,126,265,181,185,366,947,1191,2138,1916,2042,3958,114,155,269,69,113,182,2544,3341,5885,1790,2066,3856,101,117,218,46432,51841,98273,462,442,904,617,645,1262,100,115,215,3,3,6,409,485,894,412,488,900,20496,17361,37857,782,406,1188,5336,4725,10061,75376,77045,152421,Joondalup
50502,2355,2851,5206,11652,13996,25648,6,0,6,1376,1475,2851,19,33,52,24050,26831,50881,305,469,774,3574,3727,7301,345,520,865,173,212,385,379,515,894,123,106,229,259,275,534,844,995,1839,1331,1604,2935,157,187,344,146,188,334,2084,2855,4939,1759,2111,3870,146,169,315,48728,56268,104996,1556,1265,2821,2834,2549,5383,1381,1499,2880,10,9,19,880,764,1644,890,773,1663,20634,17874,38508,999,498,1497,8259,7218,15477,87636,90795,178431,Stirling
50503,2100,2412,4512,14051,15759,29810,0,3,3,1703,1816,3519,17,25,42,17137,18338,35475,237,284,521,1824,1779,3603,384,508,892,432,471,903,319,366,685,146,132,278,252,272,524,1397,1535,2932,1421,1607,3028,172,228,400,142,160,302,1591,2096,3687,2075,2410,4485,153,164,317,43453,47953,91406,819,738,1557,1831,1798,3629,71,65,136,9,7,16,475,559,1034,484,566,1050,19232,17028,36260,785,445,1230,6461,5862,12323,75236,76867,152103,Wanneroo
50601,352,504,856,5888,6671,12559,0,0,0,769,803,1572,111,102,213,5461,5861,11322,117,149,266,96,109,205,143,179,322,121,142,263,146,160,306,23,19,42,164,157,321,407,452,859,1179,1269,2448,85,107,192,162,189,351,615,739,1354,1146,1250,2396,78,92,170,16711,18450,35161,269,241,510,303,306,609,19,27,46,12,3,15,207,264,471,219,267,486,9407,8284,17691,456,243,699,3308,2930,6238,31044,31252,62296,Armadale
50602,1012,1140,2152,4071,4693,8764,0,0,0,400,431,831,9,9,18,7861,8204,16065,91,120,211,288,308,596,159,189,348,68,95,163,168,195,363,31,19,50,122,137,259,314,347,661,568,573,1141,54,78,132,105,140,245,753,875,1628,762,947,1709,65,69,134,15889,17429,33318,875,588,1463,1710,1425,3135,34,23,57,19,7,26,473,366,839,492,373,865,8378,7044,15422,462,232,694,3748,2950,6698,32600,31204,63804,Belmont - Victoria Park
50603,2468,2676,5144,5697,6844,12541,0,0,0,1051,1207,2258,165,163,328,9289,10293,19582,148,198,346,244,295,539,119,166,285,87,103,190,232,247,479,78,65,143,158,174,332,674,736,1410,1172,1200,2372,72,89,161,157,228,385,1377,1790,3167,1451,1601,3052,110,129,239,22281,25528,47809,1537,1302,2839,2511,2209,4720,25,29,54,8,6,14,636,556,1192,644,562,1206,10607,8886,19493,421,224,645,3649,3206,6855,44143,44622,88765,Canning
50605,194,287,481,5316,5907,11223,0,0,0,595,615,1210,102,67,169,6144,6635,12779,140,171,311,142,142,284,90,114,204,74,83,157,141,144,285,8,12,20,54,82,136,244,278,522,579,636,1215,56,58,114,228,288,516,729,990,1719,810,992,1802,111,132,243,15563,17346,32909,96,98,194,339,314,653,15,15,30,4,6,10,85,140,225,89,146,235,7607,6503,14110,304,221,525,2326,2100,4426,26533,27030,53563,Kalamunda
50606,90,92,182,2135,2310,4445,0,0,0,183,211,394,4,9,13,1462,1488,2950,24,36,60,28,16,44,38,41,79,27,28,55,51,58,109,0,4,4,18,24,42,61,60,121,413,447,860,14,26,40,25,26,51,228,287,515,252,298,550,3,13,16,4966,5382,10348,7,6,13,37,30,67,4,3,7,0,0,0,35,51,86,35,51,86,2795,2458,5253,97,79,176,1019,653,1672,9050,8754,17804,Serpentine - Jarrahdale
50607,602,731,1333,2840,3681,6521,0,0,0,288,320,608,28,32,60,4877,5246,10123,80,111,191,224,240,464,54,74,128,31,46,77,103,143,246,17,26,43,49,49,98,179,223,402,423,460,883,27,23,50,24,32,56,858,1090,1948,451,592,1043,44,45,89,10597,12433,23030,325,238,563,666,576,1242,43,43,86,4,0,4,181,192,373,185,192,377,5340,4713,10053,250,128,378,1935,1811,3746,19943,20865,40808,South Perth
50701,697,812,1509,6593,7477,14070,0,0,0,723,866,1589,23,36,59,14095,14847,28942,81,84,165,637,635,1272,150,188,338,60,80,140,174,181,355,20,28,48,156,168,324,496,564,1060,837,860,1697,68,112,180,61,68,129,989,1203,2192,1180,1265,2445,88,81,169,26431,28743,55174,300,283,583,420,425,845,27,44,71,9,8,17,260,297,557,269,305,574,11465,9888,21353,506,287,793,3439,3073,6512,43554,43860,87414,Cockburn
50702,243,356,599,2266,2681,4947,0,0,0,163,180,343,0,0,0,4447,4965,9412,12,35,47,148,133,281,56,71,127,11,11,22,75,94,169,3,3,6,15,30,45,53,68,121,272,329,601,15,15,30,13,17,30,353,468,821,272,352,624,17,25,42,8191,9477,17668,50,59,109,117,81,198,48,53,101,0,6,6,119,128,247,119,134,253,5791,5470,11261,303,155,458,1555,1426,2981,16417,17211,33628,Fremantle
50703,148,198,346,2569,2875,5444,0,0,0,204,239,443,0,0,0,2875,2988,5863,34,41,75,108,120,228,149,181,330,46,56,102,71,92,163,3,9,12,54,51,105,181,201,382,259,296,555,52,62,114,28,29,57,306,358,664,441,508,949,34,34,68,7414,8140,15554,89,81,170,108,114,222,11,5,16,3,3,6,103,108,211,106,111,217,4423,3985,8408,205,139,344,2367,1583,3950,14871,14356,29227,Kwinana
50704,1338,1679,3017,8238,9949,18187,0,0,0,1009,1227,2236,81,88,169,12543,14437,26980,123,180,303,422,472,894,106,141,247,56,53,109,239,285,524,23,25,48,137,145,282,406,453,859,1448,1655,3103,43,81,124,53,65,118,1818,2467,4285,1257,1482,2739,63,58,121,28065,33263,61328,656,611,1267,535,497,1032,62,42,104,4,0,4,388,400,788,392,400,792,12239,10938,23177,489,247,736,3611,3306,6917,47387,50983,98370,Melville
50705,384,563,947,11712,13154,24866,0,0,0,855,990,1845,4,9,13,9545,10319,19864,269,307,576,342,373,715,339,410,749,244,258,502,496,544,1040,12,7,19,129,155,284,426,510,936,1376,1375,2751,143,164,307,66,90,156,1437,1777,3214,1424,1653,3077,102,101,203,28921,32196,61117,113,95,208,265,225,490,33,26,59,7,6,13,165,312,477,172,318,490,16179,14154,30333,665,370,1035,5121,4305,9426,51853,52252,104105,Rockingham
50801,41,68,109,1532,1499,3031,0,0,0,106,108,214,0,0,0,1224,1290,2514,43,64,107,10,6,16,57,79,136,10,13,23,144,137,281,0,3,3,30,30,60,131,144,275,167,169,336,16,18,34,55,68,123,370,438,808,321,389,710,18,12,30,4234,4467,8701,6,5,11,9,4,13,4,6,10,3,0,3,20,32,52,23,32,55,2558,2243,4801,72,39,111,970,826,1796,7917,7690,15607,Esperance
50802,107,107,214,808,784,1592,0,0,0,43,35,78,0,0,0,1133,1195,2328,68,77,145,16,21,37,31,37,68,3,6,9,24,18,42,0,0,0,7,11,18,20,28,48,112,73,185,5,6,11,8,17,25,130,119,249,112,114,226,4,0,4,2524,2541,5065,7,11,18,11,8,19,0,0,0,0,0,0,15,16,31,15,16,31,1463,1150,2613,60,26,86,657,587,1244,4844,4446,9290,Gascoyne
50803,161,163,324,3002,2746,5748,0,0,0,453,475,928,7,9,16,4455,4191,8646,583,691,1274,78,61,139,103,125,228,144,182,326,206,192,398,6,3,9,118,111,229,173,159,332,507,400,907,59,69,128,89,110,199,721,771,1492,726,771,1497,75,84,159,11505,11150,22655,153,91,244,115,79,194,10,13,23,75,88,163,79,76,155,154,164,318,6170,4611,10781,257,114,371,4024,2878,6902,22549,19263,41812,Goldfields
50804,123,189,312,1703,1651,3354,0,0,0,218,224,442,0,0,0,4631,4892,9523,41,44,85,29,18,47,59,62,121,11,19,30,97,104,201,3,3,6,869,964,1833,454,562,1016,227,211,438,17,28,45,46,47,93,640,741,1381,369,472,841,29,24,53,9443,10066,19509,37,17,54,73,44,117,11,0,11,66,57,123,37,38,75,103,95,198,4435,3598,8033,180,121,301,4105,2154,6259,18510,16284,34794,Kimberley
50604,1786,2048,3834,8317,9150,17467,0,0,0,1187,1345,2532,25,20,45,11215,12072,23287,191,207,398,306,323,629,178,245,423,187,231,418,222,266,488,123,107,230,242,252,494,775,886,1661,1230,1298,2528,146,189,335,232,255,487,1137,1492,2629,1813,2081,3894,203,207,410,27729,30626,58355,992,848,1840,2905,2689,5594,19,14,33,9,10,19,585,521,1106,594,531,1125,13248,11288,24536,589,302,891,5892,4485,10377,53754,52831,106585,Gosnells
50805,173,217,390,5712,5996,11708,0,0,0,255,250,505,0,0,0,7254,7322,14576,86,80,166,48,49,97,119,180,299,42,36,78,175,206,381,3,0,3,56,83,139,251,304,555,520,432,952,75,107,182,290,376,666,998,1105,2103,606,712,1318,29,40,69,16519,17278,33797,41,31,72,217,217,434,8,10,18,13,12,25,82,98,180,95,110,205,7129,5658,12787,306,164,470,3156,2328,5484,27644,26013,53657,Mid West
50806,401,354,755,4760,3248,8008,0,0,0,571,465,1036,4,3,7,7098,4966,12064,95,110,205,158,105,263,80,79,159,97,83,180,231,185,416,3,3,6,59,57,116,226,187,413,638,366,1004,61,40,101,149,146,295,883,627,1510,723,606,1329,72,60,132,15908,11336,27244,206,129,335,396,256,652,20,13,33,235,239,474,109,100,209,344,339,683,10005,5988,15993,471,157,628,9131,4441,13572,36882,23013,59895,Pilbara
50901,198,278,476,5443,6180,11623,0,0,0,1146,1186,2332,116,113,229,3840,4102,7942,104,122,226,58,49,107,185,225,410,53,87,140,244,258,502,3,3,6,95,100,195,280,325,605,862,891,1753,101,125,226,110,122,232,1282,1659,2941,898,1039,1937,37,37,74,14857,16623,31480,35,32,67,275,260,535,19,10,29,0,7,7,97,198,295,97,205,302,8747,7843,16590,283,229,512,3058,2308,5366,27569,27788,55357,Albany
50902,132,154,286,6891,7083,13974,0,0,0,341,388,729,162,145,307,5274,5266,10540,180,247,427,68,75,143,158,179,337,38,52,90,125,135,260,9,3,12,42,45,87,110,137,247,540,489,1029,112,144,256,150,161,311,1438,1556,2994,713,806,1519,59,42,101,16410,16953,33363,18,11,29,39,33,72,17,12,29,3,5,8,72,141,213,75,146,221,7439,6016,13455,247,137,384,3102,2430,5532,27479,25892,53371,Wheat Belt - North
50903,44,43,87,2664,2690,5354,0,0,0,306,305,611,5,0,5,1919,1850,3769,29,30,59,15,22,37,77,99,176,26,32,58,70,81,151,3,0,3,12,25,37,42,49,91,212,202,414,35,57,92,33,40,73,818,861,1679,221,229,450,14,7,21,6501,6579,13080,16,12,28,24,19,43,3,3,6,3,0,3,26,39,65,29,39,68,2927,2325,5252,131,51,182,1184,781,1965,10859,9852,20711,Wheat Belt - South
59797,6,0,6,55,6,61,0,0,0,6,0,6,0,0,0,93,9,102,0,0,0,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,9,0,9,3,0,3,0,0,0,175,19,194,0,0,0,7,3,10,0,0,0,0,0,0,3,0,3,3,0,3,116,6,122,8,0,8,68,6,74,383,34,417,Migratory - Offshore - Shipping (WA)
59999,69,58,127,616,485,1101,0,0,0,67,35,102,0,0,0,632,509,1141,8,9,17,8,10,18,15,16,31,25,13,38,30,25,55,4,0,4,5,9,14,31,38,69,122,82,204,12,12,24,4,5,9,128,136,264,99,79,178,8,3,11,1814,1466,3280,22,3,25,22,18,40,6,4,10,3,0,3,27,21,48,30,21,51,1200,852,2052,101,31,132,1024,557,1581,4288,3010,7298,Special Purpose Codes SA3 (WA)
60101,20,33,53,2430,2814,5244,0,0,0,34,46,80,3,4,7,1694,1739,3433,9,12,21,34,28,62,25,39,64,39,25,64,20,26,46,0,0,0,0,6,6,37,49,86,73,92,165,29,37,66,12,15,27,187,269,456,69,72,141,6,5,11,4701,5278,9979,3,3,6,7,8,15,0,3,3,0,0,0,20,24,44,20,24,44,2083,1947,4030,60,41,101,870,913,1783,7764,8250,16014,Brighton
60102,104,148,252,6608,7747,14355,0,0,0,248,265,513,19,13,32,4912,5584,10496,51,72,123,164,168,332,28,53,81,80,99,179,117,111,228,10,12,22,18,37,55,239,266,505,380,458,838,72,68,140,57,76,133,757,1190,1947,425,531,956,27,33,60,14212,16783,30995,60,61,121,40,43,83,11,3,14,0,3,3,74,89,163,74,92,166,7031,6123,13154,266,156,422,2425,2010,4435,24223,25419,49642,Hobart - North East
60103,119,143,262,6818,7973,14791,0,0,0,245,284,529,90,107,197,5727,6450,12177,36,39,75,204,193,397,111,117,228,90,106,196,99,111,210,38,49,87,31,41,72,207,275,482,333,361,694,100,135,235,66,85,151,735,1058,1793,273,336,609,25,23,48,15228,17743,32971,157,150,307,144,133,277,0,8,8,3,0,3,118,132,250,121,132,253,6522,5893,12415,281,170,451,2179,2129,4308,24751,26501,51252,Hobart - North West
60104,88,140,228,3280,3987,7267,0,0,0,159,159,318,17,19,36,2500,2859,5359,9,26,35,78,71,149,77,107,184,32,50,82,85,98,183,3,0,3,41,48,89,235,247,482,581,608,1189,17,30,47,37,40,77,471,644,1115,587,681,1268,34,45,79,8243,9719,17962,33,35,68,33,37,70,21,27,48,3,0,3,63,86,149,66,86,152,5193,4814,10007,179,119,298,1125,1135,2260,14981,16112,31093,Hobart - South and West
60105,434,511,945,4072,5081,9153,0,0,0,169,207,376,21,17,38,3917,4710,8627,23,34,57,383,373,756,50,57,107,53,53,106,119,98,217,25,27,52,36,40,76,121,156,277,409,510,919,37,57,94,13,26,39,588,874,1462,350,425,775,66,112,178,10452,12857,23309,203,194,397,382,318,700,38,34,72,0,3,3,177,188,365,177,191,368,9572,8749,18321,394,208,602,2175,1916,4091,23827,24978,48805,Hobart Inner
60106,30,43,73,2234,2420,4654,0,0,0,56,81,137,6,5,11,1343,1451,2794,21,31,52,25,15,40,26,36,62,10,11,21,44,22,66,0,0,0,4,9,13,42,49,91,118,106,224,19,26,45,11,15,26,200,240,440,144,164,308,3,5,8,4306,4686,8992,0,4,4,5,6,11,3,0,3,0,0,0,24,36,60,24,36,60,2188,2035,4223,85,41,126,698,659,1357,7339,7510,14849,Sorell - Dodges Ferry
60201,265,315,580,9119,11040,20159,0,0,0,837,923,1760,107,143,250,6397,7129,13526,184,238,422,115,117,232,173,227,400,104,146,250,155,186,341,49,33,82,80,93,173,470,545,1015,1374,1581,2955,202,257,459,62,90,152,1742,2355,4097,969,1171,2140,78,96,174,22217,26370,48587,241,240,481,189,125,314,19,27,46,4,7,11,168,186,354,172,193,365,11337,10331,21668,439,209,648,3212,3145,6357,38091,40955,79046,Launceston
60202,47,65,112,2834,3082,5916,0,0,0,232,269,501,63,77,140,1509,1663,3172,33,36,69,25,19,44,71,82,153,64,68,132,52,69,121,0,0,0,23,21,44,51,92,143,353,411,764,42,48,90,29,31,60,744,860,1604,290,346,636,43,61,104,6458,7235,13693,0,7,7,11,9,20,3,3,6,0,3,3,37,53,90,37,56,93,3133,2810,5943,96,50,146,1033,952,1985,10818,11187,22005,Meander Valley - West Tamar
60203,85,98,183,5912,6185,12097,0,0,0,286,323,609,43,53,96,2547,2655,5202,27,28,55,19,25,44,81,92,173,22,32,54,77,81,158,0,0,0,12,20,32,114,128,242,635,590,1225,64,96,160,31,43,74,888,1106,1994,378,379,757,12,14,26,11148,11850,22998,8,4,12,12,15,27,0,0,0,3,0,3,41,73,114,44,73,117,5162,4520,9682,123,76,199,1781,1513,3294,18363,18149,36512,North East
60301,25,35,60,2215,2077,4292,0,0,0,23,21,44,3,0,3,1082,1107,2189,4,9,13,6,3,9,16,13,29,7,8,15,13,16,29,0,0,0,3,6,9,22,21,43,92,90,182,19,16,35,4,6,10,188,208,396,44,64,108,3,3,6,3744,3668,7412,0,4,4,3,0,3,4,4,8,3,0,3,19,36,55,22,36,58,1416,1170,2586,58,41,99,628,481,1109,5900,5439,11339,Central Highlands (Tas.)
60302,86,103,189,1988,2131,4119,0,0,0,48,46,94,10,3,13,1486,1519,3005,19,19,38,30,18,48,40,66,106,107,105,212,49,48,97,0,0,0,27,24,51,34,37,71,135,151,286,28,36,64,18,21,39,339,377,716,192,225,417,17,20,37,4567,4846,9413,7,5,12,20,13,33,5,3,8,0,3,3,45,58,103,45,61,106,3369,2980,6349,131,88,219,862,751,1613,9092,8850,17942,Huon - Bruny Island
60303,29,34,63,1125,1118,2243,0,0,0,17,23,40,0,0,0,407,424,831,17,26,43,6,7,13,38,48,86,0,6,6,12,15,27,0,0,0,4,3,7,11,9,20,104,110,214,4,7,11,9,6,15,143,161,304,42,44,86,4,8,12,1943,2015,3958,9,0,9,0,7,7,0,3,3,0,3,3,11,14,25,11,17,28,979,826,1805,34,13,47,317,281,598,3322,3196,6518,South East Coast
60401,106,136,242,4800,5618,10418,0,0,0,740,871,1611,164,190,354,3579,4107,7686,24,41,65,37,33,70,72,118,190,43,57,100,102,139,241,0,0,0,18,28,46,253,320,573,470,507,977,96,154,250,79,89,168,1671,2029,3700,783,925,1708,11,14,25,12942,15240,28182,39,48,87,43,29,72,4,6,10,0,3,3,56,107,163,56,110,166,7178,6524,13702,186,108,294,2600,2613,5213,23154,24814,47968,Burnie - Ulverstone
60402,102,139,241,4556,5212,9768,0,0,0,752,853,1605,184,176,360,3250,3733,6983,76,102,178,43,37,80,126,149,275,84,87,171,61,75,136,0,0,0,33,39,72,247,276,523,486,543,1029,87,113,200,44,41,85,1283,1677,2960,657,745,1402,20,26,46,11989,13884,25873,35,31,66,22,29,51,0,10,10,3,0,3,59,104,163,62,104,166,6634,5854,12488,183,130,313,2060,1956,4016,21087,22137,43224,Devonport
60403,48,54,102,2000,2029,4029,0,0,0,183,185,368,115,145,260,1616,1590,3206,4,3,7,13,6,19,21,19,40,4,8,12,44,54,98,0,0,0,23,22,45,113,124,237,207,205,412,23,26,49,26,21,47,479,517,996,365,355,720,15,15,30,5251,5324,10575,13,18,31,13,5,18,0,3,3,0,3,3,31,19,50,31,22,53,2753,2358,5111,74,40,114,1086,864,1950,9269,8688,17957,West Coast
69797,0,0,0,14,5,19,0,0,0,0,0,0,0,0,0,17,10,27,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,15,58,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,10,33,0,0,0,11,7,18,81,32,113,Migratory - Offshore - Shipping (Tas.)
69999,5,11,16,104,82,186,0,0,0,6,6,12,3,0,3,71,53,124,0,0,0,3,0,3,4,0,4,3,0,3,3,4,7,0,0,0,0,4,4,0,7,7,9,14,23,6,0,6,0,0,0,14,10,24,16,16,32,0,4,4,242,200,442,4,0,4,4,0,4,0,4,4,0,0,0,4,5,9,4,5,9,206,149,355,12,11,23,135,80,215,612,460,1072,Special Purpose Codes SA3 (Tas.)
70101,217,288,505,1414,1225,2639,0,0,0,154,171,325,3,5,8,2686,2520,5206,8,7,15,381,329,710,15,24,39,34,24,58,105,136,241,0,5,5,62,59,121,78,73,151,215,189,404,11,12,23,25,37,62,438,538,976,172,199,371,13,16,29,5814,5569,11383,171,108,279,116,97,213,17,10,27,19,5,24,75,83,158,94,88,182,3485,2783,6268,201,86,287,2156,1471,3627,12271,10500,22771,Darwin City
70102,719,910,1629,2508,2660,5168,0,0,0,333,405,738,4,0,4,5981,6508,12489,23,32,55,1293,1140,2433,117,138,255,48,73,121,295,338,633,28,19,47,110,139,249,195,248,443,411,350,761,67,83,150,75,87,162,1046,1298,2344,553,626,1179,32,25,57,13119,14169,27288,437,348,785,480,402,882,29,35,64,6,13,19,162,178,340,168,191,359,6538,5673,12211,314,183,497,4805,3053,7858,26609,24964,51573,Darwin Suburbs
70103,154,178,332,1382,1334,2716,0,0,0,153,134,287,0,0,0,1920,1687,3607,5,8,13,86,52,138,27,35,62,9,9,18,153,155,308,0,0,0,18,26,44,26,28,54,231,241,472,31,33,64,10,14,24,485,497,982,169,179,348,8,0,8,4713,4432,9145,14,10,24,18,21,39,0,4,4,21,9,30,25,25,50,46,34,80,3236,2362,5598,153,55,208,1793,1398,3191,10127,8494,18621,Litchfield
70104,220,284,504,1912,1984,3896,0,0,0,192,220,412,0,0,0,3120,3348,6468,21,12,33,163,140,303,38,37,75,36,42,78,200,265,465,0,0,0,46,46,92,167,196,363,250,259,509,39,50,89,38,32,70,568,725,1293,312,326,638,20,23,43,7122,7705,14827,103,106,209,106,104,210,7,4,11,10,9,19,45,67,112,55,76,131,4304,3680,7984,201,85,286,1768,1688,3456,13886,13732,27618,Palmerston
80103,6,3,9,144,102,246,0,0,0,3,9,12,0,0,0,176,118,294,0,0,0,7,5,12,0,0,0,3,3,6,13,9,22,0,0,0,0,3,3,13,5,18,21,14,35,6,3,9,0,0,0,24,19,43,15,6,21,0,0,0,425,296,721,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,3,3,6,170,126,296,6,5,11,396,61,457,1009,494,1503,Fyshwick - Pialligo - Hume
