gml_id,sa3_name16,sa3_code16,m_0_299_ds_ds_sept_house,m_0_299_ds_ds_sd_row_tce_hs_t,m_0_299_ds_ds_flat_apart,m_0_299_ds_ds_other_dwg,m_0_299_ds_ns,m_0_299_tot,m_300_449_ds_separate_hse,m_300_449_ds_sd_row_tc_hse_th,m_300_449_ds_flat_apart,m_300_449_ds_other_dwg,m_300_449_ds_ns,m_300_449_tot,m_450_599_ds_separate_hse,m_450_599_ds_sd_row_tce_hs_th,m_450_599_ds_flat_apart,m_450_599_ds_other_dwg,m_450_599_ds_ns,m_450_599_tot,m_600_799_ds_separate_hse,m_600_799_ds_sd_row_tc_hs_th,m_600_799_ds_flat_apart,m_600_799_ds_other_dwg,m_600_799_ds_ns,m_600_799_tot,m_800_999_ds_separate_hse,m_800_999_ds_sd_row_tc_hs_th,m_800_999_ds_flat_apart,m_800_999_ds_other_dwg,m_800_999_ds_ns,m_800_999_tot,m_1000_1399_ds_separate_hse,m_1000_1399_ds_sd_rw_tc_h_th,m_1000_1399_ds_flat_apart,m_1000_1399_ds_other_dwg,m_1000_1399_ds_ns,m_1000_1399_tot,m_1400_1799_ds_separate_hse,m_1400_1799_ds_sd_rw_tc_h_th,m_1400_1799_ds_flat_apart,m_1400_1799_ds_other_dwg,m_1400_1799_ds_ns,m_1400_1799_tot,m_1800_2399_ds_separate_hse,m_1800_2399_ds_sd_rw_tc_h_th,m_1800_2399_ds_flat_apart,m_1800_2399_ds_other_dwg,m_1800_2399_ds_ns,m_1800_2399_tot,m_2400_2999_ds_separate_hse,m_2400_2999_ds_sd_rw_tc_h_th,m_2400_2999_ds_flat_apart,m_2400_2999_ds_other_dwg,m_2400_2999_ds_ns,m_2400_2999_tot,m_3000_3999_ds_separate_hse,m_3000_3999_ds_sd_rw_tc_h_th,m_3000_3999_ds_flt_apart,m_3000_3999_ds_other_dwg,m_3000_3999_ds_ns,m_3000_3999_tot,m_4000_over_ds_separate_hse,m_4000_ov_ds_sd_rw_tce_hs_th,m_4000_over_ds_flat_apart,m_4000_over_ds_other_dwg,m_4000_ds_over_ns,m_4000_over_tot,mort_rpmnt_ns_ds_separat_hs,mrt_rpmt_ns_ds_sd_rw_tc_hs_th,mrt_rpmt_ns_ds_flat_apart,mort_rpmnt_ns_ds_other_dwg,mort_rpmnt_ns_ds_ns,mort_rpmnt_ns_total,tot_ds_separate_hse,tot_ds_sd_row_tce_hse_thse,tot_ds_flat_apartment,tot_ds_other_dwg,tot_ds_ns,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fe6,Mt Gravatt,"30303","421","33","18","0","0","477","137","16","8","0","0","163","98","8","6","0","0","117","181","29","3","3","0","211","255","22","24","0","0","296","766","102","46","0","3","924","822","181","75","0","3","1074","1582","245","87","3","8","1925","1126","76","19","0","0","1223","896","21","8","6","0","933","429","24","9","0","0","459","292","15","8","0","0","317","6988","771","311","18","24","8114"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fe7,Nathan,"30304","212","7","8","0","0","225","78","3","0","0","0","83","62","5","0","0","0","65","135","6","3","0","0","144","153","13","11","0","0","177","421","41","41","0","5","504","539","64","62","0","3","661","1019","78","42","0","6","1136","620","19","15","0","0","651","539","11","10","0","4","555","273","7","3","0","0","286","157","9","3","0","0","170","4197","265","196","0","15","4672"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fe8,Rocklea - Acacia Ridge,"30305","360","21","0","0","0","381","130","16","3","0","0","153","97","16","0","0","0","110","190","18","3","0","0","210","223","33","0","0","0","259","891","167","7","0","0","1067","1234","258","3","4","4","1506","1920","137","5","0","3","2071","1034","41","0","0","3","1077","638","13","0","0","0","652","309","14","0","0","0","321","263","26","0","0","0","291","7292","760","24","8","14","8091"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fe9,Mudgeeraba - Tallebudgera,"30905","201","16","0","0","0","226","80","11","0","0","0","95","62","13","0","0","0","80","101","17","0","0","0","124","162","29","0","0","0","192","493","132","0","0","0","632","574","136","7","3","0","719","1105","79","0","3","0","1190","785","22","0","0","7","807","631","18","0","0","0","644","320","5","0","0","0","322","216","13","3","0","0","229","4737","488","14","8","9","5256"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fea,Nerang,"30906","327","47","13","0","0","386","140","16","3","0","0","163","118","17","4","0","0","141","217","32","15","3","0","266","320","58","5","0","0","384","941","219","35","0","0","1203","1407","267","37","0","0","1719","2523","179","33","3","0","2744","1246","49","5","0","3","1308","698","33","4","0","0","734","312","15","0","0","3","338","380","43","9","0","0","432","8634","986","171","11","11","9811"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5feb,Ormeau - Oxenford,"30907","452","50","6","3","0","512","167","28","4","0","0","195","135","27","3","0","0","163","266","54","7","3","0","325","421","73","8","0","0","505","1222","314","31","6","3","1579","1961","411","27","0","6","2408","4206","249","41","9","14","4512","2183","53","13","5","0","2259","1501","26","16","8","3","1553","798","15","3","0","3","822","609","54","9","3","0","676","13920","1353","166","40","28","15510"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fec,Outback - South,"31503","219","3","0","9","4","230","85","0","0","9","0","91","81","0","0","3","0","78","155","0","0","4","0","159","159","0","0","5","0","164","296","0","0","3","4","305","154","0","0","4","0","159","130","0","0","3","4","137","42","0","0","0","0","43","20","0","0","7","0","27","49","0","0","6","3","57","119","0","0","11","4","141","1506","3","0","62","19","1593"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fed,Buderim,"31601","287","23","17","0","0","330","104","25","5","0","0","137","111","7","3","0","0","116","166","7","4","5","0","186","229","15","14","0","3","265","747","49","40","0","4","835","905","52","46","0","3","1010","1744","45","25","0","3","1813","918","10","7","0","3","936","618","9","7","0","0","632","305","0","4","0","4","310","230","12","5","0","0","243","6355","260","173","4","25","6820"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fee,Caloundra,"31602","344","37","38","0","3","431","141","31","10","0","0","185","118","22","16","0","0","156","223","25","23","7","0","272","310","42","38","3","3","397","878","122","84","3","4","1088","1189","131","89","0","3","1406","2189","87","95","3","3","2381","1055","11","38","3","3","1116","739","14","31","0","0","780","364","8","11","0","0","386","327","25","20","0","3","374","7876","552","493","19","24","8962"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fef,Maroochy,"31603","243","51","59","3","0","351","122","26","32","3","0","181","75","22","22","0","0","124","126","34","46","4","0","210","206","54","60","0","0","320","527","197","190","3","3","927","672","200","188","4","0","1061","1149","137","171","0","0","1461","500","42","59","0","4","605","381","23","53","0","0","455","189","8","35","3","0","237","205","37","23","6","0","267","4403","838","921","37","10","6209"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ff0,Noosa,"31605","234","37","14","0","0","283","87","18","6","0","0","112","84","15","10","0","0","102","117","27","8","0","0","155","159","21","14","0","0","196","484","73","39","0","5","595","575","77","38","3","3","699","932","64","40","0","7","1036","515","35","19","0","0","569","347","19","7","0","5","379","216","13","13","3","3","239","188","12","10","0","3","216","3923","402","211","8","28","4570"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ff1,Sunshine Coast Hinterland,"31606","343","4","0","3","0","347","179","7","3","3","0","192","147","3","0","0","0","147","241","4","3","0","3","251","342","3","0","6","0","354","937","16","0","7","5","964","1179","16","0","3","0","1201","1617","10","0","4","4","1635","708","0","4","3","3","714","480","3","0","0","3","487","238","0","0","0","3","246","321","4","0","0","4","331","6731","56","14","35","36","6872"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ff2,Nambour,"31607","252","3","0","0","0","260","144","4","3","0","0","155","108","7","3","3","0","121","202","7","3","0","0","217","325","13","4","0","0","343","871","51","13","0","0","935","1148","41","7","3","0","1203","1409","17","6","6","9","1439","529","6","0","0","3","541","316","0","0","0","0","316","144","0","0","0","0","147","260","6","7","0","3","277","5705","158","49","21","18","5950"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ff3,Noosa Hinterland,"31608","180","0","0","0","0","181","81","3","0","0","0","86","61","0","0","0","0","61","130","0","3","3","0","133","186","0","3","0","0","184","485","3","7","3","0","501","528","3","0","0","3","538","632","0","3","0","3","637","284","4","0","0","0","293","251","0","0","0","0","248","112","0","0","0","0","114","167","0","0","3","0","170","3093","15","23","16","11","3156"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ff4,Charters Towers - Ayr - Ingham,"31801","253","0","3","4","5","271","126","0","0","0","0","131","129","0","0","0","0","135","272","3","4","4","0","287","377","4","0","4","0","388","839","4","11","5","0","863","689","0","9","0","3","705","539","0","0","3","0","544","199","0","0","0","0","199","130","0","0","0","0","131","80","3","0","0","3","87","229","0","0","3","0","235","3877","11","34","39","15","3971"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ff5,Townsville,"31802","811","37","30","3","3","877","370","15","13","0","0","406","329","13","9","0","0","351","735","43","31","4","0","816","1023","65","34","5","0","1128","3472","199","124","16","4","3813","4751","136","103","8","8","5004","5525","60","91","9","20","5708","2136","19","28","7","3","2195","1374","11","34","7","7","1430","635","11","27","4","4","679","794","26","17","3","7","843","21955","634","537","73","49","23243"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ff6,Bundaberg,"31901","486","7","11","3","3","512","329","10","4","4","0","347","267","4","0","0","0","277","571","7","13","0","0","590","736","22","10","4","4","774","2090","37","29","6","7","2173","1985","22","31","3","5","2046","1447","7","18","4","0","1483","458","3","4","3","0","474","288","0","3","0","3","294","144","3","0","0","0","146","425","5","9","5","0","441","9223","125","134","39","25","9549"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ff7,Burnett,"31902","361","5","3","13","3","382","255","3","0","15","0","272","263","0","0","10","0","278","465","4","3","12","3","479","536","3","4","5","4","550","1086","7","6","7","7","1110","774","0","3","8","4","789","521","0","0","3","4","530","167","0","0","0","0","163","118","0","0","3","0","126","95","0","0","0","0","97","281","0","0","7","3","289","4921","25","18","80","22","5069"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ff8,Gympie - Cooloola,"31903","325","3","0","5","0","336","245","3","0","0","0","253","195","0","0","3","0","200","368","6","0","12","0","389","517","4","3","11","0","531","1265","10","3","8","7","1296","1109","3","3","7","5","1123","866","9","3","6","3","876","252","3","0","6","0","263","144","0","0","0","0","148","105","0","0","0","0","103","247","0","0","6","0","258","5642","40","13","72","20","5786"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ff9,Hervey Bay,"31904","291","13","4","3","7","318","162","16","0","0","0","183","149","10","0","3","3","160","285","16","3","4","0","305","332","19","3","4","0","363","996","55","12","10","11","1078","1209","32","5","4","0","1254","1017","19","7","7","3","1049","317","0","3","4","0","325","195","0","3","0","0","199","81","0","0","0","0","86","194","11","3","5","0","211","5218","185","47","47","23","5532"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ffa,Cairns - North,"30601","288","10","11","0","0","312","114","5","8","0","0","135","132","8","5","0","0","146","220","26","13","3","4","269","290","35","42","0","0","366","914","99","79","0","3","1094","1225","55","66","3","7","1360","1867","38","44","0","4","1954","773","5","15","0","3","793","497","6","5","3","0","516","263","4","0","0","0","268","243","12","11","0","0","266","6829","307","297","15","22","7473"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ffb,Cairns - South,"30602","383","17","40","0","0","451","184","16","31","0","0","228","145","18","32","0","0","190","360","39","83","3","3","489","491","65","144","4","3","706","1663","157","214","6","4","2044","2297","64","170","7","8","2540","2288","41","97","3","9","2431","697","5","31","0","0","731","460","7","31","3","0","505","249","3","21","3","0","273","387","16","33","3","0","436","9603","438","924","28","24","11021"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ffc,Innisfail - Cassowary Coast,"30603","173","3","3","9","6","188","102","0","0","3","0","103","77","0","3","3","0","89","201","3","3","7","5","221","288","3","0","8","0","297","696","7","11","3","7","717","548","4","0","4","8","560","418","0","4","7","0","427","161","0","0","0","3","163","100","0","0","3","3","109","59","0","0","3","0","59","151","3","4","6","3","164","2979","17","32","49","29","3107"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ffd,Port Douglas - Daintree,"30604","46","8","4","3","0","58","20","3","0","3","0","24","33","6","4","4","0","46","39","12","10","0","0","57","68","9","9","3","0","82","179","19","8","3","0","210","203","25","14","3","0","242","226","8","8","3","5","245","84","3","3","0","0","93","67","4","0","0","0","70","40","9","0","0","3","45","63","3","4","0","0","70","1066","96","64","21","15","1254"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5ffe,Tablelands (East) - Kuranda,"30605","213","0","0","4","0","217","142","0","3","0","0","149","107","0","0","0","0","113","223","0","0","3","0","223","307","0","3","3","0","311","833","3","11","10","3","850","747","0","0","10","0","756","711","0","0","4","4","721","250","0","0","0","0","251","157","0","3","3","4","168","116","0","0","0","0","118","203","0","3","0","0","207","4009","4","26","33","15","4087"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fff,Darling Downs (West) - Maranoa,"30701","396","4","3","4","3","410","121","0","0","7","3","133","104","0","0","0","0","112","231","3","0","3","6","243","306","3","0","0","0","316","680","0","0","3","9","696","594","3","0","3","5","607","570","4","0","0","3","578","242","0","0","0","0","248","183","0","0","4","0","183","131","0","0","3","0","130","257","0","0","6","3","265","3804","20","20","40","35","3924"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6000,Darling Downs - East,"30702","309","0","0","3","3","312","144","0","0","4","0","148","133","0","0","5","4","144","253","0","0","0","0","252","420","0","0","0","0","425","939","0","0","10","7","958","780","4","0","0","0","790","683","0","0","0","9","701","264","0","0","4","0","269","164","0","0","0","0","167","102","0","0","3","0","107","219","0","0","0","0","216","4406","10","5","34","33","4479"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6001,Sunnybank,"30306","324","32","0","0","0","354","90","16","0","0","0","101","76","17","0","0","0","98","153","26","0","0","0","171","180","27","0","0","0","207","552","138","0","0","0","694","672","184","3","0","0","862","1058","119","6","0","0","1184","519","25","0","0","0","546","396","12","0","0","0","411","195","14","0","0","0","210","163","19","0","0","3","179","4382","620","18","4","7","5022"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6002,Centenary,"30401","273","11","0","0","0","284","81","5","0","0","0","93","76","4","0","0","0","82","122","11","0","0","0","132","172","4","3","0","0","179","477","37","0","0","0","511","633","41","0","0","0","679","1204","56","0","0","0","1259","668","18","0","0","0","688","525","15","0","0","0","538","270","3","0","0","0","273","165","13","3","0","0","181","4676","207","9","3","4","4892"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6003,Kenmore - Brookfield - Moggill,"30402","356","0","0","0","0","363","104","3","0","0","0","103","96","0","0","0","0","96","142","0","0","0","0","145","182","3","0","0","0","186","532","12","0","0","0","548","678","12","3","4","0","694","1328","11","3","0","0","1344","982","7","4","0","3","995","1064","5","0","0","0","1077","790","3","0","0","0","792","237","5","0","0","0","238","6493","64","14","3","7","6582"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6004,Sherwood - Indooroopilly,"30403","217","18","67","0","0","305","61","5","12","0","0","82","50","7","19","0","0","77","63","15","37","0","0","115","89","7","33","0","0","135","233","26","141","0","0","399","292","34","214","0","3","544","541","90","248","0","3","881","462","41","94","0","6","602","546","36","48","0","3","635","568","12","30","0","3","610","138","15","27","0","0","179","3258","307","977","3","13","4560"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6005,The Gap - Enoggera,"30404","294","6","7","0","0","307","117","3","3","0","0","125","103","8","4","0","0","114","146","6","8","0","0","156","207","12","17","0","0","231","600","26","45","0","0","666","740","41","79","0","0","866","1489","57","83","0","3","1627","1031","8","29","0","4","1068","791","11","18","0","0","810","389","4","8","0","3","402","176","4","10","0","0","194","6084","172","306","0","9","6568"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6006,Brisbane Inner,"30501","76","7","204","0","3","293","35","4","46","0","0","82","18","3","48","0","0","66","26","3","93","0","0","122","41","10","102","0","0","153","114","23","392","0","0","529","84","21","525","0","8","626","215","42","908","0","0","1161","121","26","428","0","0","576","232","36","398","0","6","673","345","29","282","0","3","656","62","7","90","0","0","162","1369","202","3512","7","18","5109"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6007,Brisbane Inner - East,"30502","191","32","20","0","0","241","47","6","9","0","0","63","40","6","10","0","0","59","54","14","11","0","0","81","86","19","22","0","0","120","246","47","87","0","0","381","294","120","144","0","3","555","544","180","208","0","0","936","527","97","84","0","0","702","755","90","59","0","3","911","745","50","36","0","3","828","156","25","22","0","0","204","3686","689","694","0","12","5082"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6008,Brisbane Inner - North,"30503","357","24","111","0","3","492","89","10","37","0","0","136","77","9","34","0","3","127","112","16","65","0","0","187","175","16","112","0","0","297","410","64","331","4","0","812","424","78","572","0","5","1084","892","166","660","0","0","1723","752","86","292","0","0","1134","1102","74","216","3","6","1395","1288","35","162","0","6","1491","250","31","91","0","3","378","5921","594","2686","14","35","9246"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6009,Brisbane Inner - West,"30504","260","11","52","0","0","325","77","0","15","0","0","92","47","3","20","0","0","72","87","6","26","0","0","120","138","9","39","0","0","181","365","15","162","0","0","544","384","30","239","0","0","647","754","58","282","3","0","1100","616","40","118","0","0","770","1001","37","78","0","0","1121","1068","9","43","0","0","1121","180","14","34","0","3","227","4977","236","1104","12","5","6333"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_600a,Granite Belt,"30703","270","0","0","7","4","282","159","7","0","0","0","165","150","0","0","0","5","160","282","4","0","0","0","284","425","5","0","4","0","438","1073","18","0","5","3","1097","805","4","0","0","6","812","562","4","0","0","3","570","189","0","0","0","0","196","141","0","0","0","3","142","84","0","0","5","3","94","210","0","0","7","3","220","4350","42","13","25","26","4465"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_600b,Central Highlands (Qld),"30801","121","0","0","3","3","131","29","3","0","3","0","34","42","0","0","0","0","51","79","0","3","3","3","94","113","0","3","4","14","127","319","8","8","5","10","349","375","15","8","5","3","407","609","10","5","8","10","641","301","0","3","4","5","314","216","0","0","0","3","219","109","0","0","0","7","118","116","0","3","0","5","125","2429","47","36","41","59","2608"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_600c,Rockhampton,"30803","559","10","7","10","0","584","298","3","8","0","0","309","279","7","3","3","0","290","530","12","9","3","3","546","833","16","13","6","0","866","2508","43","27","12","3","2596","2844","34","33","14","3","2926","3061","27","25","11","8","3138","1198","7","13","4","3","1220","778","5","11","0","0","793","351","0","0","3","3","357","543","7","5","3","3","562","13770","168","153","71","36","14196"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_600d,Biloela,"30804","116","0","0","0","3","120","30","0","0","0","0","34","35","0","0","0","0","35","48","0","0","0","0","48","101","0","0","0","0","97","251","0","3","3","0","258","265","0","0","4","0","269","217","0","0","3","0","219","101","0","0","0","0","100","86","0","0","0","0","85","52","0","0","0","0","52","84","0","0","0","0","84","1379","4","8","10","3","1410"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_600e,Gladstone,"30805","285","0","3","10","3","301","133","3","6","3","0","145","128","0","0","3","0","131","208","7","4","0","0","224","329","4","10","4","0","352","904","30","17","8","3","960","1319","19","19","6","0","1364","1983","24","11","14","0","2031","1166","8","8","3","4","1189","832","0","7","7","5","847","323","3","3","3","3","332","327","3","3","5","6","341","7941","103","95","63","21","8221"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_600f,Broadbeach - Burleigh,"30901","267","56","78","0","0","408","87","21","19","0","3","136","63","36","26","0","0","119","113","37","47","0","0","201","155","80","77","0","0","320","462","237","239","0","0","941","505","300","303","0","0","1106","944","301","288","0","0","1531","685","92","95","0","0","876","618","63","83","3","3","761","406","33","47","0","3","493","241","55","63","0","0","359","4550","1309","1375","7","19","7258"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6010,Coolangatta,"30902","221","43","43","0","0","306","89","22","19","0","0","137","74","21","18","0","0","119","129","41","47","0","0","213","146","45","62","0","0","259","534","152","210","3","0","901","620","240","224","0","0","1083","1190","205","163","0","0","1557","719","74","50","0","3","849","484","35","42","0","0","562","234","20","28","0","0","284","227","31","41","0","3","302","4656","938","945","11","10","6566"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6011,Gold Coast - North,"30903","201","124","51","0","0","385","70","58","15","3","0","154","49","44","15","0","3","104","104","102","43","0","0","257","139","122","47","3","0","312","421","447","177","0","4","1047","614","495","151","3","6","1276","1018","323","177","0","7","1525","486","99","69","0","0","653","402","83","47","4","0","536","322","43","41","0","0","403","207","85","45","0","3","335","4021","2029","879","13","29","6975"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6012,Gold Coast Hinterland,"30904","140","4","0","0","0","145","67","0","0","0","0","67","52","0","0","0","0","56","106","0","0","0","0","103","123","0","0","0","0","128","364","3","0","6","0","369","466","0","0","4","3","474","682","0","0","5","0","686","355","0","0","0","0","356","259","0","0","4","0","268","123","0","0","5","0","130","165","0","0","0","0","167","2907","11","4","23","10","2949"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6013,Robina,"30908","202","78","12","0","0","288","78","32","4","0","0","112","60","26","9","0","0","86","102","51","10","0","0","165","145","77","20","0","0","243","416","230","32","0","0","676","525","363","55","0","0","950","989","352","50","0","0","1387","598","107","16","0","0","730","424","44","17","0","0","484","183","22","5","0","0","203","171","55","4","0","0","230","3875","1435","239","0","5","5553"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6014,Southport,"30909","193","48","48","0","0","289","91","25","22","0","0","140","73","23","14","0","0","107","138","48","26","0","3","217","178","59","44","0","0","273","543","172","170","4","0","895","675","175","167","3","3","1019","1204","156","106","0","4","1474","545","41","34","0","0","610","321","31","23","0","0","383","180","14","16","0","0","209","195","39","34","0","0","275","4338","835","703","7","9","5900"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6015,Surfers Paradise,"30910","135","21","89","0","0","245","41","8","31","0","0","76","16","13","29","0","0","67","44","10","58","3","0","113","54","26","97","0","5","180","144","77","252","0","3","479","147","78","264","0","3","487","280","87","299","0","3","663","221","48","95","0","3","363","263","37","78","0","3","383","340","33","74","0","0","446","92","15","70","0","0","178","1760","455","1444","7","22","3689"
