gml_id,sa3_name16,sa3_code16,m_0_299_ds_ds_sept_house,m_0_299_ds_ds_sd_row_tce_hs_t,m_0_299_ds_ds_flat_apart,m_0_299_ds_ds_other_dwg,m_0_299_ds_ns,m_0_299_tot,m_300_449_ds_separate_hse,m_300_449_ds_sd_row_tc_hse_th,m_300_449_ds_flat_apart,m_300_449_ds_other_dwg,m_300_449_ds_ns,m_300_449_tot,m_450_599_ds_separate_hse,m_450_599_ds_sd_row_tce_hs_th,m_450_599_ds_flat_apart,m_450_599_ds_other_dwg,m_450_599_ds_ns,m_450_599_tot,m_600_799_ds_separate_hse,m_600_799_ds_sd_row_tc_hs_th,m_600_799_ds_flat_apart,m_600_799_ds_other_dwg,m_600_799_ds_ns,m_600_799_tot,m_800_999_ds_separate_hse,m_800_999_ds_sd_row_tc_hs_th,m_800_999_ds_flat_apart,m_800_999_ds_other_dwg,m_800_999_ds_ns,m_800_999_tot,m_1000_1399_ds_separate_hse,m_1000_1399_ds_sd_rw_tc_h_th,m_1000_1399_ds_flat_apart,m_1000_1399_ds_other_dwg,m_1000_1399_ds_ns,m_1000_1399_tot,m_1400_1799_ds_separate_hse,m_1400_1799_ds_sd_rw_tc_h_th,m_1400_1799_ds_flat_apart,m_1400_1799_ds_other_dwg,m_1400_1799_ds_ns,m_1400_1799_tot,m_1800_2399_ds_separate_hse,m_1800_2399_ds_sd_rw_tc_h_th,m_1800_2399_ds_flat_apart,m_1800_2399_ds_other_dwg,m_1800_2399_ds_ns,m_1800_2399_tot,m_2400_2999_ds_separate_hse,m_2400_2999_ds_sd_rw_tc_h_th,m_2400_2999_ds_flat_apart,m_2400_2999_ds_other_dwg,m_2400_2999_ds_ns,m_2400_2999_tot,m_3000_3999_ds_separate_hse,m_3000_3999_ds_sd_rw_tc_h_th,m_3000_3999_ds_flt_apart,m_3000_3999_ds_other_dwg,m_3000_3999_ds_ns,m_3000_3999_tot,m_4000_over_ds_separate_hse,m_4000_ov_ds_sd_rw_tce_hs_th,m_4000_over_ds_flat_apart,m_4000_over_ds_other_dwg,m_4000_ds_over_ns,m_4000_over_tot,mort_rpmnt_ns_ds_separat_hs,mrt_rpmt_ns_ds_sd_rw_tc_hs_th,mrt_rpmt_ns_ds_flat_apart,mort_rpmnt_ns_ds_other_dwg,mort_rpmnt_ns_ds_ns,mort_rpmnt_ns_total,tot_ds_separate_hse,tot_ds_sd_row_tce_hse_thse,tot_ds_flat_apartment,tot_ds_other_dwg,tot_ds_ns,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f6f,Dural - Wisemans Ferry,"11502","174","3","0","0","0","181","47","0","5","0","0","55","37","0","0","0","0","39","59","0","0","0","0","61","68","3","0","0","0","70","226","16","4","0","0","243","209","13","0","3","0","227","429","19","4","4","3","452","291","15","4","3","0","314","516","10","3","3","3","541","688","11","0","3","4","705","208","3","0","0","0","212","2958","96","23","17","11","3100"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f70,Hawkesbury,"11503","153","0","0","3","0","156","50","0","0","0","0","50","54","0","0","0","0","54","112","0","0","0","0","110","143","0","0","0","0","143","368","0","0","0","4","373","453","0","0","0","5","455","858","0","0","5","5","866","544","0","0","0","0","547","557","0","0","0","3","561","350","0","0","0","3","358","181","0","0","0","3","186","3830","0","0","13","18","3861"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f71,Rouse Hill - McGraths Hill,"11504","151","30","0","0","0","177","50","6","0","0","0","49","44","6","0","0","0","46","58","10","0","3","0","70","80","14","0","0","0","94","295","40","0","0","0","341","364","49","7","0","0","416","823","96","10","0","0","936","683","81","3","0","0","775","1055","153","0","0","6","1210","644","81","0","0","3","727","212","28","0","3","0","242","4451","594","20","5","11","5084"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f72,Blacktown,"11601","611","76","17","0","0","705","220","21","4","0","0","250","186","19","6","0","0","213","305","49","10","0","0","358","431","58","17","0","0","505","1369","208","98","0","3","1673","1797","375","119","3","3","2304","3486","589","109","8","9","4201","2090","309","18","3","7","2430","1688","143","3","4","3","1844","623","71","14","0","0","703","515","79","17","0","0","606","13316","2006","428","10","22","15786"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f73,Blacktown - North,"11602","339","139","13","0","5","498","99","44","8","0","0","148","74","35","4","0","0","119","140","52","6","0","0","199","208","96","5","0","0","308","655","292","23","3","5","977","874","416","79","4","0","1379","2097","948","99","4","13","3163","2025","747","56","7","11","2838","2494","697","19","3","8","3217","1050","265","12","0","3","1331","412","133","7","3","3","553","10457","3866","327","32","45","14731"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f74,Mount Druitt,"11603","394","30","12","0","0","430","174","16","6","0","0","195","145","9","0","0","0","163","284","21","9","0","0","316","407","36","11","0","0","450","1365","142","46","4","0","1559","1966","262","59","3","0","2283","2994","370","35","3","0","3399","1514","115","6","0","6","1643","926","52","4","4","4","987","335","25","0","0","0","367","488","47","8","0","0","547","10982","1126","205","18","13","12340"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f75,Botany,"11701","95","23","80","0","0","206","30","15","25","0","0","62","23","0","27","0","0","57","42","12","32","0","0","85","52","27","68","0","0","151","138","54","191","0","0","379","130","48","260","3","0","448","270","105","461","0","3","836","224","98","339","3","0","660","380","233","298","3","5","917","419","131","136","3","4","694","108","39","65","0","0","217","1916","782","1988","16","10","4708"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f76,Sydney Inner City,"11703","43","281","669","9","0","1002","6","59","142","0","0","204","7","52","106","0","0","166","15","76","185","0","0","270","6","101","291","0","3","409","40","308","977","3","3","1331","44","332","1308","4","8","1691","75","632","2505","10","15","3230","41","549","1797","3","0","2395","73","1088","2092","9","7","3268","158","1444","1663","11","19","3292","25","198","342","8","4","578","524","5115","12078","51","63","17832"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f77,Marrickville - Sydenham - Petersham,"11702","102","105","70","0","0","285","33","25","9","0","0","62","23","18","20","0","0","57","30","44","37","0","0","112","56","56","44","0","3","158","146","136","176","3","3","464","154","168","217","0","0","546","292","329","423","5","3","1051","255","282","229","0","0","765","424","544","228","9","0","1212","407","523","84","8","3","1023","82","82","34","0","0","197","2015","2317","1569","25","23","5948"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f78,Eastern Suburbs - North,"11801","313","216","314","8","3","855","25","43","65","3","3","129","30","26","52","0","0","106","25","43","84","0","0","150","27","52","119","3","0","201","123","167","349","4","3","644","88","138","407","4","3","639","204","342","824","8","8","1381","121","222","603","9","3","964","284","518","970","13","7","1788","1540","1640","944","10","24","4155","249","181","227","3","3","662","3020","3585","4963","63","51","11670"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f79,Eastern Suburbs - South,"11802","286","154","270","4","3","715","58","30","48","0","0","142","52","33","50","3","0","138","66","42","77","0","0","183","100","75","109","4","0","299","278","183","363","4","0","827","231","167","447","3","0","843","459","329","851","10","4","1653","348","288","669","3","4","1314","645","557","824","8","8","2045","1528","905","504","14","9","2962","291","130","168","3","0","596","4334","2890","4383","64","40","11718"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f7a,Bankstown,"11901","606","165","59","3","3","839","162","47","25","0","0","236","175","46","22","0","0","248","258","83","46","4","0","389","353","139","64","3","0","554","1065","401","307","7","0","1781","1210","530","405","7","4","2150","2281","985","412","10","14","3690","1597","676","96","6","12","2387","1800","618","60","3","9","2486","862","250","44","0","6","1165","614","160","56","3","0","831","10998","4096","1593","40","43","16769"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f7b,Canterbury,"11902","435","117","148","0","3","707","126","27","59","0","0","210","99","20","44","0","0","170","161","42","91","0","0","299","218","35","158","0","0","411","613","167","523","0","4","1311","700","218","580","10","4","1510","1283","356","626","5","3","2282","920","240","211","6","3","1381","1181","244","175","4","3","1617","817","115","72","3","6","1014","433","84","99","0","3","620","6999","1674","2790","32","34","11525"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f7c,Hurstville,"11903","560","120","210","3","0","891","143","28","54","0","0","228","102","22","40","0","0","159","168","31","88","0","0","286","249","57","145","3","0","451","641","176","390","0","3","1213","653","174","550","0","0","1379","1391","307","819","6","3","2531","968","249","322","3","0","1543","1441","295","212","4","8","1958","1494","165","103","0","3","1774","428","81","79","0","0","586","8247","1708","3003","26","23","13007"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f7d,Kogarah - Rockdale,"11904","404","106","257","0","0","769","112","36","70","0","0","217","97","20","46","0","0","163","139","36","118","0","3","302","179","51","164","0","0","399","561","177","539","4","4","1290","538","200","810","4","3","1558","1097","391","1386","10","9","2883","787","267","802","4","0","1861","1240","346","463","0","4","2059","1167","210","202","0","0","1585","383","105","192","0","3","686","6705","1958","5050","33","27","13773"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f7e,Canada Bay,"12001","305","58","202","7","0","572","65","13","36","0","0","115","52","13","42","0","0","111","62","11","80","0","0","146","127","31","100","0","0","258","298","74","313","8","3","692","266","83","356","6","0","714","483","133","860","6","4","1500","365","125","643","12","0","1147","646","242","761","4","3","1661","1335","229","451","4","11","2020","220","38","130","0","0","397","4217","1050","3976","55","19","9323"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f7f,Leichhardt,"12002","67","213","48","4","0","338","19","54","9","0","0","85","12","42","16","0","0","75","21","86","11","0","0","124","34","83","12","3","0","131","74","255","81","4","0","413","78","240","81","0","0","404","128","442","196","3","0","769","147","409","174","3","9","733","284","850","197","10","0","1344","502","1531","144","10","13","2203","66","159","26","0","0","248","1437","4370","1004","39","27","6877"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f80,Strathfield - Burwood - Ashfield,"12003","463","116","295","12","3","880","89","36","68","0","0","196","89","27","69","0","0","189","113","37","113","3","0","264","168","71","185","0","0","425","495","159","567","10","0","1237","421","190","785","12","9","1421","844","362","1424","21","9","2661","563","271","750","17","4","1609","1043","401","541","18","13","2015","1608","345","233","13","3","2205","361","83","150","5","0","606","6264","2104","5182","105","41","13701"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f81,Chatswood - Lane Cove,"12101","566","53","258","0","0","879","94","10","57","0","0","158","82","17","44","0","0","134","72","18","76","0","0","175","110","24","108","0","0","246","338","55","353","0","3","752","299","49","460","0","0","813","660","120","891","0","0","1667","463","90","690","0","0","1238","989","203","841","0","0","2034","2737","278","438","3","10","3459","349","41","144","0","0","543","6760","952","4362","5","13","12098"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f82,Hornsby,"12102","458","38","77","0","3","570","134","15","21","0","0","167","109","7","20","0","0","144","180","12","27","0","0","223","206","12","81","0","3","299","641","55","207","0","0","903","746","73","283","0","0","1098","1455","135","519","0","0","2111","1307","141","309","0","0","1762","1763","118","164","0","0","2044","1131","50","64","0","0","1254","312","24","47","0","0","383","8443","675","1825","3","10","10962"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f83,Ku-ring-gai,"12103","894","22","110","0","0","1023","137","11","22","0","0","165","131","8","13","0","0","146","150","14","46","0","0","204","202","9","45","0","0","249","619","22","174","0","0","813","603","22","201","0","0","824","1267","44","498","0","0","1811","869","31","374","0","0","1278","2017","51","425","0","0","2493","4577","73","234","3","4","4884","592","15","76","0","0","676","12050","301","2210","6","12","14581"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f84,North Sydney - Mosman,"12104","241","113","291","0","0","648","31","24","65","0","0","120","25","21","60","0","0","103","20","18","81","0","0","117","35","39","149","0","0","221","126","108","387","0","0","623","80","88","465","0","0","640","195","206","885","0","0","1292","105","134","663","0","0","900","247","285","914","0","3","1448","1237","633","843","0","11","2723","180","82","159","0","4","412","2529","1738","4953","11","16","9243"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f85,Manly,"12201","142","45","73","0","3","274","16","7","15","0","0","43","21","6","16","0","0","46","27","7","17","0","0","56","31","16","28","0","0","76","117","41","98","0","0","254","93","37","108","0","0","239","194","72","237","0","0","500","153","56","188","3","0","399","345","131","294","3","0","778","1131","230","244","0","3","1605","137","34","53","0","0","230","2399","693","1382","9","9","4493"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f86,Pittwater,"12202","333","34","34","0","0","404","88","11","7","0","0","106","73","9","15","0","0","101","89","7","13","0","0","107","131","9","22","0","0","156","395","53","76","0","0","526","376","53","84","5","3","522","771","88","175","11","0","1043","668","88","151","4","0","916","1304","129","152","5","4","1587","1779","107","66","0","5","1954","322","18","28","0","0","367","6321","601","822","19","15","7778"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f87,Warringah,"12203","646","37","176","0","0","853","174","7","57","0","0","238","156","18","57","0","0","234","208","23","101","0","0","330","266","13","129","0","0","410","818","59","422","0","3","1303","873","58","598","7","3","1536","1610","98","1158","3","4","2867","1405","103","791","0","3","2307","2734","167","756","0","3","3668","3944","147","335","4","4","4437","686","35","153","0","0","875","13525","763","4727","22","32","19065"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f88,Camden,"12301","300","6","0","0","0","304","102","7","0","0","0","111","94","3","0","0","0","92","160","5","0","0","0","166","254","10","0","0","0","262","777","37","3","0","0","812","1226","68","0","0","0","1294","2763","117","7","0","0","2892","1919","48","5","0","0","1975","1499","15","0","0","3","1523","601","8","0","0","0","603","381","11","0","0","0","395","10080","334","20","0","3","10442"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f89,Campbelltown (NSW),"12302","679","65","16","0","4","761","284","34","5","0","0","324","250","43","14","0","0","304","426","73","11","3","0","509","707","99","10","0","0","826","2160","398","61","3","0","2620","3087","509","78","3","3","3688","4793","495","91","3","4","5388","2130","146","30","4","4","2309","1407","63","14","0","4","1489","654","38","12","0","0","703","701","76","7","0","0","793","17284","2051","329","22","20","19709"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f8a,Wollondilly,"12303","193","3","0","0","0","199","100","0","0","0","0","101","74","0","0","0","0","75","134","0","0","0","0","137","208","4","0","0","0","215","574","15","3","0","3","594","830","21","0","0","0","849","1464","17","5","6","0","1490","971","4","0","0","0","981","854","3","3","7","0","863","442","0","0","0","3","446","303","3","0","4","4","308","6155","75","16","13","17","6275"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f8b,Blue Mountains,"12401","537","11","3","0","5","557","264","11","0","0","0","272","220","3","3","0","0","226","372","4","3","0","0","381","475","6","4","0","0","485","1404","20","14","4","0","1442","1872","36","8","3","4","1925","2790","24","6","3","4","2824","1366","12","5","0","3","1381","992","6","0","0","0","995","471","0","3","3","3","473","383","6","3","3","0","388","11145","132","50","17","20","11361"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f8c,Blue Mountains - South,"12402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f8d,Penrith,"12403","579","44","13","0","0","641","253","18","3","0","0","277","221","21","8","0","0","247","381","44","21","0","0","448","545","67","42","0","0","653","1695","191","128","0","5","2021","2543","329","90","4","3","2968","4714","368","62","0","7","5148","3036","102","20","3","3","3163","2122","56","8","3","5","2192","850","24","0","0","4","877","710","50","12","0","0","768","17637","1307","406","14","31","19399"
