SA4_MAIN11,Bosnia_Herzegovina_Befre_1941,Bosnia_Herzegovina_1941_1950,Bosnia_Herzegovina_1951_1960,Bosnia_Herzegovina_1961_1970,Bosnia_Herzegovina_1971_1980,Bosnia_Herzegovina_1981_1990,Bosnia_Herzegovina_1991_2000,Bosnia_Herzegovina_2001_2005,Bosnia_Herzegovina_2006,Bosnia_Herzegovina_2007,Bosnia_Herzegovina_2008,Bosnia_Herzegovina_2009,Bosnia_Herzegovina_2010,Bosnia_Herzegovina_2011,Bosnia_Herzegovina_arrival_ns,Bosnia_Herzegovina_Tot,Cambodia_Before_1941,Cambodia_1941_1950,Cambodia_1951_1960,Cambodia_1961_1970,Cambodia_1971_1980,Cambodia_1981_1990,Cambodia_1991_2000,Cambodia_2001_2005,Cambodia_2006,Cambodia_2007,Cambodia_2008,Cambodia_2009,Cambodia_2010,Cambodia_2011,Cambodia_Yr_arrival_ns,Cambodia_Tot,Canada_Before_1941,Canada_1941_1950,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2005,Canada_2006,Canada_2007,Canada_2008,Canada_2009,Canada_2010,Canada_2011,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1941,China_exc_SARs_Taiwan_41_50,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_05,China_exc_SARs_Taiwan_2006,China_exc_SARs_Taiwan_2007,China_exc_SARs_Taiwan_2008,China_exc_SARs_Taiwan_2009,China_exc_SARs_Taiwan_2010,China_exc_SARs_Taiwan_2011,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1941,Croatia_1941_1950,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2005,Croatia_2006,Croatia_2007,Croatia_2008,Croatia_2009,Croatia_2010,Croatia_2011,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1941,Egypt_1941_1950,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2005,Egypt_2006,Egypt_2007,Egypt_2008,Egypt_2009,Egypt_2010,Egypt_2011,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1941,Fiji_1941_1950,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2005,Fiji_2006,Fiji_2007,Fiji_2008,Fiji_2009,Fiji_2010,Fiji_2011,Fiji_Yr_arrival_NS,Fiji_Tot,Frmr_Y_R_M_FYROM_Bef_1941,Frmr_Y_R_M_FYROM_1941_1950,Frmr_Y_R_M_FYROM_1951_1960,Frmr_Y_R_M_FYROM_1961_1970,Frmr_Y_R_M_FYROM_1971_1980,Frmr_Y_R_M_FYROM_1981_1990,Frmr_Y_R_M_FYROM_1991_2000,Frmr_Y_R_M_FYROM_2001_2005,Frmr_Yug_Rep_Mac_FYROM_2006,Frmr_Yug_Rep_Mac_FYROM_2007,Frmr_Yug_Rep_Mac_FYROM_2008,Frmr_Yug_Rep_Mac_FYROM_2009,Frmr_Yug_Rep_Mac_FYROM_2010,Frmr_Yug_Rep_Mac_FYROM_2011,Frmr_Y_R_M_FYROM_arrival_ns,Frmr_Yug_Rep_Mac_FYROM_Tot,Germany_Before_1941,Germany_1941_1950,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2005,Germany_2006,Germany_2007,Germany_2008,Germany_2009,Germany_2010,Germany_2011,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1941,Greece_1941_1950,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2005,Greece_2006,Greece_2007,Greece_2008,Greece_2009,Greece_2010,Greece_2011,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1941,Hng_Kng_SAR_China_1941_1950,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2005,Hong_Kong_SAR_China_2006,Hong_Kong_SAR_China_2007,Hong_Kong_SAR_China_2008,Hong_Kong_SAR_China_2009,Hong_Kong_SAR_China_2010,Hong_Kong_SAR_China_2011,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1941,India_1941_1950,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2005,India_2006,India_2007,India_2008,India_2009,India_2010,India_2011,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1941,Indonesia_1941_1950,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2005,SA4_NAME11
299,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,3,0,0,11,0,21,0,0,0,0,0,4,11,14,3,9,16,19,6,25,18,125,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,11,0,0,3,3,0,0,0,0,3,0,0,0,3,3,3,18,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,4,5,0,0,3,0,3,0,0,0,11,5,5,36,3,0,3,7,3,0,3,0,0,0,0,0,0,0,3,22,0,0,0,0,0,6,3,0,3,3,0,5,4,4,4,32,0,0,0,0,4,0,4,16,0,8,23,11,10,24,16,116,0,0,0,0,0,0,3,4,Special Purpose Codes SA4 (Vic.)
301,0,0,0,10,3,3,65,3,5,0,0,0,0,0,5,94,0,0,0,0,4,14,11,0,0,0,3,0,0,0,4,36,5,4,10,53,62,79,90,71,19,10,14,19,19,7,9,471,8,6,40,24,11,77,108,103,21,28,49,44,38,15,26,598,0,6,31,79,32,8,30,5,0,3,0,0,0,0,3,197,0,7,29,21,10,16,0,13,0,3,0,3,0,0,3,105,0,0,6,22,47,175,160,100,20,15,17,19,12,8,24,625,0,0,0,7,3,4,9,0,0,4,0,0,0,0,0,27,0,141,250,121,92,169,97,50,23,19,14,7,30,7,41,1061,0,7,48,54,17,6,9,7,3,3,0,0,3,3,10,170,0,4,8,16,23,39,44,29,13,6,3,3,3,4,6,201,0,16,14,71,50,64,92,133,56,81,114,76,25,22,34,848,0,12,60,28,17,13,50,31,Brisbane - East
302,0,0,0,3,11,5,85,10,0,3,0,0,0,0,5,122,0,0,0,0,7,5,0,0,0,3,3,0,0,0,0,18,0,0,9,28,43,62,53,71,21,15,23,13,10,20,15,383,8,5,26,25,58,178,213,233,63,88,128,135,99,40,59,1358,0,4,17,41,14,9,36,0,0,0,0,0,0,0,4,125,0,7,8,17,7,4,17,15,5,3,0,0,0,0,0,83,0,0,5,17,83,302,312,165,30,38,39,47,24,20,35,1117,0,0,0,7,18,7,5,6,0,0,0,0,0,0,0,43,0,105,127,76,46,88,62,41,17,18,15,28,13,7,29,672,6,15,53,32,15,7,8,0,0,3,0,0,3,0,6,148,0,4,8,19,51,157,160,70,8,14,10,15,13,10,17,556,0,11,19,84,81,219,294,457,205,441,762,678,155,73,139,3618,0,9,24,11,19,25,65,46,Brisbane - North
303,0,3,3,36,25,30,851,149,13,0,13,5,4,7,20,1159,0,0,0,0,28,136,60,34,12,3,18,10,9,8,11,329,4,4,6,35,95,127,111,86,24,20,33,59,49,40,20,713,7,28,170,169,157,973,1547,2351,691,864,1105,1256,1119,445,528,11410,0,0,39,214,82,33,240,34,0,0,6,4,9,0,22,683,0,0,41,44,23,48,44,50,22,9,21,23,6,4,18,353,0,4,6,38,98,610,585,255,50,53,74,46,50,30,54,1953,0,4,4,20,57,56,75,17,5,5,0,5,0,6,5,259,0,220,241,123,78,148,122,91,20,26,30,34,34,21,41,1229,22,78,326,333,97,59,25,19,0,3,9,3,4,3,41,1022,0,7,16,44,152,680,1133,436,103,104,141,130,99,44,81,3170,0,25,27,107,131,285,620,1020,507,992,1724,1561,420,217,293,7929,0,12,50,42,59,146,288,217,Brisbane - South
304,0,0,3,5,4,0,33,5,0,0,0,0,0,0,0,50,0,0,0,0,3,9,8,0,0,3,3,0,3,0,0,29,4,3,10,34,82,92,118,83,11,30,45,56,76,43,32,719,5,19,20,20,37,240,311,309,117,124,206,313,360,182,97,2360,0,6,13,21,7,8,15,10,0,0,0,0,0,0,6,86,0,4,18,21,0,8,6,4,0,0,4,7,6,0,0,78,3,0,6,15,48,189,171,62,12,27,14,9,9,5,3,573,0,0,0,9,24,9,22,0,0,0,0,0,0,0,3,67,0,146,133,72,56,112,110,111,36,47,45,28,31,23,43,993,0,3,18,12,13,9,0,0,0,3,0,0,0,0,0,58,0,6,8,28,61,195,216,113,39,41,49,53,60,22,11,902,6,16,13,84,109,163,320,350,104,134,262,211,102,74,51,1999,0,8,30,27,28,73,80,92,Brisbane - West
305,0,0,0,3,0,4,73,14,0,0,0,3,0,0,4,101,0,0,0,3,12,20,6,8,0,0,0,5,3,4,3,64,0,5,6,44,103,119,137,108,47,65,70,113,185,115,38,1155,6,7,50,30,42,180,272,400,136,218,272,358,394,204,121,2690,0,3,19,37,18,3,29,6,7,3,3,0,0,6,3,137,0,5,22,18,5,6,7,3,0,0,4,5,7,8,0,90,0,3,9,19,65,130,77,43,3,14,25,19,16,11,7,441,0,0,0,15,5,7,13,5,0,0,0,3,3,0,0,51,3,118,109,55,74,138,117,122,50,47,66,70,80,85,59,1193,18,36,212,216,42,13,9,6,0,0,0,0,0,0,86,638,0,3,20,24,58,180,215,114,33,47,62,66,69,57,51,999,0,8,11,61,73,92,155,288,131,380,786,613,309,214,117,3238,0,10,20,3,19,58,113,88,Brisbane Inner City
306,0,0,3,14,3,0,14,4,0,0,0,0,0,0,6,44,0,0,0,0,3,8,3,7,4,3,3,0,0,3,3,37,0,4,16,56,90,74,96,70,32,19,21,30,29,28,32,597,9,8,11,16,20,57,67,95,23,50,45,43,22,17,21,504,7,0,60,81,12,8,5,4,0,3,0,0,4,0,4,188,0,3,14,14,4,4,5,6,0,3,6,0,0,0,3,62,0,0,5,21,26,45,51,38,19,20,24,16,24,4,20,313,0,0,0,4,4,0,4,0,3,0,0,0,0,0,0,15,6,115,290,228,150,229,169,147,37,51,39,42,40,34,74,1651,4,12,32,30,8,5,3,4,0,0,0,0,4,0,10,112,5,3,3,10,17,47,28,22,0,3,8,6,9,7,7,175,0,13,25,41,60,94,108,99,78,143,183,223,68,32,65,1232,3,3,43,48,43,38,62,51,Cairns
307,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,10,14,15,24,13,0,3,0,8,6,14,3,116,0,0,0,3,0,20,12,30,11,12,14,11,12,4,5,134,0,3,5,34,3,0,3,0,0,0,0,0,0,0,0,48,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,15,0,0,0,3,3,16,20,10,11,0,0,4,3,0,0,70,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,32,85,59,29,57,17,15,7,3,6,3,7,5,12,337,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,14,0,3,0,3,3,5,4,0,4,0,3,3,4,0,3,35,0,3,3,10,7,0,3,18,10,7,16,16,9,7,9,118,0,3,7,3,3,9,3,5,Darling Downs - Maranoa
308,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,9,0,3,3,17,28,30,28,36,13,5,6,11,25,15,27,247,4,4,13,8,13,12,32,60,19,9,31,32,22,8,28,295,0,0,8,24,8,4,3,0,0,0,0,0,0,0,0,47,0,3,3,4,0,3,0,4,0,4,0,3,3,3,6,36,0,0,4,7,25,53,48,36,11,11,9,27,8,9,18,266,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,44,134,120,49,61,31,35,8,8,16,7,5,9,13,540,0,3,13,18,3,0,3,0,0,0,0,0,0,0,4,44,4,3,3,3,7,12,6,6,3,3,5,3,3,3,3,67,0,3,0,9,7,14,27,122,65,105,127,88,60,31,35,693,0,3,4,8,4,14,13,25,Fitzroy
309,0,3,3,47,25,31,529,97,6,8,10,10,5,0,9,783,0,0,0,0,15,42,26,10,3,3,3,11,3,4,3,123,6,5,25,100,168,202,240,248,64,69,90,109,127,123,67,1643,6,20,48,52,61,334,492,639,183,227,330,381,357,119,184,3433,0,12,148,324,96,38,196,39,7,6,3,3,0,4,29,905,3,39,131,139,53,54,67,19,5,7,11,8,8,3,29,576,5,5,21,43,69,190,128,114,30,30,39,50,34,15,28,801,0,3,6,33,55,28,33,22,0,0,0,12,7,0,6,205,10,335,840,396,247,412,280,170,39,49,43,42,56,33,133,3085,5,22,152,177,57,26,25,10,0,0,0,6,4,3,22,509,6,3,9,32,108,230,304,133,20,42,24,41,41,20,55,1068,0,51,44,112,87,126,263,317,160,270,506,482,142,56,90,2706,0,18,67,43,73,103,219,138,Gold Coast
310,0,0,0,19,4,0,120,11,0,0,0,0,0,0,5,159,0,0,0,0,4,16,17,8,0,3,0,0,7,0,3,58,0,0,6,31,62,46,64,59,14,3,11,9,19,4,27,355,0,12,14,14,8,63,110,176,114,142,85,54,64,19,44,919,0,4,12,66,24,5,29,10,4,0,0,0,0,0,7,161,0,5,10,4,3,5,5,39,17,3,6,0,3,0,5,105,0,6,8,14,55,263,324,164,59,42,71,56,48,14,45,1169,0,0,4,4,20,11,5,3,0,0,3,0,3,0,6,59,3,204,307,176,119,172,67,54,12,26,16,24,8,8,38,1234,0,4,13,16,15,3,4,4,4,0,4,3,0,0,6,76,0,0,3,13,23,45,55,29,7,19,10,9,15,4,20,252,0,11,11,59,49,61,184,361,183,184,343,258,71,66,56,1897,0,10,34,49,30,48,73,65,Ipswich
311,0,3,3,30,14,28,415,90,5,0,8,5,5,3,7,616,0,0,3,0,17,277,177,90,20,24,14,26,11,0,44,703,4,4,4,31,65,75,62,45,13,7,7,4,14,7,5,347,0,12,25,46,26,122,139,236,52,78,79,65,66,36,54,1036,0,0,42,201,85,21,144,38,3,0,0,0,0,0,17,551,0,3,14,31,18,18,18,37,0,3,0,3,3,0,3,151,5,0,9,44,79,352,420,249,72,70,76,47,42,19,60,1544,0,0,0,12,19,26,21,14,0,0,0,0,0,0,0,92,0,173,347,211,165,238,101,63,20,15,17,7,9,3,47,1416,4,3,59,55,22,17,12,3,0,0,0,3,0,0,6,184,0,0,7,9,30,101,130,46,16,9,3,10,12,10,14,397,0,21,17,63,73,84,112,205,96,173,209,168,60,54,48,1383,0,9,42,35,38,50,78,55,Logan - Beaudesert
312,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,0,0,0,23,30,25,35,29,7,13,18,20,12,21,10,243,0,3,3,3,3,17,18,32,25,38,20,38,10,9,11,230,0,3,4,14,3,7,10,0,0,0,0,0,0,0,3,44,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,9,0,0,4,8,9,31,28,30,3,9,19,30,11,5,12,199,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,37,147,75,40,51,39,36,22,13,18,13,10,14,31,546,0,3,8,9,3,0,0,0,0,0,0,0,0,0,0,23,0,3,0,5,3,13,4,4,3,3,0,0,6,6,3,53,0,3,4,10,11,7,21,65,31,72,80,48,44,25,12,433,0,0,10,5,3,4,8,24,Mackay
313,0,0,0,6,0,4,29,3,0,0,0,0,3,3,4,52,0,0,0,0,4,3,5,0,0,0,0,5,0,4,3,24,4,0,12,34,47,38,64,50,12,13,13,12,12,3,10,324,5,7,20,15,12,32,40,47,13,36,27,28,16,9,14,321,0,3,17,58,16,3,10,0,0,0,3,0,0,0,0,110,0,8,11,14,8,3,4,4,0,0,0,3,0,0,6,61,0,4,7,16,37,119,124,69,22,14,14,12,9,7,26,480,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,12,3,123,259,168,104,169,58,48,14,12,13,3,9,0,39,1022,0,3,27,20,11,3,0,0,0,0,0,0,0,0,6,70,0,4,8,17,16,21,15,6,3,0,0,3,3,9,3,108,0,17,20,54,37,30,35,46,18,56,44,27,21,16,12,433,0,8,31,18,18,21,20,25,Moreton Bay - North
314,0,0,3,4,0,6,24,0,0,0,0,0,0,0,0,37,0,0,0,0,5,3,4,3,4,0,0,3,3,4,0,29,0,4,4,24,53,39,68,45,30,24,11,7,15,3,14,341,0,3,6,3,11,41,48,59,21,21,15,22,15,7,16,288,0,3,3,30,9,3,27,0,0,0,3,0,0,0,3,81,0,3,4,9,5,3,5,9,3,3,5,3,0,0,3,55,0,0,8,17,39,162,204,83,33,28,29,14,16,12,22,667,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,18,0,72,124,62,59,110,68,72,27,19,14,19,7,0,24,677,0,3,18,13,6,3,6,0,0,0,0,0,0,3,5,57,0,0,3,14,18,33,33,14,7,0,4,3,6,7,5,147,3,8,7,52,51,44,82,151,48,115,98,61,15,12,24,771,0,8,22,21,11,21,25,24,Moreton Bay - South
315,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,9,7,19,8,0,5,9,0,7,3,0,75,0,0,3,0,3,6,4,6,0,8,9,8,3,0,3,53,0,0,12,29,8,0,3,0,0,0,0,0,0,0,4,56,0,0,3,0,0,0,0,0,0,3,0,7,0,0,0,13,0,0,0,3,4,21,28,9,4,26,9,5,10,8,9,136,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,26,57,42,12,41,15,9,9,3,6,5,7,9,7,248,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,10,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,3,7,31,14,17,32,5,19,14,12,161,0,3,5,0,0,4,10,9,Queensland - Outback
316,0,0,3,8,3,6,11,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,3,5,3,3,3,0,3,3,0,26,3,8,14,77,137,152,122,98,25,37,47,38,52,35,28,873,7,12,18,21,16,36,36,60,17,21,9,23,21,11,27,335,3,3,42,75,21,17,6,8,0,0,0,0,0,0,6,181,0,18,25,30,12,3,7,6,3,3,0,3,0,0,6,116,4,7,15,21,43,42,48,43,8,9,13,5,4,7,11,280,0,0,4,6,13,4,3,0,0,0,0,0,0,0,0,30,3,186,556,310,173,320,202,158,31,40,36,32,28,32,90,2197,0,3,37,33,13,5,12,0,0,0,3,0,0,0,6,112,4,0,4,21,17,26,43,33,3,5,3,15,8,7,9,198,3,30,26,73,50,29,40,79,27,58,72,95,43,18,28,671,3,16,55,23,22,31,51,39,Sunshine Coast
317,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,9,4,0,4,30,28,27,18,22,4,7,19,8,12,8,11,202,0,5,4,0,0,18,39,77,41,42,49,29,50,30,22,406,0,0,7,18,7,0,3,0,0,0,0,0,0,0,0,35,0,0,4,0,0,3,4,11,4,7,0,0,4,0,4,41,6,0,4,0,4,23,40,43,34,8,12,14,6,6,9,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,100,67,34,57,23,28,16,3,11,5,4,0,16,401,0,3,3,6,3,3,3,0,0,0,0,0,0,0,0,21,0,0,0,11,4,16,24,20,3,3,12,12,15,10,12,142,6,4,3,23,10,16,38,79,45,71,137,167,48,19,19,685,0,0,9,6,4,9,11,19,Toowoomba
318,0,0,3,0,0,0,11,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,9,0,0,6,31,54,35,68,72,15,22,19,23,33,22,10,410,4,6,17,17,14,42,20,37,37,45,29,23,26,18,27,362,0,0,11,17,3,3,3,3,0,0,0,0,3,0,3,46,0,0,10,7,0,3,11,3,5,0,5,0,0,4,0,48,0,4,11,21,30,62,76,43,11,8,12,5,7,4,8,302,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,3,62,186,107,70,102,66,52,21,28,37,20,21,11,29,815,3,8,46,41,12,5,5,4,0,0,0,0,0,0,8,132,0,0,0,10,13,29,14,9,4,4,9,4,9,12,17,134,4,7,10,20,28,21,73,122,62,93,121,207,90,47,38,943,0,4,18,15,8,11,31,27,Townsville
319,0,0,5,4,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,12,8,5,18,56,72,55,45,40,9,6,13,4,17,7,14,369,0,11,19,14,0,13,29,28,16,10,29,26,16,15,16,242,0,3,30,46,19,7,7,0,4,0,0,0,0,0,4,120,0,3,11,13,12,3,7,4,3,3,3,0,3,3,3,71,3,5,3,10,17,57,37,46,8,4,16,15,3,3,18,245,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,12,8,154,533,264,170,188,74,39,21,13,25,8,8,15,64,1584,0,0,9,20,3,0,0,4,0,0,0,0,0,0,0,36,0,0,3,5,18,12,9,14,3,0,5,3,7,10,9,98,0,21,11,39,23,19,14,59,36,44,53,51,30,23,23,446,0,8,40,19,19,12,24,19,Wide Bay
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,3,6,6,4,3,0,4,19,22,3,78,0,0,0,0,0,0,4,6,0,3,7,21,6,6,10,63,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,5,6,9,3,0,0,0,0,3,13,25,17,119,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,7,4,4,18,0,3,0,5,0,0,4,10,4,0,7,7,0,9,6,55,0,0,4,0,5,0,4,0,Special Purpose Codes SA4 (Qld)
401,0,0,7,11,10,14,85,8,0,3,0,4,0,0,6,148,0,0,0,3,6,61,7,5,4,6,11,4,3,6,7,123,0,6,10,53,80,103,91,70,17,23,27,25,27,12,19,563,4,15,30,26,60,284,434,923,471,575,781,1081,987,330,269,6270,0,17,73,121,42,19,39,5,4,0,0,0,3,0,7,330,0,21,64,28,4,17,40,22,4,10,8,7,26,3,9,263,0,5,11,14,29,52,11,9,3,4,4,0,5,3,9,159,0,0,0,3,4,3,3,0,0,0,3,0,0,0,3,19,12,362,741,231,114,212,141,81,25,37,32,20,38,23,91,2160,12,32,972,883,139,32,23,9,3,4,0,3,13,10,80,2215,4,3,5,30,91,233,240,154,60,75,86,97,115,52,55,1300,10,45,34,116,151,160,256,447,336,514,925,783,435,178,153,4543,0,8,24,14,22,33,66,66,Adelaide - Central and Hills
402,0,0,5,30,14,17,388,89,0,4,5,4,3,4,13,576,0,0,0,0,30,795,358,163,35,43,31,67,35,20,101,1678,0,0,7,41,44,55,64,50,13,22,18,16,18,5,13,366,0,5,37,32,53,251,319,605,267,326,350,390,341,131,124,3231,0,13,103,307,103,48,224,90,3,0,0,0,0,3,35,929,0,4,51,48,7,15,17,28,4,0,5,12,10,4,0,205,0,3,8,8,18,102,115,88,19,12,28,16,14,5,8,444,0,6,12,30,33,10,23,0,0,4,3,0,0,0,3,124,4,463,1256,507,199,133,75,57,10,17,13,22,9,4,123,2892,3,19,483,599,124,47,26,3,3,3,4,0,3,0,86,1403,3,3,7,13,19,101,88,69,14,18,20,38,39,34,24,490,3,41,40,144,96,98,241,619,539,762,1100,964,407,202,179,5435,0,0,24,39,23,49,78,59,Adelaide - North
403,0,3,6,40,7,8,221,20,4,0,0,0,0,0,8,317,0,0,0,0,13,104,26,4,3,3,0,0,28,11,12,204,0,3,13,58,96,100,111,96,17,38,30,27,32,14,22,657,0,3,12,22,46,146,208,512,260,271,299,392,298,122,103,2694,0,14,90,151,68,31,67,11,0,0,0,0,0,0,17,449,0,19,70,61,23,44,37,34,10,11,6,15,23,3,14,370,0,4,9,13,40,75,45,26,17,11,12,10,0,4,9,275,0,0,4,10,11,5,6,0,0,0,3,0,0,0,0,39,0,354,1018,436,184,251,144,95,27,30,45,25,24,13,95,2741,9,23,524,522,97,48,12,15,0,0,0,0,6,3,60,1319,4,3,3,14,46,105,106,54,17,19,22,30,33,17,15,488,6,35,35,165,116,91,233,366,245,305,329,356,175,94,104,2655,0,9,56,25,41,36,71,80,Adelaide - South
404,0,3,8,32,27,23,806,128,0,8,9,3,5,0,15,1067,0,0,0,0,37,409,139,47,11,10,8,15,20,4,30,730,0,0,3,36,43,61,35,38,11,13,18,10,10,11,3,292,0,3,74,65,107,208,264,472,221,298,385,452,364,138,143,3194,3,26,168,288,88,36,292,88,0,0,3,4,3,0,44,1043,3,13,66,30,9,26,23,16,22,10,17,29,40,3,14,321,3,0,0,5,17,38,27,14,8,4,3,3,13,0,6,141,3,8,24,45,29,26,14,9,8,0,3,4,0,0,6,179,0,413,502,163,67,85,74,56,18,21,20,4,24,9,57,1513,19,59,1586,1684,296,89,55,15,3,6,3,10,9,3,214,4051,0,0,5,12,14,33,64,70,23,29,30,36,44,18,10,388,0,18,16,78,73,61,141,422,354,633,1246,1109,460,218,148,4977,0,0,5,0,13,21,50,31,Adelaide - West
405,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,9,0,3,4,7,19,10,6,9,3,3,4,0,7,0,3,78,0,0,4,3,3,0,4,3,7,10,3,3,3,3,3,49,3,0,10,13,0,4,4,0,0,0,0,0,0,0,3,37,0,0,7,8,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,3,0,3,5,3,0,0,0,0,0,0,0,14,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,8,0,83,264,92,42,34,15,20,0,0,0,3,4,0,21,578,4,0,36,41,10,0,0,3,0,0,0,0,0,0,0,94,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,12,0,6,9,12,7,4,7,29,6,3,7,9,11,0,10,120,0,0,9,0,4,0,11,4,Barossa - Yorke - Mid North
