SA4_MAIN11,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total,SA4_NAME11
405,20,143,0,163,2893,358,3414,179,111,3,293,2006,149,2448,1796,188,51,2035,2533,207,4775,3280,157,119,3556,2413,315,6284,1801,367,81,2249,5325,368,7942,257,754,11,1022,6610,423,8055,53,494,3,550,4932,418,5900,3,97,0,100,2703,426,3229,3,7,0,10,773,159,942,7392,2318,268,9978,30188,2823,42989,50,281,3,334,2430,258,3022,400,190,12,602,1480,95,2177,2632,278,220,3130,1656,161,4947,3986,274,294,4554,1872,203,6629,1444,931,93,2468,5123,274,7865,92,1626,7,1725,5765,297,7787,29,752,0,781,4538,407,5726,7,104,3,114,2926,558,3598,0,11,0,11,1577,241,1829,8640,4447,632,13719,27367,2494,43580,70,424,3,497,5323,616,6436,579,301,15,895,3486,244,4625,4428,466,271,5165,4189,368,9722,7266,431,413,8110,4285,518,12913,3245,1298,174,4717,10448,642,15807,349,2380,18,2747,12375,720,15842,82,1246,3,1331,9470,825,11626,10,201,3,214,5629,984,6827,3,18,0,21,Barossa - Yorke - Mid North
406,38,149,3,190,2271,378,2839,238,128,19,385,2058,317,2760,1749,214,79,2042,2787,607,5436,2708,183,80,2971,2521,641,6133,1194,340,47,1581,4365,587,6533,163,503,8,674,4276,478,5428,36,296,3,335,2798,404,3537,6,44,0,50,1382,280,1712,0,3,0,3,339,115,457,6132,1860,239,8231,22797,3807,34835,81,265,10,356,1915,297,2568,506,217,41,764,1470,181,2415,2450,335,259,3044,1758,346,5148,3033,338,212,3583,1746,313,5642,914,829,57,1800,3701,302,5803,71,996,7,1074,3436,310,4820,24,413,6,443,2470,347,3260,3,75,0,78,1518,392,1988,3,3,0,6,683,178,867,7085,3471,592,11148,18697,2666,32511,119,414,13,546,4186,675,5407,744,345,60,1149,3528,498,5175,4199,549,338,5086,4545,953,10584,5741,521,292,6554,4267,954,11775,2108,1169,104,3381,8066,889,12336,234,1499,15,1748,7712,788,10248,60,709,9,778,5268,751,6797,9,119,0,128,2900,672,3700,3,6,0,9,South Australia - Outback
407,47,288,3,338,4732,646,5716,278,233,11,522,3544,323,4389,3127,305,95,3527,4493,685,8705,5433,312,213,5958,4331,775,11064,2829,583,89,3501,8418,760,12679,392,1289,7,1688,10451,775,12914,70,849,3,922,7750,769,9441,8,149,0,157,4331,767,5255,3,13,0,16,1204,315,1535,12187,4021,421,16629,49254,5815,71698,105,494,0,599,4107,517,5223,698,370,48,1116,2526,168,3810,4660,501,359,5520,2920,363,8803,6539,487,463,7489,3261,459,11209,2200,1526,123,3849,8260,505,12614,172,2783,14,2969,9204,599,12772,54,1247,3,1304,7454,797,9555,12,175,0,187,4686,999,5872,3,17,0,20,2252,514,2786,14443,7600,1010,23053,44670,4921,72644,152,782,3,937,8839,1163,10939,976,603,59,1638,6070,491,8199,7787,806,454,9047,7413,1048,17508,11972,799,676,13447,7592,1234,22273,5029,2109,212,7350,16678,1265,25293,564,4072,21,4657,19655,1374,25686,124,2096,6,2226,15204,1566,18996,20,324,0,344,9017,1766,11127,6,30,0,36,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
499,0,6,0,6,56,14,76,13,5,0,18,115,20,153,60,16,3,79,209,62,350,50,16,0,66,183,57,306,23,3,0,26,173,66,265,6,7,0,13,197,51,261,0,5,0,5,110,24,139,0,3,0,3,28,9,40,3,3,0,6,22,8,36,155,64,3,222,1093,311,1626,6,6,0,12,40,14,66,20,10,0,30,90,11,131,56,19,0,75,140,22,237,49,8,5,62,87,24,173,10,19,0,29,130,33,192,3,17,0,20,131,16,167,0,10,0,10,64,15,89,0,0,0,0,31,13,44,0,0,0,0,37,3,40,144,89,5,238,750,151,1139,6,12,0,18,96,28,142,33,15,0,48,205,31,284,116,35,3,154,349,84,587,99,24,5,128,270,81,479,33,22,0,55,303,99,457,9,24,0,33,328,67,428,0,15,0,15,174,39,228,0,3,0,3,59,22,84,3,3,0,6,Special Purpose Codes SA4 (SA)
501,56,218,3,277,4574,611,5462,265,173,6,444,3279,371,4094,3026,280,101,3407,4846,876,9129,5634,268,179,6081,4037,885,11003,2776,449,79,3304,7384,851,11539,374,878,12,1264,8114,708,10086,48,563,5,616,5135,535,6286,9,87,0,96,2560,492,3148,4,6,0,10,678,204,892,12192,2922,385,15499,40607,5533,61639,90,459,6,555,3843,472,4870,745,266,31,1042,2582,242,3866,4646,468,383,5497,3264,498,9259,7021,509,535,8065,3066,599,11730,2328,1267,129,3724,7218,561,11503,119,2102,17,2238,7272,527,10037,31,845,6,882,4802,541,6225,13,126,0,139,2913,656,3708,0,10,0,10,1294,257,1561,14993,6052,1107,22152,36254,4353,62759,146,677,9,832,8417,1083,10332,1010,439,37,1486,5861,613,7960,7672,748,484,8904,8110,1374,18388,12655,777,714,14146,7103,1484,22733,5104,1716,208,7028,14602,1412,23042,493,2980,29,3502,15386,1235,20123,79,1408,11,1498,9937,1076,12511,22,213,0,235,5473,1148,6856,4,16,0,20,Bunbury
502,32,118,3,153,2340,345,2838,185,81,6,272,1720,218,2210,1343,157,50,1550,2197,369,4116,2335,150,84,2569,1900,440,4909,1110,265,32,1407,3443,408,5258,156,479,7,642,4212,426,5280,32,393,0,425,3913,431,4769,5,58,0,63,2181,459,2703,0,3,0,3,491,196,690,5198,1704,182,7084,22397,3292,32773,78,236,6,320,2079,258,2657,465,181,33,679,1426,142,2247,2323,217,183,2723,1408,270,4401,3057,233,230,3520,1470,302,5292,1044,709,74,1827,3566,301,5694,78,1139,8,1225,4166,337,5728,18,516,0,534,3764,446,4744,6,79,0,85,2258,580,2923,0,6,0,6,732,304,1042,7069,3316,534,10919,20869,2940,34728,110,354,9,473,4419,603,5495,650,262,39,951,3146,360,4457,3666,374,233,4273,3605,639,8517,5392,383,314,6089,3370,742,10201,2154,974,106,3234,7009,709,10952,234,1618,15,1867,8378,763,11008,50,909,0,959,7677,877,9513,11,137,0,148,4439,1039,5626,0,9,0,9,Mandurah
503,22,174,0,196,3889,464,4549,47,154,0,201,6098,708,7007,1315,297,17,1629,11219,1778,14626,4629,203,148,4980,4934,1018,10932,3487,169,98,3754,5974,752,10480,612,542,21,1175,6915,732,8822,72,801,3,876,3926,446,5248,14,245,4,263,2205,379,2847,0,13,0,13,885,228,1126,10198,2598,291,13087,46045,6505,65637,27,328,0,355,4033,348,4736,112,370,3,485,5908,565,6958,2121,655,103,2879,9478,1299,13656,5901,384,497,6782,3350,665,10797,3187,485,182,3854,6068,596,10518,216,1541,15,1772,6315,567,8654,51,1471,6,1528,3281,420,5229,16,301,0,317,3023,501,3841,4,21,0,25,1952,508,2485,11635,5556,806,17997,43408,5469,66874,49,502,0,551,7922,812,9285,159,524,3,686,12006,1273,13965,3436,952,120,4508,20697,3077,28282,10530,587,645,11762,8284,1683,21729,6674,654,280,7608,12042,1348,20998,828,2083,36,2947,13230,1299,17476,123,2272,9,2404,7207,866,10477,30,546,4,580,5228,880,6688,4,34,0,38,Perth - Inner
504,62,302,0,364,6483,888,7735,309,256,16,581,6427,835,7843,3699,485,125,4309,9663,1710,15682,7630,343,223,8196,6912,1499,16607,3893,531,120,4544,9818,1185,15547,589,1060,14,1663,9789,835,12287,67,870,3,940,5571,674,7185,13,194,0,207,2947,540,3694,4,15,0,19,879,185,1083,16266,4056,501,20823,58489,8351,87663,114,585,5,704,5753,757,7214,805,542,32,1379,5299,459,7137,6115,807,402,7324,7025,922,15271,9339,671,655,10665,5309,943,16917,3426,1409,187,5022,9904,804,15730,228,2748,22,2998,8768,726,12492,61,1401,5,1467,5318,671,7456,15,214,0,229,3462,693,4384,4,12,0,16,1623,367,2006,20107,8389,1308,29804,52461,6342,88607,176,887,5,1068,12236,1645,14949,1114,798,48,1960,11726,1294,14980,9814,1292,527,11633,16688,2632,30953,16969,1014,878,18861,12221,2442,33524,7319,1940,307,9566,19722,1989,31277,817,3808,36,4661,18557,1561,24779,128,2271,8,2407,10889,1345,14641,28,408,0,436,6409,1233,8078,8,27,0,35,Perth - North East
505,137,640,7,784,14742,1722,17248,597,574,16,1187,14820,1317,17324,8065,1033,179,9277,22725,2782,34784,18124,727,514,19365,14147,2304,35816,9063,1016,234,10313,20099,1897,32309,1161,2576,34,3771,20242,1509,25522,141,2204,14,2359,11302,1189,14850,30,501,3,534,6426,1117,8077,3,38,0,41,2005,498,2544,37321,9309,1001,47631,126508,14335,188474,254,1180,7,1441,13464,1389,16294,1564,1146,87,2797,12968,1005,16770,13082,1776,796,15654,17197,1949,34800,22096,1368,1584,25048,10305,1709,37062,8027,2930,443,11400,21088,1477,33965,509,6621,39,7169,18664,1310,27143,109,3543,11,3663,11104,1350,16117,30,566,7,603,8214,1562,10379,0,32,0,32,3706,1027,4765,45671,19162,2974,67807,116710,12778,197295,391,1820,14,2225,28206,3111,33542,2161,1720,103,3984,27788,2322,34094,21147,2809,975,24931,39922,4731,69584,40220,2095,2098,44413,24452,4013,72878,17090,3946,677,21713,41187,3374,66274,1670,9197,73,10940,38906,2819,52665,250,5747,25,6022,22406,2539,30967,60,1067,10,1137,14640,2679,18456,3,70,0,73,Perth - North West
506,118,629,0,747,13110,1682,15539,673,597,22,1292,15754,1920,18966,7749,981,252,8982,22888,3264,35134,13513,649,410,14572,13467,2552,30591,6644,988,191,7823,17969,2097,27889,1003,2170,30,3203,19050,1677,23930,144,1715,7,1866,10735,1232,13833,25,310,0,335,5641,1078,7054,0,15,0,15,1728,506,2249,29869,8054,912,38835,120342,16008,175185,253,1133,13,1399,11788,1348,14535,1760,1130,82,2972,13680,1181,17833,12262,1647,811,14720,16317,2057,33094,16555,1096,1161,18812,9732,1721,30265,5826,2842,336,9004,18182,1498,28684,399,5696,40,6135,17061,1408,24604,102,2695,9,2806,10299,1292,14397,21,416,0,437,7235,1530,9202,3,39,0,42,3532,957,4531,37181,16694,2452,56327,107826,12992,177145,371,1762,13,2146,24898,3030,30074,2433,1727,104,4264,29434,3101,36799,20011,2628,1063,23702,39205,5321,68228,30068,1745,1571,33384,23199,4273,60856,12470,3830,527,16827,36151,3595,56573,1402,7866,70,9338,36111,3085,48534,246,4410,16,4672,21034,2524,28230,46,726,0,772,12876,2608,16256,3,54,0,57,Perth - South East
507,93,534,3,630,10569,1179,12378,570,434,11,1015,10612,1046,12673,6386,753,170,7309,14825,1999,24133,12404,576,431,13411,10246,1855,25512,6261,922,206,7389,14982,1616,23987,871,1791,25,2687,14961,1230,18878,123,1556,8,1687,8903,1001,11591,17,358,0,375,5389,951,6715,3,16,0,19,1583,399,2001,26728,6940,854,34522,92070,11276,137868,209,989,3,1201,9733,1091,12025,1362,814,72,2248,9323,642,12213,9934,1310,706,11950,10927,1153,24030,15560,1103,1230,17893,7524,1302,26719,5597,2410,331,8338,15556,1056,24950,364,4522,33,4919,13934,984,19837,80,2412,11,2503,8662,1072,12237,26,436,5,467,6662,1337,8466,5,21,0,26,3005,700,3731,33137,14017,2391,49545,85326,9337,144208,302,1523,6,1831,20302,2270,24403,1932,1248,83,3263,19935,1688,24886,16320,2063,876,19259,25752,3152,48163,27964,1679,1661,31304,17770,3157,52231,11858,3332,537,15727,30538,2672,48937,1235,6313,58,7606,28895,2214,38715,203,3968,19,4190,17565,2073,23828,43,794,5,842,12051,2288,15181,8,37,0,45,Perth - South West
508,93,378,9,480,4929,1212,6621,574,358,34,966,5748,1795,8509,4676,646,192,5514,10845,4446,20805,7296,500,275,8071,8577,3691,20339,3013,709,109,3831,11175,3018,18024,397,737,24,1158,9286,1764,12208,58,310,0,368,4242,756,5366,8,56,0,64,1683,414,2161,3,5,0,8,349,126,483,16118,3699,643,20460,56834,17222,94516,236,638,15,889,4039,948,5876,1253,563,131,1947,4038,859,6844,6234,952,630,7816,6520,1932,16268,7397,788,648,8833,4747,1719,15299,2104,1494,138,3736,8312,1363,13411,128,1472,19,1619,6575,891,9085,37,537,0,574,3146,568,4288,4,97,0,101,1647,405,2153,0,4,0,4,617,153,774,17393,6545,1581,25519,39641,8838,73998,329,1016,24,1369,8968,2160,12497,1827,921,165,2913,9786,2654,15353,10910,1598,822,13330,17365,6378,37073,14693,1288,923,16904,13324,5410,35638,5117,2203,247,7567,19487,4381,31435,525,2209,43,2777,15861,2655,21293,95,847,0,942,7388,1324,9654,12,153,0,165,3330,819,4314,3,9,0,12,Western Australia - Outback
509,31,191,3,225,3246,500,3971,225,132,0,357,2448,391,3196,2272,235,61,2568,3261,669,6498,4223,192,147,4562,3182,757,8501,2345,391,86,2822,6418,780,10020,349,722,11,1082,7807,659,9548,49,395,3,447,5332,530,6309,5,80,0,85,2675,479,3239,3,3,0,6,682,156,844,9502,2341,311,12154,35051,4921,52126,76,345,7,428,2642,354,3424,564,251,31,846,1660,165,2671,3548,336,299,4183,2212,320,6715,5091,359,439,5889,2380,449,8718,1810,1005,128,2943,6152,461,9556,126,1678,11,1815,6630,467,8912,31,636,5,672,4647,474,5793,12,120,0,132,2656,533,3321,3,11,0,14,1128,251,1393,11261,4741,920,16922,30107,3474,50503,107,536,10,653,5888,854,7395,789,383,31,1203,4108,556,5867,5820,571,360,6751,5473,989,13213,9314,551,586,10451,5562,1206,17219,4155,1396,214,5765,12570,1241,19576,475,2400,22,2897,14437,1126,18460,80,1031,8,1119,9979,1004,12102,17,200,0,217,5331,1012,6560,6,14,0,20,Western Australia - Wheat Belt
597,0,0,0,0,3,3,6,0,0,0,0,24,6,30,9,4,0,13,106,23,142,14,0,0,14,66,17,97,6,0,0,6,55,4,65,3,0,0,3,22,6,31,0,3,0,3,3,3,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,32,7,0,39,283,62,384,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,6,5,11,0,0,0,0,6,0,6,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,30,0,0,0,0,3,3,6,0,0,0,0,30,6,36,9,4,0,13,112,28,153,14,0,0,14,72,17,103,6,0,0,6,59,4,69,3,0,0,3,25,6,34,0,3,0,3,3,3,9,0,0,0,0,4,0,4,0,0,0,0,Migratory - Offshore - Shipping (WA)
599,0,3,0,3,80,38,121,14,4,3,21,246,69,336,88,27,5,120,582,217,919,125,15,6,146,403,182,731,56,12,0,68,438,175,681,3,21,0,24,581,121,726,0,11,0,11,320,59,390,0,0,0,0,41,23,64,0,0,0,0,9,0,9,286,93,14,393,2700,884,3977,3,9,0,12,72,26,110,18,19,0,37,199,41,277,112,37,3,152,381,95,628,117,14,6,137,179,97,413,22,31,3,56,301,57,414,3,36,3,42,507,62,611,0,10,0,10,193,17,220,0,0,0,0,20,12,32,0,0,0,0,0,8,8,275,156,15,446,1852,415,2713,3,12,0,15,152,64,231,32,23,3,58,445,110,613,200,64,8,272,963,312,1547,242,29,12,283,582,279,1144,78,43,3,124,739,232,1095,6,57,3,66,1088,183,1337,0,21,0,21,513,76,610,0,0,0,0,61,35,96,0,0,0,0,Special Purpose Codes SA4 (WA)
601,70,291,0,361,5981,674,7016,387,266,5,658,6127,543,7328,3644,465,120,4229,7644,821,12694,6714,354,260,7328,5392,720,13440,3610,631,134,4375,9309,722,14406,593,1316,28,1937,10421,762,13120,76,1064,8,1148,6362,726,8236,11,247,0,258,3781,607,4646,0,14,0,14,1225,276,1515,15105,4648,555,20308,56242,5851,82401,141,530,9,680,5504,582,6766,892,525,46,1463,5392,365,7220,5498,801,405,6704,6030,572,13306,8242,596,660,9498,4569,543,14610,3138,1609,225,4972,10004,612,15588,223,3167,17,3407,9796,665,13868,46,1655,0,1701,6532,766,8999,11,288,3,302,4883,906,6091,5,29,0,34,2489,514,3037,18196,9200,1365,28761,55199,5525,89485,211,821,9,1041,11485,1256,13782,1279,791,51,2121,11519,908,14548,9142,1266,525,10933,13674,1393,26000,14956,950,920,16826,9961,1263,28050,6748,2240,359,9347,19313,1334,29994,816,4483,45,5344,20217,1427,26988,122,2719,8,2849,12894,1492,17235,22,535,3,560,8664,1513,10737,5,43,0,48,Hobart
602,36,185,3,224,4221,492,4937,235,161,6,402,3436,229,4067,2377,272,68,2717,3976,348,7041,4281,210,129,4620,3423,405,8448,2266,393,80,2739,6422,469,9630,370,782,8,1160,7612,543,9315,46,493,3,542,5166,568,6276,7,97,0,104,2695,523,3322,0,4,0,4,810,208,1022,9618,2597,297,12512,37761,3785,54058,111,413,7,531,3655,415,4601,580,327,30,937,2892,164,3993,3659,424,232,4315,3052,280,7647,5387,346,337,6070,2937,328,9335,1872,1054,92,3018,6699,364,10081,119,1859,11,1989,7023,424,9436,26,799,6,831,5109,603,6543,13,123,0,136,3267,638,4041,4,8,0,12,1628,294,1934,11771,5353,715,17839,36262,3510,57611,147,598,10,755,7876,907,9538,815,488,36,1339,6328,393,8060,6036,696,300,7032,7028,628,14688,9668,556,466,10690,6360,733,17783,4138,1447,172,5757,13121,833,19711,489,2641,19,3149,14635,967,18751,72,1292,9,1373,10275,1171,12819,20,220,0,240,5962,1161,7363,4,12,0,16,Launceston and North East
603,4,41,0,45,835,123,1003,57,24,4,85,567,50,702,621,51,18,690,734,91,1515,1174,63,25,1262,1000,121,2383,616,134,16,766,1948,136,2850,135,210,6,351,2520,199,3070,18,157,0,175,1834,198,2207,3,17,0,20,719,128,867,0,0,0,0,157,33,190,2628,697,69,3394,10314,1079,14787,14,74,3,91,693,83,867,141,53,5,199,376,34,609,886,91,80,1057,545,69,1671,1357,87,93,1537,776,93,2406,513,288,26,827,1855,110,2792,34,533,0,567,2256,158,2981,5,201,0,206,1430,154,1790,3,24,0,27,608,122,757,0,0,0,0,241,49,290,2953,1351,207,4511,8780,872,14163,18,115,3,136,1528,206,1870,198,77,9,284,943,84,1311,1507,142,98,1747,1279,160,3186,2531,150,118,2799,1776,214,4789,1129,422,42,1593,3803,246,5642,169,743,6,918,4776,357,6051,23,358,0,381,3264,352,3997,6,41,0,47,1327,250,1624,0,0,0,0,South East
604,33,164,3,200,3245,392,3837,250,126,6,382,2222,161,2765,2069,184,73,2326,2722,293,5341,3379,182,114,3675,2687,368,6730,1619,384,53,2056,5373,412,7841,219,639,4,862,6037,441,7340,44,389,3,436,4349,532,5317,6,68,0,74,2178,440,2692,0,4,0,4,574,206,784,7619,2140,256,10015,29387,3245,42647,92,335,6,433,2805,320,3558,574,233,32,839,1820,124,2783,3093,308,236,3637,1991,210,5838,4125,361,258,4744,2298,272,7314,1316,1026,76,2418,5475,302,8195,89,1408,9,1506,5648,364,7518,23,599,0,622,4147,540,5309,8,81,0,89,2546,619,3254,3,4,0,7,1140,327,1474,9323,4355,617,14295,27870,3078,45243,125,499,9,633,6050,712,7395,824,359,38,1221,4042,285,5548,5162,492,309,5963,4713,503,11179,7504,543,372,8419,4985,640,14044,2935,1410,129,4474,10848,714,16036,308,2047,13,2368,11685,805,14858,67,988,3,1058,8496,1072,10626,14,149,0,163,4724,1059,5946,3,8,0,11,West and North West
697,0,0,0,0,3,3,6,0,3,0,3,3,0,6,0,3,0,3,15,0,18,3,0,0,3,12,3,18,3,0,0,3,17,0,20,0,0,0,0,10,0,10,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,12,63,9,84,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,5,0,8,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22,3,28,0,0,0,0,3,3,6,0,3,0,3,6,0,9,0,6,0,6,20,0,26,3,0,0,3,16,6,25,3,0,0,3,17,0,20,0,0,0,0,17,0,17,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
699,0,6,0,6,31,5,42,5,3,0,8,41,9,58,16,7,0,23,77,32,132,22,3,0,25,56,24,105,9,3,0,12,59,17,88,3,3,0,6,70,12,88,0,0,0,0,35,6,41,0,0,0,0,8,3,11,0,0,0,0,0,0,0,55,25,0,80,377,108,565,5,6,0,11,33,9,53,8,4,0,12,27,5,44,18,4,3,25,41,6,72,17,6,0,23,30,3,56,8,9,0,17,50,0,67,0,4,0,4,59,7,70,0,0,0,0,28,6,34,0,0,0,0,9,5,14,0,0,0,0,0,0,0,56,33,3,92,277,41,410,5,12,0,17,64,14,95,13,7,0,20,68,14,102,34,11,3,48,118,38,204,39,9,0,48,86,27,161,17,12,0,29,109,17,155,3,7,0,10,129,19,158,0,0,0,0,63,12,75,0,0,0,0,17,8,25,0,0,0,0,Special Purpose Codes SA4 (Tas.)
