SA4_MAIN11,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total,SA4_NAME11
111,59705,43304,39824,42840,44713,39813,27971,19314,8358,325842,66,94,78,49,47,74,20,22,9,459,1417,2508,1720,1251,1216,1142,811,542,324,10931,14,58,64,50,70,60,47,16,0,379,43,75,95,82,104,145,68,12,0,624,10,13,10,8,27,26,15,0,0,109,9,21,27,21,20,30,17,0,0,145,3,4,6,11,11,15,12,3,3,68,4,6,8,7,0,9,5,0,0,39,4,20,11,9,21,14,8,4,3,94,0,0,0,0,0,0,0,0,0,0,1504,2705,1941,1439,1469,1441,983,577,330,12389,1570,2799,2019,1488,1516,1515,1003,599,339,12848,61275,46103,41843,44328,46229,41328,28974,19913,8697,338690,Newcastle and Lake Macquarie
112,41212,23132,19460,27189,32418,30522,20496,14736,6199,215364,90,61,54,60,76,64,30,32,22,489,844,1239,973,859,1031,1288,1075,553,225,8087,91,67,130,175,177,483,723,409,58,2313,320,283,377,273,319,446,273,89,26,2406,22,14,20,31,39,75,164,88,6,459,25,8,34,24,34,40,33,9,0,207,9,14,12,5,17,78,97,44,8,284,8,6,7,7,6,0,0,0,0,34,6,13,20,16,13,48,37,13,0,166,0,0,0,3,0,0,0,0,0,3,1325,1644,1573,1393,1636,2458,2402,1205,323,13959,1415,1705,1627,1453,1712,2522,2432,1237,345,14448,42627,24837,21087,28642,34130,33044,22928,15973,6544,229812,Richmond - Tweed
113,31105,18890,16059,18004,19252,16635,11376,7481,2931,141733,85,77,59,32,43,28,28,16,15,383,585,1552,817,587,668,629,403,227,128,5596,32,213,103,77,124,123,122,30,13,837,28,130,82,47,56,70,25,13,3,454,10,31,21,14,28,29,17,3,0,153,5,22,15,13,12,18,4,3,0,92,0,27,4,0,11,17,22,5,0,86,0,13,3,6,3,3,0,0,0,28,15,87,39,33,19,24,8,5,0,230,0,0,0,0,0,0,0,0,0,0,675,2075,1084,777,921,913,601,286,144,7476,760,2152,1143,809,964,941,629,302,159,7859,31865,21042,17202,18813,20216,17576,12005,7783,3090,149592,Riverina
114,24245,13712,10335,14894,18068,18299,15683,9744,3590,128570,37,39,41,31,39,28,24,16,0,255,537,816,566,512,582,668,559,259,129,4628,12,10,27,41,25,53,67,21,0,256,15,23,29,23,44,43,28,9,0,214,0,0,8,7,7,14,10,5,0,51,12,4,9,21,9,20,8,0,0,83,0,0,0,5,8,17,17,5,0,52,3,4,0,0,3,0,0,0,0,10,11,32,25,20,46,50,37,4,5,230,3,3,0,0,0,0,0,0,0,6,593,892,664,629,724,865,726,303,134,5530,630,931,705,660,763,893,750,319,134,5785,24875,14643,11040,15554,18831,19192,16433,10063,3724,134355,Southern Highlands and Shoalhaven
115,43869,28627,19738,30586,31424,25459,14409,6650,3041,203803,37,16,18,27,38,18,18,17,19,208,474,657,611,321,273,321,293,167,127,3244,10,10,44,39,29,21,12,12,4,181,24,24,30,39,40,44,28,16,0,245,5,4,16,16,10,11,6,5,4,77,7,6,19,7,13,16,8,4,0,80,0,4,13,4,3,9,5,3,0,41,0,0,3,0,0,0,7,0,0,10,0,5,16,4,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,520,710,752,430,372,425,359,207,135,3910,557,726,770,457,410,443,377,224,154,4118,44426,29353,20508,31043,31834,25902,14786,6874,3195,207921,Sydney - Baulkham Hills and Hawkesbury
116,70939,41263,45558,44484,38253,29123,15672,8039,2663,295994,98,63,86,55,51,48,25,14,5,445,810,1070,1040,662,535,441,354,238,123,5273,3,10,27,21,18,32,9,6,0,126,17,32,39,28,40,46,20,13,0,235,5,0,8,10,7,6,5,3,0,44,4,8,18,3,4,9,11,5,0,62,7,3,0,7,4,10,4,3,5,43,3,3,3,0,5,0,0,3,0,17,14,5,10,7,9,4,0,3,0,52,0,0,0,0,0,0,0,0,0,0,863,1131,1145,738,622,548,403,274,128,5852,961,1194,1231,793,673,596,428,288,133,6297,71900,42457,46789,45277,38926,29719,16100,8327,2796,302291,Sydney - Blacktown
117,26407,36507,70668,44446,29782,22311,13423,7824,2657,254025,34,132,97,80,50,44,22,18,5,482,767,2252,2970,2115,1866,1659,843,391,194,13057,70,244,723,905,935,468,163,54,7,3569,49,159,400,533,483,373,142,22,5,2166,16,77,121,166,210,144,60,24,3,821,22,106,226,251,235,248,70,30,0,1188,6,19,28,47,81,82,32,6,4,305,9,10,24,33,24,23,3,0,0,126,8,108,130,170,153,103,52,14,0,738,0,0,0,0,0,0,0,0,0,0,947,2975,4622,4220,3987,3100,1365,541,213,21970,981,3107,4719,4300,4037,3144,1387,559,218,22452,27388,39614,75387,48746,33819,25455,14810,8383,2875,276477,Sydney - City and Inner South
118,36981,31022,47977,38673,29236,23612,15962,10626,5467,239556,35,76,68,54,32,28,33,23,15,364,717,1324,1439,939,752,690,483,296,189,6829,16,57,85,76,68,71,22,10,0,405,17,63,86,72,89,75,57,17,0,476,0,15,17,17,13,23,20,3,0,108,4,16,23,27,13,28,38,6,0,155,0,7,3,4,4,9,13,5,0,45,0,11,9,5,6,5,0,0,0,36,14,42,27,25,13,23,19,8,0,171,0,0,0,0,0,0,0,0,0,0,768,1535,1689,1165,958,924,652,345,189,8225,803,1611,1757,1219,990,952,685,368,204,8589,37784,32633,49734,39892,30226,24564,16647,10994,5671,248145,Sydney - Eastern Suburbs
119,101007,66762,77838,72274,68079,53201,35670,25408,10954,511193,108,109,150,103,77,53,50,43,19,712,1199,1329,1876,1360,1081,952,692,623,409,9521,27,16,33,51,85,39,28,6,0,285,21,53,36,50,63,89,52,19,4,387,0,3,3,17,14,16,8,3,0,64,10,15,26,25,17,18,16,4,0,131,0,3,4,3,12,17,13,3,0,55,0,0,3,4,3,3,0,4,4,21,13,18,35,15,18,32,15,5,0,151,0,0,0,0,0,0,0,0,0,0,1270,1437,2016,1525,1293,1166,824,667,417,10615,1378,1546,2166,1628,1370,1219,874,710,436,11327,102385,68308,80004,73902,69449,54420,36544,26118,11390,522520,Sydney - Inner South West
120,41839,30708,46908,41635,34537,26598,16358,11395,4966,254944,55,61,73,60,39,22,11,6,8,335,552,828,1160,814,728,655,490,382,206,5815,4,30,44,40,32,30,21,5,0,206,5,30,39,19,39,60,44,8,3,247,8,5,21,4,12,14,9,11,0,84,9,12,13,12,20,14,14,6,0,100,3,13,5,10,4,8,8,3,0,54,0,3,3,3,0,0,0,0,0,9,3,8,12,7,25,15,15,8,3,96,0,0,0,0,0,0,0,0,0,0,584,929,1297,909,860,796,601,423,212,6611,639,990,1370,969,899,818,612,429,220,6946,42478,31698,48278,42604,35436,27416,16970,11824,5186,261890,Sydney - Inner West
121,67207,41598,51055,56701,51570,40407,26227,16395,8710,359870,41,76,69,42,38,49,41,25,22,403,1151,1593,1567,1102,994,1067,875,698,497,9544,20,26,121,126,114,108,70,22,13,620,24,43,62,107,114,139,90,34,8,621,10,7,9,30,22,40,36,7,0,161,83,16,30,38,48,40,35,10,0,300,4,6,12,16,12,20,12,5,3,90,8,5,5,5,7,9,0,0,3,42,7,33,44,16,32,26,22,4,0,184,0,0,0,0,0,0,0,0,0,0,1307,1729,1850,1440,1343,1449,1140,780,524,11562,1348,1805,1919,1482,1381,1498,1181,805,546,11965,68555,43403,52974,58183,52951,41905,27408,17200,9256,371835,Sydney - North Sydney and Hornsby
122,46143,23960,28136,37167,32519,25019,17635,11225,5988,227792,42,21,42,50,29,24,16,22,13,259,769,822,886,632,551,525,373,212,193,4963,15,22,40,50,25,26,35,18,3,234,19,21,33,58,66,64,43,18,3,325,0,7,10,6,23,19,17,3,5,90,10,9,21,15,25,22,26,6,0,134,4,3,3,8,11,13,9,3,0,54,0,6,3,3,0,0,6,0,0,18,4,15,7,4,16,8,7,3,5,69,0,0,0,0,0,0,0,0,0,0,821,905,1003,776,717,677,516,263,209,5887,863,926,1045,826,746,701,532,285,222,6146,47006,24886,29181,37993,33265,25720,18167,11510,6210,233938,Sydney - Northern Beaches
123,52563,33199,30515,32571,31807,26170,13061,6304,2399,228589,41,47,54,39,29,27,19,9,8,273,808,1277,957,598,463,496,288,161,86,5134,6,20,21,17,15,25,19,4,0,127,21,30,49,40,47,37,27,10,3,264,0,0,4,11,6,4,6,0,3,34,3,9,9,5,14,12,5,0,0,57,0,3,0,0,7,8,4,0,0,22,0,3,3,3,0,0,3,0,0,12,4,18,8,4,4,7,6,4,3,58,0,0,0,0,0,0,0,0,0,0,842,1360,1051,678,556,589,358,179,95,5708,883,1407,1105,717,585,616,377,188,103,5981,53446,34606,31620,33288,32392,26786,13438,6492,2502,234570,Sydney - Outer South West
124,59834,38434,36347,39080,39254,33796,18197,9365,3829,278136,54,61,39,49,46,45,10,11,9,324,1171,1539,1225,860,743,747,547,297,179,7308,3,42,59,46,45,43,18,5,3,264,39,44,91,71,73,58,53,18,3,450,3,4,13,15,8,14,11,0,0,68,16,11,14,16,22,26,8,0,0,113,4,4,7,0,9,16,8,3,0,51,0,0,5,5,12,5,0,0,0,27,3,15,12,12,17,10,8,4,0,81,0,0,0,0,0,0,0,0,0,0,1239,1659,1426,1025,929,919,653,327,185,8362,1293,1720,1465,1074,975,964,663,338,194,8686,61127,40154,37812,40154,40229,34760,18860,9703,4023,286822,Sydney - Outer West and Blue Mountains
125,77213,52727,69794,55041,48426,37231,23369,14963,6180,384944,127,108,142,106,55,57,31,26,9,661,1051,1278,1645,1171,1015,822,497,312,208,7999,12,47,102,150,165,88,22,12,3,601,27,44,71,115,125,91,25,8,3,509,3,12,31,24,43,33,12,3,4,165,3,20,42,38,37,30,10,0,3,183,6,8,3,10,5,14,3,3,0,52,0,8,3,0,0,5,3,0,0,19,6,36,25,17,37,19,10,3,0,153,0,0,0,0,0,0,0,0,0,0,1108,1453,1922,1525,1427,1102,582,341,221,9681,1235,1561,2064,1631,1482,1159,613,367,230,10342,78448,54288,71858,56672,49908,38390,23982,15330,6410,395286,Sydney - Parramatta
126,27259,22561,22333,22473,22326,17609,11013,8123,3974,157671,27,44,35,21,21,12,7,9,9,185,271,610,616,390,335,361,245,157,137,3122,9,22,55,75,87,48,14,11,0,321,19,22,51,48,74,57,26,6,4,307,0,17,16,35,14,16,9,0,0,107,9,20,31,9,32,15,11,0,0,127,0,13,13,10,12,9,11,7,0,75,0,4,0,7,7,0,0,0,0,18,0,12,12,10,6,7,6,5,0,58,0,0,0,0,0,0,0,0,0,0,308,720,794,584,567,513,322,186,141,4135,335,764,829,605,588,525,329,195,150,4320,27594,23325,23162,23078,22914,18134,11342,8318,4124,161991,Sydney - Ryde
