SA4_MAIN11,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P,SA4_NAME11
101,2982,1518,1492,3010,1523,1490,3013,1485,1570,3055,1403,1521,2924,7443,7541,14984,1520,1437,2957,1531,1439,2970,1500,1419,2919,1486,1440,2926,1637,1559,3196,7674,7294,14968,1299,1228,2527,1240,1225,2465,1218,1172,2390,1095,1080,2175,1081,1093,2174,5933,5798,11731,1012,980,1992,988,928,1916,920,876,1796,855,844,1699,785,743,1528,4560,4371,8931,743,741,1484,666,737,1403,574,641,1215,583,598,1181,557,618,1175,3123,3335,6458,2230,2729,4959,1111,1862,2973,336,729,1065,44,184,228,6,27,33,103615,104207,207822,Capital Region
102,4078,1863,2085,3948,1859,1957,3816,1861,2016,3877,1811,1899,3710,9407,10022,19429,1831,1861,3692,1706,1946,3652,1687,1920,3607,1828,2023,3851,1990,2172,4162,9042,9922,18964,1654,1829,3483,1662,1813,3475,1556,1776,3332,1444,1587,3031,1423,1625,3048,7739,8630,16369,1387,1554,2941,1333,1369,2702,1282,1454,2736,1170,1385,2555,1162,1344,2506,6334,7106,13440,1029,1243,2272,1020,1292,2312,974,1213,2187,921,1171,2092,959,1172,2131,4903,6091,10994,4022,5499,9521,2297,3807,6104,743,1580,2323,117,371,488,7,45,52,150702,161482,312184,Central Coast
103,2505,1347,1251,2598,1267,1257,2524,1261,1230,2491,1312,1206,2518,6448,6188,12636,1308,1211,2519,1270,1233,2503,1247,1193,2440,1260,1174,2434,1290,1342,2632,6375,6153,12528,1112,1066,2178,1137,1016,2153,1048,1031,2079,931,952,1883,950,943,1893,5178,5008,10186,850,840,1690,819,836,1655,769,841,1610,777,751,1528,774,787,1561,3989,4055,8044,654,761,1415,649,698,1347,564,654,1218,552,579,1131,562,615,1177,2981,3307,6288,2103,2673,4776,941,1792,2733,278,751,1029,56,181,237,7,42,49,98325,98417,196742,Central West
104,2041,1024,1024,2048,968,971,1939,1007,1002,2009,951,948,1899,4975,4961,9936,1000,966,1966,949,970,1919,936,935,1871,965,872,1837,980,990,1970,4830,4733,9563,841,886,1727,791,827,1618,815,752,1567,688,711,1399,697,721,1418,3832,3897,7729,616,671,1287,620,628,1248,588,574,1162,575,623,1198,558,600,1158,2957,3096,6053,526,549,1075,462,525,987,433,481,914,416,454,870,429,469,898,2266,2478,4744,1659,1943,3602,838,1379,2217,271,576,847,52,129,181,6,22,28,63794,66809,130603,Coffs Harbour - Grafton
105,1581,791,719,1510,697,694,1391,771,726,1497,733,673,1406,3784,3601,7385,780,689,1469,733,653,1386,647,654,1301,714,678,1392,795,685,1480,3669,3359,7028,585,617,1202,605,556,1161,582,565,1147,577,515,1092,556,533,1089,2905,2786,5691,519,489,1008,459,492,951,464,475,939,453,442,895,418,445,863,2313,2343,4656,414,431,845,329,379,708,334,341,675,286,340,626,291,391,682,1654,1882,3536,1242,1558,2800,527,929,1456,170,384,554,27,116,143,0,14,14,56507,57084,113591,Far West and Orana
106,3192,1507,1627,3134,1518,1492,3010,1516,1544,3060,1485,1537,3022,7644,7774,15418,1463,1497,2960,1469,1487,2956,1456,1490,2946,1462,1484,2946,1618,1561,3179,7468,7519,14987,1324,1282,2606,1306,1296,2602,1257,1192,2449,1097,1062,2159,1080,1063,2143,6064,5895,11959,1012,945,1957,896,909,1805,869,924,1793,783,863,1646,815,827,1642,4375,4468,8843,787,775,1562,618,753,1371,589,704,1293,591,718,1309,554,620,1174,3139,3570,6709,2121,2910,5031,1073,1887,2960,314,733,1047,48,181,229,4,23,27,120897,122350,243247,Hunter Valley exc Newcastle
107,3439,1671,1782,3453,1675,1694,3369,1572,1738,3310,1568,1612,3180,8123,8628,16751,1547,1559,3106,1506,1618,3124,1485,1521,3006,1560,1457,3017,1618,1590,3208,7716,7745,15461,1305,1368,2673,1356,1393,2749,1246,1297,2543,1152,1199,2351,1073,1252,2325,6132,6509,12641,1022,1201,2223,1058,1154,2212,1025,1082,2107,991,1099,2090,894,1075,1969,4990,5611,10601,900,1016,1916,794,998,1792,811,931,1742,741,898,1639,736,879,1615,3982,4722,8704,2975,3931,6906,1543,2545,4088,430,920,1350,80,239,319,9,32,41,136180,139803,275983,Illawarra
108,2912,1510,1496,3006,1423,1509,2932,1423,1497,2920,1454,1505,2959,7239,7490,14729,1521,1564,3085,1528,1488,3016,1517,1624,3141,1546,1592,3138,1690,1747,3437,7802,8015,15817,1537,1533,3070,1435,1492,2927,1458,1507,2965,1324,1389,2713,1387,1372,2759,7141,7293,14434,1171,1213,2384,1227,1269,2496,1135,1147,2282,1091,1108,2199,1102,1124,2226,5726,5861,11587,1031,1033,2064,880,973,1853,822,947,1769,870,876,1746,787,883,1670,4390,4712,9102,3270,3919,7189,1768,2624,4392,538,1065,1603,82,299,381,5,25,30,97969,103140,201109,Mid North Coast
109,1495,747,754,1501,749,761,1510,746,780,1526,778,745,1523,3786,3769,7555,729,711,1440,745,736,1481,773,693,1466,761,685,1446,824,793,1617,3832,3618,7450,634,628,1262,642,617,1259,598,609,1207,609,573,1182,563,534,1097,3046,2961,6007,517,559,1076,531,509,1040,519,534,1053,466,494,960,456,466,922,2489,2562,5051,433,465,898,371,411,782,373,385,758,328,347,675,284,390,674,1789,1998,3787,1416,1621,3037,694,1039,1733,187,474,661,32,119,151,9,11,20,54553,55765,110318,Murray
110,2353,1237,1181,2418,1156,1111,2267,1202,1113,2315,1124,1126,2250,5929,5674,11603,1130,1156,2286,1128,1120,2248,1080,1085,2165,1132,1071,2203,1230,1149,2379,5700,5581,11281,984,1000,1984,1006,943,1949,950,986,1936,847,836,1683,907,881,1788,4694,4646,9340,806,814,1620,737,829,1566,766,800,1566,734,694,1428,666,744,1410,3709,3881,7590,616,659,1275,557,643,1200,518,524,1042,492,567,1059,496,500,996,2679,2893,5572,1718,2427,4145,909,1523,2432,245,682,927,50,189,239,3,23,26,86906,89287,176193,New England and North West
111,4360,2183,2268,4451,2193,2204,4397,2144,2302,4446,1982,2107,4089,10654,11089,21743,2006,2107,4113,1948,2159,4107,1946,1980,3926,1986,2067,4053,2096,2197,4293,9982,10510,20492,1819,1861,3680,1776,1812,3588,1673,1751,3424,1413,1636,3049,1455,1486,2941,8136,8546,16682,1340,1434,2774,1228,1391,2619,1203,1387,2590,1177,1375,2552,1189,1364,2553,6137,6951,13088,1107,1351,2458,998,1173,2171,1004,1153,2157,897,1178,2075,872,1118,1990,4878,5973,10851,3834,5516,9350,2255,3746,6001,678,1508,2186,97,393,490,12,42,54,167926,174680,342606,Newcastle and Lake Macquarie
112,3476,1675,1724,3399,1641,1798,3439,1738,1701,3439,1646,1695,3341,8450,8644,17094,1622,1574,3196,1624,1520,3144,1469,1546,3015,1553,1527,3080,1608,1606,3214,7876,7773,15649,1305,1275,2580,1365,1369,2734,1181,1282,2463,1098,1158,2256,1045,1153,2198,5994,6237,12231,969,1050,2019,997,1046,2043,910,1065,1975,952,970,1922,889,1007,1896,4717,5138,9855,842,935,1777,785,1016,1801,726,903,1629,741,859,1600,730,839,1569,3824,4552,8376,3104,3932,7036,1752,2686,4438,545,1111,1656,89,286,375,11,29,40,110591,117027,227618,Richmond - Tweed
113,1912,956,981,1937,942,908,1850,968,862,1830,930,870,1800,4766,4563,9329,921,880,1801,894,850,1744,796,794,1590,847,817,1664,875,848,1723,4333,4189,8522,713,680,1393,745,731,1476,676,703,1379,612,620,1232,630,649,1279,3376,3383,6759,600,596,1196,604,614,1218,532,557,1089,541,583,1124,546,553,1099,2823,2903,5726,463,505,968,458,496,954,404,487,891,366,457,823,388,440,828,2079,2385,4464,1528,1984,3512,768,1378,2146,218,538,756,39,161,200,4,23,27,74871,75250,150121,Riverina
114,1914,928,942,1870,861,959,1820,917,1006,1923,882,1035,1917,4516,4928,9444,943,1077,2020,978,1035,2013,1013,1058,2071,1026,1127,2153,1140,1223,2363,5100,5520,10620,945,1006,1951,966,1028,1994,997,1002,1999,893,937,1830,813,859,1672,4614,4832,9446,831,851,1682,812,801,1613,734,772,1506,740,724,1464,715,721,1436,3832,3869,7701,656,717,1373,603,626,1229,561,559,1120,528,561,1089,491,582,1073,2839,3045,5884,2042,2389,4431,1032,1500,2532,302,657,959,61,154,215,9,24,33,66877,70129,137006,Southern Highlands and Shoalhaven
115,2931,1375,1458,2833,1335,1360,2695,1410,1432,2842,1202,1311,2513,6783,7031,13814,1308,1355,2663,1262,1251,2513,1282,1236,2518,1222,1225,2447,1258,1262,2520,6332,6329,12661,1093,1029,2122,977,998,1975,1034,890,1924,806,822,1628,776,734,1510,4686,4473,9159,636,691,1327,637,606,1243,596,556,1152,575,542,1117,550,534,1084,2994,2929,5923,475,456,931,393,458,851,357,404,761,325,339,664,306,339,645,1856,1996,3852,1329,1740,3069,739,1329,2068,257,600,857,47,190,237,8,23,31,104018,106395,210413,Sydney - Baulkham Hills and Hawkesbury
116,3540,1667,1671,3338,1562,1578,3140,1463,1567,3030,1488,1555,3043,7889,8202,16091,1422,1525,2947,1407,1444,2851,1312,1399,2711,1338,1314,2652,1288,1363,2651,6767,7045,13812,1219,1131,2350,996,1029,2025,997,916,1913,844,883,1727,726,819,1545,4782,4778,9560,746,761,1507,627,682,1309,678,713,1391,575,680,1255,556,616,1172,3182,3452,6634,541,612,1153,428,559,987,409,531,940,375,525,900,381,506,887,2134,2733,4867,1439,2016,3455,669,1306,1975,153,489,642,35,121,156,3,15,18,150743,152786,303529,Sydney - Blacktown
117,2591,1305,1269,2574,1322,1252,2574,1249,1245,2494,1158,1124,2282,6380,6135,12515,1181,1049,2230,1186,1030,2216,1080,1017,2097,1135,1025,2160,1119,920,2039,5701,5041,10742,982,876,1858,884,838,1722,758,814,1572,748,641,1389,703,603,1306,4075,3772,7847,670,653,1323,606,607,1213,613,644,1257,600,568,1168,538,554,1092,3027,3026,6053,503,525,1028,502,494,996,462,463,925,454,504,958,367,407,774,2288,2393,4681,1559,1869,3428,698,1166,1864,218,520,738,40,123,163,4,17,21,136858,127686,264544,Sydney - City and Inner South
118,2703,1194,1270,2464,1230,1251,2481,1161,1230,2391,1129,1208,2337,6005,6371,12376,1165,1213,2378,1186,1225,2411,1146,1252,2398,1190,1280,2470,1221,1300,2521,5908,6270,12178,1063,1125,2188,948,1045,1993,880,987,1867,812,865,1677,786,844,1630,4489,4866,9355,766,858,1624,704,818,1522,689,749,1438,624,787,1411,615,710,1325,3398,3922,7320,572,661,1233,519,659,1178,543,620,1163,498,649,1147,472,574,1046,2604,3163,5767,2180,3099,5279,1375,2370,3745,468,1048,1516,100,321,421,12,38,50,121601,127945,249546,Sydney - Eastern Suburbs
119,6127,2919,3208,6127,2796,3007,5803,2732,2766,5498,2537,2660,5197,14027,14725,28752,2608,2694,5302,2634,2644,5278,2523,2538,5061,2540,2582,5122,2525,2502,5027,12830,12960,25790,2267,2258,4525,2116,2114,4230,2063,2067,4130,1797,1798,3595,1699,1832,3531,9942,10069,20011,1679,1767,3446,1708,1762,3470,1578,1792,3370,1482,1766,3248,1500,1701,3201,7947,8788,16735,1482,1681,3163,1399,1584,2983,1352,1540,2892,1228,1485,2713,1144,1403,2547,6605,7693,14298,5144,6753,11897,2863,4845,7708,925,2027,2952,187,520,707,17,68,85,258320,265288,523608,Sydney - Inner South West
120,3091,1413,1630,3043,1362,1504,2866,1338,1504,2842,1276,1451,2727,6856,7713,14569,1253,1433,2686,1271,1463,2734,1259,1241,2500,1249,1265,2514,1214,1316,2530,6246,6718,12964,1075,1061,2136,989,1097,2086,917,939,1856,805,843,1648,788,844,1632,4574,4784,9358,787,819,1606,787,878,1665,701,840,1541,662,782,1444,590,762,1352,3527,4081,7608,653,759,1412,594,745,1339,604,700,1304,575,650,1225,531,643,1174,2957,3497,6454,2311,3026,5337,1211,2150,3361,406,1013,1419,75,294,369,9,44,53,127950,135609,263559,Sydney - Inner West
121,4579,2181,2384,4565,2036,2161,4197,2007,2313,4320,1890,2205,4095,10306,11450,21756,1891,2180,4071,1939,2258,4197,1976,2056,4032,1977,2044,4021,2049,2284,4333,9832,10822,20654,1761,1926,3687,1657,1810,3467,1667,1611,3278,1311,1472,2783,1379,1406,2785,7775,8225,16000,1227,1438,2665,1193,1316,2509,1105,1257,2362,1038,1163,2201,993,1077,2070,5556,6251,11807,904,1141,2045,893,1014,1907,799,962,1761,783,968,1751,767,935,1702,4146,5020,9166,3328,4669,7997,2068,3708,5776,731,1842,2573,168,525,693,13,74,87,180120,194544,374664,Sydney - North Sydney and Hornsby
122,2801,1340,1431,2771,1392,1399,2791,1364,1372,2736,1227,1348,2575,6623,7051,13674,1237,1282,2519,1239,1232,2471,1184,1321,2505,1243,1286,2529,1349,1329,2678,6252,6450,12702,1145,1195,2340,1046,1184,2230,1082,1243,2325,897,1002,1899,943,951,1894,5113,5575,10688,855,928,1783,820,839,1659,749,824,1573,779,846,1625,741,750,1491,3944,4187,8131,552,727,1279,612,693,1305,558,657,1215,537,679,1216,523,646,1169,2782,3402,6184,2296,3279,5575,1513,2512,4025,546,1200,1746,102,319,421,10,48,58,116426,121213,237639,Sydney - Northern Beaches
123,2987,1497,1489,2986,1370,1491,2861,1357,1448,2805,1387,1415,2802,7048,7393,14441,1286,1365,2651,1284,1321,2605,1234,1220,2454,1222,1225,2447,1274,1214,2488,6300,6345,12645,1023,976,1999,893,876,1769,801,834,1635,705,701,1406,697,653,1350,4119,4040,8159,626,617,1243,533,592,1125,511,546,1057,476,540,1016,461,519,980,2607,2814,5421,438,495,933,358,418,776,321,355,676,334,392,726,270,388,658,1721,2048,3769,1098,1676,2774,605,1115,1720,174,453,627,32,112,144,0,12,12,115648,120155,235803,Sydney - Outer South West
124,3803,1799,1920,3719,1752,1864,3616,1784,1866,3650,1899,1822,3721,9129,9380,18509,1685,1793,3478,1687,1656,3343,1574,1670,3244,1630,1616,3246,1687,1708,3395,8263,8443,16706,1326,1318,2644,1211,1218,2429,1168,1158,2326,965,1035,2000,905,975,1880,5575,5704,11279,838,918,1756,794,876,1670,756,826,1582,664,764,1428,628,734,1362,3680,4118,7798,594,698,1292,535,669,1204,465,545,1010,449,619,1068,453,541,994,2496,3072,5568,1721,2457,4178,929,1756,2685,270,771,1041,51,196,247,5,26,31,141343,146847,288190,Sydney - Outer West and Blue Mountains
125,4393,2120,2148,4268,1992,2139,4131,1976,1978,3954,1821,1912,3733,10075,10404,20479,1764,1852,3616,1839,1866,3705,1697,1693,3390,1766,1754,3520,1805,1756,3561,8871,8921,17792,1514,1523,3037,1439,1414,2853,1410,1326,2736,1279,1254,2533,1118,1206,2324,6760,6723,13483,1158,1196,2354,1109,1189,2298,1031,1054,2085,926,1048,1974,943,1041,1984,5167,5528,10695,935,1016,1951,807,898,1705,828,867,1695,719,864,1583,706,860,1566,3995,4505,8500,2903,4061,6964,1550,2897,4447,453,1167,1620,77,296,373,7,32,39,198298,196410,394708,Sydney - Parramatta
126,2092,969,1021,1990,934,962,1896,906,1011,1917,859,966,1825,4684,5036,9720,896,877,1773,879,846,1725,780,862,1642,808,836,1644,867,898,1765,4230,4319,8549,687,713,1400,609,664,1273,591,683,1274,508,604,1112,554,605,1159,2949,3269,6218,517,587,1104,517,550,1067,472,575,1047,447,561,1008,435,614,1049,2388,2887,5275,450,523,973,395,471,866,392,485,877,423,475,898,354,479,833,2014,2433,4447,1663,2358,4021,972,1761,2733,323,776,1099,71,232,303,8,44,52,79211,83632,162843,Sydney - Ryde
