sa4_code_2016,population,dwelling,area_sqkm,sa4_name,state_name
204,170324,83108.0,34005.5353999999,Hume,Victoria
205,271142,143177.0,41553.751700000095,Latrobe - Gippsland,Victoria
206,591428,306940.0,142.3595,Melbourne - Inner,Victoria
207,359421,147532.0,146.7432,Melbourne - Inner East,Victoria
208,403854,172803.0,161.4966,Melbourne - Inner South,Victoria
209,495369,190264.0,1851.26450000001,Melbourne - North East,Victoria
210,363310,134268.0,1619.69,Melbourne - North West,Victoria
211,499690,195594.0,1878.55760000001,Melbourne - Outer East,Victoria
212,755272,272263.0,1922.2805,Melbourne - South East,Victoria
213,726870,267944.0,1416.354,Melbourne - West,Victoria
214,289180,145930.0,853.7659000000031,Mornington Peninsula,Victoria
215,149931,71156.0,78072.7365,North West,Victoria
216,129957,57571.0,10934.1051,Shepparton,Victoria
217,122565,60370.0,26378.9085,Warrnambool and South West,Victoria
301,223132,89809.0,653.132600000001,Brisbane - East,Queensland
302,206530,87716.0,186.949,Brisbane - North,Queensland
303,340493,131535.0,265.344599999999,Brisbane - South,Queensland
304,178918,68204.0,269.6511,Brisbane - West,Queensland
305,250253,119572.0,81.7394,Brisbane Inner City,Queensland
306,240117,109682.0,21337.9683,Cairns,Queensland
307,126295,58580.0,166340.0568,Darling Downs - Maranoa,Queensland
308,220907,101564.0,117588.0014,Central Queensland,Queensland
309,569841,245131.0,1857.8854,Gold Coast,Queensland
310,323061,120687.0,6681.146899999991,Ipswich,Queensland
311,317233,115759.0,2586.1453,Logan - Beaudesert,Queensland
312,169668,77741.0,90140.106,Mackay - Isaac - Whitsunday,Queensland
313,236196,97662.0,4344.45650000001,Moreton Bay - North,Queensland
314,194927,71848.0,773.394900000001,Moreton Bay - South,Queensland
315,79765,38228.0,1183182.7204,Queensland - Outback,Queensland
316,346366,156997.0,3085.9114000000104,Sunshine Coast,Queensland
317,149588,62804.0,2258.7955,Toowoomba,Queensland
318,228942,100523.0,80036.09769999981,Townsville,Queensland
319,287880,136688.0,48502.5801000001,Wide Bay,Queensland
401,289550,128361.0,1497.2718,Adelaide - Central and Hills,South Australia
402,423115,172855.0,939.9927000000031,Adelaide - North,South Australia
403,355454,156083.0,663.0814,Adelaide - South,South Australia
404,227530,104434.0,159.49,Adelaide - West,South Australia
405,110512,59469.0,37716.3532,Barossa - Yorke - Mid North,South Australia
406,82810,44668.0,877815.980100001,South Australia - Outback,South Australia
407,184719,99898.0,65482.7388,South Australia - South East,South Australia
501,176251,83240.0,24802.411499999904,Bunbury,Western Australia
502,96719,48052.0,1032.8628,Mandurah,Western Australia
503,169195,81353.0,92.2398,Perth - Inner,Western Australia
504,251009,102419.0,1762.4316,Perth - North East,Western Australia
505,534864,218601.0,883.999199999999,Perth - North West,Western Australia
506,488458,199772.0,2023.9923,Perth - South East,Western Australia
507,403172,168213.0,620.695999999999,Perth - South West,Western Australia
509,135256,68761.0,197345.3766,Western Australia - Wheat Belt,Western Australia
510,93964,42436.0,926049.6594,Western Australia - Outback (North),Western Australia
511,118560,59323.0,1372032.5697,Western Australia - Outback (South),Western Australia
601,222212,99136.0,1695.3585,Hobart,Tasmania
602,140533,67548.0,19975.336,Launceston and North East,Tasmania
603,37107,23086.0,23822.0167,South East,Tasmania
604,109123,52340.0,22524.7895,West and North West,Tasmania
701,136683,55414.0,3163.9057000000103,Darwin,Northern Territory
702,89360,35168.0,1344930.4224,Northern Territory - Outback,Northern Territory
801,396698,163436.0,2358.172,Australian Capital Territory,Australian Capital Territory
901,4547,1984.0,256.3162,Other Territories,Other Territories
499,2863,,0.0,No usual address (SA),South Australia
599,5950,,0.0,No usual address (WA),Western Australia
897,0,0.0,0.0,Migratory - Offshore - Shipping (ACT),Australian Capital Territory
997,6,0.0,0.0,Migratory - Offshore - Shipping (OT),Other Territories
799,2489,,0.0,No usual address (NT),Northern Territory
399,12510,,0.0,No usual address (Qld),Queensland
299,7565,,0.0,No usual address (Vic.),Victoria
197,415,18.0,0.0,Migratory - Offshore - Shipping (NSW),New South Wales
699,912,,0.0,No usual address (Tas.),Tasmania
397,152,49.0,0.0,Migratory - Offshore - Shipping (Qld),Queensland
899,538,,0.0,No usual address (ACT),Australian Capital Territory
297,27,12.0,0.0,Migratory - Offshore - Shipping (Vic.),Victoria
497,7,0.0,0.0,Migratory - Offshore - Shipping (SA),South Australia
597,427,158.0,0.0,Migratory - Offshore - Shipping (WA),Western Australia
999,55,,0.0,No usual address (OT),Other Territories
697,76,10.0,0.0,Migratory - Offshore - Shipping (Tas.),Tasmania
199,12288,,0.0,No usual address (NSW),New South Wales
797,74,39.0,0.0,Migratory - Offshore - Shipping (NT),Northern Territory
