sa4_code16,agbeefallot_f,agbeefcalle1_f,agbeefcatlano_f,agbeefcowsano_f,agbewes1ano_f,agbewesmerge1ano_f,agbewesothge1ano_f,agbroadcrpallaha_f,agcatldispano_f,agcereal_ahabar_f,agcereal_ahamai_f,agcereal_ahaoat_f,agcereal_ahaoth_f,agcereal_aharic_f,agcereal_ahasor_f,agcereal_ahatri_f,agcereal_ahawht_f,agcereal_atobar_f,agcereal_atomai_f,agcereal_atooat_f,agcereal_atooth_f,agcereal_atoric_f,agcereal_atosor_f,agcereal_atotri_f,agcereal_atowht_f,agcerehay_aha_f,agcerehay_ato_f,agchickensanolay_f,agchickensanomea_f,agcottlintakg_f,agcottlintakgirr_f,agcottlintakgnon_f,agcottpltdaha_f,agcottpltdahairr_f,agcottpltdahanon_f,agcroptotaha_f,agdairallot_f,agdaircales1_f,agdaircowsano_f,agdairheifanogt2_f,agdairheifanole2_f,agdairy_ano_f,ageggprodado_f,ageweslmbmark_f,agewesmateanomer_f,agewesmateanooth_f,agfloers_aha_f,agfloers_ahaout_f,agfloersundaha_f,agfloerupano_f,agfrutalmnum_f,agfrutalmoakg_f,agfrutalmotba_f,agfrutalmotnb_f,agfrutapplakg_f,agfrutapptba_f,agfrutapptnb_f,agfrutapptree_f,agfrutapriakg_f,agfrutaprtba_f,agfrutaprtnb_f,agfrutaprtre_f,agfrutavocakg_f,agfrutavotba_f,agfrutavotnb_f,agfrutavotree_f,agfrutbanaaha_f,agfrutbanaahabea_f,agfrutbanaahanyb_f,agfrutbanaato_f,agfrutcherakg_f,agfrutchertba_f,agfrutchertnb_f,agfrutchertree_f,agfrutmacatba_f,agfrutmacatnb_f,agfrutmacnum_f,agfrutmandakg_f,agfrutmandtba_f,agfrutmandtnb_f,agfrutmandtre_f,agfrutmangakg_f,agfrutmangtba_f,agfrutmangtnb_f,agfrutmantree_f,agfrutmcdmakg_f,agfrutnaspearakg_f,agfrutnaspeartba_f,agfrutnaspeartnb_f,agfrutnasptree_f,agfrutnectakg_f,agfrutnectree_f,agfrutnecttba_f,agfrutnecttnb_f,agfrutnutotaha_f,agfrutolitree_f,agfrutolivakg_f,agfrutolivtba_f,agfrutolivtnb_f,agfrutoorcano_f,agfrutorcba_f,agfrutorcnyb_f,agfrutorctot_f,agfrutorngakg_f,agfrutorngtba_f,agfrutorngtnb_f,agfrutorngtree_f,agfrutothcittba_f,agfrutothcittnb_f,agfrutothcittr_f,agfrutothha_f,agfrutothnum_f,agfrutothnuttnb_f,agfrutothnutttb_f,agfrutothorctba_f,agfrutothorctnb_f,agfrutothpomtba_f,agfrutothpomtnb_f,agfrutothpomtr_f,agfrutothrahabea_f,agfrutothrahanyb_f,agfrutothstre_f,agfrutotsttba_f,agfrutotsttnb_f,agfrutpeactba_f,agfrutpeactnb_f,agfrutpeatree_f,agfrutpechakg_f,agfrutpineaha_f,agfrutpineahabea_f,agfrutpineahanyb_f,agfrutpineato_f,agfrutstrwahabea_f,agfrutstrwakg_f,aggrape_aha_f,aggrape_ahabea_f,aggrape_ahanyb_f,aggrape_ato_f,aggrapeothaha_f,aggrapeothahabea_f,aggrapeothahanyb_f,aggrapeothato_f,aggrapewinaha_f,aggrapewinahabea_f,aggrapewinahanyb_f,aggrapewinato_f,aglambmarked_f,aglambmarkmerano_f,aglambmarkothano_f,aglambslt1ano_f,aglandtotlaha_f,aglucrnhay_aha_f,aglucrnhay_ato_f,agnurflwtuaha_f,agnursbpcupano_f,agnursery_aha_f,agnursery_ahaout_f,agnurseryundaha_f,agnursfnvupano_f,agnurshvupano_f,agnursinplupano_f,agnurspropupano_f,agnurspsbupano_f,agnursptsupano_f,agorchardsaha_f,agothchickenano_f,agothcrhayaha_f,agothcrhayato_f,agothcrop_aha_f,agothcrop_ahacan_f,agothcrop_ahaoil_f,agothcrop_ahaopu_f,agothcrop_ahapnt_f,agothcrop_akgpnt_f,agothcrop_atocan_f,agothcrop_atooil_f,agothcrop_atoopu_f,agothlstokanohld_f,agothpltryano_f,agothsheepano_f,agpasceothsilaha_f,agpasceothsilato_f,agpascrhayaha_f,agpascrhayato_f,agpasthay_aha_f,agpasthay_ato_f,agpigbopigano_f,agpigbsow_ano_f,agpigs_ano_f,agsheeplmbano_f,agsugarcanaha_f,agsugarcrsaha_f,agsugarcrsato_f,agsugnfcrushaha_f,agturf_aha_f,agturfrollupano_f,agvegbeanaha_f,agvegbeankg_f,agvege_aha_f,agvegebrocaha_f,agvegebrocakg_f,agvegebrusaha_f,agvegebrusakg_f,agvegecabbaha_f,agvegecabbato_f,agvegecapsaha_f,agvegecapsahaout_f,agvegecapsakg_f,agvegecapsakgout_f,agvegecapsakgund_f,agvegecapsam2und_f,agvegecarraha_f,agvegecarrato_f,agvegecaulaha_f,agvegecaulato_f,agvegecornaha_f,agvegecornato_f,agvegeletahaout_f,agvegeletakgout_f,agvegeletakgund_f,agvegeletam2und_f,agvegelettaha_f,agvegelettakg_f,agvegemelnaha_f,agvegemelnato_f,agvegemushakg_f,agvegemusham2_f,agvegeonioaha_f,agvegeonioato_f,agvegeoth_aha_f,agvegepeasaha_f,agvegepeasahamkt_f,agvegepeasahapro_f,agvegepeasakg_f,agvegepeasakgmkt_f,agvegepeasakgpro_f,agvegepotaaha_f,agvegepotaahamkt_f,agvegepotaahapro_f,agvegepotaato_f,agvegepotaatomkt_f,agvegepotaatopro_f,agvegepumpaha_f,agvegepumpato_f,agvegetomaaha_f,agvegetomaahamko_f,agvegetomaahamkt_f,agvegetomaahapro_f,agvegetomaakgmku_f,agvegetomaam2mku_f,agvegetomaato_f,agvegetomaatomko_f,agvegetomaatomkt_f,agvegetomaatopro_f,sa4_name16
318,,,,,,,,946.0,,,10.0,,6.0,1.0,,,,,10.0,,6.0,1.0,,,,,,,,5.0,5.0,,5.0,5.0,,1083.0,3.0,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,46.0,46.0,5.0,51.0,,,,,,,,,,64.0,,,,,5.0,57.0,12.0,62.0,,,,,17.0,6.0,17.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.0,,,33.0,,22.0,17.0,16.0,,1.0,,12.0,,16.0,61.0,6.0,,,,,8.0,25.0,,,,8.0,25.0,,3.0,,,,53.0,53.0,52.0,52.0,,,,,936.0,912.0,912.0,,11.0,5.0,13.0,13.0,,,,,,,,,,,,,,,,,,7.0,7.0,,,,,,,25.0,25.0,,,,,17.0,,,,,,,,,,,,,27.0,27.0,11.0,11.0,11.0,5.0,,,11.0,11.0,11.0,5.0,Townsville
319,1771.0,1608.0,1911.0,1778.0,83.0,13.0,72.0,820.0,1956.0,128.0,,22.0,5.0,,59.0,,69.0,128.0,,22.0,5.0,,59.0,,69.0,48.0,48.0,,13.0,4.0,1.0,3.0,4.0,1.0,3.0,1394.0,60.0,,,61.0,65.0,,,68.0,25.0,68.0,,,3.0,,,,,,,,,,,,,,,,,,9.0,9.0,,9.0,,,,,,,,,,37.0,,46.0,46.0,10.0,46.0,,,,,,6.0,6.0,6.0,,257.0,1.0,1.0,1.0,1.0,39.0,236.0,,241.0,40.0,40.0,9.0,42.0,60.0,27.0,,31.0,,,,39.0,11.0,,,,30.0,2.0,2.0,2.0,,6.0,,6.0,6.0,30.0,29.0,28.0,29.0,5.0,5.0,9.0,9.0,1.0,9.0,7.0,7.0,,7.0,2.0,2.0,1.0,2.0,70.0,,70.0,89.0,2763.0,,,,,26.0,25.0,20.0,11.0,,,,,1.0,,,68.0,68.0,85.0,,44.0,60.0,90.0,90.0,,44.0,60.0,,35.0,102.0,76.0,76.0,,,141.0,141.0,76.0,59.0,76.0,113.0,457.0,434.0,434.0,,4.0,4.0,18.0,18.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,2.0,2.0,40.0,40.0,3.0,3.0,,,,,,,,,,,,4.0,,,4.0,40.0,40.0,29.0,27.0,29.0,,2.0,2.0,29.0,27.0,29.0,,Wide Bay
401,,,,,,,,4.0,,1.0,,,,,,,4.0,1.0,,,,,,,4.0,17.0,17.0,3.0,7.0,,,,,,,349.0,12.0,15.0,16.0,8.0,15.0,18.0,3.0,,6.0,,11.0,11.0,,10.0,,,,,,,,,8.0,8.0,,8.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,9.0,,5.0,5.0,5.0,,,10.0,10.0,10.0,,6.0,,,,,,,,14.0,5.0,14.0,,2.0,,2.0,6.0,6.0,,,,,,10.0,10.0,5.0,16.0,2.0,16.0,16.0,,,,,5.0,5.0,,,24.0,,,,,,,,24.0,,,6.0,,,434.0,8.0,8.0,28.0,,18.0,16.0,7.0,,,,9.0,,9.0,,2.0,5.0,5.0,,,,1.0,,,,,1.0,,5.0,,32.0,32.0,,,,,1.0,1.0,1.0,,,,,,,,,,17.0,4.0,4.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,2.0,,,,,,,14.0,14.0,,14.0,14.0,,4.0,4.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,Adelaide - Central and Hills
402,9.0,8.0,12.0,9.0,21.0,11.0,16.0,,12.0,26.0,,4.0,2.0,,,,,26.0,,4.0,2.0,,,,,18.0,18.0,6.0,3.0,,,,,,,302.0,1.0,,,,,1.0,6.0,5.0,,5.0,,1.0,,,18.0,18.0,18.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,14.0,14.0,14.0,5.0,,32.0,15.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,20.0,6.0,20.0,1.0,,1.0,,20.0,20.0,5.0,20.0,7.0,,7.0,15.0,329.0,6.0,6.0,22.0,,19.0,16.0,5.0,,1.0,,9.0,2.0,6.0,27.0,1.0,,,,2.0,,17.0,,,2.0,,17.0,9.0,1.0,20.0,5.0,5.0,28.0,28.0,11.0,11.0,10.0,10.0,10.0,27.0,,,,,,,,,,3.0,3.0,,,18.0,18.0,,2.0,,2.0,,,10.0,10.0,15.0,15.0,,,8.0,8.0,2.0,2.0,11.0,11.0,,,,,7.0,7.0,,,,,,,,,,,,,,,,,2.0,,2.0,,,,2.0,,2.0,Adelaide - North
403,13.0,15.0,15.0,15.0,25.0,4.0,20.0,8.0,15.0,8.0,,,,,,,2.0,8.0,,,,,,,2.0,5.0,5.0,4.0,,,,,,,,,,,,,,,4.0,15.0,,14.0,2.0,2.0,2.0,,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,8.0,,,,,37.0,19.0,19.0,19.0,,,32.0,8.0,32.0,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,8.0,9.0,,5.0,5.0,10.0,,8.0,2.0,8.0,,,,2.0,,5.0,37.0,,2.0,2.0,,,,2.0,,,,,2.0,16.0,,16.0,,,13.0,13.0,5.0,5.0,,,,25.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adelaide - South
405,,,,,1554.0,1247.0,513.0,1990.0,,1582.0,,,38.0,,,26.0,1783.0,1582.0,,,38.0,,,26.0,1783.0,847.0,847.0,,,,,,,,,2482.0,9.0,12.0,12.0,11.0,10.0,12.0,,1411.0,823.0,973.0,,,,,,,,,3.0,3.0,,3.0,5.0,5.0,,5.0,,,,,,,,,5.0,5.0,,5.0,,,,,,,,,,,,,2.0,2.0,,2.0,5.0,5.0,5.0,,60.0,18.0,18.0,18.0,,,31.0,,31.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,5.0,,5.0,5.0,,,,,,,,,,,5.0,,5.0,,,,,,1486.0,824.0,1040.0,1387.0,2807.0,94.0,94.0,,,,,,,,,,,,60.0,35.0,,,50.0,,5.0,1228.0,,,,5.0,1228.0,,16.0,1453.0,46.0,46.0,1113.0,1113.0,,,,,,1753.0,,,,,,,,,15.0,1.0,1.0,,,,,5.0,5.0,5.0,5.0,,,,,5.0,5.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,3.0,,1.0,3.0,,1.0,,,,,,,,,,,,,Barossa - Yorke - Mid North
406,,,,,1001.0,857.0,,1012.0,,737.0,,,29.0,,,6.0,956.0,737.0,,,29.0,,,6.0,956.0,,,1.0,,,,,,,,1017.0,,,,,,,1.0,934.0,720.0,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.0,731.0,533.0,947.0,1321.0,1.0,1.0,,,,,,,,,,,,6.0,10.0,28.0,28.0,25.0,351.0,,350.0,,,351.0,,350.0,,10.0,868.0,13.0,13.0,,,,,13.0,7.0,13.0,1022.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,7.0,,7.0,,7.0,7.0,7.0,,7.0,,South Australia - Outback
407,1417.0,1490.0,1788.0,1594.0,2296.0,1508.0,1199.0,1561.0,1909.0,1161.0,1.0,,,,3.0,,1056.0,1161.0,1.0,,,,3.0,,1056.0,890.0,890.0,23.0,,,,,,,,3672.0,,205.0,195.0,,204.0,236.0,23.0,2090.0,927.0,1821.0,,,,,,,,,20.0,20.0,13.0,20.0,,,22.0,,34.0,34.0,34.0,45.0,,,,,22.0,22.0,14.0,26.0,,,,,,32.0,,,,,,,15.0,15.0,9.0,17.0,,,,19.0,,37.0,37.0,37.0,17.0,28.0,360.0,,,191.0,191.0,33.0,191.0,,14.0,,18.0,5.0,2.0,5.0,,27.0,22.0,21.0,22.0,13.0,18.0,17.0,,12.0,,19.0,,,,,,,7.0,7.0,947.0,942.0,107.0,942.0,14.0,9.0,13.0,9.0,938.0,933.0,94.0,933.0,2220.0,938.0,1859.0,2039.0,4536.0,,,,,,20.0,15.0,,7.0,,11.0,1.0,9.0,,20.0,,,,,5.0,643.0,,,,5.0,643.0,,50.0,2114.0,,,1900.0,1900.0,810.0,810.0,,,,2403.0,,,,,,,,,,4.0,4.0,,,3.0,3.0,6.0,,6.0,,6.0,6.0,12.0,12.0,4.0,4.0,,,5.0,5.0,3.0,3.0,7.0,7.0,7.0,7.0,,,23.0,23.0,22.0,3.0,3.0,,3.0,3.0,,48.0,,,48.0,,,20.0,20.0,23.0,8.0,23.0,,16.0,16.0,23.0,8.0,23.0,,South Australia - South East
501,,,810.0,,,,,,929.0,57.0,,58.0,,,,,18.0,57.0,,58.0,,,,,18.0,130.0,130.0,22.0,5.0,,,,,,,1212.0,,,,,,,22.0,,,,14.0,14.0,,14.0,21.0,21.0,21.0,4.0,,,40.0,,28.0,28.0,,29.0,,,54.0,,,,,,15.0,15.0,8.0,15.0,28.0,4.0,28.0,28.0,28.0,12.0,32.0,14.0,14.0,,14.0,28.0,40.0,40.0,3.0,40.0,36.0,36.0,36.0,6.0,,21.0,21.0,21.0,3.0,12.0,,,,29.0,29.0,7.0,33.0,26.0,2.0,27.0,15.0,14.0,4.0,14.0,11.0,2.0,4.0,,4.0,10.0,5.0,23.0,23.0,4.0,36.0,1.0,37.0,36.0,,,,,,,281.0,280.0,55.0,280.0,7.0,6.0,1.0,6.0,275.0,275.0,54.0,275.0,,,,,1590.0,11.0,11.0,52.0,,42.0,34.0,25.0,6.0,7.0,,15.0,8.0,14.0,,,21.0,21.0,1.0,38.0,,,,,38.0,,,144.0,1.0,,,,684.0,684.0,,,5.0,4.0,5.0,,,,,,4.0,4.0,1.0,1.0,,22.0,22.0,,,10.0,10.0,10.0,10.0,10.0,10.0,,,6.0,6.0,15.0,15.0,,,4.0,4.0,,,4.0,4.0,13.0,13.0,,,10.0,10.0,55.0,,,,,,,,,,,,,39.0,39.0,28.0,14.0,28.0,,14.0,14.0,28.0,14.0,28.0,,Bunbury
502,73.0,,86.0,77.0,28.0,18.0,23.0,,,,,,,,,,,,,,,,,,,14.0,14.0,7.0,5.0,,,,,,,,5.0,5.0,5.0,4.0,5.0,5.0,7.0,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,18.0,,18.0,20.0,,,,,,,,,,,,,,,,4.0,3.0,3.0,,,,,,,,,,39.0,5.0,24.0,6.0,6.0,,,,,1.0,1.0,1.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandurah
504,23.0,24.0,24.0,24.0,11.0,,11.0,,24.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,5.0,11.0,,11.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,3.0,,,,,,,,,,,,,,6.0,,,,,,4.0,4.0,4.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,15.0,,,,15.0,,25.0,25.0,3.0,25.0,11.0,,11.0,,,,,13.0,,6.0,6.0,,3.0,,,3.0,,,4.0,3.0,,,,,,,,,,,,20.0,,11.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,11.0,,,,,4.0,4.0,,,4.0,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,3.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Perth - North East
505,,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,7.0,,,,,,,,,,,,,,2.0,,,,5.0,5.0,5.0,5.0,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,3.0,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,,,,,,,,47.0,,35.0,33.0,12.0,,,7.0,7.0,,11.0,2.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,8.0,8.0,4.0,4.0,40.0,4.0,4.0,,,3.0,3.0,7.0,6.0,7.0,6.0,,,,,2.0,2.0,,,3.0,3.0,,,3.0,3.0,5.0,5.0,,,,,24.0,2.0,,2.0,2.0,,2.0,,,,,,,2.0,2.0,9.0,7.0,8.0,,2.0,2.0,9.0,7.0,8.0,,Perth - North West
506,48.0,43.0,60.0,54.0,6.0,,6.0,,64.0,,,,,,,,,,,,,,,,,5.0,5.0,,11.0,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,,7.0,7.0,3.0,7.0,13.0,,,,,,,4.0,,,,6.0,,19.0,19.0,15.0,26.0,,,,,7.0,7.0,1.0,7.0,,,,17.0,17.0,3.0,17.0,,,3.0,3.0,,,,2.0,,,,,25.0,,4.0,4.0,4.0,,5.0,,,,17.0,17.0,6.0,20.0,17.0,9.0,17.0,6.0,,,,2.0,5.0,,3.0,3.0,3.0,3.0,,,11.0,,28.0,,,,,,,,,7.0,7.0,,7.0,,,,,7.0,7.0,,7.0,9.0,,9.0,4.0,249.0,,,28.0,7.0,20.0,17.0,14.0,,,,10.0,,8.0,,,,,,,,,,,,,,,3.0,6.0,4.0,4.0,48.0,48.0,44.0,44.0,1.0,1.0,1.0,7.0,,,,,1.0,1.0,,,15.0,,,,,,,8.0,,8.0,,8.0,8.0,5.0,5.0,,,,,1.0,1.0,3.0,3.0,4.0,4.0,,,,,,,7.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,Perth - South East
507,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,56.0,,,,,,,9.0,,,,5.0,3.0,2.0,5.0,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,2.0,2.0,,2.0,,,,,66.0,,,9.0,,1.0,1.0,1.0,,,,1.0,,,2.0,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,3.0,,,45.0,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,1.0,1.0,13.0,13.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,Perth - South West
509,864.0,826.0,1020.0,937.0,3240.0,2626.0,1048.0,3549.0,1035.0,2493.0,,1877.0,16.0,,,29.0,2703.0,2493.0,,1877.0,16.0,,,29.0,2703.0,1284.0,1284.0,36.0,10.0,,,,,,,4243.0,,22.0,15.0,15.0,19.0,25.0,36.0,2765.0,1871.0,1751.0,17.0,14.0,11.0,14.0,,,,,,,1.0,,6.0,6.0,,6.0,,,4.0,,,,,,4.0,4.0,,4.0,1.0,2.0,3.0,27.0,27.0,,28.0,5.0,5.0,,5.0,1.0,,,,,8.0,8.0,8.0,1.0,,18.0,18.0,18.0,2.0,,,,,24.0,24.0,3.0,25.0,,,,8.0,1.0,1.0,1.0,,,,,,7.0,4.0,5.0,5.0,,11.0,,11.0,11.0,,,,,4.0,4.0,,,,,2.0,2.0,2.0,2.0,,,,,2959.0,2008.0,1836.0,2719.0,4888.0,22.0,22.0,,,,,,,,,5.0,,,,13.0,112.0,112.0,,1820.0,5.0,1099.0,,,1820.0,5.0,1099.0,,21.0,2914.0,102.0,102.0,1650.0,1650.0,,,,55.0,,3426.0,,,,,8.0,7.0,,,51.0,9.0,9.0,1.0,1.0,6.0,6.0,,1.0,,1.0,,,12.0,12.0,,,,,11.0,11.0,,,12.0,12.0,3.0,3.0,,,2.0,2.0,35.0,,,,,,,,,,,,,,,,1.0,,1.0,2.0,2.0,,1.0,,1.0,Western Australia - Wheat Belt
510,96.0,97.0,103.0,100.0,,1.0,,14.0,103.0,,7.0,1.0,,,2.0,,,,7.0,1.0,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,5.0,,5.0,5.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,34.0,34.0,,34.0,,,,,,,,,,34.0,,,,,6.0,34.0,,34.0,,,,,6.0,,6.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,173.0,,,33.0,5.0,22.0,18.0,22.0,11.0,5.0,5.0,9.0,5.0,5.0,34.0,,5.0,5.0,3.0,1.0,2.0,8.0,,,1.0,2.0,8.0,22.0,,,9.0,9.0,,,16.0,16.0,,,,,,,,,11.0,11.0,2.0,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,5.0,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,Western Australia - Outback (North)
511,,,,,647.0,,,1081.0,,555.0,,,16.0,,,15.0,1021.0,555.0,,,16.0,,,15.0,1021.0,,,2.0,,,,,,,,1224.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,41.0,40.0,13.0,40.0,,,,,,,,,,,,51.0,51.0,9.0,51.0,,,,,,,,,,,,,,,,,14.0,,7.0,7.0,,7.0,16.0,5.0,16.0,7.0,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,618.0,,,,1550.0,1.0,1.0,4.0,,2.0,1.0,2.0,,,,1.0,,,48.0,,15.0,15.0,23.0,629.0,,,,,629.0,,,,3.0,,13.0,13.0,,,26.0,26.0,4.0,4.0,4.0,668.0,,,,,,,12.0,12.0,,5.0,5.0,,,5.0,5.0,31.0,25.0,31.0,25.0,7.0,7.0,,,6.0,6.0,6.0,6.0,,,,,,,33.0,33.0,,,12.0,12.0,38.0,,,,,,,,,,,,,24.0,24.0,33.0,33.0,33.0,,,,33.0,33.0,33.0,,Western Australia - Outback (South)
601,23.0,23.0,26.0,26.0,,37.0,30.0,37.0,29.0,22.0,,24.0,,,,1.0,14.0,22.0,,24.0,,,,1.0,14.0,8.0,8.0,4.0,4.0,,,,,,,,2.0,1.0,1.0,,1.0,2.0,4.0,,18.0,46.0,1.0,1.0,,1.0,,,,,5.0,5.0,5.0,9.0,7.0,7.0,6.0,11.0,,,,,,,,,5.0,5.0,10.0,10.0,,,,,,,,,,,,,5.0,5.0,9.0,9.0,5.0,9.0,5.0,5.0,20.0,8.0,8.0,8.0,,,15.0,11.0,20.0,,,,,,,,5.0,1.0,,1.0,,,,,,5.0,,,,,5.0,5.0,9.0,5.0,,,,,9.0,9.0,30.0,25.0,7.0,25.0,,,,,30.0,25.0,7.0,25.0,,18.0,,46.0,,8.0,8.0,,,,4.0,4.0,2.0,,1.0,3.0,1.0,2.0,20.0,3.0,,,1.0,,,,,,,,,13.0,,,,,30.0,30.0,27.0,27.0,12.0,7.0,12.0,,,,,,1.0,1.0,,,17.0,,,,,,,,,,,,,,,,,,,3.0,3.0,,,3.0,3.0,,,,,,,3.0,,,,,,,11.0,11.0,,11.0,11.0,,,,,,,,,,,,,,Hobart
602,525.0,450.0,603.0,506.0,424.0,,355.0,208.0,710.0,,4.0,,5.0,,,11.0,102.0,,4.0,,5.0,,,11.0,102.0,,,6.0,,,,,,,,778.0,124.0,118.0,146.0,,126.0,166.0,6.0,390.0,,368.0,3.0,,3.0,4.0,,,,,7.0,7.0,5.0,7.0,,,,,,,,,,,,,11.0,11.0,4.0,11.0,,,,,,,,,,,,,5.0,5.0,,5.0,,,,,48.0,,,,,,,12.0,,,,,,,,,34.0,4.0,4.0,4.0,,,,,,34.0,17.0,,,,,,,,,,,,,,,,8.0,,,,,,,,8.0,,402.0,,385.0,345.0,934.0,,,11.0,1.0,8.0,6.0,5.0,,4.0,,6.0,1.0,1.0,14.0,7.0,23.0,23.0,120.0,43.0,,,,,43.0,,,,,406.0,270.0,270.0,628.0,628.0,582.0,582.0,15.0,15.0,15.0,457.0,,,,,,,,,153.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,22.0,22.0,10.0,48.0,1.0,47.0,48.0,1.0,47.0,101.0,,91.0,101.0,,91.0,,,,,,,,,,,,,Launceston and North East
603,186.0,,222.0,188.0,258.0,184.0,157.0,,231.0,27.0,,29.0,,,,,,27.0,,29.0,,,,,,18.0,18.0,,6.0,,,,,,,342.0,,,,1.0,,,,231.0,,186.0,11.0,10.0,2.0,11.0,,,,,,,18.0,,,,,,,,,,,,,,,,7.0,,,,,,,1.0,1.0,,,,,,2.0,2.0,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,12.0,,,,,,,,,12.0,5.0,,,,,,,,,,,,,,25.0,25.0,7.0,25.0,,,,,25.0,25.0,7.0,25.0,248.0,,207.0,235.0,456.0,,,,,,,1.0,1.0,1.0,,,3.0,1.0,,1.0,,,,,3.0,3.0,,,,3.0,3.0,,1.0,248.0,,,200.0,200.0,,,,,,264.0,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,1.0,,1.0,1.0,,22.0,22.0,,22.0,22.0,,,,,,,,,,,,,,South East
