sa4_code16,agbeefallot_f,agbeefcalle1_f,agbeefcatlano_f,agbeefcowsano_f,agbewes1ano_f,agbewesmerge1ano_f,agbewesothge1ano_f,agbroadcrpallaha_f,agcatldispano_f,agcereal_ahabar_f,agcereal_ahamai_f,agcereal_ahaoat_f,agcereal_ahaoth_f,agcereal_aharic_f,agcereal_ahasor_f,agcereal_ahatri_f,agcereal_ahawht_f,agcereal_atobar_f,agcereal_atomai_f,agcereal_atooat_f,agcereal_atooth_f,agcereal_atoric_f,agcereal_atosor_f,agcereal_atotri_f,agcereal_atowht_f,agcerehay_aha_f,agcerehay_ato_f,agchickensanolay_f,agchickensanomea_f,agcottlintakg_f,agcottlintakgirr_f,agcottlintakgnon_f,agcottpltdaha_f,agcottpltdahairr_f,agcottpltdahanon_f,agcroptotaha_f,agdairallot_f,agdaircales1_f,agdaircowsano_f,agdairheifanogt2_f,agdairheifanole2_f,agdairy_ano_f,ageggprodado_f,ageweslmbmark_f,agewesmateanomer_f,agewesmateanooth_f,agfloers_aha_f,agfloers_ahaout_f,agfloersundaha_f,agfloerupano_f,agfrutalmnum_f,agfrutalmoakg_f,agfrutalmotba_f,agfrutalmotnb_f,agfrutapplakg_f,agfrutapptba_f,agfrutapptnb_f,agfrutapptree_f,agfrutapriakg_f,agfrutaprtba_f,agfrutaprtnb_f,agfrutaprtre_f,agfrutavocakg_f,agfrutavotba_f,agfrutavotnb_f,agfrutavotree_f,agfrutbanaaha_f,agfrutbanaahabea_f,agfrutbanaahanyb_f,agfrutbanaato_f,agfrutcherakg_f,agfrutchertba_f,agfrutchertnb_f,agfrutchertree_f,agfrutmacatba_f,agfrutmacatnb_f,agfrutmacnum_f,agfrutmandakg_f,agfrutmandtba_f,agfrutmandtnb_f,agfrutmandtre_f,agfrutmangakg_f,agfrutmangtba_f,agfrutmangtnb_f,agfrutmantree_f,agfrutmcdmakg_f,agfrutnaspearakg_f,agfrutnaspeartba_f,agfrutnaspeartnb_f,agfrutnasptree_f,agfrutnectakg_f,agfrutnectree_f,agfrutnecttba_f,agfrutnecttnb_f,agfrutnutotaha_f,agfrutolitree_f,agfrutolivakg_f,agfrutolivtba_f,agfrutolivtnb_f,agfrutoorcano_f,agfrutorcba_f,agfrutorcnyb_f,agfrutorctot_f,agfrutorngakg_f,agfrutorngtba_f,agfrutorngtnb_f,agfrutorngtree_f,agfrutothcittba_f,agfrutothcittnb_f,agfrutothcittr_f,agfrutothha_f,agfrutothnum_f,agfrutothnuttnb_f,agfrutothnutttb_f,agfrutothorctba_f,agfrutothorctnb_f,agfrutothpomtba_f,agfrutothpomtnb_f,agfrutothpomtr_f,agfrutothrahabea_f,agfrutothrahanyb_f,agfrutothstre_f,agfrutotsttba_f,agfrutotsttnb_f,agfrutpeactba_f,agfrutpeactnb_f,agfrutpeatree_f,agfrutpechakg_f,agfrutpineaha_f,agfrutpineahabea_f,agfrutpineahanyb_f,agfrutpineato_f,agfrutstrwahabea_f,agfrutstrwakg_f,aggrape_aha_f,aggrape_ahabea_f,aggrape_ahanyb_f,aggrape_ato_f,aggrapeothaha_f,aggrapeothahabea_f,aggrapeothahanyb_f,aggrapeothato_f,aggrapewinaha_f,aggrapewinahabea_f,aggrapewinahanyb_f,aggrapewinato_f,aglambmarked_f,aglambmarkmerano_f,aglambmarkothano_f,aglambslt1ano_f,aglandtotlaha_f,aglucrnhay_aha_f,aglucrnhay_ato_f,agnurflwtuaha_f,agnursbpcupano_f,agnursery_aha_f,agnursery_ahaout_f,agnurseryundaha_f,agnursfnvupano_f,agnurshvupano_f,agnursinplupano_f,agnurspropupano_f,agnurspsbupano_f,agnursptsupano_f,agorchardsaha_f,agothchickenano_f,agothcrhayaha_f,agothcrhayato_f,agothcrop_aha_f,agothcrop_ahacan_f,agothcrop_ahaoil_f,agothcrop_ahaopu_f,agothcrop_ahapnt_f,agothcrop_akgpnt_f,agothcrop_atocan_f,agothcrop_atooil_f,agothcrop_atoopu_f,agothlstokanohld_f,agothpltryano_f,agothsheepano_f,agpasceothsilaha_f,agpasceothsilato_f,agpascrhayaha_f,agpascrhayato_f,agpasthay_aha_f,agpasthay_ato_f,agpigbopigano_f,agpigbsow_ano_f,agpigs_ano_f,agsheeplmbano_f,agsugarcanaha_f,agsugarcrsaha_f,agsugarcrsato_f,agsugnfcrushaha_f,agturf_aha_f,agturfrollupano_f,agvegbeanaha_f,agvegbeankg_f,agvege_aha_f,agvegebrocaha_f,agvegebrocakg_f,agvegebrusaha_f,agvegebrusakg_f,agvegecabbaha_f,agvegecabbato_f,agvegecapsaha_f,agvegecapsahaout_f,agvegecapsakg_f,agvegecapsakgout_f,agvegecapsakgund_f,agvegecapsam2und_f,agvegecarraha_f,agvegecarrato_f,agvegecaulaha_f,agvegecaulato_f,agvegecornaha_f,agvegecornato_f,agvegeletahaout_f,agvegeletakgout_f,agvegeletakgund_f,agvegeletam2und_f,agvegelettaha_f,agvegelettakg_f,agvegemelnaha_f,agvegemelnato_f,agvegemushakg_f,agvegemusham2_f,agvegeonioaha_f,agvegeonioato_f,agvegeoth_aha_f,agvegepeasaha_f,agvegepeasahamkt_f,agvegepeasahapro_f,agvegepeasakg_f,agvegepeasakgmkt_f,agvegepeasakgpro_f,agvegepotaaha_f,agvegepotaahamkt_f,agvegepotaahapro_f,agvegepotaato_f,agvegepotaatomkt_f,agvegepotaatopro_f,agvegepumpaha_f,agvegepumpato_f,agvegetomaaha_f,agvegetomaahamko_f,agvegetomaahamkt_f,agvegetomaahapro_f,agvegetomaakgmku_f,agvegetomaam2mku_f,agvegetomaato_f,agvegetomaatomko_f,agvegetomaatomkt_f,agvegetomaatopro_f,sa4_name16
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,4.0,,3.0,3.0,3.0,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newcastle and Lake Macquarie
112,,,,,31.0,3.0,28.0,,893.0,,24.0,,8.0,,,,4.0,,24.0,,8.0,,,,4.0,19.0,19.0,29.0,,,,,,,,944.0,75.0,115.0,91.0,55.0,88.0,123.0,29.0,29.0,4.0,25.0,,,5.0,34.0,3.0,3.0,3.0,,,,,,,,,,,,32.0,,,,7.0,,,,,,336.0,,336.0,16.0,16.0,3.0,17.0,20.0,20.0,7.0,20.0,336.0,,,,,8.0,8.0,8.0,1.0,449.0,,,,,,422.0,,427.0,12.0,12.0,3.0,13.0,26.0,9.0,29.0,27.0,13.0,1.0,13.0,,7.0,2.0,,2.0,27.0,3.0,,,,8.0,1.0,8.0,8.0,,,,,,,,,,,,,,,,,,,29.0,,29.0,29.0,1523.0,23.0,23.0,,,77.0,63.0,,6.0,6.0,5.0,,,,389.0,11.0,17.0,17.0,43.0,,,,,,,,,,8.0,29.0,72.0,72.0,82.0,82.0,80.0,80.0,,,,31.0,,,,,5.0,5.0,8.0,8.0,88.0,8.0,8.0,,,4.0,4.0,8.0,4.0,8.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,10.0,10.0,14.0,14.0,4.0,4.0,,,,,59.0,2.0,2.0,,2.0,2.0,,4.0,4.0,,4.0,4.0,,13.0,13.0,7.0,4.0,7.0,,3.0,3.0,7.0,4.0,7.0,,Richmond - Tweed
113,1255.0,1118.0,1420.0,1250.0,1760.0,961.0,1207.0,1935.0,1444.0,946.0,,597.0,11.0,325.0,,55.0,1538.0,946.0,,597.0,11.0,325.0,,55.0,1538.0,,,14.0,5.0,114.0,113.0,1.0,114.0,113.0,1.0,2887.0,64.0,57.0,57.0,34.0,57.0,77.0,14.0,1520.0,440.0,1364.0,1.0,1.0,,,,,,8.0,,,13.0,,,,,,,,2.0,2.0,,,,,6.0,6.0,,6.0,,,,,,,,,,,,,3.0,3.0,,3.0,,,,,345.0,7.0,7.0,7.0,1.0,9.0,345.0,137.0,359.0,271.0,271.0,,275.0,26.0,13.0,35.0,5.0,12.0,7.0,,9.0,9.0,,,,5.0,,,,20.0,,,,,,,,,,,301.0,300.0,,300.0,4.0,4.0,,4.0,301.0,300.0,,300.0,1588.0,455.0,1405.0,1605.0,3546.0,,,,4.0,,,,3.0,1.0,,,1.0,,343.0,2.0,42.0,42.0,,859.0,,402.0,,,859.0,,402.0,,6.0,1511.0,,,1124.0,1124.0,,,39.0,25.0,39.0,1881.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,14.0,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,Riverina
114,130.0,,153.0,129.0,15.0,6.0,9.0,11.0,,,4.0,,,,,,7.0,,4.0,,,,,,7.0,4.0,4.0,4.0,1.0,,,,,,,,,,,,,,4.0,6.0,,6.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,,,,1.0,,,,,,,,,2.0,1.0,,1.0,,,,,,2.0,,,,,,1.0,,,,,,,1.0,1.0,9.0,9.0,1.0,9.0,,,,,9.0,9.0,1.0,9.0,10.0,,10.0,15.0,,3.0,3.0,,2.0,6.0,6.0,2.0,,,,,2.0,4.0,,4.0,,,3.0,3.0,,3.0,,,3.0,,3.0,121.0,,15.0,95.0,95.0,,,43.0,43.0,,2.0,2.0,22.0,,,,,4.0,4.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,Southern Highlands and Shoalhaven
115,32.0,,34.0,34.0,,,,,34.0,,,,,,,,,,,,,,,,,1.0,1.0,,3.0,,,,,,,294.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,5.0,,,,4.0,4.0,,4.0,,1.0,,10.0,,,,5.0,,,,,8.0,,8.0,8.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,9.0,,1.0,1.0,,,,,,3.0,,,16.0,4.0,46.0,,1.0,,,,,,,,,,,,14.0,1.0,,,,1.0,1.0,1.0,1.0,4.0,2.0,4.0,9.0,,,,,,,1.0,1.0,,3.0,3.0,,,30.0,30.0,27.0,26.0,27.0,26.0,1.0,1.0,,,36.0,36.0,22.0,22.0,36.0,36.0,22.0,22.0,41.0,41.0,3.0,3.0,,,1.0,1.0,,,,,,,,7.0,6.0,1.0,7.0,6.0,1.0,14.0,14.0,10.0,,10.0,,4.0,4.0,10.0,,10.0,,Sydney - Baulkham Hills and Hawkesbury
116,2.0,2.0,,2.0,,,,,6.0,,,,,,,,,,,,,,,,,,,6.0,12.0,,,,,,,28.0,3.0,3.0,3.0,,3.0,3.0,6.0,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,Sydney - Blacktown
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Sydney - Inner South West
121,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,9.0,,9.0,9.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sydney - North Sydney and Hornsby
122,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,3.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,13.0,,,2.0,,2.0,2.0,2.0,,,,,,2.0,,,,,,,,,,,,,,12.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sydney - Northern Beaches
123,41.0,38.0,,,11.0,,11.0,4.0,,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,3.0,18.0,,,,,,,,12.0,12.0,16.0,4.0,8.0,16.0,3.0,8.0,,8.0,7.0,7.0,2.0,4.0,,,,,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,1.0,3.0,3.0,3.0,,4.0,,,,,,3.0,1.0,3.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,,3.0,,3.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,8.0,,8.0,11.0,,8.0,8.0,28.0,2.0,17.0,17.0,6.0,2.0,1.0,,15.0,9.0,2.0,3.0,,,,3.0,,,,,,,,,56.0,17.0,16.0,5.0,5.0,13.0,13.0,5.0,5.0,,,,16.0,,,,,4.0,4.0,,,,8.0,8.0,,,23.0,23.0,3.0,3.0,3.0,3.0,1.0,1.0,,,9.0,9.0,3.0,3.0,10.0,10.0,3.0,3.0,14.0,14.0,3.0,3.0,2.0,2.0,,,19.0,4.0,4.0,,4.0,4.0,,1.0,,1.0,1.0,,1.0,3.0,3.0,16.0,4.0,16.0,,12.0,12.0,16.0,4.0,16.0,,Sydney - Outer South West
124,17.0,17.0,17.0,9.0,3.0,1.0,2.0,1.0,21.0,,,,,,,1.0,,,,,,,,1.0,,4.0,4.0,12.0,10.0,,,,,,,,6.0,10.0,,,6.0,10.0,12.0,4.0,,4.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,3.0,,3.0,1.0,1.0,,1.0,,,,,3.0,,,,,3.0,3.0,3.0,,21.0,5.0,5.0,5.0,,1.0,19.0,,19.0,10.0,10.0,,10.0,2.0,,2.0,2.0,2.0,,2.0,1.0,,,,,2.0,,1.0,1.0,,3.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,4.0,,2.0,2.0,,,9.0,7.0,5.0,,,,2.0,,2.0,19.0,,,,,,,,,,,,,6.0,5.0,5.0,,,7.0,7.0,,,,,,5.0,,,,,14.0,8.0,4.0,4.0,75.0,4.0,4.0,,,27.0,27.0,21.0,21.0,21.0,21.0,,,,,4.0,4.0,8.0,8.0,20.0,20.0,3.0,3.0,24.0,24.0,1.0,1.0,3.0,3.0,,,51.0,,,,,,,4.0,,4.0,4.0,,4.0,12.0,12.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,,Sydney - Outer West and Blue Mountains
127,11.0,,12.0,,1.0,,1.0,1.0,13.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,7.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,7.0,,,,16.0,12.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,2.0,2.0,,4.0,6.0,,6.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,1.0,,23.0,23.0,42.0,1.0,30.0,24.0,,,5.0,,7.0,1.0,3.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,3.0,8.0,,,,23.0,23.0,1.0,1.0,,,,1.0,,,,,,,4.0,4.0,,5.0,5.0,,,9.0,9.0,,,,,,,,,5.0,5.0,,,,,4.0,4.0,4.0,4.0,25.0,25.0,,,,,,,,,,,,,,,,,,5.0,5.0,26.0,10.0,26.0,,18.0,18.0,26.0,10.0,26.0,,Sydney - South West
201,,,,,655.0,,,,,,,,,,,26.0,,,,,,,,26.0,,,,9.0,,,,,,,,,46.0,40.0,40.0,37.0,41.0,50.0,9.0,,,,7.0,7.0,,7.0,,,,,5.0,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,5.0,,,,,9.0,5.0,5.0,5.0,,,5.0,,5.0,,,,,,,,3.0,5.0,,5.0,,,5.0,,5.0,2.0,3.0,,,,,,,,,,,,1.0,1.0,16.0,16.0,,16.0,,,,,16.0,16.0,,16.0,,,,,1113.0,118.0,118.0,22.0,1.0,15.0,15.0,1.0,1.0,1.0,,3.0,1.0,4.0,5.0,,29.0,29.0,21.0,,4.0,109.0,,,,4.0,109.0,78.0,2.0,,75.0,75.0,,,,,3.0,2.0,3.0,,,,,,,,,,121.0,4.0,4.0,,,3.0,3.0,,,,,,,2.0,2.0,3.0,3.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,10.0,,,,,,,114.0,30.0,91.0,114.0,30.0,91.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,Ballarat
202,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,1.0,8.0,,,,,,,905.0,42.0,41.0,41.0,14.0,42.0,42.0,1.0,,,,1.0,1.0,,1.0,2.0,2.0,2.0,,26.0,26.0,11.0,26.0,,,,,,,,,,,,,9.0,9.0,5.0,9.0,,,,,,,,,,,,,15.0,15.0,,15.0,,,,,49.0,15.0,15.0,15.0,11.0,2.0,49.0,28.0,49.0,,,,,,,,,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,44.0,44.0,,44.0,,,,,44.0,44.0,,44.0,,,,,1121.0,,,3.0,,2.0,2.0,2.0,,,,2.0,,,49.0,,91.0,91.0,53.0,,,138.0,,,,,138.0,180.0,21.0,,116.0,116.0,,,,,43.0,39.0,43.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,Bendigo
203,,,,150.0,,,,,,,7.0,54.0,,,,,,,7.0,54.0,,,,,,83.0,83.0,11.0,,,,,,,,,15.0,15.0,25.0,15.0,18.0,29.0,11.0,,128.0,,10.0,9.0,1.0,9.0,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,18.0,13.0,13.0,13.0,,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,,,,,3.0,3.0,7.0,7.0,4.0,7.0,,,,,7.0,7.0,4.0,7.0,,118.0,,,,44.0,44.0,26.0,7.0,23.0,16.0,19.0,,,,17.0,,,15.0,13.0,21.0,21.0,12.0,62.0,8.0,51.0,,,62.0,8.0,51.0,69.0,1.0,,44.0,44.0,,,,,10.0,10.0,10.0,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,3.0,3.0,1.0,1.0,4.0,4.0,5.0,5.0,,,,,5.0,5.0,15.0,3.0,3.0,,3.0,3.0,,,,,,,,,,3.0,,3.0,,3.0,3.0,3.0,,3.0,,Geelong
204,1635.0,1531.0,1918.0,1646.0,,,,,2017.0,25.0,4.0,,15.0,,,55.0,,25.0,4.0,,15.0,,,55.0,,,,58.0,2.0,,,,,,,1526.0,,,,73.0,,,58.0,,,,15.0,13.0,1.0,15.0,,,,,24.0,24.0,16.0,24.0,,,,,1.0,1.0,,1.0,,,,,29.0,29.0,12.0,29.0,,,,4.0,4.0,,4.0,,,,,,11.0,11.0,4.0,11.0,1.0,1.0,1.0,,,14.0,14.0,14.0,,,,,,4.0,4.0,,4.0,4.0,4.0,4.0,23.0,,,,,,1.0,,1.0,22.0,6.0,8.0,8.0,,13.0,8.0,13.0,13.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,,2866.0,,,34.0,,16.0,,6.0,,4.0,,3.0,,4.0,,44.0,20.0,20.0,38.0,175.0,,25.0,,,175.0,,25.0,,14.0,,,,,,,,19.0,12.0,19.0,1033.0,,,,,,,,,13.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,7.0,7.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,Hume
205,2145.0,1682.0,2562.0,1875.0,,,,,3361.0,8.0,15.0,,8.0,,2.0,20.0,52.0,8.0,15.0,,8.0,,2.0,20.0,52.0,88.0,88.0,51.0,4.0,,,,,,,2390.0,882.0,1015.0,1032.0,,1016.0,1139.0,51.0,,,,13.0,10.0,4.0,13.0,,,,,10.0,10.0,,10.0,5.0,5.0,2.0,5.0,6.0,6.0,3.0,6.0,,,,,7.0,7.0,5.0,7.0,,3.0,3.0,3.0,3.0,,3.0,,,,,,5.0,5.0,,5.0,5.0,5.0,5.0,2.0,23.0,3.0,3.0,3.0,3.0,3.0,19.0,10.0,19.0,6.0,6.0,,6.0,9.0,6.0,9.0,5.0,10.0,3.0,10.0,3.0,,,,,5.0,,10.0,10.0,3.0,5.0,2.0,5.0,5.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,3697.0,235.0,235.0,,3.0,,,,,5.0,,15.0,1.0,8.0,23.0,49.0,11.0,11.0,16.0,35.0,1.0,21.0,,,35.0,1.0,21.0,,83.0,,990.0,990.0,2098.0,2098.0,1929.0,1929.0,84.0,51.0,84.0,,,,,,4.0,1.0,,,,,,3.0,3.0,9.0,9.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,6.0,6.0,,,9.0,9.0,4.0,4.0,12.0,12.0,,,,,7.0,7.0,,17.0,17.0,,17.0,17.0,,,62.0,13.0,,62.0,13.0,5.0,5.0,6.0,3.0,4.0,2.0,1.0,1.0,6.0,3.0,4.0,2.0,Latrobe - Gippsland
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,8.0,,8.0,2.0,8.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Melbourne - Inner South
209,96.0,60.0,97.0,97.0,32.0,,32.0,5.0,97.0,,,,,,,,5.0,,,,,,,,5.0,,,13.0,,,,,,,,127.0,,,,,,,13.0,12.0,,12.0,9.0,9.0,,,1.0,1.0,1.0,1.0,11.0,11.0,3.0,11.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,11.0,11.0,,11.0,2.0,2.0,2.0,,27.0,,,,,,12.0,4.0,12.0,,,,,3.0,3.0,3.0,13.0,,,,,,,,,13.0,13.0,,,,9.0,,9.0,9.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,23.0,11.0,12.0,32.0,145.0,16.0,16.0,21.0,,12.0,12.0,6.0,,,,6.0,,9.0,13.0,14.0,9.0,9.0,,,,,,,,,,58.0,,24.0,15.0,15.0,66.0,66.0,41.0,41.0,,,,32.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,3.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,Melbourne - North East
210,63.0,37.0,69.0,61.0,44.0,17.0,41.0,8.0,69.0,8.0,,,,,,,8.0,8.0,,,,,,,8.0,,,9.0,,,,,,,,,,,,,,,9.0,30.0,3.0,27.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,13.0,8.0,8.0,8.0,2.0,,13.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,2.0,2.0,,2.0,27.0,6.0,20.0,38.0,,11.0,11.0,2.0,,,,,,,,,,,13.0,,3.0,3.0,,8.0,,,,,8.0,,,6.0,6.0,45.0,9.0,9.0,47.0,47.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melbourne - North West
211,66.0,61.0,75.0,67.0,3.0,,3.0,,75.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,6.0,,6.0,,,,,,,,,,,7.0,,4.0,4.0,,4.0,,,,,,,,,30.0,30.0,16.0,30.0,,,,2.0,2.0,,2.0,,,,,,7.0,7.0,1.0,7.0,2.0,2.0,2.0,,,,,,,,,,,5.0,5.0,,5.0,13.0,9.0,13.0,47.0,,,,,,,,,43.0,10.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,,,,,,,75.0,75.0,1.0,75.0,14.0,14.0,,14.0,61.0,61.0,1.0,61.0,6.0,,6.0,3.0,,,,,2.0,,,,1.0,,,11.0,7.0,,,,,,,,,,,,,,,52.0,,6.0,,,81.0,81.0,81.0,81.0,14.0,14.0,14.0,6.0,,,,,2.0,2.0,,,26.0,,,10.0,10.0,,,7.0,3.0,7.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,9.0,,5.0,5.0,9.0,5.0,9.0,,Melbourne - Outer East
