sa4_code16,sa4_name16,num_jobs_000_males,num_jobs_000_females,num_jobs_000_persons,median_income_per_job_aud_males,median_income_per_job_aud_females,median_income_per_job_aud_persons
405,Barossa - Yorke - Mid North,39.983000000000004,35.868,75.852,26014,17881,21239
406,South Australia - Outback,31.272,26.677,57.949,30799,19422,24129
407,South Australia - South East,72.036,64.459,136.5,21435,15523,18239
501,Bunbury,78.96600000000001,69.22399999999999,148.192,29099,15090,20723
502,Mandurah,37.873000000000005,31.48,69.35300000000001,36420,18608,26078
503,Perth - Inner,89.902,79.048,168.953,29250,18123,22912
504,Perth - North East,111.305,96.087,207.394,36612,23562,29282
505,Perth - North West,239.673,216.148,455.82199999999995,36407,22116,28313
506,Perth - South East,226.227,182.618,408.846,31765,21742,26344
507,Perth - South West,180.951,155.241,336.191,37914,21450,28360
509,Western Australia - Wheat Belt,58.287,51.68,109.96700000000001,24895,15856,19872
510,Western Australia - Outback (North),39.755,33.451,73.208,35869,16871,24599
511,Western Australia - Outback (South),52.713,44.233999999999995,96.95299999999999,33809,17436,24508
601,Hobart,82.85700000000001,84.071,166.92,30246,21317,25031
602,Launceston and North East,51.96,49.146,101.102,26632,18322,21664
603,South East,14.582,12.868,27.448,20000,14192,16988
604,West and North West,41.099,37.637,78.729,28094,17758,21936
701,Darwin,78.961,66.813,145.774,31918,20500,25704
702,Northern Territory - Outback,29.206999999999997,28.061,57.26,20928,16125,18381
801,Australian Capital Territory,169.291,167.283,336.57800000000003,40137,29794,34477
