yr,num_bsns_num_non_emply_bsns_num,num_bsns_1_4_emplys_num,num_bsns_5_19_emplys_num,num_bsns_20_pls_emplys_num,num_bsns_tot_num_bsns_num,bsns_entries_num_non_emply_bsns_entries_num,bsns_entries_1_4_emplys_num,bsns_entries_5_19_emplys_num,bsns_entries_20_pls_emplys_num,bsns_entries_tot_num_bsns_entries_num,bsns_exits_num_non_emply_bsns_exits_num,bsns_exits_1_4_emplys_num,bsns_exits_5_19_emplys_num,bsns_exits_20_pls_emplys_num,bsns_exits_tot_num_bsns_exits_num,num_bsns_by_industry_agri_frsty_fish_num,num_bsns_by_industry_mining_num,num_bsns_by_industry_manu_num,num_bsns_by_industry_elec_gas_water_wst_num,num_bsns_by_industry_cons_num,num_bsns_by_industry_whsl_trade_num,num_bsns_by_industry_rtl_trade_num,num_bsns_by_industry_accom_food_num,num_bsns_by_industry_trns_pstl_whse_num,num_bsns_by_industry_info_med_coms_num,num_bsns_by_industry_fin_insur_num,num_bsns_by_industry_rent_hiring_rlst_num,num_bsns_by_industry_pro_sci_tech_num,num_bsns_by_industry_admt_supp_num,num_bsns_by_industry_pub_admt_safety_num,num_bsns_by_industry_edu_training_num,num_bsns_by_industry_hlth_care_soc_asst_num,num_bsns_by_industry_arts_rec_num,num_bsns_by_industry_oth_num,num_bsns_by_industry_currly_unk_num,num_bsns_by_industry_tot_num,bld_approvals_priv_sector_houses_num,bld_approvals_priv_sector_dwl_excluding_houses_num,bld_approvals_tot_priv_sector_dwl_units_num,bld_approvals_tot_dwl_units_num,bld_approvals_value_priv_sector_houses_audm,bld_approvals_value_priv_sector_dwl_excluding_houses_audm,bld_approvals_value_tot_priv_sectors_dwl_units_audm,bld_approvals_value_tot_resial_bld_audm,bld_approvals_value_tot_non_resial_bld_audm,bld_approvals_value_tot_bld_audm,resial_property_prices_houses_num_trfs_num,resial_property_prices_houses_med_sale_price_aud,resial_property_prices_attached_dwl_num_trfs_num,resial_property_prices_attached_dwl_med_sale_price_aud,avg_hsld_net_worth_avg_hsld_net_worth_aud,patents_trademarks_patent_applicants_num,patents_trademarks_trademark_applicants_num,p_inslv_tot_debt_ent_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_non_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_p_inslv_num,slct_caus_p_inslv_bsns_rel_inslv_caus_economic_cond_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_exc_use_credit_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_unemp_loss_inc_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_managers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_pros_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_tech_trades_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_cmty_p_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_clrc_admt_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_sales_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_mach_ops_drivers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_labourers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_debt_oth_unk_occ_num,regd_mtr_vhcls_num_by_type_vehicle_pax_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_campervans_num,regd_mtr_vhcls_num_by_type_vehicle_light_comc_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_light_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_heavy_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_articulated_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_nfc_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_buses_num,regd_mtr_vhcls_num_by_type_vehicle_motorcycles_num,regd_mtr_vhcls_num_by_type_fuel_petrol_num,regd_mtr_vhcls_num_by_type_fuel_diesel_num,regd_mtr_vhcls_num_by_type_fuel_lpg_dual_oth_num,regd_mtr_vhcls_num_by_type_fuel_electric_num,regd_mtr_vhcls_yr_manu_less_5_yrs_num,regd_mtr_vhcls_yr_manu_5_10_yrs_num,regd_mtr_vhcls_yr_manu_ov_10_yrs_num,regd_mtr_vhcls_yr_manu_tot_regd_mtr_vhcls_num,tourist_accom_est_est_15_pls_rooms_num,agri_comm_tot_area_area_holding_ha,agri_comm_tot_area_vegetables_human_consumption_ha,agri_comm_tot_area_fruit_nuts_orchard_trees_nut_trees_ha,agri_comm_tot_num_dairy_cattle_num,agri_comm_tot_num_meat_cattle_num,agri_comm_tot_num_sheep_num,agri_comm_tot_num_pigs_num,agri_comm_tot_num_meat_chickens_num,gross_value_agri_prod_broadacre_crops_tot_area_ha_ha,gross_value_agri_prod_gross_value_agri_prod_audm,gross_value_agri_prod_gross_value_crops_audm,gross_value_agri_prod_gross_value_livestock_slaughtering_audm,empy_by_industry_agri_frsty_fish_pr100,empy_by_industry_mining_pr100,empy_by_industry_manu_pr100,empy_by_industry_elec_gas_water_wst_pr100,empy_by_industry_cons_pr100,empy_by_industry_whsl_trade_pr100,empy_by_industry_rtl_trade_pr100,empy_by_industry_accom_food_pr100,empy_by_industry_trns_pstl_whse_pr100,empy_by_industry_info_med_coms_pr100,empy_by_industry_fin_insur_pr100,empy_by_industry_rent_hiring_rlst_pr100,empy_by_industry_pro_sci_tech_pr100,empy_by_industry_admt_supp_pr100,empy_by_industry_pub_admt_safety_pr100,empy_by_industry_edu_training_pr100,empy_by_industry_hlth_care_soc_asst_pr100,empy_by_industry_arts_rec_pr100,empy_by_industry_oth_pr100,empy_by_industry_tot_empy_num,sa4_code16,sa4_name16,ogc_fid
2014,10074.0,4547.0,2143.0,515.0,17278.0,,,,,,,,,,,2933.0,104.0,574.0,31.0,3267.0,356.0,1082.0,704.0,1155.0,60.0,822.0,1728.0,1295.0,562.0,64.0,219.0,957.0,152.0,1006.0,202.0,17278.0,1264.0,438.0,1702.0,1769.0,354.0,82.0,436.0,466.0,225.0,691.0,3323.0,353000.0,575.0,285000.0,953293.0,74.0,212.0,95.0,449.0,544.0,42.0,143.0,153.0,47.0,40.0,100.0,70.0,51.0,40.0,60.0,71.0,65.0,114484.0,506.0,47708.0,1830.0,4280.0,1110.0,381.0,898.0,10350.0,128404.0,51157.0,1546.0,9.0,43392.0,56404.0,80886.0,180682.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,Townsville,180
2015,9725.0,4594.0,2011.0,487.0,16820.0,1221.0,551.0,81.0,12.0,1867.0,1719.0,422.0,116.0,20.0,2271.0,2797.0,102.0,544.0,38.0,3119.0,344.0,1029.0,706.0,1108.0,65.0,855.0,1714.0,1279.0,567.0,46.0,207.0,973.0,141.0,1017.0,163.0,16820.0,1043.0,439.0,1482.0,1609.0,313.0,81.0,394.0,434.0,378.0,812.0,3016.0,345000.0,691.0,290000.0,,62.0,203.0,78.0,373.0,451.0,32.0,112.0,149.0,42.0,31.0,65.0,60.0,50.0,35.0,49.0,68.0,51.0,115718.0,519.0,48339.0,1814.0,4150.0,1052.0,370.0,840.0,10298.0,127561.0,53732.0,1424.0,7.0,42104.0,55220.0,84920.0,182244.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,Townsville,181
2016,9789.0,4493.0,2021.0,455.0,16760.0,1304.0,540.0,80.0,10.0,1930.0,1430.0,385.0,101.0,23.0,1934.0,2791.0,115.0,530.0,44.0,3011.0,330.0,994.0,711.0,1068.0,69.0,916.0,1707.0,1267.0,578.0,50.0,213.0,1053.0,153.0,1015.0,147.0,16760.0,759.0,156.0,915.0,959.0,245.0,35.0,280.0,303.0,348.0,651.0,2784.0,332250.0,611.0,287000.0,638418.0,,,113.0,438.0,551.0,54.0,123.0,196.0,48.0,40.0,70.0,86.0,60.0,50.0,74.0,67.0,56.0,116665.0,509.0,48738.0,1836.0,4015.0,1048.0,352.0,828.0,10246.0,126547.0,55938.0,1320.0,7.0,41644.0,53554.0,88141.0,183339.0,63.0,6076286.0,3881.0,1190.0,47.0,521092.0,198.0,2156.0,,197413.0,995.0,687.0,299.0,3.5,2.7,5.5,1.5,7.7,2.1,9.7,7.2,4.5,1.1,1.5,1.5,4.1,3.0,12.4,9.6,14.0,1.2,3.8,103917.0,318,Townsville,182
2017,9782.0,4523.0,1992.0,426.0,16725.0,1298.0,577.0,62.0,4.0,1940.0,1380.0,350.0,107.0,17.0,1855.0,2783.0,107.0,533.0,43.0,2925.0,329.0,974.0,730.0,1061.0,81.0,954.0,1677.0,1313.0,561.0,47.0,214.0,1111.0,141.0,1022.0,138.0,16725.0,709.0,73.0,782.0,892.0,225.0,13.0,239.0,283.0,395.0,678.0,,,,,,,,85.0,460.0,545.0,35.0,149.0,174.0,46.0,49.0,78.0,83.0,54.0,57.0,64.0,69.0,45.0,117088.0,536.0,48868.0,1794.0,4013.0,1050.0,332.0,829.0,10076.0,125274.0,59878.0,1162.0,5.0,39407.0,52661.0,91643.0,183711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,Townsville,183
2018,9678.0,4585.0,1901.0,397.0,16567.0,1318.0,580.0,52.0,4.0,1957.0,1495.0,401.0,94.0,17.0,2015.0,2711.0,97.0,536.0,38.0,2834.0,306.0,939.0,718.0,1144.0,79.0,966.0,1644.0,1322.0,551.0,38.0,197.0,1164.0,149.0,1008.0,132.0,16567.0,675.0,32.0,707.0,735.0,211.0,8.0,219.0,247.0,450.0,697.0,,,,,,,,83.0,477.0,561.0,33.0,171.0,167.0,47.0,56.0,89.0,79.0,73.0,61.0,57.0,46.0,44.0,117108.0,539.0,49330.0,1795.0,3925.0,1094.0,300.0,859.0,9956.0,123131.0,62436.0,1026.0,19.0,37927.0,52110.0,94108.0,184156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,Townsville,184
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719382.0,4303.0,2860.0,93148.0,243210.0,588958.0,9539.0,,,,,,5.7,5.1,11.8,1.7,12.8,2.3,11.2,7.1,3.7,0.7,1.4,1.7,3.8,2.9,4.7,7.5,9.2,0.8,3.8,73860.0,501,Bunbury,185
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,Bunbury,186
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512.0,56.0,1568.0,1596.0,433.0,11.0,444.0,457.0,146.0,603.0,,,,,,49.0,190.0,70.0,148.0,218.0,32.0,45.0,53.0,13.0,11.0,43.0,16.0,15.0,23.0,32.0,36.0,29.0,101180.0,932.0,34303.0,1118.0,4440.0,1127.0,365.0,1353.0,10071.0,105539.0,45030.0,4291.0,25.0,29181.0,46089.0,79521.0,154791.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,Bunbury,187
2014,9705.0,3589.0,1692.0,475.0,15459.0,,,,,,,,,,,3042.0,63.0,696.0,49.0,3138.0,341.0,1040.0,689.0,592.0,61.0,948.0,1502.0,1135.0,449.0,24.0,139.0,602.0,152.0,687.0,121.0,15459.0,1980.0,96.0,2076.0,2089.0,568.0,20.0,588.0,604.0,265.0,869.0,2844.0,405000.0,480.0,328500.0,978905.0,38.0,238.0,39.0,151.0,190.0,18.0,38.0,66.0,13.0,16.0,36.0,20.0,15.0,15.0,22.0,28.0,25.0,105863.0,941.0,36565.0,1195.0,4549.0,1170.0,395.0,1286.0,10813.0,109219.0,49465.0,4071.0,18.0,32634.0,45647.0,84580.0,162861.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,Bunbury,188
2015,9681.0,3721.0,1644.0,445.0,15494.0,1183.0,416.0,57.0,4.0,1668.0,1360.0,295.0,95.0,9.0,1756.0,2957.0,59.0,692.0,51.0,3208.0,337.0,1023.0,705.0,590.0,58.0,1012.0,1512.0,1116.0,469.0,21.0,137.0,607.0,139.0,684.0,107.0,15494.0,1908.0,67.0,1975.0,1994.0,591.0,11.0,602.0,619.0,131.0,750.0,2691.0,415000.0,488.0,339500.0,,31.0,221.0,38.0,184.0,222.0,14.0,40.0,81.0,19.0,16.0,34.0,24.0,18.0,18.0,34.0,32.0,27.0,108221.0,964.0,37904.0,1268.0,4671.0,1249.0,412.0,1284.0,11326.0,110485.0,52968.0,3801.0,18.0,32402.0,45654.0,89249.0,167305.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,Bunbury,189
2016,9853.0,3712.0,1703.0,453.0,15718.0,1237.0,431.0,71.0,6.0,1745.0,1245.0,307.0,98.0,17.0,1665.0,2937.0,53.0,711.0,58.0,3255.0,337.0,1013.0,693.0,595.0,59.0,1093.0,1516.0,1160.0,483.0,30.0,144.0,626.0,153.0,705.0,106.0,15718.0,1600.0,86.0,1686.0,1701.0,501.0,17.0,518.0,537.0,194.0,731.0,2340.0,402250.0,404.0,332250.0,974037.0,,,54.0,157.0,211.0,28.0,44.0,63.0,19.0,10.0,44.0,19.0,20.0,16.0,26.0,29.0,28.0,109309.0,969.0,38891.0,1272.0,4721.0,1294.0,413.0,1268.0,11531.0,110237.0,55921.0,3400.0,23.0,32568.0,43741.0,93332.0,169641.0,66.0,487490.0,3844.0,3608.0,108657.0,230499.0,744728.0,10923.0,,23858.0,834.0,458.0,159.0,6.2,6.4,8.6,1.7,10.8,1.6,10.8,7.3,3.5,0.6,1.3,1.6,3.4,3.3,4.5,8.3,10.8,1.4,3.8,77663.0,501,Bunbury,190
2017,9991.0,3749.0,1707.0,442.0,15886.0,1192.0,407.0,68.0,3.0,1659.0,1296.0,282.0,86.0,20.0,1686.0,3001.0,48.0,699.0,65.0,3231.0,355.0,976.0,705.0,567.0,63.0,1174.0,1545.0,1161.0,488.0,32.0,129.0,666.0,145.0,735.0,103.0,15886.0,1427.0,45.0,1472.0,1486.0,434.0,15.0,449.0,460.0,244.0,704.0,,,,,,,,82.0,187.0,269.0,33.0,51.0,70.0,26.0,24.0,57.0,27.0,23.0,26.0,25.0,38.0,23.0,110077.0,960.0,39823.0,1287.0,4654.0,1250.0,412.0,1183.0,11610.0,110240.0,60582.0,3270.0,41.0,30431.0,43631.0,97243.0,171305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,Bunbury,191
2018,10198.0,3869.0,1635.0,421.0,16126.0,1181.0,413.0,41.0,5.0,1648.0,1238.0,288.0,83.0,13.0,1624.0,3048.0,50.0,710.0,58.0,3168.0,370.0,990.0,727.0,586.0,69.0,1211.0,1562.0,1195.0,494.0,33.0,133.0,705.0,162.0,743.0,105.0,16126.0,1304.0,50.0,1354.0,1386.0,429.0,13.0,442.0,461.0,166.0,626.0,,,,,,,,68.0,214.0,278.0,28.0,64.0,79.0,26.0,11.0,48.0,27.0,22.0,32.0,27.0,52.0,20.0,110601.0,945.0,40543.0,1328.0,4671.0,1323.0,396.0,1188.0,11519.0,109262.0,63028.0,2965.0,35.0,27887.0,43802.0,100814.0,172509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,Bunbury,192
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34323.0,639.0,284.0,1289.0,6338.0,45358.0,1117.0,,,,,,1.6,0.3,6.3,2.1,7.5,2.7,11.4,7.1,3.5,2.1,2.8,1.4,6.2,2.5,12.2,9.6,12.8,2.1,3.7,96870.0,601,Hobart,193
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,Hobart,194
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.0,196.0,750.0,756.0,174.0,34.0,208.0,222.0,198.0,420.0,,,,,,36.0,262.0,64.0,323.0,387.0,31.0,98.0,120.0,45.0,26.0,50.0,43.0,49.0,39.0,30.0,47.0,58.0,130121.0,1706.0,31369.0,1102.0,2841.0,291.0,759.0,1134.0,6070.0,146955.0,27059.0,1288.0,53.0,30817.0,46426.0,98158.0,175401.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,Hobart,195
2014,8903.0,3706.0,1741.0,416.0,14765.0,,,,,,,,,,,786.0,27.0,687.0,42.0,2384.0,434.0,1179.0,802.0,885.0,116.0,1181.0,1543.0,1776.0,472.0,66.0,198.0,1190.0,239.0,621.0,143.0,14765.0,741.0,99.0,840.0,847.0,219.0,18.0,237.0,247.0,515.0,762.0,3374.0,350000.0,1158.0,280000.0,,30.0,285.0,60.0,278.0,338.0,24.0,97.0,84.0,40.0,23.0,45.0,45.0,50.0,32.0,15.0,37.0,51.0,135981.0,1680.0,33027.0,1205.0,2861.0,292.0,781.0,1157.0,6562.0,151373.0,30856.0,1159.0,67.0,35854.0,45906.0,101723.0,183483.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,Hobart,196
2015,8871.0,3701.0,1725.0,437.0,14729.0,1173.0,438.0,58.0,10.0,1680.0,1299.0,303.0,89.0,10.0,1704.0,768.0,31.0,674.0,50.0,2419.0,428.0,1159.0,813.0,871.0,114.0,1221.0,1547.0,1759.0,462.0,59.0,187.0,1211.0,230.0,614.0,117.0,14729.0,1052.0,207.0,1259.0,1267.0,291.0,39.0,330.0,343.0,241.0,584.0,3305.0,357500.0,1040.0,275000.0,,31.0,315.0,50.0,240.0,290.0,9.0,73.0,88.0,31.0,17.0,47.0,32.0,38.0,30.0,20.0,39.0,36.0,138222.0,1665.0,33871.0,1262.0,2805.0,271.0,769.0,1171.0,6946.0,152281.0,33509.0,1065.0,69.0,35808.0,45651.0,105484.0,186943.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,Hobart,197
2016,8947.0,3816.0,1695.0,436.0,14885.0,1236.0,502.0,83.0,4.0,1825.0,1264.0,296.0,98.0,21.0,1677.0,738.0,30.0,680.0,47.0,2479.0,427.0,1170.0,819.0,895.0,119.0,1230.0,1545.0,1781.0,481.0,62.0,177.0,1228.0,216.0,643.0,128.0,14885.0,820.0,195.0,1015.0,1019.0,263.0,35.0,298.0,308.0,340.0,648.0,3388.0,360000.0,1098.0,297000.0,,,,32.0,227.0,259.0,10.0,66.0,78.0,19.0,27.0,32.0,28.0,27.0,27.0,29.0,29.0,41.0,139876.0,1713.0,34535.0,1362.0,2840.0,297.0,777.0,1198.0,7147.0,152277.0,36297.0,998.0,81.0,37434.0,44430.0,107933.0,189797.0,50.0,64402.0,716.0,91.0,2066.0,4681.0,56630.0,,,678.0,61.0,0.0,0.0,1.9,0.3,5.2,2.0,7.5,1.8,10.8,7.8,3.5,1.9,2.5,1.3,6.0,2.9,10.7,10.1,14.8,2.3,3.7,98883.0,601,Hobart,198
2017,9206.0,3930.0,1732.0,462.0,15331.0,1388.0,518.0,88.0,5.0,1996.0,1187.0,305.0,85.0,21.0,1591.0,722.0,29.0,689.0,47.0,2607.0,428.0,1152.0,868.0,956.0,121.0,1231.0,1557.0,1853.0,518.0,53.0,177.0,1300.0,223.0,667.0,129.0,15331.0,799.0,230.0,1029.0,1044.0,259.0,52.0,311.0,321.0,240.0,561.0,,,,,,,,44.0,250.0,294.0,12.0,89.0,85.0,26.0,21.0,48.0,35.0,38.0,32.0,17.0,39.0,38.0,143608.0,1783.0,35847.0,1449.0,2935.0,287.0,770.0,1200.0,7442.0,154693.0,40792.0,1106.0,142.0,39263.0,43961.0,112113.0,195337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,Hobart,199
2018,9651.0,4046.0,1688.0,460.0,15846.0,1508.0,490.0,79.0,11.0,2084.0,1218.0,324.0,90.0,7.0,1641.0,705.0,33.0,716.0,43.0,2647.0,421.0,1117.0,936.0,1139.0,121.0,1246.0,1578.0,1947.0,573.0,63.0,198.0,1321.0,234.0,668.0,139.0,15846.0,1094.0,269.0,1363.0,1431.0,353.0,59.0,412.0,433.0,426.0,859.0,,,,,,,,39.0,266.0,309.0,11.0,107.0,65.0,36.0,27.0,37.0,40.0,35.0,25.0,27.0,47.0,32.0,147561.0,1838.0,37287.0,1522.0,3047.0,311.0,760.0,1255.0,7643.0,156924.0,44573.0,986.0,152.0,40006.0,45396.0,116119.0,201496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,Hobart,200
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55215692.0,1027.0,1624.0,,2181310.0,,11.0,,,,,,3.6,3.7,3.6,1.0,6.5,1.1,7.4,6.5,3.3,0.7,0.6,1.0,3.7,2.8,19.9,11.0,11.4,2.8,6.7,34772.0,702,Northern Territory - Outback,201
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,Northern Territory - Outback,202
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,91.0,165.0,217.0,25.0,38.0,64.0,78.0,,,,,,,,10.0,30.0,10.0,65.0,75.0,3.0,25.0,24.0,11.0,8.0,9.0,12.0,15.0,4.0,4.0,8.0,4.0,24441.0,97.0,12678.0,165.0,1638.0,431.0,104.0,1844.0,2031.0,25543.0,17507.0,375.0,,10051.0,13018.0,20385.0,43454.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,Northern Territory - Outback,203
2014,2081.0,810.0,628.0,182.0,3697.0,,,,,,,,,,,434.0,20.0,94.0,14.0,659.0,84.0,344.0,249.0,244.0,26.0,181.0,463.0,229.0,148.0,17.0,48.0,148.0,53.0,199.0,50.0,3697.0,70.0,137.0,207.0,260.0,26.0,22.0,48.0,75.0,116.0,191.0,543.0,410000.0,189.0,336000.0,614515.0,3.0,21.0,10.0,61.0,71.0,6.0,13.0,29.0,8.0,4.0,10.0,14.0,11.0,5.0,6.0,8.0,5.0,24128.0,105.0,12998.0,170.0,1621.0,453.0,114.0,1700.0,1992.0,24907.0,18059.0,339.0,3.0,10325.0,12537.0,20441.0,43303.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,Northern Territory - Outback,204
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Sydney - Blacktown,386
2015,2004.0,846.0,603.0,178.0,3633.0,266.0,115.0,19.0,3.0,410.0,353.0,60.0,37.0,4.0,460.0,441.0,16.0,93.0,10.0,629.0,85.0,317.0,239.0,240.0,31.0,188.0,459.0,235.0,144.0,21.0,46.0,146.0,43.0,195.0,48.0,3633.0,76.0,69.0,145.0,154.0,27.0,14.0,41.0,54.0,162.0,216.0,437.0,429000.0,198.0,351000.0,,5.0,25.0,8.0,68.0,76.0,,26.0,30.0,6.0,11.0,11.0,15.0,4.0,6.0,9.0,12.0,,24153.0,97.0,13212.0,160.0,1647.0,440.0,118.0,1705.0,1964.0,24493.0,18687.0,332.0,3.0,10099.0,12347.0,21108.0,43554.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,Northern Territory - Outback,205
2016,2026.0,891.0,571.0,192.0,3675.0,305.0,147.0,21.0,5.0,481.0,309.0,68.0,29.0,4.0,407.0,458.0,20.0,92.0,12.0,626.0,82.0,305.0,253.0,245.0,27.0,189.0,453.0,243.0,150.0,15.0,48.0,148.0,50.0,215.0,49.0,3675.0,86.0,60.0,146.0,277.0,30.0,12.0,41.0,140.0,153.0,292.0,283.0,442500.0,185.0,320000.0,614935.0,,,9.0,56.0,65.0,3.0,21.0,19.0,7.0,16.0,7.0,13.0,12.0,4.0,3.0,3.0,,24419.0,100.0,13398.0,162.0,1666.0,451.0,112.0,1741.0,1880.0,24191.0,19422.0,309.0,6.0,9998.0,12051.0,21845.0,43894.0,53.0,53436501.0,782.0,666.0,24.0,2233101.0,,105.0,,1741.0,633.0,0.0,0.0,4.1,3.3,1.3,1.1,5.7,1.0,7.0,7.1,3.5,0.8,0.6,1.0,3.3,3.0,17.2,12.3,14.9,2.3,5.9,30752.0,702,Northern Territory - Outback,206
2017,2054.0,874.0,573.0,197.0,3694.0,279.0,114.0,18.0,3.0,413.0,317.0,63.0,29.0,5.0,416.0,456.0,19.0,95.0,9.0,619.0,87.0,313.0,248.0,256.0,26.0,189.0,450.0,242.0,166.0,20.0,51.0,155.0,51.0,214.0,48.0,3694.0,52.0,37.0,89.0,244.0,25.0,10.0,35.0,142.0,,,,,,,,,,14.0,83.0,97.0,3.0,36.0,22.0,8.0,10.0,12.0,19.0,18.0,10.0,9.0,4.0,7.0,23874.0,86.0,13246.0,168.0,1722.0,445.0,109.0,1614.0,1852.0,23362.0,20576.0,309.0,10.0,9359.0,12053.0,21741.0,43153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,Northern Territory - Outback,207
2018,2085.0,914.0,564.0,196.0,3759.0,348.0,126.0,21.0,9.0,502.0,336.0,72.0,22.0,7.0,435.0,458.0,23.0,91.0,9.0,632.0,86.0,319.0,244.0,263.0,26.0,175.0,468.0,249.0,169.0,19.0,50.0,153.0,56.0,217.0,50.0,3759.0,68.0,25.0,93.0,248.0,29.0,10.0,40.0,126.0,155.0,281.0,,,,,,,,11.0,101.0,112.0,4.0,32.0,31.0,5.0,19.0,11.0,22.0,22.0,7.0,6.0,10.0,5.0,25582.0,106.0,13582.0,200.0,1781.0,466.0,103.0,1684.0,1868.0,24155.0,22072.0,300.0,9.0,9520.0,12259.0,23468.0,45253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,Northern Territory - Outback,208
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235422.0,552.0,54.0,4320.0,32052.0,612242.0,38712.0,3168334.0,,,,,1.7,0.3,10.9,1.2,10.0,3.4,12.2,6.8,4.2,1.2,2.8,1.3,5.2,2.9,6.0,9.2,13.4,1.6,3.6,114376.0,203,Geelong,209
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Geelong,210
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254.0,330.0,2584.0,2694.0,729.0,58.0,787.0,824.0,301.0,1125.0,,,,,,50.0,424.0,66.0,228.0,294.0,30.0,63.0,79.0,34.0,19.0,43.0,29.0,34.0,25.0,23.0,44.0,43.0,164470.0,617.0,31164.0,1510.0,3481.0,1025.0,238.0,1050.0,8895.0,168942.0,30698.0,12873.0,23.0,46404.0,58522.0,107463.0,212389.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Geelong,211
