state_code,state_name,sa4_code16,sa4_name16,males_age_0_4,males_age_5_9,males_age_10_14,males_age_15_19,males_age_20_24,males_age_25_29,males_age_30_34,males_age_35_39,males_age_40_44,males_age_45_49,males_age_50_54,males_age_55_59,males_age_60_64,males_age_65_69,males_age_70_74,males_age_75_79,males_age_80_84,males_age_85_plus,males_total,females_age_0_4,females_age_5_9,females_age_10_14,females_age_15_19,females_age_20_24,females_age_25_29,females_age_30_34,females_age_35_39,females_age_40_44,females_age_45_49,females_age_50_54,females_age_55_59,females_age_60_64,females_age_65_69,females_age_70_74,females_age_75_79,females_age_80_84,females_age_85_plus,females_total,persons_age_0_4,persons_age_5_9,persons_age_10_14,persons_age_15_19,persons_age_20_24,persons_age_25_29,persons_age_30_34,persons_age_35_39,persons_age_40_44,persons_age_45_49,persons_age_50_54,persons_age_55_59,persons_age_60_64,persons_age_65_69,persons_age_70_74,persons_age_75_79,persons_age_80_84,persons_age_85_plus,persons_total
4,South Australia,405,Barossa - Yorke - Mid North,3133,3645,3593,3493,2711,2698,2824,2762,3010,3662,3898,4472,4379,4163,3534,2229,1435,1192,56833,2987,3306,3467,3244,2429,2577,2882,2904,3117,3833,3948,4496,4284,3958,3390,2378,1618,1927,56745,6120,6951,7060,6737,5140,5275,5706,5666,6127,7495,7846,8968,8663,8121,6924,4607,3053,3119,113578
4,South Australia,406,South Australia - Outback,2871,2928,2753,2437,2470,2930,2945,2583,2639,3001,3055,3179,2787,2353,1899,1341,747,605,43523,2808,2897,2660,2369,2209,2830,2732,2321,2442,2924,2781,2943,2477,2134,1854,1287,886,1055,41609,5679,5825,5413,4806,4679,5760,5677,4904,5081,5925,5836,6122,5264,4487,3753,2628,1633,1660,85132
4,South Australia,407,South Australia - South East,5093,5874,5906,5528,5028,5028,4973,4832,5366,6272,6373,6910,6902,6881,5787,3941,2567,2195,95456,5053,5446,5554,5489,4368,4751,4976,4850,5319,6249,6527,6996,6804,6929,5789,4101,2810,3327,95338,10146,11320,11460,11017,9396,9779,9949,9682,10685,12521,12900,13906,13706,13810,11576,8042,5377,5522,190794
5,Western Australia,501,Bunbury,6002,6442,6288,5852,4324,4737,5254,5504,5748,6206,5982,5848,5619,5158,4067,2641,1545,1316,88533,5698,6206,6344,5697,4167,4985,5836,5928,6136,6689,6226,6467,5973,5311,4015,2859,2005,2016,92558,11700,12648,12632,11549,8491,9722,11090,11432,11884,12895,12208,12315,11592,10469,8082,5500,3550,3332,181091
5,Western Australia,502,Mandurah,3010,3328,3141,3018,2884,2613,2792,2652,2872,3072,3151,3042,2939,3222,2952,2232,1334,1077,49331,2954,3179,2985,3043,2671,2811,2952,2788,3002,3330,3267,3360,3331,3331,2998,2273,1564,1421,51260,5964,6507,6126,6061,5555,5424,5744,5440,5874,6402,6418,6402,6270,6553,5950,4505,2898,2498,100591
5,Western Australia,503,Perth - Inner,4566,4868,4755,4833,7071,9072,8300,6655,5550,5909,5523,5089,4719,4135,3175,2196,1460,1366,89242,4337,4540,4507,5084,7347,9085,7998,6246,5711,6084,5516,5299,4762,4062,3173,2424,1902,2661,90738,8903,9408,9262,9917,14418,18157,16298,12901,11261,11993,11039,10388,9481,8197,6348,4620,3362,4027,179980
5,Western Australia,504,Perth - North East,9503,8817,8332,8223,9063,10157,11040,9714,8924,9232,8507,7910,6563,5540,4259,2865,1828,1408,131885,8741,8388,7607,7566,8408,10374,10765,9287,8970,9351,8594,7990,6720,5667,4424,3131,2152,2330,130465,18244,17205,15939,15789,17471,20531,21805,19001,17894,18583,17101,15900,13283,11207,8683,5996,3980,3738,262350
5,Western Australia,505,Perth - North West,19850,19240,17834,17770,19098,20999,22571,19778,19443,19721,17463,16056,13583,11862,9080,6172,3943,3446,277909,18641,18339,16976,16951,18178,21108,22791,20273,19492,20232,18288,16707,14713,12654,9643,7128,5250,5829,283193,38491,37579,34810,34721,37276,42107,45362,40051,38935,39953,35751,32763,28296,24516,18723,13300,9193,9275,561102
5,Western Australia,506,Perth - South East,18412,17068,15312,15933,20837,22364,22396,19801,16898,16602,14962,13897,12079,10976,8067,5510,3427,3027,257568,17488,16042,14404,14707,19119,21116,21887,18688,16239,16218,14937,14363,13022,11158,8275,6152,4460,5159,253434,35900,33110,29716,30640,39956,43480,44283,38489,33137,32820,29899,28260,25101,22134,16342,11662,7887,8186,511002
5,Western Australia,507,Perth - South West,15018,14749,13472,13121,14753,15619,16168,14889,14464,14765,13347,12301,10296,8962,6950,4892,3386,2827,209979,14323,14226,12862,12788,14197,15556,16496,14986,14592,15014,13721,12721,11170,9493,7209,5552,4147,4984,214037,29341,28975,26334,25909,28950,31175,32664,29875,29056,29779,27068,25022,21466,18455,14159,10444,7533,7811,424016
5,Western Australia,509,Western Australia - Wheat Belt,4218,4660,4455,4011,3509,3621,3780,3760,4051,4682,4953,5319,5053,4791,3605,2474,1529,1110,69581,4049,4506,4367,3556,2849,3371,3894,3902,4096,4824,4855,5375,4797,4415,3396,2534,1659,1640,68085,8267,9166,8822,7567,6358,6992,7674,7662,8147,9506,9808,10694,9850,9206,7001,5008,3188,2750,137666
5,Western Australia,510,Western Australia - Outback (North),4166,3837,3048,2425,2874,5432,6299,5345,4855,4363,3852,3384,2223,1219,596,286,111,61,54376,4030,3820,2960,2279,2741,4312,4759,3766,3198,2979,2712,2234,1576,870,446,259,107,113,43161,8196,7657,6008,4704,5615,9744,11058,9111,8053,7342,6564,5618,3799,2089,1042,545,218,174,97537
5,Western Australia,511,Western Australia - Outback (South),4431,4302,3993,3712,3427,4372,4529,3931,4088,4579,4354,4284,3452,3042,2096,1428,789,569,61378,4321,4239,4027,3595,3167,4088,4424,3915,3837,4215,4086,3842,3268,2681,1998,1366,895,775,58739,8752,8541,8020,7307,6594,8460,8953,7846,7925,8794,8440,8126,6720,5723,4094,2794,1684,1344,120117
6,Tasmania,601,Hobart,7106,7566,7138,7304,7860,7796,7505,6845,6914,7540,7032,7655,6890,6317,4961,3387,2166,2085,114067,6518,7017,6479,6657,7184,7453,7520,7075,7091,7635,7504,7980,7207,6463,5283,3807,2789,3359,115021,13624,14583,13617,13961,15044,15249,15025,13920,14005,15175,14536,15635,14097,12780,10244,7194,4955,5444,229088
6,Tasmania,602,Launceston and North East,4185,4460,4274,4637,4853,4074,3880,3692,3906,4649,4610,5057,4782,4505,3816,2416,1497,1205,70498,3904,4167,4154,4324,4325,4116,4091,4016,4349,5043,5030,5372,5067,4682,3840,2762,1897,2115,73254,8089,8627,8428,8961,9178,8190,7971,7708,8255,9692,9640,10429,9849,9187,7656,5178,3394,3320,143752
6,Tasmania,603,South East,960,1102,1226,1101,794,835,883,906,1092,1332,1372,1740,1683,1645,1255,771,448,287,19432,996,1026,1114,922,701,793,914,1009,1084,1362,1442,1668,1573,1563,1069,672,363,350,18621,1956,2128,2340,2023,1495,1628,1797,1915,2176,2694,2814,3408,3256,3208,2324,1443,811,637,38053
6,Tasmania,604,West and North West,3122,3579,3486,3527,3073,3042,2834,2729,3050,3555,3810,4149,3729,3606,2949,2050,1263,913,54466,3068,3341,3361,3318,2901,3128,3019,3097,3195,3962,3957,4307,4007,3765,3012,2207,1568,1580,56793,6190,6920,6847,6845,5974,6170,5853,5826,6245,7517,7767,8456,7736,7371,5961,4257,2831,2493,111259
7,Northern Territory,701,Darwin,5638,5156,4518,4233,5680,7935,7851,6530,5839,5629,5048,4563,3608,2810,1731,1012,409,305,78495,5542,4870,4259,3846,4609,7191,7184,5943,5065,4962,4389,3952,3150,2284,1411,903,447,382,70389,11180,10026,8777,8079,10289,15126,15035,12473,10904,10591,9437,8515,6758,5094,3142,1915,856,687,148884
7,Northern Territory,702,Northern Territory - Outback,4173,4327,3876,3772,3897,4552,4437,3517,3228,3318,3031,2592,2211,1438,884,508,194,118,50073,3845,4119,3535,3251,3637,4638,4434,3620,3237,3394,3065,2719,2067,1310,748,409,287,219,48534,8018,8446,7411,7023,7534,9190,8871,7137,6465,6712,6096,5311,4278,2748,1632,917,481,337,98607
8,Australian Capital Territory,801,Australian Capital Territory,14660,13948,11891,12429,16868,16984,17210,15886,14272,13663,11836,11174,9283,8218,6324,4141,2647,2352,203786,13633,12883,11127,12196,16780,17281,17676,15893,14258,13855,12422,11804,10131,9032,6932,4779,3391,3808,207881,28293,26831,23018,24625,33648,34265,34886,31779,28530,27518,24258,22978,19414,17250,13256,8920,6038,6160,411667
