SA4_MAIN11,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot,SA4_NAME11
205,12,3,6,4,8651,8676,223,17,13,5,6542,6800,4529,246,223,15,7847,12860,8506,655,1089,42,4712,15004,10744,883,2438,163,3205,17433,12537,839,2800,392,1649,18217,9824,453,1576,688,742,13283,5003,181,487,1129,338,7138,1049,19,74,768,95,2005,52427,3296,8706,3206,33781,101416,23,6,7,3,8199,8238,454,46,17,5,6019,6541,5854,421,339,33,6717,13364,9423,940,1720,139,3831,16053,11609,1005,3121,464,2261,18460,12557,814,3133,1235,942,18681,8505,311,1524,2537,327,13204,3423,107,472,3997,158,8157,548,14,103,2949,116,3730,52396,3664,10436,11362,28570,106428,35,9,13,7,16850,16914,677,63,30,10,12561,13341,10383,667,562,48,14564,26224,17929,1595,2809,181,8543,31057,22353,1888,5559,627,5466,35893,25094,1653,5933,1627,2591,36898,18329,764,3100,3225,1069,26487,8426,288,959,5126,496,15295,1597,33,177,3717,211,5735,104823,6960,19142,14568,62351,207844,Latrobe - Gippsland
206,41,7,7,14,10441,10510,625,40,41,26,24027,24759,14444,473,763,42,47925,63647,18531,989,2754,76,18713,41063,14070,1320,3847,178,9226,28641,11839,1057,3915,399,4584,21794,8137,541,1977,598,2041,13294,5199,229,693,1079,1096,8296,1447,47,116,889,286,2785,74333,4703,14113,3301,118339,214789,62,3,6,10,10984,11065,1281,79,57,23,26685,28125,17081,816,1353,84,46299,65633,18688,1235,3661,213,16508,40305,14033,1364,4778,520,8070,28765,11577,999,4978,1409,3895,22858,7185,505,2451,2849,1317,14307,3567,179,913,4860,758,10277,730,33,212,3727,384,5086,74204,5213,18409,13695,114900,226421,103,10,13,24,21425,21575,1906,119,98,49,50712,52884,31525,1289,2116,126,94224,129280,37219,2224,6415,289,35221,81368,28103,2684,8625,698,17296,57406,23416,2056,8893,1808,8479,44652,15322,1046,4428,3447,3358,27601,8766,408,1606,5939,1854,18573,2177,80,328,4616,670,7871,148537,9916,32522,16996,233239,441210,Melbourne - Inner
207,18,5,6,12,11683,11724,289,19,5,16,13519,13848,6975,139,211,16,14055,21396,15202,418,879,34,4855,21388,17282,656,1773,131,2954,22796,14121,501,1669,278,1593,18162,10565,292,957,515,686,13015,6831,141,363,1029,413,8777,1881,34,78,1081,124,3198,73164,2205,5941,3112,49882,134304,20,4,3,6,11309,11342,562,20,14,13,12739,13348,8703,215,363,26,11812,21119,17689,623,1602,119,4468,24501,18038,951,3093,370,2728,25180,14075,648,2995,1107,1663,20488,9603,336,1633,2534,906,15012,4766,112,749,4949,652,11228,1036,17,231,4684,464,6432,74492,2926,10683,13808,46741,148650,38,9,9,18,22992,23066,851,39,19,29,26258,27196,15678,354,574,42,25867,42515,32891,1041,2481,153,9323,45889,35320,1607,4866,501,5682,47976,28196,1149,4664,1385,3256,38650,20168,628,2590,3049,1592,28027,11597,253,1112,5978,1065,20005,2917,51,309,5765,588,9630,147656,5131,16624,16920,96623,282954,Melbourne - Inner East
208,19,3,8,4,11233,11267,288,18,17,6,12036,12365,8531,201,276,15,14747,23770,18924,635,1298,68,6841,27766,18027,913,2577,153,4154,25824,14580,722,2755,314,2356,20727,9379,391,1483,565,986,12804,6140,176,602,1135,553,8606,2101,51,140,1375,186,3853,77989,3110,9156,3635,53092,146982,38,3,9,0,10392,10442,641,15,23,8,11227,11914,10765,316,471,26,12850,24428,20841,1010,2236,143,6556,30786,18186,1187,4042,441,3791,27647,13664,921,4246,1256,2139,22226,8341,394,2350,2620,914,14619,4710,175,997,5415,637,11934,1188,34,317,5664,425,7628,78374,4055,14691,15573,48931,161624,57,6,17,4,21625,21709,929,33,40,14,23263,24279,19296,517,747,41,27597,48198,39765,1645,3534,211,13397,58552,36213,2100,6619,594,7945,53471,28244,1643,7001,1570,4495,42953,17720,785,3833,3185,1900,27423,10850,351,1599,6550,1190,20540,3289,85,457,7039,611,11481,156363,7165,23847,19208,102023,308606,Melbourne - Inner South
209,27,7,9,8,14246,14297,528,23,16,28,15750,16345,12518,362,413,31,18164,31488,21139,1021,1893,70,8246,32369,19867,1200,3070,197,4463,28797,17360,966,2588,454,1941,23309,11427,426,1135,716,682,14386,6222,165,393,1238,310,8328,1372,35,62,1003,81,2553,90460,4205,9579,3745,63883,171872,56,5,6,9,13678,13754,1320,61,41,13,14205,15640,15677,706,706,49,14761,31899,22071,1565,2857,226,7153,33872,20129,1600,4619,645,3748,30741,16810,1030,3801,1664,1452,24757,9678,440,1739,3053,562,15472,4216,150,577,5185,287,10415,713,20,149,3696,150,4728,90670,5577,14495,14540,55996,181278,83,12,15,17,27924,28051,1848,84,57,41,29955,31985,28195,1068,1119,80,32925,63387,43210,2586,4750,296,15399,66241,39996,2800,7689,842,8211,59538,34170,1996,6389,2118,3393,48066,21105,866,2874,3769,1244,29858,10438,315,970,6423,597,18743,2085,55,211,4699,231,7281,181130,9782,24074,18285,119879,353150,Melbourne - North East
210,22,5,4,5,11367,11403,520,32,20,8,10800,11380,9464,385,379,20,11840,22088,15056,816,1475,42,5348,22737,14765,972,2339,138,2918,21132,11582,695,1954,309,1229,15769,8479,372,866,543,457,10717,4917,147,253,997,228,6542,1030,16,46,642,51,1785,65835,3440,7336,2704,44238,123553,88,7,10,5,10781,10891,1417,92,43,10,9024,10586,11660,723,587,40,9128,22138,15869,1289,2243,169,4524,24094,14414,1293,3304,515,2411,21937,11455,765,2485,1336,892,16933,7177,309,1082,2628,299,11495,3297,111,398,4084,156,8046,479,18,70,2408,66,3041,65856,4607,10222,11195,37281,129161,110,12,14,10,22148,22294,1937,124,63,18,19824,21966,21124,1108,966,60,20968,44226,30925,2105,3718,211,9872,46831,29179,2265,5643,653,5329,43069,23037,1460,4439,1645,2121,32702,15656,681,1948,3171,756,22212,8214,258,651,5081,384,14588,1509,34,116,3050,117,4826,131691,8047,17558,13899,81519,252714,Melbourne - North West
211,29,3,3,8,16838,16881,391,15,16,12,15581,16015,10824,324,384,21,17302,28855,21839,1074,2031,82,8632,33658,23975,1478,3763,217,4641,34074,21667,1019,3574,516,1921,28697,13975,517,1856,823,622,17793,6771,168,574,1290,288,9091,1567,40,105,1096,69,2877,101038,4638,12306,4065,65894,187941,37,6,8,12,16256,16319,887,42,23,13,14122,15087,13927,544,678,48,14094,29291,23858,1652,3306,181,7134,36131,24459,1855,5726,676,3440,36156,20942,1243,5550,1747,1474,30956,11790,477,2749,3336,555,18907,4674,170,907,5421,275,11447,911,17,200,4533,179,5840,101485,6006,19147,15967,57529,200134,66,9,11,20,33094,33200,1278,57,39,25,29703,31102,24751,868,1062,69,31396,58146,45697,2726,5337,263,15766,69789,48434,3333,9489,893,8081,70230,42609,2262,9124,2263,3395,59653,25765,994,4605,4159,1177,36700,11445,338,1481,6711,563,20538,2478,57,305,5629,248,8717,202523,10644,31453,20032,123423,388075,Melbourne - Outer East
212,65,14,11,8,23903,24001,1245,50,46,18,24994,26353,21167,661,771,45,26212,48856,31724,1536,2871,117,10607,46855,30562,1828,4679,329,5618,43016,24868,1304,4058,643,2439,33312,17076,657,2071,1088,875,21767,9464,250,720,1773,376,12583,2029,44,78,1286,97,3534,138200,6344,15305,5307,95121,260277,139,11,17,12,21869,22048,2838,134,68,23,20834,23897,26329,1146,1348,128,18964,47915,33429,2294,4706,441,8133,49003,29661,2280,6764,1096,4040,43841,23609,1443,5605,2585,1725,34967,14621,596,2655,4773,652,23297,6347,190,943,7356,350,15186,1022,40,210,5091,245,6608,137995,8134,22316,21505,76812,266762,204,25,28,20,45772,46049,4083,184,114,41,45828,50250,47496,1807,2119,173,45176,96771,65153,3830,7577,558,18740,95858,60223,4108,11443,1425,9658,86857,48477,2747,9663,3228,4164,68279,31697,1253,4726,5861,1527,45064,15811,440,1663,9129,726,27769,3051,84,288,6377,342,10142,276195,14478,37621,26812,171933,527039,Melbourne - South East
213,45,5,10,6,20179,20245,1113,62,38,14,21868,23095,22498,806,944,47,28650,52945,31041,1867,3347,123,12702,49080,26144,1970,4831,268,6207,39420,21028,1452,4000,667,2681,29828,12211,621,1603,888,972,16295,5787,192,513,1304,371,8167,1225,40,82,933,103,2383,121092,7015,15368,4250,93733,241458,139,21,14,15,19070,19259,2793,139,75,23,18502,21532,27731,1442,1604,102,22169,53048,31117,2686,5068,419,10509,49799,25258,2450,6512,1030,4761,40011,19446,1502,5006,2414,1761,30129,9552,572,1908,3939,514,16485,3978,145,642,5692,247,10704,627,23,116,3510,139,4415,120641,8980,20945,17144,77672,245382,184,26,24,21,39249,39504,3906,201,113,37,40370,44627,50229,2248,2548,149,50819,105993,62158,4553,8415,542,23211,98879,51402,4420,11343,1298,10968,79431,40474,2954,9006,3081,4442,59957,21763,1193,3511,4827,1486,32780,9765,337,1155,6996,618,18871,1852,63,198,4443,242,6798,241733,15995,36313,21394,171405,486840,Melbourne - West
214,17,7,10,3,9097,9134,188,23,11,11,7780,8013,4829,218,225,14,9032,14318,10444,717,1401,48,5545,18155,11202,1056,2708,127,3099,18192,10976,766,2662,366,1323,16093,9002,448,1616,612,546,12224,5230,183,605,1072,215,7305,1328,31,87,863,57,2366,53216,3449,9325,3116,36694,105800,15,0,4,0,8489,8508,404,36,11,6,7091,7548,6330,412,431,25,7929,15127,11483,1083,2213,143,4758,19680,11406,1266,3787,389,2314,19162,10940,822,3936,1096,1038,17832,8241,413,2257,2363,421,13695,3841,122,673,3850,246,8732,700,15,162,3143,101,4121,53360,4169,13474,11015,32387,114405,32,7,14,3,17586,17642,592,59,22,17,14871,15561,11159,630,656,39,16961,29445,21927,1800,3614,191,10303,37835,22608,2322,6495,516,5413,37354,21916,1588,6598,1462,2361,33925,17243,861,3873,2975,967,25919,9071,305,1278,4922,461,16037,2028,46,249,4006,158,6487,106576,7618,22799,14131,69081,220205,Mornington Peninsula
215,13,3,3,3,5097,5119,173,10,6,9,3689,3887,2677,135,114,8,4241,7175,5221,398,620,32,2520,8791,6670,522,1317,87,1913,10509,6870,434,1411,213,1086,10014,5043,241,767,419,548,7018,3048,104,245,698,337,4432,748,19,38,505,67,1377,30463,1866,4521,1974,19498,58322,20,6,3,0,4772,4801,322,39,3,11,3176,3551,3462,253,200,29,3518,7462,5751,547,921,75,2012,9306,6967,584,1517,257,1127,10452,6696,404,1355,673,482,9610,4553,183,673,1530,235,7174,2152,70,242,2688,172,5324,412,4,48,2034,102,2600,30335,2090,4962,7297,15596,60280,33,9,6,3,9869,9920,495,49,9,20,6865,7438,6139,388,314,37,7759,14637,10972,945,1541,107,4532,18097,13637,1106,2834,344,3040,20961,13566,838,2766,886,1568,19624,9596,424,1440,1949,783,14192,5200,174,487,3386,509,9756,1160,23,86,2539,169,3977,60798,3956,9483,9271,35094,118602,North West
216,4,3,0,3,4457,4467,147,9,8,0,3000,3164,2411,127,104,9,3522,6173,4709,360,584,28,2206,7887,5521,496,1100,74,1437,8628,5562,350,1089,191,673,7865,4338,223,685,353,349,5948,2445,74,233,508,160,3420,577,9,32,389,55,1062,25714,1651,3835,1555,15859,48614,19,4,3,0,4159,4185,353,26,7,3,2788,3177,3111,233,180,16,3145,6685,5104,514,828,73,1669,8188,5645,563,1354,208,915,8685,5545,330,1240,562,355,8032,3834,153,589,1064,150,5790,1754,41,207,1917,95,4014,331,6,48,1462,57,1904,25696,1870,4456,5305,13333,50660,23,7,3,3,8616,8652,500,35,15,3,5788,6341,5522,360,284,25,6667,12858,9813,874,1412,101,3875,16075,11166,1059,2454,282,2352,17313,11107,680,2329,753,1028,15897,8172,376,1274,1417,499,11738,4199,115,440,2425,255,7434,908,15,80,1851,112,2966,51410,3521,8291,6860,29192,99274,Shepparton
217,7,3,3,3,4449,4465,101,5,7,3,3048,3164,2051,115,78,12,3616,5872,4425,302,471,22,2101,7321,5475,428,1012,76,1585,8576,5841,335,1147,175,813,8311,4045,173,562,275,403,5458,2220,69,174,526,227,3216,532,14,24,379,69,1018,24697,1444,3478,1471,16311,47401,10,3,3,3,4047,4066,208,18,8,5,2675,2914,2754,176,149,15,3002,6096,4928,409,695,70,1676,7778,5711,479,1299,229,1131,8849,5657,321,1208,484,477,8147,3541,118,600,1174,221,5654,1607,47,170,2058,148,4030,283,3,32,1613,99,2030,24699,1574,4164,5651,13476,49564,17,6,6,6,8496,8531,309,23,15,8,5723,6078,4805,291,227,27,6618,11968,9353,711,1166,92,3777,15099,11186,907,2311,305,2716,17425,11498,656,2355,659,1290,16458,7586,291,1162,1449,624,11112,3827,116,344,2584,375,7246,815,17,56,1992,168,3048,49396,3018,7642,7122,29787,96965,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,10,4,0,0,0,3,7,0,3,4,0,4,11,0,0,3,0,6,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,7,0,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,10,4,0,0,0,3,7,0,3,4,0,4,11,0,0,3,0,6,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,7,0,16,40,Migratory - Offshore - Shipping (Vic.)
299,0,0,0,0,234,234,19,3,0,0,510,532,162,50,25,0,854,1091,180,109,98,5,504,896,114,94,157,11,255,631,130,67,126,10,70,403,110,29,62,16,32,249,31,9,9,17,5,71,0,0,3,16,5,24,746,361,480,75,2469,4131,3,0,3,0,254,260,25,13,3,0,466,507,157,56,34,4,655,906,142,71,82,4,222,521,92,57,112,13,105,379,168,24,107,16,31,346,71,13,28,21,13,146,14,3,3,19,3,42,6,0,0,18,6,30,678,237,372,95,1755,3137,3,0,3,0,488,494,44,16,3,0,976,1039,319,106,59,4,1509,1997,322,180,180,9,726,1417,206,151,269,24,360,1010,298,91,233,26,101,749,181,42,90,37,45,395,45,12,12,36,8,113,6,0,3,34,11,54,1424,598,852,170,4224,7268,Special Purpose Codes SA4 (Vic.)
301,13,6,4,0,7468,7491,204,8,7,5,5935,6159,4413,193,216,13,6777,11612,9721,600,1042,32,3464,14859,10422,698,1948,94,1901,15063,9219,488,1941,242,871,12761,5843,252,949,362,329,7735,2836,93,363,598,162,4052,777,25,64,492,50,1408,43448,2363,6534,1838,26957,81140,26,0,7,3,7182,7218,447,29,14,8,5535,6033,5859,373,421,23,5683,12359,10639,855,1671,101,2955,16221,10571,857,2750,309,1525,16012,8776,544,2498,800,626,13244,4950,224,1275,1494,240,8183,2040,74,437,2410,143,5104,401,14,119,1989,83,2606,43709,2970,9192,7137,23972,86980,39,6,11,3,14650,14709,651,37,21,13,11470,12192,10272,566,637,36,12460,23971,20360,1455,2713,133,6419,31080,20993,1555,4698,403,3426,31075,17995,1032,4439,1042,1497,26005,10793,476,2224,1856,569,15918,4876,167,800,3008,305,9156,1178,39,183,2481,133,4014,87157,5333,15726,8975,50929,168120,Brisbane - East
302,10,3,6,3,6078,6100,286,14,12,4,6246,6562,5145,220,234,17,8774,14390,8426,501,1129,21,4047,14124,7593,583,1682,74,2259,12191,6575,454,1691,194,1114,10028,4373,230,804,318,431,6156,2895,102,302,584,233,4116,804,21,58,518,71,1472,36107,2128,5918,1733,29253,75139,16,4,4,0,5672,5696,555,45,12,0,6061,6673,6481,341,388,26,7277,14513,8888,688,1573,104,3547,14800,7586,710,2450,250,1853,12849,6148,470,2318,676,969,10581,4058,217,1180,1476,434,7365,2143,64,460,2679,370,5716,456,13,89,2358,226,3142,36331,2552,8474,7569,26409,81335,26,7,10,3,11750,11796,841,59,24,4,12307,13235,11626,561,622,43,16051,28903,17314,1189,2702,125,7594,28924,15179,1293,4132,324,4112,25040,12723,924,4009,870,2083,20609,8431,447,1984,1794,865,13521,5038,166,762,3263,603,9832,1260,34,147,2876,297,4614,72438,4680,14392,9302,55662,156474,Brisbane - North
303,25,3,8,9,10333,10378,618,36,18,9,13835,14516,10076,318,445,24,16330,27193,14608,702,1424,47,6102,22883,13197,785,2203,122,3106,19413,10838,604,2125,268,1464,15299,6730,309,989,432,582,9042,3645,106,361,709,291,5112,967,25,52,634,92,1770,60704,2888,7625,2254,52135,125606,61,5,14,3,10131,10214,1192,52,12,8,12812,14076,12234,526,650,44,13316,26770,15459,928,2110,158,5096,23751,13192,952,3191,454,2663,20452,10211,660,3004,953,1284,16112,5645,273,1384,1909,518,9729,2645,90,552,3393,313,6993,503,24,149,2834,141,3651,61142,3510,11066,9756,46274,131748,86,8,22,12,20464,20592,1810,88,30,17,26647,28592,22310,844,1095,68,29646,53963,30067,1630,3534,205,11198,46634,26389,1737,5394,576,5769,39865,21049,1264,5129,1221,2748,31411,12375,582,2373,2341,1100,18771,6290,196,913,4102,604,12105,1470,49,201,3468,233,5421,121846,6398,18691,12010,98409,257354,Brisbane - South
304,5,3,5,3,6776,6792,166,10,3,0,8094,8273,3943,121,145,11,6744,10964,8291,334,657,19,2340,11641,8224,376,961,55,1235,10851,7201,238,941,122,625,9127,4426,120,405,207,225,5383,2099,37,131,343,97,2707,564,5,34,364,26,993,34919,1244,3282,1124,26162,66731,18,0,3,3,6634,6658,325,10,7,3,7420,7765,5059,214,266,12,5450,11001,9094,455,967,54,2197,12767,8502,520,1629,191,1075,11917,6877,306,1581,449,586,9799,3615,136,819,893,253,5716,1502,46,256,1640,156,3600,354,16,74,1743,115,2302,35346,1703,5602,4988,23886,71525,23,3,8,6,13410,13450,491,20,10,3,15514,16038,9002,335,411,23,12194,21965,17385,789,1624,73,4537,24408,16726,896,2590,246,2310,22768,14078,544,2522,571,1211,18926,8041,256,1224,1100,478,11099,3601,83,387,1983,253,6307,918,21,108,2107,141,3295,70265,2947,8884,6112,50048,138256,Brisbane - West
305,11,3,7,3,5961,5985,285,15,11,10,11560,11881,6051,285,419,14,19756,26525,9370,602,1374,43,6938,18327,7799,662,2009,82,3427,13979,6128,532,1937,176,1742,10515,3212,206,881,247,808,5354,1576,89,283,383,387,2718,443,25,44,330,102,944,34875,2419,6965,1288,50681,96228,23,0,3,3,6275,6304,631,35,18,9,12248,12941,7391,364,583,24,16872,25234,9581,594,1703,64,5371,17313,7702,664,2371,220,2487,13444,5509,471,2400,549,1246,10175,2626,167,994,940,559,5286,1124,49,341,1665,372,3551,213,7,113,1657,204,2194,34800,2351,8526,5131,45634,96442,34,3,10,6,12236,12289,916,50,29,19,23808,24822,13442,649,1002,38,36628,51759,18951,1196,3077,107,12309,35640,15501,1326,4380,302,5914,27423,11637,1003,4337,725,2988,20690,5838,373,1875,1187,1367,10640,2700,138,624,2048,759,6269,656,32,157,1987,306,3138,69675,4770,15491,6419,96315,192670,Brisbane Inner City
306,21,4,8,0,7551,7584,237,21,18,3,5698,5977,3980,218,232,17,8839,13286,8215,650,1193,43,5926,16027,9080,748,2519,125,4082,16554,8608,705,2596,301,1945,14155,5671,372,1394,474,767,8678,2594,133,385,545,322,3979,514,26,61,367,97,1065,38920,2877,8406,1875,35227,87305,24,9,10,0,7126,7169,517,61,18,13,5682,6291,5532,414,389,28,8369,14732,9370,917,1818,134,4959,17198,9460,977,2978,440,2848,16703,8135,616,2608,994,1016,13369,4601,251,1221,1491,287,7851,1600,72,295,2023,107,4097,247,10,72,1419,58,1806,39486,3327,9409,6542,30452,89216,45,13,18,0,14677,14753,754,82,36,16,11380,12268,9512,632,621,45,17208,28018,17585,1567,3011,177,10885,33225,18540,1725,5497,565,6930,33257,16743,1321,5204,1295,2961,27524,10272,623,2615,1965,1054,16529,4194,205,680,2568,429,8076,761,36,133,1786,155,2871,78406,6204,17815,8417,65679,176521,Cairns
307,8,0,4,3,4013,4028,194,15,11,5,2976,3201,2625,162,128,8,3341,6264,4902,329,529,33,2098,7891,5509,415,1064,61,1425,8474,5685,356,1180,188,759,8168,4153,238,679,343,410,5823,2032,95,218,420,237,3002,419,13,30,296,62,820,25527,1623,3843,1357,15321,47671,19,3,3,0,3718,3743,362,36,9,3,2430,2840,3350,230,192,20,2982,6774,5337,428,714,80,1532,8091,5707,407,1144,214,819,8291,5507,259,1020,516,333,7635,3616,157,551,1095,172,5591,1285,39,167,1532,97,3120,201,3,30,1118,57,1409,25384,1562,3830,4578,12140,47494,27,3,7,3,7731,7771,556,51,20,8,5406,6041,5975,392,320,28,6323,13038,10239,757,1243,113,3630,15982,11216,822,2208,275,2244,16765,11192,615,2200,704,1092,15803,7769,395,1230,1438,582,11414,3317,134,385,1952,334,6122,620,16,60,1414,119,2229,50911,3185,7673,5935,27461,95165,Darling Downs - Maranoa
308,25,3,9,3,7799,7839,374,22,13,10,6512,6931,5643,307,321,24,8115,14410,9038,653,1155,30,4117,14993,9910,814,2040,119,2668,15551,8612,601,2011,283,1131,12638,4982,264,1012,421,500,7179,2330,104,284,626,236,3580,421,24,49,334,42,870,41335,2792,6894,1850,31120,83991,40,3,4,3,7002,7052,728,44,20,5,5548,6345,6883,427,440,34,6211,13995,9401,742,1418,116,2956,14633,9998,812,2233,359,1446,14848,7666,453,1696,747,487,11049,4214,202,797,1435,239,6887,1579,50,254,1982,143,4008,204,10,45,1327,74,1660,40713,2743,6907,6008,24106,80477,65,6,13,6,14801,14891,1102,66,33,15,12060,13276,12526,734,761,58,14326,28405,18439,1395,2573,146,7073,29626,19908,1626,4273,478,4114,30399,16278,1054,3707,1030,1618,23687,9196,466,1809,1856,739,14066,3909,154,538,2608,379,7588,625,34,94,1661,116,2530,82048,5535,13801,7858,55226,164468,Fitzroy
309,31,12,18,11,16643,16715,551,55,30,17,16374,17027,10899,481,614,26,22031,34051,20639,1495,2896,77,10917,36024,20420,1778,4940,215,5461,32814,19499,1367,5237,528,2297,28928,14449,723,3059,908,993,20132,7267,292,1048,1414,432,10453,1958,53,200,1199,135,3545,95713,6256,18042,4395,75283,199689,65,10,19,4,15990,16088,1187,75,44,14,16552,17872,14207,1021,1057,64,18996,35345,22513,2198,4434,264,8608,38017,21285,2336,7402,770,4074,35867,19028,1468,6876,1989,1643,31004,12245,662,3767,3746,597,21017,5062,165,1284,5613,318,12442,1031,29,288,4433,139,5920,96623,7964,25171,16897,66917,213572,96,22,37,15,32633,32803,1738,130,74,31,32926,34899,25106,1502,1671,90,41027,69396,43152,3693,7330,341,19525,74041,41705,4114,12342,985,9535,68681,38527,2835,12113,2517,3940,59932,26694,1385,6826,4654,1590,41149,12329,457,2332,7027,750,22895,2989,82,488,5632,274,9465,192336,14220,43213,21292,142200,413261,Gold Coast
