SA4_MAIN11,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Emp_wkd_Tot_15_19,P_Emp_wkd_Tot_20_24,P_Emp_wkd_Tot_25_34,P_Emp_wkd_Tot_35_44,P_Emp_wkd_Tot_45_54,P_Emp_wkd_Tot_55_64,P_Emp_wkd_Tot_65_74,P_Emp_wkd_Tot_75_84,P_Emp_wkd_Tot_85ov,P_Emp_wkd_Tot_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Unem_look_Tot_15_19,P_Unem_look_Tot_20_24,P_Unem_look_Tot_25_34,P_Unem_look_Tot_35_44,P_Unem_look_Tot_45_54,P_Unem_look_Tot_55_64,P_Unem_look_Tot_65_74,P_Unem_look_Tot_75_84,P_Unem_look_Tot_85ov,P_Unem_look_Tot_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot,SA4_NAME11
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,9,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,4,9,9,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,9,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,4,9,12,3,0,0,36,Migratory - Offshore - Shipping (Vic.)
299,89,261,503,222,145,104,12,0,0,1336,118,153,278,204,163,209,120,32,25,1302,53,93,125,94,72,32,14,8,6,497,260,507,906,520,380,345,146,40,31,3135,46,248,606,321,203,97,14,0,0,1535,48,143,240,141,89,74,10,0,0,745,0,19,43,29,19,10,6,0,0,126,3,13,19,17,13,4,7,0,0,76,97,423,908,508,324,185,37,0,0,2482,35,77,172,110,74,39,3,0,0,510,36,46,46,30,20,9,0,0,0,187,71,123,218,140,94,48,3,0,0,697,168,546,1126,648,418,233,40,0,0,3179,215,291,483,399,346,403,293,86,40,2556,111,201,390,370,246,112,64,26,13,1533,494,1038,1999,1417,1010,748,397,112,53,7268,Special Purpose Codes SA4 (Vic.)
301,4539,4902,9343,12690,12892,7330,1009,71,17,52793,2460,946,2616,3062,2645,5492,6806,4640,2313,30980,219,188,399,468,475,421,366,393,278,3207,7218,6036,12358,16220,16012,13243,8181,5104,2608,86980,1871,5804,13444,17245,17950,10013,1170,46,5,67548,4975,2967,4165,6625,6136,4769,1334,130,11,31112,225,307,908,788,865,744,142,21,3,4003,284,267,342,449,407,215,59,12,10,2045,7355,9345,18859,25107,25358,15741,2705,209,29,104708,555,612,638,627,583,374,28,3,0,3420,850,266,265,357,260,253,37,4,3,2295,1405,878,903,984,843,627,65,7,3,5715,8760,10223,19762,26091,26201,16368,2770,216,32,110423,5497,1538,3313,3897,3811,8700,12418,8242,3546,50962,453,433,895,1093,1063,935,730,699,435,6736,14710,12194,23970,31081,31075,26003,15918,9157,4013,168121,Brisbane - East
302,3469,5408,11470,11594,10336,6143,1009,75,12,49516,2035,966,2492,2682,2094,4054,5998,5137,2655,28113,194,299,552,525,417,384,358,505,474,3708,5698,6673,14514,14801,12847,10581,7365,5717,3141,81337,1280,5960,16917,16134,14404,8401,1002,66,3,64167,4001,3441,4744,5890,4807,3642,1209,139,11,27884,205,333,1084,904,692,597,145,19,0,3979,180,262,407,393,333,221,57,20,4,1877,5666,9996,23152,23321,20236,12861,2413,244,18,97907,387,582,760,552,475,271,13,4,0,3044,638,293,331,300,188,141,21,3,3,1918,1025,875,1091,852,663,412,34,7,3,4962,6691,10871,24243,24173,20899,13273,2447,251,21,102869,4683,1679,3337,3577,3192,6538,10395,8720,3916,46037,423,685,1324,1175,949,796,679,859,677,7567,11797,13235,28904,28925,25040,20607,13521,9830,4614,156473,Brisbane - North
303,5434,9883,20457,17993,15853,9088,1309,120,20,80157,4423,3638,5219,4893,3949,6400,7956,6243,3077,45798,356,554,1095,867,649,624,464,629,553,5791,10213,14075,26771,23753,20451,16112,9729,6992,3650,131746,1664,9258,29231,25311,22225,12344,1542,77,6,101658,6244,7951,9613,9524,7654,5623,1661,232,21,48523,324,589,1710,1230,898,818,198,19,6,5792,276,465,768,620,573,321,64,26,7,3120,8508,18263,41322,36685,31350,19106,3465,354,40,159093,491,1003,1529,999,777,459,34,0,0,5292,1286,1145,772,512,370,242,65,3,3,4398,1777,2148,2301,1511,1147,701,99,3,3,9690,10285,20411,43623,38196,32497,19807,3564,357,43,168783,9551,6763,7661,6511,5840,10284,14253,10689,4593,76145,755,1419,2678,1928,1528,1319,955,1058,785,12425,20591,28593,53962,46635,39865,31410,18772,12104,5421,257353,Brisbane - South
304,3606,5622,8452,9743,9683,6003,1110,79,5,44303,2861,1877,2181,2680,1952,3529,4376,3201,1819,24476,190,266,369,344,282,266,231,321,477,2746,6657,7765,11002,12767,11917,9798,5717,3601,2301,71525,929,5004,12162,13433,13553,8292,1240,75,3,54691,4311,4856,3751,5360,4739,3686,1377,166,20,28266,223,449,865,710,476,546,148,12,3,3432,134,218,256,290,227,149,50,9,3,1336,5597,10527,17034,19793,18995,12673,2815,262,29,87725,244,460,499,365,356,237,29,6,0,2196,935,666,333,258,152,115,48,0,0,2507,1179,1126,832,623,508,352,77,6,0,4703,6776,11653,17866,20416,19503,13025,2892,268,29,92428,6293,3749,3238,3289,2606,5347,7790,5534,2634,40480,379,635,862,703,659,554,418,506,631,5347,13448,16037,21966,24408,22768,18926,11100,6308,3294,138255,Brisbane - West
305,3450,9883,20496,13365,10653,6337,1089,107,13,65393,2570,2281,3136,3076,2103,3281,3848,3124,1852,25271,287,778,1601,873,688,557,349,319,329,5781,6307,12942,25233,17314,13444,10175,5286,3550,2194,96445,916,8972,30861,20577,15937,9094,1334,86,6,87783,3912,7323,8084,6161,4774,3543,1360,184,14,35355,233,553,1413,1101,618,567,147,21,7,4660,137,282,464,294,268,146,57,23,11,1682,5198,17130,40822,28133,21597,13350,2898,314,38,129480,218,614,1149,688,551,312,34,0,0,3566,789,865,631,310,238,190,34,7,0,3064,1007,1479,1780,998,789,502,68,7,0,6630,6205,18609,42602,29131,22386,13852,2966,321,38,136110,5415,4318,5188,4299,3352,5577,6906,5311,2623,42989,672,1896,3969,2211,1685,1261,769,634,476,13573,12292,24823,51759,35641,27423,20690,10641,6266,3137,192672,Brisbane Inner City
306,3976,4211,10062,12581,12781,7575,1252,124,17,52579,2737,1533,3616,3578,2990,5004,6032,3515,1468,30473,456,547,1055,1039,931,790,566,461,322,6167,7169,6291,14733,17198,16702,13369,7850,4100,1807,89219,2045,5009,13183,16093,16695,10016,1590,156,15,64802,4123,2217,4766,6854,6569,4907,1473,191,18,31118,247,290,967,923,954,809,176,34,13,4413,302,290,463,542,476,328,113,32,0,2546,6717,7806,19379,24412,24694,16060,3352,413,46,102879,713,795,1142,1031,917,588,41,3,0,5230,561,290,478,472,376,267,40,0,0,2484,1274,1085,1620,1503,1293,855,81,3,0,7714,7991,8891,20999,25915,25987,16915,3433,416,46,110593,5736,2275,4737,4988,5056,8761,11857,6735,2320,52465,1026,1102,2282,2322,2212,1849,1239,928,505,13465,14753,12268,28018,33225,33255,27525,16529,8079,2871,176523,Cairns
307,2035,1963,4394,5850,6190,4141,1071,207,18,25869,1496,735,1989,1772,1713,3157,4173,2592,1218,18845,211,143,391,468,389,338,348,321,172,2781,3742,2841,6774,8090,8292,7636,5592,3120,1408,47495,1535,3164,6409,8131,8938,6199,1632,308,25,36341,2105,896,2245,3258,3098,2635,1036,243,22,15538,111,148,426,350,418,420,142,47,14,2076,169,126,229,336,300,237,103,43,5,1548,3920,4334,9309,12075,12754,9491,2913,641,66,55503,261,248,312,293,242,141,13,0,0,1510,189,88,134,135,100,99,16,0,0,761,450,336,446,428,342,240,29,0,0,2271,4370,4670,9755,12503,13096,9731,2942,641,66,57774,2910,1002,2424,2430,2736,5266,7724,4883,1868,31243,491,369,859,1047,934,809,748,597,294,6148,7771,6041,13038,15980,16766,15806,11414,6121,2228,95165,Darling Downs - Maranoa
308,4338,4645,9286,10705,11124,5658,918,113,12,46799,2315,1319,3892,3125,2873,4773,5432,3348,1224,28301,399,381,817,801,851,616,538,548,424,5375,7052,6345,13995,14631,14848,11047,6888,4009,1660,80475,3175,7091,15018,15815,16689,9427,1374,149,13,68751,4203,1960,4127,5446,5188,3464,952,140,6,25486,283,323,983,808,917,721,145,32,6,4218,322,308,517,556,510,309,107,35,10,2674,7983,9682,20645,22625,23304,13921,2578,356,35,101129,537,512,659,525,511,264,18,0,0,3026,497,171,306,289,219,138,20,5,0,1645,1034,683,965,814,730,402,38,5,0,4671,9017,10365,21610,23439,24034,14323,2616,361,35,105800,4941,1899,4725,4142,4238,7797,10270,6215,1898,46125,932,1013,2070,2044,2127,1566,1179,1014,597,12542,14890,13277,28405,29625,30399,23686,14065,7590,2530,164467,Fitzroy
309,9485,13037,25524,27978,27301,16581,2808,209,26,122949,5708,3538,7556,8040,6717,12802,16733,10694,4596,76384,894,1297,2265,2000,1849,1624,1474,1537,1297,14237,16087,17872,35345,38018,35867,31007,21015,12440,5919,213570,3173,12419,34144,36373,34326,20290,3046,172,13,143956,10427,9099,13575,16339,14838,11752,3927,421,31,80409,528,778,2048,1751,1667,1378,304,58,10,8522,517,604,981,1026,849,583,167,58,15,4800,14645,22900,50748,55489,51680,34003,7444,709,69,237687,1493,1995,2280,2291,2187,1447,95,6,3,11797,1995,1102,1116,1149,844,781,168,22,3,7180,3488,3097,3396,3440,3031,2228,263,28,6,18977,18133,25997,54144,58929,54711,36231,7707,737,75,256664,12829,6136,10179,10695,9994,20223,30520,19456,7469,127501,1840,2767,5071,4417,3975,3480,2921,2700,1922,29093,32802,34900,69394,74041,68680,59934,41148,22893,9466,413258,Gold Coast
310,5305,6716,13286,14586,13250,6848,909,72,19,60991,4360,2303,5846,5169,4505,6860,7525,4462,1793,42823,461,450,891,918,748,604,571,503,395,5541,10126,9469,20023,20673,18503,14312,9005,5037,2207,109355,2489,8179,19550,20506,18995,9921,1181,75,8,80904,5249,3675,5948,7235,6251,4342,1160,117,22,33999,296,422,1292,1000,924,717,113,18,3,4785,320,402,603,666,593,310,78,28,11,3011,8354,12678,27393,29407,26763,15290,2532,238,44,122699,1015,1226,1427,1208,867,442,25,0,0,6210,1017,435,586,523,362,218,45,8,3,3197,2032,1661,2013,1731,1229,660,70,8,3,9407,10386,14339,29406,31138,27992,15950,2602,246,47,132106,9278,3796,8320,7707,7309,11464,14134,8039,2744,72791,1020,1033,1890,1980,1765,1345,1121,884,591,11629,20684,19168,39616,40825,37066,28759,17857,9169,3382,216526,Ipswich
311,5778,7117,13824,15270,14482,8330,927,69,11,65808,4583,2409,5718,5153,4376,7279,7212,3675,1455,41860,529,517,943,990,825,732,539,494,331,5900,10890,10043,20485,21413,19683,16341,8678,4238,1797,113568,2955,8681,20067,21090,20136,11978,1358,69,9,86343,5615,3948,6594,7980,6924,5233,1259,107,11,37671,304,429,1292,970,989,757,139,18,0,4898,385,505,709,778,664,407,76,13,10,3547,9259,13563,28662,30818,28713,18375,2832,207,30,132459,1255,1343,1480,1233,951,538,29,6,3,6838,1055,442,598,553,378,258,50,0,0,3334,2310,1785,2078,1786,1329,796,79,6,3,10172,11569,15348,30740,32604,30042,19171,2911,213,33,142631,9748,3624,7304,6868,6422,11421,13788,6767,2241,68183,1210,1183,2072,2132,1783,1530,1087,832,501,12330,22527,20155,40116,41604,38247,32122,17786,7812,2775,223144,Logan - Beaudesert
312,3338,3883,7927,8775,8935,4407,652,82,9,38008,1478,942,3004,2429,2134,3495,3717,2409,961,20569,227,346,739,624,639,487,288,266,118,3734,5043,5171,11670,11828,11708,8389,4657,2757,1088,62311,2815,6295,13380,13811,14161,7612,1028,107,10,59219,2990,1381,3438,4427,4130,2707,804,99,9,19985,209,304,838,701,713,563,112,17,3,3460,235,239,445,451,446,280,71,43,4,2214,6249,8219,18101,19390,19450,11162,2015,266,26,84878,396,330,408,359,325,185,14,0,3,2020,307,99,227,216,155,106,24,3,0,1137,703,429,635,575,480,291,38,3,3,3157,6952,8648,18736,19965,19930,11453,2053,269,29,88035,3130,1203,3416,2969,2993,5484,7128,4398,1458,32179,613,1077,2356,2116,2078,1402,705,491,205,11043,10695,10928,24508,25050,25001,18339,9886,5158,1692,131257,Mackay
313,4339,4299,8262,10768,10661,6416,866,69,10,45690,2630,1461,3656,3672,3318,7005,8584,5150,2137,37613,352,332,691,719,618,551,571,607,366,4807,7321,6092,12609,15159,14597,13972,10021,5826,2513,88110,1949,5031,11165,13985,14035,8256,939,68,3,55431,4448,2530,4238,5989,5531,4466,1195,106,8,28511,247,265,715,700,809,705,153,19,6,3619,313,307,415,460,419,271,81,23,7,2296,6957,8133,16533,21134,20794,13698,2368,216,24,89857,892,854,1008,860,722,435,18,3,0,4792,805,258,432,402,286,215,44,0,0,2442,1697,1112,1440,1262,1008,650,62,3,0,7234,8654,9245,17973,22396,21802,14348,2430,219,24,97091,5586,2222,4850,5145,5235,11399,16039,9562,3400,63438,818,773,1441,1579,1394,1228,1139,1086,576,10034,15058,12240,24264,29120,28431,26975,19608,10867,4000,170563,Moreton Bay - North
314,3825,4060,8669,10943,9731,5153,644,33,3,43061,2079,807,2398,2753,1877,3809,3990,2005,876,20594,156,151,310,323,301,247,169,239,231,2127,6060,5018,11377,14019,11909,9209,4803,2277,1110,65782,1501,4888,12578,15386,13828,7339,822,21,7,56370,4249,2491,3708,5941,4657,3234,845,65,3,25193,209,286,938,829,632,538,110,8,0,3550,194,211,299,329,334,153,42,11,3,1576,6153,7876,17523,22485,19451,11264,1819,105,13,86689,445,498,536,469,335,229,18,0,0,2530,740,202,268,292,164,122,17,5,0,1810,1185,700,804,761,499,351,35,5,0,4340,7338,8576,18327,23246,19950,11615,1854,110,13,91029,4542,1228,2914,3330,2579,5922,7480,3595,1330,32920,348,360,710,756,684,522,360,381,309,4430,12228,10164,21951,27332,23213,18059,9694,4086,1652,128379,Moreton Bay - South
315,1121,1752,3929,3855,3833,2203,461,55,7,17216,1060,809,1667,1274,1028,1260,1353,834,277,9562,219,256,490,461,412,290,200,121,29,2478,2400,2817,6086,5590,5273,3753,2014,1010,313,29256,1076,2684,6121,5932,6113,3712,851,104,14,26607,899,629,1537,1790,1540,1123,355,62,9,7944,78,149,366,296,323,256,74,3,0,1545,108,158,245,273,243,169,56,20,4,1276,2161,3620,8269,8291,8219,5260,1336,189,27,37372,221,251,374,294,224,132,5,0,0,1501,130,97,136,114,72,47,14,0,0,610,351,348,510,408,296,179,19,0,0,2111,2512,3968,8779,8699,8515,5439,1355,189,27,39483,2240,1359,2556,2053,1827,2335,2808,1618,448,17244,497,608,1208,1104,1011,778,496,270,72,6044,5249,5935,12543,11856,11353,8552,4659,2077,547,62771,Queensland - Outback
316,5934,5674,11327,16647,18389,10906,1532,117,22,70548,3302,1344,3932,4735,4457,10023,13667,8492,3778,53730,363,262,615,851,812,772,788,764,568,5795,9599,7280,15874,22233,23658,21701,15987,9373,4368,130073,2035,5791,14328,19371,21054,11892,1548,104,7,76130,6760,4039,6525,10857,11258,8780,2287,254,20,50780,346,390,1014,1200,1167,1113,228,19,9,5486,314,288,458,641,553,301,89,23,14,2681,9455,10508,22325,32069,34032,22086,4152,400,50,135077,860,938,1144,1122,1311,788,51,6,3,6223,1163,443,516,694,610,506,103,11,0,4046,2023,1381,1660,1816,1921,1294,154,17,3,10269,11478,11889,23985,33885,35953,23380,4306,417,53,145346,7234,2195,5071,6264,6826,16484,25206,15926,6076,91282,779,712,1419,1895,1882,1674,1583,1362,900,12206,19491,14796,30475,42044,44661,41538,31095,17705,7029,248834,Sunshine Coast
317,3076,3405,5971,7025,7404,4373,726,66,7,32053,2020,1130,2376,2134,1855,3423,4759,3452,1392,22541,214,205,370,302,345,330,326,458,439,2989,5310,4740,8717,9461,9604,8126,5811,3976,1838,57583,1596,4238,8414,9151,10040,5972,828,74,6,40319,3187,1951,3263,4005,3683,2802,896,95,7,19889,209,243,634,458,464,460,112,14,0,2594,149,142,242,279,259,187,60,20,3,1341,5141,6574,12553,13893,14446,9421,1896,203,16,64143,362,351,437,339,276,173,6,3,0,1947,475,207,229,236,134,97,25,0,4,1407,837,558,666,575,410,270,31,3,4,3354,5978,7132,13219,14468,14856,9691,1927,206,20,67497,4198,1698,3172,2950,2833,5325,8467,5913,2126,36682,446,438,826,749,773,667,631,770,614,5914,10622,9268,17217,18167,18462,15683,11025,6889,2760,110093,Toowoomba
318,4792,5992,10893,11720,11523,6290,1001,110,11,52332,2861,1714,3523,3025,2516,4650,5525,3710,1588,29112,386,484,832,824,730,543,480,402,219,4900,8039,8190,15248,15569,14769,11483,7006,4222,1818,86344,2668,7737,15968,16534,16451,9454,1291,116,14,70233,4918,3281,4645,5648,5148,3703,1148,140,8,28639,350,468,1260,896,874,723,138,24,7,4740,269,298,466,479,451,278,97,32,12,2382,8205,11784,22339,23557,22924,14158,2674,312,41,105994,602,653,768,687,551,287,20,6,0,3574,727,311,408,298,236,163,26,0,0,2169,1329,964,1176,985,787,450,46,6,0,5743,9534,12748,23515,24542,23711,14608,2720,318,41,111737,6170,2720,4632,4264,3968,7717,10469,6658,2371,48969,892,1130,1989,1940,1831,1333,1005,745,343,11208,16596,16598,30136,30746,29510,23658,14194,7721,2755,171914,Townsville
319,4583,3996,8074,11975,13592,8239,1286,167,16,51928,3386,1766,4515,4641,5357,11294,13329,7122,2591,54001,328,297,529,711,775,854,976,992,773,6235,8297,6059,13118,17327,19724,20387,15591,8281,3380,112164,2119,4723,10076,14093,16205,10218,1642,188,30,59294,4703,2203,4612,7000,7620,5992,1593,221,24,33968,268,263,763,796,1025,983,196,36,10,4340,288,239,402,515,528,371,152,60,12,2567,7378,7428,15853,22404,25378,17564,3583,505,76,100169,972,1046,1276,1250,1176,793,34,0,3,6550,792,284,552,572,487,405,46,7,0,3145,1764,1330,1828,1822,1663,1198,80,7,3,9695,9142,8758,17681,24226,27041,18762,3663,512,79,109864,7270,2619,6098,6988,9054,19475,26510,13986,4335,96335,761,678,1222,1618,1781,1861,2016,1873,1162,12972,17173,12055,25001,32832,37876,40098,32189,16371,5576,219171,Wide Bay
397,6,10,11,17,25,14,4,0,0,87,4,3,0,0,4,11,26,20,3,71,0,3,3,3,3,6,5,6,3,32,10,16,14,20,32,31,35,26,6,190,4,26,34,27,36,25,6,0,0,158,3,9,3,7,7,11,4,0,0,44,3,0,5,7,4,0,0,0,0,19,0,3,5,3,3,3,0,0,0,17,10,38,47,44,50,39,10,0,0,238,0,0,0,3,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,9,13,38,47,47,53,39,10,0,0,247,7,9,5,3,7,21,37,32,6,127,0,6,12,12,18,11,8,9,3,79,20,53,64,62,78,71,55,41,9,453,Migratory - Offshore - Shipping (Qld)
399,104,325,482,268,327,253,30,0,0,1789,98,157,303,235,328,854,477,76,22,2550,50,64,96,85,75,101,46,17,5,539,252,546,881,588,730,1208,553,93,27,4878,60,317,660,403,422,350,33,4,0,2249,62,146,252,141,174,164,44,0,0,983,6,26,65,56,49,51,9,0,0,262,3,14,37,21,16,7,0,0,0,98,131,503,1014,621,661,572,86,4,0,3592,67,108,193,129,133,106,6,0,0,742,29,39,40,24,38,46,12,0,0,228,96,147,233,153,171,152,18,0,0,970,227,650,1247,774,832,724,104,4,0,4562,181,278,521,478,608,1630,1233,238,42,5209,113,192,330,304,274,292,148,52,8,1713,521,1120,2098,1556,1714,2646,1485,294,50,11484,Special Purpose Codes SA4 (Qld)
401,4366,7594,13441,14944,16334,10855,1904,167,23,69628,4264,2989,3356,3891,3225,6497,9406,7792,4712,46132,215,377,652,588,585,572,525,591,588,4693,8845,10960,17449,19423,20144,17924,11835,8550,5323,120453,1087,5784,18295,19236,21239,13572,1952,113,12,81290,5323,6819,6887,9289,8981,7489,2723,343,24,47878,328,532,1232,1150,1114,1047,280,46,9,5738,204,291,357,412,424,283,78,33,13,2095,6942,13426,26771,30087,31758,22391,5033,535,58,137001,272,576,903,719,671,366,21,3,0,3531,958,968,514,423,335,263,60,3,0,3524,1230,1544,1417,1142,1006,629,81,6,0,7055,8172,14970,28188,31229,32764,23020,5114,541,58,144056,9303,6022,5215,5430,5050,10306,16368,13405,6956,78055,502,945,1551,1340,1383,1202,1017,1017,815,9772,17977,21937,34954,37999,39197,34528,22499,14963,7829,231883,Adelaide - Central and Hills
402,6805,9628,19009,19424,19671,10989,1193,77,10,86806,5955,3360,7659,6983,6508,10734,12941,8640,3500,66280,490,527,985,969,913,822,804,865,554,6929,13250,13515,27653,27376,27092,22545,14938,9582,4064,160015,2716,10727,27020,26150,26320,14621,1338,62,7,108961,7131,6439,9961,11580,10763,7495,1701,142,13,55225,367,623,1980,1472,1432,1170,213,19,0,7276,423,526,829,797,684,407,88,32,4,3790,10637,18315,39790,39999,39199,23693,3340,255,24,175252,1132,1560,1975,1530,1200,585,18,6,3,8009,1443,718,924,758,501,319,36,0,3,4702,2575,2278,2899,2288,1701,904,54,6,6,12711,13212,20593,42689,42287,40900,24597,3394,261,30,187963,12906,5750,10745,10236,10478,17391,23580,15609,5448,112143,1112,1244,2257,2158,1994,1650,1465,1543,812,14235,27230,27587,55691,54681,53372,43638,28439,17413,6290,314341,Adelaide - North
403,6240,8627,16238,17738,19886,12862,1611,159,16,83377,4442,2131,4716,4959,4409,9417,12096,9418,5256,56844,314,361,638,604,651,658,598,737,638,5199,10996,11119,21592,23301,24946,22937,14305,10314,5910,145420,1977,8139,21761,22658,25073,15779,1575,83,6,97051,7396,6830,8564,11274,11417,9120,2388,268,22,57279,414,622,1822,1459,1403,1339,241,38,4,7342,323,408,497,510,547,359,74,33,9,2760,10110,15999,32644,35901,38440,26597,4278,422,41,164432,638,1064,1235,991,914,549,24,3,0,5418,1238,633,623,559,436,372,53,4,0,3918,1876,1697,1858,1550,1350,921,77,7,0,9336,11986,17696,34502,37451,39790,27518,4355,429,41,173768,9724,3834,6636,6953,6947,15388,21788,16526,7949,95745,662,797,1468,1345,1508,1361,1129,1285,926,10481,22372,22327,42606,45749,48245,44267,27272,18240,8916,279994,Adelaide - South
404,3157,5496,11347,11319,11259,6623,903,83,12,50199,2840,1714,3215,3443,3344,5822,7944,6985,3580,38887,194,268,613,490,496,476,531,736,735,4539,6191,7478,15175,15252,15099,12921,9378,7804,4327,93625,1007,5286,15774,14945,14890,8265,901,53,3,61124,3686,4408,5782,6761,6382,4528,1219,160,12,32938,209,358,1074,909,789,630,135,25,6,4135,180,294,431,383,359,194,61,28,7,1937,5082,10346,23061,22998,22420,13617,2316,266,28,100134,351,662,989,797,653,351,20,4,0,3827,593,551,480,362,276,186,22,3,3,2476,944,1213,1469,1159,929,537,42,7,3,6303,6026,11559,24530,24157,23349,14154,2358,273,31,106437,6270,3235,4695,5161,5729,9792,13977,12285,5558,66702,445,659,1439,1184,1160,1029,1012,1284,1039,9251,12741,15453,30664,30502,30238,24975,17347,13842,6628,182390,Adelaide - West
405,1530,1542,3305,4941,6018,3910,745,107,14,22112,1406,569,1498,1523,1633,3640,4756,3217,1648,19890,87,67,143,164,214,235,224,274,168,1576,3023,2178,4946,6628,7865,7785,5725,3598,1830,43578,788,2155,4564,6038,7612,5101,848,136,11,27253,1817,915,1970,3286,3718,3014,928,171,13,15832,103,113,388,318,441,458,132,26,7,1986,83,90,134,177,190,140,61,27,11,913,2791,3273,7056,9819,11961,8713,1969,360,42,45984,207,254,280,279,311,183,9,0,0,1523,213,65,123,158,150,110,16,0,3,838,420,319,403,437,461,293,25,0,3,2361,3211,3592,7459,10256,12422,9006,1994,360,45,48345,3040,859,1955,2240,2870,6310,9172,5973,2477,34896,185,174,309,418,515,525,459,492,249,3326,6436,4625,9723,12914,15807,15841,11625,6825,2771,86567,Barossa - Yorke - Mid North
