SA4_MAIN11,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW_,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW_,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW_,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW_,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW_,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW_,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW_,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW_,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW_,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW_,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW_,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW_,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW_,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW_,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW_,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW_,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW_,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW_,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW_,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW_,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW_,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW_,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW_,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW_,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW_,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW_,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW_,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW_,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo,SA4_NAME11
319,3443,931,113,46,3268,1072,8873,2045,1183,254,118,1798,598,5996,3521,3333,922,495,2568,1045,11884,4046,4715,1501,830,3083,1329,15504,4379,5515,1708,1014,4062,1474,18152,3832,5361,2257,1521,5156,1584,19711,1967,3342,2329,2281,4732,1951,16602,761,1230,881,1030,2538,1651,8091,178,227,153,152,839,645,2194,24172,25837,10118,7487,28044,11349,107007,3403,1317,257,180,2292,851,8300,1446,1843,660,766,952,390,6057,1426,3578,2473,3800,1166,674,13117,1320,5142,3947,4484,1462,973,17328,1869,6378,4569,3781,2040,1087,19724,1418,5021,4556,5079,2972,1342,20388,744,2339,2930,4263,3394,1919,15589,540,1074,990,1453,2350,1873,8280,248,343,180,214,1370,1024,3379,12414,27035,20562,24020,17998,10133,112162,6846,2248,370,226,5560,1923,17173,3491,3026,914,884,2750,988,12053,4947,6911,3395,4295,3734,1719,25001,5366,9857,5448,5314,4545,2302,32832,6248,11893,6277,4795,6102,2561,37876,5250,10382,6813,6600,8128,2926,40099,2711,5681,5259,6544,8126,3870,32191,1301,2304,1871,2483,4888,3524,16371,426,570,333,366,Wide Bay
397,3,3,0,0,7,0,13,10,6,0,0,15,5,36,8,7,0,0,26,7,48,4,4,0,0,21,11,40,4,6,3,0,15,17,45,3,7,6,0,19,5,40,3,0,0,3,12,3,21,0,0,4,3,8,3,18,0,0,0,0,0,3,3,35,33,13,6,123,54,264,3,0,0,0,3,0,6,4,3,0,0,8,3,18,3,0,0,0,10,3,16,3,8,3,0,5,3,22,0,8,5,3,12,4,32,3,8,6,3,4,8,32,0,3,4,3,15,8,33,4,0,4,3,10,6,27,0,0,0,3,0,0,3,20,30,22,15,67,35,189,6,3,0,0,10,0,19,14,9,0,0,23,8,54,11,7,0,0,36,10,64,7,12,3,0,26,14,62,4,14,8,3,27,21,77,6,15,12,3,23,13,72,3,3,4,6,27,11,54,4,0,8,6,18,9,45,0,0,0,3,Migratory - Offshore - Shipping (Qld)
399,63,25,3,3,103,72,269,157,59,11,4,208,133,572,303,157,44,31,428,256,1219,181,153,45,36,315,238,968,200,156,54,30,322,222,984,274,287,108,76,449,243,1437,119,190,77,59,336,151,932,24,31,10,15,82,40,202,6,0,0,0,12,5,23,1327,1058,352,254,2255,1360,6606,76,31,8,11,65,61,252,147,102,30,23,173,71,546,210,192,70,97,205,108,882,115,134,61,82,109,88,589,147,196,100,72,135,80,730,147,335,205,149,246,125,1207,48,114,103,64,161,64,554,12,11,15,5,26,24,93,4,0,0,0,14,9,27,906,1115,592,503,1134,630,4880,139,56,11,14,168,133,521,304,161,41,27,381,204,1118,513,349,114,128,633,364,2101,296,287,106,118,424,326,1557,347,352,154,102,457,302,1714,421,622,313,225,695,368,2644,167,304,180,123,497,215,1486,36,42,25,20,108,64,295,10,0,0,0,Special Purpose Codes SA4 (Qld)
401,4090,585,49,23,3632,752,9131,4387,1565,203,86,3956,780,10977,6663,4796,790,279,3759,1217,17504,5969,6596,1584,541,2854,1031,18575,5778,6867,1717,524,3111,1057,19054,4525,5736,1626,622,3198,898,16605,1988,3167,1516,888,2337,767,10663,841,1432,841,601,1916,782,6413,276,351,173,153,1153,401,2507,34517,31095,8499,3717,25916,7685,111429,4390,946,99,34,2763,614,8846,4540,2539,388,187,2745,562,10961,4404,5749,2079,2298,2053,866,17449,2135,6255,4522,4497,1264,750,19423,2216,7622,5169,2935,1445,756,20143,1911,6450,4336,2772,1671,782,17922,807,2685,2865,2751,1873,854,11835,717,1515,1365,1347,2430,1175,8549,428,608,370,276,2670,973,5325,21548,34369,21193,17097,18914,7332,120453,8480,1531,148,57,6395,1366,17977,8927,4104,591,273,6701,1342,21938,11067,10545,2869,2577,5812,2083,34953,8104,12851,6106,5038,4118,1781,37998,7994,14489,6886,3459,4556,1813,39197,6436,12186,5962,3394,4869,1680,34527,2795,5852,4381,3639,4210,1621,22498,1558,2947,2206,1948,4346,1957,14962,704,959,543,429,Adelaide - Central and Hills
402,5135,933,129,57,6146,1581,13981,4983,2110,317,162,5417,1081,14070,9179,7816,1559,672,6909,1904,28039,7891,8658,2243,989,5718,1807,27306,7337,8282,2090,925,6048,1599,26281,5108,6246,1855,932,5617,1334,21092,1878,3212,1958,1348,3800,1305,13501,819,1369,880,827,2673,1264,7832,226,249,145,149,989,467,2225,42556,38875,11176,6061,43317,12342,154327,5473,1665,289,107,4453,1263,13250,4249,3561,1022,923,2988,774,13517,4655,8490,4328,5360,3444,1379,27656,2761,8656,6040,5814,2728,1377,27376,2844,9438,6030,4090,3361,1329,27092,2093,6490,4939,4143,3582,1299,22546,811,2784,3034,3312,3448,1549,14938,734,1417,1180,1370,3223,1656,9580,333,438,218,214,2017,841,4061,23953,42939,27080,25333,29244,11467,160016,10608,2598,418,164,10599,2844,27231,9232,5671,1339,1085,8405,1855,27587,13834,16306,5887,6032,10353,3283,55695,10652,17314,8283,6803,8446,3184,54682,10181,17720,8120,5015,9409,2928,53373,7201,12736,6794,5075,9199,2633,43638,2689,5996,4992,4660,7248,2854,28439,1553,2786,2060,2197,5896,2920,17412,559,687,363,363,Adelaide - North
403,5005,704,65,28,4606,968,11376,4622,1746,249,100,3899,593,11209,7759,6390,1228,442,4124,1072,21015,6997,8279,1973,727,3456,1017,22449,7096,8378,1936,732,3980,1176,23298,5689,7095,2207,823,4447,1067,21328,2106,3702,1939,1210,3035,974,12966,911,1610,1007,871,2444,1083,7926,298,362,245,238,1322,541,3006,40483,38266,10849,5171,31313,8491,134573,5342,1221,166,67,3378,823,10997,4554,2861,587,439,2160,518,11119,4373,7322,3387,3793,1918,798,21591,2363,7878,5585,5195,1480,799,23300,2837,9668,6093,3454,1956,939,24947,2297,7560,5539,3856,2695,989,22936,836,2888,3326,3367,2704,1185,14306,741,1656,1601,1662,3087,1568,10315,531,688,394,370,2892,1036,5911,23874,41742,26678,22203,22270,8655,145422,10347,1925,231,95,7984,1791,22373,9176,4607,836,539,6059,1111,22328,12132,13712,4615,4235,6042,1870,42606,9360,16157,7558,5922,4936,1816,45749,9933,18046,8029,4186,5936,2115,48245,7986,14655,7746,4679,7142,2056,44264,2942,6590,5265,4577,5739,2159,27272,1652,3266,2608,2533,5531,2651,18241,829,1050,639,608,Adelaide - South
404,2390,464,45,26,2907,719,6551,2899,1199,157,78,3079,561,7973,5382,4039,774,281,3940,1072,15488,4595,4830,1158,485,3237,946,15251,4263,4847,1177,440,3489,925,15141,2943,3521,1007,477,3292,816,12056,1279,1910,974,644,2307,854,7968,686,1127,753,536,1972,963,6037,221,271,213,150,1003,444,2302,24658,22208,6258,3117,25226,7300,88767,2649,732,95,38,2137,540,6191,2774,1844,410,270,1778,402,7478,3358,4888,1965,2053,2108,804,15176,1931,4877,3163,2960,1641,679,15251,1780,5441,3319,1971,1830,755,15096,1373,4021,2719,2002,2045,759,12919,643,1869,1939,1891,2061,977,9380,563,1295,1111,1136,2432,1268,7805,391,518,275,240,1928,975,4327,15462,25485,14996,12561,17960,7159,93623,5039,1196,140,64,5044,1259,12742,5673,3043,567,348,4857,963,15451,8740,8927,2739,2334,6048,1876,30664,6526,9707,4321,3445,4878,1625,30502,6043,10288,4496,2411,5319,1680,30237,4316,7542,3726,2479,5337,1575,24975,1922,3779,2913,2535,4368,1831,17348,1249,2422,1864,1672,4404,2231,13842,612,789,488,390,Adelaide - West
405,1362,274,34,9,1388,347,3414,900,464,86,39,809,148,2446,1577,1488,316,192,971,232,4776,1701,2157,627,268,1180,354,6287,2181,2537,750,357,1684,434,7943,1901,2296,849,513,2020,475,8054,777,1354,882,766,1633,490,5902,295,567,400,434,1056,475,3227,92,129,47,64,437,170,939,10786,11266,3991,2642,11178,3125,42988,1338,408,66,42,903,265,3022,599,664,218,211,378,107,2177,561,1390,945,1533,335,182,4946,462,1902,1657,1914,453,240,6628,639,2687,1995,1530,702,311,7864,534,2037,1937,1884,1049,347,7788,239,886,1210,1770,1132,487,5724,202,474,484,711,1132,595,3598,140,194,114,114,1000,269,1831,4714,10642,8626,9709,7084,2803,43578,2700,682,100,51,2291,612,6436,1499,1128,304,250,1187,255,4623,2138,2878,1261,1725,1306,414,9722,2163,4059,2284,2182,1633,594,12915,2820,5224,2745,1887,2386,745,15807,2435,4333,2786,2397,3069,822,15842,1016,2240,2092,2536,2765,977,11626,497,1041,884,1145,2188,1070,6825,232,323,161,178,Barossa - Yorke - Mid North
406,1025,235,24,18,1150,388,2840,881,534,85,47,891,321,2759,1549,1496,333,181,1251,626,5436,1554,1806,499,249,1337,688,6133,1608,1857,516,282,1630,640,6533,1211,1366,460,283,1554,554,5428,461,751,409,403,1050,463,3537,177,239,199,185,592,318,1710,45,48,35,25,185,120,458,8511,8332,2560,1673,9640,4118,34834,996,399,68,38,769,297,2567,573,764,237,256,395,190,2415,697,1519,858,1183,518,374,5149,474,1678,1379,1240,518,353,5642,552,1895,1313,928,768,346,5802,387,1285,1007,1039,740,363,4821,181,526,563,837,747,405,3259,117,232,232,345,624,440,1990,76,85,49,45,419,191,865,4053,8383,5706,5911,5498,2959,32510,2021,634,92,56,1919,685,5407,1454,1298,322,303,1286,511,5174,2246,3015,1191,1364,1769,1000,10585,2028,3484,1878,1489,1855,1041,11775,2160,3752,1829,1210,2398,986,12335,1598,2651,1467,1322,2294,917,10249,642,1277,972,1240,1797,868,6796,294,471,431,530,1216,758,3700,121,133,84,70,South Australia - Outback
407,2335,476,68,34,2139,664,5716,1575,830,151,78,1392,365,4391,2731,2622,624,310,1676,742,8705,3121,3682,1025,496,1897,843,11064,3536,4120,1096,504,2569,853,12678,3075,3754,1341,744,3118,881,12913,1417,2271,1315,1026,2504,910,9443,585,908,674,617,1592,879,5255,136,190,126,136,610,338,1536,18511,18853,6420,3945,17497,6475,71701,2363,741,121,68,1419,513,5225,1021,1198,411,397,581,202,3810,1033,2540,1665,2467,699,399,8803,830,3431,2858,2825,755,511,11210,1056,4464,3333,2039,1156,567,12615,935,3494,3165,2787,1669,722,12772,480,1644,2099,2529,1891,910,9553,380,750,844,1118,1705,1075,5872,231,298,178,209,1341,528,2785,8329,18560,14674,14439,11216,5427,72645,4698,1217,189,102,3558,1177,10941,2596,2028,562,475,1973,567,8201,3764,5162,2289,2777,2375,1141,17508,3951,7113,3883,3321,2652,1354,22274,4592,8584,4429,2543,3725,1420,25293,4010,7248,4506,3531,4787,1603,25685,1897,3915,3414,3555,4395,1820,18996,965,1658,1518,1735,3297,1954,11127,367,488,304,345,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
499,16,7,0,0,39,13,75,38,25,0,0,69,21,153,95,53,10,8,123,61,350,58,45,12,7,122,62,306,45,45,12,4,90,68,264,43,48,15,12,92,52,262,13,25,7,3,64,26,138,4,3,3,0,22,10,42,0,3,3,3,19,8,36,312,254,62,37,640,321,1626,21,10,5,0,17,15,68,35,30,10,9,34,15,133,61,56,25,17,50,28,237,34,43,19,20,32,24,172,35,48,22,16,37,35,193,27,52,21,13,37,15,165,12,15,10,13,26,13,89,0,3,0,0,27,12,42,0,0,0,0,38,3,41,225,257,112,88,298,160,1140,37,17,5,0,56,28,143,73,55,10,9,103,36,286,156,109,35,25,173,89,587,92,88,31,27,154,86,478,80,93,34,20,127,103,457,70,100,36,25,129,67,427,25,40,17,16,90,39,227,4,6,3,0,49,22,84,0,3,3,3,Special Purpose Codes SA4 (SA)
501,2295,500,45,24,1982,616,5462,1528,700,105,52,1307,401,4093,3002,2534,500,241,1943,908,9128,3126,3525,960,448,1994,949,11002,3144,3691,1003,435,2335,932,11540,2292,3001,987,576,2411,821,10088,879,1564,888,761,1565,628,6285,341,603,367,376,932,529,3148,92,106,64,66,348,216,892,16699,16224,4919,2979,14817,6000,61638,2190,727,91,54,1335,472,4869,1090,1171,389,393,566,258,3867,1201,2579,1613,2598,725,543,9259,816,3241,2852,3468,705,649,11731,944,3829,2963,2216,949,603,11504,638,2687,2527,2362,1207,615,10036,311,1033,1299,1799,1154,629,6225,243,514,542,701,1000,709,3709,125,202,99,89,772,273,1560,7558,15983,12375,13680,8413,4751,62760,4485,1227,136,78,3317,1088,10331,2618,1871,494,445,1873,659,7960,4203,5113,2113,2839,2668,1451,18387,3942,6766,3812,3916,2699,1598,22733,4088,7520,3966,2651,3284,1535,23044,2930,5688,3514,2938,3618,1436,20124,1190,2597,2187,2560,2719,1257,12510,584,1117,909,1077,1932,1238,6857,217,308,163,155,Bunbury
502,1085,222,18,11,1145,358,2839,759,387,51,28,763,223,2211,1285,1071,243,106,1008,403,4116,1336,1445,349,213,1103,465,4911,1329,1611,379,215,1272,450,5256,1104,1470,475,293,1475,461,5278,644,1093,744,502,1291,496,4770,245,508,332,317,793,509,2704,57,96,41,54,247,195,690,7844,7903,2632,1739,9097,3560,32775,1166,331,61,37,792,270,2657,616,661,210,223,378,159,2247,551,1181,737,1264,389,279,4401,420,1492,1219,1442,386,332,5291,513,1880,1310,1062,593,336,5694,449,1420,1352,1293,826,388,5728,235,803,1035,1219,966,487,4745,160,398,399,555,780,631,2923,94,119,52,46,422,307,1040,4204,8285,6375,7141,5532,3189,34726,2251,553,79,48,1937,628,5496,1375,1048,261,251,1141,382,4458,1836,2252,980,1370,1397,682,8517,1756,2937,1568,1655,1489,797,10202,1842,3491,1689,1277,1865,786,10950,1553,2890,1827,1586,2301,849,11006,879,1896,1779,1721,2257,983,9515,405,906,731,872,1573,1140,5627,151,215,93,100,Mandurah
503,2020,290,25,8,1740,465,4548,2792,1074,84,41,2297,719,7007,5752,3395,440,149,3084,1806,14626,3719,3443,696,246,1782,1045,10931,3417,3585,676,208,1814,778,10478,2562,2768,621,211,1862,799,8823,1104,1508,554,282,1300,501,5249,395,655,365,206,814,412,2847,109,165,97,88,421,246,1126,21870,16883,3558,1439,15114,6771,65635,2366,449,31,17,1514,360,4737,3010,1610,208,84,1476,571,6959,4233,4209,1129,1055,1719,1311,13656,1466,2938,2156,2824,734,681,10799,1231,3623,2517,1854,675,617,10517,975,2962,1995,1254,862,606,8654,398,1282,1231,1070,790,455,5226,322,758,691,570,958,541,3840,227,302,197,158,1066,536,2486,14228,18133,10155,8886,9794,5678,66874,4386,739,56,25,3254,825,9285,5802,2684,292,125,3773,1290,13966,9985,7604,1569,1204,4803,3117,28282,5185,6381,2852,3070,2516,1726,21730,4648,7208,3193,2062,2489,1395,20995,3537,5730,2616,1465,2724,1405,17477,1502,2790,1785,1352,2090,956,10475,717,1413,1056,776,1772,953,6687,336,467,294,246,Perth - Inner
504,3119,551,46,29,3087,903,7735,2781,1139,170,67,2789,899,7845,5283,3918,715,301,3696,1769,15682,4856,5083,1201,513,3370,1582,16605,4150,4931,1234,471,3492,1269,15547,3018,3593,1055,516,3151,955,12288,1075,1768,896,675,1996,775,7185,423,691,421,406,1177,575,3693,102,143,69,81,494,195,1084,24807,21817,5807,3059,23252,8922,87664,3295,869,100,55,2140,754,7213,2474,1875,475,327,1501,485,7137,2726,4729,2144,2959,1715,998,15271,1725,5161,3523,4016,1473,1018,16916,1613,5237,3720,2617,1663,881,15731,1143,3580,2743,2395,1795,836,12492,473,1468,1495,1762,1510,748,7456,334,705,596,698,1281,770,4384,189,236,130,93,987,371,2006,13972,23860,14926,14922,14065,6861,88606,6414,1420,146,84,5227,1657,14948,5255,3014,645,394,4290,1384,14982,8009,8647,2859,3260,5411,2767,30953,6581,10244,4724,4529,4843,2600,33521,5763,10168,4954,3088,5155,2150,31278,4161,7173,3798,2911,4946,1791,24780,1548,3236,2391,2437,3506,1523,14641,757,1396,1017,1104,2458,1345,8077,291,379,199,174,Perth - North East
505,7020,1033,105,62,7320,1708,17248,6679,2336,292,132,6496,1390,17325,12744,8984,1437,535,8189,2894,34783,11277,11497,2456,948,7131,2508,35817,9640,10569,2154,860,6966,2120,32309,6865,7886,2053,852,6171,1696,25523,2512,3984,1893,1229,3897,1336,14851,959,1662,991,840,2385,1241,8078,249,335,173,213,1035,537,2542,57945,48286,11554,5671,49590,15430,188476,7505,1751,240,93,5275,1430,16294,6495,4051,866,650,3621,1086,16769,7221,10950,4664,6083,3807,2075,34800,3510,11162,8254,9274,2978,1884,37062,3459,12063,8153,5448,3218,1624,33965,2596,8520,6221,4841,3460,1504,27142,979,3345,3402,3678,3172,1540,16116,844,1637,1473,1666,3009,1752,10381,407,564,310,273,2128,1086,4768,33016,54043,33583,32006,30668,13981,197297,14525,2784,345,155,12595,3138,33542,13174,6387,1158,782,10117,2476,34094,19965,19934,6101,6618,11996,4969,69583,14787,22659,10710,10222,10109,4392,72879,13099,22632,10307,6308,10184,3744,66274,9461,16406,8274,5693,9631,3200,52665,3491,7329,5295,4907,7069,2876,30967,1803,3299,2464,2506,5394,2993,18459,656,899,483,486,Perth - North West
506,6276,1220,116,61,6169,1697,15539,6745,2723,302,176,7044,1975,18965,11915,8766,1560,635,8853,3406,35135,9004,9233,2191,914,6507,2741,30590,7856,8755,2006,852,6188,2232,27889,5805,7294,2000,910,6033,1889,23931,2214,3396,1838,1257,3712,1416,13833,800,1284,858,735,2178,1199,7054,231,302,158,140,875,543,2249,50846,42973,11029,5680,47559,17098,175185,6424,1913,258,114,4433,1394,14536,6333,4347,1007,831,4071,1247,17836,6582,9892,4312,5876,4212,2219,33093,3121,8772,6242,7294,2973,1863,30265,2942,9531,6549,4875,3143,1644,28684,2180,7361,5459,4675,3363,1566,24604,833,2805,2980,3417,2893,1469,14397,716,1438,1237,1453,2661,1695,9200,433,455,277,259,2077,1029,4530,29564,46514,28321,28794,29826,14126,177145,12700,3133,374,175,10602,3091,30075,13078,7070,1309,1007,11115,3222,36801,18497,18658,5872,6511,13065,5625,68228,12125,18005,8433,8208,9480,4604,60855,10798,18286,8555,5727,9331,3876,56573,7985,14655,7459,5585,9396,3455,48535,3047,6201,4818,4674,6605,2885,28230,1516,2722,2095,2188,4839,2894,16254,664,757,435,399,Perth - South East
507,5154,884,82,25,4991,1243,12379,4887,1922,205,111,4486,1061,12672,8405,6377,1178,434,5656,2083,24133,7602,8146,1864,743,5157,1999,25511,6897,7629,1785,725,5176,1777,23989,4660,5803,1568,707,4767,1371,18876,1845,2886,1563,1069,3089,1138,11590,740,1279,819,776,2038,1063,6715,195,245,180,143,819,419,2001,40385,35171,9244,4733,36179,12154,137866,5488,1440,186,73,3711,1126,12024,4538,3122,717,623,2525,687,12212,4637,7509,3538,4827,2275,1243,24029,2595,7960,5864,6852,2010,1439,26720,2464,8601,5948,4361,2394,1180,24948,1779,5998,4469,3872,2583,1139,19840,769,2406,2530,2919,2392,1221,12237,651,1291,1182,1452,2421,1469,8466,347,441,260,226,1713,743,3730,23268,38768,24694,25205,22024,10247,144206,10642,2324,268,98,8702,2369,24403,9425,5044,922,734,7011,1748,24884,13042,13886,4716,5261,7931,3326,48162,10197,16106,7728,7595,7167,3438,52231,9361,16230,7733,5086,7570,2957,48937,6439,11801,6037,4579,7350,2510,38716,2614,5292,4093,3988,5481,2359,23827,1391,2570,2001,2228,4459,2532,15181,542,686,440,369,Perth - South West
508,2259,593,80,54,2413,1224,6623,2352,1192,195,115,2822,1832,8508,5563,4097,795,393,5441,4516,20805,4873,4828,1178,636,5032,3792,20339,4025,4238,1041,492,5087,3140,18023,2551,2775,804,425,3749,1904,12208,760,1066,551,457,1681,853,5368,248,318,200,212,730,452,2160,44,50,15,38,202,135,484,22675,19157,4859,2822,27157,17848,94518,2191,901,177,117,1544,945,5875,1778,1810,542,599,1223,892,6844,2633,4476,2079,3259,1843,1978,16268,1539,4190,2885,3413,1505,1767,15299,1429,4188,2699,1880,1764,1452,13412,804,2388,1711,1654,1541,985,9083,306,758,717,979,900,628,4288,165,285,259,382,613,449,2153,56,78,41,35,406,158,774,10901,19074,11110,12318,11339,9254,73996,4450,1494,257,171,3957,2169,12498,4130,3002,737,714,4045,2724,15352,8196,8573,2874,3652,7284,6494,37073,6412,9018,4063,4049,6537,5559,35638,5454,8426,3740,2372,6851,4592,31435,3355,5163,2515,2079,5290,2889,21291,1066,1824,1268,1436,2581,1481,9656,413,603,459,594,1343,901,4313,100,128,56,73,Western Australia - Outback
