sa4_code16,agbeefallot_f,agbeefcalle1_f,agbeefcatlano_f,agbeefcowsano_f,agbewes1ano_f,agbewesmerge1ano_f,agbewesothge1ano_f,agbroadcrpallaha_f,agcatldispano_f,agcereal_ahabar_f,agcereal_ahamai_f,agcereal_ahaoat_f,agcereal_ahaoth_f,agcereal_aharic_f,agcereal_ahasor_f,agcereal_ahatri_f,agcereal_ahawht_f,agcereal_atobar_f,agcereal_atomai_f,agcereal_atooat_f,agcereal_atooth_f,agcereal_atoric_f,agcereal_atosor_f,agcereal_atotri_f,agcereal_atowht_f,agcerehay_aha_f,agcerehay_ato_f,agchickensanolay_f,agchickensanomea_f,agcottlintakg_f,agcottlintakgirr_f,agcottlintakgnon_f,agcottpltdaha_f,agcottpltdahairr_f,agcottpltdahanon_f,agcroptotaha_f,agdairallot_f,agdaircales1_f,agdaircowsano_f,agdairheifanogt2_f,agdairheifanole2_f,agdairy_ano_f,ageggprodado_f,ageweslmbmark_f,agewesmateanomer_f,agewesmateanooth_f,agfloers_aha_f,agfloers_ahaout_f,agfloersundaha_f,agfloerupano_f,agfrutalmnum_f,agfrutalmoakg_f,agfrutalmotba_f,agfrutalmotnb_f,agfrutapplakg_f,agfrutapptba_f,agfrutapptnb_f,agfrutapptree_f,agfrutapriakg_f,agfrutaprtba_f,agfrutaprtnb_f,agfrutaprtre_f,agfrutavocakg_f,agfrutavotba_f,agfrutavotnb_f,agfrutavotree_f,agfrutbanaaha_f,agfrutbanaahabea_f,agfrutbanaahanyb_f,agfrutbanaato_f,agfrutcherakg_f,agfrutchertba_f,agfrutchertnb_f,agfrutchertree_f,agfrutmacatba_f,agfrutmacatnb_f,agfrutmacnum_f,agfrutmandakg_f,agfrutmandtba_f,agfrutmandtnb_f,agfrutmandtre_f,agfrutmangakg_f,agfrutmangtba_f,agfrutmangtnb_f,agfrutmantree_f,agfrutmcdmakg_f,agfrutnaspearakg_f,agfrutnaspeartba_f,agfrutnaspeartnb_f,agfrutnasptree_f,agfrutnectakg_f,agfrutnectree_f,agfrutnecttba_f,agfrutnecttnb_f,agfrutnutotaha_f,agfrutolitree_f,agfrutolivakg_f,agfrutolivtba_f,agfrutolivtnb_f,agfrutoorcano_f,agfrutorcba_f,agfrutorcnyb_f,agfrutorctot_f,agfrutorngakg_f,agfrutorngtba_f,agfrutorngtnb_f,agfrutorngtree_f,agfrutothcittba_f,agfrutothcittnb_f,agfrutothcittr_f,agfrutothha_f,agfrutothnum_f,agfrutothnuttnb_f,agfrutothnutttb_f,agfrutothorctba_f,agfrutothorctnb_f,agfrutothpomtba_f,agfrutothpomtnb_f,agfrutothpomtr_f,agfrutothrahabea_f,agfrutothrahanyb_f,agfrutothstre_f,agfrutotsttba_f,agfrutotsttnb_f,agfrutpeactba_f,agfrutpeactnb_f,agfrutpeatree_f,agfrutpechakg_f,agfrutpineaha_f,agfrutpineahabea_f,agfrutpineahanyb_f,agfrutpineato_f,agfrutstrwahabea_f,agfrutstrwakg_f,aggrape_aha_f,aggrape_ahabea_f,aggrape_ahanyb_f,aggrape_ato_f,aggrapeothaha_f,aggrapeothahabea_f,aggrapeothahanyb_f,aggrapeothato_f,aggrapewinaha_f,aggrapewinahabea_f,aggrapewinahanyb_f,aggrapewinato_f,aglambmarked_f,aglambmarkmerano_f,aglambmarkothano_f,aglambslt1ano_f,aglandtotlaha_f,aglucrnhay_aha_f,aglucrnhay_ato_f,agnurflwtuaha_f,agnursbpcupano_f,agnursery_aha_f,agnursery_ahaout_f,agnurseryundaha_f,agnursfnvupano_f,agnurshvupano_f,agnursinplupano_f,agnurspropupano_f,agnurspsbupano_f,agnursptsupano_f,agorchardsaha_f,agothchickenano_f,agothcrhayaha_f,agothcrhayato_f,agothcrop_aha_f,agothcrop_ahacan_f,agothcrop_ahaoil_f,agothcrop_ahaopu_f,agothcrop_ahapnt_f,agothcrop_akgpnt_f,agothcrop_atocan_f,agothcrop_atooil_f,agothcrop_atoopu_f,agothlstokanohld_f,agothpltryano_f,agothsheepano_f,agpasceothsilaha_f,agpasceothsilato_f,agpascrhayaha_f,agpascrhayato_f,agpasthay_aha_f,agpasthay_ato_f,agpigbopigano_f,agpigbsow_ano_f,agpigs_ano_f,agsheeplmbano_f,agsugarcanaha_f,agsugarcrsaha_f,agsugarcrsato_f,agsugnfcrushaha_f,agturf_aha_f,agturfrollupano_f,agvegbeanaha_f,agvegbeankg_f,agvege_aha_f,agvegebrocaha_f,agvegebrocakg_f,agvegebrusaha_f,agvegebrusakg_f,agvegecabbaha_f,agvegecabbato_f,agvegecapsaha_f,agvegecapsahaout_f,agvegecapsakg_f,agvegecapsakgout_f,agvegecapsakgund_f,agvegecapsam2und_f,agvegecarraha_f,agvegecarrato_f,agvegecaulaha_f,agvegecaulato_f,agvegecornaha_f,agvegecornato_f,agvegeletahaout_f,agvegeletakgout_f,agvegeletakgund_f,agvegeletam2und_f,agvegelettaha_f,agvegelettakg_f,agvegemelnaha_f,agvegemelnato_f,agvegemushakg_f,agvegemusham2_f,agvegeonioaha_f,agvegeonioato_f,agvegeoth_aha_f,agvegepeasaha_f,agvegepeasahamkt_f,agvegepeasahapro_f,agvegepeasakg_f,agvegepeasakgmkt_f,agvegepeasakgpro_f,agvegepotaaha_f,agvegepotaahamkt_f,agvegepotaahapro_f,agvegepotaato_f,agvegepotaatomkt_f,agvegepotaatopro_f,agvegepumpaha_f,agvegepumpato_f,agvegetomaaha_f,agvegetomaahamko_f,agvegetomaahamkt_f,agvegetomaahapro_f,agvegetomaakgmku_f,agvegetomaam2mku_f,agvegetomaato_f,agvegetomaatomko_f,agvegetomaatomkt_f,agvegetomaatopro_f,almonds_yield_f,apples_yield_f,apricots_yield_f,avocados_yield_f,bananas_yield_f,barley_yield_f,beans_yield_f,broccoli_yield_f,brussels_yield_f,cabbages_yield_f,canola_yield_f,capsicumout_yield_f,capsicumtot_yield_f,capsicumund_yield_f,carrots_yield_f,caulifloers_yield_f,cereals_hay_yield_f,cherries_yield_f,cotirrigatedlint_yield_f,cotnonirriglint_yield_f,cottontot_yield_f,dairy_totcattle_rt_f,grapesoth_yield_f,grapestot_yield_f,grapeswine_yield_f,lettuceout_yield_f,lettucetot_yield_f,lettuceund_yield_f,lucerne_yield_f,macadamias_yield_f,maize_yield_f,mandarins_yield_f,mangoes_yield_f,meat_totcattle_rt_f,melons_yield_f,mushrooms_yield_f,nectarines_yield_f,oats_yield_f,olives_yield_f,onions_yield_f,oranges_yield_f,othcerealgrnseed_yield_f,oth_hay_yield_f,othpulses_yield_f,othroilseeds_yield_f,pasture_hay_yield_f,peaches_yield_f,peanuts_yield_f,pears_yield_f,peasfreshmkt_yield_f,peasprcs_yield_f,peastot_yield_f,pineapples_yield_f,potatoesfresh_yield_f,potatoespro_yield_f,potatotot_yield_f,pumpkins_yield_f,rice_yield_f,silage_yield_f,sorghum_yield_f,strawberries_yield_f,sugarcutcrushing_yield_f,sweetcorn_yield_f,tomatoesmko_yield_f,tomatoesmku_yield_f,tomatoespro_yield_f,tomatotot_yield_f,triticale_yield_f,wheat_yield_f,sa4_name16
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,68700.0,,,,,,,,,,,,,,,1586356.0,,,,20.0,,20.0,7875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,4.0,2.0,2.0,,,,133.0,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newcastle and Lake Macquarie
112,,,,,764.0,36.0,728.0,,,,492.0,,312.0,290.0,,,103.0,,2815.0,,530.0,891.0,,,125.0,358.0,5160.0,15505.0,,,,,,,,30744.0,990.0,5598.0,19899.0,1245.0,4458.0,32191.0,255498.0,656.0,288.0,368.0,,,10.0,5146.0,44516.0,263034.0,44516.0,,,,,,,,,,1584438.0,40647.0,19052.0,59698.0,,,28.0,1600.0,,,,,2038684.0,85004.0,2123688.0,2982.0,1006.0,,1150.0,53687.0,10991.0,8161.0,19152.0,17589070.0,,,,,72318.0,8275.0,8069.0,206.0,8719.0,,,,,43325.0,2209649.0,,2324559.0,2513.0,374.0,,498.0,10921.0,1183.0,12104.0,,7260.0,547.0,6713.0,43040.0,284.0,21.0,,21.0,,7.0,,,,,206.0,,304546.0,,,,,,,,,,,,,,,,,,,459.0,,459.0,346.0,,45.0,590.0,451.0,,,147.0,,1171.0,573.0,674.0,9945.0,,1150.0,8185.0,566.0,120.0,1715.0,1488.0,,,,,,,4780.0,,3316.0,143127.0,272.0,766.0,18362.0,1551.0,10887.0,,3422.0,,,,1382.0,,,,,207.0,333747.0,5.0,4113.0,,3.0,3680.0,,,1.0,10.0,12.0,1.0,976321.0,2064.0,974257.0,108377.0,1.0,19.0,2.0,10.0,15.0,37.0,1.0,5884.0,710483.0,39471.0,5.0,716366.0,20.0,559.0,,,,,212.0,1.0,1.0,,1239.0,1239.0,,13.0,13.0,,142.0,142.0,,26.0,45.0,5.0,4.0,5.0,,128309.0,12831.0,145.0,17.0,145.0,,6.0,,,39.0,,,836.0,,,,,2500.0,,9.0,15.0,,14.0,,,,,18.0,,,,8000.0,,18.0,13.0,9.0,,3.0,5.0,82.0,,,9.0,,,,7.0,2.0,14.0,2.0,2.0,,65.0,,,1200.0,,1200.0,,11.0,,11.0,2.0,3.0,24.0,,,132.0,2.0,5.0,10.0,,30.0,,1.0,Richmond - Tweed
113,168721.0,135115.0,525287.0,221451.0,2221266.0,1194370.0,1026896.0,1329741.0,539462.0,220651.0,,50026.0,,36844.0,,4848.0,655082.0,602933.0,,111604.0,,373960.0,6780.0,14244.0,2253153.0,19950.0,,16788.0,,72543747.0,72012669.0,531078.0,36194.0,35999.0,195.0,1433255.0,786.0,2703.0,7742.0,817.0,2128.0,14175.0,334427.0,1861970.0,,1342014.0,2.0,2.0,,,1569092.0,6396989.0,1197784.0,371308.0,18237195.0,793502.0,166517.0,960019.0,,,,,,,2470.0,2470.0,,,,,421640.0,,,,,,,2740259.0,69422.0,,113877.0,,,,,,922.0,49.0,,49.0,,,,,17127.0,,,,43108.0,52835.0,5801309.0,883352.0,6684661.0,126568923.0,2517869.0,155198.0,2673066.0,,22612.0,,,609330.0,1633.0,607698.0,37896.0,14939.0,,,,,,,,44659.0,,,,,,,,,,,18335.0,17597.0,738.0,303963.0,128.0,112.0,,1772.0,18207.0,17485.0,722.0,302191.0,1925851.0,,1437602.0,1397177.0,4237123.0,,,136.0,76.0,78.0,75.0,,279.0,94.0,,1117.0,1282.0,,17064.0,25.0,,,,245214.0,4446.0,59118.0,,,398302.0,,101700.0,20742.0,,,,,55699.0,261663.0,,,39960.0,4704.0,44664.0,3898920.0,,,,,56.0,991.0,,,4375.0,262.0,1896888.0,,,1.0,41.0,4.0,,80000.0,,80000.0,40000.0,43.0,407.0,5.0,0.0,,,8.0,111976.0,178859.0,9588.0,9.0,290835.0,,40076.0,,,,5803.0,322.0,,,,,,,1706.0,1672.0,34.0,45048.0,44385.0,663.0,545.0,,4.0,,4.0,,2555100.0,40000.0,2555.0,,2555.0,,5.0,23.0,,,,3.0,,7237.0,,33.0,2.0,,20000.0,2.0,9.0,0.0,5.0,4.0,2000.0,2724.0,2004.0,3.0,16.0,17.0,17.0,13440.0,31305.0,19.0,6.0,,10.0,39.0,,97.0,33.0,,,2.0,16.0,24.0,50.0,4.0,4.0,2.0,2.0,4.0,,,19.0,,,,,27.0,20.0,26.0,26.0,10.0,12.0,7.0,,,,,64.0,,639.0,3.0,3.0,Riverina
114,,8074.0,,18736.0,1874.0,1498.0,376.0,970.0,,,105.0,,,,,,115.0,,2936.0,,,,,,513.0,,1621.0,120916.0,300000.0,,,,,,,,452.0,6218.0,,3025.0,4340.0,,3627482.0,246.0,,246.0,41.0,41.0,,310.0,,,,,2260.0,204.0,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,12.0,,12.0,20037.0,648.0,553.0,95.0,39.0,5755.0,36260.0,5755.0,,,,404.0,,,,,,,,,5.0,6.0,,6.0,,,,,,5.0,,,,,1330.0,310.0,1640.0,48362.0,,,,,1.0,5436.0,112.0,108.0,4.0,567.0,,,,,112.0,108.0,4.0,567.0,265.0,,265.0,627.0,71984.0,68.0,811.0,201.0,2.0,9.0,8.0,1.0,,,,,2.0,94457.0,33.0,42.0,,,419.0,253.0,,78.0,,,635.0,,118.0,2719.0,,1810.0,4288.0,55871.0,1877.0,7432.0,1570.0,5000.0,,2.0,2.0,4311.0,,,,,151.0,769.0,0.0,481.0,,1.0,2172.0,0.0,464.0,0.0,2.0,0.0,0.0,506.0,506.0,,,,,,,0.0,1.0,0.0,683.0,4727.0,2364.0,0.0,5410.0,,,38999.0,1725.0,,,29.0,0.0,0.0,,84.0,84.0,,,,89.0,,,,0.0,1.0,,0.0,,1.0,24817.0,3545.0,60.0,11.0,36.0,24.0,,11.0,,,,,4070.0,,3930.0,20.0,3.0,,,,,,7.0,,,,,,,5.0,5.0,5780.0,,2.0,12.0,,28.0,,,,,,36.0,,6.0,,,,,2.0,,,36.0,,4.0,710.0,,710.0,,27.0,37.0,33.0,10.0,,,,4600.0,,3.0,24.0,7.0,40.0,,,,Southern Highlands and Shoalhaven
115,161.0,,768.0,491.0,,,,,768.0,,,,,,,,,,,,,,,,,29.0,40.0,238691.0,165631.0,,,,,,,,,,,,,,5416667.0,,,,,,,11917.0,,,,,1041124.0,68902.0,6301.0,75203.0,209.0,202.0,,202.0,,,,,,,,,2939.0,603.0,,603.0,,,,147412.0,2356.0,,2356.0,,,,,,2480.0,314.0,,314.0,,,,1685.0,,,,,,8392.0,,13530.0,,50306.0,1348.0,,1348.0,2655.0,244.0,2899.0,34.0,,,,8392.0,,,,,30.0,,10712.0,5817.0,4895.0,,405.0,,,,,,,,,,,,,,,,,,,,,27.0,,27.0,27.0,,161.0,285.0,,1373.0,,,31.0,72.0,5753.0,129.0,550.0,25.0,7673.0,,120000.0,,,,,,,,,,,,96.0,18944.0,,,,224.0,382.0,34.0,57.0,6.0,11.0,17.0,27.0,,,,,738.0,455834.0,1.0,1467.0,,20.0,107827.0,,,143.0,2999.0,45.0,45.0,179658.0,178983.0,674.0,2184.0,,,110.0,,80.0,307.0,82.0,123035.0,2452702.0,168917.0,99.0,2575737.0,10.0,257.0,7266113.0,164957.0,7.0,3.0,385.0,,,,,,,,54.0,60.0,,1053.0,1900.0,61.0,448.0,9.0,7.0,9.0,,310022.0,24263.0,491.0,181.0,491.0,,,15.0,1.0,,,,1200.0,5390.0,,,,4000.0,3996.0,0.0,,,1.0,5.0,,,,,,,,,25992.0,,2.0,,,63.0,,100.0,25.0,44.0,7.0,,,0.0,37.0,,,,,2.0,12.0,,8.0,,,,,,32.0,26.0,7.0,,,,,,4.0,27.0,13.0,,54.0,,,Sydney - Baulkham Hills and Hawkesbury
116,16.0,83.0,1123.0,1025.0,,,,,1290.0,,,,,,,,,,,,,,,,,,,210385.0,1180029.0,,,,,,,114.0,3.0,38.0,118.0,,8.0,167.0,4462375.0,,,,2.0,1.0,1.0,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sydney - Blacktown
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sydney - Inner South West
121,285.0,214.0,642.0,143.0,,,,,642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,11.0,,11.0,11.0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,14.0,29.0,14.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Sydney - North Sydney and Hornsby
122,2139.0,745.0,9904.0,7020.0,510.0,473.0,37.0,2050.0,9904.0,300.0,,50.0,,,1400.0,,,1200.0,,150.0,,,4000.0,,,,,,,139466.0,,139466.0,300.0,,300.0,2252.0,,,,,,,,488.0,473.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,313.0,7.0,304.0,30972.0,,,2.0,,2.0,1.0,0.0,,,,,,36.0,,,,,,,,,,,,,,129.0,,7.0,100.0,250.0,100.0,250.0,100.0,250.0,,,,821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,465.0,465.0,,,,,,,,,,,,,100.0,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,Sydney - Northern Beaches
123,410.0,1360.0,5032.0,3262.0,971.0,,971.0,121.0,,,,,74.0,,,,,,,,295.0,,,,,59.0,221.0,82268.0,,,,,,,,,223.0,752.0,2169.0,199.0,306.0,3650.0,1542780.0,273.0,,273.0,22.0,20.0,2.0,319.0,,,,,6111.0,4889.0,270.0,5159.0,1348.0,108.0,,108.0,,,,,,,,,,,,,,,,135.0,13.0,,13.0,,,,,,674.0,40.0,,40.0,20852.0,13369.0,13369.0,,46.0,,,,,,31769.0,270.0,32038.0,270.0,20.0,,20.0,54.0,,54.0,9.0,,,,,,,,,9.0,,876.0,876.0,,12399.0,,12399.0,39190.0,,,,,1.0,36668.0,,,,,,,,,,,,,333.0,,333.0,339.0,,24.0,167.0,,60.0,68.0,58.0,,5.0,1000.0,,6642.0,1702.0,181.0,37.0,,,,47.0,,,,,,,,,3923.0,585503.0,142.0,166.0,1234.0,148.0,499.0,65.0,111.0,,,,1453.0,,,,,51.0,123668.0,,,,15.0,92229.0,,,,5285.0,4.0,4.0,25468.0,19657.0,5811.0,291.0,,,20.0,242.0,24.0,240.0,96.0,521209.0,1370056.0,69304.0,103.0,1891265.0,3.0,86.0,342359.0,2476.0,,,52.0,8.0,8.0,,42319.0,42319.0,,100.0,,100.0,3188.0,,3188.0,2.0,27.0,16.0,13.0,16.0,,464295.0,31496.0,528.0,63.0,528.0,,,1.0,13.0,,,,,6007.0,,,,4510.0,5805.0,20.0,,12.0,4.0,,,,,42.0,,,,5439.0,18405.0,20.0,7.0,,,10.0,,,25.0,138.0,,,,,13.0,4.0,,,,2.0,,,17.0,5000.0,,5000.0,,,32.0,32.0,16.0,,7.0,,60000.0,,10.0,5.0,15.0,,33.0,,,Sydney - Outer South West
124,532.0,814.0,2338.0,993.0,4599.0,2500.0,2099.0,70.0,2758.0,,,,,,,70.0,,,,,,,,211.0,,4.0,63.0,,947191.0,,,,,,,,217.0,140.0,,,62.0,420.0,14201051.0,2146.0,,2146.0,5.0,5.0,,,,,,,,,,,,,,,11.0,2.0,,2.0,,,,,,,,,3058.0,,3058.0,1222.0,244.0,,244.0,,,,,9173.0,,,,,35867.0,1524.0,1524.0,,240.0,18358.0,104901.0,18358.0,,1467.0,63945.0,,63945.0,558744.0,37232.0,,37232.0,4.0,,4.0,15.0,2.0,,2.0,1467.0,,,,,15.0,,152.0,152.0,,1901.0,,1901.0,42070.0,,,,,,,,,,,,,,,,,,,2332.0,,2332.0,271.0,6058.0,23.0,47.0,558.0,,71.0,64.0,8.0,,,,1266.0,,5424.0,225.0,,,,,,,,,,,,,82.0,42816.0,1593.0,,,28.0,110.0,,,,,,6463.0,,,,,481.0,2926.0,4.0,5078.0,,3.0,4232.0,,,120.0,3678.0,8.0,8.0,30468.0,30468.0,,,,,4.0,106.0,35.0,136.0,41.0,272881.0,616525.0,34251.0,44.0,889406.0,1.0,81.0,1922926.0,55219.0,,,175.0,,,,,,,4.0,,4.0,148.0,,148.0,31.0,257.0,3.0,,3.0,,631253.0,27401.0,631.0,,631.0,,,,,5.0,,,1200.0,1667.0,,,,3601.0,3601.0,,,25.0,15.0,,,,,15.0,,,,6710.0,20172.0,18.0,2.0,3.0,,5.0,,,56.0,35.0,24.0,,6.0,,15.0,,,,,,22.0,,,,,,,,35.0,35.0,8.0,,,,,,4.0,,23.0,,230.0,3.0,,Sydney - Outer West and Blue Mountains
127,764.0,88.0,,870.0,30.0,,30.0,2305.0,5529.0,1025.0,,,,,,,825.0,4100.0,,,,,,,2504.0,,,316716.0,,,,,,,,4862.0,410.0,957.0,2345.0,,95.0,3807.0,6766816.0,,,,22.0,12.0,11.0,107667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,93.0,542.0,93.0,,8.0,102.0,,102.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,50069.0,,,,,,,,,,,,,,,,10.0,,1834.0,13738.0,83.0,518.0,60.0,50.0,,,200423.0,,3409.0,120.0,2364.0,0.0,54000.0,150.0,468.0,,405.0,,50.0,,,646.0,,74.0,114.0,193745.0,,,,2034.0,14310.0,50.0,104.0,,,,40.0,,,,,,,4.0,5078.0,,2.0,3106.0,,,6.0,142.0,,,,,,,,,2.0,8.0,,,,,1994137.0,133503.0,13.0,1994137.0,20.0,794.0,,56631.0,,,361.0,,,,,,,,,,,,,2.0,11.0,21.0,12.0,21.0,,938683.0,82541.0,1355.0,417.0,1355.0,,,,,,,4.0,1200.0,1974.0,,25.0,2.0,,,,,5.0,,,,,,69.0,,,,,,,7.0,,,,,,40.0,70.0,,,6.0,,,,3.0,1.0,,2.0,,,,,,,,,,,7.0,,,,10816.0,,,34.0,11.0,,66.0,,3.0,Sydney - South West
201,7791.0,21803.0,,,,,,,,,,,,,,703.0,,,,,,,,1849.0,340762.0,,,150724.0,1224313.0,,,,,,,,858.0,3544.0,7188.0,954.0,2290.0,14835.0,3997464.0,,,,12.0,12.0,,85.0,,,,,1822.0,87.0,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503.0,48.0,,48.0,,,,,8.0,1445.0,5781.0,1445.0,,,1734.0,,1734.0,,,,,,,,4.0,58.0,,58.0,,,96.0,,96.0,2.0,2.0,,,,,,,,,,,,1.0,25.0,502.0,502.0,,2427.0,,,,,502.0,502.0,,2427.0,,,,,,2859.0,10292.0,72.0,1.0,61.0,60.0,1.0,1.0,1.0,,169.0,1.0,20991.0,2.0,,809.0,4825.0,2792.0,,307.0,12575.0,,,,427.0,35339.0,1650.0,9253.0,,1872.0,12509.0,,,18620.0,102554.0,48068.0,4522.0,52590.0,,,,,,,,,,,16.0,41464.0,,,3.0,13.0,,,,,,,26.0,1984.0,15.0,46.0,,,0.0,372.0,,,0.0,372.0,,,2303653.0,84460.0,,,31.0,,,,,,,,657.0,,,16353.0,,,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,21.0,,,,,,2661.0,,5.0,2.0,,,,76.0,3.0,6.0,,,,,19.0,,,,3000.0,3000.0,,,,,,,,,27.0,,,4.0,,,,6.0,,1.0,,,,31.0,,,,,25.0,43.0,39.0,,,7.0,,20.0,,,10.0,,,10.0,,5.0,Ballarat
202,4151.0,,,,,,,,77873.0,,921.0,,,,,,,,7345.0,70916.0,,,,,,,,256141.0,,,,,,,,,872.0,7360.0,22495.0,690.0,8242.0,39659.0,6977534.0,,269605.0,,2.0,2.0,,20000.0,98.0,0.0,98.0,,,,13027.0,,,,,,,,,,,,,,73082.0,30981.0,14764.0,45745.0,,,,,,,,,,,,,45112.0,1657.0,,1657.0,,,,,3660.0,1164749.0,28989225.0,880714.0,284034.0,141.0,1171750.0,318338.0,1490087.0,,,,,,,,,16728.0,6512.0,10216.0,141.0,,,,,,,,,,,,,,,,,,,,,,,5466.0,,,,,,,,5466.0,,249268.0,,,,,39315.0,5.0,,3.0,3.0,0.0,,,,180.0,,,3660.0,598788.0,5324.0,21128.0,12022.0,,,12606.0,,,,,17617.0,26218.0,559.0,187037.0,6056.0,37081.0,,,,62860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36416.0,3642.0,,,2.0,,,,,,,,,,,,,,,,1.0,2.0,,693455.0,12386.0,,12.0,706.0,,0.0,,,,,4.0,,,,,2.0,,,,,,,2.0,,,,51.0,,,,,,,,,8.0,,,49.0,,10.0,,3.0,33.0,,,,,1.0,,,,,27.0,,,,,,,,,,,,,,,10.0,56.0,93.0,97.0,,4.0,Bendigo
203,7545.0,4779.0,23110.0,10786.0,344316.0,264854.0,79462.0,,35075.0,,116.0,2794.0,,,,,,,1486.0,11349.0,,,,,98431.0,2344.0,16137.0,740410.0,3497717.0,,,,,,,,72.0,1486.0,6887.0,1725.0,1795.0,11966.0,16861681.0,299835.0,165544.0,,471.0,468.0,2.0,13173.0,,,,,,,,,1888.0,103.0,,103.0,,,,,,,,,57.0,9.0,,9.0,,,,,,,,,,,,,,,,,659.0,34.0,34.0,,121.0,28250.0,274190.0,28250.0,,,28430.0,,28430.0,,,,,,,,,,,,,,,,,,,,,,34.0,,34.0,1000.0,,,,,5.0,2563.0,139.0,131.0,8.0,509.0,,,,,139.0,131.0,8.0,509.0,256469.0,129574.0,,180790.0,,883.0,4245.0,529.0,13.0,,,25.0,,,,505.0,8789.0,145.0,116.0,279653.0,440.0,3288.0,184.0,12113.0,387.0,3921.0,,,22267.0,465.0,11047.0,,100000.0,81877.0,2515.0,12363.0,13825.0,,10158.0,32715.0,47945.0,7581.0,55526.0,606983.0,,,,,,,,,347.0,54.0,473308.0,,,,,,,,,,,,,,,1.0,8.0,247.0,3257153.0,753520.0,,249.0,4010673.0,,,,,10.0,345.0,32.0,1.0,1.0,,2576.0,2576.0,,,,,,,,,,0.0,,0.0,,10304.0,618.0,10.0,,10.0,,,,18.0,,,4.0,,8787.0,,,2.0,,,,,,7.0,7.0,,,,34.0,,,,13162.0,16089.0,,,,13.0,,,66.0,,,19.0,,10.0,,,,,3.0,,,29.0,,,3333.0,,3333.0,,,,,,,5.0,,500.0,,10.0,,17.0,,167.0,,5.0,Geelong
