SA4_MAIN11,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P,SA4_NAME11
111,167926,174679,342605,10594,10050,20644,21066,19798,40864,11493,10859,22352,12046,11962,24008,21124,21105,42229,22015,22826,44841,22926,23805,46731,20639,21596,42235,14272,15498,29770,8709,11493,20202,3042,5686,8728,158892,166949,325841,9034,7731,16765,4597,4805,9402,123,130,253,85,72,157,4805,5007,9812,141642,147736,289378,18122,19134,37256,151721,158192,309913,9415,10228,19643,153133,160195,313328,2643,2497,5140,19173,18073,37246,8003,7867,15870,4464,5028,9492,5162,7416,12578,52193,56639,108832,9256,8185,17441,42781,44471,87252,13620,15511,29131,7426,8329,15755,691,699,1390,156351,163443,319794,9394,9504,18898,Newcastle and Lake Macquarie
112,110592,117027,227619,6895,6399,13294,14772,14289,29061,7441,6942,14383,5353,5119,10472,9959,10817,20776,13373,15187,28560,16436,17891,34327,16322,16422,32744,10709,11374,22083,6934,8478,15412,2398,4109,6507,104057,111306,215363,6535,5721,12256,3691,3928,7619,225,207,432,256,230,486,4172,4365,8537,90746,96084,186830,13572,14811,28383,101399,107525,208924,4046,4662,8708,99486,105859,205345,1617,1556,3173,13314,12874,26188,5067,5103,10170,1344,1699,3043,2712,5452,8164,31821,36070,67891,6804,7071,13875,27808,30157,57965,8532,8851,17383,6267,6227,12494,295,233,528,102378,109229,211607,8955,9252,18207,Richmond - Tweed
113,74870,75250,150120,5301,5209,10510,11042,10386,21428,5570,5225,10795,4952,4766,9718,8459,8549,17008,9323,9503,18826,10288,10111,20399,9100,8748,17848,6196,6287,12483,3606,4374,7980,1033,2092,3125,70377,71359,141736,4493,3891,8384,3385,3429,6814,76,62,138,40,37,77,3501,3528,7029,64151,64900,129051,6597,6409,13006,66006,67450,133456,4768,4811,9579,67084,68690,135774,1202,1185,2387,9855,9236,19091,3652,3689,7341,1230,1628,2858,1699,2938,4637,17665,21301,38966,4221,4304,8525,19536,18872,38408,6117,5784,11901,4936,4246,9182,287,311,598,67602,69303,136905,7140,5547,12687,Riverina
114,66877,70130,137007,3918,3840,7758,8733,8464,17197,4433,4233,8666,3199,2906,6105,5462,5654,11116,7481,8198,15679,9308,9915,19223,9619,10448,20067,8442,8701,17143,4880,5434,10314,1402,2336,3738,62330,66239,128569,4547,3890,8437,2399,2499,4898,65,63,128,46,39,85,2510,2601,5111,53889,56733,110622,8941,9531,18472,60735,64143,124878,2373,2782,5155,60112,63717,123829,1082,1058,2140,7822,7580,15402,3013,3042,6055,665,767,1432,1297,2593,3890,18003,20347,38350,3769,3904,7673,17478,18807,36285,5833,6095,11928,3612,3368,6980,177,129,306,60303,64130,124433,5070,4851,9921,Southern Highlands and Shoalhaven
115,104018,106395,210413,6857,6386,13243,16181,15107,31288,8397,7764,16161,6959,6643,13602,10038,10592,20630,14721,16682,31403,15835,16582,32417,13120,13358,26478,7681,7400,15081,3184,3738,6922,1044,2144,3188,100332,103470,203802,3686,2924,6610,574,534,1108,18,13,31,17,18,35,609,565,1174,70409,71408,141817,30050,31455,61505,77229,78201,155430,23640,25305,48945,92572,94515,187087,1962,1912,3874,15149,14139,29288,6964,6544,13508,3083,3172,6255,2547,3913,6460,46731,49095,95826,4879,4694,9573,18140,19330,37470,4454,4547,9001,2306,2429,4735,296,410,706,98912,101659,200571,3480,3869,7349,Sydney - Baulkham Hills and Hawkesbury
116,150742,152786,303528,13212,12413,25625,24096,22302,46398,11206,10727,21933,10544,10169,20713,22772,24210,46982,22449,23083,45532,19408,19721,39129,14655,15249,29904,7967,8230,16197,3574,4748,8322,858,1935,2793,146595,149400,295995,4147,3387,7534,3910,3916,7826,129,116,245,72,66,138,4111,4098,8209,87263,87688,174951,56215,58137,114352,88803,89396,178199,54801,57572,112373,125661,127935,253596,2761,2521,5282,21319,19778,41097,7874,7839,15713,3332,3490,6822,4392,6543,10935,55027,58155,113182,6963,6688,13651,27223,27219,54442,7784,8381,16165,6150,7382,13532,971,1603,2574,143870,147053,290923,6048,5323,11371,Sydney - Blacktown
117,136858,127686,264544,6403,5930,12333,7613,7234,14847,4939,5203,10142,13493,14605,28098,37897,35842,73739,25401,20916,46317,17126,13894,31020,12082,11172,23254,7102,6800,13902,3849,4262,8111,954,1828,2782,131287,122737,254024,5570,4950,10520,1680,1791,3471,63,53,116,43,46,89,1786,1890,3676,65796,61740,127536,54883,52951,107834,79708,71396,151104,41692,44039,85731,93375,88539,181914,1086,996,2082,6439,6201,12640,3476,3901,7377,6195,7300,13495,9816,11121,20937,81123,76773,157896,4836,3954,8790,12004,10725,22729,2994,2884,5878,3795,4499,8294,1106,1574,2680,116276,111729,228005,27597,20873,48470,Sydney - City and Inner South
118,121601,127945,249546,7821,7436,15257,11586,11069,22655,6127,5821,11948,10061,10450,20511,24625,25888,50513,19905,20382,40287,14935,15433,30368,11913,12640,24553,7886,8791,16677,4786,6256,11042,1956,3778,5734,116399,123156,239555,5202,4789,9991,1058,1013,2071,49,45,94,30,17,47,1137,1075,2212,65459,69311,134770,44270,47426,91696,81674,86477,168151,27372,31026,58398,88972,97141,186113,1813,1776,3589,10161,9863,20024,4876,4776,9652,5383,5614,10997,5667,7098,12765,69331,74612,143943,4076,4254,8330,10148,11893,22041,2775,3111,5886,2393,3170,5563,405,597,1002,104813,113711,218524,15809,13812,29621,Sydney - Eastern Suburbs
119,258320,265288,523608,19089,17985,37074,33812,31515,65327,16742,15479,32221,18311,17891,36202,39656,40558,80214,36003,38080,74083,34216,35324,69540,26854,27687,54541,17888,18863,36751,11753,14444,26197,3995,7463,11458,251794,259400,511194,6527,5888,12415,1413,1551,2964,101,94,195,30,46,76,1544,1691,3235,133690,136256,269946,107973,113439,221412,100432,102472,202904,143049,149247,292296,209508,216892,426400,3824,3639,7463,29155,27413,56568,12866,12300,25166,7894,7666,15560,9381,11437,20818,111422,113049,224471,10385,9829,20214,37209,39145,76354,10311,11937,22248,13385,16881,30266,3911,5964,9875,243553,250667,494220,14084,14217,28301,Sydney - Inner South West
120,127950,135610,263560,8841,8410,17251,13066,12407,25473,6480,6339,12819,9552,9451,19003,24047,24689,48736,20662,22418,43080,17132,18574,35706,13101,14433,27534,8102,8868,16970,5267,6525,11792,1700,3497,5197,123480,131465,254945,4471,4145,8616,688,773,1461,35,42,77,26,20,46,749,835,1584,68097,73039,141136,50947,54488,105435,70302,74149,144451,49342,54178,103520,98389,106942,205331,1827,1726,3553,11709,11205,22914,5236,5351,10587,4863,4881,9744,6192,8086,14278,69487,74241,143728,4571,4304,8875,12948,14609,27557,3423,3964,7387,4656,6077,10733,1109,1747,2856,116832,125434,242266,10073,9551,19624,Sydney - Inner West
121,180121,194544,374665,11942,11389,23331,23435,22238,45673,11054,10880,21934,10734,10988,21722,25576,27741,53317,27860,30837,58697,25599,27887,53486,20137,22269,42406,13330,14476,27806,7471,9688,17159,2982,6151,9133,172348,187520,359868,7772,7025,14797,369,404,773,34,38,72,7,17,24,410,459,869,106745,114023,220768,64053,71253,135306,130805,138018,268823,40569,47997,88566,146960,158443,305403,3258,3108,6366,21921,20786,42707,9500,9560,19060,5657,5983,11640,6724,9893,16617,107276,114154,221430,6365,7707,14072,14744,20062,34806,4177,5124,9301,2282,3008,5290,444,685,1129,166811,181003,347814,11445,12573,24018,Sydney - North Sydney and Hornsby
122,116427,121213,237640,8716,8305,17021,15603,14625,30228,6829,6258,13087,6234,5840,12074,14522,15053,29575,18659,19928,38587,16678,17181,33859,12875,13500,26375,9056,9765,18821,5079,6683,11762,2176,4077,6253,111165,116627,227792,5262,4585,9847,454,417,871,33,31,64,14,17,31,501,465,966,79019,82062,161081,31897,33930,65827,96428,99521,195949,14866,16960,31826,98401,102964,201365,2342,2262,4604,14450,13654,28104,5577,5246,10823,2535,2549,5084,3316,4985,8301,57297,59067,116364,5314,5513,10827,16612,19237,35849,4059,4710,8769,2166,2515,4681,346,408,754,108576,113522,222098,5625,6213,11838,Sydney - Northern Beaches
123,115649,120155,235804,9172,8784,17956,18115,17367,35482,9396,8878,18274,8229,8222,16451,15298,16467,31765,15990,17458,33448,15739,16977,32716,13350,13738,27088,6730,6849,13579,2823,3716,6539,808,1698,2506,111680,116909,228589,3969,3245,7214,3040,3397,6437,84,89,173,48,42,90,3172,3528,6700,83765,86200,169965,26041,27811,53852,89752,92652,182404,20785,22406,43191,101673,105333,207006,2210,2072,4282,16053,15443,31496,6379,6352,12731,2153,2483,4636,2542,4301,6843,34847,38978,73825,6271,6234,12505,28301,28043,56344,7580,8192,15772,4202,4650,8852,527,746,1273,109724,114288,224012,5173,5383,10556,Sydney - Outer South West
124,141340,146848,288188,10604,10220,20824,20583,19551,40134,10499,10114,20613,10022,9722,19744,18569,19365,37934,19538,20778,40316,19416,21163,40579,17391,17826,35217,9254,9822,19076,4211,5534,9745,1253,2753,4006,135870,142266,278136,5471,4580,10051,3734,3885,7619,90,86,176,35,61,96,3859,4032,7891,107757,112294,220051,26315,27679,53994,119712,124394,244106,14948,16384,31332,125212,130846,256058,2611,2420,5031,18604,17694,36298,7261,7297,14558,2556,3008,5564,3521,6042,9563,43897,49850,93747,7725,7587,15312,35152,35412,70564,9078,9423,18501,5120,5505,10625,449,575,1024,132398,138882,271280,8139,7404,15543,Sydney - Outer West and Blue Mountains
125,198298,196410,394708,15387,14684,30071,24950,23312,48262,12789,11563,24352,15416,14449,29865,36605,35238,71843,28516,27916,56432,24776,24715,49491,18943,19328,38271,11928,12252,24180,6896,8566,15462,2092,4387,6479,192990,191955,384945,5308,4455,9763,1429,1358,2787,74,71,145,37,33,70,1540,1462,3002,93994,93723,187717,91203,90867,182070,77397,77455,154852,106893,108021,214914,151858,153378,305236,2847,2721,5568,21526,20241,41767,9668,9158,18826,6342,5920,12262,8053,9699,17752,87224,86427,173651,7742,7234,14976,26872,27381,54253,7783,8452,16235,8622,10586,19208,3326,4483,7809,183216,184401,367617,15479,12191,27670,Sydney - Parramatta
126,79213,83632,162845,4900,4657,9557,9580,8731,18311,5411,4840,10251,6426,6686,13112,11475,11646,23121,11014,12091,23105,11106,11867,22973,8909,9361,18270,5338,6152,11490,3674,4792,8466,1380,2809,4189,76397,81274,157671,2816,2358,5174,232,231,463,12,20,32,12,14,26,256,265,521,44804,46094,90898,31065,34292,65357,46374,47765,94139,29777,32989,62766,64550,67742,132292,1262,1172,2434,8920,8172,17092,4644,4226,8870,3850,4221,8071,3443,4386,7829,44539,46134,90673,2885,2935,5820,8497,10435,18932,2494,3082,5576,1935,2511,4446,472,680,1152,73758,78774,152532,4957,4503,9460,Sydney - Ryde
127,178129,182037,360166,13188,12509,25697,27199,25751,52950,14298,13264,27562,12887,12734,25621,24351,25902,50253,24715,26755,51470,25213,25602,50815,18626,19176,37802,10718,10961,21679,5580,6949,12529,1355,2435,3790,173572,178099,351671,4558,3938,8496,1793,1883,3676,107,95,202,42,35,77,1942,2013,3955,88366,86249,174615,79244,85498,164742,65688,63486,129174,103072,109707,212779,151662,154044,305706,2551,2456,5007,23130,21893,45023,10594,10298,20892,4361,4891,9252,4536,6933,11469,62640,64923,127563,8716,7758,16474,29425,27809,57234,8683,9127,17810,11049,13935,24984,4770,7530,12300,169283,173756,343039,8337,7985,16322,Sydney - South West
128,102848,107419,210267,7182,6703,13885,13523,12836,26359,6847,6563,13410,6777,6588,13365,12749,13176,25925,14671,15716,30387,14566,15458,30024,12632,12887,25519,7748,8376,16124,4594,6078,10672,1559,3038,4597,98818,104016,202834,4031,3403,7434,852,783,1635,44,31,75,9,13,22,905,827,1732,81161,84488,165649,17437,19022,36459,87946,91199,179145,11286,13011,24297,93584,97731,191315,1906,1857,3763,12619,11953,24572,5555,5395,10950,2519,2617,5136,2486,3844,6330,42437,45012,87449,5279,4686,9965,22192,23890,46082,4723,5957,10680,2329,2889,5218,243,308,551,97551,102405,199956,3657,3989,7646,Sydney - Sutherland
197,56,56,112,0,0,0,3,3,6,0,0,0,3,0,3,3,0,3,5,4,9,10,3,13,9,18,27,13,14,27,11,14,25,0,0,0,55,55,110,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,37,65,27,18,45,40,43,83,13,8,21,48,53,101,0,0,0,6,0,6,0,0,0,0,0,0,4,0,4,20,11,31,3,3,6,6,12,18,6,11,17,8,7,15,0,0,0,0,0,0,1001,1098,2099,Migratory - Offshore - Shipping (NSW)
199,7592,5326,12918,306,248,554,329,299,628,386,374,760,702,610,1312,1497,1159,2656,1370,732,2102,1218,674,1892,963,719,1682,624,346,970,147,94,241,50,71,121,0,0,0,7592,5326,12918,481,373,854,22,11,33,19,7,26,522,391,913,4867,3413,8280,1732,1386,3118,4850,3768,8618,891,824,1715,4838,3785,8623,36,36,72,256,233,489,150,175,325,139,157,296,199,280,479,2150,1971,4121,376,285,661,1458,1049,2507,506,365,871,390,188,578,68,30,98,0,0,0,0,0,0,Special Purpose Codes SA4 (NSW)
201,71327,74908,146235,4782,4597,9379,9446,8964,18410,5296,5064,10360,4657,4638,9295,7630,8150,15780,9096,9910,19006,9949,10565,20514,9590,9957,19547,6387,6684,13071,3466,4327,7793,1028,2052,3080,67146,71013,138159,4180,3896,8076,698,737,1435,69,62,131,13,19,32,780,818,1598,60958,64266,125224,6684,7016,13700,65401,69238,134639,2687,2748,5435,64902,68741,133643,962,931,1893,8545,8101,16646,3731,3853,7584,1452,1785,3237,1636,2866,4502,20297,25340,45637,9141,9762,18903,12044,10962,23006,5913,5239,11152,4420,4674,9094,243,195,438,65649,69263,134912,4494,4488,8982,Ballarat
202,68587,72109,140696,4616,4257,8873,9148,8803,17951,4895,4818,9713,4272,4284,8556,7178,7639,14817,8682,9328,18010,9550,10418,19968,9371,9648,19019,6233,6430,12663,3503,4327,7830,1140,2156,3296,64496,68441,132937,4090,3669,7759,834,835,1669,44,43,87,17,18,35,895,896,1791,59430,62926,122356,5692,5733,11425,63143,66833,129976,2090,2294,4384,62511,66523,129034,793,795,1588,8276,7975,16251,3391,3613,7004,1133,1576,2709,1483,2808,4291,19354,24386,43740,8676,9082,17758,11670,10729,22399,5608,5132,10740,4433,4651,9084,222,167,389,62976,66786,129762,4335,4296,8631,Bendigo
