sa4_code_2011,sa4_name_2011,year,reg_mv_pas_vhcls,reg_mv_campervans,reg_mv_lt_comm_vhcls,reg_mv_lt_rgd_trks,reg_mv_hvy_rgd_trks,reg_mv_artcltd_trks,reg_mv_non_frght_trks,reg_mv_buses,reg_mv_mtrcycls,reg_mv_tot_vhcls,reg_mv_ptrl_fuel,reg_mv_disl_fuel,reg_mv_lpg_dl_oth_fuel,trst_accom_est_wth_15_more_rms,ag_area_hldng_ha,ag_area_brdacr_crps_crl_ha,ag_area_veg_ha,ag_area_orchd_nut_trs_ha,ag_area_all_frt_exc_grp_ha,ag_area_brdacr_crp_non_crl_ha,ag_comm_diary_ctl,ag_comm_meat_ctl,ag_comm_sheep,ag_comm_pigs,ag_grs_val_ag_prod_,ag_grs_val_crps_,ag_grs_val_livstk_slghtr_,ag_grs_val_livstk_prdct_,empl_industry_ag_frst_fsh_pc,empl_industry_mining_pc,empl_industry_mnfctrng_pc,empl_industry_elc_gs_wtr_wst_pc,empl_industry_construction_pc,empl_industry_whlsle_trd_pc,empl_industry_retail_trd_pc,empl_industry_accom_food_pc,empl_industry_trnsprt_pst_wrhsng_pc,empl_industry_infomedia_telecom_pc,empl_industry_financ_insur_pc,empl_industry_rent_rl_est_pc,empl_industry_prof_sci_tech_pc,empl_industry_admin_supp_pc,empl_industry_pub_admin_safety_pc,empl_industry_edu_train_pc,empl_industry_hlth_soc_ass_pc,empl_industry_art_rec_pc,empl_industry_oth_serv_pc,empl_industry_tot,bus_industry_ag_frst_fsh,bus_industry_mining,bus_industry_mnfctrng,bus_industry_elc_gs_wtr_wst,bus_industry_construction,bus_industry_whlsle_trd,bus_industry_retail_trd,bus_industry_accom_food,bus_industry_trnsprt_pst_wrhsng,bus_industry_infomedia_telecom,bus_industry_financ_insur,bus_industry_rent_rl_est,bus_industry_prof_sci_tech,bus_industry_admin_supp,bus_industry_pub_admin_safety,bus_industry_edu_train,bus_industry_hlth_soc_ass,bus_industry_art_rec,bus_industry_oth_serv,bus_industry_current_unkwn,bus_industry_tot
103,Central West,2014,104210,456.0,47637,1590.0,5381,1716.0,121.0,833.0,8387,170331,117916,49496,2921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6565.0,97.0,676.0,51.0,2587.0,490.0,1145.0,831.0,1141.0,54.0,799.0,1330.0,1067.0,422.0,39.0,154.0,740.0,165.0,845.0,149.0,19347.0
103,Central West,2013,103692,456.0,45695,1571.0,5398,1702.0,128.0,871.0,8037,167550,119152,45295,3096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6460.0,104.0,675.0,52.0,2528.0,484.0,1165.0,788.0,1130.0,55.0,762.0,1347.0,1046.0,423.0,45.0,154.0,681.0,162.0,835.0,192.0,19088.0
103,Central West,2012,101765,431.0,43845,1508.0,5412,1682.0,129.0,894.0,7686,163352,118916,41402,3035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6604.0,110.0,687.0,52.0,2556.0,509.0,1239.0,805.0,1161.0,55.0,758.0,1338.0,1075.0,438.0,49.0,159.0,649.0,165.0,846.0,177.0,19432.0
103,Central West,2011,99872,432.0,41964,1477.0,5393,1691.0,125.0,838.0,7448,159240,118153,37962,3121,,5566678.0,1146587.0,1836.0,2906.0,2925.0,149295.0,16530.0,614545.0,5509397.0,16019.0,1563.1,969.9,322.7,270.5,10.0,6.0,8.2,1.6,6.5,2.7,10.4,6.7,4.3,0.9,1.4,1.1,3.6,2.4,6.6,8.8,11.9,0.8,3.8,85663.0,6633.0,105.0,673.0,51.0,2527.0,513.0,1286.0,796.0,1177.0,61.0,731.0,1318.0,1056.0,437.0,52.0,152.0,639.0,177.0,845.0,140.0,19369.0
103,Central West,2010,98673,406.0,40630,1476.0,5183,1271.0,119.0,822.0,7407,155987,117912,34977,3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Coffs Harbour - Grafton,2014,73955,582.0,18911,711.0,1970,353.0,62.0,618.0,5089,102251,77982,22347,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918.0,26.0,442.0,22.0,1788.0,252.0,766.0,569.0,489.0,69.0,612.0,916.0,770.0,313.0,22.0,120.0,626.0,145.0,509.0,119.0,10493.0
104,Coffs Harbour - Grafton,2013,73278,571.0,18112,674.0,1871,330.0,60.0,591.0,4896,100383,78009,20360,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928.0,28.0,461.0,21.0,1823.0,252.0,780.0,567.0,500.0,64.0,597.0,915.0,774.0,314.0,26.0,109.0,569.0,150.0,500.0,133.0,10511.0
104,Coffs Harbour - Grafton,2012,72298,550.0,17540,676.0,1891,318.0,58.0,561.0,4672,98564,77633,18908,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,26.0,480.0,26.0,1931.0,268.0,836.0,573.0,513.0,70.0,588.0,921.0,826.0,340.0,28.0,115.0,559.0,168.0,506.0,135.0,10853.0
104,Coffs Harbour - Grafton,2011,71613,530.0,17108,681.0,1860,322.0,58.0,557.0,4666,97395,77593,17754,2048,,452791.0,4316.0,269.0,650.0,1874.0,7432.0,11633.0,150944.0,2190.0,345.0,191.3,122.7,48.3,20.3,4.8,0.4,6.3,1.1,8.8,2.7,13.3,9.5,3.8,1.1,1.9,1.7,4.1,2.9,6.9,8.6,14.8,1.4,3.9,50539.0,2017.0,23.0,496.0,28.0,1960.0,277.0,846.0,564.0,514.0,65.0,575.0,900.0,835.0,342.0,28.0,109.0,540.0,173.0,508.0,107.0,10907.0
104,Coffs Harbour - Grafton,2010,70515,526.0,16631,685.0,1832,318.0,61.0,537.0,4639,95744,76973,16725,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Far West and Orana,2014,54367,256.0,27096,913.0,3232,1236.0,81.0,566.0,3908,91655,61350,28953,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4483.0,89.0,292.0,35.0,1347.0,271.0,668.0,558.0,686.0,34.0,461.0,752.0,476.0,230.0,24.0,91.0,405.0,75.0,517.0,123.0,11617.0
105,Far West and Orana,2013,54397,265.0,26358,890.0,3216,1324.0,89.0,585.0,3828,90952,62265,27278,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4387.0,91.0,295.0,37.0,1328.0,270.0,680.0,535.0,665.0,31.0,447.0,748.0,486.0,242.0,23.0,86.0,396.0,81.0,513.0,130.0,11471.0
105,Far West and Orana,2012,53733,242.0,25153,861.0,3254,1280.0,83.0,593.0,3627,88826,62154,25300,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4413.0,114.0,309.0,44.0,1385.0,281.0,735.0,561.0,701.0,34.0,436.0,740.0,477.0,254.0,25.0,100.0,379.0,95.0,522.0,123.0,11728.0
105,Far West and Orana,2011,53267,234.0,24225,842.0,3248,1280.0,87.0,578.0,3495,87256,62086,23795,1371,,27254489.0,1270575.0,205.0,1056.0,1065.0,396872.0,7424.0,774455.0,6027496.0,8738.0,1649.8,1084.9,352.3,212.6,13.5,4.0,4.5,1.6,5.8,3.0,10.6,6.9,4.2,0.8,1.6,0.9,3.1,2.3,7.8,9.1,13.2,1.2,3.8,48088.0,4466.0,115.0,304.0,39.0,1347.0,291.0,734.0,546.0,689.0,33.0,419.0,733.0,479.0,256.0,23.0,100.0,388.0,90.0,524.0,104.0,11680.0
105,Far West and Orana,2010,52801,224.0,23575,842.0,3143,972.0,81.0,552.0,3461,85651,62077,22210,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Hunter Valley exc Newcastle,2014,141865,739.0,40568,1670.0,4020,970.0,96.0,945.0,11834,202707,150714,47389,4603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2882.0,85.0,757.0,35.0,2778.0,404.0,1177.0,863.0,1029.0,59.0,1375.0,1679.0,1493.0,621.0,56.0,204.0,667.0,204.0,945.0,264.0,17577.0
106,Hunter Valley exc Newcastle,2013,140888,705.0,39176,1683.0,4073,950.0,104.0,960.0,11265,199804,151382,43578,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2901.0,87.0,769.0,33.0,2779.0,404.0,1202.0,851.0,1054.0,61.0,1238.0,1674.0,1503.0,612.0,58.0,212.0,639.0,212.0,930.0,314.0,17533.0
106,Hunter Valley exc Newcastle,2012,137071,650.0,36824,1647.0,4173,897.0,141.0,962.0,10477,192842,149205,38800,4835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2944.0,96.0,796.0,34.0,2867.0,417.0,1248.0,882.0,1087.0,63.0,1197.0,1698.0,1520.0,690.0,58.0,216.0,638.0,229.0,967.0,330.0,17977.0
106,Hunter Valley exc Newcastle,2011,133597,634.0,34797,1525.0,3991,901.0,115.0,910.0,9987,186457,146516,34741,5193,,1046482.0,10837.0,240.0,1203.0,1210.0,4642.0,37198.0,348266.0,196894.0,469.0,330.6,51.9,206.0,72.7,3.4,9.2,10.1,1.7,7.9,2.9,10.7,7.9,4.3,0.7,1.7,1.6,4.3,3.1,6.3,6.1,10.2,1.1,4.8,107286.0,2970.0,100.0,786.0,33.0,2851.0,446.0,1287.0,875.0,1091.0,63.0,1082.0,1661.0,1532.0,678.0,62.0,215.0,617.0,232.0,940.0,262.0,17783.0
106,Hunter Valley exc Newcastle,2010,130323,603.0,33290,1528.0,3914,880.0,109.0,890.0,9615,181152,144328,32000,4825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Illawarra,2014,158431,597.0,26714,1513.0,2318,515.0,107.0,740.0,9719,200654,167235,27794,5632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0,33.0,682.0,34.0,3105.0,489.0,1315.0,786.0,995.0,118.0,1243.0,1627.0,1986.0,630.0,74.0,277.0,1242.0,254.0,920.0,221.0,16403.0
107,Illawarra,2013,154954,553.0,25526,1454.0,2208,518.0,89.0,708.0,9201,195211,165481,23881,5848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.0,38.0,702.0,35.0,3073.0,498.0,1318.0,753.0,1011.0,100.0,1172.0,1611.0,1945.0,615.0,84.0,281.0,1192.0,253.0,912.0,267.0,16248.0
107,Illawarra,2012,152806,507.0,24489,1455.0,2302,561.0,90.0,663.0,8795,191668,165008,20758,5905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,38.0,733.0,34.0,3207.0,527.0,1375.0,784.0,1068.0,111.0,1168.0,1663.0,1945.0,659.0,86.0,296.0,1171.0,264.0,947.0,285.0,16778.0
107,Illawarra,2011,150673,436.0,23682,1464.0,2314,550.0,98.0,699.0,8523,188439,164188,18339,5916,,17729.0,89.0,12.0,37.0,37.0,,11391.0,6874.0,7566.0,27.0,30.6,3.8,8.4,18.3,0.4,2.6,9.9,1.1,7.9,2.6,10.5,7.2,5.1,1.2,3.6,1.5,5.2,3.1,7.0,10.4,13.3,1.4,4.0,119424.0,439.0,34.0,735.0,37.0,3231.0,532.0,1406.0,807.0,1094.0,109.0,1201.0,1673.0,1985.0,676.0,81.0,287.0,1103.0,271.0,968.0,236.0,16905.0
107,Illawarra,2010,147859,413.0,22940,1421.0,2183,541.0,98.0,713.0,8143,184311,162231,16318,5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Mid North Coast,2014,119239,1022.0,28678,1190.0,3225,579.0,91.0,762.0,7821,162607,125297,33598,3712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3034.0,33.0,600.0,31.0,2892.0,383.0,1167.0,829.0,856.0,62.0,855.0,1389.0,1066.0,430.0,42.0,172.0,878.0,192.0,761.0,125.0,15797.0
108,Mid North Coast,2013,117398,956.0,27330,1138.0,3215,578.0,101.0,763.0,7352,158831,124397,30584,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098.0,33.0,607.0,29.0,2856.0,380.0,1179.0,820.0,862.0,62.0,831.0,1394.0,1050.0,424.0,42.0,166.0,823.0,185.0,735.0,148.0,15724.0
108,Mid North Coast,2012,115047,912.0,26180,1128.0,3215,546.0,102.0,767.0,6979,154876,123054,27993,3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3192.0,37.0,622.0,36.0,2988.0,402.0,1249.0,851.0,896.0,70.0,814.0,1406.0,1087.0,461.0,44.0,171.0,805.0,206.0,770.0,146.0,16253.0
108,Mid North Coast,2011,113190,871.0,25479,1112.0,3185,535.0,92.0,745.0,6841,152050,122225,25976,3839,,619311.0,217.0,302.0,1758.0,1884.0,891.0,47125.0,235627.0,4102.0,3907.0,263.8,47.1,125.1,91.5,4.3,0.8,6.7,2.5,9.0,2.5,13.5,9.0,3.9,0.9,1.8,1.7,3.8,3.2,5.2,8.4,15.7,1.3,4.0,71304.0,3281.0,35.0,654.0,32.0,3078.0,410.0,1296.0,875.0,896.0,70.0,794.0,1439.0,1091.0,484.0,47.0,170.0,775.0,200.0,783.0,124.0,16534.0
108,Mid North Coast,2010,111053,821.0,24676,1064.0,3178,498.0,95.0,717.0,6673,148775,120728,24275,3777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Murray,2014,54527,279.0,20160,530.0,2075,1256.0,48.0,496.0,3464,82835,56782,22991,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,17.0,399.0,169.0,1511.0,299.0,647.0,555.0,693.0,34.0,696.0,1093.0,676.0,256.0,33.0,92.0,428.0,84.0,488.0,126.0,11796.0
109,Murray,2013,54248,254.0,19589,507.0,2100,1230.0,55.0,491.0,3360,81834,57285,21327,3224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3391.0,16.0,410.0,99.0,1554.0,300.0,697.0,537.0,712.0,34.0,677.0,1072.0,661.0,251.0,27.0,94.0,397.0,87.0,483.0,151.0,11650.0
109,Murray,2012,53497,240.0,19039,471.0,2121,1262.0,53.0,497.0,3312,80492,57316,19852,3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3499.0,21.0,425.0,74.0,1607.0,313.0,724.0,566.0,722.0,36.0,684.0,1083.0,700.0,267.0,31.0,97.0,404.0,90.0,498.0,122.0,11963.0
109,Murray,2011,53102,229.0,18686,444.0,2135,1221.0,55.0,488.0,3283,79643,57641,18610,3384,,8469798.0,841443.0,3301.0,4428.0,4443.0,129129.0,63944.0,327843.0,3471443.0,219304.0,1456.5,957.2,276.2,223.1,11.4,0.4,10.8,1.2,7.6,3.0,11.1,7.8,4.5,0.9,1.8,1.0,3.7,2.4,6.3,7.5,11.8,1.0,3.5,49890.0,3499.0,20.0,418.0,93.0,1604.0,308.0,721.0,543.0,704.0,36.0,684.0,1112.0,707.0,281.0,33.0,92.0,383.0,91.0,486.0,96.0,11911.0
109,Murray,2010,52656,222.0,18307,418.0,2118,1073.0,55.0,482.0,3194,78525,57727,17394,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,New England and North West,2014,88389,449.0,40953,1353.0,5443,1353.0,94.0,826.0,6451,145311,97656,45973,1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700.0,52.0,520.0,50.0,2368.0,512.0,1065.0,717.0,1098.0,53.0,913.0,1525.0,1017.0,426.0,41.0,140.0,695.0,195.0,792.0,194.0,20073.0
110,New England and North West,2013,87534,416.0,39676,1333.0,5428,1379.0,94.0,854.0,6180,142894,98158,43034,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7651.0,50.0,524.0,48.0,2332.0,517.0,1076.0,692.0,1106.0,59.0,890.0,1518.0,1000.0,409.0,39.0,144.0,669.0,179.0,772.0,223.0,19898.0
110,New England and North West,2012,86314,379.0,37906,1303.0,5393,1360.0,102.0,825.0,6044,139626,98116,39817,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7683.0,46.0,548.0,46.0,2420.0,546.0,1149.0,719.0,1104.0,58.0,881.0,1519.0,1015.0,436.0,42.0,157.0,660.0,194.0,795.0,191.0,20209.0
110,New England and North West,2011,85664,372.0,36747,1257.0,5392,1374.0,97.0,813.0,5931,137647,98315,37610,1721,,7096692.0,1025051.0,806.0,2208.0,2221.0,571294.0,10005.0,1625523.0,3362577.0,26786.0,2472.1,1700.3,649.4,122.5,14.8,1.5,6.6,1.1,6.4,3.1,10.9,6.7,4.4,0.8,1.9,1.2,3.8,2.2,5.8,9.9,11.9,0.9,4.0,75583.0,7804.0,45.0,525.0,43.0,2403.0,541.0,1168.0,720.0,1112.0,62.0,845.0,1508.0,1032.0,434.0,45.0,151.0,657.0,194.0,790.0,163.0,20242.0
110,New England and North West,2010,84676,344.0,35727,1260.0,5311,1202.0,98.0,789.0,5876,135283,98026,35536,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Newcastle and Lake Macquarie,2014,208110,960.0,34485,1828.0,2565,487.0,89.0,780.0,13941,263245,219551,38049,5652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,83.0,942.0,74.0,4059.0,774.0,1677.0,1063.0,1207.0,159.0,2471.0,2629.0,3080.0,922.0,105.0,358.0,2031.0,374.0,1170.0,398.0,23905.0
111,Newcastle and Lake Macquarie,2013,205110,942.0,33378,1801.0,2705,525.0,89.0,819.0,13190,258559,218719,33978,5865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,87.0,949.0,75.0,4006.0,781.0,1686.0,1007.0,1209.0,144.0,2404.0,2608.0,3098.0,933.0,96.0,347.0,1909.0,364.0,1177.0,440.0,23650.0
111,Newcastle and Lake Macquarie,2012,200673,887.0,31738,1705.0,2692,507.0,90.0,789.0,12379,251460,216191,29348,5923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,104.0,999.0,71.0,4206.0,813.0,1794.0,1015.0,1247.0,148.0,2279.0,2645.0,3193.0,997.0,107.0,358.0,1820.0,386.0,1223.0,421.0,24177.0
111,Newcastle and Lake Macquarie,2011,196738,832.0,30812,1683.0,2667,491.0,87.0,943.0,11805,246058,213659,26246,6148,,6897.0,437.0,6.0,4.0,6.0,42.0,,3311.0,115.0,17.0,29.0,3.1,14.0,11.9,0.3,2.2,9.9,1.8,7.9,3.0,11.1,7.0,4.2,1.1,3.3,1.5,6.3,3.0,6.2,8.9,15.2,1.2,4.0,155658.0,369.0,90.0,1007.0,75.0,4207.0,799.0,1834.0,1002.0,1304.0,154.0,2188.0,2658.0,3151.0,981.0,105.0,346.0,1745.0,383.0,1199.0,334.0,23931.0
111,Newcastle and Lake Macquarie,2010,192733,817.0,29669,1697.0,2707,481.0,91.0,972.0,11353,240520,211022,23688,5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Richmond - Tweed,2014,125859,1029.0,30136,1103.0,2960,483.0,101.0,876.0,7072,169619,133652,33143,2822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3734.0,51.0,839.0,41.0,3365.0,668.0,1595.0,982.0,941.0,231.0,1155.0,1964.0,1956.0,683.0,48.0,321.0,1308.0,293.0,867.0,262.0,21304.0
112,Richmond - Tweed,2013,123919,983.0,29074,1080.0,2909,454.0,96.0,856.0,6688,166059,132777,30394,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3758.0,47.0,807.0,40.0,3467.0,656.0,1616.0,964.0,941.0,218.0,1115.0,1999.0,1910.0,687.0,50.0,303.0,1242.0,304.0,882.0,298.0,21304.0
112,Richmond - Tweed,2012,121871,946.0,28405,1068.0,2959,442.0,106.0,844.0,6332,162973,132003,28301,2674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3873.0,49.0,855.0,42.0,3639.0,695.0,1701.0,998.0,984.0,235.0,1103.0,2058.0,1959.0,720.0,56.0,306.0,1227.0,328.0,897.0,268.0,21993.0
112,Richmond - Tweed,2011,121275,909.0,28163,1075.0,2945,482.0,109.0,847.0,6248,162053,132470,26876,2706,,488507.0,4407.0,460.0,14037.0,14883.0,17514.0,25496.0,239452.0,11319.0,27340.0,372.6,173.6,155.7,43.4,4.5,0.5,7.0,0.9,9.0,3.0,12.7,9.2,3.5,1.3,1.9,1.8,4.7,3.2,5.0,9.4,15.1,1.5,3.6,91883.0,3999.0,47.0,905.0,47.0,3857.0,721.0,1744.0,996.0,976.0,233.0,1074.0,2110.0,1976.0,715.0,53.0,294.0,1182.0,332.0,897.0,253.0,22411.0
112,Richmond - Tweed,2010,119988,872.0,27504,1091.0,3123,473.0,106.0,853.0,6147,160157,131895,25586,2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Riverina,2014,79143,352.0,33047,1048.0,4450,2696.0,85.0,752.0,5516,127089,86448,37759,2884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5292.0,21.0,538.0,47.0,2096.0,420.0,869.0,630.0,800.0,41.0,1014.0,1330.0,691.0,357.0,35.0,102.0,582.0,117.0,642.0,140.0,15764.0
113,Riverina,2013,77980,340.0,31800,1050.0,4364,2231.0,86.0,767.0,5443,124061,86629,34361,3068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5183.0,21.0,543.0,48.0,2093.0,431.0,895.0,623.0,823.0,40.0,954.0,1329.0,655.0,364.0,30.0,105.0,561.0,120.0,660.0,166.0,15644.0
